	YuJ_2015__SZAXPI015257-56__bin.48	NielsenHB_2014__MH0088__bin.3	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.12	LiuW_2016__SRR3992985__bin.31	LouisS_2016__AS51_18__bin.6	SchirmerM_2016__G88882__bin.19	LeChatelierE_2013__MH0088__bin.44	LoombaR_2017__SID1052_baz__bin.27	YuJ_2015__SZAXPI017463-36__bin.18	LiuW_2016__SRR3992999__bin.9	LoombaR_2017__SID5631_soh__bin.8	VogtmannE_2016__MMRS24340226ST-27-0-0__bin.31	XieH_2016__YSZC12003_35551__bin.8	XieH_2016__YSZC12003_35704__bin.22	LiJ_2014__V1.CD1-3-PN__bin.53	LoombaR_2017__SID5362_xgk__bin.32	ChengpingW_2017__AS116raw__bin.16	LiJ_2014__V1.FI21__bin.16	LiJ_2014__V1.CD48-0__bin.41	CosteaPI_2017__donald4-11-7-0__bin.26	CosteaPI_2017__SID713A037-11-0-0__bin.26	QinJ_2012__NOM004__bin.11	Obregon-TitoAJ_2015__NO01__bin.17	QinJ_2012__DOM010__bin.30	LiJ_2014__V1.CD32-0__bin.41	YuJ_2015__SZAXPI015237-23__bin.17	ZellerG_2014__CCIS98512455ST-4-0__bin.12	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.49	XieH_2016__YSZC12003_37277__bin.2	VatanenT_2016__G80466__bin.21	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.45	LiJ_2014__V1.CD32-4__bin.69	VogtmannE_2016__MMRS31306426ST-27-0-0__bin.18	VogtmannE_2016__MMRS39415781ST-27-0-0__bin.24	FengQ_2015__SID531775__bin.44
LoombaR_2017__SID5631_soh__bin.8	0.9389671451545312	0.8132573966795135	0.7337876235017486	0.9185542947394464	0.8855043014042016	0.9073853158662407	0.8467269339537149	0.5130446998894322	0.8722841122785887	0.8299001053894375	1.0	0.9193943415749344	0.6460420464538228	0.8132957549825038	0.8252477227154994	0.8569192145370297	0.9180738569944927	0.8516842651364261	0.8727904418780609	0.8915332676767047	0.8406917344569759	0.885067016750112	0.909751543681956	0.6684370621759322	0.8733840366168361	0.91986710765929	0.8856280069313454	0.8671776631930027	0.8628978355368581	0.7818299595607591	0.8085565866480501	0.8918180780764078	0.8896824795574219	0.89612763341737	0.8725483050904345
VogtmannE_2016__MMRS24340226ST-27-0-0__bin.31	0.9129753351149719	0.7797244818944359	0.6750463494708154	0.9133809271790817	0.837589192868145	0.8720057950060383	0.8286216690478179	0.4808162613238423	0.8506979867387444	0.7784628425511303	0.6993862502101821	1.0	0.6009820288429939	0.7750510546305519	0.7808197993121713	0.8448398804962375	0.8947076436231772	0.8133021795831812	0.8486007256158744	0.8970886732944982	0.8315428802361772	0.8756167315480231	0.8837836487310111	0.6218663727340006	0.8406891271782793	0.9188090037061339	0.8379882195930876	0.8339100497470339	0.8317241565454061	0.7319237063819838	0.7794250294801965	0.8487933088981136	0.8777738102055279	0.8920577997870641	0.8530673446959901
XieH_2016__YSZC12003_35551__bin.8	0.8431691814610637	0.7596664420502519	0.6285664719590687	0.844885463645859	0.8337018312329382	0.8295912993656345	0.7914732588924678	0.4887594842093288	0.8106210789721456	0.7556907829881121	0.6936086248584994	0.8482032316965507	1.0	0.7519617043598407	0.763439791904646	0.8010826888695446	0.8364193638224806	0.7875269423871766	0.8169271547861057	0.8288963440718512	0.7770660634797905	0.8159300226349513	0.8368595021752101	0.613928139563496	0.8224656910867093	0.853130722120324	0.8229351719962874	0.8045131941123388	0.8152911785463698	0.7200823032980519	0.74965445278448	0.8284665013531037	0.8241304951015948	0.8372939779292494	0.8204580424602241
XieH_2016__YSZC12003_35704__bin.22	0.8645763334712381	0.7612888594479505	0.6307715731265878	0.8662064792915681	0.8003497838562156	0.8319212045701477	0.8018216979184353	0.4743106555737037	0.8264117899798245	0.7486386887409934	0.6760553500269831	0.846932496020292	0.5822047861718995	1.0	0.74332178281356	0.8150852657934824	0.8526053237613084	0.7892201525880259	0.8172654363649263	0.846143728641702	0.7914074973953538	0.833979413131562	0.8391564214592555	0.6150037983593319	0.8101159117377673	0.8661881451331976	0.8037180876037973	0.8088823417343636	0.7937702124131818	0.7204479274031099	0.748171964839867	0.8141398609314231	0.8208764684265865	0.8537324759324314	0.801580962447658
LiJ_2014__V1.CD1-3-PN__bin.53	0.915390433707902	0.8311883822480501	0.7164093501583055	0.9178989138975063	0.8841760912557235	0.9065932881229047	0.8712968976262369	0.5147313377612299	0.887208950319414	0.8123693904181836	0.7422095669820702	0.9231616768739429	0.6395335097937241	0.8042393617067153	1.0	0.8777994544044807	0.9112786306121692	0.8402390926175561	0.88049897064772	0.9093419648855897	0.8636222505685802	0.8955196655014761	0.8946490068281374	0.6610619362172446	0.8732762553828612	0.9346721381462344	0.8746191137824535	0.8686107495944257	0.8702196785247014	0.7747391689457311	0.8117113294298156	0.8860515219493095	0.8915307637043572	0.9173503859963241	0.8876138777559
LoombaR_2017__SID5362_xgk__bin.32	0.8365420265239223	0.7252899960965428	0.609247136415339	0.825878172958135	0.7683301597339494	0.8003189222540437	0.7696351596569995	0.44733585542377696	0.8128921820326239	0.6974170025645294	0.6251089540273466	0.8101678066907216	0.5443014420406547	0.7152949068976469	0.7119818650131304	1.0	0.8272919520224525	0.7486470812912469	0.7932601703250503	0.8150485273892586	0.768444185457593	0.8116305538572174	0.8013276651589155	0.5800247218961568	0.7784808975433403	0.8344241561047134	0.7661150526547007	0.7518978637315653	0.7587016317570734	0.6810812436778683	0.7135925658026362	0.779190235480608	0.7919960937445348	0.8486039194068984	0.768548417560801
ChengpingW_2017__AS116raw__bin.16	0.9216845310234021	0.781920866647694	0.6721242464904408	0.899840693984233	0.8324674201433288	0.8669735553449339	0.8292551017222204	0.4813460514968629	0.8445949898455424	0.7661334574573267	0.6871558582732721	0.8803259762114022	0.5831066718680075	0.7677006783873882	0.7583795359059394	0.8488297521479755	1.0	0.8154899709703456	0.8505484196620732	0.8775001695699312	0.8236225089818232	0.8733813249135731	0.875658406846534	0.63044270133334	0.8379823008468448	0.9127804049652947	0.8264063268784311	0.8239081759981568	0.8184959344487506	0.7262053909959623	0.7686262251651826	0.8447094719789726	0.8618868162877571	0.8992797674182412	0.8312095521882417
LiJ_2014__V1.FI21__bin.16	0.9425760074397327	0.8464779475381672	0.6999252808569225	0.9394688298223037	0.8684167422041034	0.9136216174734697	0.8894573393301187	0.5159441409423359	0.8905420252889849	0.814203898680677	0.7328627663906611	0.9199849158924853	0.6311836692256564	0.8169744069400098	0.8039049519689175	0.8830907402311219	0.9375296803332697	1.0	0.8965174938101935	0.9180721718433019	0.8602281677554097	0.9039110169683832	0.9092073705834324	0.6709514993957693	0.8879538795986208	0.9503198152609414	0.877612024047104	0.8689704312709722	0.8568231037696653	0.7800076163190569	0.8112799088022121	0.8923974200234925	0.8948952095993676	0.9235067414325694	0.8740844223170526
LiJ_2014__V1.CD48-0__bin.41	0.779489049320596	0.6776719576719576	0.5638843919395221	0.7687453106136107	0.7352624030725102	0.7503497897372323	0.7186504290332775	0.41906900994190427	0.7330351572311756	0.657150311545411	0.5899641054311805	0.7540562483288363	0.5143340058500855	0.6645765170114328	0.6617626420995487	0.7350475218162814	0.7681340496041874	0.7042556535971544	1.0	0.7624278665013734	0.7136624614113128	0.7578424366173218	0.818411401994863	0.5505449006214703	0.7469616017242358	0.786753526661643	0.7598376236661076	0.7403258870333909	0.7314156072502167	0.6361985788019479	0.6654674801688584	0.7507947851592568	0.7711757699506551	0.7715624265700836	0.7323960232382897
CosteaPI_2017__donald4-11-7-0__bin.26	0.9154865664687382	0.7924865561471621	0.6607478571670813	0.8961476191810271	0.8364940702545448	0.8682952147698805	0.8502977037442254	0.4901089810982452	0.8613675940848522	0.7734152325819718	0.6854190043807717	0.9066479796989344	0.5935606635888709	0.7825804235090115	0.7773267412867466	0.8589862590332222	0.901339003319124	0.8202597055991602	0.8671650021896486	1.0	0.8321660122295932	0.8924027302043229	0.8836441356491018	0.62564491419084	0.8488394124958898	0.9185572353511031	0.8414816032651569	0.8332634169430145	0.8393269742594638	0.7415772252949391	0.7824020076939977	0.8477755529047127	0.896688027414106	0.902803929866365	0.8600578598064557
CosteaPI_2017__SID713A037-11-0-0__bin.26	0.9458320435536011	0.8054508218955135	0.7127047558566637	0.933491643822939	0.8572971748239251	0.8897653185942093	0.8570614243635934	0.4880178133207387	0.8752094229977566	0.784440708958677	0.699410982860024	0.9094211628122197	0.6021433745743727	0.7920672961855496	0.7988721474593201	0.8763793994785567	0.9154744846997552	0.8316973075781606	0.878360740487808	0.9005069233248554	1.0	0.9122310210906909	0.9037049122258354	0.6436043413187984	0.8655584134592371	0.9601266590290432	0.8654459233918708	0.8437177887484403	0.8518581603964757	0.747290664760452	0.7958819859523042	0.8734542588260824	0.8922464824914396	0.9463051400780569	0.8655384684118317
QinJ_2012__NOM004__bin.11	0.8284072381580129	0.7110561162220855	0.6040853633212894	0.8191083459600527	0.7480771884415613	0.785576870261631	0.7557315927886361	0.43996849013910155	0.7806367081841237	0.6938265055269529	0.6182383415524233	0.8040416889392618	0.5308587642829297	0.7008117272414269	0.6955249165028877	0.777181274139809	0.8150909056807509	0.7337724886225555	0.78314664544574	0.8108155721946912	0.7659297619478238	1.0	0.7936040475166559	0.5690775327457387	0.7601308489844366	0.832510084629163	0.7553712121516599	0.7509903768991992	0.7486780461206833	0.6675140300603001	0.7067747540636601	0.7729993850754187	0.7859318920787264	0.8378528280502068	0.7581356933576088
Obregon-TitoAJ_2015__NO01__bin.17	0.839849260442982	0.7219673329560193	0.6296163819171069	0.83683392477248	0.7843350929598039	0.8087361693597653	0.7585468260188755	0.4479515967155303	0.788181177430723	0.7067773242673602	0.6457365161574006	0.8246378108799165	0.5532627055048254	0.7165421110684941	0.7060622881224703	0.779698759117902	0.8304043851012469	0.7499830685158456	0.8593866616660648	0.8158143805646301	0.7710162259772869	0.8064113659776886	1.0	0.5767911723495761	0.7867514454722829	0.855538535207107	0.8064134079657272	0.7963382389827088	0.7761143894472781	0.6761502263373576	0.7130959159218232	0.7960441927051338	0.8122490694490342	0.8315254365345013	0.7909851673392181
QinJ_2012__DOM010__bin.30	0.8901008051733976	0.7958039688074557	0.6401612882774361	0.8832480821657263	0.8304205921511444	0.8613772903062195	0.8375198123375388	0.4975038356685475	0.8432785139161859	0.7898626767260508	0.7070771571673112	0.8647450706904204	0.6048812527737273	0.7826189057249731	0.7775104292144804	0.8410793127496354	0.8909929626577062	0.8248089773663856	0.8615558232422494	0.8608264756228999	0.8183320864768909	0.8617830469790148	0.8595919609459203	1.0	0.8439617067140049	0.8943754517212958	0.8403195333798262	0.8272242439611995	0.8193890826095226	0.7461246433779243	0.7641879160590883	0.8451804983199138	0.8510223800164839	0.8795293222595575	0.8290237748050466
LiJ_2014__V1.CD32-0__bin.41	0.7641345200713497	0.6732742952389738	0.5522053865711178	0.7549640847622995	0.7784538454443057	0.7389068100591247	0.7156512227030553	0.41188489715211457	0.724684921576295	0.654485539715926	0.5916134119930521	0.7486053533126594	0.5189157482698457	0.6601553923523734	0.657721743626653	0.7228777920540865	0.7583854187642664	0.6990031556560815	0.7485407201755423	0.7478934144354702	0.7047473851186586	0.7371253389179828	0.750823341721567	0.5404421556158077	1.0	0.7690771687178215	0.8059368946733201	0.7154206220630898	0.7708966402461126	0.6263727233870622	0.6593931110819522	0.9496673504571089	0.7548702205581445	0.7582382890601758	0.7853030092409147
YuJ_2015__SZAXPI015237-23__bin.17	0.8816001839184003	0.7382403486406527	0.6319383283533271	0.867563000765433	0.7978791071646405	0.828987389793065	0.7889100689962104	0.4527402098975446	0.8081548104983626	0.7248422551184143	0.642934557489916	0.8442122675717811	0.5553970398789249	0.7283165300013539	0.7263714454618939	0.7994893985519778	0.8523743168410004	0.7719113572293202	0.8135135117020093	0.8350823678287574	0.8066303119508085	0.8330122804407071	0.8424588764087118	0.5909561611993839	0.7935582982454024	1.0	0.7945965256580914	0.7797865366905143	0.7845775305871582	0.6912510070604826	0.731090386778251	0.8033313091585197	0.8268449146964475	0.860803463349701	0.8056269378792814
ZellerG_2014__CCIS98512455ST-4-0__bin.12	0.8199345652081582	0.7268174029531297	0.6045873980584011	0.8124598343311942	0.8363486160729516	0.7952370740524384	0.7657889808033342	0.438715631590564	0.7638770427484562	0.7113332112552299	0.6430211127813685	0.7998278837992842	0.5565264555550992	0.7020109466460666	0.7060746853413673	0.7625214187889342	0.801659403483682	0.7405125470064523	0.8161670863971804	0.7946939889530921	0.7552976907046808	0.7851534459097685	0.8248957868432761	0.5767824853662935	0.8638576170122103	0.8254273836039824	1.0	0.7737744205525682	0.822978278684815	0.671134469959387	0.7004951822085321	0.8725393197093242	0.7953919925583416	0.8092605060856863	0.8343496451495886
VogtmannE_2016__MMRS62376181ST-27-0-0__bin.49	0.8884862241763379	0.7806913940221591	0.6597793315355673	0.8877515084548055	0.8334825063840683	0.8620456854001874	0.8263894816082701	0.49464361097206233	0.8439792141963532	0.7727506203369005	0.6953401876043346	0.8790087373885335	0.6008536696954947	0.7802627137346089	0.7744122850927679	0.8264798312652873	0.8826538654659005	0.8097486126521815	0.8782063555408945	0.8690664304503719	0.8131876666182238	0.8620725980639798	0.8996099970549857	0.6270558391637697	0.8468723255540356	0.8945884784579505	0.8545347454023559	1.0	0.8356009174911554	0.7376038348239105	0.7786410335078043	0.8499415226262453	0.8650822028092208	0.8760022083762975	0.8543179062255143
XieH_2016__YSZC12003_37277__bin.2	0.8329039060732762	0.7363426077946338	0.6204818925446758	0.834349802616697	0.8537780112811307	0.8185518413928475	0.7784231956393249	0.4499055041118481	0.7982352254401903	0.726421634085652	0.6566034018519735	0.8319702575104164	0.5778335996730953	0.7266157337478018	0.736258692527163	0.7914052523660456	0.8321136431630948	0.7576888275942587	0.8233649292557811	0.8307232036660026	0.7791397590537277	0.8155659172668432	0.8320260794057339	0.5894237575067679	0.8659785614734061	0.8541574542296944	0.8624982669673023	0.7929638872470685	1.0	0.6944521062732135	0.7255638741125048	0.8793623169370197	0.8305747101274782	0.8332056361871821	0.8673044226994447
VatanenT_2016__G80466__bin.21	0.901118578699292	0.8039492541410981	0.6710929303513395	0.9040466657809726	0.8593061660641151	0.8784190624913104	0.8506618209488432	0.5040635263366735	0.8785205789261592	0.8011902139922309	0.7196998821085229	0.885706177010235	0.6174013293356455	0.7978256062407008	0.7929620862598388	0.8594531442067439	0.8931429179266107	0.8344377291568	0.8663955442229866	0.8879262973027966	0.8268619548622621	0.8796699215189684	0.8768994055992052	0.6492982345409228	0.851214864830867	0.9104020359783073	0.8508926604941732	0.8467847758892288	0.8401129392406482	1.0	0.7851387001394307	0.8594504959519218	0.867035980514141	0.9081598468955612	0.8456186610158793
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.45	0.8312728833762424	0.7437395662672301	0.6117015392533475	0.8363090213047071	0.7826360174492961	0.8086939072240537	0.7800292581176915	0.46440527577658414	0.7902979336502898	0.7296934961820446	0.654532582356866	0.8294303749564796	0.5652339970167433	0.7285989367247598	0.730600971363297	0.7918726243305042	0.8313012177168033	0.7632161261988241	0.7969518459822875	0.8238197873837662	0.7744151772701143	0.8190720387023803	0.8132728142870285	0.5848099212111262	0.7880113911811888	0.846740328189292	0.7810019410963992	0.7860838797397433	0.7718852699855107	0.6904434479554444	1.0	0.7893974450187647	0.7976070290900523	0.8227473520006179	0.7864526143086867
LiJ_2014__V1.CD32-4__bin.69	0.7636919340995206	0.6738377158021698	0.5732179060446346	0.7574149311510362	0.7819628758270974	0.7415388480137585	0.7139722092055195	0.4104924822503168	0.7219091235545422	0.6587812823572416	0.5990283366908374	0.7494760844255286	0.5183132929788711	0.6578643697151516	0.6617407169438821	0.7174617590745205	0.7580551918930365	0.6966030431709009	0.746065117866914	0.740684737607428	0.7052053391562279	0.7433108372504215	0.7533134620618135	0.536678599091461	0.9416940822580463	0.7720121031180505	0.8072019671592616	0.7119850820535365	0.7762385325532973	0.627123158404952	0.6550070290194638	1.0	0.7496606263798375	0.7626961160842967	0.7872704699056517
VogtmannE_2016__MMRS31306426ST-27-0-0__bin.18	0.8542450372184841	0.7161308682607088	0.6152317255635159	0.8299983021994988	0.7933693801852504	0.8083964706496628	0.7738536648113038	0.45511046595460475	0.792168125818428	0.71516405559242	0.6416095287064869	0.8321528836501811	0.5535770166913498	0.712163685949093	0.7148746342035224	0.7829661162588776	0.8304402144277081	0.7500045816408637	0.8227606927717613	0.8411211430796303	0.7734369948308718	0.8114110174458511	0.8252631331438667	0.5801902988855029	0.8036654510046242	0.8531357614531513	0.7900291046574713	0.778043532158105	0.7871739643849173	0.6792564394530108	0.7105651255179415	0.8048767331137142	1.0	0.8290377136471002	0.8242185190269494
VogtmannE_2016__MMRS39415781ST-27-0-0__bin.24	0.8706762987437233	0.7349047398439793	0.6272196116962875	0.8526590879393702	0.7867703184049715	0.8186688523811221	0.7865473348029208	0.4528525440324735	0.8265968188351568	0.7143471450801909	0.6343194503131783	0.8300722405779246	0.5520296768434754	0.7269862764962726	0.7219900183443891	0.8234312662380087	0.850462852187666	0.7596861259738563	0.8079669970693099	0.8312143103205432	0.8051442350932747	0.8490360286518656	0.8292417369641988	0.5885484174782489	0.7923391387131097	0.8717671195915022	0.7889556934637295	0.773310865274801	0.7750801400350597	0.698331016951166	0.7194221432559339	0.8037455814798034	0.8137231643307692	1.0	0.7915018471662925
FengQ_2015__SID531775__bin.44	0.8172824856719614	0.7127824690275797	0.6032260279292725	0.8155993225736653	0.8335853107783467	0.7919705422184742	0.7540088686813766	0.4392528614466187	0.7708997952741052	0.7065148190478304	0.631024919413452	0.8110079005331751	0.5526621301479685	0.6973819081119168	0.7137381339428875	0.7619253527221886	0.8031375352999595	0.7346261394466298	0.7835873219744676	0.8090327672394183	0.7523981779950177	0.7849178322357289	0.80592165489539	0.5667841944951482	0.8384198101430862	0.8335839237465393	0.8310577920672877	0.7705259902020073	0.824299132827714	0.6643431572172813	0.7026009620452616	0.8476369832613001	0.8265395359546385	0.8086690181479241	1.0
