	YuJ_2015__SZAXPI015257-56__bin.48	NielsenHB_2014__MH0088__bin.3	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.12	LiuW_2016__SRR3992985__bin.31	LouisS_2016__AS51_18__bin.6	SchirmerM_2016__G88882__bin.19	LeChatelierE_2013__MH0088__bin.44	LoombaR_2017__SID1052_baz__bin.27	YuJ_2015__SZAXPI017463-36__bin.18	LiuW_2016__SRR3992999__bin.9	LoombaR_2017__SID5631_soh__bin.8	VogtmannE_2016__MMRS24340226ST-27-0-0__bin.31	XieH_2016__YSZC12003_35551__bin.8	XieH_2016__YSZC12003_35704__bin.22	LiJ_2014__V1.CD1-3-PN__bin.53	LoombaR_2017__SID5362_xgk__bin.32	ChengpingW_2017__AS116raw__bin.16	LiJ_2014__V1.FI21__bin.16	LiJ_2014__V1.CD48-0__bin.41	CosteaPI_2017__donald4-11-7-0__bin.26	CosteaPI_2017__SID713A037-11-0-0__bin.26	QinJ_2012__NOM004__bin.11	Obregon-TitoAJ_2015__NO01__bin.17	QinJ_2012__DOM010__bin.30	LiJ_2014__V1.CD32-0__bin.41	YuJ_2015__SZAXPI015237-23__bin.17	ZellerG_2014__CCIS98512455ST-4-0__bin.12	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.49	XieH_2016__YSZC12003_37277__bin.2	VatanenT_2016__G80466__bin.21	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.45	LiJ_2014__V1.CD32-4__bin.69	VogtmannE_2016__MMRS31306426ST-27-0-0__bin.18	VogtmannE_2016__MMRS39415781ST-27-0-0__bin.24	FengQ_2015__SID531775__bin.44
LoombaR_2017__SID5631_soh__bin.8	0.9954838564720156	0.9952261857595653	0.9958644420427265	0.9954153366723477	0.9797526107235952	0.9951808273018815	0.995505489452595	0.9954560959995514	0.9948022079622523	0.9948585598421111	1.0	0.994376493817168	0.9887968092243934	0.994462353673606	0.9948847708053116	0.9953261798276511	0.9958072483213064	0.9953013926365966	0.9902586950430975	0.995097290494681	0.9945703783339844	0.994938495926635	0.9899872244615722	0.9952635803545106	0.9800453245846344	0.9954708770986092	0.9787408557581112	0.9919633260053169	0.9786926182641369	0.9953372505416774	0.9946534592403358	0.980148647239155	0.9849352203155989	0.9954247330871361	0.9787013301021824
VogtmannE_2016__MMRS24340226ST-27-0-0__bin.31	0.9947468676565413	0.9949685369837792	0.9948637177800411	0.9958325845882301	0.9794743410756168	0.9946832650633504	0.995207341465476	0.9952406238621192	0.9941397758640057	0.995145455934037	0.994376493817168	1.0	0.9884966574517735	0.9946628955709234	0.9938750466541881	0.994913811972941	0.995138593897906	0.9948098647102641	0.9900098169677088	0.9940403053926739	0.994710978995244	0.9947151879092897	0.9897500829535081	0.9941429470489802	0.979412059475212	0.994482094993712	0.9781500490971008	0.9921406005405223	0.9783086890665058	0.9957910872310377	0.9937662821425346	0.979355957083286	0.9846037945338734	0.9948628813740198	0.9781561721031455
XieH_2016__YSZC12003_35551__bin.8	0.9891123842736746	0.9885241369215819	0.9892779486255513	0.9889754760091394	0.9833086861888517	0.9882907033024312	0.988480597960446	0.988614461003739	0.9883989791000001	0.9889787552035685	0.9887968092243934	0.9884966574517735	1.0	0.9886639570792592	0.9881513328064861	0.9887929261772568	0.9886386296439448	0.9886379309555917	0.9854153184211869	0.9887690272576528	0.9884346269574285	0.9885508030904693	0.9851733973730038	0.9877595067579296	0.9830881681018565	0.9883187199165856	0.9836213960878514	0.9870055745240667	0.9830372133169083	0.9891722327033459	0.9884573945395627	0.983073964414315	0.9820517048819063	0.9890083203043585	0.9828403599452378
XieH_2016__YSZC12003_35704__bin.22	0.9948354303400835	0.9945053995770807	0.9950625303299903	0.9943146184154644	0.9789179606187066	0.9938536999490244	0.9946986533635094	0.9943102513791611	0.9939959941141547	0.9944178781228737	0.994462353673606	0.9946628955709234	0.9886639570792592	1.0	0.9937119901682486	0.9944387151099421	0.9940818112462415	0.9947276348695241	0.9892635994812975	0.9943649326693534	0.994229521802718	0.9942268246197256	0.9891831815429188	0.9931913227926076	0.978455772342604	0.9942993134236467	0.977673813829927	0.9913026468020191	0.9773849741307282	0.9947117374091884	0.9940334987084123	0.978156902351298	0.9840063003717783	0.9944659093667775	0.9773040187474921
LiJ_2014__V1.CD1-3-PN__bin.53	0.99472330442402	0.9947999217627658	0.9945621095692184	0.9945563804792659	0.9797902402813964	0.9940860854385373	0.9949185342096928	0.9946968402215766	0.9937818943422675	0.9942420524983399	0.9948847708053116	0.9938750466541881	0.9881513328064861	0.9937119901682486	1.0	0.9944319963214036	0.9944146186225123	0.9941948996617327	0.9893756498494725	0.9945748668376405	0.9936784803186526	0.9942936969187408	0.9891291563997856	0.9936143106240937	0.9792263971121986	0.9937534689493565	0.9783727709123038	0.9914970875029974	0.978429440896896	0.9944505332108035	0.9939207514191377	0.9792441213902794	0.984145310948384	0.9943077411242082	0.9780578122525285
LoombaR_2017__SID5362_xgk__bin.32	0.9950829480736738	0.9951254022579977	0.9950253754650255	0.9952290985600899	0.9790704884098989	0.9947957161244081	0.9953640036538978	0.995296868097284	0.995495386956114	0.9951663007204911	0.9953261798276511	0.994913811972941	0.9887929261772568	0.9944387151099421	0.9944319963214036	1.0	0.9948892941112306	0.994842516650042	0.9891734062807824	0.9952034715931108	0.9945711964351145	0.9951819793962822	0.989781313741298	0.9941313145505649	0.9788105208295892	0.9951593337083579	0.9782525523597857	0.992150921137528	0.9776551070451716	0.9952034034266393	0.9944666213108357	0.9787921038125283	0.9843065467778406	0.9953238901606736	0.9776960910360659
ChengpingW_2017__AS116raw__bin.16	0.997087107970523	0.995060106701328	0.9975385081971415	0.9948715208080495	0.9791626969380567	0.9946328071834117	0.9953628509616405	0.9951903147208727	0.9942297012319461	0.9949428541583033	0.9958072483213064	0.995138593897906	0.9886386296439448	0.9940818112462415	0.9944146186225123	0.9948892941112306	1.0	0.9956287178232397	0.9895275145357423	0.9952709887449287	0.9944108737633944	0.9947823078405501	0.9894712596947198	0.9937530739384666	0.9791512223742561	0.9950173525719432	0.9783167857200242	0.9918385321292733	0.977895450840463	0.9946865473083596	0.9944937473940666	0.9792033988316516	0.9843725927646991	0.9948196350239125	0.9780034220832742
LiJ_2014__V1.FI21__bin.16	0.9959677172254463	0.9950824825932362	0.9961713919569168	0.9949820621677966	0.9792162651515404	0.994561467207133	0.9952533054769053	0.9949604803137265	0.9940244018263148	0.9948551272130984	0.9953013926365966	0.9948098647102641	0.9886379309555917	0.9947276348695241	0.9941948996617327	0.994842516650042	0.9956287178232397	1.0	0.9894929790586711	0.9948898309388358	0.9945845795531068	0.9944747422002804	0.9896319120019422	0.9937357567946162	0.9790360621734694	0.9947923246810815	0.9780777262628191	0.9916331182658875	0.9775968727593863	0.9948681274854037	0.9945777268765124	0.9789106688944965	0.9841719394595472	0.9948149144255372	0.9777711799924099
LiJ_2014__V1.CD48-0__bin.41	0.9896468064139905	0.9898020284029985	0.9897478076792869	0.9900961505219853	0.9784245505041221	0.9897155603011125	0.9898044595736697	0.990141577069248	0.9890822270612033	0.99039992345585	0.9902586950430975	0.9900098169677088	0.9854153184211869	0.9892635994812975	0.9893756498494725	0.9891734062807824	0.9895275145357423	0.9894929790586711	1.0	0.9899924077989674	0.9899007789452268	0.9893006184925068	0.9958442023375272	0.9892798167973085	0.9785164538112218	0.9896451818746193	0.9777898347652427	0.9915761178870687	0.9775267555505138	0.9905081298845662	0.9894674296846463	0.9784124555745448	0.9859275743305574	0.9897891202126524	0.9774581558249951
CosteaPI_2017__donald4-11-7-0__bin.26	0.9948496053350535	0.9950698404384721	0.9950442215221263	0.9955286571121706	0.9792782601529783	0.9947658226773312	0.9953248358988788	0.997446504456395	0.9945675223082937	0.9953219423543189	0.995097290494681	0.9940403053926739	0.9887690272576528	0.9943649326693534	0.9945748668376405	0.9952034715931108	0.9952709887449287	0.9948898309388358	0.9899924077989674	1.0	0.9949004859422274	0.9965950370072346	0.9898957831863096	0.994113928189924	0.9790493859167995	0.9943073942874893	0.9783037147008793	0.9918949659071856	0.9780205156493753	0.9954432118918898	0.9946538752925833	0.9790635333711625	0.9844534621334485	0.9950381651337188	0.9778881110129123
CosteaPI_2017__SID713A037-11-0-0__bin.26	0.9944822961543085	0.9947295306251316	0.994427065755251	0.9948144549152429	0.9796603119003437	0.9943614601294215	0.9948090741832775	0.9947441814082978	0.993977353317059	0.9951126490906456	0.9945703783339844	0.994710978995244	0.9884346269574285	0.994229521802718	0.9936784803186526	0.9945711964351145	0.9944108737633944	0.9945845795531068	0.9899007789452268	0.9949004859422274	1.0	0.9946280075614565	0.9896238645377351	0.9936093226662964	0.9800544551763295	0.9946072382661731	0.9784796660730023	0.9920888125701501	0.9784515477077405	0.9953164717776589	0.9942586835218954	0.9797337659134876	0.98481242081187	0.994375877056723	0.9785119236356397
QinJ_2012__NOM004__bin.11	0.9950849073462381	0.9946990682625672	0.9948936509951836	0.9952139278176083	0.9794946000954531	0.9946353093256001	0.9949131630216468	0.9956677232823905	0.994158158755983	0.9948903735313143	0.994938495926635	0.9947151879092897	0.9885508030904693	0.9942268246197256	0.9942936969187408	0.9951819793962822	0.9947823078405501	0.9944747422002804	0.9893006184925068	0.9965950370072346	0.9946280075614565	1.0	0.9896623280378174	0.9937855810649439	0.9796761203887824	0.9950576347775151	0.9782036911573264	0.9919487337752692	0.9778652310687533	0.995103907741927	0.9940698688300856	0.979467228545964	0.9844373646435539	0.9951223295133842	0.9782164614616604
Obregon-TitoAJ_2015__NO01__bin.17	0.9896743579145291	0.9897042754527036	0.9894470840698159	0.9898404964862051	0.9788108418647397	0.9895485456504175	0.9898786278831038	0.9903124244998184	0.9892699368675038	0.9899288931220335	0.9899872244615722	0.9897500829535081	0.9851733973730038	0.9891831815429188	0.9891291563997856	0.989781313741298	0.9894712596947198	0.9896319120019422	0.9958442023375272	0.9898957831863096	0.9896238645377351	0.9896623280378174	1.0	0.9892028111987717	0.9787963258557906	0.989810409572606	0.977876298536186	0.9924975137730775	0.9778997021224162	0.9902589215202183	0.9895246454086027	0.9786547996239462	0.9857892386038627	0.9895476658036199	0.9778057639699814
QinJ_2012__DOM010__bin.30	0.9938864180928747	0.9939561269500142	0.99404353496155	0.9945820513438924	0.9790652534267241	0.9942331007299596	0.9940815430500674	0.9941451190805095	0.9935692207942962	0.9944173072465201	0.9952635803545106	0.9941429470489802	0.9877595067579296	0.9931913227926076	0.9936143106240937	0.9941313145505649	0.9937530739384666	0.9937357567946162	0.9892798167973085	0.994113928189924	0.9936093226662964	0.9937855810649439	0.9892028111987717	1.0	0.9792755424357082	0.9941793369865592	0.9779254524548903	0.9911169753570868	0.9778258253648343	0.9945346201900919	0.993354978987079	0.9792940261489133	0.9839441872772882	0.9941174163918847	0.9776791286025779
LiJ_2014__V1.CD32-0__bin.41	0.9791393399770307	0.9792981516723711	0.9792523676709834	0.9797089316235823	0.987685216167931	0.9792016112300838	0.9791679336307484	0.9801129038235742	0.9789140049228143	0.9802000490296788	0.9800453245846344	0.979412059475212	0.9830881681018565	0.978455772342604	0.9792263971121986	0.9788105208295892	0.9791512223742561	0.9790360621734694	0.9785164538112218	0.9790493859167995	0.9800544551763295	0.9796761203887824	0.9787963258557906	0.9792755424357082	1.0	0.9794723141452175	0.9885468434907222	0.9792320403864313	0.9879542082117491	0.979799839153685	0.978638726125693	0.999769489587017	0.9769897538144603	0.9792135707407674	0.9862863448257607
YuJ_2015__SZAXPI015237-23__bin.17	0.9950460630228063	0.9950850235988776	0.9950394052801643	0.9955387718160393	0.9797073861619772	0.9944741397502145	0.9953713891015245	0.9957651897263103	0.9944382679675005	0.9952905385412043	0.9954708770986092	0.994482094993712	0.9883187199165856	0.9942993134236467	0.9937534689493565	0.9951593337083579	0.9950173525719432	0.9947923246810815	0.9896451818746193	0.9943073942874893	0.9946072382661731	0.9950576347775151	0.989810409572606	0.9941793369865592	0.9794723141452175	1.0	0.9786906237057269	0.9920518473631508	0.977949926659223	0.9957360594110671	0.9945070510340478	0.979603568666289	0.9842071067816828	0.9947029077166791	0.9777232006176537
ZellerG_2014__CCIS98512455ST-4-0__bin.12	0.9782077780476248	0.9783950986867788	0.9789659945735042	0.9784597730799011	0.988157641151968	0.9784529271755342	0.9784467239347696	0.9793279008666078	0.977905132575585	0.978869851499225	0.9787408557581112	0.9781500490971008	0.9836213960878514	0.977673813829927	0.9783727709123038	0.9782525523597857	0.9783167857200242	0.9780777262628191	0.9777898347652427	0.9783037147008793	0.9784796660730023	0.9782036911573264	0.977876298536186	0.9779254524548903	0.9885468434907222	0.9786906237057269	1.0	0.9785080871932154	0.9897474055483385	0.9788906531162936	0.9779912800044926	0.9885806052626329	0.976715573634881	0.9781758706830429	0.9873661204739447
VogtmannE_2016__MMRS62376181ST-27-0-0__bin.49	0.9922724688202901	0.9918299325858633	0.9920534470802813	0.9922175685466775	0.9793034065795683	0.9918097784929528	0.9920193315108465	0.9925864954207735	0.9914258186630345	0.9921056912955631	0.9919633260053169	0.9921406005405223	0.9870055745240667	0.9913026468020191	0.9914970875029974	0.992150921137528	0.9918385321292733	0.9916331182658875	0.9915761178870687	0.9918949659071856	0.9920888125701501	0.9919487337752692	0.9924975137730775	0.9911169753570868	0.9792320403864313	0.9920518473631508	0.9785080871932154	1.0	0.9784071338817514	0.9923758621264813	0.9912953956301691	0.9791690697484013	0.9850690018683746	0.9919130545840288	0.9782632175352349
XieH_2016__YSZC12003_37277__bin.2	0.9780057848158877	0.9780692018479724	0.978504151932139	0.9783814842865863	0.9891038192613434	0.9782205411457627	0.9778439585873115	0.9790346176552637	0.977720603459742	0.9790775582364818	0.9786926182641369	0.9783086890665058	0.9830372133169083	0.9773849741307282	0.978429440896896	0.9776551070451716	0.977895450840463	0.9775968727593863	0.9775267555505138	0.9780205156493753	0.9784515477077405	0.9778652310687533	0.9778997021224162	0.9778258253648343	0.9879542082117491	0.977949926659223	0.9897474055483385	0.9784071338817514	1.0	0.9785331060903774	0.9776237272266023	0.9880047746896639	0.9771472649329735	0.977632351009327	0.9882527890423867
VatanenT_2016__G80466__bin.21	0.9950186445717185	0.9955826693063045	0.9950685879311286	0.9959716772440043	0.9801549247231854	0.9947748549882824	0.9958527387593811	0.995608689103945	0.9946589001082187	0.9958963448326393	0.9953372505416774	0.9957910872310377	0.9891722327033459	0.9947117374091884	0.9944505332108035	0.9952034034266393	0.9946865473083596	0.9948681274854037	0.9905081298845662	0.9954432118918898	0.9953164717776589	0.995103907741927	0.9902589215202183	0.9945346201900919	0.979799839153685	0.9957360594110671	0.9788906531162936	0.9923758621264813	0.9785331060903774	1.0	0.9944031067367346	0.9798187969646797	0.9855344701724806	0.9953615096672476	0.9787683924274612
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.45	0.9950291220792707	0.9944331225814196	0.9946744079062168	0.9941985910466159	0.9788242914112362	0.994251505398123	0.9947463514809288	0.994571594772684	0.9941957863707556	0.9938264873798317	0.9946534592403358	0.9937662821425346	0.9884573945395627	0.9940334987084123	0.9939207514191377	0.9944666213108357	0.9944937473940666	0.9945777268765124	0.9894674296846463	0.9946538752925833	0.9942586835218954	0.9940698688300856	0.9895246454086027	0.993354978987079	0.978638726125693	0.9945070510340478	0.9779912800044926	0.9912953956301691	0.9776237272266023	0.9944031067367346	1.0	0.9785611767603982	0.984022388996651	0.9945228330869945	0.9775278847102952
LiJ_2014__V1.CD32-4__bin.69	0.9791658583735512	0.9790350702782069	0.9793896393650415	0.9797641087831167	0.9877845108470693	0.9792270638406544	0.9791011934377838	0.9798858127388546	0.9787808881217497	0.9798436181560943	0.980148647239155	0.979355957083286	0.983073964414315	0.978156902351298	0.9792441213902794	0.9787921038125283	0.9792033988316516	0.9789106688944965	0.9784124555745448	0.9790635333711625	0.9797337659134876	0.979467228545964	0.9786547996239462	0.9792940261489133	0.999769489587017	0.979603568666289	0.9885806052626329	0.9791690697484013	0.9880047746896639	0.9798187969646797	0.9785611767603982	1.0	0.9770394189935494	0.9790305553678805	0.9862579224966792
VogtmannE_2016__MMRS31306426ST-27-0-0__bin.18	0.9847906682852606	0.9842561734862876	0.9843427178856543	0.9847675492097773	0.9773797662663016	0.9844276655956035	0.9847066556388008	0.9852701286840824	0.9842492051269963	0.9844500487854879	0.9849352203155989	0.9846037945338734	0.9820517048819063	0.9840063003717783	0.984145310948384	0.9843065467778406	0.9843725927646991	0.9841719394595472	0.9859275743305574	0.9844534621334485	0.98481242081187	0.9844373646435539	0.9857892386038627	0.9839441872772882	0.9769897538144603	0.9842071067816828	0.976715573634881	0.9850690018683746	0.9771472649329735	0.9855344701724806	0.984022388996651	0.9770394189935494	1.0	0.9846085058213399	0.9774691530239077
VogtmannE_2016__MMRS39415781ST-27-0-0__bin.24	0.9950580131872073	0.9948973065038214	0.9948935170880764	0.9948457157823634	0.9792929170922945	0.9946578335330185	0.9951563913842882	0.994840690196337	0.9941679063218927	0.9950041715049155	0.9954247330871361	0.9948628813740198	0.9890083203043585	0.9944659093667775	0.9943077411242082	0.9953238901606736	0.9948196350239125	0.9948149144255372	0.9897891202126524	0.9950381651337188	0.994375877056723	0.9951223295133842	0.9895476658036199	0.9941174163918847	0.9792135707407674	0.9947029077166791	0.9781758706830429	0.9919130545840288	0.977632351009327	0.9953615096672476	0.9945228330869945	0.9790305553678805	0.9846085058213399	1.0	0.9779433425454046
FengQ_2015__SID531775__bin.44	0.9778830467664436	0.9780386093924679	0.9781543868564172	0.9781656251023034	0.9870196427531469	0.9779778618337085	0.9782441837096502	0.9789957228859547	0.9777852646048605	0.9784361814333048	0.9787013301021824	0.9781561721031455	0.9828403599452378	0.9773040187474921	0.9780578122525285	0.9776960910360659	0.9780034220832742	0.9777711799924099	0.9774581558249951	0.9778881110129123	0.9785119236356397	0.9782164614616604	0.9778057639699814	0.9776791286025779	0.9862863448257607	0.9777232006176537	0.9873661204739447	0.9782632175352349	0.9882527890423867	0.9787683924274612	0.9775278847102952	0.9862579224966792	0.9774691530239077	0.9779433425454046	1.0
