	OlmMR_2017__S2_001_026G1__bin.3	HeQ_2017__RSZAXPI003079-113__bin.31	BackhedF_2015__SID591_12M__bin.3	OlmMR_2017__S2_001_027G1__bin.7	HeQ_2017__RSZAXPI003094-125__bin.9	OlmMR_2017__S2_001_017G1__bin.7	BackhedF_2015__SID640_4M__bin.19	BackhedF_2015__SID507_12M__bin.17	OlmMR_2017__S2_001_021G1__bin.7	HeQ_2017__SZAXPI029494-94__bin.2	OlmMR_2017__S2_001_016G1__bin.8	OlmMR_2017__S2_001_024G1__bin.5	VincentC_2016__MM087.1__bin.1	BackhedF_2015__SID503_4M__bin.10	OlmMR_2017__S2_001_014G1__bin.6	HeQ_2017__RSZAXPI003098-132__bin.13	OlmMR_2017__S2_001_013G1__bin.3	HeQ_2017__SZAXPI029479-64__bin.9	OlmMR_2017__S2_001_015G1__bin.1	OlmMR_2017__S2_001_023G1__bin.13	OlmMR_2017__S2_001_025G1__bin.12	HeQ_2017__SZAXPI029545-129__bin.18	ZellerG_2014__CCIS15704761ST-4-0__bin.14	OlmMR_2017__S2_001_018G1__bin.9	BackhedF_2015__SID9_12M__bin.17	HeQ_2017__RSZAXPI003078-111__bin.17	OlmMR_2017__S2_001_019G1__bin.6	HeQ_2017__SZAXPI029549-142__bin.9	OlmMR_2017__S2_001_020G1__bin.8	BackhedF_2015__SID332_12M__bin.20
OlmMR_2017__S2_001_016G1__bin.8	0.999251180285103	0.9811249812001804	0.9980152454881138	0.9994784351028626	0.9935919828135098	0.9988245615425557	0.9942753869635185	0.9947437859652749	0.9988687789857851	0.9979429179052176	1.0	0.9993819270788461	0.9939647661453409	0.9940683730471156	0.9989599341761524	0.9947109558000533	0.9994579095203643	0.9950831937372954	0.9985036744181365	0.9994169820182139	0.999275775371565	0.9991512868142324	0.994406336151592	0.9991075997681514	0.9942616736982093	0.994881729492653	0.9995329604917974	0.9990557575185307	0.9993050754615712	0.9935520381739358
OlmMR_2017__S2_001_024G1__bin.5	0.9993249091314127	0.9808558827963875	0.9980277334455929	0.9995265994977456	0.9932881707675147	0.9989132822482598	0.9941407068421786	0.9946586902111859	0.9989923989228097	0.9979205433149784	0.9993819270788461	1.0	0.9939525728635613	0.9933086703870538	0.9990693040133528	0.9945872974912128	0.9996076220113772	0.994998829440187	0.998503649621387	0.9994425467988445	0.9993804322763543	0.999162099194644	0.994309229727586	0.9991666783719642	0.9943598669982049	0.9950418093974474	0.9995475138314495	0.9991589339253354	0.9991653586565156	0.9935555935970448
VincentC_2016__MM087.1__bin.1	0.9937635572130612	0.9812316743324602	0.9938563198265884	0.9939959834687927	0.9932835613022798	0.9935128376977859	0.9936800004189283	0.9946178581710476	0.9932201250845795	0.9929927952172506	0.9939647661453409	0.9939525728635613	1.0	0.9987466728686978	0.9935696609062348	0.9939499520406679	0.994170004170164	0.994527506557321	0.9927325929683815	0.9938815918505326	0.9935374079391804	0.9939018760889508	0.9943218454298811	0.9935801604342134	0.9942394151690527	0.994316337061511	0.9941382390079149	0.99401430070709	0.9936953034630642	0.993521851944003
BackhedF_2015__SID503_4M__bin.10	0.9932208027939703	0.9815191034015728	0.9941460063013198	0.9934084279326436	0.9936821150617839	0.9934035744808655	0.994011427747436	0.9944899133154658	0.9933603388443928	0.9933868723887546	0.9940683730471156	0.9933086703870538	0.9987466728686978	1.0	0.9935950444287411	0.9936486687170569	0.9935563867240624	0.9946012903525262	0.9924267506338053	0.9932264991494211	0.9929402800642182	0.9934640544047745	0.9944769901508083	0.9936786225929214	0.9946581974065091	0.9942731897609137	0.9941937540189213	0.9941712647864019	0.9931144990343382	0.993861576485403
OlmMR_2017__S2_001_014G1__bin.6	0.9988671640426852	0.9812570822265604	0.9975997686975956	0.99898741587403	0.9929790972671662	0.9984730425977087	0.9935729678217775	0.9942746933705838	0.9984266705022311	0.9975108356518021	0.9989599341761524	0.9990693040133528	0.9935696609062348	0.9935950444287411	1.0	0.9942534323140534	0.9992039306793048	0.9949227704106772	0.9980835609454937	0.9989914543554489	0.9989149621551952	0.9988238520754155	0.9938227776199943	0.9986792066350784	0.9938420277024868	0.994707988698471	0.9992177244479917	0.9986860544174764	0.9989141144642604	0.9933281840385779
HeQ_2017__RSZAXPI003098-132__bin.13	0.9945696630956037	0.9815301980430642	0.9948633609713973	0.9948409487081096	0.9930293341529981	0.9942147213853046	0.9941554968221006	0.9946913977170448	0.9942398056447743	0.9939130546178925	0.9947109558000533	0.9945872974912128	0.9939499520406679	0.9936486687170569	0.9942534323140534	1.0	0.9948738793083362	0.9953172621902628	0.9934443073957469	0.9947103991469866	0.9944581171343359	0.9949735455740191	0.9938608117280708	0.9946094831646418	0.9941835798853957	0.9990071097157023	0.9947912261649825	0.9949648794498419	0.9945444022673499	0.9932696134654785
OlmMR_2017__S2_001_013G1__bin.3	0.9995832765762084	0.9813504449245563	0.998229575250683	0.9996753751985162	0.9935273720067631	0.999084421366846	0.9942898323364385	0.9948142257300245	0.9990583183081988	0.9981343793407059	0.9994579095203643	0.9996076220113772	0.994170004170164	0.9935563867240624	0.9992039306793048	0.9948738793083362	1.0	0.9952572210319817	0.9987871459576997	0.9994492723555166	0.9995155345884297	0.9993601138472524	0.9946275425994942	0.9993695507874314	0.9944664140829796	0.9952077692717596	0.9998324836504291	0.9992986090085283	0.9995200011220753	0.9938342783041904
HeQ_2017__SZAXPI029479-64__bin.9	0.9949790810670933	0.9812410391447033	0.9956137345702223	0.995355625099291	0.9942588880626978	0.9945846325318811	0.9945995308153127	0.9952788022137145	0.9947547990249818	0.9942336260305197	0.9950831937372954	0.994998829440187	0.994527506557321	0.9946012903525262	0.9949227704106772	0.9953172621902628	0.9952572210319817	1.0	0.9944702858936314	0.994954693466994	0.9951370310414359	0.9952779340176775	0.9945461714101561	0.9950067795504529	0.9952408396293528	0.9956790206007659	0.9951844408928114	0.9954588378915429	0.9947650489842624	0.9944844847996721
OlmMR_2017__S2_001_015G1__bin.1	0.9986552145605925	0.9798886341803876	0.9970478780434344	0.9987141687326441	0.9922189354098787	0.9982416661390138	0.992838523182406	0.9934961401811707	0.9982304271907307	0.9971899378183506	0.9985036744181365	0.998503649621387	0.9927325929683815	0.9924267506338053	0.9980835609454937	0.9934443073957469	0.9987871459576997	0.9944702858936314	1.0	0.998683688062621	0.9983679338191845	0.9982881915834512	0.9935037068414347	0.9983095273583911	0.9934424499665687	0.9940602251514188	0.9987906558004851	0.9983193525830177	0.998549018889469	0.9926433403936007
OlmMR_2017__S2_001_023G1__bin.13	0.9993092360912849	0.9812528369656557	0.9979042856486079	0.9994748850132493	0.9934004736071343	0.9988105238060031	0.9941724553116607	0.9946981171888546	0.9988683891486014	0.9978867132939753	0.9994169820182139	0.9994425467988445	0.9938815918505326	0.9932264991494211	0.9989914543554489	0.9947103991469866	0.9994492723555166	0.994954693466994	0.998683688062621	1.0	0.99929039121678	0.9990899057038268	0.9944039437609609	0.9991269247405707	0.9942498788342312	0.9950428975103925	0.9994676631106253	0.9990404837263058	0.9992849636349499	0.9936487019187665
OlmMR_2017__S2_001_025G1__bin.12	0.9992841944816692	0.9812593793906214	0.9977985362022231	0.9993276645473842	0.9930998861987955	0.9988473351061837	0.9939837784842093	0.9945458479061133	0.9987816492405976	0.9977516043573957	0.999275775371565	0.9993804322763543	0.9935374079391804	0.9929402800642182	0.9989149621551952	0.9944581171343359	0.9995155345884297	0.9951370310414359	0.9983679338191845	0.99929039121678	1.0	0.9989776329893347	0.9941782308512604	0.9987958964825919	0.9939860459536237	0.9949073043212586	0.9994810248683397	0.9989356400316747	0.9993018695261668	0.9935243518948768
HeQ_2017__SZAXPI029545-129__bin.18	0.998942625892531	0.9811864087755545	0.997943990161195	0.999167766857622	0.9933857775714012	0.9985052670756306	0.9944963196934535	0.9949195652072829	0.998489368677624	0.9981226031601746	0.9991512868142324	0.999162099194644	0.9939018760889508	0.9934640544047745	0.9988238520754155	0.9949735455740191	0.9993601138472524	0.9952779340176775	0.9982881915834512	0.9990899057038268	0.9989776329893347	1.0	0.9941911817847289	0.9989111792608757	0.99466211574895	0.9953308573244619	0.9993794655136429	0.9995894050632811	0.9990462318132776	0.9934977274519158
ZellerG_2014__CCIS15704761ST-4-0__bin.14	0.9942990765964718	0.9808404459835965	0.9945882027506493	0.9945809720227571	0.9938909917735984	0.9937781933416432	0.9946166589212229	0.9948918123357385	0.9937297636107743	0.9936277983948536	0.994406336151592	0.994309229727586	0.9943218454298811	0.9944769901508083	0.9938227776199943	0.9938608117280708	0.9946275425994942	0.9945461714101561	0.9935037068414347	0.9944039437609609	0.9941782308512604	0.9941911817847289	1.0	0.9942832087776584	0.9948529077529861	0.9944318275578161	0.9945874054035544	0.9943220718692273	0.9942598153800999	0.9938346034027455
OlmMR_2017__S2_001_018G1__bin.9	0.9991088969244902	0.9812098010903858	0.9976292728979979	0.9991201266607039	0.9931256638285186	0.998553195787837	0.9939917282885712	0.9945797779466103	0.9987227731881962	0.9977617506824055	0.9991075997681514	0.9991666783719642	0.9935801604342134	0.9936786225929214	0.9986792066350784	0.9946094831646418	0.9993695507874314	0.9950067795504529	0.9983095273583911	0.9991269247405707	0.9987958964825919	0.9989111792608757	0.9942832087776584	1.0	0.9940162265326468	0.9949211123626843	0.9993339386711223	0.9988150442504131	0.9990671723908849	0.9933872712496491
BackhedF_2015__SID9_12M__bin.17	0.9940572096772765	0.9815066578693677	0.9943882950965964	0.9944233329605708	0.9977379588067565	0.9935348843425953	0.994484237193548	0.995286861249292	0.9937611572964801	0.9936119025866752	0.9942616736982093	0.9943598669982049	0.9942394151690527	0.9946581974065091	0.9938420277024868	0.9941835798853957	0.9944664140829796	0.9952408396293528	0.9934424499665687	0.9942498788342312	0.9939860459536237	0.99466211574895	0.9948529077529861	0.9940162265326468	1.0	0.9947726416162357	0.9944783365945212	0.9946757078994051	0.994129637237627	0.9943751285233927
HeQ_2017__RSZAXPI003078-111__bin.17	0.9949053962306162	0.9815937298785496	0.9953485498983229	0.9953757344232899	0.9936459672558663	0.9945762390899187	0.9947226076446022	0.9951470168427062	0.9944367917035618	0.994198303382669	0.994881729492653	0.9950418093974474	0.994316337061511	0.9942731897609137	0.994707988698471	0.9990071097157023	0.9952077692717596	0.9956790206007659	0.9940602251514188	0.9950428975103925	0.9949073043212586	0.9953308573244619	0.9944318275578161	0.9949211123626843	0.9947726416162357	1.0	0.9951224041453602	0.9953295858882122	0.9949955285195784	0.9941475281413383
OlmMR_2017__S2_001_019G1__bin.6	0.9994902469415466	0.9810483338016733	0.998166242831332	0.9996701932774524	0.9935486344138399	0.9990222316601152	0.9942118361659655	0.9948211982258162	0.9990637628386053	0.9981124644856395	0.9995329604917974	0.9995475138314495	0.9941382390079149	0.9941937540189213	0.9992177244479917	0.9947912261649825	0.9998324836504291	0.9951844408928114	0.9987906558004851	0.9994676631106253	0.9994810248683397	0.9993794655136429	0.9945874054035544	0.9993339386711223	0.9944783365945212	0.9951224041453602	1.0	0.9993000943339623	0.9995376926071305	0.9937700601773533
HeQ_2017__SZAXPI029549-142__bin.9	0.998972877947305	0.9811881446753028	0.9982246163316609	0.999228367708508	0.9935770139852982	0.9985301253964793	0.9944239598580318	0.9949167524752476	0.9984429924807154	0.9981377062998984	0.9990557575185307	0.9991589339253354	0.99401430070709	0.9941712647864019	0.9986860544174764	0.9949648794498419	0.9992986090085283	0.9954588378915429	0.9983193525830177	0.9990404837263058	0.9989356400316747	0.9995894050632811	0.9943220718692273	0.9988150442504131	0.9946757078994051	0.9953295858882122	0.9993000943339623	1.0	0.9990515788742333	0.9937149821833307
OlmMR_2017__S2_001_020G1__bin.8	0.9991866855515008	0.9810854130156352	0.9979820789871939	0.9993918219668888	0.993156441492972	0.9987285468799856	0.9940631007576615	0.9948279879645925	0.998675198930917	0.9980428538381463	0.9993050754615712	0.9991653586565156	0.9936953034630642	0.9931144990343382	0.9989141144642604	0.9945444022673499	0.9995200011220753	0.9947650489842624	0.998549018889469	0.9992849636349499	0.9993018695261668	0.9990462318132776	0.9942598153800999	0.9990671723908849	0.994129637237627	0.9949955285195784	0.9995376926071305	0.9990515788742333	1.0	0.9934512844093123
BackhedF_2015__SID332_12M__bin.20	0.9934612179210851	0.9811537604587812	0.9938044535577637	0.9938019938788216	0.9935739891268414	0.9929818951057784	0.99370921443023	0.9945972141124559	0.9928615373659003	0.9930516044148457	0.9935520381739358	0.9935555935970448	0.993521851944003	0.993861576485403	0.9933281840385779	0.9932696134654785	0.9938342783041904	0.9944844847996721	0.9926433403936007	0.9936487019187665	0.9935243518948768	0.9934977274519158	0.9938346034027455	0.9933872712496491	0.9943751285233927	0.9941475281413383	0.9937700601773533	0.9937149821833307	0.9934512844093123	1.0
