	OlmMR_2017__S2_001_026G1__bin.3	HeQ_2017__RSZAXPI003079-113__bin.31	BackhedF_2015__SID591_12M__bin.3	OlmMR_2017__S2_001_027G1__bin.7	HeQ_2017__RSZAXPI003094-125__bin.9	OlmMR_2017__S2_001_017G1__bin.7	BackhedF_2015__SID640_4M__bin.19	BackhedF_2015__SID507_12M__bin.17	OlmMR_2017__S2_001_021G1__bin.7	HeQ_2017__SZAXPI029494-94__bin.2	OlmMR_2017__S2_001_016G1__bin.8	OlmMR_2017__S2_001_024G1__bin.5	VincentC_2016__MM087.1__bin.1	BackhedF_2015__SID503_4M__bin.10	OlmMR_2017__S2_001_014G1__bin.6	HeQ_2017__RSZAXPI003098-132__bin.13	OlmMR_2017__S2_001_013G1__bin.3	HeQ_2017__SZAXPI029479-64__bin.9	OlmMR_2017__S2_001_015G1__bin.1	OlmMR_2017__S2_001_023G1__bin.13	OlmMR_2017__S2_001_025G1__bin.12	HeQ_2017__SZAXPI029545-129__bin.18	ZellerG_2014__CCIS15704761ST-4-0__bin.14	OlmMR_2017__S2_001_018G1__bin.9	BackhedF_2015__SID9_12M__bin.17	HeQ_2017__RSZAXPI003078-111__bin.17	OlmMR_2017__S2_001_019G1__bin.6	HeQ_2017__SZAXPI029549-142__bin.9	OlmMR_2017__S2_001_020G1__bin.8	BackhedF_2015__SID332_12M__bin.20
OlmMR_2017__S2_001_016G1__bin.8	0.9722536167115782	0.4643781965382097	0.9312024628036172	0.9966303789163612	0.6648520578036372	0.8703274928515745	0.7641100558725994	0.8257077705013394	0.851146470676514	0.5484184481840408	1.0	0.973642795197108	0.5266519071986272	0.7887920123565169	0.8658754812653477	0.6843289776522884	0.9980522283299444	0.9609011332562157	0.6850612845518306	0.9835011813329474	0.9294321234907957	0.97124347411493	0.9348098113718736	0.9070031329560683	0.7371451186844507	0.9042529314189409	0.9857095235755275	0.9442822555689987	0.961390931559718	0.9070137576481181
OlmMR_2017__S2_001_024G1__bin.5	0.9597414014037737	0.4416721426551149	0.8956423992069482	0.968499642630689	0.6364645966386492	0.8396014298780785	0.7310571091941742	0.8011576110143401	0.8149393148580206	0.5270624893997974	0.9183088577735278	1.0	0.5036194133331195	0.7603711630398212	0.846042094171636	0.6594762742101111	0.9988142804425918	0.9433615362396031	0.6688525526540402	0.9656802705835579	0.9055853579041749	0.9691023980194751	0.8965808537731961	0.8732041659766879	0.7046874377609967	0.8670656309428462	0.989489358962379	0.9353934406885941	0.9467984444601995	0.8694984478923478
VincentC_2016__MM087.1__bin.1	0.7787800962830728	0.40512112047587684	0.7704280794859479	0.7858053655048759	0.5718567581986899	0.7067997377796066	0.667992762341647	0.7175490528931077	0.6895508458798074	0.4560663498952527	0.7755320680208462	0.7863021135652116	1.0	0.7256151462003858	0.7061965995835139	0.5800073377902456	0.8028661189660756	0.7964107410229412	0.5671595554769798	0.7888789452356776	0.7524391503183099	0.7916466533261781	0.7871325042204028	0.7234615282317177	0.6383580247106735	0.7510568608338796	0.7954383664733391	0.7731551089951295	0.7698030374383759	0.7653174415675648
BackhedF_2015__SID503_4M__bin.10	0.848900484093238	0.46052489145621145	0.8488696358391651	0.8574218936228807	0.6422511148839462	0.7569051012355567	0.7732642108091161	0.8135360456240069	0.7389371149927563	0.5038260248210661	0.8328063890660327	0.8511734395410677	0.5202496352895053	1.0	0.7598443789713621	0.64735902488108	0.8727868480992708	0.8653381164953468	0.6010417735839109	0.8589539300956128	0.8193562698515526	0.860078769614582	0.8461106801703497	0.792658227706107	0.739778711451601	0.8319976039319745	0.8511375433908737	0.8283664839889148	0.8330758906311608	0.837092894188806
OlmMR_2017__S2_001_014G1__bin.6	0.9669673997221032	0.4627209851877706	0.9198655880895761	0.969900274755284	0.667286424817841	0.8627831819676605	0.7647584052837865	0.8218088195495028	0.8462768252434768	0.5445806516135857	0.9395405796520843	0.9733363730400305	0.520366851479681	0.780914004449462	1.0	0.6867553427120391	0.9926675242021276	0.9503546916921761	0.6844680691012565	0.9706476160446941	0.9193975270583373	0.9572629151267583	0.9157507436665491	0.893711525109428	0.7341514217786146	0.8926258195031002	0.9799973080726405	0.9351778703972436	0.9560624999819866	0.8914259807881698
HeQ_2017__RSZAXPI003098-132__bin.13	0.9206059239185698	0.4777162552570441	0.9164928245944339	0.9295206884673832	0.6956658347814797	0.831889995528016	0.800428831946643	0.8468973544221448	0.809237338497519	0.5459645006806493	0.9064904988813003	0.926207690756856	0.5217418993230099	0.8121981366850812	0.8383787703557075	1.0	0.9464487838209179	0.9272632337827248	0.658592700779237	0.9308756538649235	0.8858750398907301	0.9254040706664945	0.9020741068610648	0.8611605554830358	0.7750278927244586	0.9278740413470277	0.9311515024423507	0.9136523583118208	0.9045180408136266	0.891251624216831
OlmMR_2017__S2_001_013G1__bin.3	0.9682441672972808	0.441285197006967	0.8949582059785891	0.9842123691928618	0.6350548347236982	0.8369540809432506	0.7318917619266716	0.7928739660228252	0.8142512371807356	0.5265733935953707	0.9181226177872052	0.9741885968502441	0.501550247998141	0.7604559578807552	0.8415717161657061	0.6572736306834994	1.0	0.9421280657073513	0.662411721140574	0.9675700189440818	0.9053924782245684	0.9677703819921512	0.8965921422010761	0.871877115876548	0.7035645807977431	0.8684230524039779	0.985871961659309	0.9298497203835926	0.9402795944163216	0.8687209091790955
HeQ_2017__SZAXPI029479-64__bin.9	0.909552156423109	0.4431242012238738	0.8753447639589763	0.9221053234763227	0.6349098134460577	0.8041537460534123	0.7238516296073725	0.7838564146115515	0.780598497743775	0.5152827499130055	0.8858906291056083	0.92212638337189	0.4986116386288441	0.7556239104258973	0.8074711693702921	0.6453660515952748	0.9441998476341045	1.0	0.6308283567085929	0.914646936972875	0.8580626708208534	0.9086698447518373	0.8962934828683872	0.836692509117588	0.7036779638313435	0.8569161309249629	0.9348717831927831	0.8818045196005182	0.893256939786575	0.8817104847179847
OlmMR_2017__S2_001_015G1__bin.1	0.9721075117927392	0.47237992094244735	0.9260007907227751	0.9778523998877968	0.671829065467281	0.8821443901016822	0.7594991647346477	0.8287499880360846	0.8622033041021137	0.5542745781155324	0.9494301863204959	0.9828220262676044	0.5337805751661511	0.7889631592393453	0.8742320086640835	0.6890523180178038	0.9979624531842789	0.9482949027830644	1.0	0.978640545819587	0.9329486965222186	0.9722838414991044	0.9221068123638414	0.9097928144356234	0.7416688815248433	0.8978042350051647	0.9850528363314293	0.9444219072910677	0.9631850077783856	0.8938289020217912
OlmMR_2017__S2_001_023G1__bin.13	0.9679435630050716	0.4548166955203263	0.9166521444353565	0.98441647978569	0.6511202046426197	0.8557803780698618	0.7509681982214613	0.8071027067319129	0.8340211994896655	0.5378162719375794	0.9419818838874465	0.980645194116652	0.5130999006552176	0.779212644899008	0.8567796771866982	0.6730712038781353	1.0074016314931864	0.9502103285501131	0.6763278301496786	1.0	0.9192918408804416	0.967431193244046	0.915711103846462	0.8920347363292802	0.7222968615444108	0.8906545943463787	0.986816782017704	0.9376872890831406	0.9514179845856585	0.88816016261507
OlmMR_2017__S2_001_025G1__bin.12	0.9761316691820741	0.46109435527413334	0.9233696110072167	0.987344669869375	0.6610124860108403	0.8669654271681876	0.7613532647874663	0.8182066188400626	0.844377692007398	0.547601341658966	0.9479550428838354	0.9792877807550882	0.5211531266771076	0.7915189186538655	0.8641980726859269	0.6820939567642514	1.0038285123390416	0.9492654387360817	0.6865848461673292	0.9789393893831658	1.0	0.9781147367112125	0.9226270443272484	0.8995492314123316	0.7339704073226123	0.8945392767926104	0.9819153452311967	0.9405020140868231	0.9582068518234061	0.8966691780103818
HeQ_2017__SZAXPI029545-129__bin.18	0.9447721239933414	0.4443007253440511	0.9033387821618352	0.9554613258149498	0.6373792134691041	0.8328366901116261	0.733289842683823	0.8022065255969966	0.8091897741985473	0.5291462335597846	0.913941502576946	0.9668761216338487	0.5058777362866984	0.7665614392905525	0.830159265757862	0.6573904110616218	0.9899544098018926	0.9274595961868198	0.6601608154246837	0.9504793969296601	0.9024227291132406	1.0	0.9008363201911589	0.8663214908794609	0.7090115625140594	0.8759489209819888	0.9789820188659438	0.9443792084701789	0.9336212714266433	0.8755795004074124
ZellerG_2014__CCIS15704761ST-4-0__bin.14	0.8943869588852047	0.44249655487823225	0.872677426278406	0.9015570245380929	0.6374317745536385	0.7984152439868333	0.7260621706573914	0.786186816867958	0.777546682152163	0.511829003612614	0.8824391060937032	0.8973499140474716	0.5045837169604297	0.7564968377091896	0.796670367539832	0.6428436747163165	0.920044841745047	0.9177202621301384	0.6280715241379171	0.9025105760725011	0.8539208193673011	0.9036850266081748	1.0	0.8329745291666918	0.7079063287939968	0.8522005151134032	0.9103287960026557	0.8830569212345872	0.876551809215475	0.8717276357939627
OlmMR_2017__S2_001_018G1__bin.9	0.9759375257308112	0.46608882149944747	0.93104534728123	0.9814080011829872	0.6698614415079502	0.8748470154499691	0.7674578826882263	0.827481878507442	0.8481653896716035	0.5521937074268852	0.9563316979506652	0.9761722187338788	0.5180111476375824	0.791597094287774	0.868434407226528	0.6854654455162155	0.9993270080114894	0.956894905145378	0.692163438190881	0.9820053760941371	0.9299393775090167	0.9707079046731913	0.9304006416809173	1.0	0.7408437521529863	0.904135189891285	0.9832600594518267	0.9428598154607236	0.9535422679858019	0.9058119285659473
BackhedF_2015__SID9_12M__bin.17	0.905274061787537	0.49972780181002924	0.9162313700749796	0.9125257959013761	0.7189414120422286	0.8155812891577345	0.8355590550672912	0.8749221080757508	0.7979611758574565	0.5436431960940287	0.8955643150915906	0.9077185209327991	0.52666203053073	0.85126361596014	0.8219952917942007	0.7108251622782036	0.9291810335786398	0.9272916199422688	0.6501599789599027	0.9162032950986577	0.8742834830396486	0.9153913796914657	0.9110833229800135	0.8536319176983683	1.0	0.8960386853811662	0.9163197901153494	0.8973036728200346	0.8917541858337542	0.9097389511253385
HeQ_2017__RSZAXPI003078-111__bin.17	0.946616513911517	0.47314991738626094	0.94184135472811	0.9569140743021465	0.6867478012890543	0.8474597201423575	0.7938158107411307	0.8513948837933001	0.8253166036738622	0.5525943952183097	0.9342158088750838	0.9497737006482044	0.5269313105384725	0.8141376105324079	0.8498976555590223	0.7236823582003294	0.9753067108810018	0.9602718610826859	0.6692761137487317	0.9607246518793424	0.9061219236638623	0.9617136567467063	0.9326905899370127	0.8859126355250877	0.7619741898269159	1.0	0.961738354426524	0.9437304528154943	0.9287795751285582	0.9186872798990797
OlmMR_2017__S2_001_019G1__bin.6	0.9613177949799858	0.44189652093040005	0.9061525215387531	0.9803653520868866	0.6418458415109971	0.8449562471014423	0.7392821532899849	0.8094774016316472	0.8202799224950084	0.5325376380989164	0.9282923737229462	0.9880020351814228	0.5087053034286404	0.7591962134018797	0.8505514951429305	0.661999790878605	1.0092736333441563	0.954962855937872	0.669363065259383	0.9702970074128031	0.9066503105052482	0.9797612514064414	0.9081814493313368	0.8782223080498229	0.7102955765822059	0.876668656154898	1.0	0.9457287455367841	0.9448294735093722	0.8797584497800973
HeQ_2017__SZAXPI029549-142__bin.9	0.9499840978425942	0.4545299577441928	0.9273919856809556	0.986194717642661	0.6613903247012722	0.8590426980160579	0.7581354200892257	0.8260719619316295	0.8262492663831024	0.5432516321085209	0.9352015364982791	0.9822195728856773	0.5199887093367104	0.7770417567766997	0.8535667789331796	0.6831027542431402	1.0010798735508848	0.9472711292846712	0.6748943999414949	0.9696025460287879	0.913257085404187	0.9939385027138893	0.9264683715427934	0.8856267909656805	0.7314742496851794	0.9046780753575486	0.9945672232465602	1.0	0.9418843885534982	0.8982317169252882
OlmMR_2017__S2_001_020G1__bin.8	0.9731510135939366	0.44970337005300565	0.907788991998736	0.9732547067329332	0.6479794651201229	0.8565638016867417	0.7447462142908378	0.8110549880298096	0.8312348683383005	0.5381905209397768	0.940634248570386	0.9821756951598433	0.511474854283852	0.7720115325482108	0.8620787693625497	0.6680972334982375	1.0000699084069928	0.9479725522441899	0.6799811429218907	0.9719064360434233	0.9191999151743344	0.9707361849033186	0.9085249793913135	0.8848322666020771	0.7181615284420665	0.8795815994835614	0.9816086314272854	0.9304970097913351	1.0	0.8815346168759415
BackhedF_2015__SID332_12M__bin.20	0.9132955627738508	0.46303051278223895	0.8998957765046689	0.9227079087007465	0.6693454790912345	0.8203429996552302	0.7622000272117111	0.8203736458541108	0.7955740019840771	0.5298165058842023	0.9021445734432193	0.9169421962492752	0.5169252880016169	0.788595651145864	0.8171230352418077	0.6692128550236649	0.939280104936812	0.9512329150743632	0.6414798943762904	0.9223290582766532	0.8744287852348727	0.925481125508073	0.9185051523921869	0.8544773171894794	0.7447924578647789	0.8844487713119875	0.9291586693737476	0.9020846020023063	0.8961503354569916	1.0
