	OlmMR_2017__S2_001_026G1__bin.3	HeQ_2017__RSZAXPI003079-113__bin.31	BackhedF_2015__SID591_12M__bin.3	OlmMR_2017__S2_001_027G1__bin.7	HeQ_2017__RSZAXPI003094-125__bin.9	OlmMR_2017__S2_001_017G1__bin.7	BackhedF_2015__SID640_4M__bin.19	BackhedF_2015__SID507_12M__bin.17	OlmMR_2017__S2_001_021G1__bin.7	HeQ_2017__SZAXPI029494-94__bin.2	OlmMR_2017__S2_001_016G1__bin.8	OlmMR_2017__S2_001_024G1__bin.5	VincentC_2016__MM087.1__bin.1	BackhedF_2015__SID503_4M__bin.10	OlmMR_2017__S2_001_014G1__bin.6	HeQ_2017__RSZAXPI003098-132__bin.13	OlmMR_2017__S2_001_013G1__bin.3	HeQ_2017__SZAXPI029479-64__bin.9	OlmMR_2017__S2_001_015G1__bin.1	OlmMR_2017__S2_001_023G1__bin.13	OlmMR_2017__S2_001_025G1__bin.12	HeQ_2017__SZAXPI029545-129__bin.18	ZellerG_2014__CCIS15704761ST-4-0__bin.14	OlmMR_2017__S2_001_018G1__bin.9	BackhedF_2015__SID9_12M__bin.17	HeQ_2017__RSZAXPI003078-111__bin.17	OlmMR_2017__S2_001_019G1__bin.6	HeQ_2017__SZAXPI029549-142__bin.9	OlmMR_2017__S2_001_020G1__bin.8	BackhedF_2015__SID332_12M__bin.20
OlmMR_2017__S2_001_016G1__bin.8	0.9729822049689029	0.47331196884840293	0.933054346627922	0.9971504575922058	0.6691399178976922	0.8713517131651888	0.7685094752331788	0.8300708002916478	0.852110395862745	0.5495489154181546	1.0	0.9742449496190384	0.5298496738883584	0.7934987509346408	0.8667769863857853	0.6879676690620921	0.998593556389889	0.9656490425160333	0.6860878954211561	0.9840749147036442	0.930105728966762	0.9720684814526079	0.9400682370846908	0.9078132657248763	0.7413995109985484	0.9089049528330078	0.9861701039758926	0.9451747297011939	0.9620594903069606	0.9129001026610869
OlmMR_2017__S2_001_024G1__bin.5	0.9603897517554687	0.4502925969062064	0.8974123355418497	0.9689583479992955	0.6407653039367743	0.8405148322669039	0.7353658331890746	0.8054598214431107	0.8157612767992537	0.528160776858001	0.9188767906356965	1.0	0.5066835451536688	0.765493331235631	0.8468302356733487	0.6630652491476623	0.9992063470192544	0.9481031618603647	0.6698548902727155	0.9662188923981422	0.9061467772002137	0.9699150906550619	0.9017122912746522	0.8739324327743608	0.7086845126687609	0.8713861294611351	0.9899372918946937	0.9361808306249841	0.9475893417014286	0.875138194073707
VincentC_2016__MM087.1__bin.1	0.7836673931444074	0.41286999907690913	0.775190602621891	0.7905518518924145	0.5757235702652087	0.7114148010582689	0.6722413272482348	0.7214319017080311	0.6942578271066421	0.4592846515019002	0.7802410049487059	0.7910861494124292	1.0	0.7265257205975997	0.7107670728788076	0.5835377692804741	0.8075742736135253	0.8007930758796352	0.5713115087529355	0.7937353420208181	0.7573334877033342	0.7965038323917285	0.7916274874561336	0.7281360448215384	0.6420566464890473	0.7553500157238362	0.8001285286713593	0.7778108508551107	0.7746872051780704	0.7703076083028113
BackhedF_2015__SID503_4M__bin.10	0.8546946275241584	0.4691960552374446	0.8538681747536767	0.863111152989953	0.6463345824071847	0.7619311231400606	0.7779228580514784	0.8180435364214118	0.7438762009085091	0.507180071354816	0.8377757623585117	0.8569072886572091	0.5209024965211583	1.0	0.7647425208408	0.6514968975069563	0.8784472222829839	0.8700351838359636	0.6056283480872119	0.8648117331053928	0.8251818224138927	0.8657371807275813	0.8508097105816803	0.797700795492341	0.7437516861375237	0.8367897399828708	0.8561083188767197	0.8332231209346909	0.8388518055483108	0.8422630615714325
OlmMR_2017__S2_001_014G1__bin.6	0.9680640574954181	0.47155938394637126	0.9220787904657352	0.9708833758498377	0.6720045030699212	0.864102629874687	0.7697053261829133	0.826541020332698	0.8476103956816182	0.5459395849647499	0.9405187810929859	0.9742430971805952	0.5237346428282185	0.7859479662546442	1.0	0.6907246386001056	0.9934583859445654	0.9552044841630224	0.6857823291397102	0.97162754677512	0.9203961917586096	0.9583901236816689	0.9214427001357204	0.8948934944992741	0.738700317872236	0.8973747367516968	0.9807645361915799	0.9364082598937697	0.9571018029860795	0.8974133575510724
HeQ_2017__RSZAXPI003098-132__bin.13	0.9256324198077575	0.4867056115130189	0.9212248239794042	0.9343410016188511	0.7005491286668245	0.8367307158446508	0.8051344427559666	0.8514171896589153	0.8139257087707533	0.5493081091389267	0.911310460185093	0.9312482605530553	0.5249176764401741	0.8173896491339797	0.8432244165397963	1.0	0.9513253926004323	0.931625793108641	0.6629387232644146	0.9358257988085734	0.890811814622719	0.9300790707280678	0.9076463184946267	0.8658278148957528	0.7795621537159161	0.9287962341039618	0.936027055678839	0.9182759886128018	0.909479796730561	0.8972907377155023
OlmMR_2017__S2_001_013G1__bin.3	0.9686478255355863	0.4496713679493893	0.8965454722715868	0.9845319726890505	0.6391920873211485	0.8377210804650671	0.7360949877228764	0.7970070647522058	0.8150187253929132	0.527557615982716	0.9186205932652115	0.9745709970578397	0.5044914309366899	0.7653878210054267	0.8422421993411965	0.6606602548862317	1.0	0.9466176640551869	0.6632161054750181	0.9681031801280906	0.9058313221688762	0.9683900413700826	0.9014350636800192	0.8724271368780163	0.7074794792808726	0.8726047758242924	0.9860371390013759	0.9305023663609012	0.9407311443100193	0.8741104308269789
HeQ_2017__SZAXPI029479-64__bin.9	0.9141419892442706	0.45159566665711626	0.8792011736728776	0.9264079091172451	0.6385759494523325	0.80853224527138	0.7277819938382664	0.7875747105917317	0.7847144829146699	0.5182712960235244	0.890267903911043	0.9267612745742656	0.5013553022327653	0.7597254475289029	0.8115918073088123	0.6484023497945803	0.9486993188103314	1.0	0.6343360537330991	0.9192850116478364	0.8622557939813267	0.9129810012804906	0.9012085196583105	0.840891264575713	0.7070428943545032	0.8606349166701562	0.9393954977371632	0.8858272045363994	0.8979577043832254	0.8866005434922352
OlmMR_2017__S2_001_015G1__bin.1	0.9734165481932279	0.482075109828743	0.9287425520025385	0.9791113719040148	0.6770976056708222	0.8836982266164354	0.7649775336075585	0.8341753475609441	0.8637317403042589	0.5558365132806823	0.9508529719470112	0.9842948762783904	0.5376881739825702	0.794983769568364	0.8759106380190407	0.6935993420950914	0.9991743057800068	0.9535678604322765	1.0	0.9799304399555016	0.9344738196401107	0.9739510591194117	0.928136257584202	0.9113333986133638	0.7465645156896626	0.9031688546520489	0.986245546662583	0.9460118196121335	0.9645846018151284	0.9004532299258384
OlmMR_2017__S2_001_023G1__bin.13	0.9686126456622202	0.46350612032548455	0.9185772198979585	0.9849336832237063	0.6554458367412876	0.8567995207027658	0.7553701515357737	0.8114046792537312	0.8349660561393422	0.5389552388790448	0.9425313966400857	0.9811921628287695	0.516258581366684	0.78452663674027	0.8576446509640006	0.6766504144878019	1.0079567411349728	0.9550287412977914	0.6772192619484043	1.0	0.9199446416782526	0.9683124488806858	0.9208643123267667	0.8928142303450609	0.7264741760806767	0.8950916554198876	0.9873423807894413	0.9385878794277436	0.9520987698292058	0.893837189038747
OlmMR_2017__S2_001_025G1__bin.12	0.9768308901237006	0.4699005838400044	0.9254068607092826	0.9880089433094634	0.6656052378990213	0.8679659009912899	0.7659614585949316	0.8226937154910354	0.8454076951147457	0.5488353406473848	0.9486420728365532	0.9798948920027384	0.5245430343263029	0.7971465500449576	0.865136778831892	0.6858951071059649	1.0043150682519286	0.9539042454712509	0.6877072298795178	0.9796345466618228	1.0	0.9791157523560441	0.9280298197006922	0.9006336876034711	0.7384111782157323	0.899118212226695	0.9824251994784424	0.9415041133751132	0.9588762725699228	0.902513538093183
HeQ_2017__SZAXPI029545-129__bin.18	0.945772158985818	0.4528198937228496	0.9051998820253645	0.956257154711737	0.6416230510440255	0.8340834220642562	0.73734797018641	0.8063028948776013	0.8104140109876377	0.5301415195732917	0.9147178356653319	0.9676869473063291	0.508981568962673	0.7716046050099229	0.8311368055867988	0.6607114470388866	0.9905882735211929	0.9318599001214739	0.6612928220432607	0.9513452107796824	0.9033462805496818	1.0	0.9060996885669581	0.867265787855611	0.7128164944536924	0.8800580375219328	0.9795898881740426	0.9447671250681103	0.934512579795344	0.8813100183460556
ZellerG_2014__CCIS15704761ST-4-0__bin.14	0.8995150251438727	0.45114019990732773	0.8774258772272938	0.9064692065287816	0.6413497856702993	0.8034139301267123	0.7299919663972751	0.7902234264268421	0.782452846462908	0.515111397285224	0.8874029398372418	0.9024857531427334	0.5074651827067925	0.7606981812565317	0.8016221659234832	0.6468145912691488	0.9250144424318648	0.9227527977197005	0.6321783399628107	0.9075894979449624	0.8589212606638303	0.9089650392854206	1.0	0.8377638501918637	0.7115688392497157	0.8569722845720728	0.9152828510162858	0.8880994862907221	0.881612427311441	0.8771355241700115
OlmMR_2017__S2_001_018G1__bin.9	0.9768079623102082	0.4750144372605109	0.9332578469521556	0.9822722763708956	0.6744981686664117	0.876114581717135	0.7720968503526836	0.8319914569506377	0.849250074636856	0.5534324271793541	0.9571858908615922	0.9769863626001296	0.5213581835321689	0.7966329115767505	0.869582946612663	0.6891804845206242	0.9999574303860784	0.9616968696210352	0.6933355028899727	0.9828634898905568	0.9310604706967022	0.971765983629743	0.9357501298093162	1.0	0.7453034793377736	0.9087506322427857	0.9839154074556198	0.9439783880791638	0.9544325890559124	0.9118416903273435
BackhedF_2015__SID9_12M__bin.17	0.9106860782001036	0.5091435680067896	0.9214020062313539	0.9176431864130022	0.7205713741732807	0.8208884277851909	0.8401933623656556	0.8790652646389219	0.802970784276077	0.547138369295657	0.9007330150427014	0.9128672134295197	0.5297134900261227	0.8558353192883155	0.8270884797400322	0.7149838084834833	0.9343513470341369	0.9317258526967306	0.6544515779266146	0.9215020435033052	0.8795731958197328	0.9203038551460302	0.9157970146941844	0.8587706064678937	1.0	0.900747213881301	0.9214074921462674	0.9021067526772072	0.897020018748921	0.914885062015041
HeQ_2017__RSZAXPI003078-111__bin.17	0.9514638452037243	0.48202214723274844	0.9462427556902768	0.9613596566693203	0.6911393231792939	0.8520812048735658	0.7980273139873663	0.8555468381893088	0.8299336977064362	0.5558190889464986	0.9390219773675951	0.954506324938592	0.5299433298015651	0.8188268766737823	0.8544192518963015	0.7244016095203518	0.980003111907657	0.9644391829239144	0.6732752169485358	0.965510787809335	0.9107601479336137	0.9662250995933939	0.9379130515437833	0.8904350551183609	0.7659782325626834	1.0	0.966452318247716	0.9481587468067958	0.9334510040567311	0.924095522941812
OlmMR_2017__S2_001_019G1__bin.6	0.9618080795902021	0.45043297634276697	0.9078172379066047	0.9806887898425036	0.6460135108430444	0.8457832271633683	0.7435861517610973	0.8136913478274138	0.8210486187231688	0.5335447227115341	0.928726125515862	0.9884492948156405	0.5117047946332847	0.7636300372366158	0.8512173816900711	0.6654660530437919	1.0094427315056391	0.9595837883891599	0.6701735357374956	0.9708138074152045	0.9071210837891396	0.9803696045554444	0.9131238183765676	0.8788076478395709	0.714239365951935	0.8809656505601502	1.0	0.9463911300509946	0.9452664771900088	0.8852736513546113
HeQ_2017__SZAXPI029549-142__bin.9	0.9509608507036014	0.46324444522778757	0.9290413905930255	0.9869562849824445	0.6656658873864193	0.8603072417819781	0.7623865179168253	0.8302925444530408	0.8275377488806013	0.5442652137873415	0.9360854281257999	0.9830463798455873	0.5231199480397993	0.7815974815402127	0.8546897948135028	0.686559664920893	1.0017825147821668	0.9515924649291005	0.6760305689710371	0.9705337889934973	0.914230155383413	0.9943467764656488	0.9317588312216829	0.8866774645252989	0.7353896791447085	0.9089231227365074	0.9952638140292016	1.0	0.9427785396374098	0.9039128251359838
OlmMR_2017__S2_001_020G1__bin.8	0.9739431356181515	0.4583733119328713	0.9096245424767639	0.9738469790732173	0.6524445072782709	0.8576542688828065	0.7491941042004298	0.8152715824664518	0.8323375500143975	0.5392459039910683	0.9412883729584925	0.9829961443824307	0.5147200077341048	0.7773640736278461	0.8630159058518274	0.6717620972730004	1.000550171366556	0.9529612577483983	0.6809692163917282	0.9726018817575961	0.9198420849649627	0.9716629260904412	0.9137701889761979	0.8856584332408498	0.7224022919562192	0.8840055801981969	0.9820626462489072	0.9313803505919604	1.0	0.8873455907806145
BackhedF_2015__SID332_12M__bin.20	0.9193067090077368	0.4719245152418606	0.9055058802394103	0.9284625251146921	0.6736745188744919	0.8261409434538002	0.767025218387191	0.8248300258775446	0.8012940093285973	0.5335236391832788	0.9079993183862662	0.922889672363073	0.5202958414957458	0.7934662832369255	0.8226113467551356	0.6737474356925183	0.9451073739774143	0.9565085525351144	0.6462340180733316	0.9282244886906279	0.8801281856525592	0.9315382410402799	0.9242032318530251	0.8601653573782705	0.7490055176367554	0.8896554548252572	0.9349835606920228	0.9077900788214951	0.902057654482601	1.0
