	ZeeviD_2015__PNP_Main_747__bin.3	ChengpingW_2017__AS96raw__bin.42	XieH_2016__YSZC12003_37798__bin.66	QinJ_2012__T2D-006__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.56	YuJ_2015__SZAXPI017593-158__bin.52	ChengpingW_2017__AS9raw__bin.36	QinN_2014__HD-40__bin.48	WenC_2017__RA024__bin.5	XieH_2016__YSZC12003_37332__bin.15	HeQ_2017__SZAXPI029584-102__bin.41	QinJ_2012__T2D-001__bin.1	LoombaR_2017__SID5566_wwo__bin.8	ZeeviD_2015__PNP_Main_586__bin.24	QinJ_2012__CON-044__bin.35	ZeeviD_2015__PNP_Main_134__bin.26	ZeeviD_2015__PNP_Main_698__bin.10	ZeeviD_2015__PNP_Validation_13__bin.51	QinN_2014__HD-63__bin.56	ZeeviD_2015__PNP_Main_252__bin.30	ZeeviD_2015__PNP_Main_714__bin.15	WenC_2017__N219__bin.12	ZellerG_2014__CCIS77252613ST-4-0__bin.20	YuJ_2015__SZAXPI003420-4__bin.8	QinJ_2012__CON-025__bin.53	ZeeviD_2015__PNP_Validation_48__bin.5	LiJ_2014__O2.UC13-1__bin.71	ZellerG_2014__CCIS81735969ST-20-0__bin.59	ZellerG_2014__CCIS11019776ST-4-0__bin.15	QinJ_2012__DOM012__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES30__bin.71	QinJ_2012__DLF010__bin.17	YuJ_2015__SZAXPI003411-6__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.66	YuJ_2015__SZAXPI015264-87__bin.52	ZellerG_2014__CCIS76563044ST-4-0__bin.51	ZeeviD_2015__PNP_Main_233__bin.35	QinN_2014__HD-43__bin.50
HeQ_2017__SZAXPI029584-102__bin.41	0.9792434782127898	0.979227362870506	0.976431902438837	0.9756009680021511	0.9787527480780522	0.9747445735439166	0.9786053049416576	0.9797499179072694	0.9762847090297568	0.9778736458202332	1.0	0.9785675300924047	0.9772582658664879	0.9776821087340418	0.9794020011654553	0.9770632741059054	0.97679293584272	0.9781150294263499	0.9784752072195273	0.9774781123138214	0.9799021097327419	0.9776612411899531	0.977248645197041	0.9796323532866883	0.9795320694794202	0.9769311815502665	0.966864108507168	0.9759697904085411	0.9771724082344797	0.9780235502970444	0.9797851528368626	0.9782800045418417	0.977832804400122	0.9795553256701807	0.9795681382560163	0.97872781205478	0.9794408630393282	0.9785730451666226
QinJ_2012__T2D-001__bin.1	0.9790482211300576	0.978443912513	0.9760370132033347	0.9750856347364623	0.9779595025469697	0.9750998229324257	0.9787617286872304	0.9783586440896478	0.975350221211337	0.9771920033465998	0.9785675300924047	1.0	0.97710542851907	0.97698829091341	0.9787255192870964	0.9767524635727285	0.9766036008714349	0.9769912506890711	0.9773860555376291	0.9768020505706146	0.978521387684494	0.9778585953595507	0.9763480464534419	0.9786049633824054	0.9788996473388414	0.97686817892356	0.966316089797705	0.9759566536617617	0.9759095522009388	0.9779610147349473	0.9787019021800453	0.9780646369893428	0.9783130475999313	0.9785715359351866	0.9785603165921786	0.9778653253510384	0.9786847361189952	0.9786099303256036
LoombaR_2017__SID5566_wwo__bin.8	0.9779530163285269	0.9785313093167747	0.9905394432724014	0.9742916120346337	0.9779616091534579	0.9744172143237417	0.9772831087858425	0.9788278053972719	0.975062121427033	0.9780179643899276	0.9772582658664879	0.97710542851907	1.0	0.9782147040459291	0.9789936228728968	0.9921448701018544	0.9919130461369126	0.9792963255680189	0.9768765274121038	0.9975240810485146	0.9789254859983323	0.975843064775668	0.9763313281569186	0.9785375577748946	0.9782317362752537	0.9991682330385517	0.9668662476994643	0.9771027275071438	0.9774596127484879	0.976321065678591	0.9786373397966465	0.9766630135089925	0.9767688580547821	0.9783228514706559	0.9783530967855201	0.9796172692283781	0.9782146938572955	0.9782294463365272
ZeeviD_2015__PNP_Main_586__bin.24	0.9780426955039166	0.9795259522975156	0.9766914652598322	0.9745004936348207	0.9783989397106391	0.9746399383259081	0.9775120279283541	0.9792289543416773	0.975379857688926	0.9890643234945791	0.9776821087340418	0.97698829091341	0.9782147040459291	1.0	0.979594721748252	0.9783145146603534	0.9777908078037678	0.9860002581076551	0.9777170732717773	0.9780881187302367	0.9788109581984673	0.9758458172024912	0.9762693065745397	0.9787725747857275	0.9785342954280796	0.9780829394511058	0.9677019525152537	0.9780457021389664	0.9783482861956998	0.9764165340425995	0.9795173868519864	0.9765133043305751	0.976302688907731	0.9787188697709507	0.9789577518569363	0.9796301578246815	0.979118498214399	0.9792707835977613
QinJ_2012__CON-044__bin.35	0.9799006891032721	0.980791110609489	0.9772956397346133	0.9752613024588186	0.9803798615625611	0.9757533307502012	0.9788076648685898	0.9816947195804755	0.976369860705838	0.979311852703216	0.9794020011654553	0.9787255192870964	0.9789936228728968	0.979594721748252	1.0	0.97851237406296	0.9785624107266276	0.979110366887398	0.9793636803950994	0.9790511450893066	0.9808884709848571	0.9772841123046028	0.9772846419877513	0.9807989114461234	0.9801357560068907	0.9789377493084097	0.9664715955991967	0.9772990621818891	0.9784557961739637	0.9783384413822146	0.9806512045255397	0.9775361933719533	0.9772171842102104	0.9809317481389469	0.9811525679949181	0.9802585063883266	0.9802762985843961	0.9814271427981961
ZeeviD_2015__PNP_Main_134__bin.26	0.9779828646334285	0.978045587281811	0.9899883202507092	0.9739332312141683	0.9777935740520218	0.9743818446061262	0.9771184148481128	0.9784043060332848	0.9752197306664055	0.9781003751503293	0.9770632741059054	0.9767524635727285	0.9921448701018544	0.9783145146603534	0.97851237406296	1.0	0.9908836875550536	0.9793655496351554	0.9769598374885522	0.9908314074987724	0.978709444994187	0.9758339539930804	0.976095343447481	0.9781256386462857	0.978008274892122	0.991907590970384	0.9673687237534272	0.9761645044492568	0.9766822573889007	0.9761239971896267	0.9786545857582795	0.9762213732799704	0.9765790094258626	0.978118522008744	0.9780162140289242	0.9795979155427509	0.9783796772106125	0.977867109395271
ZeeviD_2015__PNP_Main_698__bin.10	0.9773451828954147	0.9781194537492249	0.9893325579707654	0.9738958629416811	0.9779042185261899	0.9747716013578763	0.9768776444242887	0.9783560699433395	0.9749043175801024	0.9779743753992136	0.97679293584272	0.9766036008714349	0.9919130461369126	0.9777908078037678	0.9785624107266276	0.9908836875550536	1.0	0.9788031463277176	0.9767651966652484	0.9907149863153341	0.978263585671496	0.975802211715795	0.976388504840051	0.9780408362389336	0.9780086622426002	0.9914173856855069	0.9671326477686017	0.9767794777981041	0.9768770986354149	0.9761121246658003	0.9785580285651911	0.9763201712936317	0.9764440530347304	0.9780182375176911	0.9778127103739237	0.9791264115825259	0.9782178696884949	0.9782928115561096
ZeeviD_2015__PNP_Validation_13__bin.51	0.9783342223424263	0.9790928744236104	0.9778688347555312	0.9745461513689315	0.9777849089250619	0.9745657083566686	0.9775942632300876	0.9788636005505005	0.9750880819811998	0.9864691834281926	0.9781150294263499	0.9769912506890711	0.9792963255680189	0.9860002581076551	0.979110366887398	0.9793655496351554	0.9788031463277176	1.0	0.9779626406956812	0.9786863370153458	0.9790040452227626	0.9755646045516243	0.9764679427439242	0.9786465113024004	0.9788590016662385	0.9791835881496818	0.9669834645298024	0.9771706644967298	0.9777637939651749	0.9764262481804933	0.979410884001786	0.9764521831650226	0.976439528159821	0.978459875208138	0.979079737781519	0.9797174180139596	0.9791900160116496	0.9790754941624343
QinN_2014__HD-63__bin.56	0.9784581426955014	0.9797594438425233	0.9760795324185718	0.9747062169829598	0.978702839356973	0.9745632637857103	0.9773835791429567	0.979357101771789	0.9748792040136487	0.9779551511198719	0.9784752072195273	0.9773860555376291	0.9768765274121038	0.9777170732717773	0.9793636803950994	0.9769598374885522	0.9767651966652484	0.9779626406956812	1.0	0.9770197772485889	0.9795706105529783	0.9768207108305846	0.9762264664709394	0.9798082874146855	0.9794417168980446	0.9767327199676031	0.9652897942638762	0.976457198175538	0.9770431174762247	0.9765189425252173	0.9808753382998435	0.9763412154800509	0.9766158476924186	0.9793682411316083	0.9790074097342476	0.9786419020796638	0.9806792936091882	0.980011280751721
ZeeviD_2015__PNP_Main_252__bin.30	0.9775739460866526	0.9789669253846531	0.9896808921922727	0.9742654748434635	0.9774426318197524	0.9737671091019272	0.9774411570477022	0.9786522524464415	0.9746166791323859	0.9785097954089108	0.9774781123138214	0.9768020505706146	0.9975240810485146	0.9780881187302367	0.9790511450893066	0.9908314074987724	0.9907149863153341	0.9786863370153458	0.9770197772485889	1.0	0.9785597680457199	0.9756531535455247	0.9760157882084148	0.9783664486035759	0.9779314531745561	0.9974120745322534	0.9675424813780261	0.9770377790139299	0.9782064375652837	0.9765328331442311	0.9784668411159344	0.9768700479294345	0.9768087549109447	0.9780100708894496	0.9783201132026542	0.979640564488598	0.9783508347174911	0.9778012344636923
ZeeviD_2015__PNP_Main_714__bin.15	0.9798773344710298	0.980742143784387	0.9777446199787039	0.9759982296161496	0.9797762711946149	0.9760806909922293	0.9787995139261139	0.9804723331631409	0.9767208207805729	0.9790530574872498	0.9799021097327419	0.978521387684494	0.9789254859983323	0.9788109581984673	0.9808884709848571	0.978709444994187	0.978263585671496	0.9790040452227626	0.9795706105529783	0.9785597680457199	1.0	0.9776135341942266	0.976764523211589	0.9803824604832685	0.980098922908064	0.9786329503530182	0.9665758723085105	0.9773597911388154	0.9779718339995876	0.9777738107132524	0.9809262183660833	0.9776281607491754	0.9777278548023529	0.9800022507924414	0.9805700695343843	0.9800042136261093	0.9800786733928778	0.9800471080868882
WenC_2017__N219__bin.12	0.9774125886012477	0.9781933554254829	0.9753201256811288	0.9736388623318245	0.9771642824885451	0.973340733218399	0.9776933657454637	0.9776944207692827	0.9739561753614904	0.9754576315737269	0.9776612411899531	0.9778585953595507	0.975843064775668	0.9758458172024912	0.9772841123046028	0.9758339539930804	0.975802211715795	0.9755646045516243	0.9768207108305846	0.9756531535455247	0.9776135341942266	1.0	0.9758860637085259	0.9773177753546952	0.978294073506969	0.9757260012513902	0.9654986973973129	0.974577863838556	0.975902061133315	0.9769674395568226	0.9782580052529326	0.9774671547424331	0.9775939255948659	0.977794168295671	0.9776841073123913	0.9768125367482497	0.9782361201325402	0.9771702568784412
ZellerG_2014__CCIS77252613ST-4-0__bin.20	0.9769120179609664	0.9775690114993377	0.975351273799763	0.9742308689612778	0.976641399371437	0.9739513375220009	0.982522097886816	0.9771416992484323	0.9748252181296634	0.9766225866519229	0.977248645197041	0.9763480464534419	0.9763313281569186	0.9762693065745397	0.9772846419877513	0.976095343447481	0.976388504840051	0.9764679427439242	0.9762264664709394	0.9760157882084148	0.976764523211589	0.9758860637085259	1.0	0.9771909483344611	0.9769813154029788	0.9760252302863398	0.9675595226251636	0.97493393578822	0.9761303287296726	0.9771225803169435	0.9767783239007053	0.9769665909347875	0.9772405406989236	0.976884334426259	0.9771481902678634	0.9778947216510628	0.9766778939272727	0.9771455240533834
YuJ_2015__SZAXPI003420-4__bin.8	0.9791384132249773	0.9806133456184668	0.9772989407372275	0.975589803780346	0.9800309457180676	0.9754046102508297	0.978756258572842	0.9805355326494639	0.975831795416506	0.9786179579554144	0.9796323532866883	0.9786049633824054	0.9785375577748946	0.9787725747857275	0.9807989114461234	0.9781256386462857	0.9780408362389336	0.9786465113024004	0.9798082874146855	0.9783664486035759	0.9803824604832685	0.9773177753546952	0.9771909483344611	1.0	0.9801627468304857	0.9785277923421853	0.9661745559797378	0.9774006901320204	0.9784049908894547	0.9778189707833926	0.9806666290311983	0.9772669465489598	0.9777694450086424	0.9809607180610087	0.9817474790817421	0.9797724662792481	0.9805042315756118	0.9803525621468004
QinJ_2012__CON-025__bin.53	0.9790365760813231	0.980721064574128	0.9769274787540897	0.9754350464515228	0.9793821944195059	0.9752680570021179	0.9785548898200205	0.979834612833688	0.9761684867757924	0.9785443863605193	0.9795320694794202	0.9788996473388414	0.9782317362752537	0.9785342954280796	0.9801357560068907	0.978008274892122	0.9780086622426002	0.9788590016662385	0.9794417168980446	0.9779314531745561	0.980098922908064	0.978294073506969	0.9769813154029788	0.9801627468304857	1.0	0.9782463248657669	0.9662908279938067	0.9770972280131027	0.9775057435382584	0.9777556772347111	0.9805379055288058	0.9775739798411041	0.9774678457331725	0.9799546983961366	0.9803241890481195	0.9795715288135178	0.9802283555785667	0.9799728598255033
ZeeviD_2015__PNP_Validation_48__bin.5	0.9776607840844345	0.9782287804639128	0.990308918955443	0.974131296703764	0.977749613633674	0.9743599423009772	0.9770186962262722	0.9787763008340493	0.9749565212424787	0.9780371382543653	0.9769311815502665	0.97686817892356	0.9991682330385517	0.9780829394511058	0.9789377493084097	0.991907590970384	0.9914173856855069	0.9791835881496818	0.9767327199676031	0.9974120745322534	0.9786329503530182	0.9757260012513902	0.9760252302863398	0.9785277923421853	0.9782463248657669	1.0	0.9669707870698765	0.9770451388579138	0.9774383571892842	0.976016670749956	0.978508935080513	0.9764368609892863	0.9767638184140043	0.9782301862566665	0.9783692842815437	0.9793200742269667	0.9779843112498392	0.977925950058002
LiJ_2014__O2.UC13-1__bin.71	0.9665638598396584	0.9665637161941583	0.9667292906386817	0.965135328615876	0.9651983057193306	0.9653400529607409	0.9661387432665127	0.9669598576346344	0.9658768400577895	0.9669638041834105	0.966864108507168	0.966316089797705	0.9668662476994643	0.9677019525152537	0.9664715955991967	0.9673687237534272	0.9671326477686017	0.9669834645298024	0.9652897942638762	0.9675424813780261	0.9665758723085105	0.9654986973973129	0.9675595226251636	0.9661745559797378	0.9662908279938067	0.9669707870698765	1.0	0.9674570634144687	0.9696776429493922	0.9659224731944688	0.9667383369654657	0.9659639020958725	0.9655240018573524	0.9659128962926431	0.9658779193672249	0.9670526134620648	0.9668017510801354	0.9661070209536204
ZellerG_2014__CCIS81735969ST-20-0__bin.59	0.976406827049471	0.9775966333540557	0.9752017833634972	0.9731167787879783	0.9770304873088871	0.9732131901386222	0.9753088226684621	0.9766626684136491	0.9740631489774917	0.9768866854503092	0.9759697904085411	0.9759566536617617	0.9771027275071438	0.9780457021389664	0.9772990621818891	0.9761645044492568	0.9767794777981041	0.9771706644967298	0.976457198175538	0.9770377790139299	0.9773597911388154	0.974577863838556	0.97493393578822	0.9774006901320204	0.9770972280131027	0.9770451388579138	0.9674570634144687	1.0	0.9886660884745333	0.9751495920515497	0.9772095251789857	0.9746103247792615	0.9747584558643515	0.9771266699924969	0.9763106723506095	0.9777065121812445	0.9772881707303028	0.976852010535118
ZellerG_2014__CCIS11019776ST-4-0__bin.15	0.9772738038767301	0.9778161323496113	0.9753551321494667	0.9745191388985348	0.9774977915501848	0.9751032289812646	0.9767493396848504	0.9775784285493692	0.9752319362095914	0.9773291518148866	0.9771724082344797	0.9759095522009388	0.9774596127484879	0.9783482861956998	0.9784557961739637	0.9766822573889007	0.9768770986354149	0.9777637939651749	0.9770431174762247	0.9782064375652837	0.9779718339995876	0.975902061133315	0.9761303287296726	0.9784049908894547	0.9775057435382584	0.9774383571892842	0.9696776429493922	0.9886660884745333	1.0	0.9767104753382807	0.9779774312720358	0.9763597009193684	0.9755460072540032	0.977639027270379	0.9772332522189866	0.9777494374149635	0.9776242063389464	0.9775621377451793
QinJ_2012__DOM012__bin.11	0.9774222932399699	0.9781281151929112	0.9754381576273041	0.9746877045595871	0.9768975741728213	0.9747903104307195	0.9785358356630005	0.9781285061205351	0.9757623060157709	0.9763292444101597	0.9780235502970444	0.9779610147349473	0.976321065678591	0.9764165340425995	0.9783384413822146	0.9761239971896267	0.9761121246658003	0.9764262481804933	0.9765189425252173	0.9765328331442311	0.9777738107132524	0.9769674395568226	0.9771225803169435	0.9778189707833926	0.9777556772347111	0.976016670749956	0.9659224731944688	0.9751495920515497	0.9767104753382807	1.0	0.9777056785915007	0.9887781922915556	0.9892539682808893	0.9777357754354312	0.979184514877478	0.9773871981988072	0.9774045825221623	0.9773877500940128
Bengtsson-PalmeJ_2015__TRAVELRES30__bin.71	0.9799895416758276	0.9806187229032506	0.9772652565912061	0.9756519905799355	0.9798747331144495	0.9752620868435279	0.9786547741764593	0.9807618805629157	0.9764054312416179	0.9794583832750412	0.9797851528368626	0.9787019021800453	0.9786373397966465	0.9795173868519864	0.9806512045255397	0.9786545857582795	0.9785580285651911	0.979410884001786	0.9808753382998435	0.9784668411159344	0.9809262183660833	0.9782580052529326	0.9767783239007053	0.9806666290311983	0.9805379055288058	0.978508935080513	0.9667383369654657	0.9772095251789857	0.9779774312720358	0.9777056785915007	1.0	0.9777884688448979	0.9780696212306283	0.9800221891420199	0.9813422858167975	0.9798581987098716	0.999674274348215	0.980171987131898
QinJ_2012__DLF010__bin.17	0.9774529589717195	0.977874115709778	0.9757312984667751	0.9741981280203772	0.9766267008353756	0.9744390416988756	0.9785210461488395	0.9775662927993932	0.9753275362653953	0.9763432053915805	0.9782800045418417	0.9780646369893428	0.9766630135089925	0.9765133043305751	0.9775361933719533	0.9762213732799704	0.9763201712936317	0.9764521831650226	0.9763412154800509	0.9768700479294345	0.9776281607491754	0.9774671547424331	0.9769665909347875	0.9772669465489598	0.9775739798411041	0.9764368609892863	0.9659639020958725	0.9746103247792615	0.9763597009193684	0.9887781922915556	0.9777884688448979	1.0	0.9948330732808128	0.9772244385540592	0.9780738212643887	0.976769609977037	0.9775518617443962	0.9770714001043482
YuJ_2015__SZAXPI003411-6__bin.8	0.9774851577073971	0.9779020415574393	0.9761414670107327	0.9744264136886482	0.9765542147954943	0.9747851285639949	0.9789314069243769	0.9778961622409658	0.9754387546384073	0.9761560969904706	0.977832804400122	0.9783130475999313	0.9767688580547821	0.976302688907731	0.9772171842102104	0.9765790094258626	0.9764440530347304	0.976439528159821	0.9766158476924186	0.9768087549109447	0.9777278548023529	0.9775939255948659	0.9772405406989236	0.9777694450086424	0.9774678457331725	0.9767638184140043	0.9655240018573524	0.9747584558643515	0.9755460072540032	0.9892539682808893	0.9780696212306283	0.9948330732808128	1.0	0.9773742149031818	0.9778917228121634	0.9771173318793474	0.9779794801979325	0.9772619089948741
Bengtsson-PalmeJ_2015__TRAVELRES55__bin.66	0.9789371693484498	0.9804966338709068	0.9772700993381293	0.9758878976892942	0.9993233044327935	0.975625004125362	0.9781396866008087	0.9808972291762414	0.9762107490099465	0.978442692536682	0.9795553256701807	0.9785715359351866	0.9783228514706559	0.9787188697709507	0.9809317481389469	0.978118522008744	0.9780182375176911	0.978459875208138	0.9793682411316083	0.9780100708894496	0.9800022507924414	0.977794168295671	0.976884334426259	0.9809607180610087	0.9799546983961366	0.9782301862566665	0.9659128962926431	0.9771266699924969	0.977639027270379	0.9777357754354312	0.9800221891420199	0.9772244385540592	0.9773742149031818	1.0	0.9805314375360166	0.9794600981246803	0.979944609968985	0.9804881120409841
