	ZeeviD_2015__PNP_Main_747__bin.3	ChengpingW_2017__AS96raw__bin.42	XieH_2016__YSZC12003_37798__bin.66	QinJ_2012__T2D-006__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.56	YuJ_2015__SZAXPI017593-158__bin.52	ChengpingW_2017__AS9raw__bin.36	QinN_2014__HD-40__bin.48	WenC_2017__RA024__bin.5	XieH_2016__YSZC12003_37332__bin.15	HeQ_2017__SZAXPI029584-102__bin.41	QinJ_2012__T2D-001__bin.1	LoombaR_2017__SID5566_wwo__bin.8	ZeeviD_2015__PNP_Main_586__bin.24	QinJ_2012__CON-044__bin.35	ZeeviD_2015__PNP_Main_134__bin.26	ZeeviD_2015__PNP_Main_698__bin.10	ZeeviD_2015__PNP_Validation_13__bin.51	QinN_2014__HD-63__bin.56	ZeeviD_2015__PNP_Main_252__bin.30	ZeeviD_2015__PNP_Main_714__bin.15	WenC_2017__N219__bin.12	ZellerG_2014__CCIS77252613ST-4-0__bin.20	YuJ_2015__SZAXPI003420-4__bin.8	QinJ_2012__CON-025__bin.53	ZeeviD_2015__PNP_Validation_48__bin.5	LiJ_2014__O2.UC13-1__bin.71	ZellerG_2014__CCIS81735969ST-20-0__bin.59	ZellerG_2014__CCIS11019776ST-4-0__bin.15	QinJ_2012__DOM012__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES30__bin.71	QinJ_2012__DLF010__bin.17	YuJ_2015__SZAXPI003411-6__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.66	YuJ_2015__SZAXPI015264-87__bin.52	ZellerG_2014__CCIS76563044ST-4-0__bin.51	ZeeviD_2015__PNP_Main_233__bin.35	QinN_2014__HD-43__bin.50
HeQ_2017__SZAXPI029584-102__bin.41	0.8227716696518657	0.9140195109961048	0.8591751897230882	0.7661691710381777	0.6962479405927798	0.5596992642515625	0.8803315999329333	0.7636237627191229	0.8670838202494898	0.9194963411075209	1.0	0.8503614969720749	0.9197687466767577	0.9296686830309913	0.9149651173054402	0.900343484417768	0.892275633891983	0.9271494594333204	0.7808410616975386	0.4803882771847032	0.8948252655531966	0.658070194480683	0.8312069509454585	0.8804760382347612	0.8982647554072506	0.9304440886513305	0.6707017885431709	0.7634197752928572	0.6963556358178269	0.90649478227193	0.9234810644342643	0.9096774929227344	0.731316039873418	0.6990412590965511	0.7250012986777138	0.7143014613186204	0.8693281042726286	0.9020843460555885
QinJ_2012__T2D-001__bin.1	0.857060911626089	0.9290545111510331	0.8864188158181558	0.7844810090425971	0.7233509286890114	0.5792575561685847	0.8995946616354848	0.784333023895608	0.8888312086111382	0.9393932702932267	0.9459210595548607	1.0	0.9343345272367837	0.9428904177033457	0.9250894487999579	0.9230730924479655	0.9061962085735547	0.9400223246164602	0.8096920405601449	0.5014671670287213	0.9125534625705631	0.6876752332057999	0.8543008711862113	0.9122640693942287	0.9226023587423049	0.9404582935574314	0.6969268887602696	0.7919634199508407	0.7228341551598428	0.9270531882107985	0.9372317475589498	0.9271532543578102	0.7602043980246097	0.7340500199192705	0.734643839683697	0.7432622127678765	0.899877007900058	0.919960236625901
LoombaR_2017__SID5566_wwo__bin.8	0.7823643674210025	0.8655976466638422	0.8639869223574929	0.7311972917449381	0.6705309394959192	0.5354850958041232	0.8294590684178131	0.7321565320266349	0.8160201120712396	0.8904455671108482	0.8704394119857073	0.7948972413848231	1.0	0.8835386373991798	0.8771121271952613	0.9071643258539236	0.881737663770294	0.8968848671851893	0.7478564976538582	0.49532410331017834	0.8516582866369835	0.6297108689917585	0.774604912908976	0.847960415351042	0.8594948800549965	0.9775317948185037	0.6399979216460563	0.742115844251353	0.6671855890135013	0.8479907912932957	0.8837204933692516	0.8459308227883516	0.690347644665425	0.6710437333631764	0.6882417125636496	0.69278131719678	0.8351177867129234	0.8612343024324735
ZeeviD_2015__PNP_Main_586__bin.24	0.8139476618497575	0.9140943892580158	0.8542627640235475	0.7582234944936912	0.6928076283368703	0.5556098531030842	0.8645225199078375	0.7526008042927587	0.8645349229009278	0.9467398939378718	0.9100749926305549	0.8297722273005589	0.9139335637809449	1.0	0.8995750321134163	0.8883726487542641	0.88523469150242	0.9412991143022634	0.7805621119155141	0.48057505237163833	0.8892892299436367	0.6519509287981375	0.8078838385279136	0.8758464525992746	0.8897167197721487	0.9172096076891942	0.6633182719653907	0.7669849688126739	0.6980817944319657	0.888793523653128	0.9253691234101947	0.8893123821974052	0.7212104825136403	0.6929953269656367	0.7122857021189687	0.7156651043029704	0.873824351292454	0.8878025245052137
QinJ_2012__CON-044__bin.35	0.8311835760756504	0.9282316888016935	0.880990724608967	0.7730714314941196	0.7151496617831061	0.5640178573351394	0.8846332591790191	0.7779178071571476	0.8736496628598871	0.9317984179934403	0.9331159671538741	0.8481321081001922	0.9452056328564629	0.9371724163179691	1.0	0.9234447514466553	0.9147357471890634	0.9313220501047708	0.7968868109409557	0.49727854384759673	0.9103058703943387	0.6646572498584034	0.8286130846112928	0.9040631252059343	0.9184726077696206	0.9477291766717563	0.6757498164088495	0.7773992294555581	0.7108778564306434	0.9005575571716842	0.9433272961815194	0.9031267564989114	0.7362614596411736	0.717672344173646	0.7357734625183322	0.7327154046435101	0.8911990386499751	0.9117539254049234
ZeeviD_2015__PNP_Main_134__bin.26	0.7916957746800909	0.8641092988721674	0.8672641924276839	0.7235048348223163	0.6762079706485068	0.530779912388112	0.8333655205696855	0.7315592654124125	0.8172182796827224	0.889934758581437	0.8704137781514129	0.8022363120204833	0.9267094586787336	0.8773315161494865	0.8753815004097238	1.0	0.8795469234786222	0.888089266298412	0.7508867141295708	0.4828003793874844	0.8496528065568871	0.6274988149244798	0.7994480671530545	0.8422389904340623	0.8540399336766004	0.9361557660814033	0.6373040134149324	0.7461088489313497	0.6768702247376809	0.8514427707535203	0.8821840992874849	0.8541934525036838	0.6966280161243764	0.6746695160196489	0.6828848147423804	0.6969064731458416	0.839552410960101	0.8647776773826347
ZeeviD_2015__PNP_Main_698__bin.10	0.8395295515064185	0.9333904518038564	0.9170351265317213	0.7802959863800771	0.7193802881974977	0.570446236575795	0.8903670555059653	0.7812678264725523	0.8777012706941975	0.9472657261296203	0.9349862875841233	0.8536446880043688	0.9763054233191172	0.9475794941740487	0.9398764665558226	0.9533397267075907	1.0	0.9446130806313067	0.8066830380712603	0.5118207353324503	0.9182472713465163	0.6760006390423924	0.8344636801318446	0.9049610312480223	0.9204741836167056	0.9811655088817599	0.6890297575135056	0.7901759181034426	0.7212544880115382	0.9085195768689666	0.9462239631161017	0.9120989223461707	0.746810430552599	0.7247909061258233	0.736649479494661	0.7447459341812889	0.8947133403639798	0.9210866730010342
ZeeviD_2015__PNP_Validation_13__bin.51	0.8101604189357221	0.9085792899560442	0.8637965344731906	0.7593483701373088	0.6900104601208928	0.553571828513742	0.8637388835293327	0.7548947310355354	0.8560729670161945	0.947745433340163	0.9105108039527808	0.8298932171798153	0.9307052245027295	0.9443087734782432	0.8968176678990419	0.9021410482185859	0.8852849905975043	1.0	0.7796506269851211	0.4818341461148655	0.8845210119026388	0.6513395341969638	0.8104698261595928	0.8699826051756445	0.892994041629788	0.9345130900822957	0.6634603340768508	0.7565566542876127	0.6953587257399436	0.8839030269648811	0.9170527344381854	0.8861211366609403	0.7191229425041745	0.691436802537637	0.7154030049828665	0.7120509551392705	0.8656828401758229	0.884384557510342
QinN_2014__HD-63__bin.56	0.8411301100844722	0.9265231812206609	0.885370513251759	0.7884075431170006	0.738811638670602	0.5745068956258664	0.8904600111591658	0.7775118853101259	0.877336013662492	0.939896712837133	0.9227122961431008	0.8601461072178243	0.933817562610606	0.9422413354267583	0.9233560941721805	0.9178264180774494	0.9097045815462531	0.9381414898384716	1.0	0.5020656434436906	0.904812215593487	0.684308895292489	0.8373656383531946	0.9133358020575585	0.9197543186870114	0.935283825098541	0.6940646812401248	0.799385048115169	0.7140778167161909	0.904358063495454	0.9389295185887947	0.907863518810381	0.7571668694547281	0.7366247216446894	0.7372655252643315	0.7550662912342656	0.9034542509135445	0.9113510076686826
ZeeviD_2015__PNP_Main_252__bin.30	0.807042592481175	0.8766886810354004	0.8767187637396966	0.7365634444233609	0.7135301205005146	0.5875129008520347	0.832295865710808	0.7284434283175437	0.836259069163994	0.8901271649905201	0.8773813545856068	0.8233551317236772	0.9559288382059601	0.8966196296587696	0.89056297852712	0.9121075942629969	0.8920879402295232	0.8961035955773796	0.7759841286737539	1.0	0.8549296296124884	0.6479752797305823	0.8079643573948687	0.867843594620904	0.8647836436479984	0.9617216871614731	0.6668834164078783	0.7817268397887731	0.6494084506173126	0.8690222195482041	0.8929742229791751	0.8665546664445175	0.7153451103263896	0.6906510668561106	0.6692838619404424	0.7459438487040525	0.8577921146289876	0.866731305913334
ZeeviD_2015__PNP_Main_714__bin.15	0.8232000766452642	0.9044466229035895	0.8553799671862463	0.7601931358006949	0.69513105826922	0.5549189835606173	0.862991457816876	0.7671284201666008	0.8602785063069814	0.9201623237201696	0.906210918186313	0.8308030131169473	0.9113737808184961	0.91999423449687	0.9039560418880055	0.8900512565204076	0.8874512199086073	0.9121449382475265	0.7754357916275314	0.4740513865436236	1.0	0.6538773436256974	0.8044895647815011	0.8716782062270856	0.8959989632359356	0.9138681735673068	0.6631094196687488	0.7592688589265215	0.6959360046260891	0.8831720018956016	0.916052050346358	0.8830107559994594	0.7164736848408328	0.6964830430907203	0.7163026016619021	0.7082706741190499	0.8715866767263575	0.8809149870575574
WenC_2017__N219__bin.12	0.8291123726603328	0.8997662423501036	0.8690126637471473	0.7700293047771805	0.7013513879829073	0.5704886301963208	0.8633749113964496	0.7357015930471374	0.8568380024304336	0.9075189448665308	0.898680218035386	0.8442382747728029	0.9086868679877752	0.9094920140012355	0.8900197076212607	0.8863971273128483	0.8809958433471926	0.905743124970081	0.7908269876177079	0.48450180436912826	0.881735239614568	1.0	0.8206710280664903	0.8824250351963006	0.8902832833577589	0.9092964950194568	0.6854849360987446	0.7686629789133643	0.7028797812033011	0.8919322177793081	0.9078211629976579	0.8920135398336763	0.7483561121598388	0.7171901557634555	0.7061943758590001	0.7224622472455758	0.8746907887489496	0.8839966848285922
ZellerG_2014__CCIS77252613ST-4-0__bin.20	0.8444810992403377	0.9112456871765383	0.877020690203081	0.7764415801579855	0.7106724410580794	0.5722965406616023	0.8972356314881512	0.7571038633818589	0.8784289783904845	0.9171881147665022	0.9307214899670108	0.8599438954632124	0.9164967389001544	0.924082011742986	0.9097693017765807	0.925940971066251	0.8916857086649921	0.9240853220241518	0.7934545337610847	0.49534385309161344	0.8894876819708846	0.6728940937017646	1.0	0.8939716942586483	0.9053500764202052	0.923474811597712	0.6898786734662995	0.7877230183711147	0.7111822243576162	0.9082848771223632	0.9232478208891983	0.9112163675433552	0.7570575194455373	0.7201185648134136	0.7114825141490875	0.7370137669864713	0.8815898240065373	0.9059426167488878
YuJ_2015__SZAXPI003420-4__bin.8	0.8454270320119087	0.9275875104558554	0.8924442868940102	0.7798248969073768	0.7202917111443093	0.5749638737150348	0.887221134620775	0.7712332156591508	0.8782447578572726	0.9340971271774056	0.926105588701857	0.8626055080757183	0.9424507058896173	0.9410700665576548	0.9324179712331268	0.9163487153790695	0.908378055297537	0.9317902867491941	0.8129611293167746	0.49979099394926374	0.9053324750980729	0.6796539161870189	0.8397618796951399	1.0	0.9205434956917212	0.9442800085823526	0.6912965082885003	0.8031460630234314	0.7203614538647461	0.9073128129815634	0.9414383258904081	0.9114205259489563	0.7506004759385393	0.738720225522193	0.7317801585069905	0.7523200560074026	0.8962210551051893	0.920662102738579
QinJ_2012__CON-025__bin.53	0.8281624901250133	0.9207266953554196	0.8715973139172415	0.772045354318193	0.702536678367635	0.5666374250440459	0.8784010663473846	0.7701962644151049	0.8692437304362963	0.9276237445431115	0.9186728709010437	0.8482420256108238	0.9288378981795471	0.9295212105427064	0.9210679196075662	0.9034771615152603	0.8983838496401811	0.9299717129414264	0.7960213252199709	0.4842481814691043	0.9048424904532797	0.6667327518699305	0.826918101428261	0.8950718147471939	1.0	0.9264640140152463	0.6782203470725766	0.7682724507200912	0.7073600343470285	0.8926072254019427	0.9273637230243872	0.898823553803074	0.7337245750138326	0.707482702306028	0.7288951720223756	0.725381426084132	0.8848039882636135	0.9020746866459944
ZeeviD_2015__PNP_Validation_48__bin.5	0.7533286478241714	0.8347299754873485	0.8288903433650008	0.7027753781478129	0.6430780804442874	0.5146291795259353	0.8017638526388198	0.7032930080470361	0.7854205512873456	0.8557135413131925	0.8447332691472258	0.7675692214961345	0.9377785855360402	0.8506461363145749	0.8436891904690148	0.8791437711293649	0.8500909303189635	0.8639315869650822	0.7185699918061104	0.478060352578813	0.8192601266621192	0.6045077512201686	0.7487620018243578	0.8150554381622068	0.8224345399477999	1.0	0.6146901064822217	0.7139109392835465	0.6411804875766908	0.8217953628796479	0.8532906499552729	0.8213183765132527	0.6628032304706866	0.6444338873506973	0.6611222753016536	0.6667514045983173	0.8019026541377224	0.8333005501063825
LiJ_2014__O2.UC13-1__bin.71	0.8237463663097943	0.8912201251054807	0.8559590264613254	0.790356156599999	0.6960670746658865	0.5731199651864717	0.8675372303515795	0.7473510771844558	0.8792016788959331	0.9005057995302204	0.895187379194069	0.8362197107929266	0.9026162569481906	0.9043935732513052	0.8843808676663155	0.8798600694579495	0.8776396923827933	0.9017042056388221	0.7839362849297896	0.48734712007679726	0.8739339907092525	0.6699608742389473	0.8223309393395689	0.8772146697083409	0.8851131016903389	0.9036731767288249	1.0	0.7719792809901562	0.7207612302658984	0.8821621816628081	0.8966997609388379	0.8854975386452149	0.738431237926453	0.7154022242101709	0.718903306214181	0.7189681306273932	0.858104996383925	0.8803865564313428
ZellerG_2014__CCIS81735969ST-20-0__bin.59	0.8469402785856452	0.9083629486219779	0.8744403929578874	0.7746328902393471	0.7306596538467532	0.5781690286000988	0.8710197831301194	0.7536090098179143	0.8694004732748518	0.9266107256529147	0.9087540765534893	0.8474942926994312	0.9334579781300164	0.9326546073915135	0.907394178025548	0.9186871172614609	0.897636591878113	0.9170416651794085	0.8052585089177672	0.5094974207174131	0.8924574145639351	0.6700172287329215	0.8374250107711002	0.9089385803463745	0.8942144738449535	0.9360470640519747	0.6885002858049216	1.0	0.7140744218923051	0.8951651459766862	0.9258847761245054	0.89170431733848	0.7406143121653355	0.7345774687185634	0.7087856483196833	0.7602159549026478	0.8958513794297878	0.9026589158315816
ZellerG_2014__CCIS11019776ST-4-0__bin.15	0.8216497055792367	0.9047040216135884	0.8594472975103674	0.7762658619765936	0.6894306955946273	0.5502686695171258	0.8873262950230807	0.7667777280090086	0.8615734120564934	0.9187919173821457	0.8995619560253824	0.8394355239532965	0.9107239209982317	0.9212071878711631	0.9004588850255957	0.9044568751190041	0.8891648903580679	0.9146891764565959	0.780623933055489	0.45932694316885453	0.8877245664161193	0.6648873573929264	0.8204843525716602	0.8847233459598095	0.8934782241024027	0.9123279181154016	0.6976007149244293	0.7749264698260317	1.0	0.8885101976571821	0.9114806366450054	0.8849715836088954	0.7343000598498244	0.7226999963446324	0.7241141325785454	0.7194396266942219	0.8664235938155546	0.8874086771879421
QinJ_2012__DOM012__bin.11	0.8243081493383735	0.9095816429487089	0.8568249051217313	0.766199689196688	0.6942535720707903	0.5614669126656426	0.883145336383858	0.7520423022105145	0.86865877770439	0.912532600658086	0.9211623065365259	0.8468845208191439	0.910546412135835	0.922619760344124	0.8973280442695156	0.8949706256107595	0.8810467059011858	0.9146187852749099	0.7776919442202043	0.48351030067066053	0.8861864193286871	0.6636968255746234	0.8242944159691618	0.8765666233636368	0.8869001253599108	0.9198250197095307	0.6716372879857482	0.764171871399014	0.6989293551196069	1.0	0.913831262384173	0.9355789108665712	0.7509710994119972	0.7033115874015221	0.7087997850727717	0.7198808973555111	0.8648786678288531	0.8956997816823463
Bengtsson-PalmeJ_2015__TRAVELRES30__bin.71	0.8060381360678152	0.8928504953241223	0.8367195992605266	0.7425996665934905	0.6805789689975933	0.5459492901162035	0.8472085045133694	0.742029869736863	0.8465767997781092	0.9092731892861899	0.8905823046918434	0.8125343904375135	0.900536032625452	0.9116163210347088	0.8920257357568095	0.8800103125492565	0.8708308403872337	0.9005441783989564	0.7662586584481242	0.4715079170809132	0.8723186659177986	0.6410817424298272	0.7951586409754401	0.8631672966743659	0.8744593751947348	0.906387141733608	0.6479009767189721	0.7501015167022975	0.6804457856007976	0.8672438490246047	1.0	0.8699942694483397	0.7093278474264039	0.6842869250967616	0.7084969785289629	0.7002783003517752	0.9149976316163536	0.8775914251071475
QinJ_2012__DLF010__bin.17	0.8198226598799759	0.9069024091842149	0.8530570822576269	0.762257934063534	0.6920675574909265	0.5576363921788109	0.8824803898650112	0.7487752730573723	0.8636905787741298	0.9103014423708599	0.918834431933166	0.841879689241002	0.9028690433735063	0.9176037327936742	0.894473414339074	0.8924595042394066	0.8791956815897647	0.911396913909929	0.7760089173430891	0.4792363778455385	0.880693423246179	0.6597635180676019	0.8219790495334007	0.875236968239857	0.8877030760226534	0.9137597709406552	0.6701201606009054	0.7566372436434496	0.6919570718489411	0.9299495434682084	0.9112134821491037	1.0	0.7544846932594373	0.7006351004779464	0.7022062148386911	0.7169285332796405	0.8658725635569722	0.8931394815109317
YuJ_2015__SZAXPI003411-6__bin.8	0.8691649145277502	0.938522931917899	0.9020582935392226	0.7991457948393723	0.7421554004270482	0.5916783884351753	0.9151224155610629	0.770008282838514	0.8956890575589206	0.9454078712560453	0.9429720305806102	0.8811965407032626	0.9405928246984333	0.949963160156116	0.9308821359158799	0.9291313584127446	0.918962690196245	0.9441945797235459	0.826193265142864	0.5050255210537121	0.9122269617557222	0.7065925622179492	0.8717902639344735	0.9201520208546735	0.9250607326472898	0.9413454139703876	0.7133773015372534	0.8022372921598386	0.7329380878242274	0.9528972780991621	0.9484067924721468	0.9631508985055494	1.0	0.7453040771060927	0.7243976699139096	0.7553464061684003	0.9060069366730434	0.9279578201485901
Bengtsson-PalmeJ_2015__TRAVELRES55__bin.66	0.8666859048062218	0.938270984443084	0.9116207021958586	0.800573529976485	0.7739164710851891	0.5842952403110931	0.9093595619577274	0.7870501720138153	0.8870214842205844	0.9457004452255153	0.9347166346281994	0.8823715769476639	0.9481304368450656	0.9465825383953359	0.9409624415796809	0.9331484062462587	0.9248763827177505	0.9414435833086738	0.8335272206497898	0.5056381678665092	0.9195951181056118	0.7022286123465937	0.8599448381172675	0.939105076384073	0.92498876206525	0.9491311212861167	0.7167091712841966	0.8251479002568348	0.7480579267535131	0.925452397463728	0.9487883360402263	0.927511367820428	0.7728886800678567	1.0	0.7475711378211282	0.7677485955405164	0.9067714486432029	0.9320923792119666
