	XieH_2016__YSZC12003_37406__bin.6	NielsenHB_2014__V1_UC54_0__bin.7	XieH_2016__YSZC12003_37232__bin.25	FengQ_2015__SID530050__bin.53	LiuW_2016__SRR3992973__bin.13	ZeeviD_2015__PNP_Main_223__bin.49	FengQ_2015__SID31446__bin.57	FengQ_2015__SID532749__bin.26	LiJ_2014__V1.FI15__bin.45	FengQ_2015__SID31424__bin.6	LiuW_2016__SRR3993018__bin.6	FengQ_2015__SID530323__bin.24	XieH_2016__YSZC12003_37546__bin.60	XieH_2016__YSZC12003_37223__bin.36	FengQ_2015__SID530018__bin.34	FengQ_2015__SID31160__bin.20	Obregon-TitoAJ_2015__SM29__bin.51	XieH_2016__YSZC12003_37222__bin.29	XieH_2016__YSZC12003_37754__bin.38	CosteaPI_2017__bugkiller-11-0-0__bin.27	CM_madagascar__A29_01_1FE__bin.20	CM_madagascar__A13_01_1FE__bin.7	YuJ_2015__SZAXPI003411-6__bin.62	ZellerG_2014__MMPU29365221ST__bin.37	SchirmerM_2016__G89165__bin.16	SchirmerM_2016__G88875__bin.38	XieH_2016__YSZC12003_37269__bin.56	FengQ_2015__SID530262__bin.9	XieH_2016__YSZC12003_37233__bin.69	BackhedF_2015__SID377_M__bin.66	CosteaPI_2017__bugkiller-11-2-0__bin.13	FengQ_2015__SID530348__bin.27
LiuW_2016__SRR3993018__bin.6	0.7991813482958015	0.8182813273232755	0.8140790736548914	0.5637538961890957	0.6331125191516355	0.5767599616915634	0.8220274543795903	0.8307790931810364	0.7472965587494176	0.5554025950143243	1.0	0.6565759200275225	0.7597669466791607	0.8569229481792645	0.6981764233681463	0.5735009551280925	0.5401840829892152	0.8367082225732566	0.8419978448921568	0.7251793254285163	0.8186930293729009	0.8247843600745093	0.6745234432548535	0.7022676156304207	0.7394566566074305	0.6288503439804201	0.7720741001701564	0.697293614330744	0.43449494954712775	0.7693115122637622	0.8443006902337249	0.7575782621317798
FengQ_2015__SID530323__bin.24	0.8274723258123878	0.883596450928205	0.8317886777731294	0.681245717013626	0.6287597241435952	0.5977111207500584	0.8505061302849165	0.8586928903067838	0.8174337757267923	0.6565840568960252	0.8155595280566086	1.0	0.8154831721946599	0.8621256958649771	0.8154132327916986	0.6899573433806526	0.5486200763301962	0.8787282834945576	0.8758216275733209	0.7535758925936097	0.8286356298267813	0.8694141516286256	0.7063905364929688	0.735008585222125	0.8064571393372568	0.6830788993462912	0.8024141285293732	0.779365566201174	0.43955888127754267	0.8045867415424653	0.8581006511422581	0.846177587052099
XieH_2016__YSZC12003_37546__bin.60	0.7824294931745447	0.8231398381796498	0.7894903645676926	0.5914449072922119	0.6103849024873659	0.5668490291636994	0.8014847832242233	0.8235591896970372	0.7407217136140164	0.5719316553552583	0.7887278097624175	0.6815395241486414	1.0	0.823884696565393	0.705221087268016	0.582343048846408	0.5238220619653536	0.8319392487280028	0.8207947944641311	0.7133346274957314	0.7821399154003895	0.807278483727874	0.6607558837913667	0.6971300697560683	0.7308272700752474	0.6308537610790311	0.7454348600159589	0.7051299238946709	0.42277014388797846	0.7615702408429073	0.8188294193858378	0.7517889471381136
XieH_2016__YSZC12003_37223__bin.36	0.823783346704531	0.8336392734696141	0.8284315609563625	0.5618374506729304	0.614966432536916	0.5824031472020464	0.8464566488584047	0.8479312916674167	0.7379772337724827	0.5571255022713197	0.8070825668612586	0.653696361753088	0.7474736220895751	1.0	0.7083612879747282	0.6054286900005011	0.5272546198744487	0.8448409151834693	0.8490707220398042	0.7377573266297333	0.8387443302149008	0.8514303451423144	0.6806636914333032	0.7134245039804652	0.7328303362876464	0.6445123194219361	0.791405425576271	0.7156318462518239	0.4291487890754802	0.7855559928831821	0.8371962228515631	0.742767025410465
FengQ_2015__SID530018__bin.34	0.8564942174033056	0.8930444464431371	0.8575437377687768	0.6891639503400707	0.6237345433004686	0.620713760688267	0.8765901753232455	0.873785251509616	0.7809337133606051	0.6544975235165135	0.8383608377554406	0.7882660893891134	0.8157260578166627	0.9031178570431686	1.0	0.7080472532278024	0.5580489590085381	0.8825368371103454	0.8814767719185072	0.7656852741499784	0.8482754556760629	0.8700989042684837	0.7102982635152109	0.7432123883101296	0.7854363542193261	0.6801084256264092	0.8131475376279723	0.7776697794580579	0.44424733200385813	0.8238108382206535	0.8726960329742923	0.8580467880148744
FengQ_2015__SID31160__bin.20	0.803823550540439	0.8195746115249442	0.8790795406821247	0.6511377953626135	0.5742875654826375	0.5887572942684732	0.8196554287040516	0.8219459395238832	0.7249432207510886	0.6201406080767446	0.7668797385115271	0.7427533929400323	0.7501105192192923	0.8595673725160806	0.7884779569417122	1.0	0.513644288366747	0.8278552640304149	0.8282434627881788	0.7299490506399063	0.8019813333038616	0.8217663457925333	0.6826592581950002	0.7089980603877014	0.7203497656992551	0.6485509548860547	0.7826826053800756	0.7289295108419354	0.4086330706659888	0.7778743285957429	0.8120102617095113	0.7943237328971507
Obregon-TitoAJ_2015__SM29__bin.51	0.778746038763186	0.7956872569114186	0.7823987865851572	0.5571586563722885	0.6625852345037309	0.58448877159609	0.7991174758827846	0.7979646424727941	0.7301982813925691	0.5253601022888469	0.7782734440470183	0.6363432034925866	0.7269883585408656	0.8065561911396305	0.6695714496228916	0.5534262744800341	1.0	0.8032204911114982	0.8113379565748716	0.7047131461709408	0.7770208819882618	0.7968118090628037	0.6689976377706628	0.6992146741031492	0.7300010568259795	0.6185051717491066	0.7577405060559105	0.6889738815134343	0.4527866714893655	0.7330085454055607	0.8161413050758904	0.7134178198721984
XieH_2016__YSZC12003_37222__bin.29	0.801742037192807	0.8463691328220139	0.832498716898337	0.5686959960769136	0.6241473522396024	0.5809491822183225	0.837782661209986	0.8563984416960094	0.7618548408332882	0.5554193096739157	0.8047668282571528	0.6804244644385827	0.7707985438472977	0.862769482402006	0.7069082789743731	0.5954664900549063	0.5362167554942339	1.0	0.8558464471374536	0.7332172041450766	0.818790769220068	0.8574065397691957	0.6690973969804754	0.7140394922047536	0.7587316745010808	0.6491798831520429	0.7762678112645643	0.7170816728366508	0.4318833249449372	0.7746590278436787	0.8464287541964752	0.7550972548828664
XieH_2016__YSZC12003_37754__bin.38	0.8171115817874137	0.8444849792025849	0.8395042445429791	0.5662831174335164	0.6270850888354542	0.5872103608035631	0.8532849569178639	0.8665652579207759	0.7611122662467058	0.5616480944076293	0.8108032149689656	0.6789681975142587	0.7613639642131256	0.8681047939011494	0.7068862772875912	0.5964435972713155	0.5422703355541783	0.8568490200194395	1.0	0.7537662671002902	0.8290304256083282	0.8672014668121806	0.6879422746134248	0.7322122659482497	0.7586798491403968	0.6720295909261391	0.8056046073660952	0.7359484387264679	0.4358946171455063	0.8011287609197622	0.8699298528710978	0.7596712207749313
CosteaPI_2017__bugkiller-11-0-0__bin.27	0.8228183681318997	0.8539246697628492	0.8202183784652656	0.5794492315994328	0.6266084171005722	0.6011573369768015	0.8767872417376129	0.8562249918194187	0.74788653964281	0.5686921977346966	0.805916426033193	0.6742188262444531	0.7636443485099861	0.8705263701756099	0.708645582773131	0.6066581320718973	0.5435838409120918	0.8471907596746138	0.8699149793619722	1.0	0.8260550079509509	0.8508154747894576	0.6911764537036506	0.8135608204692496	0.7506294742039002	0.6610587107403857	0.7964952667443583	0.7329163628848461	0.4404275717164295	0.7899611350628326	0.9377294150740846	0.7619944544269861
CM_madagascar__A29_01_1FE__bin.20	0.8497483622459021	0.7517665432890401	0.7297440450871004	0.5021694629944213	0.5480111593113225	0.5789069606929947	0.7518971464124501	0.7517742525011859	0.6631595797844504	0.47764419174352457	0.7187162438541708	0.5856380098623497	0.661415030424179	0.7817893897659756	0.620165303647727	0.5265110736030226	0.47345491516692256	0.7473314788899098	0.7557921124783121	0.6525303901677615	1.0	0.7451733529721734	0.6649399543070461	0.6252697090543337	0.6631382660802828	0.5696395807276953	0.8382607291826332	0.6416327385751743	0.3734297015083754	0.6831572760904681	0.7491340740828077	0.655825398135459
CM_madagascar__A13_01_1FE__bin.7	0.7716391063313426	0.8074467629493921	0.7906483618453926	0.5368745390087797	0.599210545099812	0.5599243379571248	0.8165933046229984	0.8055899497965691	0.720941730709748	0.512606533583954	0.7597953793809037	0.6447809845582813	0.7163625115991339	0.832777843869709	0.66751195603036	0.5661238668538391	0.5094734588022556	0.8211963168288562	0.8296057484118109	0.7052563706012515	0.7819467510528444	1.0	0.6411867995907587	0.687046563087392	0.718551000499655	0.6144714363891599	0.7714787408693996	0.6831568678769422	0.40160793737657335	0.7463675081491351	0.8137828642128054	0.727084632039782
YuJ_2015__SZAXPI003411-6__bin.62	0.8142446966223054	0.7740138612589915	0.7602054471099837	0.5406731978346115	0.5925037602230621	0.5907513570612357	0.7775578750463813	0.7854095958278713	0.6873528654689638	0.5202949765010919	0.7419796587132338	0.6255601979465517	0.7001469995778095	0.7949711029627774	0.650683658840516	0.5615724806789597	0.5107743815022596	0.7652234342442534	0.7858550835317857	0.684131034753155	0.8331841745038977	0.7656376696220003	1.0	0.6710050577628222	0.6854123801260208	0.6034005940214868	0.789975276568881	0.6765776316305362	0.4129994903029714	0.7128547636216105	0.781390546682736	0.6993992166462389
ZellerG_2014__MMPU29365221ST__bin.37	0.8172637916351249	0.8491761686222559	0.8212966029523088	0.5793160957607872	0.6300589042392127	0.603644847653293	0.8743382144208933	0.8595607021196063	0.7481447530280091	0.5636970098410296	0.8040168433005299	0.6774608487887964	0.7688286572672218	0.8672300813777442	0.7086138578728236	0.6070359812641938	0.5556260645344436	0.8499408591975776	0.8705526116578349	0.8381233440575322	0.815442846328539	0.8538713569265707	0.6983824990537472	1.0	0.7582170230885693	0.6680852573807722	0.7965177895533687	0.7300660011355034	0.4459831566994701	0.7852579721801666	0.9360628785011355	0.7665002838758516
SchirmerM_2016__G89165__bin.16	0.7923582765697676	0.8432834599534544	0.7879132065713715	0.5613352012665286	0.6205356996730026	0.5874235287571152	0.8192616426683077	0.8097899557129624	0.7717308168607158	0.5399467115319779	0.7809362796924456	0.6856673224072335	0.7434826916131764	0.8217318533890658	0.6907932278693014	0.568922588789564	0.5351012142656851	0.8330960228952746	0.8320644044162655	0.713319171082823	0.7977569526502939	0.8237667222027646	0.6580514794532804	0.6994133249538199	1.0	0.6425351955928996	0.7760362283024611	0.7085735078628858	0.43207411505028254	0.7482501764825902	0.8240203988779308	0.7471541841376247
SchirmerM_2016__G88875__bin.38	0.7866732064186579	0.8099986703061809	0.793324184370829	0.5708225034371331	0.5811803165173062	0.581504586189248	0.8278309934067257	0.8440739560649091	0.7310292833702972	0.5599165052635805	0.7635515871024717	0.6677151595130812	0.7378583901171134	0.8308949341174345	0.687706980641665	0.5889006944514136	0.5212475036880188	0.8195210342509057	0.847373729264303	0.7222482864511727	0.7878705580699871	0.8099096059088583	0.6660423795999879	0.7085336236916314	0.7387289632402381	1.0	0.7629758045902034	0.729210362579907	0.43099014521260043	0.788000391381577	0.8168716820375926	0.7375930785673427
XieH_2016__YSZC12003_37269__bin.56	0.8635672699251389	0.7577449731925997	0.7495405748020992	0.502565104029219	0.5692530106145213	0.5888804227767419	0.7670275213686697	0.7570885829359646	0.6758367776228501	0.4841698630505065	0.7171504985783009	0.6000385773221005	0.6669822266024223	0.7805022345098138	0.6290061157530783	0.5436806603823378	0.4885189283181534	0.7496643677013769	0.7770854545262618	0.6657174278330581	0.8869396571992288	0.777891547823884	0.6670676341065752	0.6462258040060919	0.6825436657860418	0.5836748833803714	1.0	0.6495533379459784	0.39056851649084556	0.6945966798552486	0.7542408664351388	0.6690176121789182
FengQ_2015__SID530262__bin.9	0.8537019072389171	0.8868117981021647	0.8442831064024184	0.6366193269546362	0.6442429437862912	0.6332940807462724	0.882522527769537	0.8912011716320886	0.7874075031289832	0.6073006171817128	0.8189454704516596	0.7369021033198467	0.79774057983412	0.8923860294764482	0.7606217075906737	0.6402236487433408	0.5616317185170895	0.8756123737258835	0.8975986759683771	0.7745493991078074	0.8583994772793043	0.8709706188015646	0.7223737926189363	0.7489260140302214	0.7879911351035219	0.7053441153577112	0.8213018390474058	1.0	0.444180940472572	0.8257882823444047	0.8759842722709896	0.806728026893179
XieH_2016__YSZC12003_37233__bin.69	0.7839972637185239	0.7821912427716878	0.7947074753480959	0.5498995506559746	0.6505396450727201	0.5860519179341075	0.8154494661808013	0.8208750462781123	0.7443672255120661	0.546087361799932	0.7903681388587677	0.643711156924615	0.7408021664734106	0.8288508557457213	0.6729824152570244	0.5558851663850828	0.5716732849848434	0.8167988137768765	0.8234205773629087	0.7208992894313007	0.7737794324095251	0.7930320667382059	0.6829662719480407	0.7085991779879687	0.7442178200331135	0.6456853764924103	0.764875241726789	0.6879633684076006	1.0	0.75386152085381	0.8171981680445172	0.7184533619991392
BackhedF_2015__SID377_M__bin.66	0.8075225379411505	0.8400897883150424	0.8191654004698806	0.5742318602053653	0.6041074139912891	0.5842500489571981	0.8454965073582262	0.8626589210321751	0.7546813116948846	0.5727975906006519	0.8078800204182709	0.6802159215860288	0.7703850449728145	0.8758819754514233	0.7204541275122094	0.6108871044299077	0.5342730222241269	0.8457834697715747	0.8736600509805815	0.7464586722590886	0.8172011454628204	0.850826739255319	0.6805354317211181	0.7202686054982866	0.7440268149830181	0.6815221701518949	0.7852826796756294	0.7383700209444589	0.4352026394032484	1.0	0.843340763254924	0.7542815171795013
CosteaPI_2017__bugkiller-11-2-0__bin.13	0.8131300775537558	0.8420783310371974	0.8191485280232387	0.5736441794822608	0.6272053492908553	0.5857234322955464	0.8686449144118445	0.8532681944897721	0.7401936726299767	0.5586396577968555	0.8143782122028207	0.6663409724488601	0.7608090702767072	0.8573932670484978	0.7010132063109276	0.5857299096410306	0.5463914957436367	0.8488351988918758	0.8713823402649234	0.8138829444019542	0.8230992105112369	0.8520818437514792	0.685176096602134	0.7886267778444889	0.7525997822615402	0.6489208991552047	0.7832271629974165	0.7194258082356956	0.43332295297198054	0.7746177743342659	1.0	0.7589899327103455
FengQ_2015__SID530348__bin.27	0.8100664994270357	0.8541030579955475	0.8215318987181381	0.6300879063961934	0.6114212738146975	0.5896825299792043	0.8264473878718294	0.8360427339122626	0.7571809489089226	0.607951810978463	0.8150264474990191	0.7328835943257083	0.7791003070999781	0.8484389918051098	0.7687574954957558	0.6390702751006716	0.5327184294442524	0.8445999642105708	0.8487218616727447	0.7376518133125562	0.8037038724829306	0.8491275493021617	0.6840288004872698	0.7202678205237927	0.761117230387226	0.6535366513765037	0.7748728197068602	0.738978912023581	0.42491110995023934	0.7727393473653089	0.8465472648317729	1.0
