	XieH_2016__YSZC12003_37406__bin.6	NielsenHB_2014__V1_UC54_0__bin.7	XieH_2016__YSZC12003_37232__bin.25	FengQ_2015__SID530050__bin.53	LiuW_2016__SRR3992973__bin.13	ZeeviD_2015__PNP_Main_223__bin.49	FengQ_2015__SID31446__bin.57	FengQ_2015__SID532749__bin.26	LiJ_2014__V1.FI15__bin.45	FengQ_2015__SID31424__bin.6	LiuW_2016__SRR3993018__bin.6	FengQ_2015__SID530323__bin.24	XieH_2016__YSZC12003_37546__bin.60	XieH_2016__YSZC12003_37223__bin.36	FengQ_2015__SID530018__bin.34	FengQ_2015__SID31160__bin.20	Obregon-TitoAJ_2015__SM29__bin.51	XieH_2016__YSZC12003_37222__bin.29	XieH_2016__YSZC12003_37754__bin.38	CosteaPI_2017__bugkiller-11-0-0__bin.27	CM_madagascar__A29_01_1FE__bin.20	CM_madagascar__A13_01_1FE__bin.7	YuJ_2015__SZAXPI003411-6__bin.62	ZellerG_2014__MMPU29365221ST__bin.37	SchirmerM_2016__G89165__bin.16	SchirmerM_2016__G88875__bin.38	XieH_2016__YSZC12003_37269__bin.56	FengQ_2015__SID530262__bin.9	XieH_2016__YSZC12003_37233__bin.69	BackhedF_2015__SID377_M__bin.66	CosteaPI_2017__bugkiller-11-2-0__bin.13	FengQ_2015__SID530348__bin.27
LiuW_2016__SRR3993018__bin.6	0.9574304286909554	0.9677825926783508	0.968289916549825	0.9713633685379778	0.968642169670702	0.961702611471387	0.967132911757824	0.9699921171558312	0.9666964026181002	0.9708199172552284	1.0	0.9690228143404426	0.9688810688997113	0.9685347980856864	0.9733729238219176	0.9691826353552045	0.9646651193511606	0.9664172893145215	0.9679253495676092	0.9680956337945611	0.9514918540727235	0.9683643107796176	0.9552341985733526	0.9684020073298168	0.9679076805738117	0.9691587520201256	0.9529472447305619	0.9702331879756857	0.9708757139097554	0.9676965352154225	0.9678386466804756	0.9722312454175058
FengQ_2015__SID530323__bin.24	0.958106178463861	0.9697029018317685	0.9669091020294607	0.9698082426521029	0.9696014105927042	0.9626733715910865	0.969533902055284	0.9716639814476659	0.9795495943673538	0.9708686556260289	0.9690228143404426	1.0	0.9702791303458248	0.969537433108775	0.9710469731169568	0.9674172678763735	0.9660096824670519	0.9693315496666242	0.9700911982851993	0.9706565416969022	0.95270913283847	0.9725073208543867	0.9575384679614133	0.9709948860876664	0.9792274208640465	0.9719811076994433	0.9536575954415607	0.9712946170110002	0.9722302644277167	0.9712635220232959	0.9704583205435495	0.9712204466067037
XieH_2016__YSZC12003_37546__bin.60	0.9575757496206613	0.9696927198722893	0.9668701462886039	0.9706375447622551	0.9676417305464002	0.9613889535645164	0.9689747032482717	0.969662989453267	0.9704608207513367	0.9710301288844702	0.9688810688997113	0.9702791303458248	1.0	0.9695718053267011	0.9715907495762957	0.9669665070406984	0.9663675998777219	0.9682316985262959	0.9695934068370492	0.970356391499593	0.951477034098048	0.9695144570615997	0.9555585886637409	0.9709476844711498	0.9702137505116842	0.9694657746704047	0.9525354577611006	0.970787377914673	0.9726828341451619	0.9691048211491573	0.9704259492053888	0.9719566298038025
XieH_2016__YSZC12003_37223__bin.36	0.9570528324431932	0.968755653754998	0.9673526731642802	0.9703045834558669	0.9675187244774943	0.9625785109081011	0.9709645644573052	0.9732921793693324	0.9689570498848888	0.970933624101665	0.9685347980856864	0.969537433108775	0.9695718053267011	1.0	0.9719576069672399	0.9676909127387139	0.9652201329561729	0.9697514103722534	0.9711551196254256	0.9717092426043465	0.9511594277261821	0.9713831672677075	0.9557767639628414	0.9714465151313396	0.9700441271934795	0.9737183892627316	0.9521636771037961	0.9730102135316063	0.9731835513424774	0.9725663434299872	0.9714961903084337	0.9716379942937406
FengQ_2015__SID530018__bin.34	0.9588578785423078	0.9700149571497871	0.9715875190012727	0.9737783137767713	0.9694649717759235	0.9628778963756395	0.9703906191526778	0.9712503723151937	0.9700037059095004	0.9754527780525483	0.9733729238219176	0.9710469731169568	0.9715907495762957	0.9719576069672399	1.0	0.9715147264838403	0.9661486551065358	0.9691027594460265	0.9696095937097229	0.97080913672369	0.9530526312855158	0.97096470523088	0.9565487601648937	0.9711046794825556	0.970409199419097	0.9704711150291775	0.9538100656862717	0.9716675876489685	0.9725705765488546	0.969604031088794	0.9706700923527812	0.9751557217339323
FengQ_2015__SID31160__bin.20	0.9564979028152332	0.9656117575154851	0.9908001037002782	0.9703239353982027	0.9654286294887798	0.9595921386377376	0.9668612950747008	0.9683630678937547	0.9661478326990597	0.9706560308608473	0.9691826353552045	0.9674172678763735	0.9669665070406984	0.9676909127387139	0.9715147264838403	1.0	0.9626093699230932	0.9655938079328006	0.966274695626106	0.9669062378479768	0.9507376778685175	0.9658900668510199	0.954083430434896	0.9677019429933355	0.9665525739447813	0.967826892767648	0.9511912776748973	0.9669022350130978	0.9689171106572481	0.9664288650486546	0.9668053546329978	0.9698719884217752
Obregon-TitoAJ_2015__SM29__bin.51	0.9548160146002053	0.9665567925186734	0.962717231741636	0.9652814131906389	0.9644469336441703	0.9595457788812105	0.9678466417042695	0.9673074893158634	0.9659500272222566	0.9669027656593079	0.9646651193511606	0.9660096824670519	0.9663675998777219	0.9652201329561729	0.9661486551065358	0.9626093699230932	1.0	0.9649487190720705	0.966790469653192	0.9691324034536828	0.9514618582669129	0.9686461809048863	0.9545723891707746	0.9690781092859537	0.9673176509339716	0.9676019178509637	0.95194885215614	0.9678126551841301	0.9682340115700769	0.9662050339774347	0.9688881074519048	0.9666925169093866
XieH_2016__YSZC12003_37222__bin.29	0.9552525163429839	0.9677199085843354	0.9652129081315237	0.9678350829278192	0.965997662329673	0.9609269063182618	0.9681380260664868	0.970689652259561	0.9686906763144945	0.9676708150074314	0.9664172893145215	0.9693315496666242	0.9682316985262959	0.9697514103722534	0.9691027594460265	0.9655938079328006	0.9649487190720705	1.0	0.9681916415376963	0.9693027771081845	0.949684030487053	0.9697314179621122	0.9543893492231328	0.9698218734732108	0.9696408627016222	0.9705104407835657	0.950696169334474	0.9703497174882948	0.970905841617335	0.9696153520860489	0.9692097018368588	0.9693977784893371
XieH_2016__YSZC12003_37754__bin.38	0.9573496423657188	0.9697425797319666	0.9653525462643864	0.9686522296635574	0.9666325454789426	0.9615751476986061	0.9719167076495612	0.9745468215413327	0.9701461592306287	0.969281246056498	0.9679253495676092	0.9700911982851993	0.9695934068370492	0.9711551196254256	0.9696095937097229	0.966274695626106	0.966790469653192	0.9681916415376963	1.0	0.9741392001203426	0.9518299149677638	0.9714576587389815	0.9573101216536591	0.9739166335301236	0.9701427790877328	0.9754648579451304	0.9534873315325796	0.9727769138972263	0.973905785649349	0.9734848553535302	0.9736362295159544	0.9700671906580975
CosteaPI_2017__bugkiller-11-0-0__bin.27	0.9578997598052779	0.970333114801152	0.966640303476626	0.9698213532493762	0.9666334568737629	0.9637028754434643	0.9833887171536172	0.9724465099781971	0.9709873801140649	0.9708639477983556	0.9680956337945611	0.9706565416969022	0.970356391499593	0.9717092426043465	0.97080913672369	0.9669062378479768	0.9691324034536828	0.9693027771081845	0.9741392001203426	1.0	0.9531957458506808	0.9733860157377299	0.9579429362528246	0.9994781036260514	0.9712865418014289	0.9718935972498753	0.9532249964102201	0.9722146917092606	0.9729272505459443	0.97192894476621	0.9996891002082662	0.9709257926336856
CM_madagascar__A29_01_1FE__bin.20	0.9718399561853451	0.9522775812568429	0.9496718163351782	0.9521156817445121	0.9515338964300029	0.9590168675857333	0.951629057002503	0.9526167715183458	0.9511219366252146	0.9537460610670434	0.9514918540727235	0.95270913283847	0.951477034098048	0.9511594277261821	0.9530526312855158	0.9507376778685175	0.9514618582669129	0.949684030487053	0.9518299149677638	0.9531957458506808	1.0	0.9522899391961278	0.9587180347226717	0.9533329968450769	0.9532887085586736	0.9521089161367879	0.9771612593553517	0.9524764472448578	0.9537470827711213	0.9512145378315748	0.9525582232124786	0.9530825339333118
CM_madagascar__A13_01_1FE__bin.7	0.9574006678821428	0.970335389547448	0.9650420080211652	0.9679039692800527	0.9671924013997745	0.9622840253816946	0.9720153956390352	0.9727326843495778	0.9721114131847105	0.9695599696499757	0.9683643107796176	0.9725073208543867	0.9695144570615997	0.9713831672677075	0.97096470523088	0.9658900668510199	0.9686461809048863	0.9697314179621122	0.9714576587389815	0.9733860157377299	0.9522899391961278	1.0	0.9567543310284693	0.9738040364675546	0.9721883136448973	0.9730191012345084	0.9537290595389436	0.9719442676668517	0.972393737203587	0.9717897006477756	0.9735736614475137	0.9709953081299691
YuJ_2015__SZAXPI003411-6__bin.62	0.9578341842429978	0.9559166052038589	0.9539463082462833	0.9561244320111578	0.9550033475018295	0.9580321566401397	0.9557828213334302	0.9587417631962267	0.9561271842150816	0.95691309255079	0.9552341985733526	0.9575384679614133	0.9555585886637409	0.9557767639628414	0.9565487601648937	0.954083430434896	0.9545723891707746	0.9543893492231328	0.9573101216536591	0.9579429362528246	0.9587180347226717	0.9567543310284693	1.0	0.9580733726120799	0.9568669136370487	0.9609113358664305	0.9585750306998462	0.9592567558313683	0.9600232997090178	0.9586700758664115	0.9573072082156839	0.9564442696924321
ZellerG_2014__MMPU29365221ST__bin.37	0.9579569150057121	0.9703453859337071	0.9668522096322211	0.970247387063289	0.967411341013147	0.9633404528221395	0.9836176933967787	0.9724350049143156	0.9707439216420545	0.9708622358034122	0.9684020073298168	0.9709948860876664	0.9709476844711498	0.9714465151313396	0.9711046794825556	0.9677019429933355	0.9690781092859537	0.9698218734732108	0.9739166335301236	0.9994781036260514	0.9533329968450769	0.9738040364675546	0.9580733726120799	1.0	0.9713994761331444	0.971895815086749	0.9536668436891486	0.972455136991697	0.972305994329427	0.9723307856624493	0.9995225844097286	0.9712002985403445
SchirmerM_2016__G89165__bin.16	0.9586590630074057	0.9718737838012863	0.9655265084283465	0.9684882768747117	0.9689707665008651	0.9639554714042085	0.9690320848817183	0.9713301731719575	0.9778962940432327	0.9689864042615057	0.9679076805738117	0.9792274208640465	0.9702137505116842	0.9700441271934795	0.970409199419097	0.9665525739447813	0.9673176509339716	0.9696408627016222	0.9701427790877328	0.9712865418014289	0.9532887085586736	0.9721883136448973	0.9568669136370487	0.9713994761331444	1.0	0.9719961674535601	0.9544823208601504	0.9718365713045788	0.9726435183706953	0.9701988535082309	0.971055367225827	0.9711153860062497
SchirmerM_2016__G88875__bin.38	0.9582666402823227	0.9700392846144024	0.9671494112249579	0.9687157723982233	0.9694873970593313	0.9623947682566045	0.9706029213967344	0.9804535983330662	0.9722680565450023	0.9701891246275	0.9691587520201256	0.9719811076994433	0.9694657746704047	0.9737183892627316	0.9704711150291775	0.967826892767648	0.9676019178509637	0.9705104407835657	0.9754648579451304	0.9718935972498753	0.9521089161367879	0.9730191012345084	0.9609113358664305	0.971895815086749	0.9719961674535601	1.0	0.953122392325828	0.9814799806847461	0.9836002215838089	0.9837052650370627	0.9718318372098229	0.9707555658282497
XieH_2016__YSZC12003_37269__bin.56	0.972806246601524	0.9529152798461081	0.9499466994071564	0.9523224593966252	0.9523654709870076	0.9591241366483121	0.9524973395793139	0.9531330982316634	0.9526678886175948	0.9547595055280376	0.9529472447305619	0.9536575954415607	0.9525354577611006	0.9521636771037961	0.9538100656862717	0.9511912776748973	0.95194885215614	0.950696169334474	0.9534873315325796	0.9532249964102201	0.9771612593553517	0.9537290595389436	0.9585750306998462	0.9536668436891486	0.9544823208601504	0.953122392325828	1.0	0.9524235335502594	0.9539968543655639	0.9520241644953432	0.9529315411960406	0.9543880231684229
FengQ_2015__SID530262__bin.9	0.9575192996662323	0.9699827335188717	0.9668461688636059	0.9694307612146027	0.9682844786160499	0.9629766298797684	0.9703329117571722	0.9796385190243668	0.9720470099744908	0.9698479073453641	0.9702331879756857	0.9712946170110002	0.970787377914673	0.9730102135316063	0.9716675876489685	0.9669022350130978	0.9678126551841301	0.9703497174882948	0.9727769138972263	0.9722146917092606	0.9524764472448578	0.9719442676668517	0.9592567558313683	0.972455136991697	0.9718365713045788	0.9814799806847461	0.9524235335502594	1.0	0.9778726075516555	0.9798768842249544	0.9718680818669443	0.9716576203712635
XieH_2016__YSZC12003_37233__bin.69	0.959470461873899	0.9706051080183575	0.9687866197933312	0.9719499353930064	0.9699875444316324	0.9645937084351511	0.9717570808856958	0.9769077652531759	0.9728172770857075	0.9723108016315714	0.9708757139097554	0.9722302644277167	0.9726828341451619	0.9731835513424774	0.9725705765488546	0.9689171106572481	0.9682340115700769	0.970905841617335	0.973905785649349	0.9729272505459443	0.9537470827711213	0.972393737203587	0.9600232997090178	0.972305994329427	0.9726435183706953	0.9836002215838089	0.9539968543655639	0.9778726075516555	1.0	0.97751386573871	0.971970043263143	0.9726952601220781
BackhedF_2015__SID377_M__bin.66	0.9569224973933524	0.9691991310970745	0.9662176255977724	0.9677539087140875	0.9674588957673456	0.9619561479740164	0.9695438324099008	0.9796338014460426	0.9712217911002081	0.9693761016451233	0.9676965352154225	0.9712635220232959	0.9691048211491573	0.9725663434299872	0.969604031088794	0.9664288650486546	0.9662050339774347	0.9696153520860489	0.9734848553535302	0.97192894476621	0.9512145378315748	0.9717897006477756	0.9586700758664115	0.9723307856624493	0.9701988535082309	0.9837052650370627	0.9520241644953432	0.9798768842249544	0.97751386573871	1.0	0.9716745397112703	0.9698907120596187
CosteaPI_2017__bugkiller-11-2-0__bin.13	0.9575535604583495	0.9702386146526069	0.9658401349334057	0.9701080911646343	0.9664490847586714	0.9627880577798635	0.9835572247506503	0.9717845657795505	0.9703974764890589	0.9704978057077567	0.9678386466804756	0.9704583205435495	0.9704259492053888	0.9714961903084337	0.9706700923527812	0.9668053546329978	0.9688881074519048	0.9692097018368588	0.9736362295159544	0.9996891002082662	0.9525582232124786	0.9735736614475137	0.9573072082156839	0.9995225844097286	0.971055367225827	0.9718318372098229	0.9529315411960406	0.9718680818669443	0.971970043263143	0.9716745397112703	1.0	0.9707529332142905
FengQ_2015__SID530348__bin.27	0.9589302889201446	0.9707612866549813	0.9701571584296363	0.9724740346570533	0.9681237213190488	0.9636887592365203	0.970090758403127	0.9720843195447887	0.9704301573079164	0.9755079037972291	0.9722312454175058	0.9712204466067037	0.9719566298038025	0.9716379942937406	0.9751557217339323	0.9698719884217752	0.9666925169093866	0.9693977784893371	0.9700671906580975	0.9709257926336856	0.9530825339333118	0.9709953081299691	0.9564442696924321	0.9712002985403445	0.9711153860062497	0.9707555658282497	0.9543880231684229	0.9716576203712635	0.9726952601220781	0.9698907120596187	0.9707529332142905	1.0
