	XieH_2016__YSZC12003_37406__bin.6	NielsenHB_2014__V1_UC54_0__bin.7	XieH_2016__YSZC12003_37232__bin.25	FengQ_2015__SID530050__bin.53	LiuW_2016__SRR3992973__bin.13	ZeeviD_2015__PNP_Main_223__bin.49	FengQ_2015__SID31446__bin.57	FengQ_2015__SID532749__bin.26	LiJ_2014__V1.FI15__bin.45	FengQ_2015__SID31424__bin.6	LiuW_2016__SRR3993018__bin.6	FengQ_2015__SID530323__bin.24	XieH_2016__YSZC12003_37546__bin.60	XieH_2016__YSZC12003_37223__bin.36	FengQ_2015__SID530018__bin.34	FengQ_2015__SID31160__bin.20	Obregon-TitoAJ_2015__SM29__bin.51	XieH_2016__YSZC12003_37222__bin.29	XieH_2016__YSZC12003_37754__bin.38	CosteaPI_2017__bugkiller-11-0-0__bin.27	CM_madagascar__A29_01_1FE__bin.20	CM_madagascar__A13_01_1FE__bin.7	YuJ_2015__SZAXPI003411-6__bin.62	ZellerG_2014__MMPU29365221ST__bin.37	SchirmerM_2016__G89165__bin.16	SchirmerM_2016__G88875__bin.38	XieH_2016__YSZC12003_37269__bin.56	FengQ_2015__SID530262__bin.9	XieH_2016__YSZC12003_37233__bin.69	BackhedF_2015__SID377_M__bin.66	CosteaPI_2017__bugkiller-11-2-0__bin.13	FengQ_2015__SID530348__bin.27
LiuW_2016__SRR3993018__bin.6	0.834714799474757	0.8455218491362522	0.8407389767680201	0.5803738481899057	0.6536082559433349	0.5997279770397331	0.8499632722512819	0.8564802522488644	0.7730416258150099	0.5720964157643142	1.0	0.677564976088221	0.7841694621425244	0.8847621684558745	0.7172753692662612	0.591736721446629	0.5599705764758511	0.8657835821281018	0.869899569494996	0.7490781903292894	0.8604309389182929	0.8517294068907661	0.7061341022570777	0.7251819082519141	0.7639743659943405	0.648862059667353	0.8101960569584878	0.718686623970874	0.4475289095422927	0.7949925253090865	0.8723568676757586	0.7792161234300308
FengQ_2015__SID530323__bin.24	0.8636540963957466	0.9112032657209662	0.8602552980701857	0.7024540389042742	0.648472369444309	0.6208867289662058	0.8772319652587245	0.8837344047964314	0.8344996316952541	0.6762851525705618	0.8416308842137142	1.0	0.840462447032131	0.8892134191256676	0.8397258375403917	0.7131951912489766	0.5679239931934204	0.906530158640532	0.9028240119294806	0.7763568885820396	0.8697676985188246	0.8939923977793919	0.7377150476229586	0.756964424584791	0.8235647022891359	0.7027697286864482	0.8414069497950583	0.8023987290278038	0.45211396657794845	0.8283918043852647	0.8842220556794645	0.8712518254825818
XieH_2016__YSZC12003_37546__bin.60	0.8170940977614566	0.848866678392779	0.81654229122515	0.609336523693897	0.6307963817793375	0.5896146685085243	0.8271472728208736	0.8493251765351912	0.7632680246076757	0.5889947575697775	0.8140605024496135	0.7024159366446731	1.0	0.8497407742666174	0.725841706063544	0.6022370419308617	0.5420525916138277	0.85923570772808	0.8465350410556933	0.7351264275111755	0.822027108769702	0.8326626569082531	0.6914865206908682	0.7179893220877056	0.7532641850208925	0.6507230864271679	0.7825796446129953	0.7263484671683155	0.4346433688834739	0.7858491921852612	0.8437835159460828	0.7734799311877408
XieH_2016__YSZC12003_37223__bin.36	0.8607501266168892	0.8605258407920938	0.8563904188598593	0.5790320485469344	0.6356119183833128	0.6050448255411442	0.8717688367252713	0.8711991215390775	0.7616201707394086	0.5738039021841352	0.8333026014723075	0.6742352996697014	0.7709316813701188	1.0	0.7287985431638313	0.6256426324052635	0.5462532347513614	0.8711932832963497	0.874289498023025	0.7592367081457595	0.8818125602981006	0.8765133819821126	0.7121576053085195	0.7343940122982583	0.7554608246615158	0.6619083366700512	0.8311653181136832	0.735482358046777	0.4409741497207617	0.8077145566365495	0.8617596560885817	0.7644483128208297
FengQ_2015__SID530018__bin.34	0.8932441778602066	0.9206501815881128	0.8826211957212816	0.7077216041782324	0.6433801751061461	0.6446443137023816	0.9033374375451644	0.8996498497362243	0.8050832265928115	0.6709679220179076	0.8612945945359191	0.8117692667934113	0.8395778347749765	0.9291741229960954	1.0	0.7288075352088651	0.5776015482286242	0.9106741555610003	0.9091048372840249	0.7887083518126247	0.8900615011490759	0.8961179531871738	0.7425635713466053	0.7653267500534995	0.8093867563183669	0.70080233722975	0.8525256409858792	0.8003454981344962	0.4567764465795995	0.8496363585613135	0.8990655422987102	0.8799074536415318
FengQ_2015__SID31160__bin.20	0.8403819267920691	0.8487620465949028	0.8872420757719768	0.6710519771888331	0.5948524292124401	0.6135495181362038	0.8477487235030172	0.848799346831414	0.7503439910700471	0.6388881213943105	0.7912644227581176	0.7677694182268296	0.7757357817024381	0.8882664507857917	0.811596505382286	1.0	0.5335957704294777	0.8573535344046329	0.8571511460843041	0.7549326109060366	0.8435358690126213	0.8507866205433124	0.7155131683649787	0.7326616067284101	0.7452773756106187	0.6701104915894874	0.8228445989257532	0.7538812968325191	0.421742031564289	0.8048955869675737	0.8398901162662187	0.8189985300943834
Obregon-TitoAJ_2015__SM29__bin.51	0.8155980072132094	0.8232183179200474	0.812698433962517	0.5771981608250982	0.6870105667713073	0.6091306787650914	0.8256653910330548	0.8249337995275541	0.7559379479416454	0.5433432615435911	0.806780952721178	0.6587337736278752	0.7522896655815594	0.8356189055748314	0.6930314978796498	0.5749230079946652	1.0	0.8323970748247679	0.8392076484431167	0.7271587903361451	0.8166600428982038	0.8226035726672055	0.7008348925237748	0.7215256101681544	0.7546652913044061	0.6392144954846738	0.7959886755886595	0.7118876549329213	0.4676417746936321	0.7586469948185757	0.8423483566356019	0.7379986990621041
XieH_2016__YSZC12003_37222__bin.29	0.8392985346556692	0.8746013441638872	0.8625026767512909	0.5875959717812035	0.6461168350390843	0.604571667624749	0.8653545658296985	0.8822577223343159	0.7864789653306676	0.5739754687854778	0.8327322339483112	0.7019522522222625	0.7960889372042842	0.8896810802995576	0.7294461522103879	0.6166842466913863	0.5556945616860129	1.0	0.8839638873334886	0.7564377421186753	0.8621717781230297	0.8841690842305936	0.70107383063853	0.7362583910873994	0.7824873143104714	0.6689056148926243	0.8165256538353188	0.7389930247960328	0.4448251379613763	0.7989343673004584	0.873318490923391	0.7789343772373541
XieH_2016__YSZC12003_37754__bin.38	0.8535142706777838	0.8708341748136887	0.8696348787721119	0.5846093160082891	0.6487316113743604	0.6106754757638735	0.8779404142371512	0.8891981778261056	0.7845336076476388	0.5794480154162517	0.837671226744053	0.6999014100060388	0.7852404511462207	0.8938889126548365	0.7290421648810702	0.6172609093161078	0.5608974773496701	0.8849993981135585	1.0	0.7737767528574683	0.8709858899910762	0.8926806629306597	0.7186200783347743	0.7518223231224874	0.7820290636537193	0.6889326513943371	0.8449033151507253	0.7565438984135069	0.44757370124346757	0.8229493828425555	0.8934854995110294	0.7831119618214974
CosteaPI_2017__bugkiller-11-0-0__bin.27	0.8589817042016614	0.8800324926948844	0.8485249120228712	0.5974803809567548	0.6482378740821961	0.6237994638131268	0.8915978254005614	0.8804854385652695	0.77023301740024	0.5857588996113506	0.8324760466838507	0.6946008163359033	0.7869730701004058	0.8958712462613309	0.7299535572611988	0.6274218826244453	0.5608973954177263	0.8740207700653873	0.8930089039169198	1.0	0.866616339347735	0.8740781776535222	0.7215215307159301	0.8139856366214486	0.772819803321603	0.6801760116652219	0.8355795008984288	0.7538626695676635	0.4526829436314892	0.8127766328153255	0.9380210456218103	0.7848122484830045
CM_madagascar__A29_01_1FE__bin.20	0.8743706788732215	0.7894405560790766	0.7684170810746097	0.5274248419838252	0.5759239490756655	0.6036462759517023	0.7901157923664288	0.7891675592725044	0.6972392857823082	0.5008085603091667	0.7553572222166797	0.6147080884146867	0.695145554460142	0.8219330713410492	0.650714643965909	0.5537921614544834	0.4976078768194874	0.7869264459534345	0.7940411417978064	0.684571236294608	1.0	0.7825067999785956	0.6935719682162788	0.6558775486882096	0.6956321417914576	0.5982924548580281	0.8578530116263989	0.6736468292010445	0.39153954780482453	0.7181947383266656	0.7864443934527928	0.688109764669497
CM_madagascar__A13_01_1FE__bin.7	0.8059730186299936	0.8321316234028885	0.8192890623141165	0.5546774845939708	0.6195360346427466	0.5818701372861595	0.840103262033358	0.8281719764924219	0.741624592543244	0.5287001832068334	0.7846172880630041	0.663008874824526	0.7388879107283066	0.8573113802374551	0.6874729353541602	0.586116253063361	0.5259644531157058	0.8468286183349591	0.8539803469033287	0.7245392467106045	0.8211225582336006	1.0	0.6701686930452783	0.7055285636108402	0.7391068072045492	0.6315101477551215	0.808907658997359	0.7028765852149707	0.41300958861738324	0.768033976540008	0.8358718979752076	0.7488034452401913
YuJ_2015__SZAXPI003411-6__bin.62	0.8500894100640446	0.8097085635351268	0.7969059060645991	0.5654841354669012	0.6204206108522851	0.6166299878002283	0.8135298706892388	0.8192087024659221	0.7188927130371635	0.5437222884203313	0.7767515650312609	0.6533003308769005	0.7327096505478533	0.8317539544136524	0.6802409724814745	0.5885989241244661	0.5350818725711971	0.8017937698771898	0.8208991691995257	0.7141667930965316	0.8690607084959164	0.800244790947508	1.0	0.7003691752056546	0.7163089979992829	0.6279461709934092	0.824114181225989	0.7053144296535708	0.43019736128086805	0.7435871647264655	0.8162380268076772	0.7312493145796647
ZellerG_2014__MMPU29365221ST__bin.37	0.8531320968962907	0.8751277441332324	0.8494541303936411	0.59708080999243	0.6512833554125662	0.6266163181302044	0.8889004542013627	0.8839261213096139	0.7706921839515518	0.5806148277819834	0.8302511118470856	0.6976976485616957	0.7918332465934897	0.8927203586298259	0.7296987367524602	0.6272964373580621	0.5733552942846328	0.8763886260408781	0.8938676901968206	0.838560985995458	0.8553599309235428	0.8768410531794095	0.7289446915215746	1.0	0.7805409017789553	0.6874041919000757	0.8352159822104467	0.7507451741105223	0.45868600965177897	0.8076037329674489	0.9365099829674489	0.7892298684708554
SchirmerM_2016__G89165__bin.16	0.8265277064027993	0.8676882471869166	0.8160451315354477	0.579599376337258	0.6404070392276882	0.6093886555790866	0.8454432577104071	0.8336917539259875	0.7891744979111226	0.5572283668350206	0.8068293034202162	0.7002125428659027	0.766308136965765	0.8471077040242395	0.7118576661091235	0.5886100809474087	0.5531804508570999	0.859179986055966	0.8576721100771286	0.7344065220545956	0.8368471644403129	0.8473324670138491	0.6877147386693813	0.7200058700237092	1.0	0.6610470463851892	0.8130441091911697	0.729107680020425	0.44422659164383577	0.7712338287938847	0.848582301987625	0.7693773519646576
SchirmerM_2016__G88875__bin.38	0.8209335203267535	0.8350163577428322	0.8202705550593595	0.5892569520407037	0.5994717603139081	0.604226670145614	0.8529038756811544	0.8609014822322799	0.7518803877688239	0.577120987084408	0.7878498600058206	0.6869631047598022	0.7610979256776421	0.8533216002488785	0.7086320962999387	0.6084772998685359	0.5387003622788443	0.8444226870854115	0.8686870904292151	0.7431351420514416	0.8275004515941272	0.8323676327435848	0.6931361455939467	0.7290221983602115	0.7600122181299989	1.0	0.800501394924082	0.7429701847521751	0.43817613676277256	0.8010533433018555	0.8405483858018806	0.7598133912711873
XieH_2016__YSZC12003_37269__bin.56	0.8877073651017261	0.795186087597391	0.7890343482111926	0.5277257708986884	0.5977253774483884	0.6139772739268163	0.8052804868803518	0.7943156987629347	0.709414881825763	0.507111854081759	0.7525605457635479	0.6291970830938245	0.7002177411538458	0.8197143550821784	0.6594668460544132	0.571578685741649	0.5131777061463654	0.7885425353361553	0.8149929514818202	0.6983843587191946	0.907669689836411	0.8156315884932102	0.6958950658453472	0.6776221783135953	0.7150930413996083	0.6123818809419392	1.0	0.6820005124450249	0.40940231060885957	0.7295998418521721	0.7914953318561354	0.7009912068656118
FengQ_2015__SID530262__bin.9	0.8915767102934601	0.9142552413124075	0.8732341644325453	0.656693961471796	0.6653446977763137	0.6576422117589102	0.9095048895861734	0.9097245099341806	0.810050846357366	0.6261812935638498	0.8440707662869419	0.7586803122491732	0.8217459332317741	0.9171394267666243	0.7828003293091848	0.6621389687186608	0.5803103684465015	0.902367834961982	0.9227179049432173	0.7966855528032232	0.9012290852569831	0.8961116884739966	0.7530557259332197	0.7701393982523802	0.810826797807922	0.7186535937957859	0.862328376101666	1.0	0.45423190816714687	0.8427469773384562	0.9013407154891194	0.8302595584902982
XieH_2016__YSZC12003_37233__bin.69	0.8171145385625878	0.805879998271031	0.8203121916750139	0.565769419423464	0.6706680398189093	0.6075634879319839	0.8391494975653484	0.8402789653999463	0.7651665354278917	0.5616386868104092	0.8140775668143181	0.6620974274067907	0.761607114331838	0.8516901612263653	0.6919625490266093	0.5737179788351635	0.590428840707449	0.841275001926297	0.845482786421579	0.7409590892091658	0.8113046387112415	0.8155462508621354	0.7114059337466572	0.7287820728459771	0.7651496216000857	0.656451027890902	0.8017586622289794	0.7035306675887835	1.0	0.7712028926404176	0.8407647681208174	0.7386212223435424
BackhedF_2015__SID377_M__bin.66	0.8438745458914739	0.8667875995350015	0.8478063106777683	0.5933655808927515	0.6244269566741002	0.6073562190830547	0.8720559907607868	0.880593258173411	0.7770432239169339	0.5908930389645051	0.834848520190708	0.7003412628624528	0.794945013336429	0.9005884085628716	0.7430395340902125	0.6321076765429112	0.5529602966616344	0.8722876220471758	0.8974562328073441	0.7680177406781968	0.8591133892105387	0.875525577898361	0.709874490560347	0.7407649908025563	0.7668807402653832	0.6928113474377078	0.8248558271542388	0.7535334620414907	0.44521377614870405	1.0	0.8679251424098442	0.7776974331239249
CosteaPI_2017__bugkiller-11-2-0__bin.13	0.8491745121437771	0.867908490056029	0.8481201996018923	0.5913198587938684	0.6489791952645622	0.6083617547627174	0.8831666247300068	0.8780425461946841	0.7627736989877902	0.5756217628843121	0.8414400633783343	0.6866250289612081	0.783994977565963	0.8825492838796309	0.7221951225588504	0.6058405725973408	0.563936631630871	0.8758013846571616	0.8949773168343718	0.8141360591331817	0.8640933335658534	0.8752104514460674	0.7157327247950294	0.7890034603972605	0.7750328227025977	0.667729615669197	0.8219133580302891	0.7402504739672994	0.44581924718297755	0.7971987972067693	1.0	0.7818569552988422
FengQ_2015__SID530348__bin.27	0.8447605720529017	0.8798280995924229	0.8468029036119537	0.6479226014691449	0.6315528277539243	0.6119014301322542	0.8519279054180973	0.8600516612630557	0.7802529045567057	0.6232156691011629	0.8383051371168614	0.7546006644385339	0.8015792919250379	0.8732048322398291	0.7883433162129448	0.6589222935911357	0.5510732938612237	0.8712625332469348	0.8749103874928171	0.7597406711296011	0.8432678638712381	0.874491917924391	0.7151789415887617	0.7416264406078867	0.7837557115816594	0.673224727605765	0.8119054314349005	0.7605342628211185	0.4368388819915817	0.7967282682028705	0.8720522347831016	1.0
