	QinJ_2012__T2D-039__bin.23	QinJ_2012__T2D-062__bin.46	HMP_2012__SRS022071__bin.44	LiJ_2017__H3F516111__bin.34	QinJ_2012__DLF009__bin.6	HeQ_2017__SZAXPI029555-35__bin.92	QinJ_2012__T2D-025__bin.1	QinJ_2012__CON-010__bin.48	HeQ_2017__RSZAXPI003099-133__bin.45	HeQ_2017__SZAXPI029567-80__bin.62	QinJ_2012__T2D-015__bin.36	WenC_2017__RA114__bin.38	QinJ_2012__T2D-102__bin.21	LiJ_2017__H3F416103__bin.2	HeQ_2017__RSZAXPI003079-113__bin.35	YuJ_2015__SZAXPI015257-56__bin.54	YuJ_2015__SZAXPI017594-166__bin.13	YuJ_2015__SZAXPI015233-19__bin.46	QinJ_2012__T2D-091__bin.34	ChengpingW_2017__AS121raw__bin.39	ChengpingW_2017__AS128raw__bin.52	HMP_2012__SRS012273__bin.13	HeQ_2017__SZAXPI029601-32__bin.53	QinJ_2012__T2D-079__bin.15	QinJ_2012__CON-038__bin.47	QinJ_2012__T2D-095__bin.6	HeQ_2017__SZAXPI029569-84__bin.29	QinJ_2012__T2D-060__bin.14	WenC_2017__RA064__bin.5
QinJ_2012__T2D-015__bin.36	0.5639088662261821	0.652296239444377	0.7906740686098093	0.5898990119917046	0.8868035575456673	0.8407047885296393	0.5107544573708919	0.8725351986654233	0.6005789064503878	0.5642613002578883	1.0	0.8415304485108295	0.6818027721496587	0.8117122428325159	0.8646643376526799	0.8240976396364511	0.6829500468255089	0.8711060761814245	0.49163553250843556	0.6224173892641337	0.6304662070940149	0.7425014564622184	0.8783297311161968	0.5635778068959757	0.6845223301009483	0.5292833410547372	0.6497939081106553	0.7958412784258676	0.7685303749420894
WenC_2017__RA114__bin.38	0.5494400712627071	0.6581151766773554	0.8009129488813448	0.5862209750319145	0.8761768645036233	0.8515982355788684	0.5125049531554344	0.8589215869753184	0.5878540787339996	0.5443870685788548	0.8849953108386018	1.0	0.7067862672916093	0.81651525780978	0.8594715309876723	0.8292282696314852	0.6779440039897079	0.8652997874455937	0.4788809998525816	0.6280721325804189	0.6397913767524238	0.7519036322442839	0.877733645177378	0.5714127392543973	0.6977811954695486	0.5292160370365336	0.6485925719919577	0.7933914712675163	0.7634085446244018
QinJ_2012__T2D-102__bin.21	0.5478878648233487	0.6497565779693771	0.7958475794063724	0.5873959417273673	0.8605606758832566	0.812883405183093	0.5102385907536792	0.8359583271393886	0.5403132897279619	0.5028485952133195	0.8495608493137108	0.8374380605520044	1.0	0.801363906644864	0.8430194242108914	0.8212334621673851	0.6511111936970417	0.834219067439671	0.43484589465338686	0.6295841385461572	0.63451637679005	0.7511824240622368	0.8502229820127842	0.5566739755215302	0.6744450225459592	0.5183185917447104	0.6571267528863782	0.7736007878697785	0.7500396412467172
LiJ_2017__H3F416103__bin.2	0.5455947271382074	0.6599254342776822	0.7961367353228264	0.6190442186330548	0.8732452518579686	0.841821126024017	0.512397732531981	0.8588491493773484	0.5827159791207387	0.5449917799452139	0.8767383724613669	0.8386120295213254	0.6946434880092434	1.0	0.8593849831249953	0.8184216206232637	0.6649240436870946	0.8781370166623893	0.47666116515384016	0.6444388725370708	0.6456764444692615	0.7448969620696283	0.8542387241358205	0.5558389234359077	0.6813856295617009	0.5162860171015797	0.6562191613718633	0.7808654735148869	0.7871123930077454
HeQ_2017__RSZAXPI003079-113__bin.35	0.5614997388760176	0.6535524960024842	0.7855179026199104	0.5815100023591896	0.8765609467407897	0.8380139051041169	0.5178138982483521	0.8724288361532707	0.6598542545061531	0.5502996372493865	0.8768654233535578	0.8287923973601272	0.6860997352464949	0.8068731058429264	1.0	0.8264458102203323	0.6897892457247249	0.8571243494584954	0.49297284108942135	0.6249523625167109	0.6350247916553244	0.745162653019662	0.8583730060310566	0.5668663912262342	0.6784358975910052	0.5293441856057169	0.6472628359072697	0.797752922269742	0.764013989792976
YuJ_2015__SZAXPI015257-56__bin.54	0.5652974718003164	0.6745474159421997	0.8046848295754196	0.5945281975505616	0.882084715566204	0.839901305773463	0.5362315208285452	0.8775632743148116	0.5835112172163515	0.5463579708066019	0.8840550806356574	0.8458699921665324	0.7070197788391857	0.812848913259677	0.8742379166495582	1.0	0.6879762937619682	0.8805244210619494	0.4690290072932836	0.6355485853632005	0.6550858615241294	0.7587243979188252	0.8748586216403141	0.5879393394184463	0.699479599655946	0.5520104389354803	0.6636461512291185	0.8013418746037273	0.7817448742512478
YuJ_2015__SZAXPI017594-166__bin.13	0.5748055260951475	0.6630746766514813	0.7564855319382682	0.5432067987847757	0.8117084548386532	0.7752710441378953	0.5205876440935889	0.819092034583065	0.5842909391186667	0.5432973430098952	0.829328964675076	0.7828176034875222	0.6345375514064838	0.7475530423161455	0.8259788283456545	0.7787726911373501	1.0	0.8319988120597664	0.4747481210564218	0.5694676422102691	0.5984629212343713	0.7245861978004996	0.8221753672624678	0.575241345632056	0.6975122672334333	0.5400317146239185	0.6155383548355746	0.7705385993049826	0.7120802294269939
YuJ_2015__SZAXPI015233-19__bin.46	0.5304715543850977	0.6227445408866424	0.7450566933206622	0.5562948731493225	0.8264269894529724	0.7913975492729229	0.487829304798723	0.8273563019481621	0.5671430667981598	0.536298879136313	0.837731712645486	0.7912785169625823	0.6438405081771373	0.7818587110378328	0.8128161945131365	0.789359180713515	0.6588988124973408	1.0	0.4633182096966875	0.5907975116988683	0.5881061385775113	0.69897493581099	0.8313704156426621	0.5302158022323578	0.6470639413844749	0.499315205684486	0.6091485652304232	0.7404507643643078	0.72793468424648
QinJ_2012__T2D-091__bin.34	0.5405644258032835	0.5798280251992022	0.7589569508023585	0.49673237788040125	0.8279705426304442	0.8035962342462942	0.42684596264517627	0.8147714009908816	0.8266159005216759	0.7820144562427895	0.831650191213914	0.7702893602994845	0.590333018287248	0.7465162742044527	0.8223089626687206	0.7395992748334236	0.6613369501969318	0.8149723690008107	1.0	0.5428557974646078	0.5279833238595276	0.696307065665246	0.7937303026124158	0.4804354699287951	0.6317517683503132	0.4472177282374349	0.5414969510041673	0.7563435258029472	0.7063193087373155
ChengpingW_2017__AS121raw__bin.39	0.5487891489528256	0.6805459682182735	0.8193778865792302	0.6508379530461639	0.8944421118551676	0.8807672874516976	0.5237907501369902	0.8729563552778589	0.5712164018189452	0.5183360494161016	0.891063969086471	0.85499889696202	0.7233445534831092	0.8541634346467787	0.882243935070203	0.8481550800236264	0.671364422399499	0.8794920332192341	0.4594245699930971	1.0	0.6505903032286989	0.7668875114751532	0.8898933255527643	0.5667010624746479	0.6756712519836893	0.5303492004753737	0.6762035567637577	0.7929007052326699	0.80375246404452
ChengpingW_2017__AS128raw__bin.52	0.5742887959613637	0.6971214292653628	0.8158354364942323	0.6092744254452803	0.8848366058493284	0.8624983069525216	0.5652863927203567	0.89293699594165	0.5579603724066234	0.5158614615591354	0.8994063874160656	0.8678834389109469	0.7264425296363085	0.8527881921373103	0.8933043251955958	0.8711475635362603	0.7030618098837098	0.8724005959527124	0.44526333181815925	0.648297840203265	1.0	0.7702142777619012	0.8825595899527648	0.6118904054024347	0.7132860438284785	0.5827529696584618	0.6886842025019518	0.8280707626478624	0.7993602230638805
HMP_2012__SRS012273__bin.13	0.5617317308722908	0.6564259776465776	0.8998882721692203	0.5618602375184413	0.8461001038715293	0.8106333918627796	0.5256471768661102	0.8256344384343738	0.5619876218358044	0.5213234052128806	0.8382157441404617	0.8071412658409695	0.680562780547124	0.7785505011478617	0.8295148902166039	0.7984392895883242	0.6736133206959111	0.820514374506526	0.46468844994610015	0.6047320748660641	0.6095030945410489	1.0	0.8204133649156653	0.5839342001078558	0.679750775669483	0.5180652847432308	0.6359990325525853	0.7896823192250993	0.7355748483874099
HeQ_2017__SZAXPI029601-32__bin.53	0.5636680142067797	0.6467365984881501	0.7786277132394563	0.5792148199355786	0.8653967729169484	0.8398195598703556	0.5079229347319698	0.8507441527278921	0.5781553227834468	0.5380106500753922	0.8851470020989566	0.8411034800599129	0.6876301828947565	0.7970198824784719	0.8529989029320268	0.8218546961021524	0.6823141621957389	0.8712012142889346	0.4728608426884678	0.6264243098240183	0.6234587196866093	0.7323725222043552	1.0	0.5577433462076014	0.6896194326305085	0.5208002083928204	0.6381333814239842	0.7730041127525384	0.7547552135775937
QinJ_2012__T2D-079__bin.15	0.7261993630523408	0.7934403780996425	0.8255295507719274	0.5576226358991213	0.8882250757060024	0.8410526068687058	0.6901132264450652	0.8929200215967511	0.5905936759078851	0.5360603144048764	0.8871593229888025	0.8553158524848001	0.7032551624842523	0.8100816138094009	0.8799197164252682	0.8627393444290554	0.745692778390729	0.8678936125261156	0.44708013490144527	0.6231241734939005	0.6751919059132844	0.8142413358686041	0.871212939270875	1.0	0.837495402865482	0.6517782107561211	0.6650023083483962	0.9094978755369844	0.7737888995829323
QinJ_2012__CON-038__bin.47	0.6690327515746781	0.7109364283569345	0.7787850664781708	0.5317672850040719	0.8414644846288926	0.805562317955841	0.6051768817357112	0.8353931535949126	0.5889901669894082	0.5354585257527993	0.850869919291954	0.8247525682360516	0.6728006099753712	0.7841526273057897	0.8315703034924056	0.8104942703589784	0.7139856873283054	0.836351492128772	0.46422079230066743	0.5866564180259092	0.6215057098687243	0.7484568339856132	0.8506036111629447	0.6613178483291791	1.0	0.60033081524889	0.6312658101142715	0.8340634666027362	0.7106293398647822
QinJ_2012__T2D-095__bin.6	0.7364071667236707	0.8113464354933481	0.8481157971357661	0.580330097257667	0.9326975190086559	0.887800257833671	0.6788716707446482	0.9247344927078676	0.6274066668420637	0.5712322520104888	0.9337893656765504	0.8878151665833531	0.7338744332482657	0.843302024959001	0.9209020670542941	0.907835863435853	0.7845887377550931	0.9160128741438431	0.46642549571592695	0.6535750304752383	0.7206942215440203	0.8096301753093565	0.9117463407789382	0.7304875161146045	0.8520710007278978	1.0	0.6975330404202513	0.9166855218500881	0.7900672647706245
HeQ_2017__SZAXPI029569-84__bin.29	0.5600233822219819	0.6851319596506082	0.8235436250247272	0.6064223078444754	0.8934520880064123	0.84255194775415	0.5359655673508613	0.8752117644884558	0.5539279874108364	0.5214557212861044	0.8947711026949106	0.8492531173443928	0.7261891153566302	0.8365989271283742	0.878884060183211	0.8518678740180116	0.6979969731795784	0.8722191686305861	0.44079321587006715	0.6504090862109917	0.6647560233521043	0.7757722943942218	0.8719467411028112	0.5817169642264325	0.6993153033768008	0.54442793299378	1.0	0.8076935450419217	0.7802974662186444
QinJ_2012__T2D-060__bin.14	0.6022894394857451	0.6844942750643087	0.7814481065731139	0.5455021418372203	0.8672536887196574	0.837373856216141	0.5505430800742289	0.8526303686313098	0.6005305124900395	0.542288049029622	0.856207049612544	0.8116498831482066	0.667933942638337	0.7777869286428614	0.8463214413682089	0.8036547604404537	0.6826668948440817	0.8283514003497532	0.48103203931782085	0.5958596494980988	0.6244902106541026	0.752568867687404	0.8252325003075046	0.6215932488007316	0.7218980795661777	0.5590002620475002	0.6310483504377262	1.0	0.732540951606779
WenC_2017__RA064__bin.5	0.5605193047446826	0.6763436749761592	0.820785771279476	0.6493252866894936	0.8862953962839397	0.8562791277637897	0.5281935971460133	0.8924591691756326	0.5983332230812777	0.5574336131393912	0.9050841028048708	0.8548969767715505	0.7088859839586186	0.8582162466258481	0.8872455153268894	0.8582074654886673	0.690587850301515	0.8914282636706207	0.4917354863901155	0.6611850905657218	0.6598971904458886	0.767354893171612	0.8820154700220757	0.5788988102729938	0.6732796435092469	0.5273892449802629	0.6673471072299785	0.801876470474597	1.0
