	QinJ_2012__T2D-039__bin.23	QinJ_2012__T2D-062__bin.46	HMP_2012__SRS022071__bin.44	LiJ_2017__H3F516111__bin.34	QinJ_2012__DLF009__bin.6	HeQ_2017__SZAXPI029555-35__bin.92	QinJ_2012__T2D-025__bin.1	QinJ_2012__CON-010__bin.48	HeQ_2017__RSZAXPI003099-133__bin.45	HeQ_2017__SZAXPI029567-80__bin.62	QinJ_2012__T2D-015__bin.36	WenC_2017__RA114__bin.38	QinJ_2012__T2D-102__bin.21	LiJ_2017__H3F416103__bin.2	HeQ_2017__RSZAXPI003079-113__bin.35	YuJ_2015__SZAXPI015257-56__bin.54	YuJ_2015__SZAXPI017594-166__bin.13	YuJ_2015__SZAXPI015233-19__bin.46	QinJ_2012__T2D-091__bin.34	ChengpingW_2017__AS121raw__bin.39	ChengpingW_2017__AS128raw__bin.52	HMP_2012__SRS012273__bin.13	HeQ_2017__SZAXPI029601-32__bin.53	QinJ_2012__T2D-079__bin.15	QinJ_2012__CON-038__bin.47	QinJ_2012__T2D-095__bin.6	HeQ_2017__SZAXPI029569-84__bin.29	QinJ_2012__T2D-060__bin.14	WenC_2017__RA064__bin.5
QinJ_2012__T2D-015__bin.36	0.5766337728237074	0.6659840017815565	0.8122396511648715	0.6053434765405195	0.9048741278624702	0.8593400486349022	0.5232979275487095	0.8921879939792934	0.6157285989529379	0.5768410577196474	1.0	0.8613572239531864	0.7011662633641593	0.8307247912735545	0.8863432558342993	0.8449618337306708	0.7077521568565072	0.8971404626081908	0.5039021257389185	0.6398859883363722	0.64279791860116	0.7624475325641092	0.899686537517075	0.5769300361282164	0.699493568700279	0.5373937975587109	0.6646344130705802	0.8152644199701351	0.7873883296118155
WenC_2017__RA114__bin.38	0.562915267846781	0.6737352594617031	0.8229661219851097	0.601465193039758	0.8979717939361876	0.8713857648142476	0.5253481323336759	0.8794022965912881	0.6024505965219701	0.5589862001691653	0.9058461348659276	1.0	0.7279925684371866	0.8385213824714233	0.880262237561176	0.8504842330215241	0.7030119367125267	0.8908073617220148	0.49142411452218127	0.6440084854479169	0.6540496685175873	0.7729159892562268	0.89884375839684	0.5861206050220553	0.714128438064908	0.5389085388740367	0.6664448419747381	0.8145407915220798	0.7845615242022413
QinJ_2012__T2D-102__bin.21	0.562187825182102	0.6677499876121104	0.8187880927605173	0.6042831128288985	0.8838406174124176	0.8352423071205589	0.5232935682077201	0.8581078737426292	0.5564286953074674	0.517301546008622	0.8736887418859323	0.8625644170259155	1.0	0.8236057430256182	0.8677357415390714	0.8435192755562162	0.6784878103166344	0.8635207621029681	0.4469278033794163	0.6488231504880828	0.6504434864476488	0.7728042465685546	0.875212452306625	0.5712105445716268	0.6926750408800357	0.5293834547346514	0.6760833209454438	0.7939355086467469	0.7711665675635498
LiJ_2017__H3F416103__bin.2	0.5585583602413506	0.6753072990435529	0.8177075335647763	0.635496677079094	0.8958082552759221	0.8627594471570208	0.525252910307444	0.8790723096367391	0.59849300785281	0.5588547332160011	0.8972740129222913	0.8612136902837986	0.7139233016808428	1.0	0.8823399290637728	0.84088636995723	0.689918701456845	0.9067515052203522	0.48782615792169526	0.6616413908483032	0.6590846370343804	0.7646562341947836	0.8769633367301685	0.568400949682097	0.6968426613863598	0.5254155932989641	0.6734227534982212	0.7995305280271117	0.8078354142080775
HeQ_2017__RSZAXPI003079-113__bin.35	0.5745559379996895	0.6691352460917099	0.8084625342536189	0.5963416429235401	0.8987181736242598	0.8574812525078993	0.530564108458199	0.8935007349783136	0.6609083283427398	0.5644925826674168	0.8988502479165532	0.8488409724700715	0.7062153557032905	0.8284254123036782	1.0	0.8479643419574822	0.7155664172378123	0.8834857732798583	0.5055340136671688	0.6410200571448159	0.6486128166506363	0.7666529551370851	0.8806038315659575	0.5804876868447956	0.6942495256415685	0.5385546031419567	0.6649391147594534	0.8169319242720287	0.7849054206919079
YuJ_2015__SZAXPI015257-56__bin.54	0.5784543912478464	0.6916397330115337	0.8277895596780652	0.610079950428921	0.903014311942652	0.8604352293808895	0.5492737911583667	0.898937602617626	0.5990725686254957	0.5608032263861479	0.9064372546708851	0.8675525399578837	0.726206175374756	0.8351606980691488	0.8970008324059198	1.0	0.7152323884290778	0.9083868229236378	0.48126500103717457	0.6518058302542491	0.670223811075318	0.7802432374351232	0.8972290641379159	0.6021041045983895	0.7153651681049354	0.5623368583048888	0.6819121553127602	0.8212620254926313	0.8032034563242852
YuJ_2015__SZAXPI017594-166__bin.13	0.5950723418177296	0.6862612418200837	0.7873031643999423	0.5644321760372897	0.8434285114106851	0.8044625023164231	0.5391148034375417	0.8486728329296067	0.6071364543726523	0.5638309623824962	0.8594469920906601	0.8117633850018924	0.6612173127801967	0.775653744396067	0.8568453546888931	0.8096259376609046	1.0	0.8662106457070871	0.49439802879185635	0.5919262318089107	0.6183892906705041	0.7542007993244193	0.8523513429821283	0.5958691309987812	0.7236034911438693	0.5571258606983133	0.6384852796216941	0.8002594393863758	0.7394451087707776
YuJ_2015__SZAXPI015233-19__bin.46	0.5463281878549756	0.640757141102048	0.770511442160097	0.5737806717342243	0.8519281083088855	0.8136618497621027	0.501550049262167	0.852968326410497	0.5853406690380707	0.5532564419664903	0.8627686532952111	0.8146040693752812	0.6664552130176412	0.8073359278233962	0.8378148918503023	0.8143368442287734	0.6859927653213466	1.0	0.47843626919276494	0.6099076949847242	0.6042868841213288	0.722655672989083	0.8567668434304443	0.5463893771550704	0.6654541943114028	0.5109937572572661	0.6288314421218537	0.7632868023762482	0.7517029030020522
QinJ_2012__T2D-091__bin.34	0.5542176374234388	0.5942792227667325	0.7796928132494256	0.5105302191980787	0.8490999323940251	0.8233768679934479	0.4363948861629741	0.8347412305632822	0.8473433542653989	0.8018632004870321	0.8524003484566666	0.7904652031038206	0.6067350350306582	0.7640021728089442	0.843261769662071	0.7588938855272761	0.6887098021936625	0.8415648933271894	1.0	0.5583631281721834	0.5388549364133853	0.7157790999996636	0.8150867273662932	0.492419553935105	0.6471556720067538	0.4552488808015849	0.5562071366347023	0.7759416906875293	0.7249681310143251
ChengpingW_2017__AS121raw__bin.39	0.5627287024715167	0.6968737768732076	0.8435187623202226	0.6688174721216046	0.9178941225866597	0.9033219234135823	0.537203691974865	0.8957330221105743	0.587059585400047	0.5338120280954448	0.9160723308259975	0.8766931632994357	0.745448722966674	0.8769642971513154	0.9049266657652593	0.8698507696358552	0.6978416037460593	0.9079404501818233	0.4725485870439294	1.0	0.6658470975868376	0.7895012133417781	0.9128991396303755	0.5801780516791084	0.6913955921179041	0.5402295742273396	0.695550842934508	0.813964460827919	0.8269041637904655
ChengpingW_2017__AS128raw__bin.52	0.5862355062726079	0.7110118644512505	0.8356045580029202	0.6227315823026722	0.9033881514332578	0.8796989602029246	0.5766154509462983	0.9105234158216794	0.570254556336465	0.5264643708351918	0.916998480334766	0.8872249551298098	0.7446770941844971	0.8704972914785996	0.9124189198676197	0.891278341260223	0.7264708948296634	0.896403222569617	0.45443167144029234	0.6635008747116501	1.0	0.78895799753081	0.9005736151226191	0.6247100545391755	0.7268070223709189	0.5921851055787953	0.7044431948000928	0.8455189022102868	0.8164679803060463
HMP_2012__SRS012273__bin.13	0.5763831720266284	0.6753288002473613	0.9001913009418022	0.5782125679499935	0.8686488115379889	0.8320524756047809	0.5390483437513504	0.8469699086817182	0.5786429810399386	0.5361286054110838	0.8607330266008758	0.8296972686445467	0.7001519072013666	0.7992024731637157	0.853437889483162	0.821084517530495	0.7011446070137692	0.8483127750757712	0.4776833338103231	0.6225641958037249	0.624335791794542	1.0	0.8441640867133667	0.598770264347711	0.6973752657814859	0.5284406532178008	0.6535544994441667	0.8104111707628862	0.7566269306159509
HeQ_2017__SZAXPI029601-32__bin.53	0.577080797302916	0.6620424500182844	0.8011877388878035	0.5950191110242807	0.8863377466524398	0.8600176332386549	0.5200648221898279	0.8720453054006803	0.5940968726048602	0.5524568812211018	0.9066695721434905	0.8613326119735701	0.707840779870055	0.8182223491281064	0.8750905456786041	0.8428698095910792	0.7073568676956062	0.8978143801065007	0.4855838255110884	0.6426188365068154	0.6361842072306297	0.7535744879097098	1.0	0.5723027907605837	0.7056160863227183	0.5299795113789493	0.6552571597461214	0.7934671856449407	0.7745349984721199
QinJ_2012__T2D-079__bin.15	0.7434368568902243	0.810651267244145	0.8466732395909137	0.5725901233988279	0.9092576508055744	0.8600867000007825	0.7053365884958176	0.9126387943378953	0.604670688670313	0.5477843767850575	0.9081778132507022	0.8773312362575021	0.7216194433359155	0.8283895553103751	0.9010634052442545	0.8835246523783813	0.7724328427114877	0.8943676299130653	0.4582321963739368	0.6379429877070667	0.6893377778821099	0.8349288324452061	0.8939552571656612	1.0	0.8579066801255115	0.6633035204269271	0.6816247642745917	0.9273535372504832	0.79247400173713
QinJ_2012__CON-038__bin.47	0.6853621975919814	0.7267437621491498	0.7987495257738074	0.5436195414557107	0.8601845249643789	0.8224651605943059	0.6178181764257371	0.8540470803113642	0.6028548725737228	0.5487152331957099	0.8694793583395225	0.8440744278700416	0.6909861803999688	0.8019408981318886	0.85095333367111	0.8289010433594122	0.7406931178812006	0.8601215007667944	0.4755398146099976	0.6003091892987384	0.633286909627008	0.7678627258830494	0.8703345101969444	0.6774353600349969	1.0	0.6108947829557855	0.6470855015922878	0.8541409987234511	0.7273412562576231
QinJ_2012__T2D-095__bin.6	0.7492102747594868	0.8250791479211064	0.8648565690582055	0.5921211642856516	0.9473589588430811	0.9027116384715901	0.6913038140089628	0.9388785112297965	0.63785594639866	0.5807984073947399	0.9480982574302578	0.9040753505748639	0.749540898208319	0.8582142825821955	0.9369254650214422	0.9248186832943075	0.8094240837696335	0.937437624422286	0.47480158208143686	0.6657510940391311	0.7323590026923448	0.8258447560665456	0.9278162189656836	0.7434046322362248	0.8670648179817061	1.0	0.7105492558779938	0.9320327641698896	0.8053513641505959
HeQ_2017__SZAXPI029569-84__bin.29	0.5737330579853095	0.7015741245869951	0.8465986601767768	0.6239096909590339	0.9147322372802698	0.8644234974903128	0.5491187517069501	0.8969936458674866	0.5689409345633185	0.5346828306999813	0.9152065897344105	0.8726284944135244	0.7471379708529925	0.8585313965880847	0.9028857467697146	0.8753144381798281	0.7240179090297405	0.9004024124210525	0.4527677062492	0.6690183505266134	0.6799674729745732	0.7971859194668635	0.8953447063840447	0.5962576123986012	0.7168403335115292	0.5545871525094477	1.0	0.8281920052787968	0.8007747072259691
QinJ_2012__T2D-060__bin.14	0.6160303547267486	0.7001342324949597	0.801539662760911	0.5593639198027691	0.8875169127595741	0.8563273775462727	0.5633555984576633	0.8719668001861072	0.6146088807363	0.5557744038419372	0.8771034659792822	0.833285915214264	0.685491125146399	0.7963783965901737	0.8666680927755108	0.823632406184321	0.7089983902796421	0.8538983576574023	0.4934964088796667	0.6116889228778163	0.6376487386958591	0.7723235056607608	0.8470781703736583	0.6337966404440903	0.7392755723598714	0.5683591013375119	0.6470637310216109	1.0	0.751262908513335
WenC_2017__RA064__bin.5	0.574002448181046	0.6922767556859327	0.8446587562280216	0.6669771286500992	0.9097463012386672	0.877490257328298	0.5406657389883076	0.9143060530720223	0.6152462787004152	0.571704131876289	0.9272927695531045	0.8785849724301563	0.7288537044983424	0.8808112834100317	0.9115066265388211	0.8817649149078537	0.7171267884981153	0.9205348063788522	0.5047186904163254	0.6802302062923288	0.674020186078151	0.7893165172604959	0.9051303501273558	0.592877795255493	0.6891132046643059	0.5375917555659238	0.6848602072231292	0.8223704738360164	1.0
