	QinJ_2012__T2D-039__bin.23	QinJ_2012__T2D-062__bin.46	HMP_2012__SRS022071__bin.44	LiJ_2017__H3F516111__bin.34	QinJ_2012__DLF009__bin.6	HeQ_2017__SZAXPI029555-35__bin.92	QinJ_2012__T2D-025__bin.1	QinJ_2012__CON-010__bin.48	HeQ_2017__RSZAXPI003099-133__bin.45	HeQ_2017__SZAXPI029567-80__bin.62	QinJ_2012__T2D-015__bin.36	WenC_2017__RA114__bin.38	QinJ_2012__T2D-102__bin.21	LiJ_2017__H3F416103__bin.2	HeQ_2017__RSZAXPI003079-113__bin.35	YuJ_2015__SZAXPI015257-56__bin.54	YuJ_2015__SZAXPI017594-166__bin.13	YuJ_2015__SZAXPI015233-19__bin.46	QinJ_2012__T2D-091__bin.34	ChengpingW_2017__AS121raw__bin.39	ChengpingW_2017__AS128raw__bin.52	HMP_2012__SRS012273__bin.13	HeQ_2017__SZAXPI029601-32__bin.53	QinJ_2012__T2D-079__bin.15	QinJ_2012__CON-038__bin.47	QinJ_2012__T2D-095__bin.6	HeQ_2017__SZAXPI029569-84__bin.29	QinJ_2012__T2D-060__bin.14	WenC_2017__RA064__bin.5
QinJ_2012__T2D-015__bin.36	0.9779324292172258	0.979447310595204	0.9734492369042388	0.974486444229847	0.9800297414188536	0.978314451729713	0.976029963969903	0.9779723607059364	0.9753955029402361	0.9781919866947594	1.0	0.9769819363081879	0.972383880648228	0.9771133007696915	0.9755411709414843	0.9753075307530753	0.9649565037835317	0.9709807020061514	0.9756567940401218	0.9727004507198933	0.9808155702588753	0.9738394115660495	0.9762619473446631	0.9768564151697707	0.9785970318109591	0.9849077965901019	0.9776711758102286	0.9761756540963985	0.9760499946969965
WenC_2017__RA114__bin.38	0.9760617674563736	0.9768156964252876	0.9732028178139709	0.9746548625186432	0.9757287148886625	0.9772918837621851	0.9755530125876909	0.9767106480215524	0.9757714277780815	0.9738828407823084	0.9769819363081879	1.0	0.9708701680964934	0.9737560363734752	0.9763812354019573	0.9750072222802737	0.9643420951854058	0.9713657796595747	0.9744759886645051	0.9752544365057333	0.9781999862526036	0.9728141773439529	0.9765141460657036	0.9749064174819368	0.9771088200329119	0.9820145699347166	0.9732126818929495	0.974035284083142	0.9730384693547796
QinJ_2012__T2D-102__bin.21	0.9745637316956814	0.9730536728168605	0.9719823559270363	0.9720542064753799	0.9736604755761092	0.9732306400827004	0.9750522875739631	0.974187922892916	0.9710377884616455	0.9720608784048335	0.972383880648228	0.9708701680964934	1.0	0.9729945589026054	0.9715163083125496	0.9735799595401826	0.9596505402111548	0.9660671799113	0.9729667551790852	0.9703478337241005	0.9755134612161565	0.9720216049506403	0.9714475379915117	0.9745512942850203	0.973681716160993	0.9790985855508325	0.9719611955038968	0.9743874400936813	0.9726039390120583
LiJ_2017__H3F416103__bin.2	0.9767909066878139	0.9772224218697825	0.9736203992790521	0.9741108662886186	0.9748126864370057	0.9757309859637004	0.9755257371768989	0.9769948842231788	0.97363874176463	0.9751939950637779	0.9771133007696915	0.9737560363734752	0.9729945589026054	1.0	0.9739840109433398	0.9732844411128833	0.9637715897293823	0.9684428551888544	0.9771127632527502	0.9740002385745898	0.9796563418236384	0.9741592741397542	0.9740871577606897	0.9778993573933767	0.9778184765641252	0.9826240859353604	0.9744535033350289	0.9766549820701882	0.9743474712350326
HeQ_2017__RSZAXPI003079-113__bin.35	0.9772760174246445	0.976712106886849	0.971619424943555	0.9751289537795165	0.9753457451582216	0.9772970576944444	0.975968577582644	0.9764164728688731	0.9984051134001747	0.9748571622483261	0.9755411709414843	0.9763812354019573	0.9715163083125496	0.9739840109433398	1.0	0.9746233058721838	0.963976549357094	0.9701620279367956	0.9751526658184124	0.9749341780354385	0.9790506375352265	0.971968669821953	0.9747550206596668	0.9765347380706746	0.9772219822030852	0.9828978946934894	0.9734166956645675	0.9765231331614601	0.9733835053903491
YuJ_2015__SZAXPI015257-56__bin.54	0.9772550443965898	0.9752872539654269	0.9720886427806226	0.9745086642047068	0.9768225197545073	0.9761354220442586	0.9762554293691738	0.9762226785924025	0.9740242631291763	0.9742418465160549	0.9753075307530753	0.9750072222802737	0.9735799595401826	0.9732844411128833	0.9746233058721838	1.0	0.9618919737024573	0.9693276023401425	0.9745753509656403	0.9750581474782034	0.9774135903543906	0.9724203447286048	0.9750671892031318	0.9764745580178511	0.9777937630216583	0.9816365951886268	0.9732135525942284	0.9757444636783797	0.973283752822431
YuJ_2015__SZAXPI017594-166__bin.13	0.9659422656736585	0.966213208971109	0.9608567145984198	0.9623951678277255	0.9623915291659062	0.9637130903000798	0.9656341112768216	0.9651446385476613	0.962371695704565	0.9635819585255923	0.9649565037835317	0.9643420951854058	0.9596505402111548	0.9637715897293823	0.963976549357094	0.9618919737024573	1.0	0.9605040254159039	0.960254882521574	0.9620584654104469	0.9677769816897587	0.9607337972189274	0.9645967875006993	0.9653820204913964	0.9639426505955753	0.9693172633326183	0.9640603698808599	0.9628609940494015	0.962992683271279
YuJ_2015__SZAXPI015233-19__bin.46	0.9709759924119327	0.9718885689132932	0.9669638275999204	0.9695252917250561	0.9700665835447854	0.9726369123786628	0.972643319478029	0.9699730650373424	0.9689110919461377	0.9693495429173795	0.9709807020061514	0.9713657796595747	0.9660671799113	0.9684428551888544	0.9701620279367956	0.9693276023401425	0.9605040254159039	1.0	0.9684011006908294	0.9686670893923801	0.9732234043647243	0.9672309537401906	0.9703578307417963	0.9703991775848115	0.9723643594342991	0.977145412430351	0.96869928000894	0.9700819692665354	0.9683808341558217
QinJ_2012__T2D-091__bin.34	0.9753648915187376	0.9756828153939975	0.973405087112899	0.9729735071523277	0.9751155441692159	0.9759762090531415	0.9781186172877567	0.9760766225014128	0.9755383061194921	0.9752467200986565	0.9756567940401218	0.9744759886645051	0.9729667551790852	0.9771127632527502	0.9751526658184124	0.9745753509656403	0.960254882521574	0.9684011006908294	1.0	0.9722271584115175	0.9798246024686734	0.972796028363462	0.9737985860438629	0.9756628592212866	0.9761975297092353	0.9823587648364801	0.9735526844917199	0.9747427350279155	0.9742763557745394
ChengpingW_2017__AS121raw__bin.39	0.9752286431144025	0.9765699195510051	0.9713807483373702	0.9731174500893247	0.9744502005684452	0.975031452932469	0.9750319254349012	0.9745720362312336	0.9730126481619313	0.9710085613196857	0.9727004507198933	0.9752544365057333	0.9703478337241005	0.9740002385745898	0.9749341780354385	0.9750581474782034	0.9620584654104469	0.9686670893923801	0.9722271584115175	1.0	0.9770866398405396	0.971356976424512	0.9747991721331603	0.9767709427037847	0.9772571009802832	0.9817107869999578	0.9721842243923899	0.974122020543963	0.9720019552933198
ChengpingW_2017__AS128raw__bin.52	0.9796213122824928	0.9804638489449002	0.9763415346178391	0.9783901166412158	0.979464479853431	0.9804471142645943	0.9803524893282878	0.9806853732979959	0.9784408843502731	0.9798601579452836	0.9808155702588753	0.9781999862526036	0.9755134612161565	0.9796563418236384	0.9790506375352265	0.9774135903543906	0.9677769816897587	0.9732234043647243	0.9798246024686734	0.9770866398405396	1.0	0.9762424364445627	0.979997165287369	0.97947904144716	0.9813967420150489	0.9840723182135515	0.9776291510593512	0.9793639864031273	0.9790466280921966
HMP_2012__SRS012273__bin.13	0.9745803800919075	0.9720094528859721	0.999663372916107	0.9717191715677711	0.9740416295205241	0.9742575325835876	0.975139211462967	0.9748096478651144	0.9712165190802088	0.9723849836610543	0.9738394115660495	0.9728141773439529	0.9720216049506403	0.9741592741397542	0.971968669821953	0.9724203447286048	0.9607337972189274	0.9672309537401906	0.972796028363462	0.971356976424512	0.9762424364445627	1.0	0.9718648042821018	0.9752224431919356	0.9747273943072061	0.980366066820575	0.9731384805605165	0.9744218092178152	0.9721764037510494
HeQ_2017__SZAXPI029601-32__bin.53	0.9767575300394276	0.9768808608425161	0.9718417737150289	0.9734390193594012	0.9763735959406195	0.9765143497206711	0.9766531268030543	0.9755733417279268	0.9731667501437661	0.9738509345493552	0.9762619473446631	0.9765141460657036	0.9714475379915117	0.9740871577606897	0.9747550206596668	0.9750671892031318	0.9645967875006993	0.9703578307417963	0.9737985860438629	0.9747991721331603	0.979997165287369	0.9718648042821018	1.0	0.9745598924414941	0.9773295223815325	0.982679890846638	0.9738670870398856	0.9742105618699662	0.9744623742845131
QinJ_2012__T2D-079__bin.15	0.9768137755370544	0.9787690591010707	0.9750273330603878	0.9738600320053351	0.9768684100915315	0.9778695646240555	0.9784168830895087	0.978393672432641	0.9767195383765275	0.9785973042002594	0.9768564151697707	0.9749064174819368	0.9745512942850203	0.9778993573933767	0.9765347380706746	0.9764745580178511	0.9653820204913964	0.9703991775848115	0.9756628592212866	0.9767709427037847	0.97947904144716	0.9752224431919356	0.9745598924414941	1.0	0.976208044845806	0.9826243803690535	0.9756134800297556	0.9807455722157062	0.9764218105411164
QinJ_2012__CON-038__bin.47	0.9761739908114618	0.9782490960149841	0.975005356934271	0.9781975158216338	0.9782371807534417	0.9794485609259717	0.9795388106527398	0.9781581985976102	0.9770015865922704	0.9758404603318488	0.9785970318109591	0.9771088200329119	0.973681716160993	0.9778184765641252	0.9772219822030852	0.9777937630216583	0.9639426505955753	0.9723643594342991	0.9761975297092353	0.9772571009802832	0.9813967420150489	0.9747273943072061	0.9773295223815325	0.976208044845806	1.0	0.9827073859498648	0.9755523938658976	0.9764938901765382	0.9770232799953786
QinJ_2012__T2D-095__bin.6	0.9829111953384166	0.9833558847507422	0.9806432967946703	0.9800867326838256	0.9845238811565895	0.9834815681969427	0.9820163826491584	0.9849351983747052	0.9836181200228783	0.9835293016260813	0.9849077965901019	0.9820145699347166	0.9790985855508325	0.9826240859353604	0.9828978946934894	0.9816365951886268	0.9693172633326183	0.977145412430351	0.9823587648364801	0.9817107869999578	0.9840723182135515	0.980366066820575	0.982679890846638	0.9826243803690535	0.9827073859498648	1.0	0.9816814733812381	0.9835335806746339	0.9810218246838242
HeQ_2017__SZAXPI029569-84__bin.29	0.9761044346800065	0.9765638948755899	0.9727674561317692	0.9719712910891349	0.9767361984124133	0.9746981082771782	0.9760467397713122	0.9757167941162331	0.9736124679374581	0.9752617651915985	0.9776711758102286	0.9732126818929495	0.9719611955038968	0.9744535033350289	0.9734166956645675	0.9732135525942284	0.9640603698808599	0.96869928000894	0.9735526844917199	0.9721842243923899	0.9776291510593512	0.9731384805605165	0.9738670870398856	0.9756134800297556	0.9755523938658976	0.9816814733812381	1.0	0.9752491449975123	0.9744282120519744
QinJ_2012__T2D-060__bin.14	0.9776944185695224	0.9776614873194854	0.9749337966400919	0.9752186770100646	0.9771686333538007	0.9778665007950098	0.9772567834268231	0.9778243488735233	0.9770937767293655	0.9757341203209663	0.9761756540963985	0.974035284083142	0.9743874400936813	0.9766549820701882	0.9765231331614601	0.9757444636783797	0.9628609940494015	0.9700819692665354	0.9747427350279155	0.974122020543963	0.9793639864031273	0.9744218092178152	0.9742105618699662	0.9807455722157062	0.9764938901765382	0.9835335806746339	0.9752491449975123	1.0	0.9750793541190464
WenC_2017__RA064__bin.5	0.9765103032590017	0.976984521610889	0.9717365329222956	0.9735345618277328	0.9742225882943434	0.9758275041946448	0.9769318805633364	0.9761055022845083	0.9725101049698944	0.9750386293517539	0.9760499946969965	0.9730384693547796	0.9726039390120583	0.9743474712350326	0.9733835053903491	0.973283752822431	0.962992683271279	0.9683808341558217	0.9742763557745394	0.9720019552933198	0.9790466280921966	0.9721764037510494	0.9744623742845131	0.9764218105411164	0.9770232799953786	0.9810218246838242	0.9744282120519744	0.9750793541190464	1.0
