	CosteaPI_2017__thistle4-11-0-0__bin.41	NielsenHB_2014__O2_UC4_0__bin.8	XieH_2016__YSZC12003_36008__bin.105	VogtmannE_2016__MMRS11288076ST-27-0-0__bin.19	CosteaPI_2017__mickey4-11-30-0__bin.26	NielsenHB_2014__MH0100__bin.17	LeChatelierE_2013__MH0155__bin.40	NielsenHB_2014__V1_UC14_0__bin.2	ZeeviD_2015__PNP_Main_199__bin.73	FengQ_2015__SID31188__bin.3	HMP_2012__SRS021948__bin.39	NielsenHB_2014__O2_UC57_2__bin.22	ZeeviD_2015__PNP_Main_645__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.56	ZeeviD_2015__PNP_Main_506__bin.7	LeChatelierE_2013__MH0173__bin.2	CosteaPI_2017__SID713B032-11-0-0__bin.11	NielsenHB_2014__V1_UC1_0__bin.33	CosteaPI_2017__mickey2-11-7-0__bin.55	ZeeviD_2015__PNP_Main_183__bin.2	RaymondF_2016__P25C90__bin.75	YuJ_2015__SZAXPI015269-94__bin.36	NielsenHB_2014__MH0123__bin.27	LeChatelierE_2013__MH0100__bin.1	NielsenHB_2014__MH0173__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.87	XieH_2016__YSZC12003_35564__bin.83	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.19	NielsenHB_2014__O2_UC14_2__bin.16	NielsenHB_2014__MH0155__bin.9	LeChatelierE_2013__MH0123__bin.40	XieH_2016__YSZC12003_37196__bin.9	KarlssonFH_2013__S488__bin.4
HMP_2012__SRS021948__bin.39	0.4735094002180392	0.798535856703834	0.8766075309167082	0.7414348488169705	0.7582900617971248	0.8638213181934974	0.5931101359188349	0.8677974122726156	0.6682726854385536	0.8296899111149177	1.0	0.8740279328230268	0.8690501940142291	0.8790332531533663	0.7089191382371343	0.8695582746742114	0.8711565512646127	0.7288504166987241	0.7212132385496764	0.8318935295202122	0.873942284940344	0.8048099270251007	0.44981396989549505	0.871519466021743	0.8718925423920728	0.7721403405882412	0.8758410549496491	0.8745911765260929	0.8560955888437101	0.5888785498506969	0.4951652496055117	0.8596768316670708	0.7825951889116477
NielsenHB_2014__O2_UC57_2__bin.22	0.3412193043134542	0.75209064183013	0.9095087146104056	0.5493354414743812	0.6250810625524976	0.8841268713869261	0.5643528583428035	0.8795981767873907	0.5628860121547508	0.7313803177034438	0.46482734448342305	1.0	0.907523068086368	0.9212658728198033	0.6283899587430208	0.8876851314294185	0.9122107996936608	0.7310715079796433	0.662551262414151	0.6979122918622461	0.7508970922476407	0.6234721638914966	0.3918640990167498	0.8890701430406641	0.893842797322002	0.6610365507189091	0.9015661285142547	0.9105872325707792	0.873403453727951	0.5591162174514551	0.4419198391718958	0.8485967686150502	0.7299914459706508
ZeeviD_2015__PNP_Main_645__bin.21	0.35222117001879827	0.7595526722040835	0.9136007500482914	0.5606877955395998	0.6319337457342574	0.8897659868176186	0.5676370494959632	0.8826070774029108	0.569706906380593	0.7419039228342277	0.47008365802446456	0.9230423127117168	1.0	0.9130322461088104	0.6443324711547069	0.9123153343729732	0.9199116149123923	0.7463977737260094	0.6713316969214412	0.7082789564026578	0.7614356451970055	0.6337217063284539	0.3994894457714771	0.9002393370176158	0.9122768582776215	0.6633671451836567	0.9056330574047639	0.9003288528312909	0.8913474328592136	0.5633607063268835	0.45194571258513816	0.8571005670905318	0.7374461923584905
Bengtsson-PalmeJ_2015__TRAVELRES59__bin.56	0.33175396794299794	0.7222266168780906	0.8939705896486386	0.5289316624441005	0.6000829481027284	0.8410264864677046	0.5408999943074831	0.8486086232019595	0.5375687630160876	0.7029555991078273	0.44766617898307987	0.8822011262311916	0.8596166200792072	1.0	0.6107346082106793	0.867009499110267	0.877627151974675	0.7078385957078424	0.6391321351447858	0.6743355465148859	0.7202822896929221	0.5999254797793669	0.38264950434442535	0.8524174344787614	0.8684378033390677	0.6342883208036356	0.8839147955905912	0.9794115711864018	0.8444767431115002	0.5365936422718909	0.42984046906338874	0.80976126175745	0.7073854122232383
ZeeviD_2015__PNP_Main_506__bin.7	0.4028411185934134	0.8318730857438358	0.9425417783018815	0.6605543651604522	0.730631409155096	0.9249902681870746	0.6264273801274668	0.9261717844777299	0.6438556015858574	0.8082690158483001	0.5574827652732385	0.9291752331354245	0.9367300880258176	0.9430577641602159	1.0	0.9366022331228674	0.9454573267137979	0.783587311770756	0.7641191196733307	0.7823156121110557	0.8302783241418595	0.7064805312371218	0.43446808364907025	0.9330759492370373	0.9423545621939902	0.7393380997336736	0.912946792953825	0.941296334559751	0.9261980403953	0.6345507327113344	0.5064104393528258	0.9149079958401495	0.8192188750366727
LeChatelierE_2013__MH0173__bin.2	0.3507964340832382	0.7687910136890049	0.9208271120089337	0.5571227367971995	0.6309622768165221	0.899430984077592	0.5662210316315135	0.8844519692844327	0.570528645277858	0.741563570433757	0.46974397420293856	0.9016855606720285	0.9111234143464786	0.9196813949986825	0.6434028344144845	1.0	0.9260577297080265	0.7617128194833059	0.6719743974202939	0.7024100051443557	0.7609458713409202	0.6358941141043175	0.399182392501788	0.9093032848592831	0.980989410155711	0.6672456680761364	0.9015773409954957	0.914142586481637	0.9023795781628376	0.5666107793071432	0.45171049824966436	0.8552106990050063	0.7523408386554411
CosteaPI_2017__SID713B032-11-0-0__bin.11	0.3202682259847559	0.7111755978355734	0.8682332576947693	0.519322016640484	0.5892018676906965	0.8849377436434513	0.5228552103333914	0.8246392622330831	0.5274982544946762	0.6938340024437074	0.4364570605690347	0.8593580904171757	0.8520422412288358	0.8633887531273637	0.6023549775993483	0.8588569849304707	1.0	0.6957206027811718	0.6210813405480887	0.6599719264560423	0.708369698027579	0.5875720020946064	0.37223191947402107	0.8957969686390876	0.8592671786815617	0.6264225868388898	0.8374207249665445	0.8559318089253506	0.8377887356723105	0.5201889509513005	0.41989294234014074	0.8132920230406703	0.7229235759585734
NielsenHB_2014__V1_UC1_0__bin.33	0.3724516511567915	0.7910315446603549	0.9490609370608369	0.5739555379302114	0.6600661463767725	0.895382459274546	0.5646409499204935	0.8885570233360413	0.5807896368109592	0.7846893083891933	0.48327763382320665	0.911489756552072	0.9149520458019382	0.9216022977973025	0.6607100917501838	0.9349470790483854	0.9207629549488501	1.0	0.6825840209142676	0.7233345012262876	0.7861177313101834	0.6443891085639921	0.43226156695299295	0.9041002668186211	0.9323472338262868	0.6956400374239105	0.9392949135053346	0.9152225221097537	0.9070042775683699	0.5617138379914295	0.49951680033265694	0.8701530838149287	0.7649349124272794
CosteaPI_2017__mickey2-11-7-0__bin.55	0.35320078218738454	0.8171138780136427	0.8965843653861324	0.6191476067307972	0.7398728737913253	0.8725468419807111	0.6119651004928113	0.8824819503203066	0.6446673004986236	0.7835107509247996	0.5156665822479999	0.8907553256415474	0.8873851525556021	0.8973192229607703	0.6947549021643009	0.8893966694760091	0.8863565595379946	0.7360428957540178	1.0	0.7506559745581513	0.8103652283663327	0.7089455416564603	0.44704043377355596	0.8774541959537164	0.8902280549524003	0.7304671120097317	0.8820771558935994	0.8967307141404035	0.8862102107837235	0.6180100305983068	0.4780674076134566	0.8823397533037454	0.7811712467253169
ZeeviD_2015__PNP_Main_183__bin.2	0.357837006653788	0.7431226192794638	0.8391692041021078	0.5972773833048901	0.631852344793404	0.8233391142865846	0.5379821550372285	0.8399509711170777	0.6799517833425477	0.837733964777104	0.5289286099960957	0.8343798427789926	0.832536644751962	0.8418920053939155	0.632523353789724	0.8267181568388924	0.8375475221123769	0.6936017861576473	0.6675210417160847	1.0	0.905064687297809	0.7008167480891935	0.4214185702431969	0.8296513983661347	0.8286721128845727	0.7030623669173183	0.8267772277821722	0.8272414884770126	0.8206956895748092	0.5355334798415791	0.47702555648982	0.8196241057443724	0.7259135921317504
RaymondF_2016__P25C90__bin.75	0.3022097261522229	0.6464205853436287	0.7343600127092225	0.5164515490863747	0.5493928648506067	0.723479988969354	0.47150691213850654	0.7220187281185556	0.5936818078269627	0.7523664932137547	0.45113993333653063	0.7288574289002925	0.7266602920723226	0.7300998753057407	0.5450263176826051	0.7271428828353557	0.7298660735696131	0.6120090163541317	0.5850648649944846	0.734816375713395	1.0	0.5964417174236247	0.34931478106565633	0.7312868687353123	0.7297739017313319	0.5912493705337873	0.7268753596949787	0.7361689787060572	0.721487428660496	0.47207418109443194	0.38451618027912327	0.7207283223826196	0.6205772504915832
YuJ_2015__SZAXPI015269-94__bin.36	0.3756960307443141	0.7840472260660912	0.8686090267679101	0.6761828655074955	0.6850713608221245	0.8505685073494659	0.5678671985609408	0.8635294293374758	0.6649727562444053	0.8085223289970223	0.5915069045609684	0.8616228465590289	0.8610627145172356	0.8657944966226705	0.6602857847023139	0.8651447434541903	0.861950390438706	0.714260108249518	0.7287424555548562	0.8101056355684914	0.8491921829039166	1.0	0.46118818409459716	0.8590014286034362	0.8570553698525198	0.7460468014326578	0.8645398008490536	0.8630002379227529	0.846103454787742	0.5682683597946823	0.5071051415853765	0.8559127004872615	0.7891065520512035
NielsenHB_2014__MH0123__bin.27	0.4250036768449276	0.88750362970589	0.962009706870609	0.674457806790284	0.7540586711316764	0.9596452127479042	0.6376459895992427	0.953832026639213	0.670963861328265	0.850588106632274	0.5842638579342542	0.9570733068600499	0.9592926127471499	0.975951548611661	0.7176277373639096	0.9598092565985223	0.9650379186417924	0.8467679590305197	0.812115109758535	0.86091532697522	0.8789507227357234	0.8150565857006558	1.0	0.9628091849471855	0.9637595079438707	0.8548136499568206	0.955962711135749	0.9746052576996903	0.9660768630290414	0.65128991262308	0.8716649130944705	0.9743129956669796	0.8314138317249493
LeChatelierE_2013__MH0100__bin.1	0.32807310652465677	0.7339055439814728	0.8825342714967227	0.545321348968723	0.602259334308107	0.9857647534545324	0.5262757519173509	0.8419021140185107	0.5458652516694062	0.7105934991248793	0.4503971990136231	0.8639493037670326	0.8600947215930873	0.8650116020072636	0.6131981553821235	0.8698909718903582	0.9240231695048385	0.7046555820546618	0.634216806368388	0.674349323572593	0.7321125405957722	0.604012576530861	0.3830740480389869	1.0	0.8644414419348232	0.641244029261215	0.8518739136012434	0.8595965817403236	0.8600497089557894	0.5286224107418157	0.4317267072730669	0.8318065296832086	0.7387991678663784
NielsenHB_2014__MH0173__bin.9	0.35275446456742604	0.7765342020571717	0.9297595759449737	0.5644017795166277	0.6340143244778192	0.9046664983908627	0.5717927683473213	0.8925182999936897	0.5732338928503818	0.7465813718684924	0.47376317284028524	0.9132572411181927	0.9164203003723103	0.9265909951410362	0.6511453271912665	0.9867340821606614	0.9319256010601377	0.7640428787783177	0.6765413011926548	0.7081931911402789	0.7681714204581309	0.6336372815043857	0.4031725247680949	0.9088983719315958	1.0	0.6726107465135357	0.9111566858080393	0.9231810437306746	0.9097486906038998	0.572045970846217	0.45416245977156555	0.8603276645421847	0.759064807219032
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.87	0.39703817874619407	0.8453724519450888	0.9370802399850199	0.656844800955957	0.7112364986778743	0.9204559845263132	0.630245342794767	0.9299127278001409	0.6559994631401324	0.8368010945014076	0.5757194301059324	0.9267738293803057	0.914404404848624	0.9286506741596141	0.7010080193442733	0.9209538787584249	0.932259324963659	0.7822416280708437	0.7617457037680851	0.8244782122566406	0.8539979283270429	0.756857681263266	0.49069316618518855	0.9251654145348315	0.922954114716996	1.0	0.9154175113730949	0.9178333807776026	0.9284969763749186	0.6288544860811502	0.5307628280825335	0.919792486343086	0.8211780394007518
XieH_2016__YSZC12003_35564__bin.83	0.3481012608337504	0.7577070877065754	0.9539628174254398	0.5582218263368031	0.635725068086599	0.8872832757241221	0.5585450159821221	0.880395394941688	0.5694987801561557	0.744254515787026	0.4755916932378479	0.9205347606228889	0.9091403549568228	0.9424761844703434	0.6304050512176761	0.9062529313694964	0.9076268814958163	0.7692236748239207	0.6699004024105218	0.706103160558251	0.7646107338375617	0.6387449206017635	0.399644491390149	0.8950879115248639	0.9105497771173848	0.6666740238293244	1.0	0.9252556942468301	0.8869797927644933	0.5557553375558192	0.4464809771363033	0.858579305615223	0.7341016313194415
Bengtsson-PalmeJ_2015__TRAVELRES60__bin.19	0.3291894711908481	0.7203708445465057	0.8810922853619859	0.5258818589748794	0.5983115120755443	0.8290437337705703	0.5393959608228297	0.8342688814819023	0.5344320336015148	0.6949734241357403	0.44457439876857413	0.8703512530097545	0.8460776710348538	0.9775874295387245	0.6084585260818329	0.8601828395847921	0.8684267811510968	0.7016293812542569	0.6375233641066812	0.6613667439751412	0.7249171141481887	0.5968755372914387	0.3814099560426424	0.8455035762856069	0.8636303597242279	0.6257322844174599	0.8661481120178397	1.0	0.833426187132751	0.5340461061543991	0.42308274122125744	0.7987591288813195	0.6980785535763963
NielsenHB_2014__O2_UC14_2__bin.16	0.3414833861006513	0.803381635724411	0.8957166363800996	0.5522240331715969	0.6292924183667734	0.8865377770284194	0.5527118966884604	0.8713382915878279	0.5601242998182806	0.7279618389254201	0.46033708636979587	0.8830844839106515	0.8860748921236191	0.891645903195389	0.6333194389803731	0.8982152781680686	0.8991722712427485	0.7355373836152794	0.6664769853313101	0.6940752293348821	0.7515432098765432	0.6190285505535885	0.39993489949230976	0.8948673635699431	0.9002783554081817	0.6696063370738804	0.8783315223839587	0.8816201127784334	1.0	0.5535580471721089	0.4479071045417361	0.8502001411291581	0.7387065450208259
NielsenHB_2014__MH0155__bin.9	0.3962582656562806	0.8476824510918447	0.9480005486259295	0.6558888926987911	0.7219020438953495	0.9225883538320729	0.9688364646334098	0.9310762299903199	0.6519601507666256	0.8141635169032176	0.5349880911246567	0.9551115847112723	0.9461819064223523	0.9572269596891824	0.733077659582886	0.9528854294976117	0.9432660123599091	0.7696179928203857	0.7852511941845651	0.765201290325984	0.8308069285124589	0.7024337362744606	0.455529648219999	0.9292773699716982	0.9564251217923188	0.7662207322573583	0.9298075325285062	0.9544600914200707	0.9352502710159339	1.0	0.4812873718444118	0.8929559595810397	0.811342577328561
LeChatelierE_2013__MH0123__bin.40	0.43380196472239263	0.8367179556130724	0.9699829410331179	0.6788225111135388	0.7329204447096195	0.9652215564836678	0.6044235665845932	0.9564130791015051	0.6732476743502046	0.8374927520399331	0.5732871704804241	0.9620534626341398	0.9673375406516022	0.9771930856561819	0.7455726518710242	0.9680988915873243	0.9703207589979747	0.8721955646686107	0.7741157488718392	0.8686291481441021	0.8623988436877621	0.7988285615845512	0.7769544281884722	0.96719132093547	0.9676871234212052	0.8241531441440684	0.9519542181026731	0.9636249044109614	0.9643980201514298	0.6133496920142186	1.0	0.9258094605837024	0.8380507399221843
XieH_2016__YSZC12003_37196__bin.9	0.33996995165152954	0.7782804663142199	0.8933848447878541	0.5540232834356461	0.6548676065247843	0.8860397825932597	0.542822930988852	0.8618607060555007	0.5765353382779166	0.7595825506561578	0.4778389395611844	0.8869136376253091	0.8807401705429359	0.8838006803643241	0.6466793508782123	0.8799478107631828	0.9022928406824299	0.7294301141901793	0.6859253664865703	0.7165256233983359	0.7760494329221455	0.6473054926186281	0.4169353589341389	0.8946435833381746	0.8800591607118652	0.6856800738459949	0.8788560971358857	0.8734193148589244	0.8788480282990246	0.5463336819070858	0.44447349225714416	1.0	0.7377547331797026
KarlssonFH_2013__S488__bin.4	0.39208743842364535	0.8024871905978228	0.9094523505443046	0.6165237487076567	0.6834025117071094	0.9314953551663321	0.5862354041233351	0.9043646992641245	0.6110369914249225	0.7627599890530925	0.5122848628595755	0.8985158958219304	0.8924304795353647	0.9092461457763181	0.6819296205072066	0.9116464833059661	0.944542320440309	0.7551627212187556	0.7151799017819133	0.7473601988688195	0.7869401112935596	0.702819018731375	0.41900143678160917	0.9357980979748222	0.9144392750714591	0.7209365307425653	0.8849557942589552	0.8989577631819011	0.8992751474791704	0.5846019202700238	0.47383004926108374	0.8688404640272457	1.0
