	CosteaPI_2017__thistle4-11-0-0__bin.41	NielsenHB_2014__O2_UC4_0__bin.8	XieH_2016__YSZC12003_36008__bin.105	VogtmannE_2016__MMRS11288076ST-27-0-0__bin.19	CosteaPI_2017__mickey4-11-30-0__bin.26	NielsenHB_2014__MH0100__bin.17	LeChatelierE_2013__MH0155__bin.40	NielsenHB_2014__V1_UC14_0__bin.2	ZeeviD_2015__PNP_Main_199__bin.73	FengQ_2015__SID31188__bin.3	HMP_2012__SRS021948__bin.39	NielsenHB_2014__O2_UC57_2__bin.22	ZeeviD_2015__PNP_Main_645__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.56	ZeeviD_2015__PNP_Main_506__bin.7	LeChatelierE_2013__MH0173__bin.2	CosteaPI_2017__SID713B032-11-0-0__bin.11	NielsenHB_2014__V1_UC1_0__bin.33	CosteaPI_2017__mickey2-11-7-0__bin.55	ZeeviD_2015__PNP_Main_183__bin.2	RaymondF_2016__P25C90__bin.75	YuJ_2015__SZAXPI015269-94__bin.36	NielsenHB_2014__MH0123__bin.27	LeChatelierE_2013__MH0100__bin.1	NielsenHB_2014__MH0173__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.87	XieH_2016__YSZC12003_35564__bin.83	Bengtsson-PalmeJ_2015__TRAVELRES60__bin.19	NielsenHB_2014__O2_UC14_2__bin.16	NielsenHB_2014__MH0155__bin.9	LeChatelierE_2013__MH0123__bin.40	XieH_2016__YSZC12003_37196__bin.9	KarlssonFH_2013__S488__bin.4
HMP_2012__SRS021948__bin.39	0.4850921876066062	0.8186558508391315	0.89901969465804	0.7570997013937378	0.7776305150341067	0.8866457530989291	0.6075294650491314	0.8897856915776194	0.6842351281161676	0.8491421420970957	1.0	0.8958303997723799	0.8919297919627446	0.9020565653457053	0.7266584115656578	0.8925743285714078	0.8943743857667735	0.7467261459759286	0.7387275047287792	0.8522385308049304	0.8944701952626559	0.8170633808848442	0.4584106946623949	0.8945340682599109	0.8948940796989839	0.7866656408276198	0.8987743642822199	0.8974098047954104	0.8777412766179828	0.603553370970013	0.5057710704678843	0.8814255872323685	0.8031622940277295
NielsenHB_2014__O2_UC57_2__bin.22	0.3460876896091704	0.762151662631553	0.9222131466475616	0.5648176169771234	0.635036316023519	0.8969602314837689	0.5702565282375611	0.8916479322100894	0.5768449836948466	0.7498695278916943	0.47642237758782546	1.0	0.9198198712881072	0.9315507806709817	0.6384285908394683	0.8993859318642226	0.9260562836602599	0.741279985424181	0.6729712745194921	0.7161382417609565	0.7705952925045704	0.6416386679183754	0.39701813330698155	0.90203783536736	0.9058848325016058	0.6724223652354365	0.9141871819259845	0.9206497974208212	0.8854408567616977	0.5650947737042344	0.4478404936014625	0.8614031078610603	0.7413757164385593
ZeeviD_2015__PNP_Main_645__bin.21	0.35729608847303296	0.7700244519512092	0.9268255336791471	0.5767582397736035	0.6415676888744407	0.9037076821843115	0.5748312941002797	0.8953583694930107	0.583837841318301	0.7605609029475829	0.48245961187827735	0.9355493993802994	1.0	0.9257254314426652	0.6539569915776613	0.9248491187403711	0.9343472177071702	0.7568028092260966	0.6815757610022002	0.7265519607889327	0.7807914768381758	0.6528458961710788	0.40449447907293024	0.9149984531039216	0.924656738263613	0.6747380091997129	0.9182783439260379	0.9125045739439882	0.9043829769190541	0.5708187870136111	0.4579574061772193	0.8705577777463687	0.7494483784288876
Bengtsson-PalmeJ_2015__TRAVELRES59__bin.56	0.33466380512962307	0.7316695412644633	0.903063830856842	0.5438734102537753	0.6091643607044822	0.8534672233011719	0.5468401726089396	0.8604106152871431	0.5513587002727233	0.7216869367088233	0.4593912851263406	0.8920499196763694	0.8715672090329153	1.0	0.6204451548179762	0.8773432654198823	0.8911901278450571	0.7159234482162092	0.6487946280383808	0.6925959577216034	0.7394165392011107	0.6177940683974382	0.3870127815485568	0.8651960258839481	0.8786384978261239	0.6454227359123146	0.8935174061640346	0.979922419127448	0.8562018492547608	0.5426240136975262	0.4346162689174533	0.821830136775655	0.7183786233424241
ZeeviD_2015__PNP_Main_506__bin.7	0.41013227274647174	0.8441939604540218	0.9574756875911109	0.6777063287035399	0.7413461066469709	0.9406593431682674	0.6361991477100845	0.9402346822406115	0.6584641658095441	0.8276664311244496	0.5714326484344053	0.9440189590556088	0.9507222089674232	0.95805217621602	1.0	0.9517359156979565	0.9614334817743977	0.7962141249987157	0.7749890695473594	0.8013888238832959	0.8507145605044789	0.725480683064819	0.4399829679004284	0.9492587269532976	0.9574882447690792	0.7519683376465337	0.9275781884101814	0.9561731657673064	0.9403671033900955	0.6446501284827618	0.5130897164703371	0.9278784191197875	0.8323913547254373
LeChatelierE_2013__MH0173__bin.2	0.35479272010941165	0.7771858806258548	0.931873361020841	0.5727596958556569	0.6406165698440381	0.912991380067504	0.5734317557309376	0.8970877928204871	0.5845156463694651	0.7603890889471637	0.4821774739959096	0.9135709042773436	0.9236408235987904	0.9306429503506944	0.6537989811666395	1.0	0.940341942809822	0.770353925394296	0.682218409264859	0.7204521073037303	0.7803226828442013	0.6549815556029561	0.40404286753911595	0.9231906924804577	0.9810937088294709	0.6787585164180228	0.9124424396792934	0.9252500031368022	0.9123640196238347	0.5736685842984228	0.4577253165033438	0.8683727211131884	0.7632537735730687
CosteaPI_2017__SID713B032-11-0-0__bin.11	0.3252458253331006	0.7218740908826439	0.8821485715948101	0.534305725257462	0.5989788793855821	0.8967511782160935	0.531304183394426	0.8380963809856287	0.5405982719497294	0.7120708966079013	0.44808939896433353	0.8724013789492058	0.8654128120090766	0.8767316867399779	0.612533455518706	0.8721046430441612	1.0	0.7061739977890266	0.6314852795717694	0.6777884447547565	0.7273193401989876	0.6052372432652586	0.3767491417932158	0.9079245941700123	0.8722777389887706	0.6377181881654739	0.8505607435852679	0.869599115610636	0.850551288764764	0.5284299179612498	0.42568074707627857	0.827584075173096	0.7329420492232501
NielsenHB_2014__V1_UC1_0__bin.33	0.37573875646351745	0.8018178703022789	0.9567940568366015	0.5902024048327668	0.6708928990824982	0.909074720764495	0.5720756794634366	0.9012386082309501	0.5953510801726428	0.8048633757753333	0.4951304639101826	0.9242175438056113	0.9277067844313452	0.9321287351719305	0.6713568477670785	0.9455534080014785	0.9345976737112429	1.0	0.6937630666045501	0.7416094591628902	0.8063476265463352	0.6629258798661671	0.4378308762662334	0.918231450715559	0.9429025476750588	0.7076420626272971	0.9472782960570137	0.9259501322542516	0.9193249065364787	0.5691524177309252	0.5063123972478795	0.8837471652927882	0.7765942701374905
CosteaPI_2017__mickey2-11-7-0__bin.55	0.3592176880633389	0.828413870125341	0.9105705317960833	0.6353456114056538	0.7411806711699181	0.8869710167190478	0.6206962048965594	0.8950129326629661	0.6601128027135758	0.8023067054715751	0.5281892611152398	0.9047643266089022	0.900926045096175	0.910885025927602	0.7046381137825237	0.9029552069018487	0.9012042115227329	0.7480974661944757	1.0	0.7695515708099625	0.8304669044228462	0.7288635033193143	0.4529961015182905	0.8916801252164094	0.9039422825423581	0.7436634103203896	0.8958775320410358	0.9100453369757913	0.8992819569630869	0.6270130738220482	0.48497901296587687	0.8946019106296941	0.7939575609371302
ZeeviD_2015__PNP_Main_183__bin.2	0.3670576117063842	0.7618278026624382	0.8615663214400757	0.6122389456575011	0.6482020743130926	0.8453559624271881	0.5514540220389997	0.861686309293613	0.684469787519971	0.849930268597425	0.5418642235909041	0.8561696369813641	0.8540153935186253	0.8646896975660002	0.6479445619197318	0.847953237964526	0.8601578486362458	0.7111255506750239	0.6843239561287489	1.0	0.9117517026737909	0.7196696088303677	0.42968019545098357	0.8518002331456292	0.8499542661681325	0.7179380918054757	0.84854025546337	0.8494807756384046	0.8419261557829992	0.5489268932468067	0.4871912966348945	0.8414148229302326	0.7454439227536659
RaymondF_2016__P25C90__bin.75	0.3098472495323965	0.6625484089492111	0.7537131012901059	0.5291367920003837	0.5633130605246751	0.7429349911275238	0.48325020382715456	0.7407595858711813	0.5982918984700973	0.7640423420939043	0.461736697280706	0.7479774651095871	0.7451321279554938	0.7494949283008009	0.5584414416574744	0.7456589312263201	0.7493907666298979	0.6277584108675843	0.5995778080188	0.7402455217975157	1.0	0.6123312431058462	0.3562321651239749	0.7514740000479593	0.7483116816939236	0.6043572550477195	0.7459789098844181	0.7561432904896648	0.7402372787875882	0.48386992830080094	0.39250365689894967	0.7400821603280419	0.6373195530190399
YuJ_2015__SZAXPI015269-94__bin.36	0.3857560022149221	0.8060993578219505	0.8941510478736854	0.6912136087547037	0.705016329182666	0.8762748338541673	0.5839541908012449	0.889442737968097	0.6826270512835559	0.8292045378163813	0.6005127608748302	0.8867284981312928	0.8870475066655713	0.8915819089086601	0.6780435708044243	0.8911135318299034	0.8878647659875021	0.7348068184606718	0.7492166153301205	0.8318985062078634	0.8718151158833176	1.0	0.47166105289887	0.8851057155873545	0.8824597585137403	0.7610113957530256	0.8904637786614231	0.8885892034282215	0.8711312213332423	0.5844897837250168	0.51990389201081	0.8817662617000914	0.8129094965319825
NielsenHB_2014__MH0123__bin.27	0.43016068755114584	0.898166479996078	0.974739132566287	0.6894763041486124	0.7627643085834531	0.9718693079612177	0.6463553981740222	0.9654772544716091	0.6841533640302746	0.8672960670958204	0.5954301531453051	0.9696613154431258	0.9713111817568154	0.9870801325926848	0.7267368849769773	0.9714959667839486	0.9767491411267362	0.8576778178773857	0.8229344616533357	0.8777929879738887	0.8963563409547729	0.8335652573980006	1.0	0.9754858149208253	0.9754839293593239	0.8679899537283208	0.9676531924441779	0.9858432042477929	0.9775731315028302	0.6603311800220988	0.8720307120257341	0.9812952299065139	0.842589554743507
LeChatelierE_2013__MH0100__bin.1	0.3334146061506768	0.7444745112190247	0.8968767981610837	0.5615611582951914	0.6125364696138441	0.9860543347544823	0.534746380046198	0.8547457198608509	0.5599174468231957	0.7291889698032723	0.46229103820897716	0.8765505915785857	0.8741956804372828	0.877978992602173	0.623833141154379	0.8831764517888397	0.9365329316205525	0.7156694241908416	0.6444991931484765	0.6923521278598966	0.7523224645319173	0.6223679798103318	0.38811771404821904	1.0	0.8777794365768189	0.6529600685392424	0.865605768819596	0.8726892575090457	0.8731948994680256	0.5372078210957726	0.43766837539639253	0.8458917341043498	0.7483898604533222
NielsenHB_2014__MH0173__bin.9	0.3568293683347006	0.7850649965293115	0.9410819082476178	0.5803653688395279	0.6435871142803055	0.9182132264781978	0.5791198649586673	0.9053046317915063	0.5870574872215562	0.7656054773774216	0.4862615952546223	0.9255608317031615	0.9288564081529627	0.9374747586293936	0.6616023537578091	0.9868389916072443	0.94603631602196	0.7726927809680065	0.6869636208746135	0.7263811762478702	0.7876845775225595	0.6524192276140595	0.40807723859405565	0.9229223196819587	1.0	0.6843527166025115	0.9220735785953177	0.9346445699501483	0.9199864327632991	0.5791348520224648	0.4600350224017164	0.8732685997349656	0.7702924843819019
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.87	0.4042663041419388	0.8601404278210308	0.9533862760866813	0.6712696627632481	0.7239706848535162	0.9373302694798412	0.6413657022311073	0.9460358418904394	0.6699957029563012	0.8547068864184195	0.5865497120331294	0.942736751413316	0.9300783317512564	0.9449523807462136	0.7129834580053275	0.9368442814141495	0.949069749570025	0.7957378088973699	0.775507067392149	0.8419229108195664	0.8729308976924767	0.7720391258276139	0.498256828998226	0.942068923715027	0.9390664050196398	1.0	0.9307494065858418	0.9338742340817261	0.9449978406543629	0.6402984767683634	0.5393352679049801	0.9356893832714033	0.836818412561655
XieH_2016__YSZC12003_35564__bin.83	0.3509571537239724	0.7680002837762739	0.962573850804624	0.5741558641184609	0.6463863850449904	0.9014066632245655	0.5660311917421105	0.8935452721690361	0.5836734050393937	0.7628371321254449	0.488044742059191	0.9334213565294162	0.9218346136110137	0.9527149900875371	0.6405082748373213	0.9171743765789981	0.9218685091104007	0.7757615648684972	0.680381206127991	0.724689718233808	0.7847060353695595	0.6578982425577702	0.4045317494413155	0.9095163585197914	0.9214593983154725	0.6778398319413844	1.0	0.9357057555346227	0.8995952246759236	0.5634984884972075	0.4523772174948073	0.8731401815379886	0.745234332199542
Bengtsson-PalmeJ_2015__TRAVELRES60__bin.19	0.3322938627205155	0.729844883731055	0.8900549522313321	0.5406208930641533	0.6074623462470216	0.841363157727736	0.545317696507541	0.8457552039327704	0.5479099778110166	0.7132367211072798	0.4561736216007208	0.8799691848371098	0.8575197188263969	0.9780973260319501	0.6180749820872108	0.870634610829434	0.8822936044516694	0.7098533992238653	0.6469892862703543	0.6791467092490501	0.7445861315532952	0.6145735944455964	0.38580790553558686	0.8583815988612558	0.8743544201237181	0.6366681252707211	0.8759305979956862	1.0	0.8450711604462	0.5400519636918277	0.42795811912392256	0.8110158304044416	0.7087745733583141
NielsenHB_2014__O2_UC14_2__bin.16	0.3465095511967877	0.8053853887608735	0.9091153200072438	0.5679777315673454	0.6381629479757958	0.8995313387911601	0.5603303733678038	0.8833069496743413	0.5742013088792721	0.7466013475961208	0.4719763390097229	0.8952553126385533	0.8990333277131456	0.9040259277993218	0.6430080181344724	0.9081536434428021	0.9128699176330267	0.7455288284406477	0.6763076303415201	0.7120301679187196	0.7710741427652572	0.6373394343593298	0.40469410567201836	0.90854471483792	0.9104095243447797	0.6815063039772195	0.890823950742177	0.8939384714338348	1.0	0.561231164565341	0.45348592142977573	0.862883811985987	0.7502927181101182
NielsenHB_2014__MH0155__bin.9	0.40186849330966506	0.8593658095265727	0.960506845954807	0.6736190056682554	0.7326767406344542	0.9374803826665857	0.968984171614411	0.9446019692505717	0.6674983976430185	0.8338837176792068	0.5483199649723445	0.9653244673976403	0.9587079859361853	0.9679845118679922	0.7447451922696496	0.9647547404709215	0.9582094748753063	0.7798097745094678	0.7966905723381751	0.7843385760519507	0.8515663534047778	0.7224849589453721	0.4618533533441124	0.944369858280427	0.9682772882053338	0.7801645350263366	0.9427622260497087	0.965193904976934	0.948214196223449	1.0	0.48792495430315275	0.9065093939002292	0.8244054134608537
LeChatelierE_2013__MH0123__bin.40	0.4394675585509122	0.8477281321691779	0.9834855755090379	0.6950528996041984	0.7417911074882982	0.9784687266279548	0.6125631307826116	0.9684400709249658	0.6876814090874713	0.8544962562710611	0.5855662652627333	0.974942646576862	0.9802048756712242	0.9880503197505861	0.7554063479525038	0.9809897562164388	0.9836956613080782	0.8840612105984084	0.7853074395583156	0.8871402280691434	0.8803132799435289	0.8189900755468533	0.7772804813485827	0.9805023571626652	0.9801998336120472	0.8374641803712636	0.9645257523172464	0.974729199405037	0.9764098857973597	0.6218085866267784	1.0	0.9332212875738451	0.8510323616164842
XieH_2016__YSZC12003_37196__bin.9	0.34580614135311166	0.7886739350749111	0.9080152597842716	0.5695340085336018	0.6640289638967963	0.9006484117301523	0.5508756301761588	0.8743423897958261	0.5916353595796459	0.7792906846892207	0.48992767094637774	0.9002982242103836	0.894568543155367	0.8969730565399536	0.6558471633197132	0.8934905465507336	0.9181489119980376	0.7408257324890103	0.6954578903541897	0.7355753403435388	0.7968888178831245	0.6668578981002731	0.4199232492237779	0.9097928245447562	0.893296894466069	0.697530774543788	0.8937608525855781	0.8868216528850933	0.8919590813145104	0.5546260255491651	0.44803184931285783	1.0	0.7501589560861622
KarlssonFH_2013__S488__bin.4	0.39805787417137994	0.8141847974822113	0.9229620887307669	0.6337936355896125	0.6944767530256036	0.9438999498266739	0.5955535790305905	0.9172206638083075	0.6272140880617892	0.7831134449309737	0.5257480386790732	0.9125283175211336	0.9069550872711792	0.9233763987715137	0.692894582801192	0.9248701955239311	0.9576320470717022	0.7666731283828985	0.7268860609377851	0.7674675393784589	0.8081706501246732	0.7240191494861035	0.4246335826795597	0.9479461244906647	0.9279651675485009	0.7346676777352065	0.8983762087210363	0.9127316715319589	0.913379743659916	0.5940141701635955	0.4811697986985343	0.8834486939731193	1.0
