	NielsenHB_2014__O2_UC48_0__bin.13	LiJ_2014__V1.FI32__bin.6	LeChatelierE_2013__MH0243__bin.6	LeChatelierE_2013__MH0002__bin.19	ZeeviD_2015__PNP_Main_46__bin.20	RaymondF_2016__P19E90__bin.32	ZeeviD_2015__PNP_Main_78__bin.43	VogtmannE_2016__MMRS67247116ST-27-0-0__bin.15	CosteaPI_2017__pluto1-11-7-0__bin.19	LiJ_2014__V1.FI06__bin.52	YuJ_2015__SZAXPI015216-169__bin.77	ZellerG_2014__CCIS38765456ST-20-0__bin.95	XieH_2016__YSZC12003_36051__bin.32	NielsenHB_2014__O2_UC55_0__bin.10	YuJ_2015__SZAXPI003420-4__bin.43	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.87	LeChatelierE_2013__MH0407__bin.49	NielsenHB_2014__MH0002__bin.1	ZellerG_2014__CCIS74239020ST-4-0__bin.66	XieH_2016__YSZC12003_37299R1__bin.50	NielsenHB_2014__V1_UC55_4__bin.92	LiJ_2014__O2.UC11-1__bin.29	LiJ_2014__O2.UC48-1__bin.79	HeQ_2017__SZAXPI029557-42__bin.27	CosteaPI_2017__pluto1-11-30-0__bin.35	NielsenHB_2014__O2_UC55_2__bin.24	LiJ_2014__V1.FI09__bin.41	QinJ_2012__T2D-098__bin.51	VogtmannE_2016__MMRS84159866ST-27-0-0__bin.40	LeChatelierE_2013__MH0418__bin.11	LiJ_2014__O2.UC1-1__bin.9	RaymondF_2016__P19E7__bin.83	NielsenHB_2014__O2_UC11_2__bin.25	QinN_2014__LD-33__bin.23	ChengpingW_2017__AS115raw__bin.24	ZellerG_2014__CCIS81887263ST-4-0__bin.13	LeChatelierE_2013__MH0130__bin.13	RaymondF_2016__P19E0__bin.109	ZeeviD_2015__PNP_Main_135__bin.3	VatanenT_2016__G80433__bin.6	NielsenHB_2014__MH0130__bin.27
YuJ_2015__SZAXPI015216-169__bin.77	0.9733053527407133	0.974652678903131	0.9730526342620817	0.9731686281782055	0.9767911608867825	0.9734472729117477	0.9728749199775378	0.9788380852454462	0.9750852788109297	0.972324104902793	1.0	0.978236463269523	0.9754776519353565	0.9777145897140611	0.9785673528380966	0.9774938094193917	0.9771941810079093	0.9731298070092192	0.9713759860059404	0.974608228138201	0.973208597971567	0.9728726263860069	0.9723866593951911	0.9764047132907401	0.9749011978223842	0.9778610958184287	0.9731519354553564	0.9759363368500146	0.9774083971045824	0.9775696183353116	0.9726524414608807	0.9727422405966116	0.9723411726665979	0.9718341609124324	0.9768614167357661	0.9769821823090366	0.9757174039716732	0.9732232591529074	0.9779199370181221	0.9760454766202803	0.9769651422112241
ZellerG_2014__CCIS38765456ST-20-0__bin.95	0.9722288416769014	0.974122696491428	0.9725722700741684	0.9723501706167921	0.974714655310106	0.9725510906962784	0.972335973320472	0.9773634099498882	0.9743613591703438	0.9708848848960823	0.978236463269523	1.0	0.9737720900380541	0.9762113996430368	0.9766366618325836	0.9762517461430897	0.9759208440312722	0.9728127355791296	0.9691946875617777	0.9736585426550358	0.9723947107059271	0.970818610609386	0.9704866359236921	0.9754333196279277	0.9738115847991659	0.9765396992551303	0.9709007543583945	0.9752150385355018	0.9765798802442719	0.9774213606326377	0.9709191990462519	0.9717404552515979	0.970370154883722	0.9729768809440017	0.9761704837340073	0.9753470283249475	0.9732947116816849	0.9718457833363202	0.9769526363500447	0.9750352212618838	0.9749032676445097
XieH_2016__YSZC12003_36051__bin.32	0.9772121697754349	0.9712402393488554	0.9778206941400984	0.9779889561719708	0.9720157925246627	0.9674730873692252	0.9769908174617556	0.9740627897342098	0.9800862920636922	0.9684313806331181	0.9754776519353565	0.9737720900380541	1.0	0.973528995765268	0.9735156829733418	0.9736057171639511	0.9730884901477556	0.9779516301762647	0.9671985120515382	0.9793981243363489	0.977243498129979	0.9682507916650877	0.976363617969188	0.9721218483519131	0.9798285742540832	0.9734990679001462	0.9683060332121033	0.9734291202974259	0.9730843932219239	0.9735925474941683	0.967463462895651	0.9677381101697814	0.9682950153463501	0.9768335840979889	0.9729408683579212	0.9727959116255189	0.9713377809501013	0.967415972564467	0.9723350697581736	0.9716414950908765	0.9726091505181448
NielsenHB_2014__O2_UC55_0__bin.10	0.9715553992462299	0.9753087636239703	0.9715878868372104	0.9718615035697497	0.9802193945354273	0.9712056476839099	0.9705577615298311	0.9768026848349174	0.9729138200949261	0.9705473660673016	0.9777145897140611	0.9762113996430368	0.973528995765268	1.0	0.9763951115297029	0.9800704530427959	0.9797783495590097	0.9722446965509659	0.9692433876361031	0.9725403415274639	0.9710612420479179	0.9708043170083092	0.9701169903830689	0.9797636905984851	0.972229608428978	0.999566011725453	0.9705615277608091	0.9806605898627191	0.9776205988843684	0.9801007609680137	0.9703602277618495	0.9701447058154163	0.9706872894431957	0.9720366638289987	0.9796781617256323	0.9790714881184077	0.9792942626183522	0.9708831156610567	0.9761851431475885	0.9797075950698502	0.9795762593935843
YuJ_2015__SZAXPI003420-4__bin.43	0.9734097148090912	0.973221800226379	0.9726195155046844	0.9730149141367074	0.9753977727885994	0.9719419962732768	0.9734244910551616	0.9780902064269462	0.9746726192521074	0.9708036292072894	0.9785673528380966	0.9766366618325836	0.9735156829733418	0.9763951115297029	1.0	0.9757030945001284	0.9758846170963011	0.9729646914462928	0.9687773935274391	0.9738098772895396	0.9737976316320334	0.9710167911406059	0.9725994346658983	0.9749994549145173	0.9738050711549425	0.9765104914172027	0.9708761682614236	0.9762066330603772	0.9766147298625376	0.9774391593862293	0.9707449844315486	0.9707183164378469	0.9710750493959123	0.9728834417659712	0.9761531454424234	0.9748620763983152	0.9735027112757622	0.9713533912406551	0.9767847276186987	0.9747834730277948	0.9750282841870986
Bengtsson-PalmeJ_2015__TRAVELRES13__bin.87	0.9711418166659277	0.9751053530205462	0.9714701557928505	0.9710441116327384	0.9799415158129344	0.9710404231218552	0.9700352165215085	0.9762286764990405	0.9726852204325176	0.9703079857341816	0.9774938094193917	0.9762517461430897	0.9736057171639511	0.9800704530427959	0.9757030945001284	1.0	0.9791450146422163	0.97160068432297	0.969386492712795	0.9723379937397933	0.9709179426319225	0.970795600978569	0.9692539824440032	0.9795204519586578	0.972574482744222	0.9800804519409442	0.9709127398886378	0.9802889436600405	0.9784305108791375	0.9808564055808979	0.9705983475010236	0.9699206692458543	0.9708586297462435	0.9715370162555819	0.9794518493624663	0.9811337484931955	0.9812307505122027	0.9703266747555263	0.9760966840600492	0.9794792334912982	0.9822142367756761
LeChatelierE_2013__MH0407__bin.49	0.9721077337382232	0.9745255653922634	0.9714285206005835	0.9723085415060276	0.9803900835383851	0.9705432126747334	0.9708824595319009	0.9757662090057102	0.9730133328973283	0.9699590733134991	0.9771941810079093	0.9759208440312722	0.9730884901477556	0.9797783495590097	0.9758846170963011	0.9791450146422163	1.0	0.9728806463472339	0.9687300911495157	0.9728335599145466	0.9713155874787686	0.9699971122480192	0.9709300902147591	0.97892035319813	0.9729090925524599	0.9800178798133642	0.9703708899562277	0.9795802589304964	0.979569685582255	0.9808592279786669	0.969537034094881	0.9695071299430649	0.9699546742638351	0.9722994393583492	0.9797568664670838	0.9795095957647671	0.9790304332629999	0.9700633821207497	0.9757840896926936	0.9792782726005401	0.9799322854308558
NielsenHB_2014__MH0002__bin.1	0.9777055258937732	0.9692202139234267	0.9778211849017769	0.9992776756889559	0.9700844799315606	0.9679298423099943	0.9778552247802835	0.9718876262968036	0.9773359890973896	0.9674561373689053	0.9731298070092192	0.9728127355791296	0.9779516301762647	0.9722446965509659	0.9729646914462928	0.97160068432297	0.9728806463472339	1.0	0.9648666497843037	0.9779778904995008	0.9777702322280618	0.9675470694606957	0.9769102990033223	0.9695276930853467	0.9770311179499924	0.9723667126176758	0.9672388148219683	0.9720825368103083	0.971493276319283	0.9726274928400446	0.967363827935667	0.9677009086866113	0.9675305010970261	0.9767742311809395	0.9710936721160016	0.9709183335175158	0.9690704545913321	0.9669194030080019	0.9715829290277801	0.9698897205732253	0.9706542915899989
ZellerG_2014__CCIS74239020ST-4-0__bin.66	0.9647028516876597	0.9744825543601598	0.9656582667023135	0.9640397254387106	0.969415293445681	0.9856503247117057	0.9650523429417209	0.9701137014001081	0.967080177621243	0.984694755912153	0.9713759860059404	0.9691946875617777	0.9671985120515382	0.9692433876361031	0.9687773935274391	0.969386492712795	0.9687300911495157	0.9648666497843037	1.0	0.9660104868833407	0.9647942920260262	0.9855816102524876	0.9629896150417689	0.968670789005687	0.9670537966259233	0.9697902638865772	0.9850715226584706	0.9693647501106343	0.9699443836032186	0.969839161899169	0.9847572275353874	0.9851074969243603	0.9847416773481904	0.9655080680817546	0.9692910851885274	0.9690584404346356	0.9671902937865317	0.9843474190146184	0.9696726290881202	0.968240047455338	0.9686943336148987
XieH_2016__YSZC12003_37299R1__bin.50	0.9784167941210535	0.9706329387910358	0.9780249779133932	0.9778519986531774	0.9714656019933247	0.9685782020159526	0.9771797382613218	0.9729388641329055	0.9798163715464839	0.9681409918119512	0.974608228138201	0.9736585426550358	0.9793981243363489	0.9725403415274639	0.9738098772895396	0.9723379937397933	0.9728335599145466	0.9779778904995008	0.9660104868833407	1.0	0.9777461427277055	0.9670282989521027	0.9776700401251067	0.970694714905597	0.9794682393638119	0.9725914886971371	0.9680166161985713	0.9723989927858254	0.9724202014955434	0.9730958693560925	0.967310497095108	0.9688602171277416	0.9678031775839111	0.9772170845198844	0.9724324531240913	0.9716903865564465	0.9711745821247177	0.9679628441793018	0.9717642947173274	0.9705861364785647	0.9719697847939421
NielsenHB_2014__V1_UC55_4__bin.92	0.9996204781065914	0.9691224440245332	0.9781847675254085	0.9771807054777584	0.9698117101803361	0.9677351703746997	0.9784082768218688	0.9716924142483014	0.9780381533630503	0.9666891936081621	0.973208597971567	0.9723947107059271	0.977243498129979	0.9710612420479179	0.9737976316320334	0.9709179426319225	0.9713155874787686	0.9777702322280618	0.9647942920260262	0.9777461427277055	1.0	0.9662373349897775	0.9999197832163956	0.9690896311202014	0.9777765323918215	0.9715269085175052	0.9666561080414408	0.9703938100853731	0.9711417703761821	0.9719605116923625	0.9666352527881488	0.9670222684769211	0.9664885919975152	0.9767792174776918	0.9711956023006811	0.9706023319892885	0.9684481221681235	0.967033921291987	0.9712400131952461	0.9688520292961957	0.9702118127911005
LiJ_2014__O2.UC11-1__bin.29	0.9661835852528823	0.9762620863611795	0.9671819102089108	0.9666326322238105	0.9703999475334247	0.9876174839091574	0.9665419586751306	0.9706294664128261	0.9676179758289858	0.9842484454141255	0.9728726263860069	0.970818610609386	0.9682507916650877	0.9708043170083092	0.9710167911406059	0.970795600978569	0.9699971122480192	0.9675470694606957	0.9855816102524876	0.9670282989521027	0.9662373349897775	1.0	0.9639783959483759	0.9694293320313409	0.9672307788753911	0.971150383414178	0.9935287420364866	0.970492830077632	0.9706907222154751	0.9710333580835964	0.9937687139322231	0.9875543546599526	0.9994519285513324	0.966714630284714	0.9706801514163641	0.9700813636074204	0.9685336636953443	0.9875404469089629	0.9706817938777127	0.9692447291324114	0.9700466189435597
LiJ_2014__O2.UC48-1__bin.79	0.9996399178404086	0.9666198934667162	0.9769941119042417	0.976631183426877	0.9687140650875463	0.965694648096305	0.9777765304140977	0.9708894169720277	0.9779768468186971	0.9655817556875612	0.9723866593951911	0.9704866359236921	0.976363617969188	0.9701169903830689	0.9725994346658983	0.9692539824440032	0.9709300902147591	0.9769102990033223	0.9629896150417689	0.9776700401251067	0.9999197832163956	0.9639783959483759	1.0	0.9686390208080441	0.9772556849143866	0.9702899527983817	0.9645255889371757	0.9681485849621969	0.9700334238332033	0.9707066296248893	0.9642836056526036	0.9662350963165776	0.9644925376425623	0.9740679736461514	0.9703131553479896	0.9688218147214368	0.968316726153896	0.9660314056049403	0.9704075740606307	0.9677255685312391	0.9694575794987383
HeQ_2017__SZAXPI029557-42__bin.27	0.9702529334458928	0.9744546549075025	0.9703419621963232	0.9695424962328877	0.9816773197062062	0.9705303991455052	0.9685880501532831	0.9750402306437973	0.9717837829132894	0.969954498866354	0.9764047132907401	0.9754333196279277	0.9721218483519131	0.9797636905984851	0.9749994549145173	0.9795204519586578	0.97892035319813	0.9695276930853467	0.968670789005687	0.970694714905597	0.9690896311202014	0.9694293320313409	0.9686390208080441	1.0	0.9716097262221058	0.9793764732517413	0.9700622475536687	0.9807911117846744	0.9769578616598644	0.9797245289980209	0.970013703415106	0.9696540805753467	0.9700816079297285	0.9699808921473924	0.9859134441907874	0.9782420673748952	0.9787088817538114	0.9697383252257822	0.9755061889056424	0.9810263211391952	0.979145800378748
CosteaPI_2017__pluto1-11-30-0__bin.35	0.9777128231375081	0.9699293681711537	0.9780442245132244	0.9772575218188877	0.9716534131174129	0.9682340181389567	0.9774159097877514	0.9734410104712992	0.9997063365004784	0.9679094315754556	0.9749011978223842	0.9738115847991659	0.9798285742540832	0.972229608428978	0.9738050711549425	0.972574482744222	0.9729090925524599	0.9770311179499924	0.9670537966259233	0.9794682393638119	0.9777765323918215	0.9672307788753911	0.9772556849143866	0.9716097262221058	1.0	0.9722838746560025	0.9681243430634817	0.9726368892818387	0.9724785274497547	0.9735675197982534	0.9675249595684715	0.9682176296417151	0.967926752963574	0.9769175968810271	0.9724250398978497	0.971708812206357	0.9709680582557386	0.9683892090217553	0.9722790566937691	0.9710922864684681	0.9720587053567612
NielsenHB_2014__O2_UC55_2__bin.24	0.971944321479514	0.9753951861158834	0.9716319709985816	0.971962396942819	0.9803851087273523	0.9714923246930397	0.9708998211279619	0.9768802121454792	0.9728462028990154	0.9703970009576828	0.9778610958184287	0.9765396992551303	0.9734990679001462	0.999566011725453	0.9765104914172027	0.9800804519409442	0.9800178798133642	0.9723667126176758	0.9697902638865772	0.9725914886971371	0.9715269085175052	0.971150383414178	0.9702899527983817	0.9793764732517413	0.9722838746560025	1.0	0.9706572905806128	0.9804245475233683	0.9776921509944891	0.9801775878975679	0.9707820820258674	0.9702799031621735	0.9710511996550414	0.9719873279805258	0.9797433300323539	0.9790282675077993	0.9790522847726246	0.9712773291446893	0.9765141526352747	0.9790754867772695	0.9795508380962392
LiJ_2014__V1.FI09__bin.41	0.9661861251118629	0.9757236133648578	0.9672371652701957	0.9664726675473989	0.9706019003103367	0.9874963450609172	0.9668805398937381	0.9717140919957382	0.9684661016808687	0.9837317184602886	0.9731519354553564	0.9709007543583945	0.9683060332121033	0.9705615277608091	0.9708761682614236	0.9709127398886378	0.9703708899562277	0.9672388148219683	0.9850715226584706	0.9680166161985713	0.9666561080414408	0.9935287420364866	0.9645255889371757	0.9700622475536687	0.9681243430634817	0.9706572905806128	1.0	0.9709811470714942	0.9710546638330985	0.9709371838086729	0.9933561046785919	0.9873092856065262	0.9927391152961124	0.9673878690194696	0.9708285139525143	0.9703135626329422	0.9681860930164865	0.987236767702246	0.9706152033216722	0.969025629412286	0.9696687803892968
QinJ_2012__T2D-098__bin.51	0.9704568824566334	0.974899181023893	0.9722635842347834	0.971794468729828	0.9846754021461351	0.9709328174904555	0.9716278857824597	0.9757130285453918	0.9724340661956179	0.9699338835341222	0.9759363368500146	0.9752150385355018	0.9734291202974259	0.9806605898627191	0.9762066330603772	0.9802889436600405	0.9795802589304964	0.9720825368103083	0.9693647501106343	0.9723989927858254	0.9703938100853731	0.970492830077632	0.9681485849621969	0.9807911117846744	0.9726368892818387	0.9804245475233683	0.9709811470714942	1.0	0.9768555189741398	0.9799098450648631	0.969648002556013	0.9699960589595075	0.97078506152407	0.9719869168152	0.9806351158056035	0.9793824247331958	0.9793950252951096	0.9709335232882351	0.9754413747386017	0.982628371043299	0.9793902252872981
VogtmannE_2016__MMRS84159866ST-27-0-0__bin.40	0.9720709887934121	0.9745975080122613	0.9719708436000939	0.971320290651021	0.9775813310657209	0.9708555280091932	0.9706876242194358	0.9766409040183601	0.9727430329776913	0.9709999934496816	0.9774083971045824	0.9765798802442719	0.9730843932219239	0.9776205988843684	0.9766147298625376	0.9784305108791375	0.979569685582255	0.971493276319283	0.9699443836032186	0.9724202014955434	0.9711417703761821	0.9706907222154751	0.9700334238332033	0.9769578616598644	0.9724785274497547	0.9776921509944891	0.9710546638330985	0.9768555189741398	1.0	0.978597324448544	0.9704915578582866	0.969760743840674	0.9704173472921392	0.9713971683602408	0.9777227418275232	0.9775466044627635	0.975825134435587	0.9703594208446537	0.9783701207300257	0.9769847278738172	0.9768947682128624
LeChatelierE_2013__MH0418__bin.11	0.9727000052691177	0.9749118928163119	0.9716987756568347	0.9718607126600247	0.9802699462287459	0.9714333956701013	0.9712215169436048	0.9768032963879026	0.9740298452066964	0.9710671235592521	0.9775696183353116	0.9774213606326377	0.9735925474941683	0.9801007609680137	0.9774391593862293	0.9808564055808979	0.9808592279786669	0.9726274928400446	0.969839161899169	0.9730958693560925	0.9719605116923625	0.9710333580835964	0.9707066296248893	0.9797245289980209	0.9735675197982534	0.9801775878975679	0.9709371838086729	0.9799098450648631	0.978597324448544	1.0	0.9711898642489603	0.9705028300603346	0.9713374595692059	0.9715436037678518	0.9793497133272364	0.9803080076464481	0.9793266595007144	0.9713059958836339	0.9769487548922959	0.9797572703049946	0.9803059185595187
LiJ_2014__O2.UC1-1__bin.9	0.9671929923318447	0.9760208175988672	0.9668521062299625	0.9665527069890814	0.9700835625632598	0.9879362089758379	0.9668669930427425	0.9714616544346187	0.9679104908519617	0.9837493043665083	0.9726524414608807	0.9709191990462519	0.967463462895651	0.9703602277618495	0.9707449844315486	0.9705983475010236	0.969537034094881	0.967363827935667	0.9847572275353874	0.967310497095108	0.9666352527881488	0.9937687139322231	0.9642836056526036	0.970013703415106	0.9675249595684715	0.9707820820258674	0.9933561046785919	0.969648002556013	0.9704915578582866	0.9711898642489603	1.0	0.9875510988771413	0.993306879418757	0.9675442950830349	0.9708026870418994	0.9699872671790399	0.9683426301587241	0.9873261752300907	0.9709436628918567	0.9695668008574523	0.9696833825479282
