	BritoIL_2016__W1.39.SA__bin.2	HMP_2012__SRS015154__bin.11	HMP_2012__SRS015803__bin.39	HMP_2012__SRS015044__bin.27	HMP_2012__SRS015799__bin.2	HMP_2012__SRS015440__bin.17	CM_periimplantitis__SP_403SPT_T016__bin.15	BritoIL_2016__W2.4.SA__bin.1	CM_periimplantitis__SP_186SPI_T016_R__bin.5	HMP_2012__SRS024447__bin.56	BritoIL_2016__W1.36.SA__bin.11	BritoIL_2016__WL.33.SA__bin.17	HMP_2012__SRS019591__bin.5	BritoIL_2016__W1.40.SA__bin.2	HMP_2012__SRS018573__bin.7	HMP_2012__SRS047100__bin.26	CM_periimplantitis__SP_164SPT_T016__bin.15	HMP_2012__SRS017691__bin.35	HMP_2012__SRS015947__bin.14	CM_periimplantitis__SP_164SPI_T016__bin.12	BritoIL_2016__M1.48.SA__bin.1	BritoIL_2016__W1.42.SA__bin.4	HMP_2012__SRS016360__bin.7	HMP_2012__SRS015470__bin.40	HMP_2012__SRS013881__bin.8	BritoIL_2016__WL.32.SA__bin.2	BritoIL_2016__WL.25.SA__bin.1	HMP_2012__SRS015158__bin.23	HMP_2012__SRS015650__bin.2	BritoIL_2016__W2.46.SA__bin.5	CM_periimplantitis__SP_162SPI_T016__bin.14	HMP_2012__SRS051244__bin.43	HMP_2012__SRS019387__bin.24	BritoIL_2016__W1.38.SA__bin.1	BritoIL_2016__M1.62.SA__bin.1	CM_periimplantitis__SP_162SPT_T016__bin.1	HMP_2012__SRS024470__bin.7	HMP_2012__SRS047265__bin.8	HMP_2012__SRS043018__bin.16	BritoIL_2016__W3.16.SA__bin.7	OhJ_2014__MET0313__bin.2
HMP_2012__SRS018573__bin.7	0.9550641372505332	0.9538366959146035	0.9719257840146993	0.9535917494228557	0.9728239422004725	0.9538762049955241	0.9530798333065198	0.9555430530159772	0.953661659354183	0.9564151927472426	0.954732129053881	0.9531154812997927	0.9537439719599804	0.9544619489492014	1.0	0.9595354975414769	0.9525779391981518	0.9521889790342348	0.9520947903496847	0.9532264084722818	0.9546812928592616	0.9575346813876066	0.9539717157700532	0.9538374951340551	0.9727526262902538	0.9535980593968072	0.9517684587670403	0.954053640228994	0.953459198902851	0.9544200328392078	0.9538925246711873	0.9535893405651393	0.9537430547197817	0.9562531330851154	0.9559231931210783	0.9537605928234791	0.955833622593555	0.9540578429514031	0.9529955396001594	0.9568520749227412	0.9544458687203476
HMP_2012__SRS047100__bin.26	0.9554434038063383	0.9540481293944162	0.9597888866998862	0.953674065259252	0.95925905239582	0.9538258022113822	0.9539289299285743	0.955467661021641	0.9537569866619566	0.95584523322744	0.953772171575884	0.9527958069975742	0.954243316249595	0.9542505382310199	0.9595354975414769	1.0	0.9534497938212579	0.9529356943150047	0.9523367482036906	0.9537140237516839	0.9543019549417966	0.9571763175977716	0.9540333742875106	0.9537226319821961	0.9599716543192104	0.9532353755810083	0.951089180830851	0.9547803509242645	0.9537188654583835	0.954068498323693	0.9539519399492479	0.9532735459826598	0.9536287628700811	0.9546287164852371	0.9550425139931521	0.9534637027552074	0.9555114992861684	0.9544320283600494	0.9533734200608202	0.9568604150682112	0.9546744966571865
CM_periimplantitis__SP_164SPT_T016__bin.15	0.9678323678389681	0.9698062888006399	0.9539065585944289	0.9687828252148272	0.9533710736563976	0.9678914078480688	0.9968159353002846	0.9679643995607116	0.9676806755428308	0.9667788029721565	0.9717583449826555	0.9689066003258587	0.9690972003207872	0.9684719352848641	0.9525779391981518	0.9534497938212579	1.0	0.953440676267518	0.9635170205580755	0.9986858765231805	0.9676878805168062	0.9775601962148399	0.9692630439617005	0.9677846851784244	0.9542686338003439	0.9682285582533587	0.9685559339434945	0.9698839111496541	0.9687284313878121	0.9714773792359528	0.9688136180878948	0.9544880280582205	0.9686578411437674	0.9723606143037676	0.9728420317470792	0.9690223216641347	0.9665626556168251	0.9694766993584999	0.9685212043454614	0.9778767555295963	0.9702249525375988
HMP_2012__SRS017691__bin.35	0.9548234824316854	0.9536217632309614	0.9529766848853386	0.9540039799441493	0.9525139183672688	0.9535137175411793	0.9538859532213735	0.9543212721825305	0.9532823844462623	0.9537856017902697	0.9537564647426862	0.9520709660010793	0.9538622032000915	0.9532029172640679	0.9521889790342348	0.9529356943150047	0.953440676267518	1.0	0.9577500545130181	0.953499776119302	0.9534423926799048	0.9564211956879418	0.9539526423741839	0.9534353466510695	0.9529155229325613	0.953136008127508	0.9518737929450388	0.9544797300094607	0.9537883870283237	0.9537991185675316	0.9535654388968227	0.973134601059718	0.9534120282551205	0.9540963625137473	0.9556290329464496	0.9532188139912459	0.9534125328105568	0.9562789413580635	0.953651048025565	0.9559634852608526	0.9539576446525817
HMP_2012__SRS015947__bin.14	0.9637011991076408	0.9639481616335761	0.953122678015789	0.964517162533352	0.9527892606211676	0.9633325070236325	0.9629326738664175	0.9635953588395867	0.9626135153082338	0.9623102065878154	0.9642474836829663	0.9642748585954222	0.9639576868603421	0.962584557109771	0.9520947903496847	0.9523367482036906	0.9635170205580755	0.9577500545130181	1.0	0.9630979890183273	0.9625424645154002	0.9673979888319755	0.964248988103635	0.963084285405731	0.9536106757115571	0.9637000990019052	0.9612420186936487	0.9639965238321933	0.9643872132380594	0.9640911495664176	0.9635830558650511	0.9587908083458883	0.9640866877147135	0.9641992849811291	0.9662348284819762	0.9633753351502963	0.9616823962291768	0.9650715044021928	0.9638762584109579	0.9669663386129355	0.9637323747141323
CM_periimplantitis__SP_164SPI_T016__bin.12	0.9677979442853536	0.9694454954037277	0.9543231034816458	0.9684391021114109	0.9539133637871611	0.9682370632719541	0.9969553639375948	0.9683100609636541	0.9671975351064732	0.9669856462421949	0.971765090732372	0.9690646111909517	0.969599926254763	0.9682391022393917	0.9532264084722818	0.9537140237516839	0.9986858765231805	0.953499776119302	0.9630979890183273	1.0	0.9684750245175274	0.9778331530399456	0.969598986775245	0.9679246752061257	0.9549079010290858	0.9689537346023761	0.9694147013084778	0.969625048542085	0.968726960865444	0.9718475378471906	0.9690434438198435	0.9547084859114569	0.9686668350568128	0.9730607819791565	0.9724472912837557	0.9690586987695979	0.9667449844226756	0.969643955298259	0.9681234837348148	0.9783651972172243	0.9696139056491699
BritoIL_2016__M1.48.SA__bin.1	0.9839036284498816	0.9674332221988553	0.9554351830146345	0.9678979294697405	0.9553762751189367	0.9668915260285436	0.9681993959996915	0.9837921554438136	0.9658714709645804	0.9818909472523368	0.9696006802770825	0.9676979624586106	0.9673475710195942	0.9813053635961602	0.9546812928592616	0.9543019549417966	0.9676878805168062	0.9534423926799048	0.9625424645154002	0.9684750245175274	1.0	0.9732526312977883	0.9670525194646499	0.967206223875137	0.9559287232374667	0.9677063490640903	0.9666429384694615	0.9668233311010217	0.9672694834426412	0.9676886133225935	0.9672389435342349	0.9547643917420133	0.9671069374770586	0.9690648755253306	0.9708212884041968	0.9670927388103081	0.9821222930651912	0.9681063493124735	0.9668867199236092	0.9724576413178571	0.9674071987557101
BritoIL_2016__W1.42.SA__bin.4	0.9733425193517743	0.9747834543455045	0.9586015051582011	0.9742173330208161	0.9579203771428962	0.97360246427995	0.9773942114177913	0.97427820489684	0.9726723945244166	0.9724432108773746	0.9778580145533716	0.9746225867867746	0.9745394493562376	0.9738569304352873	0.9575346813876066	0.9571763175977716	0.9775601962148399	0.9564211956879418	0.9673979888319755	0.9778331530399456	0.9732526312977883	1.0	0.9746736204919263	0.9733594191817869	0.959006248679325	0.9754253256450194	0.97472299222808	0.9742383376770309	0.973985106330086	0.977602564687473	0.9750124719611836	0.9574041418504513	0.9739451807201831	0.9856034765659961	0.9786102762035909	0.9753691446499462	0.9722615531912024	0.9737720309195811	0.9734425394115328	0.9876324843838384	0.9746844446058603
HMP_2012__SRS016360__bin.7	0.9680434582648787	0.9977253065577482	0.9552638955592297	0.9702662030382494	0.9548820771471194	0.9693622608110624	0.9699656264261071	0.9680143968848067	0.9676124301652028	0.9674935997761217	0.9760167192819277	0.970100259340359	0.9981798382731228	0.9681757880977796	0.9539717157700532	0.9540333742875106	0.9692630439617005	0.9539526423741839	0.964248988103635	0.969598986775245	0.9670525194646499	0.9746736204919263	1.0	0.9692531583685747	0.9561760460740867	0.9698549436787351	0.9744292636306181	0.9973914939194889	0.970678317532081	0.9703434978796962	0.9942148509304612	0.9548032154581654	0.9982055241950806	0.9712869549257048	0.9712875411491914	0.9946079406793423	0.9672233184334074	0.9704861045426307	0.9961326804003003	0.9747242426633618	0.9879305213470981
HMP_2012__SRS015470__bin.40	0.9670512775361426	0.9685912874771241	0.9535412669844346	0.9688543145905222	0.9530748622277506	0.9972568121602724	0.9677314655808595	0.967453781801344	0.9726807872539831	0.9671709779153612	0.9689059954128917	0.9692039116215796	0.9687192811351958	0.9675180771138505	0.9538374951340551	0.9537226319821961	0.9677846851784244	0.9534353466510695	0.963084285405731	0.9679246752061257	0.967206223875137	0.9733594191817869	0.9692531583685747	1.0	0.9544520164038488	0.9680396799552571	0.9673027247729356	0.9684432642966984	0.9687079592565138	0.9687476931288839	0.968580006579472	0.9537685628153425	0.9687143232298102	0.9691753429759282	0.9706892310956995	0.9685913521044835	0.9668942546584854	0.9685979833259171	0.9675199235669044	0.9727703902647756	0.9673926227923099
HMP_2012__SRS013881__bin.8	0.9560613295061702	0.9557509697576044	0.9976620447357408	0.9551735476871357	0.999344345962313	0.9544626414166418	0.9549732070762681	0.9565402575438203	0.9548034456932148	0.9567842745929408	0.9562425262138416	0.9544519133008755	0.9568978860884156	0.9554024567003334	0.9727526262902538	0.9599716543192104	0.9542686338003439	0.9529155229325613	0.9536106757115571	0.9549079010290858	0.9559287232374667	0.959006248679325	0.9561760460740867	0.9544520164038488	1.0	0.954976178113015	0.953531965203522	0.9563314580470438	0.9553804484045849	0.9559398291496017	0.9565197069071065	0.9535359850262117	0.9562228283667722	0.9566796471356319	0.9563705872894004	0.956210357809308	0.956345210180718	0.9558300971144701	0.9547551633033778	0.9583175768420612	0.9562011158490678
BritoIL_2016__WL.32.SA__bin.2	0.968041240330397	0.9697236496107764	0.9538666274991501	0.9693904391153063	0.9537421317170803	0.9684495978060107	0.9691064920775043	0.969073338613927	0.9678989068298064	0.9671843061357194	0.9708155570306023	0.9742974085333219	0.9690638887509366	0.968326945962515	0.9535980593968072	0.9532353755810083	0.9682285582533587	0.953136008127508	0.9637000990019052	0.9689537346023761	0.9677063490640903	0.9754253256450194	0.9698549436787351	0.9680396799552571	0.954976178113015	1.0	0.9684551422639949	0.9685386490504846	0.9693910618574724	0.9701259834151328	0.9692019975160125	0.9537346000357101	0.9684920134397971	0.9711289951713038	0.9724716283047007	0.9687622623375322	0.9665778805892133	0.9693055974186777	0.9689457845525961	0.9746548718559502	0.9691250515343721
BritoIL_2016__WL.25.SA__bin.1	0.9673957405140033	0.9753666847238065	0.9527784394413552	0.9676236225948588	0.9522399470501292	0.9677082839725382	0.9690254333756139	0.9676731977772481	0.9666169957050125	0.965465673083264	0.9904083742857159	0.9694453359325164	0.974584829270607	0.9678228291295957	0.9517684587670403	0.951089180830851	0.9685559339434945	0.9518737929450388	0.9612420186936487	0.9694147013084778	0.9666429384694615	0.97472299222808	0.9744292636306181	0.9673027247729356	0.953531965203522	0.9684551422639949	1.0	0.9735027593138381	0.9675450799564619	0.9689957552964538	0.974218325714145	0.9513310602693654	0.9744651391008019	0.971221305012534	0.9712422504907561	0.9752796603645919	0.9654944409230406	0.968163754334748	0.9739602993310581	0.974623281592079	0.9795920038039441
HMP_2012__SRS015158__bin.23	0.9676227284793223	0.996974670547053	0.955783950166558	0.9697843757489621	0.955471810984581	0.9682469058847174	0.9692312515584512	0.9679139138113526	0.9664177688081056	0.967016928934905	0.9746791264268928	0.9685058897552785	0.9976062395287896	0.9676036121866641	0.954053640228994	0.9547803509242645	0.9698839111496541	0.9544797300094607	0.9639965238321933	0.969625048542085	0.9668233311010217	0.9742383376770309	0.9973914939194889	0.9684432642966984	0.9563314580470438	0.9685386490504846	0.9735027593138381	1.0	0.9700907835792331	0.9703363159187387	0.9933193028804137	0.9546626060964949	0.9972206666920134	0.9708937614814313	0.971181937233402	0.9936837688223237	0.9667106832222814	0.9702192990704537	0.9963487801203484	0.9739200618643216	0.9863164248378352
HMP_2012__SRS015650__bin.2	0.9676403644503248	0.9701841878639093	0.9543819264856479	0.9989027774903847	0.9543375960946083	0.968383939858587	0.9690178737532019	0.967627096630416	0.967725804936707	0.9672312306472604	0.9701627833468798	0.969311206611197	0.969999559553828	0.9676283539040773	0.953459198902851	0.9537188654583835	0.9687284313878121	0.9537883870283237	0.9643872132380594	0.968726960865444	0.9672694834426412	0.973985106330086	0.970678317532081	0.9687079592565138	0.9553804484045849	0.9693910618574724	0.9675450799564619	0.9700907835792331	1.0	0.9695023526724911	0.9695891343751812	0.9542073127115852	0.9695980681275214	0.9698380174280051	0.9708956642892456	0.9695918616764341	0.9666134814395217	0.9964233948005077	0.9699899146652841	0.973835317578493	0.9690263187419913
BritoIL_2016__W2.46.SA__bin.5	0.9682042641369591	0.9703299437407662	0.9554352598845249	0.9697231067058635	0.9548049694863372	0.96921095150562	0.9709190357239814	0.9681960390233348	0.9681126978104988	0.967473034688686	0.9716250287523811	0.9699951229605107	0.9703388065892293	0.9682544874623417	0.9544200328392078	0.954068498323693	0.9714773792359528	0.9537991185675316	0.9640911495664176	0.9718475378471906	0.9676886133225935	0.977602564687473	0.9703434978796962	0.9687476931288839	0.9559398291496017	0.9701259834151328	0.9689957552964538	0.9703363159187387	0.9695023526724911	1.0	0.9701715299005562	0.9547780275468639	0.9695062564936532	0.9734075463707409	0.9731143273261903	0.9699344893253775	0.9675794484062401	0.969251616967353	0.9699893021037399	0.9777040543585832	0.9698573562649749
CM_periimplantitis__SP_162SPI_T016__bin.14	0.9677546892734383	0.9939841611225447	0.9556732539335442	0.9694026595422601	0.9550633371837799	0.9685359660497929	0.9693069491026621	0.9673502733823369	0.9666700294915133	0.9676583888282881	0.9764222923829009	0.969496702168275	0.9944300793899565	0.9673384094314456	0.9538925246711873	0.9539519399492479	0.9688136180878948	0.9535654388968227	0.9635830558650511	0.9690434438198435	0.9672389435342349	0.9750124719611836	0.9942148509304612	0.968580006579472	0.9565197069071065	0.9692019975160125	0.974218325714145	0.9933193028804137	0.9695891343751812	0.9701715299005562	1.0	0.9540497248937821	0.994004371093686	0.9713299736012674	0.9712522028712656	0.999624777668586	0.9665254282248167	0.9697100419350517	0.9915239061131422	0.9742869702457672	0.9900139768099667
HMP_2012__SRS051244__bin.43	0.9549191750753527	0.9547044669235065	0.9537533457714003	0.9544442751575896	0.9531235678539348	0.9540847030687956	0.9551032965138039	0.9546647464681254	0.954293099394623	0.9548546550416627	0.9538871339080152	0.9534637802666683	0.9545458060977228	0.9539283721542029	0.9535893405651393	0.9532735459826598	0.9544880280582205	0.973134601059718	0.9587908083458883	0.9547084859114569	0.9547643917420133	0.9574041418504513	0.9548032154581654	0.9537685628153425	0.9535359850262117	0.9537346000357101	0.9513310602693654	0.9546626060964949	0.9542073127115852	0.9547780275468639	0.9540497248937821	1.0	0.9545892928340077	0.9547041242297246	0.9561426596381757	0.9533861744897617	0.9543563695146091	0.9559194924330724	0.9529302788569216	0.956903852128235	0.9542720670663353
