	BritoIL_2016__W1.39.SA__bin.2	HMP_2012__SRS015154__bin.11	HMP_2012__SRS015803__bin.39	HMP_2012__SRS015044__bin.27	HMP_2012__SRS015799__bin.2	HMP_2012__SRS015440__bin.17	CM_periimplantitis__SP_403SPT_T016__bin.15	BritoIL_2016__W2.4.SA__bin.1	CM_periimplantitis__SP_186SPI_T016_R__bin.5	HMP_2012__SRS024447__bin.56	BritoIL_2016__W1.36.SA__bin.11	BritoIL_2016__WL.33.SA__bin.17	HMP_2012__SRS019591__bin.5	BritoIL_2016__W1.40.SA__bin.2	HMP_2012__SRS018573__bin.7	HMP_2012__SRS047100__bin.26	CM_periimplantitis__SP_164SPT_T016__bin.15	HMP_2012__SRS017691__bin.35	HMP_2012__SRS015947__bin.14	CM_periimplantitis__SP_164SPI_T016__bin.12	BritoIL_2016__M1.48.SA__bin.1	BritoIL_2016__W1.42.SA__bin.4	HMP_2012__SRS016360__bin.7	HMP_2012__SRS015470__bin.40	HMP_2012__SRS013881__bin.8	BritoIL_2016__WL.32.SA__bin.2	BritoIL_2016__WL.25.SA__bin.1	HMP_2012__SRS015158__bin.23	HMP_2012__SRS015650__bin.2	BritoIL_2016__W2.46.SA__bin.5	CM_periimplantitis__SP_162SPI_T016__bin.14	HMP_2012__SRS051244__bin.43	HMP_2012__SRS019387__bin.24	BritoIL_2016__W1.38.SA__bin.1	BritoIL_2016__M1.62.SA__bin.1	CM_periimplantitis__SP_162SPT_T016__bin.1	HMP_2012__SRS024470__bin.7	HMP_2012__SRS047265__bin.8	HMP_2012__SRS043018__bin.16	BritoIL_2016__W3.16.SA__bin.7	OhJ_2014__MET0313__bin.2
BritoIL_2016__W1.36.SA__bin.11	46516.0	36619.0	72776.0	49804.0	79319.0	48581.0	46036.0	41050.0	44037.0	49911.0	0.0	39822.0	44697.0	45481.0	76717.0	77914.0	38183.0	69225.0	57714.0	47990.0	54053.0	31588.0	41875.0	47938.0	70843.0	52981.0	16354.0	38379.0	52862.0	50824.0	40991.0	75790.0	41955.0	30581.0	37877.0	39716.0	55520.0	40825.0	28639.0	30323.0	31151.0
BritoIL_2016__WL.33.SA__bin.17	38421.0	35200.0	59305.0	40530.0	64105.0	38935.0	40311.0	34918.0	36027.0	40456.0	39822.0	0.0	41775.0	37033.0	61492.0	61666.0	32271.0	58261.0	45015.0	40447.0	45734.0	28831.0	38957.0	38439.0	57657.0	38419.0	38558.0	35939.0	43482.0	40605.0	39389.0	60335.0	38987.0	26408.0	32025.0	39350.0	44186.0	31707.0	27788.0	27433.0	39016.0
HMP_2012__SRS019591__bin.5	49650.0	3351.0	73311.0	51556.0	78996.0	49910.0	48830.0	44924.0	49540.0	51639.0	44697.0	41775.0	0.0	48093.0	79526.0	78530.0	41154.0	70188.0	58505.0	52106.0	58180.0	36354.0	3470.0	48687.0	69894.0	56686.0	41249.0	4012.0	54491.0	53418.0	10413.0	76402.0	3200.0	34374.0	40465.0	9807.0	58459.0	40885.0	4111.0	34838.0	20262.0
BritoIL_2016__W1.40.SA__bin.2	20541.0	40178.0	63290.0	45891.0	67878.0	44468.0	44514.0	19282.0	42535.0	24898.0	45481.0	37033.0	48093.0	0.0	66084.0	65386.0	36336.0	61721.0	50969.0	45646.0	29295.0	31981.0	45675.0	42828.0	62092.0	48306.0	43819.0	41349.0	48957.0	47555.0	46452.0	65148.0	45766.0	29984.0	36116.0	46042.0	27422.0	37844.0	32732.0	29811.0	44085.0
HMP_2012__SRS018573__bin.7	67764.0	65254.0	48710.0	74500.0	50546.0	69918.0	72328.0	59738.0	65291.0	68190.0	76717.0	61492.0	79526.0	66084.0	0.0	70123.0	60597.0	71430.0	75516.0	75564.0	77916.0	58063.0	75893.0	67831.0	46124.0	81489.0	72424.0	66317.0	80360.0	79059.0	76012.0	76121.0	73795.0	49830.0	60692.0	74055.0	75453.0	60103.0	50383.0	56058.0	71360.0
HMP_2012__SRS047100__bin.26	66047.0	66094.0	66947.0	73810.0	72943.0	71590.0	71507.0	59200.0	64930.0	67383.0	77914.0	61666.0	78530.0	65386.0	70123.0	0.0	61174.0	69791.0	75529.0	75623.0	78063.0	57958.0	75088.0	68434.0	64507.0	80368.0	72182.0	64718.0	79280.0	79790.0	74817.0	76831.0	73227.0	50653.0	61397.0	74140.0	74165.0	59129.0	49325.0	55326.0	70792.0
CM_periimplantitis__SP_164SPT_T016__bin.15	38015.0	34123.0	58346.0	39467.0	62402.0	37814.0	4252.0	34742.0	35671.0	40686.0	38183.0	32271.0	41154.0	36336.0	60597.0	61174.0	0.0	52963.0	43537.0	1863.0	44061.0	25224.0	39530.0	37679.0	55996.0	43544.0	36998.0	33616.0	42182.0	40139.0	39217.0	57278.0	39429.0	25808.0	29631.0	39334.0	43914.0	31670.0	27087.0	22764.0	37907.0
HMP_2012__SRS017691__bin.35	60638.0	60651.0	68785.0	67169.0	74436.0	64535.0	63976.0	55496.0	58477.0	63441.0	69225.0	58261.0	70188.0	61721.0	71430.0	69791.0	52963.0	0.0	67235.0	68749.0	70268.0	52973.0	66632.0	61859.0	66571.0	73437.0	67257.0	59374.0	71431.0	69000.0	66754.0	45876.0	65551.0	45871.0	55100.0	67280.0	69415.0	52260.0	48820.0	51356.0	64112.0
HMP_2012__SRS015947__bin.14	52067.0	50438.0	71606.0	55043.0	79396.0	55025.0	54889.0	47264.0	50502.0	54876.0	57714.0	45015.0	58505.0	50969.0	75516.0	75529.0	43537.0	67235.0	0.0	57139.0	60346.0	42358.0	56008.0	52471.0	70408.0	60682.0	56270.0	49839.0	59184.0	57965.0	56316.0	71527.0	54475.0	38123.0	44336.0	56292.0	60994.0	45436.0	38412.0	41047.0	53935.0
CM_periimplantitis__SP_164SPI_T016__bin.12	47702.0	44094.0	73160.0	50948.0	78572.0	48285.0	5129.0	42022.0	45630.0	51091.0	47990.0	40447.0	52106.0	45646.0	75564.0	75623.0	1863.0	68749.0	57139.0	0.0	53522.0	31188.0	49831.0	47788.0	70060.0	53616.0	46317.0	44115.0	54041.0	49780.0	50647.0	73493.0	49744.0	30613.0	37552.0	50360.0	55922.0	40082.0	35345.0	27752.0	48598.0
BritoIL_2016__M1.48.SA__bin.1	26168.0	48625.0	74522.0	53313.0	80009.0	53257.0	51955.0	23965.0	50143.0	30543.0	54053.0	45734.0	58180.0	29295.0	77916.0	78063.0	44061.0	70268.0	60346.0	53522.0	0.0	38053.0	55867.0	51725.0	72805.0	59454.0	52530.0	49441.0	59293.0	57684.0	55539.0	75311.0	53767.0	36532.0	42333.0	54347.0	33098.0	42933.0	36481.0	36986.0	53226.0
BritoIL_2016__W1.42.SA__bin.4	34011.0	31712.0	56076.0	34870.0	61500.0	34510.0	30496.0	30074.0	33133.0	36100.0	31588.0	28831.0	36354.0	31981.0	58063.0	57958.0	25224.0	52973.0	42358.0	31188.0	38053.0	0.0	34760.0	33729.0	54320.0	35957.0	32517.0	30603.0	37673.0	32892.0	33809.0	56693.0	34770.0	14477.0	25847.0	33287.0	39083.0	29221.0	24390.0	14299.0	33458.0
HMP_2012__SRS016360__bin.7	47597.0	3547.0	70700.0	47578.0	76215.0	46905.0	46991.0	42319.0	47218.0	50180.0	41875.0	38957.0	3470.0	45675.0	75893.0	75088.0	39530.0	66632.0	56008.0	49831.0	55867.0	34760.0	0.0	46037.0	68225.0	52378.0	39812.0	4128.0	50146.0	51297.0	10285.0	72417.0	3164.0	32226.0	38944.0	9430.0	55398.0	39004.0	4492.0	32672.0	19709.0
HMP_2012__SRS015470__bin.40	44907.0	41379.0	68121.0	46475.0	75298.0	4596.0	46131.0	39783.0	36437.0	47436.0	47938.0	38439.0	48687.0	42828.0	67831.0	68434.0	37679.0	61859.0	52471.0	47788.0	51725.0	33729.0	46037.0	0.0	66229.0	52116.0	45126.0	41904.0	50149.0	49533.0	46895.0	67201.0	45271.0	31948.0	36465.0	46438.0	51208.0	37402.0	32568.0	31754.0	47044.0
HMP_2012__SRS013881__bin.8	63588.0	60504.0	4028.0	68297.0	1223.0	69260.0	67474.0	55916.0	61371.0	64355.0	70843.0	57657.0	69894.0	62092.0	46124.0	64507.0	55996.0	66571.0	70408.0	70060.0	72805.0	54320.0	68225.0	66229.0	0.0	74136.0	66659.0	60886.0	73522.0	72487.0	66977.0	73281.0	66268.0	46912.0	57792.0	65870.0	70877.0	55402.0	47779.0	51806.0	66610.0
BritoIL_2016__WL.32.SA__bin.2	51208.0	46458.0	77895.0	52949.0	85121.0	53449.0	51549.0	44823.0	48012.0	53444.0	52981.0	38419.0	56686.0	48306.0	81489.0	80368.0	43544.0	73437.0	60682.0	53616.0	59454.0	35957.0	52378.0	52116.0	74136.0	0.0	51693.0	47844.0	57428.0	54532.0	53686.0	79808.0	53058.0	34529.0	40885.0	54213.0	60104.0	42465.0	34910.0	35112.0	51374.0
BritoIL_2016__WL.25.SA__bin.1	44018.0	33559.0	68989.0	48136.0	75839.0	46339.0	45714.0	41234.0	43775.0	48702.0	16354.0	38558.0	41249.0	43819.0	72424.0	72182.0	36998.0	67257.0	56270.0	46317.0	52530.0	32517.0	39812.0	45126.0	66659.0	51693.0	0.0	35881.0	51465.0	49340.0	39782.0	72384.0	37990.0	29309.0	36302.0	38215.0	52968.0	37732.0	26766.0	30879.0	29915.0
HMP_2012__SRS015158__bin.23	41836.0	4234.0	62372.0	43243.0	66098.0	43605.0	42201.0	36953.0	42465.0	44905.0	38379.0	35939.0	4012.0	41349.0	66317.0	64718.0	33616.0	59374.0	49839.0	44115.0	49441.0	30603.0	4128.0	41904.0	60886.0	47844.0	35881.0	0.0	45320.0	44205.0	10358.0	64312.0	4313.0	29185.0	34219.0	9784.0	49411.0	34838.0	4120.0	30083.0	19859.0
HMP_2012__SRS015650__bin.2	51509.0	46394.0	76575.0	2068.0	83828.0	52620.0	51960.0	45613.0	48794.0	52575.0	52862.0	43482.0	54491.0	48957.0	80360.0	79280.0	42182.0	71431.0	59184.0	54041.0	59293.0	37673.0	50146.0	50149.0	73522.0	57428.0	51465.0	45320.0	0.0	55151.0	52967.0	78103.0	50711.0	35932.0	42092.0	52250.0	59175.0	5399.0	33803.0	35583.0	52453.0
BritoIL_2016__W2.46.SA__bin.5	49592.0	44242.0	74800.0	50548.0	81796.0	50098.0	47883.0	44688.0	47236.0	52092.0	50824.0	40605.0	53418.0	47555.0	79059.0	79790.0	40139.0	69000.0	57965.0	49780.0	57684.0	32892.0	51297.0	49533.0	72487.0	54532.0	49340.0	44205.0	55151.0	0.0	51103.0	74816.0	50628.0	32149.0	38914.0	50947.0	56833.0	41978.0	33411.0	30572.0	49718.0
CM_periimplantitis__SP_162SPI_T016__bin.14	47956.0	9348.0	69732.0	49521.0	75975.0	48066.0	47871.0	43281.0	48235.0	49425.0	40991.0	39389.0	10413.0	46452.0	76012.0	74817.0	39217.0	66754.0	56316.0	50647.0	55539.0	33809.0	10285.0	46895.0	66977.0	53686.0	39782.0	10358.0	52967.0	51103.0	0.0	73467.0	10249.0	32592.0	38449.0	693.0	56787.0	40023.0	9561.0	32698.0	16540.0
HMP_2012__SRS051244__bin.43	66153.0	65452.0	74140.0	72060.0	81829.0	70269.0	68736.0	60063.0	63376.0	67329.0	75790.0	60335.0	76402.0	65148.0	76121.0	76831.0	57278.0	45876.0	71527.0	73493.0	75311.0	56693.0	72417.0	67201.0	73281.0	79808.0	72384.0	64312.0	78103.0	74816.0	73467.0	0.0	70957.0	49815.0	59321.0	73636.0	75446.0	57826.0	51069.0	54656.0	70365.0
HMP_2012__SRS019387__bin.24	47095.0	3104.0	68912.0	48046.0	74231.0	47040.0	46948.0	42351.0	46097.0	49274.0	41955.0	38987.0	3200.0	45766.0	73795.0	73227.0	39429.0	65551.0	54475.0	49744.0	53767.0	34770.0	3164.0	45271.0	66268.0	53058.0	37990.0	4313.0	50711.0	50628.0	10249.0	70957.0	0.0	32772.0	38906.0	9381.0	53776.0	38579.0	4226.0	32875.0	19540.0
BritoIL_2016__W1.38.SA__bin.1	33320.0	29477.0	48084.0	33385.0	51716.0	33049.0	29330.0	28968.0	31435.0	33693.0	30581.0	26408.0	34374.0	29984.0	49830.0	50653.0	25808.0	45871.0	38123.0	30613.0	36532.0	14477.0	32226.0	31948.0	46912.0	34529.0	29309.0	29185.0	35932.0	32149.0	32592.0	49815.0	32772.0	0.0	24223.0	31938.0	38117.0	27614.0	22653.0	11398.0	32107.0
BritoIL_2016__M1.62.SA__bin.1	37381.0	34164.0	59151.0	39652.0	64350.0	37568.0	36696.0	32528.0	35842.0	39711.0	37877.0	32025.0	40465.0	36116.0	60692.0	61397.0	29631.0	55100.0	44336.0	37552.0	42333.0	25847.0	38944.0	36465.0	57792.0	40885.0	36302.0	34219.0	42092.0	38914.0	38449.0	59321.0	38906.0	24223.0	0.0	38232.0	43188.0	33135.0	26397.0	25236.0	37695.0
CM_periimplantitis__SP_162SPT_T016__bin.1	47045.0	8575.0	68980.0	49067.0	76110.0	47134.0	47050.0	42380.0	46424.0	48630.0	39716.0	39350.0	9807.0	46042.0	74055.0	74140.0	39334.0	67280.0	56292.0	50360.0	54347.0	33287.0	9430.0	46438.0	65870.0	54213.0	38215.0	9784.0	52250.0	50947.0	693.0	73636.0	9381.0	31938.0	38232.0	0.0	55705.0	39108.0	9348.0	32757.0	16895.0
HMP_2012__SRS024470__bin.7	24476.0	48915.0	73242.0	53865.0	79120.0	53724.0	53388.0	22201.0	49685.0	2093.0	55520.0	44186.0	58459.0	27422.0	75453.0	74165.0	43914.0	69415.0	60994.0	55922.0	33098.0	39083.0	55398.0	51208.0	70877.0	60104.0	52968.0	49411.0	59175.0	56833.0	56787.0	75446.0	53776.0	38117.0	43188.0	55705.0	0.0	44737.0	36795.0	36966.0	53556.0
HMP_2012__SRS047265__bin.8	39769.0	35211.0	56839.0	6261.0	62122.0	39635.0	37757.0	34919.0	37213.0	40877.0	40825.0	31707.0	40885.0	37844.0	60103.0	59129.0	31670.0	52260.0	45436.0	40082.0	42933.0	29221.0	39004.0	37402.0	55402.0	42465.0	37732.0	34838.0	5399.0	41978.0	40023.0	57826.0	38579.0	27614.0	33135.0	39108.0	44737.0	0.0	28008.0	27484.0	39661.0
HMP_2012__SRS043018__bin.16	31842.0	4292.0	49147.0	32407.0	52497.0	32708.0	32673.0	28249.0	31775.0	33608.0	28639.0	27788.0	4111.0	32732.0	50383.0	49325.0	27087.0	48820.0	38412.0	35345.0	36481.0	24390.0	4492.0	32568.0	47779.0	34910.0	26766.0	4120.0	33803.0	33411.0	9561.0	51069.0	4226.0	22653.0	26397.0	9348.0	36795.0	28008.0	0.0	22573.0	15398.0
BritoIL_2016__W3.16.SA__bin.7	32741.0	29300.0	53670.0	33504.0	58317.0	33361.0	26784.0	27880.0	29988.0	33921.0	30323.0	27433.0	34838.0	29811.0	56058.0	55326.0	22764.0	51356.0	41047.0	27752.0	36986.0	14299.0	32672.0	31754.0	51806.0	35112.0	30879.0	30083.0	35583.0	30572.0	32698.0	54656.0	32875.0	11398.0	25236.0	32757.0	36966.0	27484.0	22573.0	0.0	31812.0
OhJ_2014__MET0313__bin.2	46907.0	17633.0	68898.0	48332.0	75132.0	48157.0	46200.0	41273.0	44962.0	47330.0	31151.0	39016.0	20262.0	44085.0	71360.0	70792.0	37907.0	64112.0	53935.0	48598.0	53226.0	33458.0	19709.0	47044.0	66610.0	51374.0	29915.0	19859.0	52453.0	49718.0	16540.0	70365.0	19540.0	32107.0	37695.0	16895.0	53556.0	39661.0	15398.0	31812.0	0.0
