	BritoIL_2016__W1.39.SA__bin.2	HMP_2012__SRS015154__bin.11	HMP_2012__SRS015803__bin.39	HMP_2012__SRS015044__bin.27	HMP_2012__SRS015799__bin.2	HMP_2012__SRS015440__bin.17	CM_periimplantitis__SP_403SPT_T016__bin.15	BritoIL_2016__W2.4.SA__bin.1	CM_periimplantitis__SP_186SPI_T016_R__bin.5	HMP_2012__SRS024447__bin.56	BritoIL_2016__W1.36.SA__bin.11	BritoIL_2016__WL.33.SA__bin.17	HMP_2012__SRS019591__bin.5	BritoIL_2016__W1.40.SA__bin.2	HMP_2012__SRS018573__bin.7	HMP_2012__SRS047100__bin.26	CM_periimplantitis__SP_164SPT_T016__bin.15	HMP_2012__SRS017691__bin.35	HMP_2012__SRS015947__bin.14	CM_periimplantitis__SP_164SPI_T016__bin.12	BritoIL_2016__M1.48.SA__bin.1	BritoIL_2016__W1.42.SA__bin.4	HMP_2012__SRS016360__bin.7	HMP_2012__SRS015470__bin.40	HMP_2012__SRS013881__bin.8	BritoIL_2016__WL.32.SA__bin.2	BritoIL_2016__WL.25.SA__bin.1	HMP_2012__SRS015158__bin.23	HMP_2012__SRS015650__bin.2	BritoIL_2016__W2.46.SA__bin.5	CM_periimplantitis__SP_162SPI_T016__bin.14	HMP_2012__SRS051244__bin.43	HMP_2012__SRS019387__bin.24	BritoIL_2016__W1.38.SA__bin.1	BritoIL_2016__M1.62.SA__bin.1	CM_periimplantitis__SP_162SPT_T016__bin.1	HMP_2012__SRS024470__bin.7	HMP_2012__SRS047265__bin.8	HMP_2012__SRS043018__bin.16	BritoIL_2016__W3.16.SA__bin.7	OhJ_2014__MET0313__bin.2
BritoIL_2016__W1.36.SA__bin.11	0.7209276926082586	0.7176346804318813	0.7727416739047027	0.7837867992345335	0.8323656726430483	0.7452187769955206	0.7650978370629815	0.650423807607117	0.6817274308620442	0.7487791845852193	1.0	0.6444460136663536	0.8665056644987866	0.7077330471072572	0.7978241169007554	0.7934464585407649	0.6364811140220178	0.7047215533413834	0.7599415307916646	0.8001473499372703	0.8370695722379536	0.6716007711156462	0.821962202151874	0.7257864744055984	0.7621673151476206	0.854622574669463	0.8026706587672036	0.7135437189146947	0.8340477216074795	0.8432163713783339	0.8184507542857412	0.7737406405720756	0.799705770892032	0.5505798667259832	0.6673365674996882	0.8070920984184597	0.815438318986722	0.6402674895666358	0.5302540491809838	0.6390373765120434	0.7866678906597558
BritoIL_2016__WL.33.SA__bin.17	0.7379380996954074	0.712876739059513	0.7775064866957946	0.8128239917799616	0.8409611590986008	0.7788157168599209	0.7834983337347818	0.6830449510486952	0.6921156537461239	0.7550660255687102	0.834766250278219	1.0	0.8350967592437321	0.722520039392766	0.799784742315819	0.796616246771897	0.6328899106345224	0.7412474579165129	0.768364437967065	0.7972870214251522	0.8633625933367685	0.6927815500382647	0.7945148927217901	0.7611328774098342	0.7719085673168099	0.9114925040932499	0.7695218291414999	0.695857966516149	0.863999829257361	0.8252235661429542	0.7874302927931361	0.790609764649566	0.7729031431890456	0.5683809024358267	0.6927071550312672	0.7807505968369927	0.8184944767805256	0.644407721226054	0.5476423795425926	0.645453519889993	0.7683016290677147
HMP_2012__SRS019591__bin.5	0.7063044426773204	0.7418878532084687	0.7493279918821601	0.7719868030449186	0.8029606614509182	0.7324861157794156	0.7388095049411156	0.6331687357502853	0.6872518397673955	0.7263653993472572	0.8383031419282967	0.6237178103329389	1.0	0.6810550641311169	0.7830258628620669	0.7816572526322405	0.6065261529801089	0.6928533496564583	0.7392913650486551	0.7806356909864833	0.8115093516385521	0.6503089278931419	0.8682700129072924	0.7088781586203315	0.7385444363375353	0.8345366172691739	0.7391893455173802	0.7633356378816737	0.8272417653386821	0.8202274671191961	0.8514559189090468	0.765536800357797	0.8443810465928665	0.5374725936370782	0.6440993998154539	0.8374910846771219	0.8042636876963535	0.6259800023500928	0.5439430913193221	0.6180570926801897	0.7791190613474411
BritoIL_2016__W1.40.SA__bin.2	0.790035970055882	0.7127621120724251	0.801094527986229	0.8133069283484912	0.8574904980193415	0.7722797751971123	0.792601519064585	0.7157403575602295	0.7183833227360468	0.8042589138170212	0.8557691267740968	0.6744638788118212	0.8512158038274326	1.0	0.8260657957727358	0.8135636540203184	0.6560433849308293	0.7507700347063508	0.7754396071357214	0.8180930690330208	0.8920090007679	0.6963510231172644	0.8169841962864147	0.7505486016989433	0.7925332106818372	0.8681682367158696	0.7751885738291232	0.7265427590552723	0.8608803015132015	0.852720295957453	0.8095801368330754	0.8049340283331787	0.8041450665124416	0.5741530187466664	0.7102352711472791	0.8078377038364833	0.8787526206226423	0.656548866963163	0.5617214623230884	0.6536281143641713	0.7820979667440638
HMP_2012__SRS018573__bin.7	0.7235036395493215	0.6781800718122518	0.8324252851284157	0.7701864009626143	0.8923497498469528	0.7272751261320217	0.7395740777345556	0.6446824006248548	0.676001427801052	0.7506203450135391	0.8130856814967347	0.6292510185556565	0.8248511267921877	0.6962362857214137	1.0	0.831421122627768	0.6130635160368542	0.7167825155781923	0.7562946067885798	0.775084391869978	0.824866959263531	0.6559939817418021	0.7910641531738828	0.7049748503591572	0.8121515656874843	0.8425537488413509	0.7204206255841222	0.6924820709256334	0.8284014385479417	0.8321700464994886	0.7909437304373025	0.7869035716136263	0.7653934800923465	0.5464855751792908	0.6606266588112021	0.7683814992294864	0.8196331280549473	0.6276528984937083	0.5142564207867875	0.6233219979235474	0.751556859682084
HMP_2012__SRS047100__bin.26	0.7016778917431783	0.6808564319972431	0.7881007246280767	0.7542020665249094	0.8475185227963411	0.7339216636718402	0.734711710875859	0.6292785150710143	0.6646545472447282	0.7223862171081905	0.7978269678281796	0.6183892125657742	0.8124146758486972	0.6765431245538529	0.8203194081793791	1.0	0.6220738904783454	0.7019472367755849	0.750113134380923	0.77339467520492	0.8086197037488663	0.6406577509831803	0.7732583459090797	0.7000031242130297	0.7628443024768382	0.8135090971403037	0.6985872876718554	0.6774770749034807	0.8108795511736627	0.8223080171093267	0.7691050360420576	0.7783418192008452	0.7475138838133576	0.5284705746469166	0.6464602666373811	0.7541495229421377	0.7891288747342052	0.6142392162580259	0.5007606985361642	0.6070857151512972	0.7393298657724475
CM_periimplantitis__SP_164SPT_T016__bin.15	0.7353362461935157	0.7032031091526115	0.7876295946926377	0.7866663845896339	0.832708823079211	0.7327931972975361	0.8309242710279094	0.6747952556302368	0.6867569810954461	0.7620435485456647	0.8412594905439897	0.6457944181103411	0.8286369581476499	0.7171167662025255	0.795098206363409	0.8177025323465615	1.0	0.7078088463505662	0.7425372995023415	0.8821181413280601	0.8484748551140359	0.6994311584779289	0.8002322157690187	0.7277581222629713	0.7618911025022307	0.8527887670288453	0.7321323903664056	0.694540440513065	0.8393200035342593	0.8756432289689794	0.7824551404183617	0.7830910581995438	0.7827749659951989	0.5809998718208778	0.6788895207967515	0.7900768203613158	0.8171867047138806	0.6456046383419843	0.5354178826053464	0.6402503599593311	0.7921675089569828
HMP_2012__SRS017691__bin.35	0.6830257482010251	0.6654703185054349	0.7443641620703184	0.7431108207172288	0.7976670447554305	0.7064402815667225	0.7059741586761703	0.6182336486786993	0.6369559122040234	0.6985502865688928	0.7617577718104549	0.6185633950030202	0.7741247855758373	0.6711492829798483	0.7602520320362802	0.7545929134054603	0.5788564417827267	1.0	0.8097933640587701	0.7523437177982105	0.768018881030274	0.6185633950030202	0.7363479678619462	0.6760074437179509	0.7194693323196687	0.7974080310531477	0.7111493440439824	0.6637376236993976	0.7865757625256533	0.7599828409783085	0.7315447648445638	0.868954841546205	0.7159958008230427	0.5085059794509011	0.6319135413279515	0.7318460145729556	0.7582094367495155	0.6082522070867981	0.535997561505577	0.5934487343694899	0.7085765085258253
HMP_2012__SRS015947__bin.14	0.705803392619375	0.6884048272543244	0.751623042729054	0.7633034393645801	0.8275062564766712	0.7384010384324315	0.7286307984966742	0.6388327673063051	0.6646720405610606	0.716427347618012	0.7943063355990816	0.6200072430465278	0.7987185909125353	0.6702991791541972	0.7756569669545843	0.7797287203524687	0.5871940772348883	0.7830377888238611	1.0	0.761896654716296	0.7927253635546826	0.6392997273032347	0.7708594327395544	0.6993933948533037	0.7468225561852764	0.8225606137694644	0.7143799076314746	0.6811430826445386	0.8177335562669574	0.7942876375170128	0.7609248465035079	0.8540619615075378	0.7463718339964591	0.5239729094314111	0.6461018927379601	0.7562867380408543	0.783253308822444	0.6400791420926303	0.523224002039075	0.6114179346098547	0.7317538702569608
CM_periimplantitis__SP_164SPI_T016__bin.12	0.7170842502616452	0.6985885193636865	0.7753437694539673	0.7814388214780513	0.8252964748321936	0.7358830152765985	0.8154822357140713	0.641907585244078	0.6733815025264138	0.7491327705741286	0.8227758699644782	0.6329187026267152	0.8297175780119219	0.6957082430120624	0.7820444056319811	0.7909001662330923	0.6862681977796216	0.7156959086521565	0.7495485953448925	1.0	0.8218541815319584	0.6810841844267572	0.7934667587064219	0.7212153894859747	0.752119544538754	0.8359922237379307	0.7330690578930706	0.7030527056686743	0.8365087371609866	0.8559643988161338	0.7919874100458231	0.785500253173871	0.7685172724605887	0.5500955089956597	0.6597599737434976	0.7878877360253348	0.8140343522573137	0.6391773737107738	0.5367528103267831	0.620952727645909	0.774213442515977
BritoIL_2016__M1.48.SA__bin.1	0.7780856325522203	0.7146109662773785	0.8003449845383941	0.7948495454847851	0.8581394669874015	0.7698788485901724	0.7819461282329737	0.7076801656385253	0.7031979511517592	0.8072365388784843	0.8510220071227246	0.6776323378015084	0.8527919194742527	0.7500001196533499	0.822875231708712	0.81758416057671	0.6526401033039162	0.7223568455356617	0.7710705959550467	0.8125730782834435	1.0	0.680914668495608	0.8115550675826051	0.754907821452314	0.7906611996253414	0.8811478489438678	0.7537103307266452	0.7132459608618679	0.8670325825644011	0.8544460073830903	0.8113813309185692	0.7968247829847193	0.7823414629010003	0.5652055716343068	0.6943809351052878	0.7904396016213507	0.8860837889334052	0.644275855533417	0.5272898181221221	0.6427189261446877	0.7816043982656965
BritoIL_2016__W1.42.SA__bin.4	0.7632314277253843	0.7523050647715275	0.8103048195041411	0.8090587415390229	0.8742974734468144	0.7820554005186507	0.8070104597567067	0.6994325948392153	0.7252957416197817	0.7836723706289314	0.853417442100446	0.679623365008719	0.8541622174564576	0.7317983184228709	0.817939215563113	0.809627642232651	0.6724358341633541	0.7271687469528518	0.7772254276476166	0.8416655450170342	0.8510670626837636	1.0	0.8210367631883564	0.7573832960945656	0.7926802640512788	0.8752893108285551	0.7695569334398152	0.7106341358362571	0.8662915870295428	0.8785124832126439	0.8094033123061416	0.7961923733807118	0.7983118425263738	0.6015571487965448	0.7228711837740669	0.8084461712863676	0.8428721409150867	0.666478827741536	0.5493905703663158	0.6916384758725687	0.7906212144324901
HMP_2012__SRS016360__bin.7	0.7177926114197839	0.7514801112089419	0.7616236621168156	0.7711431205491243	0.8140864659643097	0.7378050161613445	0.7540068423667707	0.6376172101090452	0.7026004174431678	0.7439452186564615	0.8414443668545691	0.6279098010470295	0.9187527981752404	0.691671811212749	0.7946138168772918	0.7872398871717912	0.6197908157683831	0.6973604502718778	0.7549894868128537	0.7899338461975901	0.8171698201408859	0.6614329645163669	1.0	0.7215819852694899	0.7502589140405386	0.8373595731689392	0.7503259015726649	0.7626530532579796	0.8241885713487096	0.8335875486081292	0.8567792105398858	0.7721686562927558	0.8497243149801953	0.5408867317939695	0.6536561457687253	0.8428226714724197	0.814532246303999	0.6368861303519544	0.5597690231338309	0.6229464586486928	0.7869647081729126
HMP_2012__SRS015470__bin.40	0.7028932403043366	0.6794284998171773	0.7561841264503978	0.7695474609303484	0.827545322755574	0.864049009895118	0.7372716456674112	0.6303923029833881	0.6878414388173099	0.7451848520683205	0.7950915841213964	0.6437102541106745	0.802694327132489	0.6799859930470641	0.757796782629728	0.762635782607552	0.603185498781096	0.6851101861387895	0.7330303650729718	0.7683546007631623	0.8134352258363301	0.6529406091786799	0.7721833054242905	1.0	0.7498820290690689	0.8409571349076888	0.7117527927522785	0.6848213829854717	0.8264989270447134	0.8173846089579518	0.7697228057020057	0.7496391249883319	0.7462570337750131	0.5345142975611089	0.641597865332121	0.7624970539499762	0.7977160827771724	0.6142585211112527	0.5171159704533745	0.6014103908280244	0.7440502682517146
HMP_2012__SRS013881__bin.8	0.7406901853364534	0.6998237328108782	0.8817827552956928	0.7797862888284272	0.9546848993680176	0.7784361353879413	0.7669618783817812	0.6585022816467163	0.6949702433961221	0.7621646880111698	0.8286154734340165	0.6478735339217095	0.8299456663043056	0.7125790489760739	0.8663844549126546	0.824797886431521	0.6266876918006072	0.7236285041036885	0.7768055103457171	0.7952030143531854	0.8455005803919642	0.6781885219556036	0.7967834820651718	0.7441960803581847	1.0	0.8427429508478637	0.7341973701181052	0.7136036915795055	0.8433356262398585	0.8420197640353517	0.7883908300116897	0.8072034115173513	0.7747552015198694	0.5542431054143303	0.6779484833037508	0.7698827751539011	0.830963143574846	0.641959063429574	0.5404759418830085	0.6361147108378731	0.7783675529159834
BritoIL_2016__WL.32.SA__bin.2	0.6973593902394971	0.6678297193397366	0.7348575024731372	0.7528516696559021	0.8008660005771016	0.7372986509488447	0.7262092476396936	0.6307781427338512	0.6509366585295051	0.7088039329952835	0.7900916964828574	0.6505458310502422	0.7974782487969434	0.6637734697776766	0.7643136212080921	0.7479532695678136	0.5964858603579509	0.6820000443924308	0.727550595402598	0.7516121633519592	0.8012585689360048	0.6368020215094384	0.7562085208224437	0.7096900407322314	0.7166309278583829	1.0	0.7132009597469458	0.6618489273352486	0.8165526317965573	0.7944499886625214	0.7586601145759936	0.7507560857888078	0.7328903084795201	0.5205121319726038	0.6463864343694904	0.755322848305406	0.7826690209162337	0.6021167355547248	0.4892581197890576	0.6029340785458781	0.7241789467591132
BritoIL_2016__WL.25.SA__bin.1	0.6336254901546671	0.6393855554851563	0.6856716438925144	0.6977798428219768	0.7452542703002057	0.6734916377443146	0.6926608798496272	0.5986450494085291	0.615428226807559	0.6618696628580681	0.8002182376255746	0.5922617161925279	0.7617229977871174	0.6391330568990076	0.7047385724443318	0.6926289655301884	0.5522252024564639	0.6558922985584583	0.6813847998667107	0.7107295472625258	0.7390882360533251	0.6037560338010189	0.7307140124982107	0.6477269260643778	0.6732574429590206	0.7690947362492696	1.0	0.6355365946951831	0.7442316040934808	0.7468865938738587	0.7241894114858697	0.6980192002177683	0.6982524563466083	0.47797653828193015	0.5924508554680259	0.7255312208869834	0.7204455802187539	0.5562431214081724	0.4824187299508848	0.5710898505424261	0.6879633736251616
HMP_2012__SRS015158__bin.23	0.6983492759740558	0.7563816051525203	0.7623817813421652	0.77347632438135	0.8022617129632882	0.7421864486382864	0.7412687491994451	0.6224374810501552	0.6834147715020276	0.7358111938794095	0.8191769997930042	0.6167361787060222	0.9058223111217282	0.6898127255403104	0.7800753291800858	0.7735006450378564	0.6032679395918129	0.7049434166414903	0.7481482522365546	0.784934596350064	0.8054104272923165	0.6420264187184743	0.8552845273604683	0.717672307797905	0.7535490593580751	0.8218884827639508	0.7318577360495363	1.0	0.8189316313918064	0.8053952944393792	0.8379476824846415	0.7666519481656551	0.8386902731966368	0.5419215156200767	0.6417491632343014	0.8371845543293741	0.8021979387973381	0.6322387056222332	0.6098485687834105	0.6234151714417123	0.7843692762010486
HMP_2012__SRS015650__bin.2	0.7277114878209349	0.7113689561846244	0.7674141430765855	0.8616592604783849	0.8392861714578305	0.7608916684953552	0.7667215273206056	0.6441495684295223	0.6911793211908419	0.7334979152951503	0.8099626947553215	0.647752999049082	0.8303800014629508	0.6914005924950626	0.7893794345695268	0.7831399495281984	0.616676267281106	0.7066678553141686	0.7597629105405603	0.7900107892619413	0.8281906041986687	0.6620455709165387	0.7818566673981421	0.7326695194206715	0.7533067259161729	0.8577390095823275	0.7249551971326165	0.6927309633530832	1.0	0.826735882525053	0.796262617950406	0.7797427035330261	0.7625717760222368	0.5446295991514886	0.6611828871333479	0.7855542754736303	0.810301916465511	0.6901159388486577	0.5149531855753053	0.6217371626069783	0.7742072635505816
BritoIL_2016__W2.46.SA__bin.5	0.7158933026114377	0.6844188122651966	0.7703991168984962	0.7662989372029458	0.8307052189738305	0.7468436235619192	0.7557499133651722	0.6449339854086296	0.6799248170341284	0.7350773517052718	0.8221271087835094	0.6211453238995082	0.8266174320748525	0.687573926473997	0.7961279395598722	0.7973396796691582	0.6459258681268747	0.6854951495971193	0.7409175718380583	0.8116037885238114	0.8194176762588442	0.6740584343308005	0.793921562777547	0.7274750594968984	0.7551261426043692	0.8378443877843745	0.7304383148550616	0.6839933262495496	0.8300277460945479	1.0	0.7863592029136842	0.7593649380245423	0.7620537158882537	0.5548998593188093	0.6643401868558327	0.7777778797761035	0.8046105793173405	0.6266211040145776	0.5109976889729355	0.6293663379515625	0.7570731886436084
CM_periimplantitis__SP_162SPI_T016__bin.14	0.7057432297766448	0.737382528296658	0.7465116764642796	0.7680262476059594	0.8023063460819355	0.7249263992680737	0.7401210829320329	0.6290542092405695	0.6867484515848596	0.725195936442375	0.8250063113458067	0.6127714115965522	0.8871502897524624	0.6748968830493386	0.7823140905303239	0.771008714402586	0.5967325261137865	0.6821914700975079	0.7338353621383789	0.7763747819501204	0.8044711851473628	0.6420655468852322	0.8436456611158459	0.7082568537419163	0.7309767495714928	0.8271967754242838	0.7322271553008661	0.7357401547750788	0.826507747295612	0.8129910274491343	1.0	0.7587077590641366	0.8111797186563382	0.539452554813801	0.6346741542322082	0.8764252727165741	0.8050154794060311	0.6270198679267845	0.5352761522239664	0.6034458049955489	0.7859832127692288
HMP_2012__SRS051244__bin.43	0.6710719409227708	0.66081354664135	0.7331344946281995	0.7233736544203426	0.7982962431466271	0.6998706267946588	0.7001340377747809	0.6058740648567222	0.6340951672774051	0.682025447512847	0.7516249393491645	0.5929111349217564	0.7686739406511282	0.646664352674376	0.750063680519066	0.751943227616812	0.575537443001934	0.7809147769444051	0.7937565195360857	0.742062571997858	0.761358798223988	0.6086581725771791	0.7327306892541582	0.664736815388689	0.7212503607038377	0.7888628374210053	0.6801459004151009	0.648704415838134	0.7799791191920966	0.756582644966358	0.7311653146274952	1.0	0.7145759106085571	0.5029361635379753	0.6185539194502028	0.7224151311315651	0.7559053677761483	0.5999125621885428	0.4961661355002545	0.5799770155627414	0.7036983175995577
