	HMP_2012__SRS015038__bin.19	HMP_2012__SRS022143__bin.25	HMP_2012__SRS050244__bin.42	HMP_2012__SRS016319__bin.3	FerrettiP_2018__CA_C10024MS2403SA_t0M15__bin.3	HMP_2012__SRS013705__bin.88	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.49	HMP_2012__SRS064329__bin.6	HMP_2012__SRS024277__bin.40	HMP_2012__SRS018145__bin.55	HMP_2012__SRS065278__bin.52	HMP_2012__SRS064774__bin.5	HMP_2012__SRS042643__bin.24	HMP_2012__SRS020220__bin.42	HMP_2012__SRS019389__bin.28	HMP_2012__SRS018739__bin.50	HMP_2012__SRS022077__bin.36	HMP_2012__SRS057205__bin.73	HMP_2012__SRS078182__bin.53	HMP_2012__SRS044373__bin.77	HMP_2012__SRS045715__bin.5	HMP_2012__SRS056323__bin.20	HMP_2012__SRS020334__bin.26	HMP_2012__SRS024081__bin.18	HMP_2012__SRS064423__bin.65	HMP_2012__SRS017209__bin.7	HMP_2012__SRS047824__bin.57	HMP_2012__SRS063288__bin.27	HMP_2012__SRS011306__bin.33	HMP_2012__SRS019607__bin.63	HMP_2012__SRS047219__bin.56	HMP_2012__SRS053603__bin.4	FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.26	HMP_2012__SRS017533__bin.11
HMP_2012__SRS065278__bin.52	0.9465027921564627	0.8923186073266546	0.7041844098222709	0.8732782451787865	0.7495533899614363	0.7152510390901905	0.8672184481819859	0.820085527134841	0.846964626685006	0.8252108554363429	1.0	0.8696048682369141	0.8223459514106277	0.756550655553039	0.7303495332906348	0.8365054770665182	0.8151746916478299	0.7197973867875426	0.8563438124822819	0.533349132804051	0.8814814703707425	0.7084247677702797	0.870500338238669	0.8642710469199282	0.9046286949387196	0.6946447294015651	0.7759825045860964	0.8552188501685194	0.8556733349432794	0.8763951407627845	0.8606921668124118	0.8763456424209789	0.8548873612733974	0.768448256983391
HMP_2012__SRS064774__bin.5	0.8713338464270913	0.8941551713930496	0.6988159374814991	0.8688798768574981	0.7558936711858386	0.7046504055414126	0.8620833580013024	0.830218755550293	0.8363803208809425	0.8109806997809484	0.8580841868450654	1.0	0.8224616659759635	0.7554511278195488	0.7295912024154876	0.8366866970576047	0.8244360902255639	0.7212494819726482	0.880838908294358	0.5271979160499675	0.8891391865490498	0.7089603931087561	0.8678763838730685	0.8578458942632171	0.8622698478479663	0.686526848617607	0.7758184832159138	0.8567817180747144	0.8601118939079984	0.8591764845183826	0.8617414599490854	0.9127035107453674	0.8448863299982239	0.7850630513291101
HMP_2012__SRS042643__bin.24	0.9417636560951063	0.9370270585318682	0.759727263921246	0.9380745279410002	0.8122583473296918	0.7590130802332015	0.9240650350442547	0.8864940476483655	0.8738291902470419	0.8735533675813143	0.900116075371827	0.91232943733818	1.0	0.8177156957873013	0.8001434934582417	0.9169314071717176	0.8719706708565443	0.802908287321844	0.9404321550123381	0.5847292751281836	0.9258808675936279	0.7335848573356516	0.9301282082855159	0.9279478957850028	0.9317946368909532	0.7423750630041357	0.8480282783904434	0.9205515796593918	0.9134130263821096	0.9416273865638242	0.9333658410046513	0.9602684017225782	0.9038314723512405	0.8306218980211365
HMP_2012__SRS020220__bin.42	0.9587996744091398	0.9415517166196692	0.7770701909939243	0.9583581644815257	0.8377496438849966	0.7894797087124625	0.9544245472252101	0.908763699526149	0.9085365853658537	0.894362844850141	0.9164219890113084	0.9273761591906742	0.9049318294136457	1.0	0.8132431175324865	0.9189856536527224	0.9104425273990523	0.8178253728306055	0.9620810197970872	0.5992943108811303	0.9426709352016047	0.7569678624378615	0.9480617169103753	0.9456379545917033	0.9195997703421611	0.7773372772464315	0.8582062705311201	0.9360937091194511	0.9419768743277421	0.9548242681473299	0.9438319427890346	0.9554620047094392	0.9447767376958632	0.8514146486816477
HMP_2012__SRS019389__bin.28	0.8868305785913722	0.8799432893234854	0.724442405825354	0.91260057718403	0.7813459403391173	0.7153172687832398	0.8646032598214239	0.8523107341982407	0.8460663049276087	0.8360185769164612	0.8459968065495271	0.8564649997480683	0.8467630261678768	0.7776799008953128	1.0	0.8518763693352306	0.8358587306468735	0.7628385222559868	0.8768697235528266	0.5475377593375415	0.8676142770518093	0.6872816230651217	0.8742444223207941	0.8965742511984126	0.86000941703023	0.7083048824348062	0.7883114152823458	0.867770648402493	0.8698625495827491	0.9713857802843526	0.8769409593903602	0.8951669090422603	0.879277842353354	0.778119478136679
HMP_2012__SRS018739__bin.50	0.9237697690770896	0.9200929878073086	0.7516450646466161	0.9280444657745237	0.7871405133143807	0.7515605592661744	0.9154611362944232	0.8760401735389737	0.8670762254475994	0.8632128945643907	0.8892022851530424	0.901335982231548	0.8904810269476497	0.8064603566127054	0.7817544911420823	1.0	0.8569579019705698	0.7844267744934061	0.9105869297281957	0.5542899236103249	0.9115946165289335	0.7233979454031465	0.924345362328777	0.919469561321409	0.8800007653317474	0.7175622908292529	0.819824962251606	0.9071732312465819	0.897545995640798	0.9343138083386083	0.9105199632002985	0.9499775981019772	0.8942327469510299	0.8094595003978131
HMP_2012__SRS022077__bin.36	0.9448116138507597	0.937556279925968	0.7556230083967157	0.9444942864453018	0.8227967343521039	0.7698263172410127	0.9403922897747474	0.9023213081199265	0.8823728779768135	0.8919392193413546	0.9029177507301853	0.9254363667175055	0.8823795235769278	0.8325159245192739	0.7992679871474094	0.8929460277586717	1.0	0.774931799528827	0.950144707942489	0.5846466700559227	0.9305069596047197	0.7319796245900495	0.9405351701772049	0.9309671674126353	0.9047137241610761	0.7509528129163884	0.8391598632335496	0.9318809374283521	0.9324291994377822	0.9456838488657622	0.9370046951164808	0.95257035198421	0.926167382730079	0.8443882891234785
HMP_2012__SRS057205__bin.73	0.9083185782313673	0.902649319798964	0.770782698589009	0.9111302957985534	0.7793498223888968	0.7460692774948953	0.8992015748551068	0.8703054031167174	0.8802710539725134	0.8548941115229098	0.8795892032978111	0.893196889881116	0.8963788596963932	0.8250356505258681	0.8047560917492402	0.9017585148852402	0.8549399348209409	1.0	0.9102101639740897	0.5732201314578774	0.900805390286194	0.7241455787849128	0.8944194554725848	0.8996524761077324	0.8867687976333183	0.745477240484334	0.844860642186028	0.8907902502685245	0.8853446095305129	0.9257809206450454	0.8972623328824321	0.9161195364881758	0.880842928731941	0.8387313178413928
HMP_2012__SRS078182__bin.53	0.9409487658902784	0.9373173733710409	0.7533894562776583	0.942763679184714	0.8242352779056621	0.7683331297623858	0.935477405190746	0.8977823294153755	0.8796739106605408	0.8815874775680475	0.8940131350239118	0.9319321388416499	0.8969727434160458	0.8291820519325147	0.7903015668699245	0.8943043980720266	0.8955461808524299	0.7776206627643681	1.0	0.5783341006392128	0.928311707834976	0.7355190589384871	0.9422907682141191	0.9306277188465983	0.9013291616948378	0.7442726096855925	0.8300683685197887	0.9365907816811202	0.9311601351711092	0.9342403202014413	0.9422203013476397	0.9421451366900616	0.9283195374868071	0.8367799460693582
HMP_2012__SRS044373__bin.77	0.9306386644035163	0.9101816431484813	0.7767613305297292	0.9310085374813163	0.8176677729080637	0.782365160996124	0.9230942669672941	0.8800699212119677	0.8632356294175766	0.8774453423859346	0.900813214095711	0.9023788412332481	0.9022648392572138	0.8356142173131	0.798360904922352	0.8807007321460238	0.8914954525878449	0.7922731994021229	0.9356344843310618	1.0	0.9168165581536747	0.737091176247055	0.9254655080688066	0.9179515111595268	0.9073138601069085	0.7731968687457249	0.8751653028652496	0.9177691079978719	0.9165708205608897	0.9209054290274364	0.9204646213867707	0.9230993337217845	0.9353380791933726	0.8213614369315735
HMP_2012__SRS045715__bin.5	0.895445728287111	0.9386493027613294	0.7182083788750495	0.8888126523895888	0.7852868227296204	0.7364500882808652	0.8883217026796546	0.8593451601667127	0.8914385577188705	0.8533291495009429	0.8823192043912224	0.9019331707844386	0.846688566727122	0.7789600273850847	0.7497237469522082	0.8583857813757402	0.8408812472224557	0.7378598796497592	0.8900422787273142	0.5433401996228545	1.0	0.721975329401732	0.9037303169703448	0.8941590496895157	0.8781859183011639	0.7104732935368798	0.7961477713585644	0.8878397612212787	0.8926576744297777	0.89888838175769	0.8943181954670478	0.899868779802299	0.86806815042579	0.8040810382310196
HMP_2012__SRS056323__bin.20	0.8387397812534996	0.8715055397649	0.6666044520761009	0.8323832276574074	0.7074509971221308	0.674790114634827	0.8241940099792203	0.7874287420743056	0.7990575378309149	0.7839856088764223	0.8395396831322024	0.8514546660054144	0.794243906080854	0.7405722675796214	0.7031439698952484	0.8064788497055473	0.7831572660420322	0.7022694105078666	0.8349215829524912	0.5171845586941335	0.8547858129402793	1.0	0.834802486450551	0.8253903076778137	0.8388268816802916	0.6511432375406394	0.7357266397544123	0.8104179220682263	0.8158750304407104	0.8268585720151661	0.812652314649403	0.8287481180086353	0.8080484349475353	0.7406895865218311
HMP_2012__SRS020334__bin.26	0.8980643741337568	0.8927330751705719	0.7228170672948231	0.8943882315850836	0.7771873940432215	0.7293901053470624	0.9035547941538626	0.8571375460261375	0.8370778830653556	0.8577323910987383	0.8630503060477899	0.872001237277751	0.8424924603387047	0.7759724229824342	0.748276436402139	0.862123834847214	0.8418693601251555	0.7256693494179441	0.8948626205304828	0.5432556465668517	0.8951451719399682	0.6983986770645585	1.0	0.8922393537603132	0.8587584988489748	0.704335230889115	0.7845813182956499	0.8799201123067497	0.892194740379868	0.8946945767974731	0.900280172029195	0.8877363765607248	0.8770455234934061	0.7893133108481896
HMP_2012__SRS024081__bin.18	0.9387010016463698	0.9537838228455806	0.7654567105279695	0.9492421671756589	0.8230105317397479	0.769060500948862	0.9417989417989417	0.936445097965288	0.9014330329650995	0.9000270205733388	0.9051892068519147	0.9105226281592077	0.8879101785871382	0.8176299815254685	0.8106580452186153	0.9059307016551672	0.8802910052910053	0.7710713343136146	0.9336189345096708	0.569227651472307	0.9356030614937978	0.7294596513717654	0.9425482914200254	1.0	0.8977271299124031	0.7491909537634003	0.8350393997662406	0.9317856200279003	0.9252708341188152	0.9575871256393822	0.93688810969096	0.9380192034586334	0.9247461322877	0.8270557629227463
HMP_2012__SRS064423__bin.65	0.9875332247277716	0.9275143616565206	0.726229802093645	0.9009158722611522	0.7812320235710444	0.735184304677574	0.8978853094089311	0.8494524253076942	0.863420451622458	0.8454942982080083	0.9402009462714256	0.9082085538571862	0.8847622239716898	0.7890266811127653	0.771641476931711	0.8604023602223037	0.8489145939373154	0.7542079458738981	0.897300710093302	0.5583219661244183	0.9118517767921867	0.7356566609246022	0.9002315013289891	0.8908514104432822	1.0	0.7126203300258003	0.8139695852462722	0.8930307966919473	0.8889775747702525	0.9065358203487329	0.8961548954346691	0.910988128736564	0.8775053978003476	0.7970193229560459
HMP_2012__SRS017209__bin.7	0.950381641167175	0.9489576219078654	0.7812858633542363	0.948675221464036	0.8353645469275433	0.8245672363411317	0.9509764846552411	0.927953838543054	0.9223619091872275	0.9203650776801504	0.9275392506574323	0.9290073323973395	0.905626177920291	0.8568830601793342	0.8164917853516286	0.9013581258224161	0.9052836922756469	0.8145810759657194	0.9519318393481957	0.6112747876488861	0.9477739434518146	0.7336663388685155	0.9485971107029768	0.9551524061118666	0.9155402360547256	1.0	0.8684254272558488	0.9398106515038325	0.949294099032428	0.9553226475141751	0.9464240292735099	0.9507241268118192	0.9332633674550512	0.8632320630654268
HMP_2012__SRS047824__bin.57	0.9644652262749587	0.9522435212024389	0.800010422862729	0.9602978782286166	0.8338775385511142	0.7986967827498028	0.9564306367470605	0.9185794716327415	0.9030601884381699	0.9068429687907144	0.9296816174845319	0.9419644220971878	0.9282152285212654	0.8488217672502871	0.8153464074368922	0.9239993602518739	0.9076732037184462	0.8283192774440266	0.9525777716278894	0.6207964864170331	0.9529353836422154	0.7437916577563171	0.9480977376996742	0.9552122400349345	0.9382966526437232	0.7791934501292974	1.0	0.953046800450699	0.9463348362622177	0.958193538184517	0.9493790309972343	0.9665300313224996	0.9293060350172246	0.8613004498004381
HMP_2012__SRS063288__bin.27	0.9535420846164658	0.958813043867159	0.7718585082865869	0.9438323387725374	0.8325671807715407	0.7807887910655643	0.9449616018604889	0.9107850215310699	0.8912361517525141	0.8966444753958012	0.910701963991362	0.924615699152813	0.8955775054626305	0.8229261171239091	0.7977485017697645	0.9087772652346695	0.895904943840325	0.7762557661099682	0.9553294189805646	0.5786411147599637	0.9445415223808125	0.728216562951226	0.9450941744719458	0.9473830485950497	0.9149874135882134	0.7494968629806157	0.847092666658148	1.0	0.9410962317433139	0.940268850866993	0.9571359204692113	0.9429762072093945	0.9284571103643031	0.8373605591689135
HMP_2012__SRS011306__bin.33	0.9433754775590688	0.9348702650946586	0.7542620863129754	0.932010440728955	0.8252252309189674	0.795012213504059	0.9330674697348421	0.8963432168442075	0.8870511576758634	0.8976040675866558	0.9013471194774579	0.9181869029524131	0.8790373293980465	0.8191563992125213	0.7910368996343848	0.8894243378953589	0.8867525351315994	0.7631796822908932	0.9395344648336403	0.5716457104214528	0.9394128037970884	0.7252040587385804	0.9479306563691923	0.9306010687211055	0.9009995165158807	0.7488853005027603	0.832044569019728	0.9309344515615273	1.0	0.9365324392563824	0.9320120207424167	0.944554167601508	0.9195425545025644	0.8275557507749967
HMP_2012__SRS019607__bin.63	0.8967168877563803	0.890129146261125	0.709487968897607	0.9151551951047333	0.7771383263599559	0.7211896842158009	0.8845686208334745	0.8492748326168366	0.8474355705617855	0.84243802438496	0.8610973968841604	0.8555132911737527	0.845254394406757	0.77449438715582	0.8239599253094544	0.8636013281594263	0.8388818229916599	0.7443735234690133	0.8792556883747732	0.5357278127961352	0.882359443092672	0.6855451392931515	0.8866657922311811	0.8983409797312732	0.8570121128964988	0.7029635994122615	0.7858202917175731	0.8675716582686472	0.8735566287859249	1.0	0.8817890950034855	0.9037128628968673	0.8806439775220954	0.7773151784806339
HMP_2012__SRS047219__bin.56	0.9461169590827828	0.9511584348860658	0.7635334828155893	0.944450668488646	0.8300762296388283	0.7716882079959858	0.9340284626417964	0.9036880880735566	0.8896398066724208	0.8897076575204775	0.905436430856041	0.9187115281746702	0.8970529063042906	0.8196855823259587	0.796420631076004	0.901089242800315	0.8899269893316376	0.7724314114712115	0.9494384947841633	0.5733159971786671	0.9399172850824388	0.7213854827587839	0.95525788845005	0.9410407688921218	0.9070743187695959	0.7456350602689102	0.833618675078068	0.9455504833978442	0.9307810894952686	0.9441098363216636	1.0	0.9412979709440578	0.9236741076430035	0.8376581674274903
HMP_2012__SRS053603__bin.4	0.908320945675298	0.8875541867317056	0.7172928739069931	0.9007681831533785	0.7800100288105771	0.7276391645822763	0.8814953609333321	0.84948327888698	0.8411575858457284	0.8421990392518152	0.8667651745102054	0.9148456067578754	0.8677101970453581	0.7801569004447688	0.7643496553709028	0.8839090998104021	0.8506003934379535	0.7414955389595554	0.892581943987016	0.5405692091778452	0.8891860937782802	0.6916734168276321	0.8856107337944212	0.885825848814197	0.8669387500778865	0.7042242655676515	0.7979194668708034	0.8758459954484629	0.886888071946331	0.909712517320468	0.884999510427886	1.0	0.8687338478291186	0.7875835610585439
FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.26	0.9410875339585797	0.9204267123320373	0.7450516361390905	0.9565011880529459	0.8150886702878541	0.7683225138022628	0.9247253473045601	0.8838556893651357	0.8821718849219927	0.8807729585462625	0.9070644986225589	0.9084888889596221	0.876138517583661	0.8275628283458452	0.8054107734837405	0.8925818706144295	0.887199425787672	0.7648180361238122	0.9434763718311294	0.5875904567438914	0.9201752557138742	0.7234677459142278	0.9386079807237813	0.9368334609183896	0.8958364831723004	0.7415901288953892	0.8230111452575759	0.9251073067245548	0.9262261295256223	0.9509930149171069	0.9316181233378797	0.9319443803424584	1.0	0.8275580538530952
HMP_2012__SRS017533__bin.11	0.9327470854956507	0.9379560243659257	0.7786703025306599	0.9389988690771881	0.8071371446489031	0.7686751996730541	0.9244025662435394	0.9005844862756703	0.8887679282973798	0.8794915427407791	0.9024764038768457	0.9343677225469368	0.8912112148083949	0.8254767667586203	0.7889137856319957	0.8943027561399244	0.895294515552831	0.8060731611934935	0.9413188462473444	0.5711265893693256	0.9434274359760286	0.7340235133297397	0.9349825076892182	0.9273989832264066	0.9006161943918912	0.7592402735353493	0.8442937721736619	0.9234953618072217	0.9226445273552965	0.929107698378306	0.9351428098323346	0.9351727563865431	0.9159893460729498	1.0
