	HMP_2012__SRS015038__bin.19	HMP_2012__SRS022143__bin.25	HMP_2012__SRS050244__bin.42	HMP_2012__SRS016319__bin.3	FerrettiP_2018__CA_C10024MS2403SA_t0M15__bin.3	HMP_2012__SRS013705__bin.88	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.49	HMP_2012__SRS064329__bin.6	HMP_2012__SRS024277__bin.40	HMP_2012__SRS018145__bin.55	HMP_2012__SRS065278__bin.52	HMP_2012__SRS064774__bin.5	HMP_2012__SRS042643__bin.24	HMP_2012__SRS020220__bin.42	HMP_2012__SRS019389__bin.28	HMP_2012__SRS018739__bin.50	HMP_2012__SRS022077__bin.36	HMP_2012__SRS057205__bin.73	HMP_2012__SRS078182__bin.53	HMP_2012__SRS044373__bin.77	HMP_2012__SRS045715__bin.5	HMP_2012__SRS056323__bin.20	HMP_2012__SRS020334__bin.26	HMP_2012__SRS024081__bin.18	HMP_2012__SRS064423__bin.65	HMP_2012__SRS017209__bin.7	HMP_2012__SRS047824__bin.57	HMP_2012__SRS063288__bin.27	HMP_2012__SRS011306__bin.33	HMP_2012__SRS019607__bin.63	HMP_2012__SRS047219__bin.56	HMP_2012__SRS053603__bin.4	FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.26	HMP_2012__SRS017533__bin.11
HMP_2012__SRS065278__bin.52	0.9997274267340494	0.9578785642604879	0.9578888623815691	0.9631315430131998	0.9636695823052556	0.9546272412708399	0.9634291249037904	0.9634690585321779	0.9598804240412848	0.9596825644949915	1.0	0.9630896446091114	0.9631280677210537	0.9633473702575815	0.9603915254376525	0.9629578492672439	0.9658747157146327	0.9601859627699367	0.9648581662769414	0.9623598760328255	0.9594945496993231	0.9643488552802356	0.9532767126214563	0.9627594585213468	0.9996584348356674	0.9640475738050407	0.9643386638161824	0.9646575991160453	0.9528106747442451	0.9581487053362839	0.9486802343616573	0.9635293110825845	0.9628173996041717	0.9636123017824936
HMP_2012__SRS064774__bin.5	0.9637749104819368	0.9622264854906336	0.9596185941696248	0.9607937995060046	0.9660806873541252	0.9587031863723245	0.9673882065316297	0.9705666849102115	0.9628184437224381	0.9641177447525328	0.9630896446091114	1.0	0.9667619239573286	0.9701790510821628	0.9581491496953997	0.9678276451930748	0.969247175156457	0.9643344517294097	0.9721691059096332	0.9688710709833912	0.9629888570391751	0.95847198967854	0.9547744435273171	0.9678206333733038	0.9625599055243536	0.9711369099591458	0.9684875632900526	0.9682764529882047	0.9558735971200738	0.9562062656978366	0.9512750181630188	0.9673968919613595	0.9691454157827338	0.9856264846725237
HMP_2012__SRS042643__bin.24	0.962752085018549	0.9623955944218905	0.9604659203872585	0.9588357086226239	0.9657170693056499	0.9587977633813175	0.9638082851843166	0.9659395649983702	0.9624040372915876	0.9637190595222433	0.9631280677210537	0.9667619239573286	1.0	0.9664578564831546	0.956169707216681	0.9796737995777909	0.9666789680402782	0.962070664831783	0.9664824853135011	0.9648407557468601	0.9637427253157239	0.9573225727758792	0.9551108592852263	0.9645948963289166	0.9620593293207222	0.9659686269132696	0.9677594221360908	0.9650630644770072	0.9569190506661298	0.9541491073748154	0.9525840763692588	0.9805791546059325	0.9650398174790014	0.9655796063021697
HMP_2012__SRS020220__bin.42	0.9627218082727569	0.9643159692405662	0.9593137037132295	0.9597357170617956	0.9671274648437161	0.958162741618855	0.9674966685703408	0.9687945474429642	0.9645011239010967	0.9653423207643379	0.9633473702575815	0.9701790510821628	0.9664578564831546	1.0	0.9577654849462461	0.9654622920353108	0.9712827758519875	0.9654090705103995	0.9701537636398659	0.9748030875388822	0.9636741058263674	0.959394944590193	0.9554022821091687	0.9673060960988656	0.9620495008229062	0.9705726987569945	0.9719525853034765	0.9688826519620117	0.9557005607108896	0.9552024661287867	0.9518181993185362	0.9671896719918003	0.9723417758033809	0.969972578184185
HMP_2012__SRS019389__bin.28	0.9606655721389136	0.9555695087806593	0.9549351848520824	0.9593488814850072	0.9586907890933187	0.954518184225036	0.956591811102738	0.9579512791764346	0.9552895949531375	0.955627186064056	0.9603915254376525	0.9581491496953997	0.956169707216681	0.9577654849462461	1.0	0.9574729757291455	0.9578116782828672	0.9569278494217113	0.9575339072887048	0.9549814842433608	0.9561957553498692	0.9626106323328286	0.9536939508003196	0.9567483033800622	0.9604348449738475	0.9582134438156633	0.9579295372645824	0.9574710480370329	0.9525998098479582	0.9995224331227508	0.9505177066368683	0.9574954970342536	0.9567985519818365	0.9579300165904133
HMP_2012__SRS018739__bin.50	0.9628734019251979	0.9608413639411988	0.9606525870992924	0.9595189416716777	0.966792119559713	0.958382393187416	0.9630572072495724	0.9656155243395931	0.9629688201069487	0.9632944149216183	0.9629578492672439	0.9678276451930748	0.9796737995777909	0.9654622920353108	0.9574729757291455	1.0	0.9669300011535613	0.962719726165504	0.9675556512770946	0.9640201473367488	0.9633710140922424	0.9572713246638748	0.9554741000120746	0.9640523555851507	0.9618330983950515	0.9683205937250022	0.9694754919025939	0.9651732986501688	0.9570206884790433	0.9547597025164596	0.9530678966621663	0.9827662024215936	0.9645159794880573	0.9658601155067406
HMP_2012__SRS022077__bin.36	0.9652197002201575	0.9639847816032479	0.9614345299476046	0.9595667844634851	0.970133853482028	0.9594613259668509	0.9787606179243283	0.9705768087069078	0.9662626011575931	0.9661271094885072	0.9658747157146327	0.969247175156457	0.9666789680402782	0.9712827758519875	0.9578116782828672	0.9669300011535613	1.0	0.9646937502277926	0.9711135280314184	0.9682665529980108	0.9657277431196591	0.9598483816786962	0.9583914786878875	0.9702365124716472	0.9649030665743579	0.9708783185840708	0.9679741512437339	0.9729470976161568	0.9562301440939649	0.9555980316544538	0.9532859916487141	0.9698929457193984	0.9683440306245089	0.9689988371612568
HMP_2012__SRS057205__bin.73	0.9597905378817689	0.9610751692516377	0.9604488738915483	0.9559595967724089	0.9634871693560336	0.960212364508299	0.96433208787132	0.9651696657231432	0.9612829071343646	0.9623569921613695	0.9601859627699367	0.9643344517294097	0.962070664831783	0.9654090705103995	0.9569278494217113	0.962719726165504	0.9646937502277926	1.0	0.9633840595907666	0.9632211400103603	0.9616730694100795	0.956929696892995	0.956612264638135	0.9645109172885762	0.9597910698266632	0.9664997184746984	0.9639709806610057	0.9640199838680472	0.9576643665596319	0.955925968456607	0.9562369898860728	0.9630660389627279	0.9634138982239655	0.9636530518586508
HMP_2012__SRS078182__bin.53	0.9640232455965172	0.9631972253825374	0.9597890724216556	0.9604665416487417	0.9672027433956171	0.9581132198526054	0.9688296166349176	0.9693732317964425	0.9646288971407617	0.9645209421293829	0.9648581662769414	0.9721691059096332	0.9664824853135011	0.9701537636398659	0.9575339072887048	0.9675556512770946	0.9711135280314184	0.9633840595907666	1.0	0.9684801650587697	0.963295648917543	0.9599787950206621	0.9553481956642764	0.9683794466403162	0.9631680354142814	0.9745671599083509	0.9703667370962874	0.9674722665752669	0.9557158400839504	0.9555768985792922	0.9513129466511551	0.9676224794399421	0.9697987426263825	0.9727546288498894
HMP_2012__SRS044373__bin.77	0.9620063644851926	0.9616645698571572	0.9591730237988852	0.9587452414577534	0.9643479015237423	0.9572570695835478	0.9676622581804909	0.966815394801232	0.962414708946573	0.9632803432326463	0.9623598760328255	0.9688710709833912	0.9648407557468601	0.9748030875388822	0.9549814842433608	0.9640201473367488	0.9682665529980108	0.9632211400103603	0.9684801650587697	1.0	0.9616656765083795	0.9584673760620308	0.9543975100531331	0.9661756954046304	0.9617500223373838	0.9696727434764945	0.9684588975666804	0.9666023501743171	0.9555580738423098	0.9537893147074763	0.9504011449488764	0.9656699828473413	0.9884075556735265	0.9676573642263182
HMP_2012__SRS045715__bin.5	0.9601168310091764	0.9620773105265095	0.9585046627380234	0.9562482369058056	0.9664713361183073	0.9586966404834083	0.9633090631295718	0.965814190771037	0.9647931445663817	0.9666781029795993	0.9594945496993231	0.9629888570391751	0.9637427253157239	0.9636741058263674	0.9561957553498692	0.9633710140922424	0.9657277431196591	0.9616730694100795	0.963295648917543	0.9616656765083795	1.0	0.9539403089361914	0.9562012509656358	0.9641043723554302	0.9586952767980633	0.9661654850332302	0.9656765589434996	0.9653995681076044	0.9570640473627556	0.9539910808237712	0.9535830482182969	0.9616125786877068	0.9624132193669122	0.9637652339687395
HMP_2012__SRS056323__bin.20	0.9656669824456553	0.952680294198033	0.9523453978683292	0.965791322583194	0.9594562677454207	0.9507976481497091	0.9574456613165512	0.958621436940018	0.953740058951115	0.9538596881050956	0.9643488552802356	0.95847198967854	0.9573225727758792	0.959394944590193	0.9626106323328286	0.9572713246638748	0.9598483816786962	0.956929696892995	0.9599787950206621	0.9584673760620308	0.9539403089361914	1.0	0.9488686934932309	0.9573975048402137	0.9644647784055029	0.9596683710378829	0.9589656363781327	0.9583278498670807	0.9494320088194411	0.9608160545182892	0.9463529123548416	0.9593031735545698	0.9588853960662849	0.9582086400168951
HMP_2012__SRS020334__bin.26	0.9529920615733121	0.956469375142634	0.9630884634217597	0.9501035871412277	0.9556250777340872	0.9622446857529655	0.9582646192333646	0.9573074567513971	0.9569647958386037	0.9562742619764658	0.9532767126214563	0.9547744435273171	0.9551108592852263	0.9554022821091687	0.9536939508003196	0.9554741000120746	0.9583914786878875	0.956612264638135	0.9553481956642764	0.9543975100531331	0.9562012509656358	0.9488686934932309	1.0	0.9572153118182076	0.952573913314527	0.9587290393686158	0.9566365357751423	0.9557746616934005	0.9619902292020515	0.9512791872772725	0.9653296728709522	0.9555492643474445	0.9565232872810141	0.9552027341461163
HMP_2012__SRS024081__bin.18	0.9626179016353936	0.9640787109249538	0.9602177923994311	0.957023841441012	0.9678844182641743	0.9591213918173331	0.968607382102538	0.9963898432467253	0.9662762347749861	0.9654747483915561	0.9627594585213468	0.9678206333733038	0.9645948963289166	0.9673060960988656	0.9567483033800622	0.9640523555851507	0.9702365124716472	0.9645109172885762	0.9683794466403162	0.9661756954046304	0.9641043723554302	0.9573975048402137	0.9572153118182076	1.0	0.9620509230903841	0.9708365922344144	0.9683583358730947	0.9695210156289515	0.9565726005674188	0.9553542426101707	0.9532762777969677	0.9655031502366446	0.9658200387667354	0.9670708728422076
HMP_2012__SRS064423__bin.65	0.999778994361199	0.9575842734399161	0.9575958836623727	0.9630355109654511	0.9623692712313897	0.9544333591323063	0.9623291119900271	0.9629359104706603	0.9589025266586502	0.9595394160651234	0.9996584348356674	0.9625599055243536	0.9620593293207222	0.9620495008229062	0.9604348449738475	0.9618330983950515	0.9649030665743579	0.9597910698266632	0.9631680354142814	0.9617500223373838	0.9586952767980633	0.9644647784055029	0.952573913314527	0.9620509230903841	1.0	0.9636835761209833	0.9636874129771533	0.963173477082926	0.952292686690703	0.9580781790886157	0.9476004258487402	0.9622788418921671	0.9624046659288066	0.9635899542307241
HMP_2012__SRS017209__bin.7	0.964041330447592	0.9657159259274893	0.9625675166436377	0.9608351894271268	0.9688772207437244	0.9626450392155435	0.9699482323604611	0.9716761022103562	0.9669313634162601	0.966800861750049	0.9640475738050407	0.9711369099591458	0.9659686269132696	0.9705726987569945	0.9582134438156633	0.9683205937250022	0.9708783185840708	0.9664997184746984	0.9745671599083509	0.9696727434764945	0.9661654850332302	0.9596683710378829	0.9587290393686158	0.9708365922344144	0.9636835761209833	1.0	0.970567139532792	0.9733696474504464	0.9586179832649049	0.9569419519313017	0.9556482929523575	0.9671468417149791	0.9690344871987467	0.9706035210810109
HMP_2012__SRS047824__bin.57	0.964126738650444	0.9638380506289937	0.960400376476085	0.9616094285671513	0.9664847088639239	0.9598425019687253	0.9662848725348725	0.9689667247696909	0.9653609273170489	0.9640251273210074	0.9643386638161824	0.9684875632900526	0.9677594221360908	0.9719525853034765	0.9579295372645824	0.9694754919025939	0.9679741512437339	0.9639709806610057	0.9703667370962874	0.9684588975666804	0.9656765589434996	0.9589656363781327	0.9566365357751423	0.9683583358730947	0.9636874129771533	0.970567139532792	1.0	0.9691142114224621	0.9571178452201456	0.9557656060989675	0.9513193261404504	0.9690467868006336	0.9684296018409297	0.9684030653867098
HMP_2012__SRS063288__bin.27	0.9639974806779389	0.9625795037698697	0.9602018876787677	0.9585518533373272	0.9673187567506384	0.9587095718347892	0.9680349011348616	0.9701534678902944	0.9645290674542724	0.9652578362702275	0.9646575991160453	0.9682764529882047	0.9650630644770072	0.9688826519620117	0.9574710480370329	0.9651732986501688	0.9729470976161568	0.9640199838680472	0.9674722665752669	0.9666023501743171	0.9653995681076044	0.9583278498670807	0.9557746616934005	0.9695210156289515	0.963173477082926	0.9733696474504464	0.9691142114224621	1.0	0.9560942575789978	0.9556122552983305	0.9517785980815572	0.9662161589915493	0.9657102158852603	0.9667790816560101
HMP_2012__SRS011306__bin.33	0.9524777747258268	0.959635616924546	0.9692234858403317	0.9495774528501801	0.9563212008654196	0.9902179788857797	0.956963410008399	0.9571849864533996	0.959363756189662	0.9603643027007617	0.9528106747442451	0.9558735971200738	0.9569190506661298	0.9557005607108896	0.9525998098479582	0.9570206884790433	0.9562301440939649	0.9576643665596319	0.9557158400839504	0.9555580738423098	0.9570640473627556	0.9494320088194411	0.9619902292020515	0.9565726005674188	0.952292686690703	0.9586179832649049	0.9571178452201456	0.9560942575789978	1.0	0.950355722689827	0.9631685303351891	0.9552553135256117	0.9570572386869742	0.9554513951867727
HMP_2012__SRS019607__bin.63	0.9583171721023187	0.9532519181035196	0.9525478229620844	0.9574016487294734	0.9570976685618057	0.9516952044646889	0.9549606886934384	0.95671579371153	0.9536462653887825	0.9537246642011679	0.9581487053362839	0.9562062656978366	0.9541491073748154	0.9552024661287867	0.9995224331227508	0.9547597025164596	0.9555980316544538	0.955925968456607	0.9555768985792922	0.9537893147074763	0.9539910808237712	0.9608160545182892	0.9512791872772725	0.9553542426101707	0.9580781790886157	0.9569419519313017	0.9557656060989675	0.9556122552983305	0.950355722689827	1.0	0.9481333660915593	0.9554777486590813	0.9545440853089134	0.9551773302441633
HMP_2012__SRS047219__bin.56	0.9480465981203979	0.9549528028003119	0.9629435980524258	0.9472716063614902	0.9518738534944065	0.9621103686315565	0.9543631553517791	0.9541911556714964	0.9548973666333808	0.9544911199157217	0.9486802343616573	0.9512750181630188	0.9525840763692588	0.9518181993185362	0.9505177066368683	0.9530678966621663	0.9532859916487141	0.9562369898860728	0.9513129466511551	0.9504011449488764	0.9535830482182969	0.9463529123548416	0.9653296728709522	0.9532762777969677	0.9476004258487402	0.9556482929523575	0.9513193261404504	0.9517785980815572	0.9631685303351891	0.9481333660915593	1.0	0.9526067780756059	0.9520595450414437	0.9513129638699469
HMP_2012__SRS053603__bin.4	0.9631987012074916	0.9617459211082752	0.9600948920055347	0.9606683465915642	0.9674992201943048	0.9568577958737622	0.9645258415393341	0.9666154966547387	0.9626677060754265	0.9626469329265392	0.9635293110825845	0.9673968919613595	0.9805791546059325	0.9671896719918003	0.9574954970342536	0.9827662024215936	0.9698929457193984	0.9630660389627279	0.9676224794399421	0.9656699828473413	0.9616125786877068	0.9593031735545698	0.9555492643474445	0.9655031502366446	0.9622788418921671	0.9671468417149791	0.9690467868006336	0.9662161589915493	0.9552553135256117	0.9554777486590813	0.9526067780756059	1.0	0.9656099880972101	0.9670337950221991
FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.26	0.9624705321297026	0.9626672891378774	0.9599098569887535	0.9597026324152631	0.9652564082537997	0.9586570747379171	0.9672467175293998	0.9670052452368819	0.9635975269843389	0.9640149324929891	0.9628173996041717	0.9691454157827338	0.9650398174790014	0.9723417758033809	0.9567985519818365	0.9645159794880573	0.9683440306245089	0.9634138982239655	0.9697987426263825	0.9884075556735265	0.9624132193669122	0.9588853960662849	0.9565232872810141	0.9658200387667354	0.9624046659288066	0.9690344871987467	0.9684296018409297	0.9657102158852603	0.9570572386869742	0.9545440853089134	0.9520595450414437	0.9656099880972101	1.0	0.9682530524801581
HMP_2012__SRS017533__bin.11	0.9639962228517469	0.9619743941764312	0.9596501626571712	0.9606584010100385	0.9659532861626298	0.9597259143826199	0.9661485280021648	0.9694528227336565	0.9628449222450816	0.962729435894149	0.9636123017824936	0.9856264846725237	0.9655796063021697	0.969972578184185	0.9579300165904133	0.9658601155067406	0.9689988371612568	0.9636530518586508	0.9727546288498894	0.9676573642263182	0.9637652339687395	0.9582086400168951	0.9552027341461163	0.9670708728422076	0.9635899542307241	0.9706035210810109	0.9684030653867098	0.9667790816560101	0.9554513951867727	0.9551773302441633	0.9513129638699469	0.9670337950221991	0.9682530524801581	1.0
