	CM_madagascar__A14_01_1FE__bin.15	RampelliS_2015__H18__bin.17	HMP_2012__SRS049959__bin.75	BritoIL_2016__M2.48.ST__bin.10	CM_madagascar__A53_01_1FE__bin.6	BritoIL_2016__M2.31.ST__bin.48	CM_madagascar__A56_01_1FE__bin.28	CM_madagascar__A55_02_1FE__bin.58	ZeeviD_2015__PNP_Main_654__bin.4	ZeeviD_2015__PNP_Main_660__bin.34	BritoIL_2016__WL.17.ST__bin.18	BritoIL_2016__M1.24.ST__bin.37	NielsenHB_2014__MH0065__bin.14	CosteaPI_2017__SID713A074-11-0-0__bin.18	BritoIL_2016__M1.65.ST__bin.19	CM_madagascar__A25_01_1FE__bin.10	ZeeviD_2015__PNP_Main_618__bin.4	BritoIL_2016__W1.1.ST__bin.95	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.91	LiuW_2016__SRR3993044__bin.128	ZeeviD_2015__PNP_Main_22__bin.20	BritoIL_2016__WL.15.ST__bin.63	BritoIL_2016__W3.20.ST__bin.30	BritoIL_2016__M1.27.ST__bin.1	BritoIL_2016__M2.52.ST__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES64__bin.3	ZeeviD_2015__PNP_Main_415__bin.68	LeChatelierE_2013__MH0065__bin.14	BritoIL_2016__W2.15.ST__bin.66	BritoIL_2016__M2.32.ST__bin.43	BritoIL_2016__M2.38.ST__bin.34
BritoIL_2016__WL.17.ST__bin.18	0.8786008976011965	0.8672530565041865	0.9015602841162433	0.781530028574678	0.6680445720692838	0.8924428581924981	0.9021712326767901	0.9054272764879416	0.8962343626860398	0.895992298223418	1.0	0.8844461756331169	0.8876876251211581	0.8942887884396857	0.7981222641934824	0.9003086950964082	0.6025487727180769	0.9055737229715654	0.9020398837687978	0.8608612462344131	0.6475169017359192	0.7995912583024085	1.0015807161685977	0.8926124542920898	0.8907222378230503	0.9005316359632303	0.8946571692850895	0.9113812570644073	0.6258861018764275	0.7199082671304642	0.7158963380327054
BritoIL_2016__M1.24.ST__bin.37	0.8654485514066731	0.8607549832668432	0.8675555418039471	0.7578343412486039	0.6486316539625093	0.8717251071211484	0.8810718203259198	0.8842382945255179	0.8772770417894746	0.8663658058714266	0.8770609530064288	1.0	0.8548008140508612	0.861714157957407	0.7832709354099149	0.8811027614449702	0.5691958203538666	0.888081979992075	0.8842288125696799	0.8328625625434798	0.6343772800360913	0.77240112066737	0.87612822798215	0.8736838795771646	0.8750038676398814	0.8796225782336214	0.8669736491456759	0.8826802594662357	0.6136562122281298	0.7013972410502812	0.7033824631725826
NielsenHB_2014__MH0065__bin.14	0.868563419861702	0.860850706340687	0.8887940727396666	0.7740137747769457	0.6569740221299194	0.8797705188798198	0.8890814081268026	0.8911701937425078	0.8867796682702765	0.8787108422747792	0.8986368381287945	0.8726309477533583	1.0	0.8814736433464792	0.7943733210111964	0.8871495361622282	0.5879554507879562	0.8899495278070859	0.8942376518381568	0.847628693393273	0.6539544532654596	0.7875608231445597	0.8974227951721542	0.881970366755092	0.8743763573922378	0.8915640062500542	0.8784820947768642	0.9812284402935916	0.6180721731470815	0.7106975881658577	0.710197298537901
CosteaPI_2017__SID713A074-11-0-0__bin.18	0.8919190446265433	0.889775339030854	0.9191167580072412	0.7965820064689988	0.6835857329153514	0.9100364964450605	0.9158615013619354	0.9183938865730134	0.9184826238416803	0.9090276938117949	0.9221504309465776	0.8960429924282719	0.8978613280388493	1.0	0.818279565986538	0.9139565042082741	0.6030885758810027	0.9155657104663792	0.9192288471887152	0.8831625962552871	0.6647319174463178	0.810328499141428	0.9221447227012247	0.9082607132089316	0.908778606741853	0.9178811823540493	0.9085300386033065	0.9193741479795147	0.6429046250798506	0.7309511960590274	0.7374310923972918
BritoIL_2016__M1.65.ST__bin.19	0.8546162674035304	0.8452957893325306	0.8474504800797468	0.7471838498900575	0.6289338185202159	0.9047428507727213	0.8567354146392953	0.8594986533856003	0.8552291237070374	0.8528649416574801	0.85408257619371	0.8452478594458768	0.8397133038824823	0.8491964204452741	1.0	0.8545187920160657	0.5662264477114556	0.865019206959635	0.8632097191039373	0.8190242875276202	0.6294777419530299	0.7592621813268393	0.8534831833415102	0.9013888357830532	0.8511992434617441	0.8625306226199985	0.8523307119096074	0.8581523082548728	0.5945013110708883	0.6742367165550367	0.696884395806081
CM_madagascar__A25_01_1FE__bin.10	0.847757114031507	0.8362079972760742	0.854495348238831	0.7419689650435964	0.6413278364715874	0.8520790248035891	0.9354363795001364	0.9308421728725617	0.8610957417377797	0.8490702281481366	0.8652430542792527	0.8539154499604373	0.8422081791290789	0.8518207548447382	0.7674283857063537	1.0	0.5602779835984066	0.8681952636965299	0.8649896208364851	0.8226062630948673	0.6214797417687332	0.7654942629246219	0.8650665214422104	0.8580690499728189	0.846365648354327	0.8606527168645447	0.8454496122081405	0.8676439008630279	0.593364590124608	0.685494901344745	0.6820604912739576
ZeeviD_2015__PNP_Main_618__bin.4	0.7367220239720302	0.7262424091044921	0.7490591452501599	0.6621113225923252	0.5609404739545718	0.7458398116935128	0.7477683138320976	0.7516382264234481	0.7467885727857885	0.741403869525342	0.7727620371643273	0.7361340502611029	0.7448587798157855	0.7500853562275194	0.6785991122952337	0.747670856060034	1.0	0.7456713581934556	0.753751962870525	0.7255389059816483	0.5545037430884046	0.6799912739796139	0.7709103394951172	0.7452570013082576	0.7453705944730471	0.7522487896841916	0.7458340029521314	0.7619151807583506	0.5082803608390146	0.5535956431857977	0.6002650076901281
BritoIL_2016__W1.1.ST__bin.95	0.8718051695131074	0.8598337856628344	0.882756391894904	0.7705396232203643	0.6518752354934777	0.8939429215935171	0.8953716440783226	0.9014305592718778	0.8882945531320446	0.8706043079110419	0.8932950818288641	0.8834171388119562	0.8671863946699417	0.8758639725137225	0.7973820323502882	0.8911316445151801	0.5735417275826343	1.0	0.8880781101148885	0.8466784187944024	0.6362392132197041	0.7816134635499534	0.8922883239417251	0.8954897941656693	0.8813475265676357	0.8815649624426687	0.8744704964835456	0.8915014840743114	0.6145954079330338	0.7088106704421743	0.7102498179346868
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.91	0.887835073057375	0.8653081922268417	0.8893779276493488	0.7734135457216131	0.6571592515851126	0.8925383719874586	0.8993778925388736	0.9009428165723449	0.8978716531566575	0.8862681427110403	0.8990388256649549	0.8887078191529648	0.8804031886330338	0.8884896326290674	0.8039676843187089	0.8970505696173009	0.5857706272787325	0.8972898224262642	1.0	0.8555023381068533	0.6485300999595226	0.7882111062458025	0.8978134700836182	0.8933118055963087	0.8834051342549332	0.9903105120260901	0.8877844136575735	0.9045938044055621	0.6169697954614194	0.7128434619530353	0.7080248000333047
LiuW_2016__SRR3993044__bin.128	0.9078182220285292	0.8871595647111625	0.9271260876258373	0.7979265455507348	0.695182356882208	0.908191153289926	0.9240916847169733	0.9252364969612608	0.9221375899534053	0.9114613484934228	0.927230161466227	0.9046266242565767	0.9018534900511913	0.9225099791635498	0.8243672635735054	0.9219337786826419	0.6093425785594879	0.9244890082847113	0.9245339985386298	1.0	0.6672401568913144	0.8064188625162887	0.9271033214732518	0.9081483312410155	0.9178255722435068	0.9203764654355598	0.910614664437752	0.9279391645038821	0.6434506115422226	0.7363343458850721	0.7343179152275205
ZeeviD_2015__PNP_Main_22__bin.20	0.838546882228707	0.8333857302553506	0.845670436818247	0.7403056317976733	0.6580184168010786	0.843649790886642	0.8522777438392802	0.8543050083294559	0.8550998972137853	0.8431580319848462	0.8515861044686522	0.8413306479635027	0.8495734008073318	0.8478128642275513	0.7736194845069472	0.8504675680702203	0.5686281647465126	0.8482556457959247	0.8557657242059881	0.8147141146718221	1.0	0.7705636960148998	0.8514332157656713	0.8451667645110242	0.8430197041107206	0.853460480255847	0.8516747931534983	0.859527712897519	0.6056973875887466	0.675262409300928	0.7108848152396282
BritoIL_2016__WL.15.ST__bin.63	0.8745459828563126	0.8730988478975359	0.9110418113324967	0.7912642239638685	0.6845085632638214	0.8965687457744231	0.9067250020305648	0.9104692492401112	0.9022457475395846	0.8922176170663543	0.9088047580424669	0.885293104888113	0.8842246273770479	0.8931814203887016	0.8064248216248866	0.9053110424977207	0.6026321840526871	0.9005824003221449	0.8988607101142723	0.8509593989985597	0.6659377606129904	1.0	0.9076607778379003	0.8986176143208018	0.8879328392101504	0.8984128418641844	0.8845506617353494	0.9065854364456077	0.6151719230650433	0.6931278821151279	0.7411218556274103
BritoIL_2016__W3.20.ST__bin.30	0.8761785739431307	0.8657843916275233	0.898123132939721	0.7799971836935858	0.6674575793846371	0.8901092324559198	0.900969614065439	0.9039015902073003	0.89503927741624	0.8933887206928114	1.0009027267881032	0.8829075346254814	0.8858882932177307	0.8936778950121201	0.7970222588789089	0.8995156958791402	0.6006980416612184	0.9039408173323542	0.9002006618320073	0.8601608312127216	0.6469624123676085	0.7980441757777532	1.0	0.8897939067199082	0.887687711851621	0.8988573842548354	0.8920328703191478	0.9086309733356132	0.625656551432796	0.7184930749036923	0.7145950050794098
BritoIL_2016__M1.27.ST__bin.1	0.8758051967482918	0.8550561069273352	0.878524761857264	0.7694139943144981	0.644503516034113	0.9426537329808987	0.8892673682110618	0.892823300583512	0.8804493541469254	0.8797551244326967	0.8845878011071767	0.8731200438880854	0.8633918507805098	0.872900104732931	0.834756371253304	0.8848172160989477	0.5758780110717671	0.8996374245673532	0.8882359982045784	0.8355653084634183	0.6368585107974664	0.7835205226671986	0.8823919006533341	1.0	0.8764605256595681	0.8878459927185678	0.8803994813226272	0.8854481073263178	0.6146401675726897	0.6999017505361329	0.7066006682958457
BritoIL_2016__M2.52.ST__bin.55	0.9105063564383826	0.8922072328849805	0.9321414050809592	0.8434148094745093	0.6878717353307318	0.9198366774668136	0.9211763916890564	0.9232595765727627	0.9215971153967063	0.9198000016766076	0.9273374005038205	0.9186436664053953	0.8992280270101478	0.9175496799775334	0.8281257204173076	0.9168680342195602	0.6050819022789289	0.9301897291021347	0.9227896025182646	0.8871585483931812	0.6673532025300007	0.8133417093852299	0.9248041512802995	0.9207671946583283	1.0	0.9171394350670853	0.9193436500584716	0.9257797272997816	0.6496136467471717	0.7691421427882822	0.7587628941599568
Bengtsson-PalmeJ_2015__TRAVELRES64__bin.3	0.8892337661812788	0.8711120473990729	0.8923457448743286	0.7775667761921505	0.6615682756000661	0.8981135144747424	0.9023808657767216	0.9029244516653128	0.9035018853741043	0.8907149872085551	0.9040010144242233	0.8904467306036834	0.884093949424284	0.8935779065678917	0.8091220380631368	0.8989824435903343	0.5888136490577172	0.89712536020143	0.9974442369791983	0.8577901515978192	0.6514422202553438	0.7934934385747946	0.9029315243441605	0.8993517384644608	0.8843207803387612	1.0	0.8922947205483549	0.9050664629735159	0.6202926270354159	0.7155883862571788	0.7119409047370783
ZeeviD_2015__PNP_Main_415__bin.68	0.8963271223448427	0.8866593832760387	0.921324821368865	0.800487442911096	0.6844376544708873	0.9171419850376762	0.9128494298519523	0.9151233661120578	0.9131229469964334	0.9284503069787952	0.924420349051556	0.9033590089319468	0.8966474390007368	0.910391415513622	0.8229824080636597	0.908979110258089	0.6008989666147885	0.9159818771492025	0.9203810312220341	0.873560720026083	0.6691279743039483	0.8041424847524592	0.9223330908425317	0.9179406966991265	0.9124209543252368	0.9184409314766754	1.0	0.9180155759173874	0.6467042484076466	0.737571739751037	0.7396335182260697
LeChatelierE_2013__MH0065__bin.14	0.8714137121459776	0.857692650598829	0.890026449523017	0.7651000029718564	0.6506978909724905	0.8780285694473338	0.8918150118378952	0.8938913489256738	0.8830138587575659	0.8747436773752563	0.896996443678366	0.8760636769790088	0.9539743627844315	0.8775238491485631	0.7892681308013115	0.8885573617839064	0.5847142559957206	0.8894910200402191	0.8932880620523641	0.8479216816745421	0.6432400170386441	0.7850490851635016	0.8948953411195973	0.8793782876162739	0.8751909417813307	0.8873626754633619	0.8744355949161441	1.0	0.6127680862234638	0.7169955521214103	0.7029287645992451
BritoIL_2016__W2.15.ST__bin.66	0.8962610697367527	0.8933762068343142	0.9173516366788866	0.7999569489689944	0.7287045338209491	0.9117313319781875	0.9100610703285192	0.9114443251048168	0.915059280234103	0.916299031573715	0.9199620677513752	0.909580999553216	0.8974076178133628	0.9164255217163603	0.8165767181207855	0.9075061173887701	0.5825381467640715	0.9157834547934587	0.909883540303754	0.8780827349092083	0.6769441756837126	0.795551985229502	0.9202475952078729	0.9116277727970743	0.9171371212322951	0.9082413875746735	0.9199568897923194	0.915124374576517	1.0	0.7789292572439648	0.7823977501028194
BritoIL_2016__M2.32.ST__bin.43	0.8851926612647442	0.87184590927859	0.9167637221573058	0.8013073613904005	0.6672865454605791	0.8947301580818559	0.9089084496031521	0.9061757924354791	0.9064355288827567	0.8953830091520403	0.9129136239105587	0.8969293025470125	0.8902527356884898	0.8989114681618636	0.7989773914419712	0.9045031407688582	0.5473833946085861	0.9111956619546093	0.9069722324507187	0.8669083640879581	0.6510999232277773	0.7733273004703973	0.911736194561106	0.8955948826176329	0.9368361803298461	0.9039530355660245	0.9051987494360145	0.9238008568111895	0.672010302666351	1.0	0.7265977141916293
BritoIL_2016__M2.38.ST__bin.34	0.9153718648770666	0.9150159660182497	0.9363876924902045	0.8386954329608478	0.7430107066240027	0.9360199303360937	0.9339754891137788	0.9357655285592357	0.936909677483136	0.9357998003011959	0.9375555680046926	0.9289237025344612	0.918759494755435	0.9365788233588284	0.8528588893978388	0.9294437103115104	0.6129659226842683	0.9429461175718471	0.9303420253940425	0.8928461034017999	0.7078946934821079	0.8539529488527204	0.9364852351403988	0.9337764493816257	0.9544594456545739	0.928797160717993	0.9374553890666552	0.9353358136408124	0.6971076627001519	0.7503923125846496	1.0
