	CM_madagascar__A14_01_1FE__bin.15	RampelliS_2015__H18__bin.17	HMP_2012__SRS049959__bin.75	BritoIL_2016__M2.48.ST__bin.10	CM_madagascar__A53_01_1FE__bin.6	BritoIL_2016__M2.31.ST__bin.48	CM_madagascar__A56_01_1FE__bin.28	CM_madagascar__A55_02_1FE__bin.58	ZeeviD_2015__PNP_Main_654__bin.4	ZeeviD_2015__PNP_Main_660__bin.34	BritoIL_2016__WL.17.ST__bin.18	BritoIL_2016__M1.24.ST__bin.37	NielsenHB_2014__MH0065__bin.14	CosteaPI_2017__SID713A074-11-0-0__bin.18	BritoIL_2016__M1.65.ST__bin.19	CM_madagascar__A25_01_1FE__bin.10	ZeeviD_2015__PNP_Main_618__bin.4	BritoIL_2016__W1.1.ST__bin.95	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.91	LiuW_2016__SRR3993044__bin.128	ZeeviD_2015__PNP_Main_22__bin.20	BritoIL_2016__WL.15.ST__bin.63	BritoIL_2016__W3.20.ST__bin.30	BritoIL_2016__M1.27.ST__bin.1	BritoIL_2016__M2.52.ST__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES64__bin.3	ZeeviD_2015__PNP_Main_415__bin.68	LeChatelierE_2013__MH0065__bin.14	BritoIL_2016__W2.15.ST__bin.66	BritoIL_2016__M2.32.ST__bin.43	BritoIL_2016__M2.38.ST__bin.34
BritoIL_2016__WL.17.ST__bin.18	0.8927609137857976	0.8809470608543013	0.9147148017637995	0.7923091943229089	0.67794858168342	0.9048007270992424	0.9155980099382308	0.9193497574826102	0.9095106674436886	0.9087588081772495	1.0	0.8972504295260267	0.9008844159804819	0.9073507076233699	0.8094489686846086	0.9142266468183873	0.6117326279745998	0.9186683535691172	0.914755061965483	0.8734662121289897	0.6566398634373959	0.8109396026519395	1.0016476487538963	0.905167094934562	0.9033468305659477	0.9132191352712581	0.9075097354200196	0.9251749054136886	0.6343352084522268	0.7301675730244571	0.7248824150484582
BritoIL_2016__M1.24.ST__bin.37	0.8790910896563839	0.8741484954132286	0.8802488863692394	0.7677819110233226	0.6584439811039592	0.8836658838230846	0.8940710827295656	0.8972175949168731	0.8901151109438739	0.8781987877069936	0.8897582899741792	1.0	0.8671902369790289	0.8743615898944309	0.7942101181451697	0.8943116249776675	0.577564394956398	0.9002034129052413	0.8965388864989924	0.845296400948994	0.6431925046636251	0.7829695090243267	0.8888095953400679	0.886251463465026	0.887056431610645	0.8918163734413411	0.8794099828027264	0.8956311139900769	0.6220003333656052	0.7115060040742467	0.7131723330502054
NielsenHB_2014__MH0065__bin.14	0.8823086481328549	0.8740757760475387	0.9010267145491051	0.784760322039796	0.6668111834600785	0.8921167702483566	0.902366594102594	0.904468116215956	0.8988360369521459	0.8911712126623202	0.9119964052509013	0.8852787993864065	1.0	0.8939131258778631	0.8054632442508723	0.9003639072110483	0.5961113944274257	0.9030900271694968	0.9068870318509239	0.8592764752303141	0.6621221144827734	0.798940629070903	0.9107854190536986	0.8947516968835828	0.8867032492843362	0.9040865307461601	0.8910407909263153	0.9813894296239727	0.6266596293271613	0.7206575293334277	0.7200685936817801
CosteaPI_2017__SID713A074-11-0-0__bin.18	0.9059587335375502	0.9038264444325667	0.9317511806986581	0.8075522161743651	0.6935139283781266	0.9229355741482909	0.9296681900762673	0.9322830853792636	0.9315000179031332	0.9220238116860237	0.9356192953223005	0.9091942707898187	0.9105320759279661	1.0	0.8295756646084118	0.9278944825657214	0.6117261889626405	0.9288871983257198	0.932222889337361	0.8954664596476352	0.6738848294038983	0.8219510056112052	0.9356250035676533	0.9212360738273319	0.9215796064112937	0.9307511998991197	0.9215479515961551	0.9325980767364612	0.651815715007029	0.741184004251086	0.7474360897066326
BritoIL_2016__M1.65.ST__bin.19	0.867040340269883	0.8578895016853548	0.8593133962956122	0.7557638381391572	0.6379134020041155	0.9132463666183958	0.869268810730263	0.8720142777208424	0.8672185963651913	0.8643201845677613	0.8662034521366228	0.8570526135520947	0.8514362002047522	0.8609193167675439	1.0	0.8671582801033347	0.5743325224745393	0.8763091186878628	0.8749692360137629	0.8303497427672993	0.6381638221984308	0.7692235196800653	0.8655814406862268	0.9092746484827499	0.8614142332375992	0.8742115129741895	0.864047684313302	0.8702392563004913	0.6027043226833844	0.6828490170872739	0.7054035292552718
CM_madagascar__A25_01_1FE__bin.10	0.8609138887330456	0.8495161549310216	0.8675655493024776	0.7526784626069596	0.650653606783504	0.8645403084923419	0.9401336039202864	0.9356535390722789	0.8741722302723346	0.8612485756460134	0.8786189231593671	0.8667167407298496	0.8547531345460736	0.8648111533930095	0.7787796889539776	1.0	0.5689556607551542	0.8814158804103687	0.8776284046654969	0.835214576872554	0.6308050284290415	0.7768049394371456	0.8784385211094581	0.8710705725080818	0.859245774335898	0.8731850973397227	0.8579863455477935	0.8808746742606418	0.6018918516311634	0.6960452775289659	0.6919903424446847
ZeeviD_2015__PNP_Main_618__bin.4	0.7484447094951623	0.7375991439206036	0.7594903539395207	0.6714395158349518	0.5694244634497857	0.7564323743101313	0.7590727699757776	0.763337031565346	0.7574385774005108	0.7519280180768032	0.7845402284384361	0.7469570262858456	0.7551912399016645	0.7608283007043422	0.68831390954757	0.7592509047114702	1.0	0.7564788442411815	0.7645465406040703	0.7361069428013236	0.5619131154280816	0.6899042138546226	0.7826143079626873	0.7562348771031677	0.7559554121011572	0.7630504669905362	0.7568241416455131	0.772814961252468	0.5153166828988718	0.561714972805409	0.6086050694822281
BritoIL_2016__W1.1.ST__bin.95	0.8854902260588456	0.8731187204841969	0.8952192403942242	0.7799598587560385	0.6616320498494083	0.9055578694659964	0.9089186933791769	0.9150252657508214	0.9009941982349966	0.8825905846294679	0.9062121628068489	0.8954749012975163	0.8799907862789027	0.8886077997921948	0.8077891686155639	0.9047015295472022	0.581854430156668	1.0	0.9004863514309812	0.8589734743125328	0.645067705460768	0.792296614304997	0.9051428548734677	0.9074289101349443	0.8930736745223237	0.8937423643023907	0.8866508769168983	0.9048435082235936	0.6226971282082341	0.7181256630429009	0.7193299996475354
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.91	0.9015286599284649	0.8783427053222966	0.9020227144710833	0.7837445522336031	0.6667062913457193	0.9049128081508466	0.9123502099355623	0.914112254207865	0.9107963206228398	0.897838548994411	0.9117117008667773	0.9010802490034895	0.8928568741545272	0.9010491511541064	0.8149201462401446	0.9101578115540548	0.5941595229389274	0.9098267699315897	1.0	0.8677844838785238	0.6574857790036349	0.7991700886840444	0.9104602632182162	0.9055909418986842	0.8956536742861414	0.9903932724317064	0.8997109404742021	0.9176784753226026	0.6252709149338394	0.7225610383070331	0.7176987390825231
LiuW_2016__SRR3993044__bin.128	0.9223435694291766	0.9012995136716166	0.940193859209776	0.8089887275021628	0.7059334014149706	0.9213331858953928	0.9380760649680948	0.9393547638716336	0.9355213774172776	0.9244808775159309	0.9408069191758219	0.9181318312009037	0.9142464078263528	0.9353620143491808	0.835766601403696	0.9360645127718116	0.6182181257602268	0.9379139916437379	0.937807207547088	1.0	0.676236039470004	0.8180848895624779	0.9406892940541314	0.9212876535902222	0.9308586525473157	0.9336583472640505	0.9238661913961289	0.9409489366038538	0.652353803356815	0.7469357842722745	0.7443881433877336
ZeeviD_2015__PNP_Main_22__bin.20	0.8512598095311215	0.8456327110343946	0.8567843203700038	0.750123601581306	0.6674723658633281	0.8551316662949243	0.8649218381325605	0.8670669129652929	0.8661197972338396	0.8545512187082824	0.8635842274454416	0.853021669822616	0.8601842739077228	0.8594866778343812	0.784294557625473	0.8632288108502002	0.5762262699855649	0.8600260903578854	0.8675831605338	0.8256982744755951	1.0	0.7812050144847155	0.863434648021746	0.8569848626946932	0.8547438187626869	0.86523489595295	0.8634240583280329	0.8704291407191593	0.6137422455313147	0.6847428325974599	0.7207517623566834
BritoIL_2016__WL.15.ST__bin.63	0.8883092086974527	0.8865858025192732	0.9241872878631708	0.8013558453384523	0.6946665354902699	0.90845984801079	0.9200043242451733	0.924177564031432	0.9154432751695665	0.9045348519289222	0.9217031348489546	0.8974061392841658	0.8970011702917493	0.90599228270954	0.8170049225468202	0.9186876030297172	0.6114173800336559	0.9128916273232808	0.9113581218590594	0.8632697699799002	0.6751342174775008	1.0	0.9204893718519095	0.9106557180134555	0.8996786559605373	0.9108736462424254	0.8966711320027319	0.9200249158888555	0.6232918945570566	0.7023443586332182	0.7507433011379171
BritoIL_2016__W3.20.ST__bin.30	0.890282737047505	0.8794293962040213	0.9111802335522676	0.7907232878365738	0.6773387916033836	0.902457730258195	0.9143561219460677	0.9178005652729303	0.908294022389636	0.9060766840003621	1.000969614065439	0.8956870278914917	0.8990791683849488	0.9067420363907022	0.8083201738063387	0.9134202029752265	0.6098178453244284	0.9169632170265839	0.912881081461663	0.8727658140634272	0.6560817131189588	0.8093234829663754	1.0	0.9023561420625421	0.9002474326349564	0.9115332776777542	0.904803311171684	0.9223609700163949	0.6341763812474226	0.7287816457287696	0.7235568944186842
BritoIL_2016__M1.27.ST__bin.1	0.8891541568999053	0.8683566904393796	0.8911101690688744	0.7791506658022044	0.6535698967632537	0.9511530596977706	0.9026198194603761	0.906384220238392	0.8932731534586804	0.891629345169817	0.8970295745848087	0.8856795172310608	0.875903944940402	0.885370305720413	0.8420592489152661	0.8982240287267468	0.5843608797566207	0.9116318388110318	0.9004453643209815	0.8476544810732631	0.6457638023041244	0.7940167572689641	0.8948496334347414	1.0	0.8878729240436886	0.9000089771083737	0.8923106079497282	0.8984738915764799	0.6230582015859558	0.7091815869532692	0.7158116802154506
BritoIL_2016__M2.52.ST__bin.55	0.9244698776495639	0.9057725598024956	0.9455175897089828	0.8457039027232298	0.6978978484933586	0.9312407524614694	0.9349209060387212	0.9372571538748496	0.9349413396932647	0.932350457085134	0.9404809558339655	0.9312973379663588	0.9119052758648152	0.930474228446162	0.8380638116834397	0.9308210766335397	0.6136745159843573	0.9425657125372521	0.9355842139015915	0.8997561583891155	0.6766342732115836	0.8241008144121185	0.9378890253461146	0.9327565104767015	1.0	0.9297841996504274	0.9324337635228878	0.9389431923446099	0.6582460798819668	0.7783158057985472	0.763721460995821
Bengtsson-PalmeJ_2015__TRAVELRES64__bin.3	0.9028774688701092	0.8843081505551043	0.9049376391802159	0.7879459324013564	0.6712078316783264	0.9105321281488576	0.9152900202480692	0.9160654889646003	0.9164984379483573	0.9022318343295707	0.916737393455145	0.9027905759585501	0.8965115527157066	0.906107157146841	0.8200796383638267	0.9120729617549943	0.5972685314289641	0.9095177039255389	0.9975275935513335	0.8701688551555787	0.6604295743055639	0.8044990320533806	0.9156648722270047	0.9116723450173988	0.8965130682897454	1.0	0.904149540680028	0.9180832232016198	0.6285393705719978	0.7252835133835291	0.7216466408817004
ZeeviD_2015__PNP_Main_415__bin.68	0.9102224172779636	0.9001121628290201	0.9348706799501013	0.8116532863396906	0.6940965536319801	0.9295578954155719	0.9263240491769266	0.928695224421857	0.9262424100292393	0.9409135368626752	0.9377004904068802	0.9163172736476631	0.9094658251767852	0.923435999328167	0.8342959299504913	0.9224578895396333	0.6097534341741472	0.9287404639495563	0.9327454621373753	0.8862730273095949	0.6783589179328968	0.8151611697173882	0.9355373129904524	0.9303597270444497	0.9254124986935136	0.9306431240857845	1.0	0.931438195785236	0.6555363562004413	0.7482435883369377	0.749858691475261
LeChatelierE_2013__MH0065__bin.14	0.8855126947804294	0.8710858173100736	0.9024978454040239	0.77574717425976	0.6606947209922038	0.8904955075435624	0.9054236381467503	0.9075599076743242	0.8952450295699723	0.8872398387272529	0.9105723795655146	0.888917451732097	0.9541308805610865	0.8901458190931875	0.8003848554191804	0.902107046271806	0.5930790414772108	0.9028029560066173	0.9062091988865444	0.859809603059031	0.65139825849208	0.7966868752909942	0.9084177835894083	0.8923147790424678	0.8876350956442489	0.9001248179737882	0.8872210169693007	1.0	0.621309201858401	0.7275040367717713	0.7126472307250339
BritoIL_2016__W2.15.ST__bin.66	0.9097097088211711	0.9062907764275633	0.9298549283814291	0.8104423160567031	0.7394266076083451	0.9239720271857644	0.9228831763672031	0.9242309251385474	0.9275936396909794	0.928675833133612	0.9323810326921541	0.9219489246118749	0.9098761432193887	0.9291277949883274	0.8278439570258986	0.9205479168331011	0.5906024481390415	0.9278554964775084	0.9221257149282039	0.8902324459790929	0.6859353317296455	0.8060528861943776	0.9327789958310032	0.9241133114971403	0.9293245574324425	0.9203163880924695	0.9325208375866568	0.9278799068559137	1.0	0.7889848537300538	0.7930798796346432
BritoIL_2016__M2.32.ST__bin.43	0.8990480372029384	0.8854868590588351	0.9299732669292962	0.8106336229150087	0.6774928476751035	0.9060673030103262	0.9227057517902351	0.9201020055865672	0.9195729600956749	0.9078261080439803	0.92592342050565	0.9098561366405165	0.9027290195810649	0.9114956033065024	0.8091830554834065	0.9184242485352332	0.5554116120698953	0.9231703417991248	0.9193361978796061	0.8793897533652463	0.6602411145565367	0.783610183455618	0.9247919396186149	0.9074693692871543	0.9480099529474981	0.9162002153196003	0.9182959757443172	0.9373403370702622	0.6806856276400423	1.0	0.7353591925323538
BritoIL_2016__M2.38.ST__bin.34	0.9286910501323087	0.9283971040378044	0.9491895062562405	0.8450653634617096	0.7534306343238086	0.9473025832325502	0.9474053984584306	0.9490728505191839	0.9498841681028943	0.9485838191242911	0.9493239569362381	0.9418527171889263	0.9315296730673539	0.9492857307625133	0.8632847487452917	0.9429751167381211	0.6214824505613645	0.9550012028063284	0.9430535463014529	0.9050903422890229	0.7177201382732974	0.8650391983048669	0.9482298974813566	0.9459488494251245	0.9606969026913204	0.9414592512283454	0.9504153801032765	0.9482674645831205	0.7066253208856609	0.7594407115340889	1.0
