	CM_madagascar__A14_01_1FE__bin.15	RampelliS_2015__H18__bin.17	HMP_2012__SRS049959__bin.75	BritoIL_2016__M2.48.ST__bin.10	CM_madagascar__A53_01_1FE__bin.6	BritoIL_2016__M2.31.ST__bin.48	CM_madagascar__A56_01_1FE__bin.28	CM_madagascar__A55_02_1FE__bin.58	ZeeviD_2015__PNP_Main_654__bin.4	ZeeviD_2015__PNP_Main_660__bin.34	BritoIL_2016__WL.17.ST__bin.18	BritoIL_2016__M1.24.ST__bin.37	NielsenHB_2014__MH0065__bin.14	CosteaPI_2017__SID713A074-11-0-0__bin.18	BritoIL_2016__M1.65.ST__bin.19	CM_madagascar__A25_01_1FE__bin.10	ZeeviD_2015__PNP_Main_618__bin.4	BritoIL_2016__W1.1.ST__bin.95	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.91	LiuW_2016__SRR3993044__bin.128	ZeeviD_2015__PNP_Main_22__bin.20	BritoIL_2016__WL.15.ST__bin.63	BritoIL_2016__W3.20.ST__bin.30	BritoIL_2016__M1.27.ST__bin.1	BritoIL_2016__M2.52.ST__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES64__bin.3	ZeeviD_2015__PNP_Main_415__bin.68	LeChatelierE_2013__MH0065__bin.14	BritoIL_2016__W2.15.ST__bin.66	BritoIL_2016__M2.32.ST__bin.43	BritoIL_2016__M2.38.ST__bin.34
BritoIL_2016__W1.1.ST__bin.95	0.9845452201018097	0.98478450351632	0.9860784398536475	0.9879221533904341	0.9852534133463587	0.9871737099702655	0.9850954222863554	0.9851428075400862	0.9859048536296572	0.9864192107561875	0.985746074144518	0.986534784539367	0.9854494026430605	0.9856586592178771	0.9871165191740413	0.985000705106784	0.9857134325302027	1.0	0.9862205115087258	0.9856863385356917	0.9863138517610989	0.9865162231389631	0.9857983401597535	0.9868429186728253	0.9868698985434098	0.986374818576238	0.9862624841970418	0.9852548821668893	0.9869893084323154	0.9870287429065598	0.9873768899986128
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.91	0.9848107026656518	0.9851601054844851	0.9859817423454252	0.9868184008647365	0.9856802914798712	0.9863252723887567	0.9857814277287174	0.9855931942987327	0.9858094865190673	0.9871130435462705	0.9860999094453058	0.9862693363169291	0.9860518680182799	0.9860612281705696	0.9865600795710255	0.9855989348546337	0.9858810717722737	0.9862205115087258	1.0	0.9858465483079669	0.9863789007608896	0.9862870462828663	0.9861094507409964	0.9864407474343431	0.9863244685051166	0.9999164368257338	0.9867440460262242	0.9857415518954603	0.9867239635265966	0.9865512035124864	0.9865208916744299
LiuW_2016__SRR3993044__bin.128	0.9842516954830217	0.984311598146933	0.986100981775267	0.9863259133590359	0.9847704549590467	0.9857358523423914	0.9850924879406265	0.9849702503746474	0.9856937662923093	0.9859169298801599	0.9855690286360898	0.9852905579728541	0.9864446634199788	0.9862598277581613	0.9863606205236666	0.9849041023387088	0.9856433403827741	0.9856863385356917	0.9858465483079669	1.0	0.9866971263676807	0.9857398331211955	0.9855574282956624	0.9857380891863651	0.9859988621600674	0.9857743661078903	0.9856564434527564	0.986173774586613	0.9863522037140287	0.9858067606206186	0.9864718047302807
ZeeviD_2015__PNP_Main_22__bin.20	0.985065749422122	0.9855173757835558	0.9870283765849529	0.9869115306291713	0.9858361940572303	0.9865729736590969	0.9853812289899166	0.9852815227463906	0.9872767023046363	0.9866676373820426	0.9861065978332179	0.9862945781183443	0.987664418634176	0.9864176910382789	0.9863889491330329	0.9852168479323445	0.9868140249155202	0.9863138517610989	0.9863789007608896	0.9866971263676807	1.0	0.9863783280028806	0.9861003582800717	0.986209676858809	0.9862834753588063	0.9863916541598395	0.9863922425357403	0.9874758009449988	0.9868921228721942	0.9861547681184635	0.9863102004984453
BritoIL_2016__WL.15.ST__bin.63	0.9845062668422391	0.9847877615641786	0.9857761768601384	0.9874068162935512	0.9853771965288648	0.9869107013783777	0.9855660219580994	0.9851670119197412	0.9855834566838264	0.9863827968194908	0.9860059314991898	0.9865021712401979	0.9857563809972	0.985859854917831	0.9870501380959216	0.9854394894544323	0.9856314258183417	0.9865162231389631	0.9862870462828663	0.9857398331211955	0.9863783280028806	1.0	0.9860632893694365	0.9867808399436462	0.9869444310226004	0.9863199419264737	0.9864828142283212	0.9853922657841678	0.9869724417036038	0.9868775531478235	0.9871841074093856
BritoIL_2016__W3.20.ST__bin.30	0.9841576585533391	0.984484252362503	0.9856701230648485	0.986435072410306	0.9854117136930015	0.986316813089138	0.9853596344363751	0.9848562143111158	0.9854069886549248	0.9859968107207737	0.9999331775146859	0.9857321889587995	0.985328460906381	0.9855922182337724	0.9860229704842964	0.9847775349715322	0.9850450364266429	0.9857983401597535	0.9861094507409964	0.9855574282956624	0.9861003582800717	0.9860632893694365	1.0	0.9860784065658156	0.9860485902785925	0.9860938774992262	0.9858859481449079	0.9851142913380889	0.9865655201509268	0.9858825055688816	0.9876141193478993
BritoIL_2016__M1.27.ST__bin.1	0.9849869001364674	0.9846830413602107	0.9858767101437514	0.9875034805011922	0.9861279095410589	0.9910641861157734	0.9852070041434533	0.9850384424705526	0.9856440336731241	0.9866825595170841	0.9861300297892734	0.985819392795443	0.9857152211356422	0.9859152708116463	0.9913273588867179	0.9850740882018002	0.985483510312349	0.9868429186728253	0.9864407474343431	0.9857380891863651	0.986209676858809	0.9867808399436462	0.9860784065658156	1.0	0.9871463606163995	0.9864857076994007	0.9866513672246157	0.9855023230254284	0.9864891690826979	0.9869147245390231	0.9871320737364434
BritoIL_2016__M2.52.ST__bin.55	0.9848956450082689	0.985023473309378	0.9858530557510404	0.9972932686708085	0.9856338385563569	0.987753891821731	0.9852987410369283	0.9850653822761261	0.9857272069059045	0.9865389078611452	0.9860246448919425	0.9864128554382052	0.9860980639215572	0.98610971902982	0.9881416055345843	0.9850099629625461	0.9859980926670133	0.9868698985434098	0.9863244685051166	0.9859988621600674	0.9862834753588063	0.9869444310226004	0.9860485902785925	0.9871463606163995	1.0	0.9864003232275875	0.9859613476297131	0.9859805522291949	0.9868857052117302	0.9882134437693284	0.9935073621875196
Bengtsson-PalmeJ_2015__TRAVELRES64__bin.3	0.9848886441856782	0.9850774832870783	0.9860853458175369	0.9868275781593616	0.9856384928433315	0.9863611471905306	0.9858961048566346	0.985654915005978	0.9858193401798407	0.9872351576581495	0.9861068402774333	0.9863270112874624	0.9861489757116824	0.9861724405550426	0.9866383704849058	0.9856475098883849	0.9858440853211894	0.986374818576238	0.9999164368257338	0.9857743661078903	0.9863916541598395	0.9863199419264737	0.9860938774992262	0.9864857076994007	0.9864003232275875	1.0	0.98688842984673	0.9858218079808595	0.9868795115744666	0.9866326382063733	0.9865505697736446
ZeeviD_2015__PNP_Main_415__bin.68	0.9847341763184926	0.9850543297729698	0.9855104466620352	0.9862430872682729	0.9860842139172844	0.9866432091652075	0.985453665661658	0.9853861008941355	0.9858358212809627	0.9867541177848959	0.9858375446198585	0.9858583210331371	0.9859055878503663	0.9858738625914136	0.9864394377574119	0.9853881901446243	0.9854786097738815	0.9862624841970418	0.9867440460262242	0.9856564434527564	0.9863922425357403	0.9864828142283212	0.9858859481449079	0.9866513672246157	0.9859613476297131	0.98688842984673	1.0	0.9855893607019918	0.9865268986086653	0.9857374673806156	0.9863638664651944
LeChatelierE_2013__MH0065__bin.14	0.9840781699488252	0.9846247448355859	0.9861812458118127	0.9862749467336914	0.9848692146280502	0.9859999988875645	0.9849698795839816	0.9849392214959376	0.9863376277908165	0.9859156895277355	0.985090766871683	0.9855399680498542	0.9998359577497764	0.9858203345183572	0.9861107759066147	0.984979959369681	0.9858960022248372	0.9852548821668893	0.9857415518954603	0.986173774586613	0.9874758009449988	0.9853922657841678	0.9851142913380889	0.9855023230254284	0.9859805522291949	0.9858218079808595	0.9855893607019918	1.0	0.9862530353495654	0.9855554277100764	0.9863628655149598
BritoIL_2016__W2.15.ST__bin.66	0.9852165597948321	0.9857500816193274	0.9865535027874653	0.9870621673128738	0.9854994753000893	0.9867520933021536	0.9861064689800109	0.9861651458678318	0.9864872300536125	0.9866726352529985	0.986680375827766	0.9865850214382911	0.9862964585906067	0.9863288200606175	0.986389658570932	0.9858325686193524	0.9863456350369352	0.9869893084323154	0.9867239635265966	0.9863522037140287	0.9868921228721942	0.9869724417036038	0.9865655201509268	0.9864891690826979	0.9868857052117302	0.9868795115744666	0.9865268986086653	0.9862530353495654	1.0	0.9872550196134317	0.9865308277184578
BritoIL_2016__M2.32.ST__bin.43	0.9845888368976365	0.9845949720871705	0.9857957801135432	0.9884950965997791	0.9849351882465645	0.9874875245019837	0.9850469099598508	0.9848644899516221	0.9857135520692656	0.9862935216538878	0.985949381658381	0.9857924417136604	0.9861793698640983	0.9861939705479773	0.9873876943266707	0.9848423995897567	0.9855454634241625	0.9870287429065598	0.9865512035124864	0.9858067606206186	0.9861547681184635	0.9868775531478235	0.9858825055688816	0.9869147245390231	0.9882134437693284	0.9866326382063733	0.9857374673806156	0.9855554277100764	0.9872550196134317	1.0	0.9880854439167985
BritoIL_2016__M2.38.ST__bin.34	0.9856581096013097	0.9855868378290312	0.9865129000250661	0.9924622037817665	0.9861700238547406	0.9880897053421348	0.9858245378731172	0.9859786085413058	0.9863409760311398	0.9865230477630358	0.9876034004561249	0.9862727850984458	0.9862911738819128	0.9866142437499001	0.9879230354033175	0.9856503038241161	0.9862964306242219	0.9873768899986128	0.9865208916744299	0.9864718047302807	0.9863102004984453	0.9871841074093856	0.9876141193478993	0.9871320737364434	0.9935073621875196	0.9865505697736446	0.9863638664651944	0.9863628655149598	0.9865308277184578	0.9880854439167985	1.0
