	RaymondF_2016__P21E7__bin.23	RaymondF_2016__P9E90__bin.19	RaymondF_2016__P15E0__bin.36	RaymondF_2016__P22E90__bin.66	XieH_2016__YSZC12003_37308R1__bin.80	QinJ_2012__T2D-077__bin.18	RaymondF_2016__P6C0__bin.76	RaymondF_2016__P20E0__bin.15	RaymondF_2016__P38C0__bin.54	RaymondF_2016__P12E90__bin.22	HMP_2012__SRS021484__bin.49	QinJ_2012__DLM013__bin.12	XieH_2016__YSZC12003_37270__bin.39	HMP_2012__SRS054956__bin.1	RaymondF_2016__P2E0__bin.65	RaymondF_2016__P18E0__bin.7	RaymondF_2016__P6C7__bin.5	RaymondF_2016__P18E90__bin.11	RaymondF_2016__P38C7__bin.19	RaymondF_2016__P22E0__bin.67	XieH_2016__YSZC12003_37209__bin.63	XieH_2016__YSZC12003_35653__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.58	XieH_2016__YSZC12003_37205__bin.52	RaymondF_2016__P15E90__bin.56	HeQ_2017__SZAXPI029486-84__bin.35
HMP_2012__SRS021484__bin.49	0.8487450042965015	0.8511148831901871	0.7588673926071147	0.7769901026262176	0.8403721175493795	0.7983057089348485	0.7933101566151912	0.8763460204599343	0.8015191655413925	0.7932267059167151	1.0	0.5138174401074942	0.8489911233854859	0.6837702299913344	0.8755248172097111	0.5789355923880869	0.8588957537502925	0.6908453979056294	0.8357212528973418	0.7612173158989909	0.7957405070295119	0.6756422529027842	0.7334082777045737	0.7557730648962219	0.7375239693989917	0.8514039370588224
QinJ_2012__DLM013__bin.12	0.6518653531862312	0.6825673419008205	0.5846830481842379	0.598715835877962	0.6551196009693563	0.6734011992290083	0.5961349043589522	0.6794521411183215	0.6270773142421117	0.6190084784422352	0.5820007424972841	1.0	0.6873915193658909	0.5554448202594905	0.6767314776380915	0.4585886523948277	0.6549921982988318	0.5396420943903097	0.6778842663181587	0.587287268363451	0.6472795420079482	0.5364419584941278	0.6015433532108898	0.6024269523774297	0.5760621341454226	0.675142369059508
XieH_2016__YSZC12003_37270__bin.39	0.7804782346570001	0.8385183537454778	0.697624197281701	0.7079869187885129	0.8024605317738732	0.7616235137210948	0.7270201674246137	0.8109172075403609	0.7665645303647455	0.7300002434468639	0.6701719832756777	0.47904089573170816	1.0	0.6117523734875864	0.8203247581164469	0.5482881628019874	0.7974674843298982	0.6561040959696178	0.8258285666278266	0.7094743313922822	0.7628899147601834	0.6340301482686871	0.6844427429683237	0.7128997719714375	0.677389944117011	0.8054176951501089
HMP_2012__SRS054956__bin.1	0.7625665256683136	0.7701471102130799	0.6730021020882422	0.6978087812983077	0.756018104212508	0.7265594983279797	0.6962659312454708	0.7932299212211412	0.7154244845628083	0.7042648954859948	0.677757724589877	0.4860607034173469	0.7681690973248274	1.0	0.7863596231226111	0.5146112215668139	0.7681511153894797	0.6121841997529283	0.7463552115544724	0.6798664062083231	0.722131147049674	0.6076425622819316	0.6505828244945128	0.6851554927919412	0.6663026323755157	0.7703574988566486
RaymondF_2016__P2E0__bin.65	0.8705743672714666	0.8787169510895386	0.7954091708720161	0.7892337917485266	0.8817150121345197	0.8122675501110727	0.8122444367399875	0.9294102238144767	0.8067604042271788	0.8294392439359503	0.7436496012943489	0.5074597121101224	0.8826785828935373	0.6738400297905672	1.0	0.5796422563786484	0.8845589840389333	0.6942162641087869	0.8617209188849082	0.7785338418274972	0.8097076158557726	0.6812851034323356	0.727330020416811	0.7795600755036788	0.7618644786008706	0.8970843766452227
RaymondF_2016__P18E0__bin.7	0.8130409233532535	0.8547655213449676	0.7502511281363299	0.7631723082722606	0.8263095066505531	0.7959826889743845	0.7714035457297129	0.838324481944275	0.8170168416617698	0.7749773633578364	0.707644717439269	0.4948728467471607	0.849006020422871	0.6345998765610044	0.8341519482295374	1.0	0.8259007535691978	0.7508646273361937	0.845350895671874	0.7494107081480824	0.8039611351952665	0.6935275834414348	0.7250207887530075	0.7460305493035305	0.7145003862088336	0.8348763207787744
RaymondF_2016__P6C7__bin.5	0.8474167792503715	0.8468680934882813	0.7543933212721329	0.778950205105181	0.8521509197773348	0.7889058091146267	0.8285236824638395	0.8822524445408068	0.8021351188546428	0.7897157981613657	0.72629580349993	0.4889838421503164	0.8542853227325675	0.6553230700630298	0.8806432049384786	0.5713680121825625	1.0	0.6795501288107582	0.8452297065528319	0.7699697583634948	0.7888398440975628	0.6705026943385651	0.708011221211895	0.7562040354227029	0.7250097413455432	0.8569990928531762
RaymondF_2016__P18E90__bin.11	0.7916723345543581	0.8319892342521789	0.720442775386469	0.7357685412800358	0.7962651454056102	0.7833144268793907	0.7385085601298108	0.8215198359875242	0.795216383758101	0.7417258960930441	0.6937682789378053	0.47843692612637123	0.8346861366705856	0.6202280434127809	0.8207832130121746	0.6168935036290675	0.8070157113846812	1.0	0.8314645497915837	0.7300668486868314	0.7842289810433448	0.6607155870150313	0.7028500568408165	0.7102490793730992	0.6934543184446021	0.8042046415142005
RaymondF_2016__P38C7__bin.19	0.7569031546212168	0.7988926612593923	0.6791551653450774	0.693984549025387	0.7731977169286229	0.748565995386246	0.706366772658312	0.78462204815157	0.7825777886099602	0.7037269005284468	0.6527687247183476	0.4674538577369178	0.8171554374091939	0.5881379100563588	0.7924368064962866	0.5401941668697701	0.7807276581514377	0.646707740790913	1.0	0.695598985049699	0.7391613623610631	0.6280874081547441	0.666854183080257	0.6859407089159567	0.6555181782284469	0.7739213319049967
RaymondF_2016__P22E0__bin.67	0.8527748667984933	0.857602186990982	0.7652098344885596	0.8193333302351735	0.8660578395447563	0.8045556890346056	0.7990243120342595	0.8764728845184182	0.8242849640884555	0.7931327739605868	0.7312449025590025	0.49806965282796156	0.8633914857922266	0.6588908665475424	0.8805049458248037	0.5889644323512941	0.8746912490153661	0.6983662628989946	0.8554905974723664	1.0	0.7883275281564633	0.6867382883751624	0.7158241995710598	0.7661973729154227	0.7486912211319282	0.8578269972093325
XieH_2016__YSZC12003_37209__bin.63	0.8225868955737653	0.8706303244173584	0.745528842510906	0.757275305528193	0.819560299195722	0.78798833093385	0.7624928286119439	0.8599046340697762	0.8046546367759604	0.7707926954676828	0.7122097617475455	0.5114623136792198	0.8649982139184464	0.6520610298654486	0.8532273952436107	0.5886897738712505	0.8349341314772518	0.6989494593044023	0.8469890994901549	0.7344951884045421	1.0	0.6842029205139585	0.7323031792251653	0.7548283737998073	0.7151097087063357	0.8399930721685194
XieH_2016__YSZC12003_35653__bin.8	0.841967436723915	0.8645472358829889	0.7575520340170984	0.7769775464504025	0.8469686113654541	0.8150014414576228	0.791832043830724	0.8579998294980148	0.833874449366442	0.7738375766852201	0.7270998588477839	0.5096655753238073	0.8643786862106194	0.6597222900108614	0.8631897277109327	0.6105988459228225	0.8533058187381682	0.7080407304513292	0.8653652549492756	0.7693329402676882	0.8226701261649614	1.0	0.7470928435370963	0.7620709873952178	0.7339140813164315	0.8411357514679765
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.58	0.8301803925581825	0.874836291956468	0.750685594057657	0.7682966200913476	0.8401082574641732	0.8226519545674391	0.7834119741088496	0.8729308826163074	0.8114613295712464	0.7902502494453724	0.7387822679975293	0.5349619466363555	0.8734230727527682	0.6611636398191567	0.8625857525575004	0.5974975055462762	0.8434080024755701	0.7050172936608591	0.8600102823879993	0.7506246794368079	0.8241857847204201	0.699307157102462	1.0	0.7545640279671207	0.7276330649435139	0.8466163755556936
XieH_2016__YSZC12003_37205__bin.52	0.8577368888564477	0.8804893798751239	0.7704354183504503	0.7914531584886535	0.8660939496810401	0.8103488161958744	0.7955848912440112	0.889512203592765	0.8223207752752968	0.8112076562144052	0.7356944860587131	0.5177210070855772	0.8791266556510672	0.672869661755954	0.8934202494344546	0.5941248043475317	0.8705064683780285	0.6884671147861171	0.8548595687669495	0.7764125681435694	0.820952164553512	0.6893253661548749	0.7291746011750626	1.0	0.7516204056621045	0.8720493194325651
RaymondF_2016__P15E90__bin.56	0.8439930987192288	0.8511689029386541	0.7863109479354345	0.773512187349124	0.8451502747323247	0.7861647343597725	0.80402546861451	0.9035330570990868	0.8102804257023175	0.8145104739647333	0.7278583411264175	0.501909429940124	0.8468887243074399	0.6634038162340039	0.8852145848340117	0.5768835740088362	0.8461385591457785	0.681482975667077	0.8282426142748612	0.7691645714360739	0.7885095226813064	0.6730366053146547	0.7128735383864346	0.7620144291911525	1.0	0.8666955910937432
HeQ_2017__SZAXPI029486-84__bin.35	0.8589318324654687	0.8757432991957631	0.7798794710366084	0.7830598221020363	0.8746282529330395	0.7972066141737195	0.8047702146970895	0.9075187387553172	0.8026861958312346	0.8119564149469222	0.7318976527886293	0.5123837713723699	0.8771073464654073	0.6681019313433006	0.9079210911130553	0.5871537313502665	0.8712082578922663	0.6884108485424084	0.8517529099068613	0.767644632416812	0.8067778178050795	0.671898286987436	0.7224881178694871	0.7701044920509417	0.7549367438673755	1.0
