	RaymondF_2016__P21E7__bin.23	RaymondF_2016__P9E90__bin.19	RaymondF_2016__P15E0__bin.36	RaymondF_2016__P22E90__bin.66	XieH_2016__YSZC12003_37308R1__bin.80	QinJ_2012__T2D-077__bin.18	RaymondF_2016__P6C0__bin.76	RaymondF_2016__P20E0__bin.15	RaymondF_2016__P38C0__bin.54	RaymondF_2016__P12E90__bin.22	HMP_2012__SRS021484__bin.49	QinJ_2012__DLM013__bin.12	XieH_2016__YSZC12003_37270__bin.39	HMP_2012__SRS054956__bin.1	RaymondF_2016__P2E0__bin.65	RaymondF_2016__P18E0__bin.7	RaymondF_2016__P6C7__bin.5	RaymondF_2016__P18E90__bin.11	RaymondF_2016__P38C7__bin.19	RaymondF_2016__P22E0__bin.67	XieH_2016__YSZC12003_37209__bin.63	XieH_2016__YSZC12003_35653__bin.8	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.58	XieH_2016__YSZC12003_37205__bin.52	RaymondF_2016__P15E90__bin.56	HeQ_2017__SZAXPI029486-84__bin.35
RaymondF_2016__P2E0__bin.65	0.982245389955841	0.9810150100005505	0.9825693463631784	0.9818082489377337	0.9820274019621864	0.9820343961424655	0.9821180594371285	0.9821918254355968	0.9821448335070598	0.9823681136850302	0.9825568887836241	0.9803121167500803	0.9783427865174424	0.9819693788571151	1.0	0.9815487756298413	0.9822079360498607	0.9817335943373271	0.9824331485824542	0.981915105877963	0.9809868611830536	0.9808461502625502	0.9828118948766745	0.9803116726423192	0.982625602840638	0.9811517054021441
RaymondF_2016__P18E0__bin.7	0.9814998233234465	0.9813848768991711	0.9825723562313773	0.9813769799968634	0.9803983473959033	0.9812208027218446	0.9825562346773921	0.9819788931227321	0.9823183444510208	0.9825643726547887	0.9822100750070021	0.9797698054394989	0.9781232489657721	0.981711549258411	0.9815487756298413	1.0	0.9829036446421157	0.9990873049827443	0.9823073685657107	0.9814935464103753	0.9808541030529189	0.9805349797679163	0.9824577745592659	0.9804131272068501	0.9827932588290794	0.980125876104106
RaymondF_2016__P6C7__bin.5	0.981437766206939	0.9811846590808103	0.9843310679080468	0.9817405275603187	0.9811864550483866	0.9813359353532064	0.9994879943938471	0.98254634915844	0.9826933714723164	0.982970627754026	0.9826974848115217	0.9796629235354201	0.9782179087435774	0.982284151087149	0.9822079360498607	0.9829036446421157	1.0	0.98262151004977	0.9829272382800932	0.9819789327051752	0.9810928725427221	0.98047533376105	0.9825617909274192	0.9808658012677866	0.9843025713902891	0.98047282236692
RaymondF_2016__P18E90__bin.11	0.9814232349588881	0.981432132725866	0.9827580208255673	0.9815492624565769	0.980681249593319	0.9813018984910211	0.9826261486885578	0.9822137128012332	0.9820433018606151	0.9823642958828308	0.9822217866081339	0.9793439333914261	0.9780339573530029	0.9817743479715311	0.9817335943373271	0.9990873049827443	0.98262151004977	1.0	0.9821077095228531	0.9817187942749865	0.9812494776113733	0.9810693807106782	0.9828220598412893	0.9806933619543936	0.9826660826448272	0.9804819757020514
RaymondF_2016__P38C7__bin.19	0.9824005139824814	0.9812194016871385	0.9831179921822171	0.981625111657027	0.9813551548941145	0.9814756211073382	0.9830296456977585	0.9829419008052716	0.9998503392411113	0.9832382252145294	0.9830338725050859	0.979044410062007	0.978359514699379	0.982271892512748	0.9824331485824542	0.9823073685657107	0.9829272382800932	0.9821077095228531	1.0	0.9820767783680979	0.9810450427859448	0.9807327797928722	0.9826115159036005	0.9807078037231075	0.9832055173977265	0.9805512251609062
RaymondF_2016__P22E0__bin.67	0.9816313279807634	0.9810015469343057	0.9822288336856547	0.9993446075013745	0.9810976697172481	0.9810130258320879	0.9819358560122674	0.9820654013382281	0.9818108223116336	0.982073176082511	0.98239528126734	0.9793228144638644	0.9781878587285092	0.9815510640654639	0.981915105877963	0.9814935464103753	0.9819789327051752	0.9817187942749865	0.9820767783680979	1.0	0.9808558387631862	0.9802545605306799	0.9823171951764893	0.9805426180820656	0.9822471858733509	0.9808520022105084
XieH_2016__YSZC12003_37209__bin.63	0.9811184337511951	0.9809510858131112	0.9804941001112569	0.9806135050160567	0.9804002310120763	0.9809688791144818	0.9809211543255177	0.9806841679680508	0.980980785472973	0.9807686612853352	0.9819781902521039	0.9782160425327525	0.9778127470246909	0.9809351428459765	0.9809868611830536	0.9808541030529189	0.9810928725427221	0.9812494776113733	0.9810450427859448	0.9808558387631862	1.0	0.9812817433734313	0.9830057780790448	0.9794555614939086	0.9806897964546003	0.9792204285132012
XieH_2016__YSZC12003_35653__bin.8	0.9806173083729923	0.9805346638422875	0.9808462305867127	0.9802196503033184	0.9796746223335268	0.9803225202954832	0.9803694070858351	0.9805107976695656	0.9803848658111203	0.9807877255233826	0.9814202216713719	0.9781238135203725	0.9775951494061511	0.9807982182697015	0.9808461502625502	0.9805349797679163	0.98047533376105	0.9810693807106782	0.9807327797928722	0.9802545605306799	0.9812817433734313	1.0	0.982909707673037	0.9793234717566853	0.9807521388928023	0.9789230288006749
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.58	0.9822286862070879	0.9827195703910301	0.9822254351384999	0.9819625111722188	0.9817678209015148	0.9818719037045761	0.9825940663048262	0.9822951889443123	0.98235979499281	0.9823372713408862	0.9828697017879111	0.9795996675980614	0.9793154037235688	0.9822881267732462	0.9828118948766745	0.9824577745592659	0.9825617909274192	0.9828220598412893	0.9826115159036005	0.9823171951764893	0.9830057780790448	0.982909707673037	1.0	0.9810851524545265	0.9821423873076847	0.9809996047319235
XieH_2016__YSZC12003_37205__bin.52	0.9807778773951931	0.9806444760739028	0.9796776569498671	0.9804997290818757	0.979291630392243	0.9795114336090758	0.9809783930164347	0.9803197265936701	0.9803661632997366	0.9803082167419283	0.9814869786881152	0.9774428402661471	0.9779015618001954	0.9814102041254373	0.9803116726423192	0.9804131272068501	0.9808658012677866	0.9806933619543936	0.9807078037231075	0.9805426180820656	0.9794555614939086	0.9793234717566853	0.9810851524545265	1.0	0.9801130366766634	0.9788658175991543
RaymondF_2016__P15E90__bin.56	0.9819431242436089	0.9810151831762098	0.9991521857001483	0.9822030212048142	0.9816978403701193	0.9816797897915354	0.9842066698858692	0.984070796460177	0.9826909353047018	0.9848493485782734	0.9822432691455862	0.9797734561853358	0.978455099564234	0.981777040997021	0.982625602840638	0.9827932588290794	0.9843025713902891	0.9826660826448272	0.9832055173977265	0.9822471858733509	0.9806897964546003	0.9807521388928023	0.9821423873076847	0.9801130366766634	1.0	0.9805021939167169
HeQ_2017__SZAXPI029486-84__bin.35	0.980512189969356	0.9793674610367602	0.9809921186833566	0.9804127287649442	0.9821245740263167	0.9806840083848004	0.9806495831311595	0.9805714760735397	0.9806233599300914	0.9806765377870784	0.9814691274115125	0.9833953401595715	0.9775275495939039	0.9805614875138953	0.9811517054021441	0.980125876104106	0.98047282236692	0.9804819757020514	0.9805512251609062	0.9808520022105084	0.9792204285132012	0.9789230288006749	0.9809996047319235	0.9788658175991543	0.9805021939167169	1.0
