	ZeeviD_2015__PNP_Main_709__bin.19	VincentC_2016__MM019.3__bin.15	Obregon-TitoAJ_2015__HCO12__bin.25	CosteaPI_2017__pluto1-11-0-0__bin.45	CosteaPI_2017__SID713B072-11-90-0__bin.43	BritoIL_2016__W2.21.ST__bin.1	VincentC_2016__MM022.3__bin.12	CosteaPI_2017__SID713A081-11-90-0__bin.30	ZeeviD_2015__PNP_Main_170__bin.64	BritoIL_2016__W1.27.ST__bin.24	ZeeviD_2015__PNP_Main_438__bin.27	LiJ_2014__V1.FI24__bin.39	ZeeviD_2015__PNP_Main_23__bin.13	ZellerG_2014__CCIS16383318ST-4-0__bin.63	ChengpingW_2017__AS12raw__bin.8	LiuW_2016__SRR3992961__bin.108	ZeeviD_2015__PNP_Main_186__bin.52	LiJ_2014__V1.FI09__bin.4	LiuW_2016__SRR3993054__bin.11	CosteaPI_2017__SID713B055-11-90-0__bin.39	SchirmerM_2016__G88968__bin.4	ChengpingW_2017__AS71raw__bin.30	NielsenHB_2014__MH0031__bin.7	BritoIL_2016__WL.9.ST__bin.10	ZeeviD_2015__PNP_Main_538__bin.2	LeChatelierE_2013__MH0031__bin.13	BritoIL_2016__W1.41.ST__bin.84	BritoIL_2016__W1.3.ST__bin.50	LeChatelierE_2013__MH0120__bin.8	LeChatelierE_2013__MH0276__bin.105	ZeeviD_2015__PNP_Main_488__bin.23	CosteaPI_2017__SID713B072-11-0-0__bin.11	ZeeviD_2015__PNP_Main_374__bin.35
ZeeviD_2015__PNP_Main_438__bin.27	0.6362448835303247	0.7592595843386695	0.7035628546420196	0.6459291000461255	0.6715253707889381	0.49045198054742745	0.7432909326653826	0.5664665881364489	0.609772109020604	0.5561927896669407	1.0	0.3570015580944033	0.623964750989396	0.5974262992291851	0.6639688550609013	0.5504909752799303	0.5874708992274903	0.7270774289384255	0.5519428359739422	0.4664800867787155	0.6448168240297624	0.5767981946927939	0.7446123468388358	0.490718018810933	0.5135280003002388	0.7215980697546879	0.7361257564990212	0.6363804752732719	0.6115390389208833	0.7157285816498367	0.5525635919221219	0.7447966668644045	0.7010852787318298
LiJ_2014__V1.FI24__bin.39	0.5957624347507069	0.6627045208937309	0.592202385462318	0.6651594694719044	0.5421383823359347	0.38534318436489357	0.6436725631956103	0.4052848438204084	0.45076644242310654	0.42043125346434373	0.5879644214396517	1.0	0.5469530723494531	0.47772551631182486	0.5052996981285566	0.44170032978557955	0.5535891597446255	0.5679160901068314	0.468529802328039	0.5986410800378037	0.6986733806810252	0.5325394087785971	0.6194415976456421	0.3677876850806918	0.33262135670676996	0.5902055277964979	0.5985364020273638	0.5368989986800601	0.5482171839421939	0.5773072030434384	0.5846705533778099	0.6577991099378313	0.5464875044363537
ZeeviD_2015__PNP_Main_23__bin.13	0.5037434341199512	0.6410800480075691	0.591424233816207	0.5286424964825394	0.5650058953250434	0.38379705628437205	0.5939835998227789	0.454258281389062	0.48052986214222937	0.44862200598927227	0.5730228147133527	0.3049867612290516	1.0	0.48665894335540444	0.5270150977022964	0.461142553462343	0.46936626784510166	0.5798712312029186	0.4635673915424183	0.404531589881054	0.5250836213361292	0.4580614748152047	0.6431132541693929	0.3994959649960559	0.4247702602114757	0.6179776561343902	0.5870943246447934	0.5327233622197775	0.49020114148613336	0.6149349346233189	0.4660692218448893	0.6581559223140137	0.5743591995699553
ZellerG_2014__CCIS16383318ST-4-0__bin.63	0.5542294800822885	0.7225814207445224	0.6691588778552461	0.6003042908906954	0.691628387094981	0.4982483643235434	0.6875462751119028	0.5698359407219942	0.586567075503263	0.5550247779228933	0.685824693285692	0.3329862374212476	0.608333359391585	1.0	0.6696821275485404	0.535433489439633	0.5550157443956518	0.6643763200675985	0.5368666932808277	0.4184743275841881	0.5788368082880528	0.5784511461635131	0.7219188462656961	0.4905094110244472	0.5085299080977581	0.6977437375941007	0.6919869486377962	0.6218628036524635	0.6079476972670452	0.6959005505934854	0.5472823501902426	0.7284771870430033	0.6766264778937428
ChengpingW_2017__AS12raw__bin.8	0.5565300162819478	0.6667093259004211	0.6880139391597682	0.5798758432597696	0.6488395974029711	0.49501284981847377	0.685610224009964	0.5679282981966166	0.6096171874665129	0.5749272700886721	0.671661573072512	0.31036368323498237	0.5805157317660862	0.590123244363317	1.0	0.5267102933873492	0.5307559808143667	0.6940674681295722	0.5102991432842017	0.42095478713144413	0.5704459073772102	0.5466787949521676	0.6912758397082353	0.5063048918710891	0.48921741941844243	0.6795517963721689	0.694509879082504	0.626123249261985	0.5824559104572479	0.6861567316577031	0.5185935066931113	0.6937573212123959	0.6474021445143797
LiuW_2016__SRR3992961__bin.108	0.46809127315430127	0.5912475711616867	0.5487252732716094	0.4961519214185789	0.5487439926420394	0.39525233087360806	0.5638199496074547	0.5065708110104842	0.48836653525668616	0.45035903752484996	0.5674596191980872	0.27645951811348685	0.5176164875222916	0.48079673384424737	0.5367274047839222	1.0	0.435269041031612	0.5615542818063943	0.6404258531977053	0.4027931172618803	0.5031173991556317	0.45533059032158624	0.599250414010076	0.3815460078446642	0.41906493000827394	0.5771091426653139	0.5500771238061722	0.5049603211744782	0.48523447259421765	0.587596045969782	0.4627649882879139	0.6196638874641368	0.5497620144039316
ZeeviD_2015__PNP_Main_186__bin.52	0.5740457969126712	0.7690842506340955	0.7018788263889466	0.7978283979542726	0.6831834951595684	0.48306623378683966	0.7365974859826571	0.552573063581806	0.5776871705329424	0.5572491630393966	0.7332707989715452	0.41955091614225193	0.6379373784981025	0.6034684282064979	0.6548926778886002	0.5270490707111766	1.0	0.70341750413097	0.5348720362603595	0.4132511395584112	0.7726515803463291	0.6854301233284399	0.7473440525741969	0.4782700018662087	0.5491281329828588	0.7285928106387496	0.7327169807614283	0.6182594543870639	0.7290756071411572	0.7075949405344308	0.5231968986180234	0.7534904524913887	0.7043445640816024
LiJ_2014__V1.FI09__bin.4	0.5831234332483448	0.6888430855812426	0.6766278862154421	0.5984216427770518	0.6234845270998935	0.4602098286661096	0.6950848099186538	0.5307945350273892	0.5715210078632186	0.5189058627757661	0.6862754340482362	0.3254775423335405	0.5959879730607989	0.5462647212164063	0.6476146808647397	0.5141913597440348	0.5319280954727573	1.0	0.5062787193166641	0.4256116669880516	0.5987804512244767	0.5345605953477742	0.7102936030110198	0.4680747612823974	0.4722493375898985	0.6811535577314508	0.6920137981273969	0.6070261893028804	0.5581833893971533	0.676441340103843	0.5141862175847564	0.7111620565780359	0.6355217506195587
LiuW_2016__SRR3993054__bin.11	0.5034056073752209	0.6336560290234237	0.594280141147108	0.5268541437977518	0.5915097354583476	0.41425868985682157	0.6049918912534713	0.5212656922937463	0.5008697631425545	0.46067704559755607	0.6033221709870307	0.31096497061199696	0.5517676141096822	0.5112023772423115	0.5514132906689534	0.6791086797002112	0.4684109569644241	0.5863096833188759	1.0	0.43361216040695255	0.5346760570649315	0.4821763068447613	0.6460768686674196	0.4072182069976729	0.4310524961110439	0.6192551466224142	0.585543471284583	0.5239696003059555	0.5118488272919698	0.6244459354039585	0.4933608190396412	0.6723292250340925	0.5683443931210304
CosteaPI_2017__SID713B055-11-90-0__bin.39	0.6059493865396167	0.6849584493680508	0.5972078534104551	0.5703957191303827	0.5945898307981683	0.4163346204319162	0.6499458892689833	0.5142770978898868	0.519799104153091	0.4612658377631273	0.633250448457577	0.49343275683697513	0.5979749356793095	0.4948600968487587	0.5649045276342722	0.5304441681615253	0.44944693656020096	0.6121222006838413	0.5385036677790113	1.0	0.560954896219973	0.46618428545485474	0.6912023429083717	0.4167869812128528	0.390937911120351	0.6700050700563458	0.6118608914588861	0.5507239826812792	0.49942520187781086	0.6411447809234405	0.6005342048023377	0.7324842700885575	0.5859033533862141
SchirmerM_2016__G88968__bin.4	0.503003785732374	0.6598594618451034	0.6145176047748897	0.7096095267529254	0.5559110019994226	0.39813367842295366	0.631147090574105	0.45930693855169935	0.48362505753028134	0.46544330806895085	0.6194221066883985	0.407515002937933	0.5492460662080138	0.4843705162359685	0.5417039662531659	0.4688510777605886	0.594642582496897	0.6093967919109008	0.46987884551589437	0.3969500737463341	1.0	0.5972566305557243	0.642639772780465	0.398452620778702	0.44243177700899516	0.6268947196578101	0.6162475108976817	0.5311992203502086	0.619710230548514	0.6009752018684149	0.4813630962470341	0.6497068027177261	0.5790065570710567
ChengpingW_2017__AS71raw__bin.30	0.5388368605748766	0.7002640986090196	0.6611686319438551	0.7504572697886472	0.6447544509646588	0.4974510840154678	0.6614770579957165	0.5482797677791247	0.5644407999783115	0.5751941658184364	0.6709893258531802	0.37615127241590196	0.5802346080084444	0.586178147028389	0.6286677086021645	0.5138469565988916	0.638817601550862	0.6588262135385659	0.5131477167141922	0.39949095618061514	0.7232731749962239	1.0	0.6781000251036273	0.48685721246928504	0.5022816838231592	0.6703893738070936	0.6850903114434163	0.5997295286609133	0.7299839062159469	0.6641497316939808	0.4880641582521398	0.6971562484266222	0.6674188365929907
NielsenHB_2014__MH0031__bin.7	0.5838838946033535	0.7749809778779766	0.6796215302240384	0.6355634775257151	0.6663841059602649	0.4504407496125123	0.7105326194166549	0.5453966464703396	0.5560789065802453	0.5119115119064394	0.6933143581795124	0.35020262082570097	0.652041989573059	0.5855440326898689	0.6362804001690855	0.5412819501197689	0.557496970550937	0.7006805692546145	0.5503373256305482	0.4740921516133578	0.6228984077779344	0.5427527124136959	1.0	0.4521265323376074	0.4950139495561505	0.909848104833028	0.6829505424827392	0.5917390446667605	0.580752994222911	0.7456330844018599	0.5701003240805974	0.7829198252782866	0.6738776948006199
BritoIL_2016__WL.9.ST__bin.10	0.5766367379685453	0.705755320548199	0.7168698837941496	0.6169463114376219	0.699586049704624	0.5811931189776088	0.6983625082425181	0.6180038008441562	0.6574695676834734	0.6972429678046913	0.7084960534233161	0.32241978047044295	0.6280669923908831	0.6169131010265076	0.7226279573106383	0.534401397633933	0.5532233981329631	0.7159832532132165	0.5378701376790029	0.44327902120178864	0.5988689233141019	0.6042481359564315	0.7010765853929251	1.0	0.5197324464405649	0.6912393120375943	0.7406065881590027	0.6951629473191114	0.6305040247959417	0.7123379736143284	0.49695622212346496	0.7294662431465292	0.6979596135182105
ZeeviD_2015__PNP_Main_538__bin.2	0.5381612109027869	0.7253612375416493	0.6856847332263616	0.6555078969658751	0.6703332563303718	0.48261044201781056	0.6945167647934136	0.6283187756112891	0.6162197373158432	0.558530367262503	0.7062274584236037	0.277747184709293	0.6360960747220089	0.6092116353555975	0.6650887303044115	0.559083956120799	0.6050289177337821	0.6880722412648465	0.542319787055594	0.39604621010153984	0.633397641211985	0.5937943937681711	0.7311356271891214	0.4950566179883081	1.0	0.7056380735940195	0.6869650635482548	0.6117864478950096	0.6177015240342891	0.705697594802092	0.4835540404702592	0.7359485203985007	0.705516533784529
LeChatelierE_2013__MH0031__bin.13	0.5620167723112803	0.7469931554087471	0.663568602451076	0.618570859782298	0.651160370338441	0.44524724015735523	0.6876023739410961	0.5356088328576678	0.5473838211739938	0.5103780519344988	0.6761177759729211	0.3357757505909897	0.6305040881516202	0.5695005626312994	0.6294290199779485	0.5245660592668551	0.5469326385139274	0.6761674032296852	0.5308128547639899	0.4624477637674518	0.6114645201980099	0.5399610014837132	0.9155792153108311	0.4485904157573063	0.48076022151338743	1.0	0.6622567413665589	0.5874639280739405	0.5723066295209013	0.7334968102435194	0.5523797262163499	0.7550721892256106	0.6628063277871802
BritoIL_2016__W1.41.ST__bin.84	0.5754527995426437	0.714277861326831	0.7077146476116961	0.6229043862577848	0.6333415885841454	0.48219787951924353	0.7190805656544147	0.5374321618013729	0.5840765470060346	0.5689946088197325	0.7036789293788367	0.34740188161854607	0.6111088287014239	0.5762244147499729	0.6562935968378532	0.5101070887337236	0.5611523134279562	0.7008409940324952	0.5120666499632853	0.4308566809378351	0.6132356166238377	0.5629614284978587	0.7011514338965613	0.49034830021878345	0.47750367001833705	0.6756502311952426	1.0	0.6541503177017844	0.5898152000384216	0.6685153220734028	0.5257639048416467	0.7198018392621658	0.6692039025733815
BritoIL_2016__W1.3.ST__bin.50	0.5657268551823363	0.6944670624599794	0.7061056783955351	0.5988778390001344	0.6422718193580348	0.500967743635554	0.7077345049026196	0.5402509545680925	0.6106600683547172	0.6058164093483114	0.6925803246980825	0.35478476432906186	0.6313107557227972	0.5895479075920114	0.6736128129520859	0.5331210094574048	0.5390710846897555	0.6999111968399778	0.5216800266672991	0.44151442326695495	0.6018113736557653	0.5610699594983807	0.6916455199201036	0.5240038630692164	0.4841419164090848	0.68235050370101	0.7447462522167851	1.0	0.5835925621424487	0.6930477270870719	0.5220235789518065	0.7096581341850005	0.6643599584706884
LeChatelierE_2013__MH0120__bin.8	0.5366685947382803	0.7206368753274837	0.665308726165321	0.7351172421024965	0.654569445700137	0.4837102595704221	0.6797366619400343	0.561568278438188	0.5617833799778782	0.5505903697024104	0.6790980792440793	0.3696409047842951	0.5927489270970467	0.5880926509550677	0.6393940320750006	0.5227273261971156	0.6486386929354941	0.6567006314238478	0.5199898230084034	0.4085416821410938	0.7163852589570465	0.6968348816723069	0.6926276299944308	0.4849430602697709	0.49877711413724624	0.6782817016817243	0.6851753699326362	0.5954766834972418	1.0	0.6764946784215177	0.5120324104244928	0.6997569016505345	0.6727952680350037
LeChatelierE_2013__MH0276__bin.105	0.5893515274930027	0.7459650300656286	0.6778617905102327	0.5978153440558247	0.6905164317052318	0.4812187778886338	0.6958999980116098	0.5722502026403482	0.5721931826289558	0.5419254985303457	0.6914898656433086	0.3386596846881093	0.6469262412525455	0.5856738829633563	0.6553268971873637	0.5507209083901876	0.5477017718895438	0.6923884425407884	0.5519212527325744	0.4563007404998813	0.6044267412741838	0.5515841036395728	0.773682311398271	0.47667033544141674	0.4957647289999684	0.7563254199304531	0.6756570167363969	0.6152438760507765	0.5885637741048443	1.0	0.5498194073895596	0.7795995265292183	0.6933139211872327
ZeeviD_2015__PNP_Main_488__bin.23	0.6352349690944467	0.6949297725783262	0.6245841531252231	0.568261855923239	0.6191467034955938	0.4111478094891006	0.6677794612362291	0.48412016352099935	0.5101454852845524	0.44906502390514913	0.6422395946379015	0.41261508013703907	0.5898660178921888	0.5541118931942351	0.5958529464841965	0.5217837452021727	0.48719400934254947	0.6331658043974498	0.524595163811217	0.5141740595977125	0.5824213166880842	0.48764076880619894	0.7116494816710774	0.4000621945458057	0.4086762094957141	0.6852129301335036	0.6392681165359749	0.5575086722343918	0.5359249134535456	0.6614506033539324	1.0	0.7153716563835771	0.6220608416033669
CosteaPI_2017__SID713B072-11-0-0__bin.11	0.5697146126539586	0.7447377769084428	0.6592638763677703	0.616625658985399	0.7843543148936897	0.4280325186959584	0.6842668809920937	0.5249519726457936	0.5346810927718731	0.48189057624563997	0.6557769132395073	0.3516662940310706	0.6310086823649738	0.5587346094614621	0.6038418152567762	0.5292852938096212	0.5315181760451363	0.663390404762203	0.5415582847818909	0.4750882666688696	0.5955050820122535	0.5276631964032981	0.7403476943272427	0.44485468410938805	0.47117839100835196	0.7095448986808699	0.6629928083550675	0.5741353410708294	0.5548265991996373	0.7104810623392259	0.5419201721283319	1.0	0.6527112637303337
ZeeviD_2015__PNP_Main_374__bin.35	0.5798492948732804	0.7118636463842832	0.671106947635881	0.5989274990804504	0.6706687131474507	0.4657481866005423	0.6931101813607434	0.5523002408358484	0.5755718291580728	0.5373794706602752	0.6882245353080328	0.3257306334523548	0.6139472062625639	0.578601440736733	0.6282473175592685	0.5235392827453267	0.5539447343229411	0.6609550600188129	0.5104059150662937	0.42368480630629823	0.5916875682234538	0.5632044062323779	0.7104612960213063	0.4745523917501392	0.5036003562920668	0.6944147831496907	0.6872191214037289	0.5992519411559526	0.594749267479911	0.7044525812457031	0.5253846213267779	0.7277161476484784	1.0
