	ZeeviD_2015__PNP_Main_709__bin.19	VincentC_2016__MM019.3__bin.15	Obregon-TitoAJ_2015__HCO12__bin.25	CosteaPI_2017__pluto1-11-0-0__bin.45	CosteaPI_2017__SID713B072-11-90-0__bin.43	BritoIL_2016__W2.21.ST__bin.1	VincentC_2016__MM022.3__bin.12	CosteaPI_2017__SID713A081-11-90-0__bin.30	ZeeviD_2015__PNP_Main_170__bin.64	BritoIL_2016__W1.27.ST__bin.24	ZeeviD_2015__PNP_Main_438__bin.27	LiJ_2014__V1.FI24__bin.39	ZeeviD_2015__PNP_Main_23__bin.13	ZellerG_2014__CCIS16383318ST-4-0__bin.63	ChengpingW_2017__AS12raw__bin.8	LiuW_2016__SRR3992961__bin.108	ZeeviD_2015__PNP_Main_186__bin.52	LiJ_2014__V1.FI09__bin.4	LiuW_2016__SRR3993054__bin.11	CosteaPI_2017__SID713B055-11-90-0__bin.39	SchirmerM_2016__G88968__bin.4	ChengpingW_2017__AS71raw__bin.30	NielsenHB_2014__MH0031__bin.7	BritoIL_2016__WL.9.ST__bin.10	ZeeviD_2015__PNP_Main_538__bin.2	LeChatelierE_2013__MH0031__bin.13	BritoIL_2016__W1.41.ST__bin.84	BritoIL_2016__W1.3.ST__bin.50	LeChatelierE_2013__MH0120__bin.8	LeChatelierE_2013__MH0276__bin.105	ZeeviD_2015__PNP_Main_488__bin.23	CosteaPI_2017__SID713B072-11-0-0__bin.11	ZeeviD_2015__PNP_Main_374__bin.35
BritoIL_2016__WL.9.ST__bin.10	0.5898898768986195	0.7250977631477177	0.7354275119415462	0.6342087335515607	0.7186531954751689	0.5909783918208001	0.714967276820575	0.6343542475897326	0.6695821911792275	0.7073642775708682	0.7250103673289959	0.33187819295161464	0.6453451457521918	0.6333312795315934	0.738539677046231	0.5471904647665942	0.5684328924651257	0.7331600274248079	0.5524897102347932	0.45425899488690763	0.6151857226694704	0.6209359305622741	0.7192946807845872	1.0	0.5331249817015005	0.7094718277393455	0.7549080399346454	0.7053642242594188	0.6480614077980668	0.7311075366221254	0.5104121193529738	0.7493889939823609	0.7162961302442408
ZeeviD_2015__PNP_Main_538__bin.2	0.5504117577278715	0.7425945003236205	0.705311747530182	0.6737534365173017	0.6863045030083184	0.4934079221479248	0.7113883217724833	0.6419108388952365	0.6317938984518242	0.5722839286494721	0.7221241995334037	0.2859157421108385	0.6520502558787599	0.6221040122705259	0.6829101292192941	0.5710081768820461	0.6205356492494293	0.7051981161329529	0.5551913523593083	0.40374817117966455	0.6499661811317771	0.609514236182651	0.7476958424644278	0.5078133031981203	1.0	0.7213362719328368	0.7066973846048187	0.6273993186278488	0.6346758903727567	0.7220938145810311	0.4950004266380299	0.7521541058187183	0.72242513543156
LeChatelierE_2013__MH0031__bin.13	0.5758114481857409	0.7627783096559329	0.6839620019692095	0.6351540203182496	0.6660130993271112	0.4555776499253606	0.7042490573657058	0.5487804739714963	0.5619058908404532	0.523590529191036	0.6920535134963451	0.3455214094821523	0.6440157468703634	0.5836395098755405	0.6473563702113951	0.5367043191026938	0.561308378669014	0.6946168322042896	0.5444526935973466	0.47342588013230913	0.6276427223187669	0.5538172151565612	0.9159560988779135	0.46042268810715403	0.49145560430685187	1.0	0.6809511871974155	0.602629734156711	0.5875209285231382	0.7469883344752328	0.5651299610241705	0.771737305631304	0.6760806264264292
BritoIL_2016__W1.41.ST__bin.84	0.5901982591064772	0.7345707337085615	0.7276823248329324	0.6419850097761072	0.6509689600640669	0.49088035884880915	0.7377758155483791	0.5538947328220865	0.5962172627709984	0.5799062951880953	0.7210950975961596	0.35928944278792935	0.6278731600000694	0.5935887947700286	0.6725412034419767	0.5237994251799423	0.578255148585835	0.7179406466754581	0.5267256029853147	0.44272977613032805	0.6320000138873378	0.5796650026935649	0.7209999114682214	0.4998171500521065	0.49121944134711804	0.6947227537665064	1.0	0.6671615959560072	0.6078357567702218	0.6865396399591944	0.5414771382594421	0.7394972667983264	0.6880070686549477
BritoIL_2016__W1.3.ST__bin.50	0.5796504396678709	0.7136970969008488	0.7249058607450506	0.6160778516486557	0.6611553370172152	0.5092179392923679	0.7238679573428619	0.5553079651427834	0.6223240472106057	0.6138755596311902	0.7088830828662603	0.3657524157358146	0.6483388275347769	0.6064771628312661	0.6898157663818114	0.5460290889639017	0.5545487244756793	0.716829252867657	0.5365091003475708	0.45290632715927387	0.6189876703268326	0.5766724375545138	0.7095794103153962	0.5316934393701036	0.49649728188547293	0.6999658753435523	0.7595595152454209	1.0	0.6002000047431955	0.7115672703700483	0.5366896052870819	0.7298677702501508	0.6818784898719601
LeChatelierE_2013__MH0120__bin.8	0.5524516702130413	0.7411457988484673	0.6872403447136612	0.7427745208193083	0.6720847607617149	0.4960154120253188	0.6992087288204806	0.5776639233378112	0.5779798537242311	0.565896188635984	0.6983822683734525	0.37561635833765494	0.6096643105205827	0.604691767896028	0.6591924483226953	0.5371475317602464	0.656186740401682	0.6762587389201701	0.5355009966931499	0.41980762528236276	0.7246434776003675	0.7039039921165285	0.7111680383310943	0.4984470677122842	0.5124834514655305	0.6963132604385585	0.7061094550906636	0.6124223155747966	1.0	0.6952606072787	0.527259918953773	0.7190142030874465	0.6922653183385153
LeChatelierE_2013__MH0276__bin.105	0.6030477342294345	0.7617891066630954	0.6980027205855692	0.613387362961906	0.705908910678006	0.49351521644796326	0.712349540272503	0.5864867836385902	0.5868031715992388	0.5564229095294182	0.7076876426231311	0.34851245024638494	0.6605198119684712	0.6008733711283413	0.6741563670006773	0.5630816772187802	0.5622149730456172	0.7110421737548877	0.5657847181690904	0.4670213798725793	0.6205546321887614	0.5661280078787035	0.7877235623062051	0.48923023569441015	0.5072833561218438	0.7702368406586017	0.6938738869401366	0.6316843535919098	0.6048905040335079	1.0	0.5624708320710955	0.7966812598907789	0.7071607192358031
ZeeviD_2015__PNP_Main_488__bin.23	0.6511037245316325	0.7123737948487578	0.6443748938066826	0.5842952439816751	0.6336069353954156	0.4209571698386002	0.6860983581413821	0.49530884974212835	0.5237807951825962	0.46101707078463977	0.6586103388582587	0.4249853923726551	0.6037197826145841	0.5680293299346781	0.613032782646596	0.532510193679022	0.5019437554459802	0.6501110038966571	0.5365683174370218	0.5244340489810191	0.5995406468443831	0.501412217217969	0.7284339181191919	0.4108945285333309	0.4183501348896979	0.7010292704840093	0.6583735915204351	0.5731716368950147	0.5518629693744629	0.6766706781210634	1.0	0.7313163961074939	0.6374237386872237
CosteaPI_2017__SID713B072-11-0-0__bin.11	0.583600640524614	0.7610424274273301	0.6798493504015537	0.6336484880010894	0.7866386288360259	0.438364429085403	0.7019114207436066	0.5372646699616714	0.5488101554436731	0.49491185857932835	0.6714683805594543	0.36235023180243614	0.6452787158808586	0.5725732029082099	0.6218093354677048	0.5408270484942369	0.5464792065340119	0.6810376093689916	0.5546102129512499	0.4854295040517792	0.6118867468486088	0.5417173766418506	0.756705108980589	0.4570042922823926	0.4815537385387906	0.7252051871940912	0.6811338106444447	0.5904855606149313	0.5700954204728572	0.726048347403325	0.5539988951510026	1.0	0.6670998833059875
ZeeviD_2015__PNP_Main_374__bin.35	0.5930836793157481	0.7274359746840107	0.6918112246262231	0.6157494641654916	0.6858215247707959	0.4769334162859226	0.7085912974652517	0.5665878735911876	0.590803077327144	0.5515366729475325	0.7038342992318567	0.33552183180233514	0.6273346013908225	0.5938000070117518	0.6469181865232941	0.5360766515200943	0.5698397220494044	0.6785405929921701	0.5240214892366638	0.43401703855691015	0.608636398479044	0.5789386584617287	0.7247379357759187	0.48701964300675804	0.5156697797656292	0.7083221175015108	0.7065284757342879	0.6150536369303026	0.6119607413204317	0.7185218395271464	0.5383599274818481	0.7437582038981775	1.0
