	ZeeviD_2015__PNP_Main_479__bin.30	LiuW_2016__SRR3992994__bin.26	RampelliS_2015__H20__bin.28	XieH_2016__YSZC12003_36034__bin.76	CosteaPI_2017__SID713A028-11-90-0__bin.62	XieH_2016__YSZC12003_37315__bin.25	RampelliS_2015__H16__bin.35	ZeeviD_2015__PNP_Main_443__bin.23	XieH_2016__YSZC12003_36033__bin.88	VincentC_2016__MM100.1__bin.9	LiSS_2016__FAT_006-22-42-0__bin.55	CM_madagascar__V06_02_1FE__bin.13	XieH_2016__YSZC12003_37208R1__bin.49	RampelliS_2015__H27__bin.12	LiuW_2016__SRR3992967__bin.73	LiJ_2014__MH0328__bin.50	SchirmerM_2016__G89274__bin.21	ZeeviD_2015__PNP_Validation_15__bin.31	RampelliS_2015__H9__bin.17	LiSS_2016__FAT_006-22-84-0__bin.37	RampelliS_2015__H15__bin.31	LiSS_2016__FAT_006-22-0-0__bin.61	ZellerG_2014__CCIS36797902ST-4-0__bin.4	LiJ_2017__H2M513938__bin.39	ZeeviD_2015__PNP_Main_379__bin.36	ZeeviD_2015__PNP_Main_764__bin.27	CosteaPI_2017__SID713A053-11-0-0__bin.28	ZeeviD_2015__PNP_Main_215__bin.19	BritoIL_2016__W1.53.ST__bin.9	CM_madagascar__A27_02_1FE__bin.15	CosteaPI_2017__SID713A028-11-0-0__bin.34	RampelliS_2015__H1__bin.27	FengQ_2015__SID530840__bin.75	LeChatelierE_2013__MH0407__bin.34	BritoIL_2016__W1.2.ST__bin.113	HeQ_2017__SZAXPI029560-51__bin.43	BritoIL_2016__M1.22.ST__bin.48	LiJ_2014__MH0354__bin.3
LiSS_2016__FAT_006-22-42-0__bin.55	0.8925764521706137	0.8060901397177396	0.827780004971373	0.8677164711006052	0.8918864837506033	0.4844315705730719	0.6843326970252771	0.8935849208146127	0.8464936241101899	0.7084182378767391	1.0	0.8663832707064958	0.872275178654392	0.8298374471791612	0.8905515523770157	0.8340544593839514	0.940246934608442	0.8413841188864402	0.7404922490200925	0.9858682835399777	0.5166717557463326	0.9920478802771505	0.55881833647333	0.842936115086594	0.8325744719300906	0.8792243688675724	0.5860532213874285	0.889700256669637	0.842940961829133	0.8450392551526066	0.8976243345249396	0.8277107657922451	0.8366502362094596	0.663440467115198	0.42926421601516057	0.8645124280864576	0.6479270828356767	0.8231960251172046
CM_madagascar__V06_02_1FE__bin.13	0.795780597863108	0.7616598234435902	0.7918992170750647	0.8035722126254016	0.8268924867557603	0.4652011757046136	0.6519066938137514	0.7968694920208395	0.7796485305574059	0.6615819198408308	0.7848634303427633	1.0	0.7963404123998449	0.7617915445110577	0.7891967398408558	0.7715367081525305	0.7763780846251407	0.8145615131112641	0.6956459287527018	0.7927833163350433	0.4938862607399713	0.80334703232435	0.5211092419264395	0.8054188165426607	0.7539434778627064	0.7985432904424448	0.5074870881991723	0.7514367005001638	0.812285874859968	0.8110812543358185	0.8242499112450902	0.7947246339722434	0.7567328282771262	0.5935263486041957	0.38169848671310774	0.8304360970922261	0.6084801395992419	0.7551951416252372
XieH_2016__YSZC12003_37208R1__bin.49	0.8020177687577925	0.7365219719984647	0.7820266619169588	0.7767961296569925	0.8053329478376704	0.45405880523103404	0.6410155260259744	0.8043918910443756	0.7594754792145922	0.6690430885477684	0.7900988658399833	0.7962375288808166	1.0	0.7690403290343459	0.7879627515860931	0.7830263583704823	0.8083649632106688	0.7659970247428008	0.6969044531020694	0.8001629367243572	0.48851133031124805	0.8125387272622365	0.5017541725097273	0.7926373046076348	0.7765581216242997	0.8211151695470134	0.5188132963391291	0.7717612719851689	0.7783652893349823	0.7978085700452309	0.8130533137993231	0.7738287119845668	0.7781755727871839	0.6127104442565745	0.38325784391690354	0.7951249432418263	0.58763493393474	0.750172156007837
RampelliS_2015__H27__bin.12	0.7635227251879083	0.7160128070571669	0.7504240234176066	0.7592960926582109	0.8025002989199027	0.4345140827650692	0.6618896419350778	0.7650385179646116	0.7406997952161428	0.6396604396431687	0.7582180831041615	0.7683396059065307	0.7757509215906209	1.0	0.7453053759400161	0.7416186971394156	0.7514691359664855	0.7535024239399098	0.6912824834202257	0.7679581271734957	0.5000240401191631	0.7766318654310045	0.4998804320388995	0.7603026144894859	0.7544115200251029	0.777244888469663	0.4927591793715534	0.7296780332145878	0.7455448281795746	0.7644001895373606	0.8040891610061676	0.7485738831941221	0.733759792394592	0.5867743917059058	0.3772163566440247	0.7666855824446398	0.590736266607452	0.7307010035484481
LiuW_2016__SRR3992967__bin.73	0.8368472461046597	0.8086018593286544	0.8191354662742368	0.842902294473026	0.8574099832626568	0.46759151855130215	0.6879784853949008	0.8375850433269179	0.8211922046396593	0.69549153790064	0.8537578372285907	0.8351738436779274	0.8339757114366535	0.78200365546496	1.0	0.790962100189743	0.8530455957355785	0.8133645179608652	0.72027495309528	0.8670305536997228	0.5035228738711919	0.8769773745504101	0.5431186552508893	0.8301287444536599	0.7984373169404946	0.86410160161406	0.5503804650678072	0.8264981714377886	0.8105261725516202	0.8160979853124255	0.8631835867167293	0.807943384434835	0.792421763790054	0.6280101413099071	0.4131906726234748	0.8367931476128793	0.6025689150066229	0.7827955511789987
LiJ_2014__MH0328__bin.50	0.8147555106438591	0.7654768468356036	0.7836583469767188	0.82017810462848	0.835184763452793	0.47225175906325023	0.6606263499719283	0.8151507679597356	0.7970782579210407	0.678646383294643	0.8104281999107223	0.8275470465532384	0.8399793187916764	0.7886779466937482	0.8016783802994335	1.0	0.8122746402569745	0.7807418525693576	0.7102044001726349	0.8161969383872896	0.4921636452748922	0.8333134303053708	0.512535375529771	0.8118373342904728	0.7928414358840493	0.8196361816192229	0.5110559358061753	0.7825963662565298	0.8055963053700836	0.8220622205656923	0.8416737112172681	0.7815384222068007	0.7972329969553413	0.6407319559989464	0.3945334063073649	0.8090671691872869	0.6039420778155692	0.8001764024991026
SchirmerM_2016__G89274__bin.21	0.8577378030434989	0.7859315244751098	0.8051354116796049	0.8315105604702273	0.854060025666277	0.4649096710788091	0.6605872382203142	0.8608060989920479	0.8146404918707172	0.6834483509130599	0.9150438816521158	0.8340445073055228	0.8685194587643192	0.8004054449702958	0.8659575478833745	0.8135471987606875	1.0	0.8044622530867421	0.7216802550590495	0.9112512158463824	0.5062300861461064	0.9361530300391125	0.5296073544766225	0.8231055117133974	0.8143638836601365	0.8580167696675682	0.5726298702501973	0.8834788755219254	0.8136644456026875	0.8207599010409701	0.8611423413722664	0.8042439313809487	0.81610371898223	0.652617148294008	0.4114501648699486	0.8334596207603727	0.6277887818356341	0.800624777424727
ZeeviD_2015__PNP_Validation_15__bin.31	0.8140720859913616	0.7696033730743398	0.8076208092086575	0.822583749459103	0.8596040102047047	0.4753672791082299	0.6707791440684491	0.8121308294109996	0.8038418297322195	0.6775015330949404	0.8064908983272673	0.8618764418392892	0.810595743438221	0.7904760292973779	0.8132325340001965	0.7701804406287415	0.7923386400983304	1.0	0.7244381306595096	0.8146594405464455	0.5227873657048653	0.8192398105599049	0.5234988279455997	0.823865974318337	0.7805630108657274	0.8121149011518786	0.527626238090308	0.7823761776956588	0.8199658737048334	0.8245226831683431	0.8538011463037147	0.796172041126765	0.7852419369824976	0.6128759400991268	0.40911302161730234	0.8562736766935057	0.6349992965018889	0.7762680221615178
RampelliS_2015__H9__bin.17	0.8128749244749637	0.7965057967597581	0.826896995600785	0.8306582750801873	0.8554539879114457	0.48538358379469626	0.726645611891147	0.8171808939283556	0.8094737392720334	0.7257779742081527	0.8107579491759148	0.8407655528508474	0.842395453260142	0.8283714869012865	0.8226088413379131	0.8002651810061261	0.8119242755850773	0.8274977844725832	1.0	0.8184707895313392	0.6167088292842311	0.8156927569500091	0.547743194407698	0.8366381143492642	0.8296909481396013	0.8464978746856756	0.533898138047258	0.7907507321285211	0.8088096496168976	0.8596310815185214	0.8560168721225624	0.814422192723973	0.8148546849023464	0.6540976075336271	0.43124663122328194	0.837573222328271	0.6233811867039547	0.7894562879662557
LiSS_2016__FAT_006-22-84-0__bin.37	0.8898862875513153	0.815157551599196	0.839788901836723	0.8800597816039667	0.8957744362672294	0.4908278097319244	0.6931027511031623	0.8930626612853529	0.8590711348464989	0.7151057602628895	0.9858764748933189	0.8751330268781803	0.8833933295805386	0.8405044946986582	0.9044037868606487	0.8399983520938448	0.9363575873269093	0.8499131387280795	0.7475428542150047	1.0	0.525434185190032	0.9971078554578582	0.5647803680369906	0.8499526053880991	0.8444802413974798	0.8923844578908048	0.5978447741641549	0.89032180560662	0.8575506298394261	0.8542430467707617	0.9054790802467981	0.8308618202992958	0.8412605928169294	0.6730588807947616	0.4327321937854551	0.8683970373693879	0.6498569852872446	0.8293572404357397
RampelliS_2015__H15__bin.31	0.7834150877527721	0.7660967445351741	0.8111284206597733	0.8243869991078476	0.8418473947789695	0.5346062840650694	0.7174262192136689	0.7852208837025475	0.8061303758466798	0.7182156324793761	0.7822980627400083	0.8254683799625318	0.8165903637066989	0.828604541694754	0.7952452789836802	0.7669144634558269	0.7875996070755751	0.8258049027491081	0.852838899937413	0.7955587379032639	1.0	0.7995770925479596	0.5512154133726397	0.8261597717935196	0.7919576295796191	0.8110178189339672	0.7077739908771923	0.7592619772233828	0.7635712510994651	0.8384538612582598	0.8410076603489144	0.8042894599176201	0.789381290800767	0.7702503373090548	0.4822984820830446	0.8236295607486531	0.6285988805637648	0.7901659864573166
LiSS_2016__FAT_006-22-0-0__bin.61	0.8722502303319214	0.7867741626771921	0.81074435474217	0.8515832130961245	0.8739038184580982	0.47736144822175086	0.6704444547444042	0.874297291736761	0.8309682143615745	0.6888840130806523	0.9555291832128294	0.854142790119019	0.8640273057117314	0.818701184721366	0.8810977104190056	0.8260371272049092	0.926527201508003	0.823222459454746	0.7175748841337902	0.9603949137910051	0.5086442411350971	1.0	0.5441535372747575	0.8330933035182846	0.8174033898056409	0.8684935608764851	0.5838523234763832	0.8669836905325995	0.8318565303059454	0.8289484960150827	0.8849224040683803	0.8105836309113942	0.8196608593789858	0.6544881129388354	0.4142673410843123	0.8505515128213935	0.6348017778323157	0.8133922965267979
ZellerG_2014__CCIS36797902ST-4-0__bin.4	0.8192471561700623	0.8109963480535289	0.8270013735924789	0.839235702711817	0.8724671818323889	0.4161573956028591	0.7198462522310597	0.8200377943559332	0.8290859235558773	0.7326316633629163	0.829793796626062	0.854169922437263	0.8225505638309247	0.8123899892251129	0.8412374875595293	0.7832551262964821	0.808078492173813	0.8109798978442001	0.7428580388060438	0.8386398966926853	0.5405842086215548	0.8388989874896159	1.0	0.8416569678974165	0.7891921096570954	0.8407511782462431	0.5311901109566619	0.7932177843213055	0.8054372054384392	0.8221881451566472	0.8735935071023778	0.8253810279735809	0.7965098824632543	0.630374591829181	0.37586106564456034	0.8326952022964492	0.6107577172044514	0.7865991454116253
LiJ_2017__H2M513938__bin.39	0.8231792268247162	0.7776748663025245	0.8293692763379726	0.8160454495152686	0.84397855907564	0.4862946903628451	0.6625254714014456	0.822523355478051	0.7956667057182181	0.6865558056946248	0.7901782860176733	0.8334281496347273	0.8203081264764001	0.7800380801305382	0.8117087801409555	0.7832119652222678	0.7928407147796924	0.8057157192013883	0.7163040010748372	0.7967490070250604	0.511489756107376	0.8107981542138193	0.5313320549088612	1.0	0.7869070424875472	0.8270777832262445	0.5124578235131663	0.7737857212167079	0.8128949304487543	0.8114757689450597	0.8475581043273555	0.8276168244468337	0.7779017114639886	0.6191208078673407	0.4044298738526714	0.8775467750504073	0.6142648934882458	0.7847018738578637
ZeeviD_2015__PNP_Main_379__bin.36	0.8142662976219073	0.7452976528048963	0.7932422416047135	0.829064965897912	0.8317670193987707	0.4611497996799264	0.6544281882686425	0.8158763002365833	0.794380140687517	0.6793779130631812	0.7989955258140298	0.7986858843701836	0.8227488784634076	0.7923707936356059	0.799256993428093	0.7830463335894852	0.803044785382266	0.7814911494707689	0.7272218351704174	0.8104143846391265	0.501956023605841	0.8144161348441975	0.5100402567100331	0.8055903569946574	1.0	0.8334501133413933	0.5038108821691379	0.7763368819173051	0.797515758656422	0.8296942157848697	0.8370292627776099	0.7754016451528988	0.8125636019140625	0.6392813394849652	0.40781572214398126	0.8103924572407426	0.6062679800513833	0.7655741838771827
ZeeviD_2015__PNP_Main_764__bin.27	0.8383343888270622	0.7629206832868366	0.8117440369997744	0.8313454778215257	0.844651818129747	0.47181928825528346	0.6777033448849761	0.8400297587746478	0.7985891441310395	0.6908223175276788	0.821852506374222	0.8239646803860357	0.8473646042092681	0.7951534230519183	0.8425260526810565	0.7884881176863103	0.8241190402762817	0.7919659074986222	0.7226854996519622	0.834146931846387	0.5006878237876682	0.8428483638984253	0.5292515228072401	0.8247267716680673	0.8118064928882807	1.0	0.5345573608795083	0.8023746829069236	0.8143778633031528	0.8200516409880197	0.8470685050487333	0.8046023841321917	0.8052065558619382	0.6315937480684788	0.4017457229851585	0.8128245562314959	0.6209241465143952	0.7724353363120154
CosteaPI_2017__SID713A053-11-0-0__bin.28	0.850604610769406	0.79302638999579	0.8229760035585586	0.8495862910763317	0.851943306652969	0.522576989575859	0.7122163942586468	0.853052178955256	0.8426211538308784	0.7091407828299544	0.8964374697165068	0.8568876909349424	0.8761250896920946	0.8249289744519847	0.8781532563194866	0.8045096258482688	0.9000299194293596	0.8419846378292792	0.7458829011785079	0.9144664412559805	0.7150229955968131	0.9272025863096105	0.547183999195088	0.8362009208829674	0.8030253044235744	0.8747482663941263	1.0	0.8598711611121556	0.8227514754515054	0.8259965420553325	0.8543368610017449	0.8161882646995745	0.8058721513658351	0.8197060482258838	0.4913622872212264	0.8441981460544745	0.6482280019381436	0.8357746352080195
ZeeviD_2015__PNP_Main_215__bin.19	0.8904024781089291	0.8097952684600123	0.8451632562626007	0.8553299120208383	0.8833323855518037	0.48770369702750677	0.6941187116036713	0.8897386733848283	0.8379540365300038	0.7105546739399065	0.919145294193175	0.8569368487802052	0.8802286692825437	0.8250316612678885	0.8906492589600224	0.8320667037910904	0.937857005160581	0.8432394385842934	0.7461211593835915	0.9197797713378706	0.5180534498711196	0.9299081581815184	0.5518656453515967	0.8527676830103544	0.835736585404236	0.8867955434954827	0.58075223810561	1.0	0.8472895057694859	0.836755539961867	0.8863402507078855	0.8371017484602127	0.8469915804811368	0.6635794024541461	0.42343087614712865	0.8622741105785652	0.6432718419830021	0.8278449629703544
BritoIL_2016__W1.53.ST__bin.9	0.8303445481180768	0.7840575237645621	0.8253774863310512	0.8104241428090446	0.8504294522423496	0.47613379638189535	0.6587732868635325	0.8326669236682032	0.790227566724832	0.6799244241622012	0.8140909283918604	0.8659655629085932	0.8299105654713643	0.7880402674376267	0.8165206293885158	0.8007060075167934	0.8074601550100422	0.8261642052584118	0.7134300243103838	0.8281936926740854	0.48704354504308567	0.8340899052894728	0.5238511579947595	0.8374902161654858	0.8025900539067967	0.8414097682205006	0.5194712098653818	0.7920765066603631	1.0	0.8235038047037968	0.8567613192403766	0.8111423205633884	0.7985762159454853	0.6085526678732142	0.39940446079327885	0.8381796400618811	0.628741888319347	0.7815395551109482
CM_madagascar__A27_02_1FE__bin.15	0.8042909519414821	0.7686447950100614	0.8090607846145743	0.8155435695425574	0.8415368675677878	0.4826092489607294	0.6776797021373626	0.805276324781767	0.7933887109379983	0.6917713189110779	0.7985471966437128	0.8460655914150863	0.8323279498781533	0.7905755565377296	0.804433916062068	0.7994812070882724	0.7969660854428176	0.8128701077727007	0.7419337320407458	0.8072379102898508	0.5232935007594766	0.8132796983424341	0.5232333053402825	0.8180292477764499	0.8169970926266826	0.8290309420812108	0.5102922716606182	0.7653883536912715	0.8057745727352046	1.0	0.8443954956814694	0.8005280839438207	0.8077989708546212	0.63403573317857	0.4123199739851101	0.8336198613477035	0.6218019956744357	0.7858031066724988
CosteaPI_2017__SID713A028-11-0-0__bin.34	0.7553499397210689	0.7341454006968847	0.7695306985445045	0.7936047627739058	0.9910736383488594	0.44904436777413326	0.6289322330139525	0.7564134597153038	0.7745943059594332	0.6460728911381998	0.7657645205477025	0.7762033192692339	0.7657583184038871	0.7507644880602825	0.7681183817957038	0.7389656478021079	0.7548759187294701	0.7598925670555116	0.6669791365788856	0.7724589964458762	0.47385235235501305	0.7837805669704535	0.5018922445440333	0.7713290249107629	0.7440806444086492	0.7730809828684975	0.4764823566728865	0.7319149916448262	0.7568062621569401	0.762294568753127	1.0	0.7588423373694523	0.7234165779169421	0.5775849797071761	0.3870914485431755	0.7905728004687639	0.5830762397051796	0.7365914080815706
RampelliS_2015__H1__bin.27	0.7627973280312652	0.7248832918008118	0.9232926713624584	0.7641385978848727	0.7972652272525887	0.441502881367262	0.6281296685222869	0.7645216401796443	0.746613480166213	0.63753783397666	0.7433489151539554	0.7878558181544015	0.767239623735564	0.7357794770788672	0.7568667015923304	0.7223443929541359	0.7421674535304715	0.7459605671637615	0.6680254511706575	0.7461726084340815	0.4770555489055157	0.7557890842273318	0.49919365244197234	0.7928900883142563	0.7256372508631665	0.7730387348411478	0.479205187238349	0.7276992123070991	0.754284897034065	0.7607938178465996	0.7988496294718711	1.0	0.7185907650119467	0.5714515344232836	0.3725593101507763	0.8022879937071624	0.5683187956553303	0.7161096956026309
FengQ_2015__SID530840__bin.75	0.8759614479904703	0.8000134921381665	0.8321368528877614	0.8531980805658178	0.8655533285637441	0.4840844252792961	0.6995148156104039	0.8759990839548297	0.8366872540125796	0.7289599869339294	0.8580630615436781	0.8567099421080756	0.8810994672380706	0.8236222485358367	0.8477270185392629	0.8414734124990457	0.8600439204602949	0.8401824279102631	0.7632815010358768	0.8627842447331842	0.53469308048593	0.8727666516951273	0.5501319921674588	0.8510783946485919	0.8683831270160539	0.8834630768110976	0.5403292436768916	0.8408410572865535	0.8480391129984325	0.8767077762648436	0.8696872486867356	0.8206213129625717	1.0	0.6750926253037951	0.420488521918511	0.8720210335332892	0.6607693004148834	0.8145825159642175
LeChatelierE_2013__MH0407__bin.34	0.8206674258015494	0.7686373243787914	0.7924491592716582	0.8344644101004564	0.8337114041700536	0.5104324032862017	0.667758902980253	0.822166168439858	0.8201179581010567	0.6967096505770266	0.8194436308141486	0.8092320836114524	0.8354962120936772	0.7932081516205877	0.809111072436947	0.8144667790117878	0.8282770189517183	0.7897407324896188	0.7378855200081074	0.8313168367593465	0.6283353437722219	0.839281339007888	0.524343984739764	0.8157594178122463	0.8227879007639952	0.8345661792154114	0.6618999096478403	0.7933586672864036	0.7782865758412949	0.8287187311187291	0.8362428040042299	0.7859273838880676	0.8130274729574233	1.0	0.4607707855934272	0.821163015735301	0.6124948527490703	0.7894999929445782
