	ZeeviD_2015__PNP_Main_479__bin.30	LiuW_2016__SRR3992994__bin.26	RampelliS_2015__H20__bin.28	XieH_2016__YSZC12003_36034__bin.76	CosteaPI_2017__SID713A028-11-90-0__bin.62	XieH_2016__YSZC12003_37315__bin.25	RampelliS_2015__H16__bin.35	ZeeviD_2015__PNP_Main_443__bin.23	XieH_2016__YSZC12003_36033__bin.88	VincentC_2016__MM100.1__bin.9	LiSS_2016__FAT_006-22-42-0__bin.55	CM_madagascar__V06_02_1FE__bin.13	XieH_2016__YSZC12003_37208R1__bin.49	RampelliS_2015__H27__bin.12	LiuW_2016__SRR3992967__bin.73	LiJ_2014__MH0328__bin.50	SchirmerM_2016__G89274__bin.21	ZeeviD_2015__PNP_Validation_15__bin.31	RampelliS_2015__H9__bin.17	LiSS_2016__FAT_006-22-84-0__bin.37	RampelliS_2015__H15__bin.31	LiSS_2016__FAT_006-22-0-0__bin.61	ZellerG_2014__CCIS36797902ST-4-0__bin.4	LiJ_2017__H2M513938__bin.39	ZeeviD_2015__PNP_Main_379__bin.36	ZeeviD_2015__PNP_Main_764__bin.27	CosteaPI_2017__SID713A053-11-0-0__bin.28	ZeeviD_2015__PNP_Main_215__bin.19	BritoIL_2016__W1.53.ST__bin.9	CM_madagascar__A27_02_1FE__bin.15	CosteaPI_2017__SID713A028-11-0-0__bin.34	RampelliS_2015__H1__bin.27	FengQ_2015__SID530840__bin.75	LeChatelierE_2013__MH0407__bin.34	BritoIL_2016__W1.2.ST__bin.113	HeQ_2017__SZAXPI029560-51__bin.43	BritoIL_2016__M1.22.ST__bin.48	LiJ_2014__MH0354__bin.3
LiSS_2016__FAT_006-22-42-0__bin.55	0.9800160786676372	0.9777189349162119	0.9759621153926218	0.9786949910854926	0.9790854641087228	0.978552666912826	0.9715879767572397	0.9803143655150464	0.9786289911047518	0.9786497428184042	1.0	0.9771840283512813	0.9781910298842096	0.9742486409592034	0.9840208953990645	0.9761042259124852	0.9897873950149455	0.9781310318959009	0.9764370324246447	0.9998132186430264	0.9765038577904335	0.9997125305959548	0.9733097287075985	0.9768455572106989	0.9778701509505772	0.9797059037966949	0.9917779375242769	0.9884528770690262	0.9774539046097398	0.9777028312561709	0.9790998988357617	0.9761171434963738	0.9781141190340991	0.9787230456672356	0.9810196085877766	0.9771587240158572	0.9762301187398676	0.9794700521857762
CM_madagascar__V06_02_1FE__bin.13	0.9765712889177971	0.9769413057636277	0.9782875691189963	0.9760657263975279	0.9782412536481009	0.9801572538786493	0.9724645356393316	0.9767305708165923	0.976192009524924	0.9775362644563147	0.9771840283512813	1.0	0.97751072723451	0.9745026115626086	0.9777811453306289	0.975138427046994	0.9770587887040436	0.9800782545662019	0.9753985288808387	0.9772669985262712	0.9763880096746973	0.9773249897842269	0.9731782185698447	0.9790318799142245	0.976869560199812	0.9769764761315691	0.9784459640451639	0.9769686383019325	0.9793461570020279	0.9777078298950832	0.9782396452952752	0.9783634690108044	0.9766325577780773	0.9781902705708986	0.979914864015111	0.9806444444855944	0.9773058583758222	0.9782253851385003
XieH_2016__YSZC12003_37208R1__bin.49	0.9778841286324506	0.9767196123636436	0.9755897000966648	0.9782204617010968	0.9783628662792603	0.9785228685732822	0.9728422652687004	0.9780326033744142	0.9779807815389063	0.9792524283296791	0.9781910298842096	0.97751072723451	1.0	0.9751028105458989	0.9787519295270317	0.9767799011581102	0.978322333840613	0.9782358404012356	0.9764075031687905	0.9785127047424826	0.9766092282963642	0.9782288619721627	0.971906587322461	0.9766136934052075	0.9775158089193093	0.9798690718802413	0.979033794699126	0.9787532391507341	0.9769127805220551	0.9775592774889629	0.978408456694084	0.9758716730816153	0.9787964904046211	0.9795557614350873	0.9796620630505704	0.9766283507195602	0.9765237102657635	0.9788435343809956
RampelliS_2015__H27__bin.12	0.9743065526081146	0.9732350577705011	0.9747585062104273	0.9732990252108745	0.9754519281344296	0.9754252193999317	0.9745574757558285	0.974557564914656	0.9733185192944128	0.9749946241069508	0.9742486409592034	0.9745026115626086	0.9751028105458989	1.0	0.9742667657392464	0.9726424350286353	0.9738500897529917	0.9741653518898843	0.9762805873922942	0.9745821973017845	0.9771265525219577	0.9744774333359132	0.9719398722090709	0.9738551684348026	0.9756922043478137	0.9746756360840948	0.9746197212530039	0.9743277078796336	0.9742164259458503	0.9753278354726235	0.9760415998734464	0.9749848181848894	0.9735540401929234	0.9758891947755977	0.9782581054265321	0.9737568639046599	0.9733158635627596	0.9756804769716557
LiuW_2016__SRR3992967__bin.73	0.978352347926903	0.9785912478771998	0.9766288794904587	0.9780621100502994	0.9784938579852253	0.9791958142809584	0.9721823574435515	0.9783967967570577	0.9777941735540783	0.9781099032407127	0.9840208953990645	0.9777811453306289	0.9787519295270317	0.9742667657392464	1.0	0.9761303054233034	0.9834113992872672	0.9785537111543062	0.9762351919785338	0.9840432825161296	0.9760529817003657	0.9842071132800672	0.9729720248744417	0.9772419411239546	0.9773444876163733	0.9787712681111883	0.9821615135498819	0.9833278051554207	0.976954812518577	0.977650883670963	0.9783894444365027	0.9765301607511696	0.9780278253859539	0.9791564143444025	0.9794720092522294	0.9772236177642138	0.9750689456088293	0.9792282858343312
LiJ_2014__MH0328__bin.50	0.9764367100166055	0.974974067890071	0.97428674071066	0.9759610477308598	0.9756844507810056	0.9749411272048217	0.9703447907844976	0.976522629897449	0.9762226410818939	0.9774712661499209	0.9761042259124852	0.975138427046994	0.9767799011581102	0.9726424350286353	0.9761303054233034	1.0	0.9760266483750789	0.9751448044750948	0.9737619145574145	0.9761233971799459	0.9743616040746522	0.9761586423788475	0.9703748804257417	0.9751287100869435	0.9763820725464585	0.9756024414775712	0.9755007560702327	0.9766416481571116	0.9743018714401953	0.9755947904041493	0.9756154907939578	0.9745011551490117	0.9764089397268412	0.976734574156045	0.9800234801609352	0.975229519244259	0.9735339650521235	0.9770371490018187
SchirmerM_2016__G89274__bin.21	0.9788831687858476	0.9767744415431281	0.9754508621301935	0.9780711105686198	0.9779358719444965	0.9778999377782439	0.9716650733969551	0.9790461359008414	0.9780245694123719	0.9778433891458445	0.9897873950149455	0.9770587887040436	0.978322333840613	0.9738500897529917	0.9834113992872672	0.9760266483750789	1.0	0.9774349170741492	0.9756121667254215	0.9900492923152161	0.975960507940632	0.9898718321866262	0.97293118601686	0.976725451400147	0.9776094441552601	0.979288516453134	0.9866883476889798	0.9893151365063843	0.9767279239433191	0.9768653149345494	0.9778783560176373	0.975760840951417	0.978052048104038	0.9789679407028847	0.9803823030503483	0.9770314825288395	0.97623306309733	0.9787965285586598
ZeeviD_2015__PNP_Validation_15__bin.31	0.9768254336097908	0.9770858418316833	0.9780060895950865	0.9767321087600151	0.9796904688426582	0.9809188087299908	0.9724613738571877	0.9770138665719208	0.9771838607279624	0.9777858980873478	0.9781310318959009	0.9800782545662019	0.9782358404012356	0.9741653518898843	0.9785537111543062	0.9751448044750948	0.9774349170741492	1.0	0.976125184943074	0.9781198715647577	0.9765656623261021	0.9781108683783684	0.9723267439932597	0.9797022139021565	0.9775461233296734	0.9772498483602744	0.9781293831048993	0.9778650051076929	0.9789121890558103	0.9789105754028679	0.979590686780281	0.9781947416723303	0.9773429875272232	0.978019685270785	0.98094548521461	0.9804021471353038	0.978055846322435	0.9790593752968932
RampelliS_2015__H9__bin.17	0.9755743060970296	0.9751536163713913	0.9766982275860463	0.9750823380536627	0.9772367777808089	0.9774920154134581	0.9735886523381952	0.9755956836186213	0.9751668428515001	0.9772298213550235	0.9764370324246447	0.9753985288808387	0.9764075031687905	0.9762805873922942	0.9762351919785338	0.9737619145574145	0.9756121667254215	0.976125184943074	1.0	0.9763302024699352	0.9953554159080675	0.9762125316866842	0.9717275043557961	0.9751711462546638	0.9762342474453388	0.9756654749885209	0.976093309411397	0.9754646551599179	0.9751852865755037	0.9770046806576614	0.9771372397327428	0.9761789664694567	0.9756813550398715	0.9773890437028478	0.9793880815179683	0.9755460528000409	0.9751898076663085	0.9764859498475077
LiSS_2016__FAT_006-22-84-0__bin.37	0.980020229879448	0.977746717028267	0.975963242586457	0.9786311986732226	0.9792823926452116	0.9785585314474872	0.971666872935792	0.9802362409680674	0.9786725773659395	0.9787392624272494	0.9998132186430264	0.9772669985262712	0.9785127047424826	0.9745821973017845	0.9840432825161296	0.9761233971799459	0.9900492923152161	0.9781198715647577	0.9763302024699352	1.0	0.9762687530111919	0.999754934800855	0.9733253385120683	0.9766714324699989	0.9780288690348508	0.9798388491593312	0.991968930370207	0.9884607505239785	0.9777115983130157	0.9778255871230209	0.9793033082281668	0.9760926133650678	0.9783994546715891	0.9792271713957315	0.9808176246214882	0.9773048440618758	0.976409551655602	0.9792432846942984
RampelliS_2015__H15__bin.31	0.9749045843229319	0.9763331476218915	0.9782214557633395	0.9754772499190576	0.9774407856378622	0.976686349280528	0.9747680890538033	0.9750496962249094	0.9763271649416797	0.9769992085166461	0.9765038577904335	0.9763880096746973	0.9766092282963642	0.9771265525219577	0.9760529817003657	0.9743616040746522	0.975960507940632	0.9765656623261021	0.9953554159080675	0.9762687530111919	1.0	0.9765971123164466	0.9731850513717963	0.9764641668504646	0.9760278353086187	0.9761830702886184	0.9785682967042922	0.9758312370229743	0.9758852438808706	0.9772912370740351	0.9775849263077339	0.977858332329588	0.9754659722829484	0.9783059825156272	0.9781690724805929	0.9768536910314969	0.9761856695608004	0.977404939686854
LiSS_2016__FAT_006-22-0-0__bin.61	0.9799269724354097	0.9776856507695781	0.975762924293301	0.9786139985768212	0.9787911936470683	0.9785669854333426	0.9716280011539973	0.980249642307967	0.9786839309663649	0.9786419163582826	0.9997125305959548	0.9773249897842269	0.9782288619721627	0.9744774333359132	0.9842071132800672	0.9761586423788475	0.9898718321866262	0.9781108683783684	0.9762125316866842	0.999754934800855	0.9765971123164466	1.0	0.9733966405802634	0.9765294384583725	0.9778976145540249	0.9796215117339637	0.9921508896829417	0.9884391789041816	0.9775717627179881	0.9774790945554819	0.9788977039002121	0.9761563336884498	0.9781322632978162	0.9789698393460121	0.9807901362050631	0.9771651661039078	0.9763383618865922	0.9792587239936169
ZellerG_2014__CCIS36797902ST-4-0__bin.4	0.9723853048672594	0.9722128413771683	0.9725477678512054	0.9729870030795198	0.973793544263343	0.9707365038252153	0.9688409396911146	0.9725297637918169	0.9729916099517423	0.9734832805321377	0.9733097287075985	0.9731782185698447	0.971906587322461	0.9719398722090709	0.9729720248744417	0.9703748804257417	0.97293118601686	0.9723267439932597	0.9717275043557961	0.9733253385120683	0.9731850513717963	0.9733966405802634	1.0	0.973062620314531	0.9724004915249943	0.9721165196737506	0.9722030128456629	0.9729169070556776	0.9730405825867378	0.9724553483210969	0.9739324894804953	0.9723286886452122	0.9713933911831032	0.972652200364394	0.9731499942767549	0.9726824651835341	0.9715117210881461	0.9733950819515702
LiJ_2017__H2M513938__bin.39	0.9770737194055608	0.9770971916750867	0.9791894801776293	0.9766692508587649	0.9786723927645545	0.979271147429136	0.9722600441671417	0.9769199044094974	0.9770016007306696	0.9771534964669975	0.9768455572106989	0.9790318799142245	0.9766136934052075	0.9738551684348026	0.9772419411239546	0.9751287100869435	0.976725451400147	0.9797022139021565	0.9751711462546638	0.9766714324699989	0.9764641668504646	0.9765294384583725	0.973062620314531	1.0	0.9764164296537847	0.9769639292077735	0.977286596121021	0.9770972314483599	0.9782251019191138	0.977348235169041	0.9785185221264767	0.9792734176281933	0.9760104171883608	0.9776921476400692	0.9813650656404224	0.9816137326529494	0.9769814028151276	0.9782457684821557
ZeeviD_2015__PNP_Main_379__bin.36	0.9775106350562404	0.9762705727423621	0.9755009971118281	0.9763757776891778	0.978575462940343	0.9779328721366315	0.9720833575969451	0.9774225081573503	0.9765153352985909	0.9795405522053389	0.9778701509505772	0.976869560199812	0.9775158089193093	0.9756922043478137	0.9773444876163733	0.9763820725464585	0.9776094441552601	0.9775461233296734	0.9762342474453388	0.9780288690348508	0.9760278353086187	0.9778976145540249	0.9724004915249943	0.9764164296537847	1.0	0.9772198910213361	0.9765879632223525	0.9778257798429266	0.9768129565199699	0.9776167722710728	0.9786202296962877	0.9757164841201459	0.977733021728893	0.9794972794202612	0.9807884993072545	0.9768137450813456	0.9762489420732262	0.9793835859223388
ZeeviD_2015__PNP_Main_764__bin.27	0.9793325913817689	0.9766630376785082	0.9763878217179726	0.9773981658147591	0.9781819817152579	0.9786595516176668	0.9719623305457021	0.9794787622206375	0.9773731086499511	0.9780037282748276	0.9797059037966949	0.9769764761315691	0.9798690718802413	0.9746756360840948	0.9787712681111883	0.9756024414775712	0.979288516453134	0.9772498483602744	0.9756654749885209	0.9798388491593312	0.9761830702886184	0.9796215117339637	0.9721165196737506	0.9769639292077735	0.9772198910213361	1.0	0.9794124517817482	0.9794107063221108	0.9778548605884362	0.9773276588523638	0.9781858459496354	0.9764324163842067	0.9784016904939599	0.9793137464462515	0.9800155196272763	0.9763448391938059	0.9773700523890902	0.978811114569327
CosteaPI_2017__SID713A053-11-0-0__bin.28	0.9785274018083086	0.9782468109345359	0.9769539714340135	0.9782295612133155	0.9793658040676687	0.9778767156544582	0.9731671438608372	0.9787155189645316	0.9785437549966177	0.9783979390843363	0.9917779375242769	0.9784459640451639	0.979033794699126	0.9746197212530039	0.9821615135498819	0.9755007560702327	0.9866883476889798	0.9781293831048993	0.976093309411397	0.991968930370207	0.9785682967042922	0.9921508896829417	0.9722030128456629	0.977286596121021	0.9765879632223525	0.9794124517817482	1.0	0.9857849684312773	0.9778086017864639	0.9778282630718462	0.9795056736426061	0.9768404320854639	0.9775589883526428	0.9791894789778819	0.9793789079486779	0.9781470655367148	0.9755195101192506	0.9790424213400692
ZeeviD_2015__PNP_Main_215__bin.19	0.9790617466503593	0.9775316116865668	0.975981658931627	0.9782534888172955	0.9791122974173525	0.9779449416010338	0.9719462633496513	0.9791558919497613	0.9784377383011618	0.9788962446736804	0.9884528770690262	0.9769686383019325	0.9787532391507341	0.9743277078796336	0.9833278051554207	0.9766416481571116	0.9893151365063843	0.9778650051076929	0.9754646551599179	0.9884607505239785	0.9758312370229743	0.9884391789041816	0.9729169070556776	0.9770972314483599	0.9778257798429266	0.9794107063221108	0.9857849684312773	1.0	0.9776302795730164	0.977402815185609	0.979020012112272	0.9756831544159088	0.9780420829790213	0.9790230085208145	0.9799955466562259	0.977468828223381	0.9771727355012425	0.9792660973530513
BritoIL_2016__W1.53.ST__bin.9	0.9771271326015674	0.9768427647386189	0.9766069193387337	0.9762740317712976	0.9784307269051217	0.9796094412098132	0.9726532341029677	0.9771419289327354	0.9762643450503251	0.9780081526809777	0.9774539046097398	0.9793461570020279	0.9769127805220551	0.9742164259458503	0.976954812518577	0.9743018714401953	0.9767279239433191	0.9789121890558103	0.9751852865755037	0.9777115983130157	0.9758852438808706	0.9775717627179881	0.9730405825867378	0.9782251019191138	0.9768129565199699	0.9778548605884362	0.9778086017864639	0.9776302795730164	1.0	0.9771891855434306	0.9785172150966798	0.9768531455579026	0.976381313206671	0.9776755763467787	0.9801424701054003	0.9786099826326878	0.9774910087227994	0.9781346426966367
CM_madagascar__A27_02_1FE__bin.15	0.9762563942503568	0.9764965861427486	0.9760373923397484	0.9764982893816312	0.9781009213940458	0.9792564751740188	0.9725741061137103	0.9764877025475589	0.9766867172926178	0.9792538749054689	0.9777028312561709	0.9777078298950832	0.9775592774889629	0.9753278354726235	0.977650883670963	0.9755947904041493	0.9768653149345494	0.9789105754028679	0.9770046806576614	0.9778255871230209	0.9772912370740351	0.9774790945554819	0.9724553483210969	0.977348235169041	0.9776167722710728	0.9773276588523638	0.9778282630718462	0.977402815185609	0.9771891855434306	1.0	0.9779933099722942	0.9763998486908889	0.9776664209178442	0.9781927753410691	0.9805964761040767	0.9774710236241616	0.9771901276840776	0.9781645322187074
CosteaPI_2017__SID713A028-11-0-0__bin.34	0.9779454022713812	0.9781920210296005	0.9772916942504773	0.9773610215438021	0.9997190647208746	0.9806024739004725	0.9728370832585267	0.9782293588739263	0.9774444412559289	0.9798674222318378	0.9790998988357617	0.9782396452952752	0.978408456694084	0.9760415998734464	0.9783894444365027	0.9756154907939578	0.9778783560176373	0.979590686780281	0.9771372397327428	0.9793033082281668	0.9775849263077339	0.9788977039002121	0.9739324894804953	0.9785185221264767	0.9786202296962877	0.9781858459496354	0.9795056736426061	0.979020012112272	0.9785172150966798	0.9779933099722942	1.0	0.9777242331681713	0.9777129810359761	0.9793376903743313	0.981872269846823	0.9788210213768036	0.9766098765444313	0.9797012160415192
RampelliS_2015__H1__bin.27	0.9765886407440048	0.9760259549973835	0.9982922745256103	0.9750657584137047	0.9776168424006262	0.9792918628082463	0.9728708842472762	0.9765292838891947	0.9753190514600701	0.9773762126354794	0.9761171434963738	0.9783634690108044	0.9758716730816153	0.9749848181848894	0.9765301607511696	0.9745011551490117	0.975760840951417	0.9781947416723303	0.9761789664694567	0.9760926133650678	0.977858332329588	0.9761563336884498	0.9723286886452122	0.9792734176281933	0.9757164841201459	0.9764324163842067	0.9768404320854639	0.9756831544159088	0.9768531455579026	0.9763998486908889	0.9777242331681713	1.0	0.9754788460256054	0.9762454626671921	0.9787726736972452	0.9796860151810077	0.9759091913778578	0.9775955423677521
FengQ_2015__SID530840__bin.75	0.977518050816868	0.9766449769492571	0.9756673879721547	0.9770627541772282	0.9775712859848508	0.9773925436112573	0.9711243421386648	0.9776464322735875	0.9770130621264669	0.9785919617616231	0.9781141190340991	0.9766325577780773	0.9787964904046211	0.9735540401929234	0.9780278253859539	0.9764089397268412	0.978052048104038	0.9773429875272232	0.9756813550398715	0.9783994546715891	0.9754659722829484	0.9781322632978162	0.9713933911831032	0.9760104171883608	0.977733021728893	0.9784016904939599	0.9775589883526428	0.9780420829790213	0.976381313206671	0.9776664209178442	0.9777129810359761	0.9754788460256054	1.0	0.9791856461966696	0.9790198286138487	0.9765004500793603	0.976982705399628	0.9785274883038704
LeChatelierE_2013__MH0407__bin.34	0.9777339320265194	0.9780515208975485	0.9763514741606348	0.9796337682573723	0.9792969116892914	0.979149885574139	0.9731650943072884	0.9778442306763193	0.9796760446617245	0.9800064357611791	0.9787230456672356	0.9781902705708986	0.9795557614350873	0.9758891947755977	0.9791564143444025	0.976734574156045	0.9789679407028847	0.978019685270785	0.9773890437028478	0.9792271713957315	0.9783059825156272	0.9789698393460121	0.972652200364394	0.9776921476400692	0.9794972794202612	0.9793137464462515	0.9791894789778819	0.9790230085208145	0.9776755763467787	0.9781927753410691	0.9793376903743313	0.9762454626671921	0.9791856461966696	1.0	0.9816527300901603	0.9776798714614741	0.9770517857630079	0.979371802454336
