	XieH_2016__YSZC12003_35980__bin.22	NielsenHB_2014__MH0143__bin.55	ZeeviD_2015__PNP_Validation_18__bin.33	ZeeviD_2015__PNP_Main_650__bin.10	ZeeviD_2015__PNP_Main_677__bin.43	ZeeviD_2015__PNP_Main_505__bin.26	LiJ_2014__MH0222__bin.37	ZeeviD_2015__PNP_Main_379__bin.25	ZeeviD_2015__PNP_Main_93__bin.14	ZeeviD_2015__PNP_Main_742__bin.11	ZeeviD_2015__PNP_Main_706__bin.10	LeChatelierE_2013__MH0143__bin.30	LiJ_2014__MH0303__bin.38	ZeeviD_2015__PNP_Main_107__bin.29	ZeeviD_2015__PNP_Main_365__bin.14	ZeeviD_2015__PNP_Main_113__bin.17	LeChatelierE_2013__MH0276__bin.90	ZeeviD_2015__PNP_Main_589__bin.77	ZeeviD_2015__PNP_Main_616__bin.38	ZeeviD_2015__PNP_Main_683__bin.44	ZeeviD_2015__PNP_Main_27__bin.61	ZellerG_2014__CCIS74726977ST-3-0__bin.51	LiJ_2014__MH0395__bin.25	ZeeviD_2015__PNP_Main_670__bin.6	ZeeviD_2015__PNP_Main_800__bin.3	ZeeviD_2015__PNP_Main_635__bin.14	ZeeviD_2015__PNP_DietIntervention_51__bin.5	ZeeviD_2015__PNP_Main_46__bin.50
ZeeviD_2015__PNP_Main_706__bin.10	0.7848350192741028	0.8518480240192632	0.923247303498258	0.7588748342465085	0.7827651451400863	0.6552057144834773	0.9094887562597573	0.8043907311737931	0.930618918915075	0.4553087815097565	1.0	0.8712676722734054	0.9211869111513876	0.8518740989339153	0.8687056933865008	0.9266180788287338	0.9563088730090025	0.6389700503530307	0.5914482813549663	0.81251851911552	0.878491845900099	0.9258121269213064	0.9059767023008031	0.5797965872203524	0.7227696110618321	0.5367630221679442	0.5207302682824264	0.918091581737509
LeChatelierE_2013__MH0143__bin.30	0.8149642850670415	0.9335766971389219	0.9424599938382355	0.7833357928611557	0.8043732993659596	0.6673563700476113	0.9492198118849562	0.8117477404706241	0.9517694360949948	0.4494805218341346	0.951589243319793	1.0	0.9259599278193309	0.8618962182817997	0.8804814460988005	0.9383538768630924	0.9468105102096295	0.6675971448765446	0.5459597724807316	0.7878929095696344	0.9039810694026972	0.9254576663482226	0.9037128514212187	0.5681250372165394	0.720049811910846	0.5332012955239183	0.5235314677167556	0.9166706795804822
LiJ_2014__MH0303__bin.38	0.7892742792335701	0.8709981495851489	0.9262689667522235	0.7517445233689488	0.7721138900495433	0.6708286277084701	0.9072061123380887	0.8032930221452874	0.917800035814481	0.4534013012594759	0.9278653375514834	0.8539480690025667	1.0	0.8472980361726258	0.8575256968901093	0.9294096579717066	0.9550924610517519	0.6368736345729124	0.5508085715991166	0.781975288008118	0.8684438608010505	0.9317084701247538	0.9137663702023519	0.5876936668059453	0.7212979167910225	0.5307644004058975	0.5235422909329672	0.9073656061600908
ZeeviD_2015__PNP_Main_107__bin.29	0.7936642244510647	0.7891566378143579	0.8409673689209762	0.6800110941538877	0.7050184620987285	0.6301620196991626	0.8336609018364485	0.720425444845536	0.8550851959685609	0.4232518260301513	0.8432608177386323	0.781166406676766	0.832694152385994	1.0	0.8874248422696649	0.8654143976212332	0.8687252798411152	0.578404788319414	0.5032357948839243	0.7052925308749739	0.7953180230255316	0.8515978585091785	0.8321957601935751	0.5355200642747596	0.656391434036714	0.4886115976144753	0.5264574921205227	0.8395759067265113
ZeeviD_2015__PNP_Main_365__bin.14	0.8358969159193644	0.8014035054623999	0.8540849507523327	0.7020913457570606	0.7244488670796381	0.6226140760845216	0.8608482813424794	0.7330406219566545	0.8704888924521494	0.4260780369787847	0.8641589696308016	0.8019425534272934	0.8468976445537527	0.891797085934055	1.0	0.8871361838893985	0.8730865094168331	0.5906744230465406	0.5259872524352659	0.7258872715353907	0.8332054489590432	0.8582214246806624	0.8466802332573259	0.546484751733749	0.6693376972795292	0.48929331896500905	0.5495247370195788	0.8486364633171494
ZeeviD_2015__PNP_Main_113__bin.17	0.7589294755419256	0.8186443543545716	0.9320947583124182	0.7211863594610037	0.7439284267704348	0.6518354405201907	0.8781793146097485	0.7595442726227244	0.9016098642383388	0.4440109723196656	0.8835547205566445	0.8192216307311746	0.8798379105578741	0.8336241564622406	0.8503583905335715	1.0	0.8950726726314039	0.6447178081399133	0.5399523170617039	0.7444252370585215	0.8543179549679221	0.896376404088039	0.8698646361486218	0.5586977512892657	0.6880347830489596	0.5288710517369826	0.5045219229406106	0.8726212777653211
LeChatelierE_2013__MH0276__bin.90	0.7568077452726224	0.8240881479324923	0.8729506659498426	0.7207011540034686	0.7407283206847218	0.6248091098580582	0.8660875513728908	0.7577396463866171	0.8774052157884679	0.43508484899361827	0.9007107811179955	0.8164927296531203	0.8930903573463457	0.8265766409407781	0.8266534435242027	0.884123209204879	1.0	0.6068069415246563	0.5331715716130507	0.7429163012590265	0.8271620373760665	0.8904719250835451	0.8660634389339087	0.5491768727774136	0.6871897756114289	0.49965304879464595	0.4986488103637049	0.8685639881616856
ZeeviD_2015__PNP_Main_589__bin.77	0.7819084951839027	0.8552451014482375	0.986761154761667	0.9261937992876211	0.923629620805926	0.5474555486164522	0.9298417631963269	0.7562074946447642	0.9427411508644462	0.2511455832301075	0.9280232896812473	0.8877586642585606	0.918320862456337	0.8486404827596179	0.8623936785150901	0.9820087487786757	0.9357110052419685	1.0	0.37448780121695197	0.9193991394440746	0.9295236508282971	0.94030022371149	0.8874226494628927	0.5083587123196933	0.6623677888505057	0.39104203834286866	0.4595553174685692	0.9140208370486609
ZeeviD_2015__PNP_Main_616__bin.38	0.7663738374608294	0.8197386129786465	0.8860907030145336	0.6154799873385098	0.6552816446315979	0.8849870792434372	0.867595330727254	0.8250856933674997	0.8955442544618982	0.7493574448555731	0.9655129180478087	0.81602607214418	0.8926985149062733	0.8299010840433494	0.8631684527674566	0.9244087370473189	0.924104582670011	0.42092102279455185	1.0	0.694030757514664	0.8353317488412337	0.8948562309468179	0.8865271993728073	0.6664920165280429	0.7807580951113182	0.8366002196412526	0.5848904154222522	0.8829245565576226
ZeeviD_2015__PNP_Main_683__bin.44	0.7831197187414177	0.853530825641014	0.9318058017526458	0.8998317033257601	0.9005194159662816	0.6158296469968747	0.9150164211252613	0.7830703532300932	0.9403647600609182	0.36951787485445686	0.9724727695300176	0.8634027930665855	0.9291803509377178	0.8527602697286145	0.8733581711837055	0.9343994770660318	0.9440541227578412	0.7576522216749775	0.5088403984647893	1.0	0.8901435798733973	0.9319868086275026	0.9075996786134987	0.5348469442181071	0.6993680079711115	0.46117828099076014	0.4886601178871107	0.9162465869706825
ZeeviD_2015__PNP_Main_27__bin.61	0.8017625517555534	0.8889119054950592	0.9440671021725244	0.7876224383068713	0.8109371858721017	0.6628171816985746	0.9668830623509682	0.8043623537674989	0.9461273994599864	0.43229750122788224	0.9431199151043509	0.8885678439915207	0.9256221481958402	0.8625484472697753	0.8992083022651564	0.9618692311803193	0.942828277173097	0.6870862418660756	0.5493471229383666	0.7984451066667005	1.0	0.9408249841584108	0.9033121009382802	0.5832626293729785	0.726442093583711	0.5384755937733011	0.5257188518728703	0.9310940494155789
ZellerG_2014__CCIS74726977ST-3-0__bin.51	0.7726631792914704	0.8420466217184139	0.9311123241292719	0.7363785914986569	0.7678908995237084	0.6576996431791604	0.8841203022724741	0.7779391840965204	0.9119351936204816	0.4587563422071958	0.9142057014558402	0.8367191208593662	0.9134061081810376	0.8495112088183715	0.8519212241454698	0.9282795730134461	0.9335855391590039	0.6393066571289733	0.5412937494089658	0.7689297153766281	0.865367780136193	1.0	0.8837059931107643	0.5661874100574602	0.7030194477188653	0.5391604083356194	0.5106976029991301	0.8960327440000075
LiJ_2014__MH0395__bin.25	0.7795817145227298	0.8638546767595813	0.913250487702531	0.7412768357530292	0.7661407006054004	0.6691695441035238	0.9072095662379019	0.7898624741854423	0.9249277289294578	0.4426434688563291	0.9259724250614655	0.8456946017895509	0.9272119114741166	0.8592509393058683	0.8699203104239935	0.9323951742403905	0.9398175561281894	0.6245010316132027	0.5550495746109767	0.7750525982213031	0.8599826142406232	0.9146770115488347	1.0	0.5907887455796659	0.7134445996090627	0.5248750095699205	0.5210484950270332	0.9176264852758899
ZeeviD_2015__PNP_Main_670__bin.6	0.7802692982593049	0.8386425239149549	0.9023178795642056	0.6693861078842985	0.7054790906259918	0.7523970696330055	0.8919767193832465	0.8181437788415731	0.9021090348027532	0.5532639611979812	0.9089347653692279	0.8154607553937319	0.9146835704576078	0.8480985093240639	0.8612200547455698	0.9185468269345826	0.9140756166680416	0.548717685732484	0.640045276949707	0.7005552595063386	0.8517105575114623	0.8988685965111777	0.9061670148651391	1.0	0.7428191961780666	0.6190047246482155	0.5447919987930111	0.8987162364538903
ZeeviD_2015__PNP_Main_800__bin.3	0.8387768688148917	0.895214502438837	0.9671345905186209	0.756495884062424	0.7867995544801628	0.7440981423871158	0.9540608877110778	0.8602994456606624	0.9659401364724559	0.5399719629757652	0.9758823981257442	0.8901479945206181	0.9668855858969927	0.895311159759829	0.9084936820678265	0.9742609875689724	0.9851154126819526	0.6157698659599801	0.6457624406293608	0.7889676229980412	0.9136280421451524	0.9612666589852902	0.9424901742392237	0.6397696867278616	1.0	0.6215731459077467	0.5829601464582453	0.951198934849125
ZeeviD_2015__PNP_Main_635__bin.14	0.8218399425597325	0.8725695755353001	0.9928393492799741	0.6631156962946982	0.7138975783398954	0.9623275780702227	0.9221219189903457	0.8564456811930317	0.9366193503586646	0.803102752009061	0.9541337441346206	0.8678005838412167	0.9366800266975891	0.8774127271991802	0.874329189364112	0.9859247748233644	0.9429920513996009	0.47859894962515503	0.9109684280783129	0.684938110134297	0.8915865514265682	0.9705627056253708	0.9128544509465509	0.7018811350520469	0.8183165012674612	1.0	0.6280953360120813	0.9363361941103501
ZeeviD_2015__PNP_DietIntervention_51__bin.5	0.9012690299429724	0.8410045868453875	0.9019411908178256	0.6635736933853333	0.7069647776281368	0.6981924256279279	0.8765230684143938	0.794821261492605	0.8967547844557904	0.532643443943496	0.8959806574288052	0.8247658653214748	0.8943353315980054	0.9150874828798831	0.9504999196506722	0.9104019342571195	0.9109476571033293	0.5444339940468081	0.6164800142263176	0.7025035545400633	0.8425781285050865	0.8898741085099319	0.8771683102250841	0.597942567768744	0.7428943867225387	0.6079735899508686	1.0	0.885629869393595
ZeeviD_2015__PNP_Main_46__bin.50	0.7871046358437651	0.8576500001454124	0.932290177199532	0.750803888133283	0.7874773762564842	0.6711886686914533	0.9248576655107997	0.7928663592325716	0.9396577380231089	0.45392754003930014	0.9386548772767944	0.8580949620425206	0.9210115079361233	0.8671483371124397	0.8722091728071085	0.9356492032855444	0.9428325750885319	0.6434245973773423	0.5529708234897227	0.7826870075973124	0.8867155123023724	0.9277324683558416	0.9179200406379144	0.5861185459924831	0.7202672873513521	0.5385488231775708	0.5262430577704016	1.0
