	XieH_2016__YSZC12003_35980__bin.22	NielsenHB_2014__MH0143__bin.55	ZeeviD_2015__PNP_Validation_18__bin.33	ZeeviD_2015__PNP_Main_650__bin.10	ZeeviD_2015__PNP_Main_677__bin.43	ZeeviD_2015__PNP_Main_505__bin.26	LiJ_2014__MH0222__bin.37	ZeeviD_2015__PNP_Main_379__bin.25	ZeeviD_2015__PNP_Main_93__bin.14	ZeeviD_2015__PNP_Main_742__bin.11	ZeeviD_2015__PNP_Main_706__bin.10	LeChatelierE_2013__MH0143__bin.30	LiJ_2014__MH0303__bin.38	ZeeviD_2015__PNP_Main_107__bin.29	ZeeviD_2015__PNP_Main_365__bin.14	ZeeviD_2015__PNP_Main_113__bin.17	LeChatelierE_2013__MH0276__bin.90	ZeeviD_2015__PNP_Main_589__bin.77	ZeeviD_2015__PNP_Main_616__bin.38	ZeeviD_2015__PNP_Main_683__bin.44	ZeeviD_2015__PNP_Main_27__bin.61	ZellerG_2014__CCIS74726977ST-3-0__bin.51	LiJ_2014__MH0395__bin.25	ZeeviD_2015__PNP_Main_670__bin.6	ZeeviD_2015__PNP_Main_800__bin.3	ZeeviD_2015__PNP_Main_635__bin.14	ZeeviD_2015__PNP_DietIntervention_51__bin.5	ZeeviD_2015__PNP_Main_46__bin.50
ZeeviD_2015__PNP_Main_706__bin.10	0.9613067803592722	0.9929035306479431	0.9927611619934559	0.994045729993128	0.9933595462881535	0.9935232954422119	0.9941263277402782	0.9937720537488205	0.9929713325939741	0.9934255601393607	1.0	0.9931928406749263	0.9937675817496678	0.9616025475495085	0.9612566696518765	0.9928407047861318	0.9934833767857506	0.992819324164703	0.9987014506879907	0.9967663466660754	0.993896953549605	0.9937638965558561	0.9882500262953674	0.9914151544315514	0.9943491262627555	0.9930506854808081	0.9623572898268359	0.9927742150033797
LeChatelierE_2013__MH0143__bin.30	0.9618326818780212	0.999459229810137	0.9925560671157164	0.9944560819497775	0.9938311817892727	0.9937408929876587	0.9945575893453779	0.9935191682082031	0.9932017459152536	0.9944117152382422	0.9931928406749263	1.0	0.9943694310827088	0.9619903277161995	0.9616052993249407	0.992575915594771	0.9940395134484196	0.9927418372815784	0.993534668762027	0.9930909616661081	0.9940818878388293	0.9943932313697055	0.9877081937926178	0.9917079839591688	0.9944312088174445	0.9930148297698574	0.962985051598393	0.9924008689885637
LiJ_2014__MH0303__bin.38	0.9612327637477093	0.9939374302006767	0.9919741117675049	0.9942880628008184	0.9939204763674754	0.9941956109023427	0.9945852280473291	0.9920734563629922	0.9931529229110692	0.9938071300155138	0.9937675817496678	0.9943694310827088	1.0	0.9611710893240785	0.9613730296709037	0.9920449057185429	0.9935917659417134	0.9930426267514338	0.9943067045121555	0.9931177842074216	0.9941928814547214	0.9941899858234834	0.9872879650867162	0.990816638281829	0.9942356377541562	0.9928699121087337	0.9622004755724154	0.9919242665134146
ZeeviD_2015__PNP_Main_107__bin.29	0.9907987376868591	0.9610740162799659	0.9603901166142199	0.9618240956022865	0.9616565376857997	0.9632233676054639	0.9614908286835007	0.9618564021053728	0.9614277246632932	0.9611492348819752	0.9616025475495085	0.9619903277161995	0.9611710893240785	1.0	0.9894482781597391	0.9600519503055741	0.9611738807481937	0.9607876705382172	0.9611189186819992	0.9610805696285916	0.9619992860114297	0.960956206475263	0.9572832583125339	0.9594948445115913	0.9627747157484272	0.9609041462447139	0.9920806059530951	0.9608376019836647
ZeeviD_2015__PNP_Main_365__bin.14	0.992683532305748	0.9608244571294062	0.9607190699533851	0.9616273867851399	0.9610585076084303	0.9607300139221963	0.9609115417506918	0.9617201608653946	0.9607539106582605	0.9614414837214348	0.9612566696518765	0.9616052993249407	0.9613730296709037	0.9894482781597391	1.0	0.9605244411744692	0.9618505296556954	0.9614505428876883	0.960818824609569	0.9610875956275278	0.9616574773890565	0.9613084460348713	0.958884980546481	0.9589573072803984	0.9626039356935657	0.9603065060240964	0.9931514784825118	0.9606786062208904
ZeeviD_2015__PNP_Main_113__bin.17	0.960408902114976	0.9916661742869559	0.9961545139478286	0.9932973745490787	0.9929177050082855	0.9918089120645689	0.992323812396693	0.992466954767804	0.9908265988522218	0.9921808344922939	0.9928407047861318	0.992575915594771	0.9920449057185429	0.9600519503055741	0.9605244411744692	1.0	0.9924717209738783	0.9960510115075992	0.9926182672142059	0.9924694185888343	0.992175027925541	0.9922264780862229	0.9862802834160848	0.9897208678357993	0.9937753365615206	0.9958014294970092	0.9610334220681882	0.9905052799098188
LeChatelierE_2013__MH0276__bin.90	0.9613281671767332	0.9936761467571762	0.9926613059980153	0.9942231055949879	0.9937324692094062	0.9945607158043688	0.9946638757275947	0.9935649783967132	0.9934451458455049	0.9934778771234103	0.9934833767857506	0.9940395134484196	0.9935917659417134	0.9611738807481937	0.9618505296556954	0.9924717209738783	1.0	0.9928613950928254	0.9940772602638768	0.9930056311971568	0.9946178977303399	0.9941455777926096	0.9878235018736247	0.9918545296068091	0.9948179525616858	0.9928836785742692	0.9628056250044774	0.9925784872781412
ZeeviD_2015__PNP_Main_589__bin.77	0.9609450333266114	0.9923572181336734	0.9958160338848223	0.9936660255871751	0.9930699424408623	0.992322775472626	0.9934968620989688	0.9927293619958243	0.9913625809712385	0.9926578440161977	0.992819324164703	0.9927418372815784	0.9930426267514338	0.9607876705382172	0.9614505428876883	0.9960510115075992	0.9928613950928254	1.0	0.9931436451390485	0.9929818859112727	0.9930938847953611	0.9928911097865136	0.9873814709435538	0.9907395116876925	0.993746153718211	0.9958162900564695	0.9615249767762428	0.9913435403872695
ZeeviD_2015__PNP_Main_616__bin.38	0.9613860116315589	0.9930994439146895	0.9929986619199178	0.994492408829247	0.9935809158916917	0.9935627346965189	0.9941018317148754	0.9936169155022189	0.9928452847929247	0.9935120061967467	0.9987014506879907	0.993534668762027	0.9943067045121555	0.9611189186819992	0.960818824609569	0.9926182672142059	0.9940772602638768	0.9931436451390485	1.0	0.9967683733253639	0.9937118863599725	0.9944492972972973	0.9881814562876259	0.9911888236940287	0.9948197057362888	0.9931848688732507	0.9626948915038354	0.9924835624495435
ZeeviD_2015__PNP_Main_683__bin.44	0.9606967978657268	0.9928727749442905	0.9925848612302786	0.9934425547236748	0.9931608658366534	0.9938644597518143	0.9939885600325439	0.9935459094021615	0.9924200414538411	0.9928765019770432	0.9967663466660754	0.9930909616661081	0.9931177842074216	0.9610805696285916	0.9610875956275278	0.9924694185888343	0.9930056311971568	0.9929818859112727	0.9967683733253639	1.0	0.9936382753989305	0.9932426179604262	0.9878050991515585	0.9910141683331654	0.99414867335042	0.9926005580955849	0.9618937362763689	0.9920842725853997
ZeeviD_2015__PNP_Main_27__bin.61	0.9619088730539113	0.9934967188719401	0.9928927633742527	0.9946726738020786	0.9937733046047169	0.9936257947599595	0.9945480808002114	0.9937337974402407	0.9937942394446662	0.9944393622043814	0.993896953549605	0.9940818878388293	0.9941928814547214	0.9619992860114297	0.9616574773890565	0.992175027925541	0.9946178977303399	0.9930938847953611	0.9937118863599725	0.9936382753989305	1.0	0.9944598322964566	0.987665624668976	0.9914422142212651	0.9959629731350645	0.9931000455586033	0.9625873983700483	0.9922449178164636
ZellerG_2014__CCIS74726977ST-3-0__bin.51	0.9610227358790651	0.9939055442757038	0.992618163681486	0.9943908585552916	0.9938333736719501	0.993793877584431	0.994562515190169	0.9934707190333053	0.9929136558431024	0.9935241131371927	0.9937638965558561	0.9943932313697055	0.9941899858234834	0.960956206475263	0.9613084460348713	0.9922264780862229	0.9941455777926096	0.9928911097865136	0.9944492972972973	0.9932426179604262	0.9944598322964566	1.0	0.9874109485122415	0.9915976600450628	0.9948212371230131	0.992596985481374	0.962660900142452	0.9922863234801618
LiJ_2014__MH0395__bin.25	0.9592819299035098	0.9864666951239829	0.9876868174081352	0.987557980829067	0.9879092724249571	0.9864721608337123	0.9866808099939057	0.9887380105945396	0.9865278519216252	0.989013791872877	0.9882500262953674	0.9877081937926178	0.9872879650867162	0.9572832583125339	0.958884980546481	0.9862802834160848	0.9878235018736247	0.9873814709435538	0.9881814562876259	0.9878050991515585	0.987665624668976	0.9874109485122415	1.0	0.9859093127304193	0.9887121301134153	0.9885645970559861	0.9611175484833324	0.9871535924053694
ZeeviD_2015__PNP_Main_670__bin.6	0.9594846882888032	0.9895054108017522	0.9907080834155639	0.9917360326961319	0.9915277807041571	0.9886333553284049	0.990527033242456	0.9928071147609487	0.991065963082424	0.9905805229609828	0.9914151544315514	0.9917079839591688	0.990816638281829	0.9594948445115913	0.9589573072803984	0.9897208678357993	0.9918545296068091	0.9907395116876925	0.9911888236940287	0.9910141683331654	0.9914422142212651	0.9915976600450628	0.9859093127304193	1.0	0.9922478215758294	0.9909205409254036	0.9611058967334956	0.9913531036535949
ZeeviD_2015__PNP_Main_800__bin.3	0.9623140006441008	0.9941759943712004	0.9934607516032079	0.9947233614793541	0.9944888923601111	0.9955103252196879	0.9955952988789314	0.9936911122734987	0.9937389455742868	0.9948883001108404	0.9943491262627555	0.9944312088174445	0.9942356377541562	0.9627747157484272	0.9626039356935657	0.9937753365615206	0.9948179525616858	0.993746153718211	0.9948197057362888	0.99414867335042	0.9959629731350645	0.9948212371230131	0.9887121301134153	0.9922478215758294	1.0	0.9940671490390656	0.9629169265366	0.992876764321506
ZeeviD_2015__PNP_Main_635__bin.14	0.9605256276821008	0.9927062850343631	0.9954877530181381	0.9929111453113543	0.9928440566242646	0.9929049382575502	0.9924447913201464	0.992705743206344	0.9920425763553669	0.9925171645604687	0.9930506854808081	0.9930148297698574	0.9928699121087337	0.9609041462447139	0.9603065060240964	0.9958014294970092	0.9928836785742692	0.9958162900564695	0.9931848688732507	0.9926005580955849	0.9931000455586033	0.992596985481374	0.9885645970559861	0.9909205409254036	0.9940671490390656	1.0	0.9614712208159525	0.9916495586722456
ZeeviD_2015__PNP_DietIntervention_51__bin.5	0.9954899385715695	0.9622225347604475	0.9608071723733751	0.9624240755378483	0.9622415094165457	0.9625171746628158	0.9623024828599002	0.9624772545103549	0.9624361769770469	0.9627147508446076	0.9623572898268359	0.962985051598393	0.9622004755724154	0.9920806059530951	0.9931514784825118	0.9610334220681882	0.9628056250044774	0.9615249767762428	0.9626948915038354	0.9618937362763689	0.9625873983700483	0.962660900142452	0.9611175484833324	0.9611058967334956	0.9629169265366	0.9614712208159525	1.0	0.9619311572077138
ZeeviD_2015__PNP_Main_46__bin.50	0.9609741888841129	0.9919905776821278	0.9914225077804686	0.9920793140268899	0.9925429771340535	0.9915369661045346	0.9915857472883622	0.9934250786025587	0.9916011814675081	0.991862227001261	0.9927742150033797	0.9924008689885637	0.9919242665134146	0.9608376019836647	0.9606786062208904	0.9905052799098188	0.9925784872781412	0.9913435403872695	0.9924835624495435	0.9920842725853997	0.9922449178164636	0.9922863234801618	0.9871535924053694	0.9913531036535949	0.992876764321506	0.9916495586722456	0.9619311572077138	1.0
