	VincentC_2016__MM021.4__bin.22	VincentC_2016__MM020.1__bin.1	VincentC_2016__MM037.2__bin.3	VincentC_2016__MM041.1__bin.4	VincentC_2016__MM030.2__bin.13	VincentC_2016__MM040.1__bin.8	VincentC_2016__MM009.2__bin.8	VincentC_2016__MM028.2__bin.3	VincentC_2016__MM008.2__bin.11	VincentC_2016__MM016.1__bin.8	VincentC_2016__MM022.1__bin.2	VincentC_2016__MM046.1__bin.4	VincentC_2016__MM022.3__bin.2	VincentC_2016__MM024.2__bin.12	VincentC_2016__MM036__bin.9	VincentC_2016__MM018__bin.5	VincentC_2016__MM012.1__bin.4	VincentC_2016__MM038__bin.14	VincentC_2016__MM005.3__bin.4	VincentC_2016__MM043.1__bin.9	VincentC_2016__MM009.1__bin.18	VincentC_2016__MM024.3__bin.2	VincentC_2016__MM007__bin.6	VincentC_2016__MM019.1__bin.3	VincentC_2016__MM043.2__bin.13	VincentC_2016__MM027.3__bin.18	VincentC_2016__MM026.2__bin.2	VincentC_2016__MM045.2__bin.12	VincentC_2016__MM013.3__bin.8	VincentC_2016__MM040.2__bin.4	VincentC_2016__MM031__bin.2	VincentC_2016__MM029.1__bin.4	VincentC_2016__MM013.2__bin.5	VincentC_2016__MM032.1__bin.13	VincentC_2016__MM005.2__bin.17	VincentC_2016__MM021.3__bin.1	VincentC_2016__MM024.1__bin.1	VincentC_2016__MM014__bin.12	VincentC_2016__MM045.1__bin.8	VincentC_2016__MM042.2__bin.17	VincentC_2016__MM006.2__bin.2	VincentC_2016__MM021.1__bin.8	VincentC_2016__MM025__bin.4	VincentC_2016__MM012.2__bin.24	VincentC_2016__MM033.2__bin.6	VincentC_2016__MM008.1__bin.31	VincentC_2016__MM028.1__bin.4	VincentC_2016__MM033.3__bin.17	VincentC_2016__MM023.2__bin.32
VincentC_2016__MM022.1__bin.2	4530906.0	4662943.0	3986082.0	4057160.0	4568215.0	4682331.0	4675917.0	4657195.0	4586968.0	4153408.0	4751770.0	4676371.0	4164593.0	3433562.0	4680013.0	4682246.0	4634504.0	4652614.0	4639570.0	4679517.0	4624343.0	4103468.0	4645726.0	4662035.0	4676872.0	4662537.0	4689712.0	4472704.0	4680157.0	4611729.0	4673725.0	4660271.0	4637494.0	4686421.0	4649036.0	4613950.0	4641517.0	4649964.0	4282982.0	4608396.0	4581974.0	4603911.0	4671729.0	4269508.0	3686019.0	2375173.0	4672634.0	4693819.0	3662567.0
VincentC_2016__MM046.1__bin.4	4975379.0	5166309.0	4352142.0	4444099.0	5064425.0	5189122.0	5187356.0	5150926.0	5063843.0	4564916.0	4676371.0	5244504.0	4547727.0	3757333.0	5179835.0	5186446.0	5128732.0	5141912.0	5145904.0	5189204.0	5119816.0	4491550.0	5142649.0	5156799.0	5173926.0	5153527.0	5196110.0	4921002.0	5197577.0	5092784.0	5183623.0	5162618.0	5133197.0	5192452.0	5141639.0	5105901.0	5142832.0	5156411.0	4711712.0	5081600.0	5075646.0	5085032.0	5173414.0	4670021.0	4024964.0	2566966.0	5170278.0	5195375.0	3994790.0
VincentC_2016__MM022.3__bin.2	4413117.0	4533384.0	3901653.0	3951691.0	4441033.0	4549513.0	4545326.0	4531070.0	4464085.0	4048815.0	4164593.0	4547727.0	4666153.0	3361867.0	4552115.0	4552397.0	4497852.0	4520556.0	4511386.0	4547562.0	4497996.0	3996153.0	4517097.0	4528349.0	4551861.0	4533285.0	4555965.0	4361907.0	4557160.0	4494654.0	4538126.0	4532696.0	4499627.0	4556364.0	4517285.0	4492540.0	4511036.0	4521059.0	4186837.0	4478078.0	4453379.0	4492562.0	4545510.0	4155399.0	3592801.0	2335322.0	4538258.0	4562049.0	3575275.0
VincentC_2016__MM024.2__bin.12	3658805.0	3752086.0	3221133.0	3293525.0	3670766.0	3761199.0	3759821.0	3750695.0	3695511.0	3343814.0	3433562.0	3757333.0	3361867.0	3979055.0	3758952.0	3767140.0	3720199.0	3744912.0	3739949.0	3753856.0	3721580.0	3348082.0	3753139.0	3746783.0	3765619.0	3749100.0	3765521.0	3612874.0	3766300.0	3709032.0	3756889.0	3755275.0	3730173.0	3763670.0	3736512.0	3707740.0	3737683.0	3746586.0	3468216.0	3703515.0	3690787.0	3698534.0	3754644.0	3452743.0	2975592.0	1965734.0	3759308.0	3769091.0	2974187.0
VincentC_2016__MM036__bin.9	4987905.0	5166547.0	4359120.0	4457154.0	5077932.0	5194902.0	5190289.0	5168746.0	5069422.0	4568606.0	4680013.0	5179835.0	4552115.0	3758952.0	5248347.0	5203662.0	5139573.0	5155158.0	5159689.0	5197125.0	5136213.0	4499667.0	5153667.0	5171947.0	5196145.0	5162547.0	5206084.0	4929374.0	5199202.0	5100764.0	5193073.0	5176582.0	5142184.0	5206492.0	5164990.0	5118298.0	5151032.0	5170296.0	4722674.0	5086843.0	5089447.0	5091538.0	5189114.0	4687797.0	4037969.0	2582767.0	5188859.0	5214001.0	4009718.0
VincentC_2016__MM018__bin.5	4994885.0	5178108.0	4356995.0	4458862.0	5082245.0	5196544.0	5215040.0	5175438.0	5072706.0	4566872.0	4682246.0	5186446.0	4552397.0	3767140.0	5203662.0	5244048.0	5150645.0	5154245.0	5171633.0	5198791.0	5145955.0	4503802.0	5177551.0	5182622.0	5199859.0	5170105.0	5215399.0	4925833.0	5210499.0	5106522.0	5198238.0	5192364.0	5147690.0	5211436.0	5170315.0	5123041.0	5162712.0	5181556.0	4730758.0	5097227.0	5105356.0	5094406.0	5196221.0	4690502.0	4043598.0	2587297.0	5195534.0	5211192.0	4005545.0
VincentC_2016__MM012.1__bin.4	4937401.0	5118155.0	4310961.0	4403562.0	5023248.0	5145925.0	5143030.0	5127947.0	5014636.0	4523181.0	4634504.0	5128732.0	4497852.0	3720199.0	5139573.0	5150645.0	5189184.0	5096960.0	5114385.0	5140550.0	5087556.0	4457279.0	5105694.0	5125634.0	5138843.0	5111198.0	5154421.0	4873334.0	5149287.0	5048507.0	5149189.0	5132409.0	5087355.0	5146430.0	5116523.0	5060088.0	5105308.0	5128576.0	4676927.0	5037169.0	5068491.0	5034895.0	5132255.0	4633803.0	3995863.0	2557461.0	5131883.0	5158873.0	3967990.0
VincentC_2016__MM038__bin.14	4949261.0	5126708.0	4339983.0	4433960.0	5033445.0	5149184.0	5149234.0	5126034.0	5035446.0	4539585.0	4652614.0	5141912.0	4520556.0	3744912.0	5155158.0	5154245.0	5096960.0	5206724.0	5108249.0	5148796.0	5085931.0	4472929.0	5107222.0	5126877.0	5150300.0	5125732.0	5161064.0	4896109.0	5150200.0	5065253.0	5141965.0	5126534.0	5094834.0	5163586.0	5116348.0	5073987.0	5101076.0	5120687.0	4691855.0	5049491.0	5040522.0	5061539.0	5148237.0	4645539.0	4013260.0	2564387.0	5138690.0	5168213.0	3987388.0
VincentC_2016__MM005.3__bin.4	4944503.0	5132595.0	4323175.0	4419827.0	5035764.0	5163643.0	5165219.0	5146517.0	5024336.0	4531196.0	4639570.0	5145904.0	4511386.0	3739949.0	5159689.0	5171633.0	5114385.0	5108249.0	5215396.0	5158531.0	5095512.0	4457329.0	5134201.0	5146254.0	5154678.0	5124599.0	5169012.0	4886565.0	5168071.0	5069398.0	5163238.0	5148102.0	5114272.0	5161355.0	5134116.0	5079081.0	5123438.0	5149115.0	4687188.0	5050222.0	5066430.0	5046615.0	5146721.0	4655996.0	3999621.0	2575235.0	5145848.0	5171018.0	3965455.0
VincentC_2016__MM043.1__bin.9	4991514.0	5171330.0	4351288.0	4459788.0	5069381.0	5198124.0	5188808.0	5169839.0	5065344.0	4562651.0	4679517.0	5189204.0	4547562.0	3753856.0	5197125.0	5198791.0	5140550.0	5148796.0	5158531.0	5244230.0	5133922.0	4496104.0	5155964.0	5170315.0	5193712.0	5164346.0	5213886.0	4922263.0	5205608.0	5107302.0	5191470.0	5174444.0	5140958.0	5205589.0	5159387.0	5117942.0	5146896.0	5171062.0	4716799.0	5090736.0	5092392.0	5099113.0	5190300.0	4680937.0	4032951.0	2584302.0	5188734.0	5212519.0	3999779.0
VincentC_2016__MM009.1__bin.18	4930485.0	5116967.0	4299317.0	4410516.0	5008529.0	5136516.0	5137426.0	5120331.0	5003780.0	4509944.0	4624343.0	5119816.0	4497996.0	3721580.0	5136213.0	5145955.0	5087556.0	5085931.0	5095512.0	5133922.0	5167124.0	4451467.0	5110061.0	5118567.0	5129172.0	5107755.0	5145641.0	4866495.0	5137978.0	5046282.0	5136800.0	5119339.0	5087456.0	5144816.0	5103298.0	5057305.0	5092215.0	5122116.0	4662920.0	5030277.0	5038380.0	5036166.0	5123979.0	4627591.0	3994323.0	2556121.0	5131021.0	5143317.0	3960766.0
VincentC_2016__MM024.3__bin.2	4352499.0	4485781.0	3830289.0	3903344.0	4389678.0	4505854.0	4494296.0	4479900.0	4427990.0	4000680.0	4103468.0	4491550.0	3996153.0	3348082.0	4499667.0	4503802.0	4457279.0	4472929.0	4457329.0	4496104.0	4451467.0	4749100.0	4464952.0	4478724.0	4495584.0	4476718.0	4508112.0	4291711.0	4496865.0	4434515.0	4492320.0	4486458.0	4454580.0	4507728.0	4469407.0	4438138.0	4468501.0	4479637.0	4118816.0	4424173.0	4409242.0	4428905.0	4491522.0	4094216.0	3586951.0	2291543.0	4491699.0	4513285.0	3526415.0
VincentC_2016__MM007__bin.6	4945120.0	5138589.0	4322437.0	4425053.0	5040594.0	5158134.0	5166743.0	5143852.0	5031909.0	4538650.0	4645726.0	5142649.0	4517097.0	3753139.0	5153667.0	5177551.0	5105694.0	5107222.0	5134201.0	5155964.0	5110061.0	4464952.0	5208005.0	5152685.0	5152347.0	5123688.0	5163746.0	4886838.0	5162889.0	5066412.0	5159401.0	5157515.0	5117246.0	5162979.0	5126350.0	5077088.0	5128701.0	5151653.0	4692272.0	5057167.0	5081263.0	5053133.0	5144170.0	4652877.0	4011170.0	2565188.0	5159824.0	5163772.0	3979450.0
VincentC_2016__MM019.1__bin.3	4963766.0	5152729.0	4333340.0	4437783.0	5054506.0	5174227.0	5181372.0	5156800.0	5045727.0	4542797.0	4662035.0	5156799.0	4528349.0	3746783.0	5171947.0	5182622.0	5125634.0	5126877.0	5146254.0	5170315.0	5118567.0	4478724.0	5152685.0	5228178.0	5171007.0	5141287.0	5183675.0	4904962.0	5180578.0	5084627.0	5182377.0	5165771.0	5133157.0	5179398.0	5142753.0	5096419.0	5139274.0	5154944.0	4705478.0	5075094.0	5087002.0	5069851.0	5167250.0	4662564.0	4017017.0	2570445.0	5167985.0	5182555.0	3987341.0
VincentC_2016__MM043.2__bin.13	4989730.0	5165670.0	4354215.0	4457690.0	5074442.0	5188561.0	5198945.0	5167131.0	5073008.0	4561980.0	4676872.0	5173926.0	4551861.0	3765619.0	5196145.0	5199859.0	5138843.0	5150300.0	5154678.0	5193712.0	5129172.0	4495584.0	5152347.0	5171007.0	5252634.0	5160547.0	5205652.0	4917512.0	5201672.0	5104068.0	5188247.0	5178265.0	5137072.0	5201198.0	5159450.0	5125117.0	5151856.0	5163895.0	4720528.0	5086855.0	5080917.0	5091229.0	5191464.0	4687448.0	4040014.0	2583595.0	5179034.0	5203399.0	4001816.0
VincentC_2016__MM027.3__bin.18	4959322.0	5140284.0	4334694.0	4436016.0	5044980.0	5164393.0	5164220.0	5137265.0	5047998.0	4550325.0	4662537.0	5153527.0	4533285.0	3749100.0	5162547.0	5170105.0	5111198.0	5125732.0	5124599.0	5164346.0	5107755.0	4476718.0	5123688.0	5141287.0	5160547.0	5213306.0	5174596.0	4899185.0	5169323.0	5081362.0	5158632.0	5142197.0	5114534.0	5174880.0	5127080.0	5089458.0	5119792.0	5136973.0	4699780.0	5062508.0	5055890.0	5065119.0	5152496.0	4657281.0	4025629.0	2575084.0	5156015.0	5173828.0	3984352.0
VincentC_2016__MM026.2__bin.2	4999314.0	5178415.0	4363993.0	4467541.0	5083509.0	5211958.0	5203442.0	5180608.0	5080504.0	4576703.0	4689712.0	5196110.0	4555965.0	3765521.0	5206084.0	5215399.0	5154421.0	5161064.0	5169012.0	5213886.0	5145641.0	4508112.0	5163746.0	5183675.0	5205652.0	5174596.0	5254853.0	4937639.0	5207667.0	5112476.0	5201819.0	5191140.0	5149736.0	5211100.0	5172828.0	5130483.0	5156639.0	5183213.0	4731922.0	5099587.0	5100799.0	5101813.0	5199770.0	4692573.0	4044558.0	2582605.0	5201176.0	5222890.0	4009889.0
VincentC_2016__MM045.2__bin.12	4746674.0	4907958.0	4184595.0	4263077.0	4816163.0	4934300.0	4917489.0	4902204.0	4819319.0	4354975.0	4472704.0	4921002.0	4361907.0	3612874.0	4929374.0	4925833.0	4873334.0	4896109.0	4886565.0	4922263.0	4866495.0	4291711.0	4886838.0	4904962.0	4917512.0	4899185.0	4937639.0	5061236.0	4926583.0	4850639.0	4918463.0	4902598.0	4874535.0	4937658.0	4889953.0	4858561.0	4877825.0	4899016.0	4501735.0	4844554.0	4825459.0	4850321.0	4923876.0	4469149.0	3847414.0	2480472.0	4917094.0	4941281.0	3840357.0
VincentC_2016__MM013.3__bin.8	4983845.0	5172850.0	4358038.0	4463210.0	5077112.0	5198598.0	5206868.0	5178388.0	5073934.0	4571488.0	4680157.0	5197577.0	4557160.0	3766300.0	5199202.0	5210499.0	5149287.0	5150200.0	5168071.0	5205608.0	5137978.0	4496865.0	5162889.0	5180578.0	5201672.0	5169323.0	5207667.0	4926583.0	5286395.0	5107672.0	5202119.0	5183811.0	5145095.0	5211591.0	5168365.0	5127004.0	5157792.0	5175864.0	4731851.0	5089976.0	5094079.0	5095079.0	5190827.0	4689035.0	4036660.0	2585003.0	5184717.0	5217489.0	4001804.0
VincentC_2016__MM040.2__bin.4	4907339.0	5086189.0	4303480.0	4392175.0	4983855.0	5101679.0	5101700.0	5084799.0	4992348.0	4500601.0	4611729.0	5092784.0	4494654.0	3709032.0	5100764.0	5106522.0	5048507.0	5065253.0	5069398.0	5107302.0	5046282.0	4434515.0	5066412.0	5084627.0	5104068.0	5081362.0	5112476.0	4850639.0	5107672.0	5179353.0	5098228.0	5079060.0	5047143.0	5110031.0	5067472.0	5034045.0	5056200.0	5075632.0	4654598.0	5010252.0	4997243.0	5016927.0	5098151.0	4611899.0	3975395.0	2551169.0	5091999.0	5118105.0	3957419.0
VincentC_2016__MM031__bin.2	4976234.0	5162578.0	4349813.0	4451821.0	5067422.0	5193244.0	5199379.0	5176670.0	5066381.0	4562906.0	4673725.0	5183623.0	4538126.0	3756889.0	5193073.0	5198238.0	5149189.0	5141965.0	5163238.0	5191470.0	5136800.0	4492320.0	5159401.0	5182377.0	5188247.0	5158632.0	5201819.0	4918463.0	5202119.0	5098228.0	5225821.0	5181510.0	5141853.0	5197030.0	5163475.0	5109757.0	5157676.0	5177914.0	4712974.0	5088609.0	5093671.0	5093204.0	5181938.0	4676060.0	4031554.0	2574323.0	5185720.0	5201715.0	3998837.0
VincentC_2016__MM029.1__bin.4	4972393.0	5150093.0	4340956.0	4434160.0	5060393.0	5178165.0	5183464.0	5155997.0	5050473.0	4550252.0	4660271.0	5162618.0	4532696.0	3755275.0	5176582.0	5192364.0	5132409.0	5126534.0	5148102.0	5174444.0	5119339.0	4486458.0	5157515.0	5165771.0	5178265.0	5142197.0	5191140.0	4902598.0	5183811.0	5079060.0	5181510.0	5233925.0	5122551.0	5181778.0	5144223.0	5098715.0	5153681.0	5156243.0	4704315.0	5069787.0	5076216.0	5072514.0	5167052.0	4668913.0	4023457.0	2572153.0	5167737.0	5189914.0	3988435.0
VincentC_2016__MM013.2__bin.5	4938944.0	5121399.0	4308151.0	4409616.0	5020990.0	5143825.0	5145651.0	5129389.0	5011980.0	4516700.0	4637494.0	5133197.0	4499627.0	3730173.0	5142184.0	5147690.0	5087355.0	5094834.0	5114272.0	5140958.0	5087456.0	4454580.0	5117246.0	5133157.0	5137072.0	5114534.0	5149736.0	4874535.0	5145095.0	5047143.0	5141853.0	5122551.0	5196030.0	5144888.0	5107795.0	5071157.0	5112085.0	5127967.0	4670531.0	5036922.0	5045589.0	5042080.0	5135454.0	4637353.0	3993515.0	2557066.0	5137896.0	5151963.0	3962754.0
VincentC_2016__MM032.1__bin.13	4994453.0	5180977.0	4364906.0	4471518.0	5081634.0	5205464.0	5203961.0	5174580.0	5079993.0	4577411.0	4686421.0	5192452.0	4556364.0	3763670.0	5206492.0	5211436.0	5146430.0	5163586.0	5161355.0	5205589.0	5144816.0	4507728.0	5162979.0	5179398.0	5201198.0	5174880.0	5211100.0	4937658.0	5211591.0	5110031.0	5197030.0	5181778.0	5144888.0	5259213.0	5168388.0	5120161.0	5154022.0	5179809.0	4730433.0	5099557.0	5095691.0	5102369.0	5195062.0	4691468.0	4041317.0	2588017.0	5193168.0	5224362.0	4006997.0
VincentC_2016__MM005.2__bin.17	4952245.0	5136087.0	4330266.0	4425126.0	5043282.0	5157057.0	5163073.0	5143342.0	5033750.0	4532642.0	4649036.0	5141639.0	4517285.0	3736512.0	5164990.0	5170315.0	5116523.0	5116348.0	5134116.0	5159387.0	5103298.0	4469407.0	5126350.0	5142753.0	5159450.0	5127080.0	5172828.0	4889953.0	5168365.0	5067472.0	5163475.0	5144223.0	5107795.0	5168388.0	5201057.0	5079209.0	5122244.0	5135383.0	4687172.0	5053100.0	5056154.0	5057883.0	5151940.0	4656620.0	4009091.0	2562291.0	5148717.0	5172834.0	3973326.0
VincentC_2016__MM021.3__bin.1	4919707.0	5093379.0	4299899.0	4402462.0	5000748.0	5112572.0	5115038.0	5088634.0	5002725.0	4503144.0	4613950.0	5105901.0	4492540.0	3707740.0	5118298.0	5123041.0	5060088.0	5073987.0	5079081.0	5117942.0	5057305.0	4438138.0	5077088.0	5096419.0	5125117.0	5089458.0	5130483.0	4858561.0	5127004.0	5034045.0	5109757.0	5098715.0	5071157.0	5120161.0	5079209.0	5176221.0	5071550.0	5086787.0	4659884.0	5017979.0	5003125.0	5018642.0	5115497.0	4623525.0	3988410.0	2545640.0	5110252.0	5132139.0	3945514.0
VincentC_2016__MM024.1__bin.1	4941957.0	5125958.0	4322806.0	4418369.0	5029219.0	5149841.0	5153444.0	5132199.0	5024927.0	4527406.0	4641517.0	5142832.0	4511036.0	3737683.0	5151032.0	5162712.0	5105308.0	5101076.0	5123438.0	5146896.0	5092215.0	4468501.0	5128701.0	5139274.0	5151856.0	5119792.0	5156639.0	4877825.0	5157792.0	5056200.0	5157676.0	5153681.0	5112085.0	5154022.0	5122244.0	5071550.0	5209990.0	5141286.0	4680999.0	5045311.0	5055884.0	5047377.0	5140830.0	4651420.0	3997671.0	2562229.0	5142186.0	5161822.0	3964360.0
VincentC_2016__MM014__bin.12	4958671.0	5146715.0	4332139.0	4432897.0	5052058.0	5176452.0	5170204.0	5153527.0	5037574.0	4542143.0	4649964.0	5156411.0	4521059.0	3746586.0	5170296.0	5181556.0	5128576.0	5120687.0	5149115.0	5171062.0	5122116.0	4479637.0	5151653.0	5154944.0	5163895.0	5136973.0	5183213.0	4899016.0	5175864.0	5075632.0	5177914.0	5156243.0	5127967.0	5179809.0	5135383.0	5086787.0	5141286.0	5210755.0	4692586.0	5059056.0	5080053.0	5060192.0	5165601.0	4656542.0	4015420.0	2571089.0	5168765.0	5185558.0	3979524.0
