	VincentC_2016__MM021.4__bin.22	VincentC_2016__MM020.1__bin.1	VincentC_2016__MM037.2__bin.3	VincentC_2016__MM041.1__bin.4	VincentC_2016__MM030.2__bin.13	VincentC_2016__MM040.1__bin.8	VincentC_2016__MM009.2__bin.8	VincentC_2016__MM028.2__bin.3	VincentC_2016__MM008.2__bin.11	VincentC_2016__MM016.1__bin.8	VincentC_2016__MM022.1__bin.2	VincentC_2016__MM046.1__bin.4	VincentC_2016__MM022.3__bin.2	VincentC_2016__MM024.2__bin.12	VincentC_2016__MM036__bin.9	VincentC_2016__MM018__bin.5	VincentC_2016__MM012.1__bin.4	VincentC_2016__MM038__bin.14	VincentC_2016__MM005.3__bin.4	VincentC_2016__MM043.1__bin.9	VincentC_2016__MM009.1__bin.18	VincentC_2016__MM024.3__bin.2	VincentC_2016__MM007__bin.6	VincentC_2016__MM019.1__bin.3	VincentC_2016__MM043.2__bin.13	VincentC_2016__MM027.3__bin.18	VincentC_2016__MM026.2__bin.2	VincentC_2016__MM045.2__bin.12	VincentC_2016__MM013.3__bin.8	VincentC_2016__MM040.2__bin.4	VincentC_2016__MM031__bin.2	VincentC_2016__MM029.1__bin.4	VincentC_2016__MM013.2__bin.5	VincentC_2016__MM032.1__bin.13	VincentC_2016__MM005.2__bin.17	VincentC_2016__MM021.3__bin.1	VincentC_2016__MM024.1__bin.1	VincentC_2016__MM014__bin.12	VincentC_2016__MM045.1__bin.8	VincentC_2016__MM042.2__bin.17	VincentC_2016__MM006.2__bin.2	VincentC_2016__MM021.1__bin.8	VincentC_2016__MM025__bin.4	VincentC_2016__MM012.2__bin.24	VincentC_2016__MM033.2__bin.6	VincentC_2016__MM008.1__bin.31	VincentC_2016__MM028.1__bin.4	VincentC_2016__MM033.3__bin.17	VincentC_2016__MM023.2__bin.32
VincentC_2016__MM022.1__bin.2	0.9523975276581148	0.9801415051654436	0.837541589765498	0.8525315829680309	0.9603690835204566	0.9843201585935345	0.983194683244349	0.9790898970278443	0.9643943204321759	0.8730087946175845	1.0	0.9830700980897644	0.8750448780138769	0.7214726301988522	0.9837502656904691	0.9845322900729623	0.9743809149011842	0.977973681386094	0.9755133350309464	0.9837803597396338	0.9722278224745726	0.8621820921467159	0.9767596074725838	0.9800964693156444	0.9831835295058473	0.9799916662633082	0.985776247587741	0.9401292570978814	0.9840301613924917	0.9693171176214337	0.9827180187593254	0.9798395124343139	0.9748756779052858	0.9851646860012165	0.977442721343836	0.9697596895472633	0.9759110815548733	0.9777432409396919	0.900223916561618	0.9685792872971546	0.9634113183087565	0.9676735195516618	0.9820805720815612	0.8970953981358525	0.7744337373231449	0.49874720367357844	0.9823204826832949	0.986789343760325	0.7692908116344015
VincentC_2016__MM046.1__bin.4	0.9478108892661727	0.9843266398500221	0.8287624530365503	0.8464865314241347	0.9649837239136437	0.9889133462382715	0.9886101717149991	0.9817542326214261	0.9646933246690249	0.8695401891198863	0.8907082538215244	1.0	0.8660283222207477	0.7154579346302339	0.9869491948142284	0.9885405750477071	0.9775719496066739	0.9795923503919531	0.9808311710697523	0.9888042796802138	0.9757975206044269	0.8554921494959294	0.9801529372463058	0.98285119050343	0.9860478703038458	0.9818983835268311	0.9901664676011307	0.9373595672727106	0.9905285609468503	0.9701763979968363	0.9879769373805417	0.9839950546324304	0.97827153911981	0.9895307544812626	0.9800116464779128	0.9728208806781345	0.9801273866889986	0.982755661927229	0.8974406349961789	0.9680286257766226	0.967416365780253	0.9686250596815257	0.9858083814980405	0.8895064242490806	0.7663264247677188	0.4886221842904496	0.9852931754842784	0.9901390102858155	0.76041986048633
VincentC_2016__MM022.3__bin.2	0.9445236793564206	0.9704660348685524	0.8347934583370926	0.8455556429461272	0.9505969907116204	0.9737942583537231	0.9731200412845442	0.9699857677191469	0.955562322967121	0.866261564933683	0.8911006561507949	0.9733690686953471	1.0	0.7192938165550936	0.9743141727242978	0.9746397085564918	0.962961351674495	0.967506209076299	0.9659235348690881	0.9735113700729486	0.9628865577275327	0.8549927531308982	0.9670057968523537	0.969384844431805	0.9743559630385031	0.9703635950214234	0.9753497152793748	0.9335218969459425	0.9754926595848871	0.9620181764292769	0.97160294572424	0.9703245907281651	0.9632189514574426	0.9753606450538592	0.9671796016975868	0.9616234186920146	0.9656815796653047	0.9678572477156235	0.8959058993564936	0.9584062074261175	0.9534046568983058	0.9614854035004853	0.9729490224602579	0.8891945892044261	0.7685213065238109	0.49938139619510974	0.9714940765980027	0.9765787791356177	0.7647040292077864
VincentC_2016__MM024.2__bin.12	0.9184007258004727	0.9419724029951836	0.8079496262303487	0.826385159290334	0.9214451672570497	0.9442254505152606	0.9440889859526947	0.9415695435222685	0.9277293226658088	0.8391557794501459	0.861579445370823	0.9429932483969183	0.8435005296483713	1.0	0.943653455405869	0.9458155265509022	0.9340313215072422	0.9400910517698298	0.938860860179113	0.9422963492588065	0.9343401888136755	0.8399969339453714	0.9422111531506853	0.9406896863702563	0.9452374998586347	0.9411071221684545	0.9454488565752421	0.9067944524516499	0.9455420947938644	0.931019551124576	0.9433254880869955	0.9427366548087422	0.9364321428077772	0.944909029907855	0.9382091979125697	0.9306154350718951	0.9383873809233599	0.9406122810566832	0.8703684668847251	0.9295867988756124	0.9266994298897602	0.9283186585759684	0.9425682731201253	0.8663494221617947	0.7464433138018952	0.49298991846053897	0.9435959040525954	0.9462100925973629	0.745827841032607
VincentC_2016__MM036__bin.9	0.9494675180585431	0.9837203980605703	0.8296524600983891	0.8483126210976522	0.9668226967462327	0.9891977416889547	0.9885110492884711	0.9841811145490189	0.9651888489842612	0.869774997727856	0.8906718629694264	0.9862265204644434	0.8662344543910683	0.7154345930251944	1.0	0.9909626783442482	0.9788207601364772	0.9814880761504527	0.9825131608104418	0.9894220027753501	0.9780883390522768	0.8563776366158716	0.981469975213148	0.9848331293643503	0.9893865630454693	0.982996741640749	0.9913399399849134	0.9382714214589851	0.9901178409125768	0.9711572043540567	0.9888776409029357	0.9857757118574668	0.9791080886991657	0.9913925279711879	0.9835713987661258	0.9744489074369511	0.9809233269065479	0.9845911484130146	0.8988999774595696	0.9683910000615431	0.9691918236351369	0.9691664823229105	0.9880387100929111	0.8921254635030801	0.7683280087997231	0.4912413375106486	0.9880348993692681	0.9929063379384023	0.7626999510512548
VincentC_2016__MM018__bin.5	0.9517159263225661	0.9869200281919617	0.8300856513899186	0.8495528645046727	0.9687279750299768	0.9905975307624949	0.9941617620586234	0.9865695355954026	0.9668349717622722	0.8702818891055154	0.8921106366684668	0.9886265343108988	0.8672342434699302	0.71766162323457	0.991775056216114	1.0	0.9819406687352976	0.9822900171775697	0.9859238511928189	0.99095069305239	0.9809334315780481	0.8581054177993794	0.9868744527128661	0.9880010633007174	0.991200118686938	0.9853124914188428	0.9940967359566503	0.9386165038916501	0.9933156599634481	0.973081291399316	0.9910281141591382	0.9898738531760198	0.981265045628873	0.9934188245416518	0.9856597422449223	0.9764098269123395	0.9842280238472264	0.9877859622947769	0.9013559753839019	0.9713116661022172	0.9733320518805318	0.9707281474158894	0.9904230472337401	0.893617678556718	0.7700493969544139	0.49253839781786896	0.990344481972705	0.9934655441750343	0.762684094424765
VincentC_2016__MM012.1__bin.4	0.9508124976874978	0.9857440013690013	0.8299073611573612	0.8478855249688583	0.9675112695946029	0.9912816735733403	0.9908679283679284	0.9878038628038629	0.9658113876863877	0.8709995637078971	0.8922470276636945	0.9879934879934881	0.8659020377770378	0.716213184963185	0.9899805056055055	0.9923224923224923	1.0	0.9816115597365597	0.9852897873731207	0.9901678182928184	0.9800731675731675	0.8581397383480717	0.9837209472626139	0.9873924301007635	0.9898824169657503	0.9844154687904687	0.9928293157459824	0.9384415738582405	0.9920135805552471	0.9721979409479409	0.992022059730393	0.9887681762681763	0.9799746935163601	0.9913974913974914	0.9857407253240587	0.9746476517309851	0.9836030096446763	0.9880227796894464	0.9004612285862286	0.9700405689989022	0.9764972681639349	0.9695316257816258	0.98852748331915	0.8921310171310171	0.7689538470788471	0.4920392107892108	0.9886523584440251	0.9937818739902072	0.763469940553274
VincentC_2016__MM038__bin.14	0.9496097738232332	0.9838230334467508	0.8323396823031142	0.8506135527829015	0.965969580872733	0.9883195268272333	0.9884368750869068	0.983813046360821	0.9663861575916066	0.8710319579067375	0.8925201335811155	0.9867002744912154	0.8670580580034586	0.7184313975543931	0.9893341763458174	0.9893314875149902	0.9783047843519264	1.0	0.9805367059978597	0.9880420010739959	0.9762343846149709	0.8579803730714362	0.980301817419168	0.9840665646959585	0.9883596672302968	0.9836165696510896	0.9905702702889572	0.9393647521935097	0.9885165797149993	0.9718606171558162	0.987052319270236	0.9839995359846231	0.9778232915745102	0.9909576539874209	0.9821067911416084	0.973690366533736	0.9791456201634655	0.9828830950132944	0.9000035338919444	0.968918075934119	0.9675579116542378	0.9711392422567433	0.9878595446964348	0.8911962685174017	0.7695769931342625	0.4917255072479355	0.9862408685384514	0.9918916385811885	0.7645091232029967
VincentC_2016__MM005.3__bin.4	0.9473558671287856	0.9835109356988425	0.8280786348725965	0.8467483581304277	0.9651842352910498	0.9897294471982568	0.9900394907692531	0.9863832008154318	0.9628977358574498	0.8682404941062961	0.8887944462894092	0.9863053543776925	0.8642003406836222	0.7162982446586991	0.9887207030875509	0.991340254891479	0.9803378305309894	0.978906299732561	1.0	0.9886093021507859	0.9766675435575746	0.8538784015633712	0.9842013914187916	0.9864437906536724	0.9879644805495115	0.9820262929219563	0.9907109642297537	0.9363181626093205	0.9905907432532448	0.9712129241959767	0.9897250371783849	0.9867327428252811	0.980292388152309	0.9892673538116761	0.9840915244019821	0.9733711495733018	0.9820205407221235	0.9870341580965281	0.8979782168027126	0.9676597903591597	0.9711605791774968	0.9669177565807083	0.9864374632338562	0.8919414748180196	0.7659021481782017	0.4929123311058259	0.9863088056975923	0.9911310665575539	0.7592004518928188
VincentC_2016__MM043.1__bin.9	0.9509743089071228	0.9855170349126564	0.8288145256786983	0.8495228088775664	0.9660867276988232	0.990616925649714	0.9890666503948149	0.9852597998180859	0.9652991954967651	0.8692317079914497	0.8913983559073495	0.9888559426264676	0.8662001857279332	0.7149665441828448	0.990198751770994	0.9909163022979542	0.9797745331535802	0.9809756627760415	0.9831736975685659	1.0	0.9784260034361575	0.8563554611449155	0.982574372214796	0.9854615453555622	0.989785154350591	0.9838925828958683	0.9934617665510476	0.9377359497962522	0.9921178132919419	0.972837385087992	0.9894935958186426	0.9862687181912311	0.9796505874074936	0.991982045028536	0.9832330008409242	0.9751074990990097	0.9810910276627838	0.9855814867006214	0.8984941545279288	0.969830651973693	0.970533519696886	0.9713010298938072	0.9890580695354704	0.8915756936671352	0.7679441977182541	0.49182225035896593	0.9887346664810659	0.9933856829315266	0.7614732763437149
VincentC_2016__MM009.1__bin.18	0.9534174136328062	0.989662140873724	0.8310919188314428	0.8527647101172722	0.9688523054604457	0.9937220395717231	0.9939283438911084	0.99048329399488	0.9678436205517809	0.8721840234528918	0.8940762791835459	0.9904105262424513	0.8695312905206067	0.719508763482355	0.9934630947505807	0.9955367821635401	0.9842573934745906	0.9837160865502744	0.9857917092757983	0.9930264882360091	1.0	0.8605878240971185	0.9885924936192744	0.9900933285131148	0.9921763054263842	0.9879331326285182	0.9953165435936896	0.941035864438322	0.9939476970167543	0.9757551783158291	0.9938420289507277	0.9904087844611432	0.9841486289084606	0.9952528718103146	0.9872904153258175	0.9781052283630121	0.9851886658806717	0.9909787340114153	0.9016129669038327	0.9727699586849473	0.9747174637186954	0.9738212204700333	0.9911596857362045	0.8947387366744053	0.7719160600751985	0.4937853242925852	0.992582140471179	0.9950181183962297	0.7653118059485315
VincentC_2016__MM024.3__bin.2	0.9153159546019246	0.9434596028721232	0.8051399212482365	0.8205876902992145	0.9232052388873682	0.947685245625487	0.9454410309321767	0.9423389694889559	0.9313135120338589	0.8412876123897159	0.8626668210818893	0.9447331073255986	0.8400595902381505	0.7037952454149207	0.9464039502221473	0.9475365858794298	0.9376608199448316	0.9406554926196543	0.9377174622560065	0.9456370680760565	0.9363382535638332	1.0	0.9392379608767977	0.9419953254300815	0.9455162030700553	0.9415405024109831	0.9482603019519489	0.9023947695352804	0.9459110147185783	0.9325427975826999	0.945067907603546	0.9437282853593313	0.9369510012423408	0.9481122739045293	0.9401444484218062	0.933342949190373	0.9400200037901918	0.9423141226758754	0.8659805015687183	0.9304491377313596	0.927574487797688	0.931301088627319	0.9446029774062454	0.8607959402834221	0.7539142153250089	0.4813427807374029	0.9449085089806489	0.9493213450969658	0.7409669200480091
VincentC_2016__MM007__bin.6	0.9487721305951127	0.9860914112025623	0.8290470151238334	0.8488974184932618	0.9673247241506104	0.9900192108110495	0.9916943244102109	0.9871899124520811	0.9654775677058681	0.870853042575804	0.8911928847994578	0.9870220938727976	0.8663964416316805	0.719874500888536	0.9890725911361452	0.9937043071195208	0.9801659176594493	0.9800606950262144	0.985598132106248	0.9894088043310251	0.9808323916739711	0.8564767122919429	1.0	0.9890916003344851	0.9888158709525049	0.9833026273976311	0.9911221283389705	0.9376394607916083	0.9910169057057358	0.9720987211033785	0.9903872980152669	0.9899475902960923	0.9821705240298348	0.9909435570818385	0.9840255529708593	0.97433047779332	0.984520752188218	0.9888204792430114	0.9001951803041663	0.9703629316792131	0.9752991788602354	0.9695025254392037	0.9872974392305691	0.8925916929803255	0.7691188852545265	0.4916802115205342	0.9902669064257811	0.9911516982030547	0.7629228466562532
VincentC_2016__MM019.1__bin.3	0.9486337305271549	0.9850936597797549	0.828092501823771	0.847971320027742	0.9661968280345467	0.9891763440341931	0.9906715111842023	0.9858375135659114	0.9645386978025614	0.8682326806776663	0.8907870007486356	0.9859203340054604	0.8651767403481672	0.7159388987903625	0.9886323686760473	0.9910001151452762	0.9800280327104395	0.9800284152528855	0.9840321044922342	0.988487193817808	0.9785311441194238	0.8556766812453593	0.9852751761703599	1.0	0.9885074685674435	0.9827339467018912	0.9910362654064188	0.9374105089765498	0.9904570961432453	0.9717442673145406	0.9908310313841647	0.9875484346554383	0.9813024728691334	0.9902524359346603	0.9833324343585853	0.9741843143060546	0.9827106116126879	0.9856479637839416	0.8991503349732928	0.969859098140882	0.9726979456323025	0.9688786418519032	0.9877938356345175	0.8909769330730515	0.7671980563783406	0.4908484370654557	0.9879129976064319	0.990910982755369	0.761483637320688
VincentC_2016__MM043.2__bin.13	0.9490941116399886	0.9828922022741352	0.8280967225205487	0.8477999799719531	0.965486078032469	0.9872220299377417	0.9893929407607688	0.9831808193755742	0.9651060782076193	0.8676780068818806	0.8894322353318355	0.9845216704609535	0.8655645910223329	0.7160506519205412	0.9885790633803917	0.9895798945824134	0.9779249801147386	0.9797210313911078	0.9809604095773663	0.9882015385043009	0.9760242194677946	0.854876048854727	0.9804143978049871	0.9839050274586046	1.0	0.9818296877338113	0.9904299442908072	0.9353756610492946	0.9897782712444843	0.9709456246142412	0.9873821400843843	0.9854025618384985	0.9774857719003456	0.9896044536893299	0.981865098539133	0.9749123963329636	0.9804717023877925	0.9827469418200468	0.897857912810982	0.9675301953267637	0.9669006064385982	0.9683901448301937	0.9877421499384881	0.8914226652761262	0.7681228122880825	0.4909401644965174	0.9854324516042808	0.9901976798688049	0.7606360922919815
VincentC_2016__MM027.3__bin.18	0.9503717986245196	0.9851474285223234	0.830465351544682	0.8499441621113359	0.9670262977082105	0.990103208981019	0.9901774421067937	0.9848361097545396	0.9675257888180744	0.8720069376322817	0.8932326243654218	0.9877743604538081	0.8685208579738077	0.7182998657665596	0.9896039096880176	0.9911227156050306	0.97986057215901	0.9823747157753641	0.9824199845549062	0.9897287824654836	0.9791815404658771	0.8577033460149854	0.9823027844519389	0.9855373922037186	0.989236388579531	1.0	0.9918071181703126	0.9388038990997267	0.9908902335677208	0.9738210264273764	0.9890395844786398	0.9857378408249966	0.9803972757401925	0.9919200983023057	0.9830197958838404	0.9753478886526132	0.9814793146613684	0.9848884757579931	0.9005490949504978	0.9701557898193583	0.9692987520778561	0.970590255012846	0.9876312650744077	0.8923364559839764	0.7710341575959669	0.4929641574847131	0.9883477010557217	0.9918874894356863	0.762989742017829
VincentC_2016__MM026.2__bin.2	0.9505972859754592	0.9848964376358387	0.8295364304196521	0.8492665732038557	0.9668338962098464	0.9911582683664034	0.9898406292240717	0.9853215684625241	0.9662138978959068	0.8702608807515644	0.8914011486144332	0.9882164163298194	0.866081505990748	0.7159083232204593	0.990112568324937	0.9920526796848551	0.9804220974402139	0.9814976746257221	0.9832720344413061	0.9914534241014924	0.9786998799014929	0.8569950481964006	0.9822860886879233	0.9860055076707188	0.9900117091762605	0.9839654886635268	1.0	0.938778496753382	0.9905902220290462	0.9721149192946025	0.9894417598360982	0.9873714830843032	0.979434629284587	0.9912798702456567	0.9839784290826024	0.9756744860417599	0.9808843368216009	0.9858827639897824	0.8996624643924387	0.9696632807806422	0.970268816273262	0.9700442619422466	0.988946979106742	0.8920491210696094	0.7686247360297234	0.490611630810605	0.9892076904910565	0.9933212213548124	0.7618755462807427
