	VincentC_2016__MM021.4__bin.22	VincentC_2016__MM020.1__bin.1	VincentC_2016__MM037.2__bin.3	VincentC_2016__MM041.1__bin.4	VincentC_2016__MM030.2__bin.13	VincentC_2016__MM040.1__bin.8	VincentC_2016__MM009.2__bin.8	VincentC_2016__MM028.2__bin.3	VincentC_2016__MM008.2__bin.11	VincentC_2016__MM016.1__bin.8	VincentC_2016__MM022.1__bin.2	VincentC_2016__MM046.1__bin.4	VincentC_2016__MM022.3__bin.2	VincentC_2016__MM024.2__bin.12	VincentC_2016__MM036__bin.9	VincentC_2016__MM018__bin.5	VincentC_2016__MM012.1__bin.4	VincentC_2016__MM038__bin.14	VincentC_2016__MM005.3__bin.4	VincentC_2016__MM043.1__bin.9	VincentC_2016__MM009.1__bin.18	VincentC_2016__MM024.3__bin.2	VincentC_2016__MM007__bin.6	VincentC_2016__MM019.1__bin.3	VincentC_2016__MM043.2__bin.13	VincentC_2016__MM027.3__bin.18	VincentC_2016__MM026.2__bin.2	VincentC_2016__MM045.2__bin.12	VincentC_2016__MM013.3__bin.8	VincentC_2016__MM040.2__bin.4	VincentC_2016__MM031__bin.2	VincentC_2016__MM029.1__bin.4	VincentC_2016__MM013.2__bin.5	VincentC_2016__MM032.1__bin.13	VincentC_2016__MM005.2__bin.17	VincentC_2016__MM021.3__bin.1	VincentC_2016__MM024.1__bin.1	VincentC_2016__MM014__bin.12	VincentC_2016__MM045.1__bin.8	VincentC_2016__MM042.2__bin.17	VincentC_2016__MM006.2__bin.2	VincentC_2016__MM021.1__bin.8	VincentC_2016__MM025__bin.4	VincentC_2016__MM012.2__bin.24	VincentC_2016__MM033.2__bin.6	VincentC_2016__MM008.1__bin.31	VincentC_2016__MM028.1__bin.4	VincentC_2016__MM033.3__bin.17	VincentC_2016__MM023.2__bin.32
VincentC_2016__MM022.1__bin.2	0.9988231934187114	0.9988127669585496	0.9984252707295033	0.9984900768024924	0.9989575797111125	0.9989176331190597	0.9991441250988844	0.9989725575158438	0.9990433768014079	0.9987790749187173	1.0	0.9989205304711709	0.9984197735529018	0.9984593259128567	0.9988337639233054	0.9991510484498252	0.9990354954920743	0.998816149373234	0.9991044428686279	0.9989701928639216	0.9990182389152362	0.9983972093848423	0.999055260684767	0.9989613977587041	0.9989287711957907	0.998747034071794	0.9988208231123787	0.9987868636064448	0.9990872101085497	0.9987516612532956	0.9991281044562955	0.9990775214574431	0.9988983274156258	0.998902147288944	0.9990421670212921	0.9987266875453786	0.9990925380646026	0.9991498858915897	0.9987567073594986	0.998713218221698	0.9991128277899438	0.9987512790755512	0.9989066146602253	0.998426750810632	0.9983483536031692	0.9977934238895441	0.9989571192607852	0.9989724784871338	0.9980685677558936
VincentC_2016__MM046.1__bin.4	0.9990792661222392	0.9992249786065835	0.9986916787182036	0.9989430928518919	0.9992962675920761	0.9994677326915806	0.9995014801374728	0.9995899766372105	0.9991103594641461	0.9989903428672072	0.9989205304711709	1.0	0.9987162817820858	0.9986397266358877	0.9992710192506132	0.9996064742600231	0.999638897099712	0.9991372858967636	0.9996247500925007	0.9993417102122021	0.9995620936377401	0.998905055047812	0.9995657879820302	0.9995671733569604	0.999498639910969	0.9992321763328299	0.999388388621488	0.9989806953949623	0.999471676898678	0.9990790891583071	0.9995806022158633	0.9996025272448978	0.9994841421437751	0.999450356016772	0.9996180206350543	0.9992287355356086	0.9995041642425807	0.9995452263211757	0.9989216233929408	0.9990613192695215	0.9996006419675446	0.999002169504538	0.9993547781020424	0.998929126871164	0.998518744515479	0.998291757662548	0.9994383280744285	0.9995020571181099	0.9983065442739167
VincentC_2016__MM022.3__bin.2	0.9986800712512267	0.9988880271338144	0.9983650519408056	0.9984313044719336	0.9987836163343078	0.9987603068724059	0.9989881913860524	0.9989035702383764	0.9988161067721605	0.9983437129135315	0.9984197735529018	0.9987162817820858	1.0	0.9983544857663911	0.998722352137413	0.9989941562653697	0.998993519573343	0.9986674205562325	0.9990603774538468	0.998898530685233	0.9988839474290329	0.9983419053274487	0.998915232504416	0.9988845824383236	0.9988209218163736	0.9988043990174895	0.99893897341178	0.9986356884729546	0.9988233900060564	0.9987251521474177	0.9990132490812287	0.9988940356909001	0.9988665727181386	0.9988626896358588	0.9990531923489441	0.998785097072035	0.9988876169465285	0.9989186161914719	0.9984706832389224	0.9986583529808994	0.9989565226763768	0.9986368579888268	0.9987721949792212	0.9984884724667836	0.9981176246610931	0.9978024443738379	0.9988722545082276	0.9988638876960769	0.9980284034095279
VincentC_2016__MM024.2__bin.12	0.9987870356578172	0.998953648717007	0.998057515787147	0.998392907295375	0.9988326687127428	0.9989168347646589	0.9991385228179746	0.9988967378045935	0.9989108407470577	0.9985743824267738	0.9984593259128567	0.9986397266358877	0.9983544857663911	1.0	0.9989084723614454	0.9990210079795282	0.9990223641262201	0.9988683312184639	0.9988850115335798	0.9988260071776861	0.9989818840384997	0.9983011168782604	0.998926498592245	0.9990052799961994	0.9988137408484501	0.9988309194206609	0.9990630778582831	0.9987021412869643	0.9989549425165282	0.9987991475943049	0.9991096356586526	0.9989151260560145	0.9989121148000374	0.998983704735006	0.9991098650292037	0.9987135020254926	0.9989865379166719	0.9989756007202291	0.998566409935252	0.9987476761941021	0.999079058206285	0.9987284150963598	0.9989045565971102	0.9984096702245142	0.998167423490855	0.9979142651040273	0.9987529619813008	0.9989204293555131	0.997815537489741
VincentC_2016__MM036__bin.9	0.9990436866780743	0.9992952740002171	0.998895189854833	0.9988972783978296	0.9992691906862873	0.9993745791547175	0.9995684248025495	0.9993379438649143	0.9992551419076968	0.9991846528240781	0.9988337639233054	0.9992710192506132	0.998722352137413	0.9989084723614454	1.0	0.9994722947032302	0.9995365373738246	0.9992302854733065	0.9993955062020211	0.9991735815474903	0.9994420013344462	0.9988665827937934	0.9995009378758852	0.9993810841449071	0.9993262312733767	0.9993338559435876	0.9993876395386628	0.998985672420068	0.9994768427924131	0.9992561898570489	0.9994030509488313	0.9994419097388972	0.9993222724040991	0.9993623345623118	0.9994451102519075	0.9992083305817676	0.9994552547916612	0.9994545766818766	0.9989550411482986	0.9991367927022713	0.999451413876596	0.9990148359886541	0.9993170317707416	0.9988026358649916	0.9986337190800623	0.998233677292609	0.9993622875472238	0.999446873907389	0.9983031225637314
VincentC_2016__MM018__bin.5	0.9991909723647291	0.9994878438224927	0.9990851492829347	0.9991553898730214	0.9995692848337693	0.9996530386349082	0.9996916610419095	0.9996483389425205	0.9994919871169352	0.9993273295156948	0.9991510484498252	0.9996064742600231	0.9989941562653697	0.9990210079795282	0.9994722947032302	1.0	0.9997474102758004	0.9994045684673507	0.9997290991066071	0.9995772093934917	0.9996321382522778	0.9991438344758495	0.9995492077238833	0.9997111500703698	0.9996234513281995	0.999404460837836	0.9995574643474066	0.9992523092033367	0.9997113520221383	0.9992877735570316	0.9997616500052517	0.9997269066652492	0.9996330392855824	0.9996354171863571	0.9997160714579286	0.9994727740808633	0.9997340545046867	0.9996991251276643	0.9991536240069773	0.999289417559783	0.9997735711280467	0.9992421098750276	0.9995390881180766	0.9990772842650957	0.9986591149763157	0.9982986104803585	0.9995919572463581	0.9997292366122761	0.9985038240738776
VincentC_2016__MM012.1__bin.4	0.999299226455376	0.9994240111915329	0.9989749385345866	0.9991534126236896	0.9994716565855398	0.9996148408692315	0.9997600636200838	0.9996000348677551	0.9994290712227168	0.9992474322827232	0.9990354954920743	0.999638897099712	0.998993519573343	0.9990223641262201	0.9995365373738246	0.9997474102758004	1.0	0.999372763372677	0.9996998661618162	0.9995356527997977	0.99965091293344	0.999050093117348	0.9998070781366842	0.9996345817902722	0.9995794773259272	0.9994355530738586	0.9995252619062355	0.9992637483907321	0.9996997642586245	0.999288304443274	0.999727335702768	0.9997059860194306	0.9995899637434383	0.9996335323709834	0.9997394715121969	0.9995134471969658	0.9997627958979164	0.999698941772531	0.9990874349760003	0.9993150914730079	0.9997500242182535	0.9992418908438011	0.9994926206901255	0.9990567143229869	0.9985935453743033	0.9983659574867417	0.9996913413653429	0.9996208474215201	0.9984364879951815
VincentC_2016__MM038__bin.14	0.9990089429512811	0.999178225091033	0.9985668146626381	0.9988610632482026	0.9992235933838554	0.9993635884831461	0.9994725429063818	0.9992994584117078	0.9992572653941677	0.9990391192146418	0.998816149373234	0.9991372858967636	0.9986674205562325	0.9988683312184639	0.9992302854733065	0.9994045684673507	0.999372763372677	1.0	0.9994391424537058	0.9991582498121891	0.999420361778404	0.9987341627823737	0.9994006526444318	0.999392612695799	0.9991876201386327	0.9991587543008491	0.999333858289686	0.9989591734987926	0.9993656557026912	0.9990043932652525	0.9994834659512463	0.9993914016760642	0.9992977200042239	0.9992363833971197	0.9994548846169181	0.9991623943853226	0.9994246311954575	0.9993973464888598	0.9987670121945371	0.999088621011504	0.9994613653109737	0.9989953648485174	0.9990822100847339	0.9988535237784033	0.9984339414839806	0.9983980577034589	0.9992982647328404	0.9992827308007622	0.9982946229461492
VincentC_2016__MM005.3__bin.4	0.9992583683334806	0.9993773130356087	0.9989782972005529	0.9991630894150382	0.9996135640987147	0.9996490849580422	0.9996571297364159	0.9995845734114936	0.9995137665952277	0.9993427783746278	0.9991044428686279	0.9996247500925007	0.9990603774538468	0.9988850115335798	0.9993955062020211	0.9997290991066071	0.9996998661618162	0.9994391424537058	1.0	0.9995072240527391	0.9996459629572063	0.99909923633638	0.9997660784998483	0.999697061202187	0.9996019149983763	0.9994257111629612	0.9996010843077943	0.9993257022059463	0.999661769352627	0.9991837295079219	0.9997230420135581	0.9996309319434619	0.9996756136552768	0.9996252921955572	0.9996710241841049	0.9994949873805911	0.9996463312330509	0.9997395668964473	0.9991730649592037	0.9993083472370126	0.9997151840645188	0.9992557387476556	0.9995999394565978	0.9991048102275002	0.9987153782820922	0.9982518100289877	0.9996391265346353	0.9996370153807239	0.9985060982913688
VincentC_2016__MM043.1__bin.9	0.9991213086851004	0.9994098230049137	0.9988982572516459	0.9989472593764547	0.9994082117718119	0.9994034386251656	0.999630936430872	0.99943711980199	0.9993893800697445	0.9990794825201401	0.9989701928639216	0.9993417102122021	0.998898530685233	0.9988260071776861	0.9991735815474903	0.9995772093934917	0.9995356527997977	0.9991582498121891	0.9995072240527391	1.0	0.9994485697289519	0.9988481138336658	0.999395263426975	0.9995497372984045	0.9994125588788905	0.9991117946009039	0.9992435584514122	0.9990735968395025	0.9994786391906575	0.9989193903160613	0.9995496458613842	0.9995701953678502	0.9993298914326862	0.9993455111419668	0.9994016731057391	0.9991688065241849	0.9996446401870176	0.9995269830452622	0.9989634919783522	0.999072629183678	0.999471564639957	0.99894354174932	0.9993349132034757	0.9988658253678697	0.9985928418173193	0.9980369941283952	0.9993096581940797	0.9994290668293008	0.9983904110702116
VincentC_2016__MM009.1__bin.18	0.9991767544166548	0.999362903845188	0.9988458631917582	0.9990533987406462	0.9995310000201656	0.9996435326980389	0.9996739612405122	0.9995349909996053	0.999438024853211	0.9992769311547992	0.9990182389152362	0.9995620936377401	0.9988839474290329	0.9989818840384997	0.9994420013344462	0.9996321382522778	0.99965091293344	0.999420361778404	0.9996459629572063	0.9994485697289519	1.0	0.998943494358152	0.9996319026328648	0.9994857935824617	0.9995176609402063	0.9994161818646352	0.9994719802644607	0.9991686008102341	0.9995860239183585	0.9991213332905295	0.9997089627783834	0.9996534708875501	0.99956009447551	0.9995683033173587	0.999638273132394	0.9993447102755322	0.9996812781864081	0.9996864577061512	0.9991048527532105	0.9992338394088437	0.999624085519552	0.9991439916793847	0.9995054624540811	0.9990567446431632	0.9985637115476139	0.9981726217186119	0.9995661682148641	0.9996237836400128	0.9984081362039565
VincentC_2016__MM024.3__bin.2	0.9987198159034615	0.9988414503516779	0.9982771534993835	0.99838830500207	0.9987962670610464	0.9988455018737846	0.9990427866789371	0.9989647090336838	0.9988507200784102	0.9986699761040623	0.9983972093848423	0.998905055047812	0.9983419053274487	0.9983011168782604	0.9988665827937934	0.9991438344758495	0.999050093117348	0.9987341627823737	0.99909923633638	0.9988481138336658	0.998943494358152	1.0	0.9990107396451294	0.9988626224790811	0.9988359688085019	0.9988277126233995	0.9989510021046505	0.9985674711088421	0.9989683924245002	0.998697490029913	0.9990877764718453	0.9989751380710574	0.9988986616022162	0.9988801453858795	0.9989781642173111	0.9987384349022045	0.9990484504758979	0.9989970169457927	0.9984976265023735	0.9987846316136372	0.9990705885501409	0.9986310385975766	0.9987736896312653	0.9984832260926145	0.9981775608309118	0.9975571045361139	0.9990573722771717	0.9989225143105299	0.9978763134798372
VincentC_2016__MM007__bin.6	0.9992093215129259	0.9994122900274764	0.998899694778663	0.9990980898985843	0.9994520487069579	0.9995911312114032	0.9996140702179304	0.9995019296822693	0.9992652887800634	0.9992854703491126	0.999055260684767	0.9995657879820302	0.998915232504416	0.998926498592245	0.9995009378758852	0.9995492077238833	0.9998070781366842	0.9994006526444318	0.9997660784998483	0.999395263426975	0.9996319026328648	0.9990107396451294	1.0	0.9997106362993274	0.9994975105519873	0.9994841606280476	0.9996171384107584	0.9992618949103694	0.9996769250704403	0.9992663447031154	0.9997172152348693	0.9996387795285132	0.9995902092649054	0.9995855106131557	0.9996995913271626	0.9994544116627484	0.999744184736057	0.9996368156007401	0.9991366655641446	0.9993055400385236	0.9996260772174163	0.9992165256683329	0.999549004018141	0.9990855120391104	0.9986051451322183	0.9982398950876115	0.999513743104416	0.9996419284197675	0.9984560680496049
VincentC_2016__MM019.1__bin.3	0.9991659558488454	0.9995179253556707	0.9990942321627198	0.99899995110171	0.9993951931207521	0.9994903586564717	0.9996207568188503	0.9994830127210673	0.9994159414490716	0.9992247067170292	0.9989613977587041	0.9995671733569604	0.9988845824383236	0.9990052799961994	0.9993810841449071	0.9997111500703698	0.9996345817902722	0.999392612695799	0.999697061202187	0.9995497372984045	0.9994857935824617	0.9988626224790811	0.9997106362993274	1.0	0.9994364733987017	0.9993427715667302	0.9995445316305517	0.9991818489113677	0.999557578324272	0.999178897488449	0.9995878339225417	0.9994788774028117	0.9994675791135942	0.9995787155186762	0.9996663265764465	0.9993701459789707	0.999710464941157	0.9996506266605418	0.9990309167315201	0.9991137109972741	0.9996925497572048	0.9991358720404209	0.9994410953602013	0.999061031655544	0.9985140715112731	0.9983652636022168	0.9994195029590837	0.9996341572834249	0.9984528536686479
VincentC_2016__MM043.2__bin.13	0.9991009533581977	0.9994391821390062	0.9989605474235884	0.9989889382168792	0.9993896865901709	0.9994131320803591	0.9996103055523765	0.999449984914259	0.9992787316716236	0.9990387945585031	0.9989287711957907	0.999498639910969	0.9988209218163736	0.9988137408484501	0.9993262312733767	0.9996234513281995	0.9995794773259272	0.9991876201386327	0.9996019149983763	0.9994125588788905	0.9995176609402063	0.9988359688085019	0.9994975105519873	0.9994364733987017	1.0	0.9993498751198274	0.9993687630291076	0.9991202868442416	0.9994753609993094	0.9992072989623179	0.9996357151076269	0.9995546770974448	0.9994749927585208	0.999390909555837	0.9995984068069271	0.9991689945810017	0.9996511936669037	0.9996349654669585	0.9990659943125006	0.9990616992228007	0.9995784225564007	0.9990905928607807	0.9993805215638595	0.9989053745236214	0.9986767372588313	0.9981165778692094	0.9994365744654312	0.9995670137923307	0.9983824843521042
VincentC_2016__MM027.3__bin.18	0.9990436192689243	0.9991422652911784	0.9987948399587145	0.9988735387789404	0.9992911765755266	0.9994806746891648	0.9995890957395308	0.9994135011528508	0.9992095876424674	0.9990580892573607	0.998747034071794	0.9992321763328299	0.9988043990174895	0.9988309194206609	0.9993338559435876	0.999404460837836	0.9994355530738586	0.9991587543008491	0.9994257111629612	0.9991117946009039	0.9994161818646352	0.9988277126233995	0.9994841606280476	0.9993427715667302	0.9993498751198274	1.0	0.9992266062896504	0.9989971801432279	0.9993211877067848	0.9991075227468541	0.999521966288737	0.9993691412444914	0.9993307308153587	0.9992855872986427	0.9995519867058833	0.999082220542934	0.9994062258779263	0.9995234547660655	0.998948461417343	0.9990540261862302	0.9994780345300234	0.9989862034830771	0.9992873356912844	0.9988710150836937	0.9985115369548461	0.9980152103776032	0.9993297149057945	0.9994559154266435	0.9983302178120809
VincentC_2016__MM026.2__bin.2	0.9991868884410942	0.9994343829144632	0.9988769459529381	0.9989322985508136	0.9994218560447125	0.9993156122900453	0.999620443544869	0.9994425364744833	0.9993717158770075	0.9992112225766016	0.9988208231123787	0.999388388621488	0.99893897341178	0.9990630778582831	0.9993876395386628	0.9995574643474066	0.9995252619062355	0.999333858289686	0.9996010843077943	0.9992435584514122	0.9994719802644607	0.9989510021046505	0.9996171384107584	0.9995445316305517	0.9993687630291076	0.9992266062896504	1.0	0.9990894433554174	0.9995658324543408	0.9991872822483665	0.9995293953903432	0.9994899000990148	0.9994269609160548	0.9996027710080405	0.9995812735316156	0.9993261842988272	0.9995663842281766	0.9995091847469899	0.9990853610858336	0.999186404702969	0.9995728120241554	0.9991428537267046	0.9994232437203954	0.9989374699125618	0.9986282802719111	0.9982525395869675	0.9994164781195637	0.999400140535221	0.9984176619352805
