	VincentC_2016__MM021.4__bin.22	VincentC_2016__MM020.1__bin.1	VincentC_2016__MM037.2__bin.3	VincentC_2016__MM041.1__bin.4	VincentC_2016__MM030.2__bin.13	VincentC_2016__MM040.1__bin.8	VincentC_2016__MM009.2__bin.8	VincentC_2016__MM028.2__bin.3	VincentC_2016__MM008.2__bin.11	VincentC_2016__MM016.1__bin.8	VincentC_2016__MM022.1__bin.2	VincentC_2016__MM046.1__bin.4	VincentC_2016__MM022.3__bin.2	VincentC_2016__MM024.2__bin.12	VincentC_2016__MM036__bin.9	VincentC_2016__MM018__bin.5	VincentC_2016__MM012.1__bin.4	VincentC_2016__MM038__bin.14	VincentC_2016__MM005.3__bin.4	VincentC_2016__MM043.1__bin.9	VincentC_2016__MM009.1__bin.18	VincentC_2016__MM024.3__bin.2	VincentC_2016__MM007__bin.6	VincentC_2016__MM019.1__bin.3	VincentC_2016__MM043.2__bin.13	VincentC_2016__MM027.3__bin.18	VincentC_2016__MM026.2__bin.2	VincentC_2016__MM045.2__bin.12	VincentC_2016__MM013.3__bin.8	VincentC_2016__MM040.2__bin.4	VincentC_2016__MM031__bin.2	VincentC_2016__MM029.1__bin.4	VincentC_2016__MM013.2__bin.5	VincentC_2016__MM032.1__bin.13	VincentC_2016__MM005.2__bin.17	VincentC_2016__MM021.3__bin.1	VincentC_2016__MM024.1__bin.1	VincentC_2016__MM014__bin.12	VincentC_2016__MM045.1__bin.8	VincentC_2016__MM042.2__bin.17	VincentC_2016__MM006.2__bin.2	VincentC_2016__MM021.1__bin.8	VincentC_2016__MM025__bin.4	VincentC_2016__MM012.2__bin.24	VincentC_2016__MM033.2__bin.6	VincentC_2016__MM008.1__bin.31	VincentC_2016__MM028.1__bin.4	VincentC_2016__MM033.3__bin.17	VincentC_2016__MM023.2__bin.32
VincentC_2016__MM022.1__bin.2	0.9535196358409603	0.9813065447191257	0.8388625712103069	0.853820786780505	0.9613712364024353	0.9853867085317681	0.9840368957251718	0.980096890211437	0.9653177658009542	0.8740759758995069	1.0	0.9841324390700729	0.8764298356191482	0.7225858995700549	0.9848988903082431	0.9853688204605863	0.9753216169974557	0.9791328283986809	0.9763877460398968	0.9847945081516992	0.9731832559235821	0.8635662079604022	0.9776832632892585	0.9811154580293238	0.9842378734660979	0.9812211028732452	0.9869400244540455	0.9412711473829752	0.9849291948053042	0.9705286661601887	0.9835755939365752	0.9807442279403253	0.975950856207266	0.9862474404274618	0.9783798458258712	0.9709960709377768	0.9767974880939103	0.9785751414735983	0.9013445516091898	0.9698272433219621	0.9642667890070437	0.9688833845072468	0.9831555399356451	0.8985089766550148	0.7757149441155612	0.49985016109786456	0.9833459952817581	0.9878043339639755	0.7707795200525278
VincentC_2016__MM046.1__bin.4	0.9486843751096385	0.9850901057564262	0.8298481610463068	0.8473821356604934	0.9656632924676957	0.9894399928000818	0.9891032593358685	0.9821569399127162	0.96555231915163	0.8704190138857745	0.8916707852639639	1.0	0.8671414875458194	0.7164324786481239	0.98766918663805	0.9889297443571403	0.977925081189756	0.980438188244303	0.9811993660410975	0.9894556282157474	0.9762250157498211	0.856429893084265	0.9805787163094928	0.983276778890816	0.9865424833311215	0.9826528876705977	0.9907724352960737	0.9383159970895246	0.9910521566958477	0.9710706675025894	0.9883914665714814	0.9843863213756725	0.978776448640329	0.9900749432167465	0.9803861337506845	0.9735717619816859	0.9806136099810392	0.9832027966801055	0.8984094587400449	0.9689381493464396	0.9678028656284751	0.9695925486947861	0.9864448573211118	0.8904599939288825	0.7674632338920897	0.4894582976769586	0.9858468980098023	0.9906322885824856	0.7617097822787436
VincentC_2016__MM022.3__bin.2	0.9457720310499892	0.9715463680680853	0.836160537384865	0.8468841463192485	0.9517546895697591	0.9750029628261225	0.9741056497718784	0.9710504563395157	0.9566949476367363	0.8676987231237381	0.8925110256778979	0.9746202064098627	1.0	0.7204793756227025	0.9755605956341338	0.9756210308577536	0.9639315298919688	0.9687972083212874	0.9668319920071202	0.9745848453747659	0.9639623904316896	0.8564127665766639	0.9680559124400765	0.970467320724374	0.9755061610710151	0.9715251514470271	0.9763856864530589	0.9347972516117667	0.976641786070881	0.9632461687390019	0.9725626227858366	0.9713989232671968	0.9643119289058889	0.976471195865202	0.9680962025891564	0.9627931188711557	0.9667569837508543	0.9689050059010067	0.8972781218275526	0.9596937777222478	0.9544005522322135	0.9627978336758353	0.974145082683744	0.8905406659404439	0.7699706803441722	0.5004812315412718	0.9725909116139141	0.9776895442562642	0.766214695488982
VincentC_2016__MM024.2__bin.12	0.9195160660005957	0.9429590694272887	0.8095221101492691	0.8277153746304085	0.9225220561163392	0.9452493117084333	0.9449029983249791	0.9426094889364435	0.9287408693772767	0.8403538025988583	0.862908906763038	0.9442777242335177	0.844890809501251	1.0	0.9446846047616834	0.9467423797861553	0.9349453576288842	0.9411561287793208	0.939908847703789	0.9434038986643813	0.9352924249601978	0.841426419086944	0.9432237051259659	0.9416263409276826	0.9463601282213993	0.9422086399911537	0.9463354992579897	0.9079728729560159	0.9465312743855011	0.9321389123799495	0.9441661399503148	0.943760516001915	0.9374519829456994	0.945870313428691	0.939045074772779	0.9318142121684672	0.939339365753929	0.9415768316849101	0.8716180098038353	0.9307524022663672	0.9275536528145502	0.9295005975036786	0.9436019356354712	0.8677293980605948	0.7478137396944752	0.4940203138684939	0.9447740732410083	0.9472326972107699	0.7474606407802857
VincentC_2016__MM036__bin.9	0.9503763756474182	0.9844141402997935	0.8305700823516433	0.8492491064329397	0.9675297765182066	0.9898167937447734	0.9889378503364964	0.9848331293643503	0.965908313608075	0.8704847450063801	0.8917118094516235	0.9869459850882573	0.8673426128264766	0.7162163629805728	1.0	0.9914858907004434	0.9792746173223683	0.9822441237212403	0.9831074431625805	0.990240355677702	0.9786344157503305	0.8573493711448577	0.9819600342736484	0.9854430356834256	0.9900536302191909	0.983651995571177	0.9919473693336207	0.9392241023697556	0.9906360993280361	0.9718800986291494	0.9894683030676135	0.98632617088771	0.9797721072939728	0.9920251080959396	0.9841174754641795	0.9752209600470396	0.9814579714336723	0.9851284604466892	0.8998402735185002	0.9692276444373819	0.9697238006557112	0.9701222118125955	0.9887139703224653	0.8931949430935111	0.7693791969166673	0.49211056357363564	0.9886653835960161	0.9934558442877348	0.7639963592346314
VincentC_2016__MM018__bin.5	0.9524865142348049	0.9874257443867791	0.830845751221194	0.8502710120120944	0.9691454006523205	0.9909413491257135	0.9944683954075172	0.9869165957291008	0.9673263860285032	0.870867696100417	0.8928686388835495	0.9890157374608318	0.8681074238832291	0.7183648967362618	0.9922986974947597	1.0	0.9821887595231775	0.9828752520953279	0.9861910112188141	0.991369834906164	0.9812944122555705	0.858840727621105	0.9873195287304769	0.9882865297953032	0.9915734943692354	0.9858996332604125	0.9945368539723511	0.9393188239314362	0.993602461304702	0.973774839589569	0.9912643820193866	0.9901442549724946	0.9816252635368707	0.9937811400658423	0.9859396786604546	0.9769248870338334	0.9844898444865493	0.9880832517169942	0.9021195076780381	0.9720023539067529	0.9735524922731447	0.9714644106995207	0.9908797554866012	0.8944429951823477	0.7710833310450248	0.4933778256797039	0.9907487498207491	0.993734611124841	0.7638269138650142
VincentC_2016__MM012.1__bin.4	0.9514792691876025	0.9863121061037727	0.8307589401339401	0.8486039423539423	0.968022718022718	0.9916636218719552	0.991105730689064	0.9881991079907747	0.9663631121964456	0.8716555435305435	0.8931084347751015	0.9883503841837176	0.8667744292744293	0.7169140658723993	0.9904395373145373	0.9925732061148728	1.0	0.9822276488943156	0.985585594960595	0.9906278135444803	0.9804154179154179	0.8589556662473329	0.9839107651607651	0.9877533731700399	0.9902988600905268	0.9849714328880995	0.9933008735092068	0.9391330120496787	0.9923115079365079	0.9728903426820094	0.9922926225009558	0.9890589734339734	0.9803766835016835	0.9917609396776064	0.9859976057892724	0.9751221001221001	0.983836379669713	0.988320321653655	0.9012837085753752	0.9707054134137467	0.9767414298664299	0.9702671942255275	0.989029296320963	0.8929733460983461	0.7700368689952023	0.49284453971953973	0.9889576087492754	0.9941588118671452	0.7646655042488376
VincentC_2016__MM038__bin.14	0.9505518249094824	0.9846321794663977	0.8335342914277768	0.8515834524741469	0.9667201487922156	0.9889489053001465	0.9889585082673865	0.9845027314680017	0.9671044595411625	0.8718697207687598	0.8935779964522798	0.9875522497447531	0.8682150234965402	0.71924534505766	0.9900962678259881	0.9899209176441847	0.9789187980772555	1.0	0.9810869560207147	0.9888743862743636	0.9768005755634445	0.8590678130816998	0.980889711073604	0.984664637495669	0.9891632435289445	0.9844447295458718	0.9912305703163832	0.940343486614616	0.9891440375944643	0.972829172431648	0.9875624288900275	0.9845987611404023	0.9785104799102085	0.9917149439839715	0.9826424446542587	0.9745066187491406	0.9797093143404567	0.9834757901513504	0.9011145972016186	0.9698019330388935	0.9680793527753727	0.9721158640250568	0.9887670251006199	0.8922191765878122	0.7707840861163373	0.49251448703637835	0.9869334345358041	0.992603602572366	0.765815126747644
VincentC_2016__MM005.3__bin.4	0.9480589776883673	0.9841237367210467	0.828925550428002	0.8474576043698312	0.9655573613202142	0.9900768800681674	0.990379062299392	0.9867931409235272	0.9633661566638468	0.8688114958097142	0.8895911259662737	0.9866756043069405	0.8650131265200188	0.7170978004354799	0.9893187401301838	0.9916088826236781	0.9806321514224423	0.9794556348166084	1.0	0.9890967052166317	0.9770134425075296	0.8546482376410152	0.9844316711521043	0.9867427133049916	0.9883579310180857	0.9825905837255694	0.9911063320982721	0.9369499458909736	0.9909259047635117	0.9720063442929358	0.9899992253704225	0.9870970488147017	0.9806104848030716	0.9896381789609073	0.9844153732525776	0.9738629626590196	0.9823679735920341	0.9872912814290612	0.8987214010211305	0.9683295381597102	0.971437259989462	0.9676379319997944	0.9868322558823913	0.8927406471148116	0.7668873082695926	0.4937755445607582	0.9866648668672523	0.9914909625271024	0.7603363196198333
VincentC_2016__MM043.1__bin.9	0.9518106566645628	0.986099007861974	0.8297286732275282	0.8504180785358384	0.9666587849884539	0.991208242201429	0.9894318136313625	0.9858146953890276	0.9658889865623743	0.8700325881969326	0.8923172706002597	0.9895073251935937	0.8671553307158534	0.7158068963413122	0.9910177471239819	0.9913354296054903	0.980229700070363	0.9818020948737947	0.9836584207786463	1.0	0.9789658348318057	0.8573430227125812	0.9831689304244856	0.9859054618123156	0.9903669366141454	0.9847672584917138	0.9942138312011487	0.9386054768764909	0.9926353344532944	0.9738897798151492	0.9899394191330281	0.9866928033286106	0.9803074998617528	0.9926317114237934	0.9838216477919542	0.9759186763357061	0.9814397919236952	0.9860479040774337	0.8994264172242636	0.9707308794618085	0.9710466550856847	0.9723282541002206	0.9897163167900721	0.8925880443840183	0.7690263394244722	0.49278959923573146	0.989417702884885	0.9939531637628403	0.7627009112872624
VincentC_2016__MM009.1__bin.18	0.9542029570027737	0.9902930527697806	0.8320522209259928	0.8535727031129889	0.9693069103818681	0.9940763953022997	0.9942525087456775	0.9909440919165091	0.9683878304449438	0.872815128880205	0.8949549110878702	0.9908444233194327	0.8705028174280315	0.7202420534130786	0.9940177553315925	0.9959031368320171	0.9846011049860619	0.9842866166943158	0.9861408396624505	0.9935743752230448	1.0	0.8614980015962458	0.988956525912674	0.9906027027801152	0.992655101754864	0.9885102428352793	0.995842368017489	0.9418188919019556	0.9943593379992429	0.9766132959069688	0.9941313581791341	0.9907521089101017	0.984581751860416	0.9956827047309103	0.9876476740252411	0.9787465909469175	0.9855027671099048	0.9912895452092886	0.902420766368293	0.9735158281473407	0.9750840119184289	0.9746555337166284	0.9916500939400719	0.8955835006088493	0.7730263488935044	0.4946893087915057	0.9930129410480569	0.9953926013774781	0.7665320205205062
VincentC_2016__MM024.3__bin.2	0.9164892295382283	0.9445539154787223	0.8065294476848245	0.8219123623423386	0.9243178707544587	0.9487806110631488	0.9463468867785475	0.943315575582742	0.9323850834895032	0.8424080352066707	0.8640517150618012	0.9457686719588975	0.8414548019624771	0.7049929460318797	0.9474778379061296	0.9483485291950053	0.9385523572887494	0.9418477185150871	0.9385628855993767	0.9467275904908299	0.9373285464614348	1.0	0.9401680318376113	0.9430679497167884	0.9466180960603061	0.9426455538944221	0.9492560695710767	0.9036893306100103	0.946887831378577	0.9337590280263629	0.9459308079425576	0.9446964688046157	0.9379840390810891	0.9491752121454592	0.9411061043145017	0.9345219094144154	0.9409153313259354	0.9432601966688425	0.8672834852919501	0.931581352256217	0.9284373881366996	0.9325777515739825	0.9457627761049462	0.8621035564633299	0.7552906866564191	0.48252153039523277	0.9458000463245667	0.9503453285885747	0.7425438504137626
VincentC_2016__MM007__bin.6	0.9495228979234851	0.9866712877579803	0.8299602246925646	0.8496637388020941	0.9678550615830822	0.9904241643393199	0.9920771965464703	0.9876818474636642	0.9661874364559941	0.8714757378305128	0.8920356259258584	0.9874508569020191	0.8673373009434515	0.7206481176573372	0.9895664462687728	0.9941524633712909	0.9803550495823257	0.9806484440779146	0.9858287386436841	0.9900074980726785	0.9811935664424285	0.8573248297572679	1.0	0.9893778903822097	0.9893129902909079	0.9838101153896741	0.9915017362694545	0.9383320484523344	0.9913371818959468	0.9728124300955933	0.9906674436756493	0.9903053088466697	0.982573173412852	0.9913544629853466	0.9843212516117016	0.9748623513226273	0.9847726720692472	0.9891797338904245	0.9009730213392653	0.9710372781900171	0.9756640018586772	0.9702627013606938	0.987742907312877	0.8934087044847308	0.7701931929788854	0.49254714617209466	0.9907486647958287	0.99150672858417	0.7641025690259514
VincentC_2016__MM019.1__bin.3	0.9494255933902787	0.9855687774976292	0.8288432413739547	0.8488201817153127	0.9667815441631865	0.9896807262491828	0.9910473591373515	0.9863474426463674	0.9651023740966739	0.8689063379249903	0.8917131360102889	0.9863472513751445	0.8661428512954226	0.7166517666383968	0.9892446278607958	0.9912864481660724	0.9803862837110748	0.980624033841235	0.9843302963288549	0.9889324732248979	0.9790345699782984	0.8566510168552027	0.9855603615638182	1.0	0.9890648329111977	0.9833802521643296	0.9914878567638669	0.9381780803943554	0.9908954897863079	0.9725428246704684	0.9912395867164431	0.9880633367876916	0.9818252171215288	0.9906697897431954	0.9836606557772134	0.9747982949318099	0.9829952231924773	0.9859924432565227	0.9000225317500666	0.9707194361018313	0.9729970938250381	0.9697166010797643	0.9883462269264742	0.8918143184872436	0.7683397543082887	0.4916521587444039	0.9884868112753621	0.991273632994133	0.7626635894952314
VincentC_2016__MM043.2__bin.13	0.9499481593425317	0.983443735086054	0.8289583854500427	0.8486580256686455	0.9660756869791423	0.9878017390893787	0.9897786520058317	0.9837218812504355	0.9658026810929526	0.8685128261363727	0.8903860425074354	0.9850155179287192	0.8665863640984695	0.7169010823902827	0.9892455861192689	0.9899526599416597	0.9783363927507609	0.9805175841301716	0.9813510707199473	0.9887823899399806	0.9764952212547077	0.8558723109205781	0.9809072933693839	0.9844597967419775	1.0	0.9824684148943178	0.9910555351848235	0.9361992478440341	0.9902978201032092	0.9717159048203244	0.9877419595578142	0.9858415796722177	0.9779992285775099	0.990207579663841	0.9822595672951894	0.9757232276225604	0.9808138164585616	0.9831058093901079	0.8986973012016447	0.9684388822826795	0.9673084018418188	0.9692716073497601	0.9883544141853402	0.8923995085132526	0.76914058737007	0.49186655685509406	0.9859879824103488	0.9906266075268142	0.7618684263933104
VincentC_2016__MM027.3__bin.18	0.9512815860032002	0.9859931490689401	0.8314674028342093	0.8509026709730831	0.9677122348083922	0.9906176618061553	0.9905844774889485	0.9854140539611524	0.9682911380993174	0.8728290647048149	0.8943532184759536	0.9885333797785897	0.8695605053683785	0.7191405990747521	0.9902635678780413	0.9917133197245663	0.9804139638072271	0.9832018300863214	0.9829845015811464	0.9906086464136193	0.9797535383497535	0.8587100009092119	0.982809756419439	0.9861855413819944	0.9898799341531075	1.0	0.9925747692539053	0.9397462953450267	0.9915633189381172	0.974690915898664	0.9895126048614833	0.9863600947268394	0.9810538648604168	0.9926292452428459	0.9834603992169269	0.9762438652171962	0.9820624379232679	0.9853580434373121	0.9014970538848094	0.9710744007737125	0.9698049567779063	0.9715752346016137	0.9883356165933862	0.8933450290468274	0.7721835242358688	0.4939445334687816	0.9890106201324074	0.9924274539035307	0.7642658996038214
VincentC_2016__MM026.2__bin.2	0.9513708566157797	0.9854538271574866	0.8304690920944886	0.8501743055419438	0.9673931887342995	0.9918370694670241	0.9902164722781018	0.9858711556726706	0.9668213363913319	0.8709478647642475	0.8924535091657179	0.9888211906213171	0.8670014175467896	0.7165797026101396	0.99071924561924	0.9924918927322991	0.9808877622266503	0.9821519269901555	0.9836644336197417	0.9922039684078698	0.9792169257636703	0.8578949782229874	0.9826623123425147	0.9864548066330304	0.9906370358980546	0.9847270703861745	1.0	0.9396340868146074	0.9910204909633057	0.97290561696017	0.9899076149228152	0.9878753982271246	0.9799962054124064	0.9916737918263365	0.9843906194902122	0.9763323541115232	0.9813098482488473	0.9863668879034294	0.9004860840065364	0.9704528366445265	0.9706834805845187	0.9708764450689676	0.9895176896480263	0.8929979582682903	0.7696805219860574	0.49147045597659916	0.9897852518424397	0.9939174321336867	0.7630830015606526
