	HMP_2012__SRS063215__bin.18	HMP_2012__SRS017304__bin.30	HMP_2012__SRS022536__bin.24	HMP_2012__SRS013252__bin.59	HMP_2012__SRS024087__bin.52	HMP_2012__SRS052604__bin.20	HMP_2012__SRS051941__bin.45	HMP_2012__SRS049318__bin.91	HMP_2012__SRS014578__bin.53	HMP_2012__SRS024649__bin.31	HMP_2012__SRS063999__bin.50	HMP_2012__SRS049268__bin.34	HMP_2012__SRS019980__bin.56	HMP_2012__SRS020226__bin.72	HMP_2012__SRS024561__bin.48	HMP_2012__SRS018443__bin.10	CM_periimplantitis__SP_161SPI_T016__bin.3	HMP_2012__SRS017139__bin.42	HMP_2012__SRS024144__bin.25	HMP_2012__SRS024355__bin.45	HMP_2012__SRS023595__bin.106	HMP_2012__SRS065099__bin.45	HMP_2012__SRS024381__bin.21	HMP_2012__SRS042984__bin.21	HMP_2012__SRS023938__bin.9	HMP_2012__SRS023841__bin.9	CM_periimplantitis__SP_384SPT_T016__bin.5	HMP_2012__SRS024289__bin.17	HMP_2012__SRS015574__bin.21	HMP_2012__SRS024021__bin.26	HMP_2012__SRS058053__bin.15	HMP_2012__SRS047113__bin.1	HMP_2012__SRS018337__bin.10	HMP_2012__SRS013723__bin.65
HMP_2012__SRS063999__bin.50	0.9825384936292881	0.9836190355481856	0.9822654320543767	0.9832222162254604	0.9812168688599667	0.9832105279512133	0.9838705209045394	0.9822232373328693	0.9984710082946086	0.9810632123526883	1.0	0.9840227897996554	0.9838016959491477	0.9844177865529741	0.9830859507527876	0.9819904830698015	0.982844010724575	0.9831512485811578	0.9830096966479783	0.9821382412439257	0.9855275123429397	0.9814098662591747	0.981783479443116	0.9835978987901117	0.9852893288956741	0.9827839879300709	0.982344251129565	0.9945308143242939	0.982488686364064	0.9823881575281466	0.9828150084402199	0.9814233093616953	0.9834759799497778	0.9826470675732404
HMP_2012__SRS049268__bin.34	0.9830615989477454	0.9854939466466733	0.9833029430087885	0.9831049145369489	0.9834788148285653	0.9852891033214218	0.9838044368783697	0.9854067170010811	0.9836534535804378	0.9809724455286356	0.9840227897996554	1.0	0.9828455314739368	0.987084939020385	0.9831117408276279	0.9812556136336793	0.9823891950242886	0.98489321104256	0.9849538927579704	0.9842644401126956	0.9872455277307787	0.9819328870196189	0.984339162309013	0.98353887728494	0.9856274894255442	0.9833648285364092	0.9823494076831606	0.9843890306848257	0.9834887691487308	0.98267374183924	0.9980022060581751	0.9833834362675794	0.9867175506689818	0.983561870258038
HMP_2012__SRS019980__bin.56	0.9835292449229712	0.9846608546918546	0.9842356732783974	0.9831356097201612	0.9818954215251958	0.9854344258872013	0.983032931522551	0.9832849004488433	0.9833718449358763	0.9832348617879091	0.9838016959491477	0.9828455314739368	1.0	0.984942285227251	0.9829744122959616	0.9838979833860716	0.9813337838895917	0.9859208357377193	0.984173737382293	0.983806971575587	0.9866174957067259	0.9830454062660199	0.9834195353103506	0.9834698458924888	0.9858587997022014	0.9829149164105889	0.982004535448716	0.9841106405823694	0.9834855668075005	0.9832894244471071	0.9810000365354637	0.9819914437747662	0.9839310527020027	0.9831070556697948
HMP_2012__SRS020226__bin.72	0.9837557708929161	0.9862305728920823	0.9841359892249327	0.9839724507335328	0.9835012356684463	0.9843536558786603	0.984777859726289	0.9830820466067421	0.9840869129503941	0.9837175436416463	0.9844177865529741	0.987084939020385	0.984942285227251	1.0	0.9838305586370382	0.9844030971820447	0.9834103902684993	0.9854337176670495	0.9859574173150316	0.9848340038847375	0.9875612125952051	0.983878168086453	0.9838914590607095	0.9851828354786437	0.9861624589935162	0.984043660791656	0.98403939123238	0.9849157972271426	0.9836714179102496	0.9841659605618864	0.9861572531743736	0.9822650253930081	0.9878275527298569	0.9841293081909694
HMP_2012__SRS024561__bin.48	0.9818404247815028	0.984682074146096	0.9856088832666536	0.9993104959154175	0.9815218743057079	0.9844366248735225	0.9844695414582157	0.9826864738165937	0.9830557666328943	0.9835485014648138	0.9830859507527876	0.9831117408276279	0.9829744122959616	0.9838305586370382	1.0	0.9846377272935308	0.9834281139862975	0.9850173412516297	0.9841323930619268	0.9833465616924275	0.9857030468879301	0.9837843076637929	0.9824040849591157	0.985265644534324	0.9862686596661817	0.9848881703864839	0.981376204435791	0.983154306843839	0.9821630176665194	0.984524156063665	0.9823918218305356	0.9816287278702329	0.9832412722924598	0.9847974134511122
HMP_2012__SRS018443__bin.10	0.9820704750679897	0.9848447165766642	0.9959166557664638	0.984876650852931	0.9805647281590963	0.9841324053194627	0.9841740965164215	0.9814975002456579	0.9816849039543852	0.9992466163001898	0.9819904830698015	0.9812556136336793	0.9838979833860716	0.9844030971820447	0.9846377272935308	1.0	0.9847898701672144	0.986342781439312	0.9847745894704385	0.9844953404189772	0.9853821375117147	0.9975258576042444	0.9825495534252381	0.9852060958033524	0.9854317455832036	0.9844647105760788	0.9802153213277681	0.982309977206427	0.9821238019049592	0.9955443416017155	0.980599555698202	0.9800086350235648	0.9829848872024172	0.9844449048499158
CM_periimplantitis__SP_161SPI_T016__bin.3	0.980679576949805	0.9829316549982989	0.9847288256844212	0.9836169661265635	0.9805615352753463	0.9818873368217974	0.9840617250283699	0.981417271976544	0.9817169219098928	0.9839170980202077	0.982844010724575	0.9823891950242886	0.9813337838895917	0.9834103902684993	0.9834281139862975	0.9847898701672144	1.0	0.9836926323032634	0.9833514887280362	0.9822002497587876	0.9849059230215994	0.9838259643231025	0.9809395588459908	0.983418301295501	0.9856497049015641	0.9895263323733321	0.9807313597035278	0.9826523736498642	0.9806291880054072	0.9853812298451275	0.9812230983946415	0.9795771777235222	0.9819486420362261	0.9877796656917954
HMP_2012__SRS017139__bin.42	0.9846720195847378	0.9868549641274779	0.9858939248742318	0.9849950667516524	0.9846439647210182	0.9858174752507749	0.9856978637178411	0.9839192217001893	0.9836680813833012	0.9844334444980459	0.9831512485811578	0.98489321104256	0.9859208357377193	0.9854337176670495	0.9850173412516297	0.986342781439312	0.9836926323032634	1.0	0.9868013552720619	0.9998344401506286	0.9870938408933787	0.985183568049087	0.9841681668199197	0.9855526209456223	0.9880839531732508	0.9859394111726447	0.9863830640464828	0.9839911694330749	0.9832578150748046	0.9859461707370666	0.9825511018101813	0.9849077002342034	0.9842419790619106	0.9873648934417066
HMP_2012__SRS024144__bin.25	0.9831062886224259	0.9993217886031189	0.9848627019652704	0.9844526862918602	0.9826652379186607	0.9850168086852373	0.9840476465778255	0.9828832362381963	0.9830673830196546	0.9838933239631539	0.9830096966479783	0.9849538927579704	0.984173737382293	0.9859574173150316	0.9841323930619268	0.9847745894704385	0.9833514887280362	0.9868013552720619	1.0	0.9852837726479314	0.9859312926977595	0.98361984456484	0.9845396013428139	0.9842066143405173	0.9859285095383139	0.9837468934876634	0.9838114721759159	0.9837114036597218	0.9838715532981915	0.984032801750478	0.9839770929240707	0.9831478566432554	0.9844914516493591	0.9842794105581576
HMP_2012__SRS024355__bin.45	0.9837402339065333	0.985663622841255	0.9841045201455566	0.9836664447604926	0.9832820264399788	0.9849086292600937	0.9846214552219323	0.9830505607660313	0.9827818863256456	0.9832105142042826	0.9821382412439257	0.9842644401126956	0.983806971575587	0.9848340038847375	0.9833465616924275	0.9844953404189772	0.9822002497587876	0.9998344401506286	0.9852837726479314	1.0	0.9863012515215313	0.9832963341797966	0.9843399339642162	0.9843976566973528	0.9868424584932198	0.984474141885177	0.9851307029784814	0.9832724503070425	0.9824947573397244	0.984421991579109	0.9818930114234213	0.9843710955572544	0.9839096281555281	0.985554901935085
HMP_2012__SRS023595__bin.106	0.9856845471073963	0.9868599158743692	0.984790451813049	0.986082850530436	0.9863733541741458	0.9884554267371084	0.9856073230390079	0.9853281186868191	0.9846387495375214	0.9842575017918386	0.9855275123429397	0.9872455277307787	0.9866174957067259	0.9875612125952051	0.9857030468879301	0.9853821375117147	0.9849059230215994	0.9870938408933787	0.9859312926977595	0.9863012515215313	1.0	0.9843716585755546	0.9855109299036817	0.9856364594634426	0.9875138434633718	0.9860374672593032	0.9839584919596409	0.9859987662909462	0.9857454036711599	0.9853799901637784	0.9866151718664613	0.9867202765366843	0.9893600522815705	0.9862973990225268
HMP_2012__SRS065099__bin.45	0.9806837467461482	0.9833211013151743	0.9964906531425836	0.9835390065386743	0.9795261564936486	0.9835534986164749	0.983563073290859	0.9808218164269233	0.9811381301461334	0.9978308557459479	0.9814098662591747	0.9819328870196189	0.9830454062660199	0.983878168086453	0.9837843076637929	0.9975258576042444	0.9838259643231025	0.985183568049087	0.98361984456484	0.9832963341797966	0.9843716585755546	1.0	0.9814291461073514	0.9847265896189815	0.9844172208824532	0.9838563392897866	0.9805952362420588	0.9819196589710065	0.980750042571277	0.9960546935770904	0.980502762661893	0.9800369236710943	0.9822312384790768	0.9831435193439115
HMP_2012__SRS024381__bin.21	0.9829308232758439	0.9842133941973557	0.9834114076468842	0.9826018168134425	0.9834370913885809	0.9860595747107517	0.9818531954862485	0.982793872374759	0.981807080297455	0.9821037606292008	0.981783479443116	0.984339162309013	0.9834195353103506	0.9838914590607095	0.9824040849591157	0.9825495534252381	0.9809395588459908	0.9841681668199197	0.9845396013428139	0.9843399339642162	0.9855109299036817	0.9814291461073514	1.0	0.9830698887358545	0.9851561703217931	0.9824312183413286	0.9814251092676188	0.9822148872771173	0.9820464591437916	0.9824110469903758	0.9828511452783201	0.9831537565163054	0.9825775312084658	0.9826378749060929
HMP_2012__SRS042984__bin.21	0.9830578790393111	0.984366066164216	0.9849251550341566	0.9848204086067608	0.9806644317194814	0.9860704521016647	0.9852135155628711	0.9822507748198929	0.9827447852534527	0.9848275862068966	0.9835978987901117	0.98353887728494	0.9834698458924888	0.9851828354786437	0.985265644534324	0.9852060958033524	0.983418301295501	0.9855526209456223	0.9842066143405173	0.9843976566973528	0.9856364594634426	0.9847265896189815	0.9830698887358545	1.0	0.9857572082469387	0.9844920407762398	0.9829603690538145	0.984234259671283	0.983362543599421	0.9862942917512115	0.9833361140137512	0.9818821077789903	0.9842617734041266	0.9843340026849527
HMP_2012__SRS023938__bin.9	0.9856745896830076	0.9862336519020868	0.9855217679451693	0.9860181078612688	0.9839485813229217	0.9870049089855779	0.9856562143406388	0.9844081798007446	0.9845445275926492	0.9848066478053886	0.9852893288956741	0.9856274894255442	0.9858587997022014	0.9861624589935162	0.9862686596661817	0.9854317455832036	0.9856497049015641	0.9880839531732508	0.9859285095383139	0.9868424584932198	0.9875138434633718	0.9844172208824532	0.9851561703217931	0.9857572082469387	1.0	0.9886701542353488	0.9837783928835548	0.9856810172917748	0.98565074710236	0.9846760686529454	0.9848451802913317	0.9847533919403447	0.9864321254884323	0.9919344203891667
HMP_2012__SRS023841__bin.9	0.9820577093558934	0.9837199807366543	0.9847648427327944	0.9843788023436476	0.9821474064495428	0.984715667791427	0.9844262810394467	0.9829960584140024	0.9823127351286922	0.983492207106774	0.9827839879300709	0.9833648285364092	0.9829149164105889	0.984043660791656	0.9848881703864839	0.9844647105760788	0.9895263323733321	0.9859394111726447	0.9837468934876634	0.984474141885177	0.9860374672593032	0.9838563392897866	0.9824312183413286	0.9844920407762398	0.9886701542353488	1.0	0.9812603166186293	0.9835374839636015	0.9826931812271364	0.984567465078225	0.982152690823855	0.982282859862385	0.9836557511821908	0.9916423578622929
CM_periimplantitis__SP_384SPT_T016__bin.5	0.9814594233315311	0.9839046797020713	0.9819314038916226	0.9811538588150092	0.9826921307869213	0.9838536532805497	0.9827754341581352	0.9815936682150148	0.9821801416956871	0.979995392531572	0.982344251129565	0.9823494076831606	0.982004535448716	0.98403939123238	0.981376204435791	0.9802153213277681	0.9807313597035278	0.9863830640464828	0.9838114721759159	0.9851307029784814	0.9839584919596409	0.9805952362420588	0.9814251092676188	0.9829603690538145	0.9837783928835548	0.9812603166186293	1.0	0.9824517391069632	0.9807844516753144	0.9805955869508127	0.9812359858841784	0.9825660451065812	0.9825415691715156	0.9802057444424273
HMP_2012__SRS024289__bin.17	0.9829697997782735	0.98433293108257	0.9829466748647673	0.9833136233420668	0.9809727373543574	0.9838787276074774	0.9839709561409107	0.9824591942039204	0.9944846401204159	0.9820327241565964	0.9945308143242939	0.9843890306848257	0.9841106405823694	0.9849157972271426	0.983154306843839	0.982309977206427	0.9826523736498642	0.9839911694330749	0.9837114036597218	0.9832724503070425	0.9859987662909462	0.9819196589710065	0.9822148872771173	0.984234259671283	0.9856810172917748	0.9835374839636015	0.9824517391069632	1.0	0.9821194412582022	0.9826207129136791	0.9835564843075741	0.9817014737241969	0.9849038728944174	0.9827008105009185
HMP_2012__SRS015574__bin.21	0.9832726715927173	0.9840593424229543	0.9818726015226861	0.9824069102880532	0.9817758417502033	0.9847084964898656	0.9812376608346381	0.9815659116185116	0.9820507306820566	0.9804986658349794	0.982488686364064	0.9834887691487308	0.9834855668075005	0.9836714179102496	0.9821630176665194	0.9821238019049592	0.9806291880054072	0.9832578150748046	0.9838715532981915	0.9824947573397244	0.9857454036711599	0.980750042571277	0.9820464591437916	0.983362543599421	0.98565074710236	0.9826931812271364	0.9807844516753144	0.9821194412582022	1.0	0.9818378088158561	0.9817097726102385	0.9813606804706715	0.9835661351197251	0.9825338958964129
HMP_2012__SRS024021__bin.26	0.9814464953644806	0.9837703335429735	0.9946402154657018	0.9843862021357553	0.9798203402938133	0.9837863086342502	0.9843876190038173	0.982894269170454	0.9822543657641492	0.9956154912527154	0.9823881575281466	0.98267374183924	0.9832894244471071	0.9841659605618864	0.984524156063665	0.9955443416017155	0.9853812298451275	0.9859461707370666	0.984032801750478	0.984421991579109	0.9853799901637784	0.9960546935770904	0.9824110469903758	0.9862942917512115	0.9846760686529454	0.984567465078225	0.9805955869508127	0.9826207129136791	0.9818378088158561	1.0	0.9818379719016693	0.9799226587570736	0.9835297334086781	0.9834829971748741
HMP_2012__SRS058053__bin.15	0.9815612282648909	0.9843733296037026	0.9821492680388626	0.9822856150496202	0.982004119162282	0.9834700385153838	0.9833049146279145	0.9850966384183069	0.9824604251469923	0.9792805845790191	0.9828150084402199	0.9980022060581751	0.9810000365354637	0.9861572531743736	0.9823918218305356	0.980599555698202	0.9812230983946415	0.9825511018101813	0.9839770929240707	0.9818930114234213	0.9866151718664613	0.980502762661893	0.9828511452783201	0.9833361140137512	0.9848451802913317	0.982152690823855	0.9812359858841784	0.9835564843075741	0.9817097726102385	0.9818379719016693	1.0	0.9818376960422309	0.9860977489548638	0.9825964284432895
HMP_2012__SRS047113__bin.1	0.981604574760066	0.9836530829542155	0.9809594911703876	0.9817195449323205	0.9906101518136516	0.9843549322451411	0.9810592546720016	0.9824436022268511	0.9804478654460845	0.9791356537993817	0.9814233093616953	0.9833834362675794	0.9819914437747662	0.9822650253930081	0.9816287278702329	0.9800086350235648	0.9795771777235222	0.9849077002342034	0.9831478566432554	0.9843710955572544	0.9867202765366843	0.9800369236710943	0.9831537565163054	0.9818821077789903	0.9847533919403447	0.982282859862385	0.9825660451065812	0.9817014737241969	0.9813606804706715	0.9799226587570736	0.9818376960422309	1.0	0.9818578787718774	0.9822583867124903
HMP_2012__SRS018337__bin.10	0.9832772310404116	0.9849311706534191	0.9828832632169745	0.9833818890623853	0.9829156118510528	0.9842550052608128	0.9841432474629196	0.9833473017071375	0.9833313053977406	0.981981277272266	0.9834759799497778	0.9867175506689818	0.9839310527020027	0.9878275527298569	0.9832412722924598	0.9829848872024172	0.9819486420362261	0.9842419790619106	0.9844914516493591	0.9839096281555281	0.9893600522815705	0.9822312384790768	0.9825775312084658	0.9842617734041266	0.9864321254884323	0.9836557511821908	0.9825415691715156	0.9849038728944174	0.9835661351197251	0.9835297334086781	0.9860977489548638	0.9818578787718774	1.0	0.9835690862605603
HMP_2012__SRS013723__bin.65	0.9827283115980463	0.984623891666016	0.9838941945075572	0.9851298661804422	0.9810153506173059	0.9847305179990381	0.9843418507297869	0.9826620710257618	0.9821006111729786	0.983506068573014	0.9826470675732404	0.983561870258038	0.9831070556697948	0.9841293081909694	0.9847974134511122	0.9844449048499158	0.9877796656917954	0.9873648934417066	0.9842794105581576	0.985554901935085	0.9862973990225268	0.9831435193439115	0.9826378749060929	0.9843340026849527	0.9919344203891667	0.9916423578622929	0.9802057444424273	0.9827008105009185	0.9825338958964129	0.9834829971748741	0.9825964284432895	0.9822583867124903	0.9835690862605603	1.0
