	HMP_2012__SRS063215__bin.18	HMP_2012__SRS017304__bin.30	HMP_2012__SRS022536__bin.24	HMP_2012__SRS013252__bin.59	HMP_2012__SRS024087__bin.52	HMP_2012__SRS052604__bin.20	HMP_2012__SRS051941__bin.45	HMP_2012__SRS049318__bin.91	HMP_2012__SRS014578__bin.53	HMP_2012__SRS024649__bin.31	HMP_2012__SRS063999__bin.50	HMP_2012__SRS049268__bin.34	HMP_2012__SRS019980__bin.56	HMP_2012__SRS020226__bin.72	HMP_2012__SRS024561__bin.48	HMP_2012__SRS018443__bin.10	CM_periimplantitis__SP_161SPI_T016__bin.3	HMP_2012__SRS017139__bin.42	HMP_2012__SRS024144__bin.25	HMP_2012__SRS024355__bin.45	HMP_2012__SRS023595__bin.106	HMP_2012__SRS065099__bin.45	HMP_2012__SRS024381__bin.21	HMP_2012__SRS042984__bin.21	HMP_2012__SRS023938__bin.9	HMP_2012__SRS023841__bin.9	CM_periimplantitis__SP_384SPT_T016__bin.5	HMP_2012__SRS024289__bin.17	HMP_2012__SRS015574__bin.21	HMP_2012__SRS024021__bin.26	HMP_2012__SRS058053__bin.15	HMP_2012__SRS047113__bin.1	HMP_2012__SRS018337__bin.10	HMP_2012__SRS013723__bin.65
HMP_2012__SRS063999__bin.50	1464593.0	1420185.0	1251567.0	1537867.0	1412757.0	997649.0	1552127.0	1379160.0	1166782.0	1456266.0	1673273.0	1445559.0	1527876.0	1477903.0	1494379.0	1437018.0	1200980.0	902144.0	1405331.0	1311461.0	1327277.0	1383422.0	1265829.0	1323428.0	1418766.0	1442262.0	1250924.0	1572629.0	1530896.0	1058833.0	1306838.0	1379686.0	1447166.0	1512655.0
HMP_2012__SRS049268__bin.34	1393579.0	1345783.0	1229558.0	1488421.0	1422174.0	959017.0	1473243.0	1388447.0	1097296.0	1442960.0	1445559.0	1708874.0	1481305.0	1461472.0	1463798.0	1456276.0	1195005.0	835386.0	1346860.0	1267130.0	1328632.0	1350022.0	1272665.0	1287397.0	1394398.0	1367404.0	1223585.0	1441038.0	1487109.0	1027631.0	1426073.0	1343900.0	1461101.0	1488308.0
HMP_2012__SRS019980__bin.56	1438489.0	1405489.0	1277124.0	1520304.0	1440851.0	981767.0	1525013.0	1390240.0	1151601.0	1468106.0	1527876.0	1481305.0	1718769.0	1468948.0	1500330.0	1443608.0	1213315.0	869938.0	1416759.0	1307538.0	1342798.0	1383047.0	1273366.0	1318560.0	1417065.0	1418840.0	1264263.0	1497606.0	1535142.0	1058252.0	1313792.0	1388229.0	1457345.0	1511933.0
HMP_2012__SRS020226__bin.72	1423090.0	1372824.0	1239157.0	1516701.0	1408954.0	977289.0	1495519.0	1380959.0	1097650.0	1432462.0	1477903.0	1461472.0	1468948.0	1598333.0	1468449.0	1432528.0	1195869.0	869817.0	1356232.0	1262891.0	1340002.0	1361942.0	1268830.0	1308280.0	1411667.0	1397501.0	1217936.0	1468954.0	1506132.0	1040922.0	1303643.0	1358051.0	1445149.0	1488908.0
HMP_2012__SRS024561__bin.48	1446014.0	1406979.0	1316993.0	1611303.0	1431314.0	997213.0	1561319.0	1400639.0	1137024.0	1500532.0	1494379.0	1463798.0	1500330.0	1468449.0	1644302.0	1463911.0	1250431.0	875946.0	1423277.0	1329215.0	1323219.0	1413569.0	1294505.0	1346988.0	1416759.0	1446218.0	1274767.0	1493913.0	1525258.0	1064950.0	1298090.0	1391847.0	1464789.0	1512440.0
HMP_2012__SRS018443__bin.10	1366015.0	1330889.0	1299670.0	1493849.0	1387889.0	942802.0	1468289.0	1343332.0	1083860.0	1608742.0	1437018.0	1456276.0	1443608.0	1432528.0	1463911.0	1683711.0	1196308.0	840874.0	1329685.0	1246464.0	1308194.0	1455858.0	1245928.0	1292627.0	1373054.0	1372295.0	1212049.0	1429789.0	1467538.0	1076833.0	1271208.0	1322521.0	1390411.0	1462479.0
CM_periimplantitis__SP_161SPI_T016__bin.3	1155513.0	1116980.0	1200759.0	1261549.0	1199889.0	745887.0	1250449.0	1139499.0	1033524.0	1266749.0	1200980.0	1195005.0	1213315.0	1195869.0	1250431.0	1196308.0	1401852.0	656881.0	1163107.0	1070633.0	1077575.0	1152959.0	1165398.0	1120030.0	1146736.0	1177429.0	1168946.0	1205064.0	1238358.0	867036.0	1044315.0	1165265.0	1167336.0	1243583.0
HMP_2012__SRS017139__bin.42	875784.0	851348.0	718981.0	916232.0	859662.0	715881.0	923848.0	852011.0	651485.0	858186.0	902144.0	835386.0	869938.0	869817.0	875946.0	840874.0	656881.0	1009617.0	858573.0	972458.0	802795.0	865728.0	694929.0	747402.0	859765.0	886236.0	678273.0	875142.0	892058.0	678107.0	828591.0	828767.0	863116.0	867741.0
HMP_2012__SRS024144__bin.25	1362874.0	1365356.0	1225582.0	1417158.0	1369964.0	933446.0	1444301.0	1318123.0	1093688.0	1388803.0	1405331.0	1346860.0	1416759.0	1356232.0	1423277.0	1329685.0	1163107.0	858573.0	1522586.0	1293606.0	1238209.0	1301636.0	1208507.0	1235074.0	1316847.0	1325039.0	1203939.0	1400489.0	1404785.0	1014580.0	1228616.0	1312474.0	1340551.0	1401665.0
HMP_2012__SRS024355__bin.45	1250756.0	1233645.0	1140450.0	1321880.0	1279880.0	894816.0	1340634.0	1241516.0	1005627.0	1308021.0	1311461.0	1267130.0	1307538.0	1262891.0	1329215.0	1246464.0	1070633.0	972458.0	1293606.0	1462223.0	1157551.0	1239668.0	1130902.0	1135150.0	1229257.0	1255776.0	1125070.0	1281419.0	1335200.0	937668.0	1126195.0	1212561.0	1258268.0	1297049.0
HMP_2012__SRS023595__bin.106	1267232.0	1237435.0	1133367.0	1352001.0	1306411.0	875996.0	1352007.0	1274615.0	1005452.0	1284993.0	1327277.0	1328632.0	1342798.0	1340002.0	1323219.0	1308194.0	1077575.0	802795.0	1238209.0	1157551.0	1443634.0	1220475.0	1137064.0	1201027.0	1312894.0	1268681.0	1096655.0	1319598.0	1355212.0	945485.0	1169309.0	1241065.0	1296059.0	1335075.0
HMP_2012__SRS065099__bin.45	1324584.0	1291692.0	1257214.0	1447847.0	1324910.0	937099.0	1416384.0	1297151.0	1040830.0	1510273.0	1383422.0	1350022.0	1383047.0	1361942.0	1413569.0	1455858.0	1152959.0	865728.0	1301636.0	1239668.0	1220475.0	1640412.0	1178298.0	1224350.0	1307854.0	1337429.0	1156314.0	1371379.0	1421146.0	1054164.0	1220019.0	1284271.0	1332901.0	1402250.0
HMP_2012__SRS024381__bin.21	1187755.0	1167192.0	1212520.0	1326058.0	1268014.0	771569.0	1291963.0	1199747.0	1051453.0	1293959.0	1265829.0	1272665.0	1273366.0	1268830.0	1294505.0	1245928.0	1165398.0	694929.0	1208507.0	1130902.0	1137064.0	1178298.0	1434244.0	1158055.0	1206023.0	1193196.0	1240761.0	1252452.0	1316899.0	890161.0	1096633.0	1219441.0	1227151.0	1297825.0
HMP_2012__SRS042984__bin.21	1248604.0	1233023.0	1162002.0	1362092.0	1272215.0	837931.0	1351775.0	1218025.0	1030587.0	1297025.0	1323428.0	1287397.0	1318560.0	1308280.0	1346988.0	1292627.0	1120030.0	747402.0	1235074.0	1135150.0	1201027.0	1224350.0	1158055.0	1427231.0	1278050.0	1247295.0	1133710.0	1328133.0	1331153.0	954128.0	1138810.0	1215042.0	1272062.0	1325163.0
HMP_2012__SRS023938__bin.9	1394166.0	1340370.0	1205603.0	1491286.0	1359506.0	983910.0	1461748.0	1337881.0	1069977.0	1383434.0	1418766.0	1394398.0	1417065.0	1411667.0	1416759.0	1373054.0	1146736.0	859765.0	1316847.0	1229257.0	1312894.0	1307854.0	1206023.0	1278050.0	1552429.0	1367715.0	1183175.0	1464280.0	1432200.0	1015601.0	1256300.0	1343184.0	1422920.0	1448377.0
HMP_2012__SRS023841__bin.9	1399877.0	1364249.0	1210424.0	1495788.0	1346359.0	999324.0	1479287.0	1324340.0	1073880.0	1392615.0	1442262.0	1367404.0	1418840.0	1397501.0	1446218.0	1372295.0	1177429.0	886236.0	1325039.0	1255776.0	1268681.0	1337429.0	1193196.0	1247295.0	1367715.0	1610452.0	1169230.0	1425663.0	1441975.0	1026079.0	1260246.0	1321658.0	1397617.0	1453520.0
CM_periimplantitis__SP_384SPT_T016__bin.5	1174505.0	1137722.0	1229924.0	1275858.0	1250125.0	751749.0	1283864.0	1167696.0	1042657.0	1293552.0	1250924.0	1223585.0	1264263.0	1217936.0	1274767.0	1212049.0	1168946.0	678273.0	1203939.0	1125070.0	1096655.0	1156314.0	1240761.0	1133710.0	1183175.0	1169230.0	1454034.0	1259612.0	1273552.0	864391.0	1056970.0	1198007.0	1207325.0	1277896.0
HMP_2012__SRS024289__bin.17	1572207.0	1448516.0	1253949.0	1569424.0	1403092.0	1116165.0	1551309.0	1367269.0	1169280.0	1444682.0	1572629.0	1441038.0	1497606.0	1468954.0	1493913.0	1429789.0	1205064.0	875142.0	1400489.0	1281419.0	1319598.0	1371379.0	1252452.0	1328133.0	1464280.0	1425663.0	1259612.0	1766377.0	1509964.0	1091184.0	1317419.0	1389948.0	1539004.0	1497469.0
HMP_2012__SRS015574__bin.21	1449843.0	1404459.0	1296656.0	1553394.0	1450163.0	982441.0	1542345.0	1409888.0	1153306.0	1500564.0	1530896.0	1487109.0	1535142.0	1506132.0	1525258.0	1467538.0	1238358.0	892058.0	1404785.0	1335200.0	1355212.0	1421146.0	1316899.0	1331153.0	1432200.0	1441975.0	1273552.0	1509964.0	1642511.0	1057912.0	1318573.0	1379986.0	1475003.0	1541042.0
HMP_2012__SRS024021__bin.26	1050152.0	1022387.0	930821.0	1089357.0	1006013.0	794267.0	1087150.0	976281.0	828091.0	1081307.0	1058833.0	1027631.0	1058252.0	1040922.0	1064950.0	1076833.0	867036.0	678107.0	1014580.0	937668.0	945485.0	1054164.0	890161.0	954128.0	1015601.0	1026079.0	864391.0	1091184.0	1057912.0	1181644.0	962833.0	987830.0	1038781.0	1046679.0
HMP_2012__SRS058053__bin.15	1283925.0	1244091.0	1072393.0	1347436.0	1247341.0	941442.0	1336561.0	1240190.0	994950.0	1273395.0	1306838.0	1426073.0	1313792.0	1303643.0	1298090.0	1271208.0	1044315.0	828591.0	1228616.0	1126195.0	1169309.0	1220019.0	1096633.0	1138810.0	1256300.0	1260246.0	1056970.0	1317419.0	1318573.0	962833.0	1551700.0	1233599.0	1327339.0	1309961.0
HMP_2012__SRS047113__bin.1	1361208.0	1291375.0	1206848.0	1443126.0	1380640.0	939785.0	1432309.0	1311089.0	1080905.0	1350246.0	1379686.0	1343900.0	1388229.0	1358051.0	1391847.0	1322521.0	1165265.0	828767.0	1312474.0	1212561.0	1241065.0	1284271.0	1219441.0	1215042.0	1343184.0	1321658.0	1198007.0	1389948.0	1379986.0	987830.0	1233599.0	1550545.0	1363512.0	1371634.0
HMP_2012__SRS018337__bin.10	1501127.0	1397587.0	1222254.0	1526768.0	1379388.0	1068276.0	1496208.0	1335159.0	1068410.0	1419024.0	1447166.0	1461101.0	1457345.0	1445149.0	1464789.0	1390411.0	1167336.0	863116.0	1340551.0	1258268.0	1296059.0	1332901.0	1227151.0	1272062.0	1422920.0	1397617.0	1207325.0	1539004.0	1475003.0	1038781.0	1327339.0	1363512.0	1769225.0	1439360.0
HMP_2012__SRS013723__bin.65	1427249.0	1396127.0	1286058.0	1545514.0	1459811.0	973052.0	1528597.0	1419316.0	1140430.0	1477695.0	1512655.0	1488308.0	1511933.0	1488908.0	1512440.0	1462479.0	1243583.0	867741.0	1401665.0	1297049.0	1335075.0	1402250.0	1297825.0	1325163.0	1448377.0	1453520.0	1277896.0	1497469.0	1541042.0	1046679.0	1309961.0	1371634.0	1439360.0	1672349.0
