	LeChatelierE_2013__MH0437__bin.78	LiJ_2014__MH0373__bin.33	LiJ_2014__V1.UC58-4__bin.26	FengQ_2015__SID31878__bin.55	HMP_2012__SRS052697__bin.46	BritoIL_2016__M2.37.ST__bin.66	XieH_2016__YSZC12003_37228__bin.61	CosteaPI_2017__SID713A078-11-90-0__bin.45	ChengpingW_2017__AS67raw__bin.73	CM_madagascar__A79_02_1FE__bin.52	BritoIL_2016__M1.48.ST__bin.85	LiuW_2016__SRR3992978__bin.70	XieH_2016__YSZC12003_36244__bin.10	LiuW_2016__SRR3993055__bin.86	BritoIL_2016__WL.17.ST__bin.10	HMP_2012__SRS051031__bin.19	CosteaPI_2017__SID713B046-11-0-0__bin.66	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.82	XieH_2016__YSZC12003_37100__bin.121	LeChatelierE_2013__MH0200__bin.81	CosteaPI_2017__SID713B055-11-0-0__bin.109	XieH_2016__YSZC12003_37314__bin.3	LiJ_2014__O2.UC31-1__bin.45	FengQ_2015__SID530373__bin.58	CosteaPI_2017__SID713A078-11-0-0__bin.19	XieH_2016__YSZC12003_35562__bin.33	ZellerG_2014__CCIS63910149ST-4-0__bin.6	XieH_2016__YSZC12003_35741__bin.73	NielsenHB_2014__O2_UC31_0__bin.50	LeChatelierE_2013__MH0448__bin.11	XieH_2016__YSZC12003_37101__bin.76	ZeeviD_2015__PNP_Main_140__bin.8
BritoIL_2016__M1.48.ST__bin.85	0.7852202309853993	0.9326969424065489	0.9226560555726949	0.7602923292048891	0.9064384970604964	0.7787930657751555	0.8848602685268975	0.9463585993833088	0.8630819704840543	0.9498519539850973	1.0	0.5978678771323804	0.9106648976690547	0.9167846389992403	0.940402058384512	0.47733657059173407	0.8658151693894736	0.8331279322518013	0.8863616031369164	0.9281088985387335	0.7877907717532215	0.6788445199660152	0.920270945081733	0.918927388865183	0.6680825153888152	0.9515511893291925	0.780211986928792	0.9419755047688655	0.6973859210706809	0.6375895365273246	0.9202340759038777	0.6509139489654672
LiuW_2016__SRR3992978__bin.70	0.7947705637271192	0.9528680936716968	0.9560289221850975	0.8358518398317908	0.9206020938115259	0.8262191674643544	0.9189707541363955	0.9822883120985847	0.9215774450458631	0.9793941946749275	0.9517727656041093	1.0	0.9508397083613495	0.9535810495297167	0.9684685345649804	0.4112805843821236	0.8859132524338466	0.8326677064658882	0.9185296882242306	0.96921428984504	0.9294208226267676	0.6146136961755011	0.937189106794055	0.9521646323832146	0.7985494024031619	0.9796721266195794	0.7637414473349174	0.9728351734096812	0.648543835132842	0.6383060997430424	0.9564216521068881	0.6295443383450274
XieH_2016__YSZC12003_36244__bin.10	0.7973317726883893	0.9261282117375846	0.9234781415139661	0.7649629806156873	0.8985532151285289	0.763686580561	0.9144120264769251	0.9626299028865987	0.866579988187085	0.959780969318304	0.9076344610722301	0.5952941799507921	1.0	0.8990795545244924	0.9471131581066264	0.483560540108521	0.8727285401863372	0.8252709918363355	0.88932876596108	0.9423863709439038	0.8090803813204634	0.6842066298229089	0.9144882213997494	0.9261519888766221	0.6687006928334082	0.9531471475268803	0.7782544013375722	0.9514303300104782	0.690527566080182	0.6304421953432473	0.9294553900342445	0.6463663938239962
LiuW_2016__SRR3993055__bin.86	0.806831533488234	0.9541647182456969	0.9476634947402458	0.788730726070069	0.933043741372448	0.8040342278386645	0.9188539972616382	0.975433896742764	0.8950294634932807	0.9783210215582839	0.9492089457643808	0.6201889907525555	0.9339857198753535	1.0	0.9601472360677843	0.4896351489342114	0.9006280043809298	0.855324339815096	0.9118576456038852	0.9605014604035014	0.8151010718233347	0.7007539757611754	0.9427430885555226	0.9389617016690085	0.6919859410550496	0.9800595837892124	0.8033572158753131	0.968682302312226	0.7097673290643032	0.6557725374531888	0.9503670516353544	0.6680031010067045
BritoIL_2016__WL.17.ST__bin.10	0.785663723524313	0.9164214048038606	0.9153307750274865	0.7518853613074677	0.8929983126399317	0.7537207354168517	0.8854755639205129	0.9542428874059786	0.8579340459819901	0.9413760527823264	0.9007765803355297	0.5827214121266605	0.9102338985392312	0.8882738083181814	1.0	0.4719035592443078	0.8558774298322559	0.8108671389612946	0.8753997028293533	0.928902883573194	0.8018050442146505	0.6814301584061848	0.9121315943501223	0.9106649569746553	0.6589855169559172	0.9411293627138608	0.7676371713633859	0.9353682407570425	0.6844096550857365	0.6250368087549526	0.9234559668614739	0.633780543476398
HMP_2012__SRS051031__bin.19	0.8656364577629972	0.9478266334602364	0.9298063218623439	0.7636683589447514	0.928756015824895	0.7729506782250041	0.929818039272498	0.9839183871730576	0.8899213229169107	0.9680412964142594	0.9377975955874364	0.5075683817404402	0.9531974681872314	0.9291000815957834	0.9679081440261448	1.0	0.9050974995046731	0.9134743825457459	0.9125508375817822	0.9704092784844914	0.764165816266748	0.7718311329457356	0.9541412523141886	0.954420339719677	0.6328125832202426	0.966340141503706	0.865445783543217	0.9653920965003292	0.8125416766974799	0.7215762260139288	0.9527458152867463	0.7578149799632287
CosteaPI_2017__SID713B046-11-0-0__bin.66	0.8085191477394533	0.933232444543822	0.9239847537291586	0.7699943062762356	0.907041315227138	0.77696393129727	0.9143670861273688	0.9673919056916491	0.8634480222954236	0.9582807950927938	0.920259052905528	0.5914908796687959	0.9307042698317931	0.9245616178474035	0.9497142764936805	0.4896613963223616	1.0	0.8347540749312489	0.8976754854072395	0.9529818284921313	0.8150548280241856	0.6894857437916512	0.9263803822401921	0.9267261549384409	0.6753355724036504	0.9611576239422237	0.7952334080970745	0.958563176129697	0.7107127297371436	0.6435239078769326	0.9420784627406866	0.6676202309300594
VogtmannE_2016__MMRS93621581ST-27-0-0__bin.82	0.8258624506671911	0.9565024074287078	0.9459339623691622	0.7961019814752288	0.9398785958376776	0.7938052462528091	0.9195245993081348	0.980760977516236	0.8942685510531959	0.9812859985727342	0.9502244171276834	0.5965655336353596	0.9444058975510149	0.9422167638172061	0.9655186700950728	0.530305897427335	0.8957527095167951	1.0	0.912133490159411	0.9583928542717173	0.8128197897689536	0.7096639741558539	0.9519676849230526	0.9520987855873372	0.6865049181301087	0.9779095380680461	0.8273948442808572	0.9671308372261573	0.7373144647320661	0.6757534268600525	0.9497321712372563	0.6896389660857423
XieH_2016__YSZC12003_37100__bin.121	0.8060878269534452	0.9454638309256893	0.9345526294011819	0.7763181014849436	0.915656128807726	0.7758334740925564	0.9122852760562327	0.966625326910934	0.874038822338432	0.9653590607184275	0.9266126755853222	0.6031876579290143	0.9328187402861966	0.9207036222921798	0.9554108790063948	0.4855790758864147	0.8829208237872128	0.8360480024849198	1.0	0.9517112731700073	0.8112027715018688	0.6944466802173398	0.9317049475072013	0.9348745806981128	0.6731774892560091	0.9659241759350474	0.7886644802697136	0.9576237273571313	0.7107896762462292	0.6494936635676964	0.9505731073174769	0.659801773226122
LeChatelierE_2013__MH0200__bin.81	0.7803079420311487	0.9073121332311317	0.9041652349627032	0.7406389882659875	0.882933000400618	0.7443860361053714	0.889688570052951	0.955070667871112	0.8456983320713608	0.9439938140023498	0.8871464857303815	0.5819533261916571	0.903801413720207	0.8867474225441677	0.9269646994924642	0.47213580172053243	0.8570301717681972	0.8032032853783767	0.870190446427322	1.0	0.7899808190538679	0.6832614760466209	0.8995412846414055	0.9098220851932528	0.646676192356748	0.9339695540702113	0.7652943557435817	0.9293938022895861	0.683500395694471	0.6230117454142716	0.9242629898954091	0.6346840844790852
CosteaPI_2017__SID713B055-11-0-0__bin.109	0.7956200402231095	0.9176156909755591	0.9341817173088164	0.8011339994253841	0.8916861507673103	0.7710706926102421	0.8925003962867928	0.9756178358778248	0.865388187681425	0.9578592339776296	0.8996756640280571	0.6667444792296184	0.9270739421619426	0.8990669922823147	0.9559613917592161	0.44419972358996207	0.8757436569345235	0.8138696662274488	0.8861703339706946	0.9438331583066666	1.0	0.6530843496438372	0.919777311590398	0.9272491752281126	0.7271862646997632	0.9579304417607022	0.7629746772739432	0.9496486669903009	0.6586001664404529	0.612965884660729	0.9457669140156731	0.624744890377166
XieH_2016__YSZC12003_37314__bin.3	0.7271001046371615	0.8581614356849527	0.8491239924072331	0.6519322382362066	0.8268997691672669	0.6677290318170584	0.8071370168418507	0.8945228492856805	0.7778169217745201	0.925733906121011	0.8229219795878663	0.4680179670945047	0.8321914386820976	0.8204637950163266	0.8623949027505377	0.47624039730572454	0.786373244435564	0.7542696168386958	0.8052670876691153	0.8665205777653919	0.6932382835299005	1.0	0.8666802940356818	0.8428845415682955	0.5367984972210683	0.8898279796614804	0.7221521866011852	0.8732891298289525	0.6764194372729136	0.6078722375000657	0.8461774572643955	0.5912144220505728
LiJ_2014__O2.UC31-1__bin.45	0.782617896441482	0.9476107516835547	0.9211505467419534	0.7506513871305478	0.8919472414780046	0.7480326124737263	0.8758679650851208	0.9395211186982098	0.8422391951738364	0.9482403156919623	0.8979540227817524	0.5744306016780262	0.8952908083125727	0.8884587162078873	0.9291639971918271	0.47387811958224463	0.8504383405539211	0.8144156402745323	0.8696199390857143	0.9182545523032785	0.7858614736982441	0.6976040063548932	1.0	0.9010589901475878	0.6479001924138066	0.9402977573237076	0.7668401759181714	0.9274795166852979	0.7170178558107965	0.6413225711394104	0.9143766496296418	0.6394576861565223
FengQ_2015__SID530373__bin.58	0.7554765881785187	0.8844996976754085	0.8781142125380341	0.7277740140346306	0.858969552657046	0.7262364921936663	0.8532030764796597	0.9097072605596929	0.8230111324171454	0.9047100581519685	0.8691932010558538	0.5657429056290839	0.8789516952486062	0.8578048721697777	0.8992702669020987	0.4595051723404026	0.8247107145989186	0.7895918284663092	0.8458652304154437	0.900316479228839	0.7679916467125598	0.6576803523889284	0.873473953159433	1.0	0.6343523817485183	0.9075225230538527	0.7479269354030559	0.9039454000249245	0.6654443761215371	0.6063190198836755	0.8847043244981386	0.6180704459890322
CosteaPI_2017__SID713A078-11-0-0__bin.19	0.8184892619486724	0.9547729209132775	0.9457835873211031	0.8380232864492094	0.9310296480840371	0.8231214380468594	0.9192161738672238	0.9893451475779104	0.917816429318678	0.9675955670390588	0.9492255568548965	0.7127103276033939	0.9532761109750142	0.9496030333704647	0.9774885331878893	0.457646364593011	0.9027635903101008	0.8552015493485063	0.9149167933909255	0.9612354729318524	0.9047110609863385	0.6291616785841395	0.943428596080099	0.9528724422114269	1.0	0.9740796891442376	0.8001785695026709	0.973809292701453	0.6811602241440142	0.6511577743984642	0.9557189232829055	0.6522247233251213
XieH_2016__YSZC12003_35562__bin.33	0.7319070590212706	0.866914540276959	0.8753892602203059	0.7043162655431624	0.8480227348797017	0.7098391711669645	0.8477529349820997	0.9012406435865852	0.7986469317164069	0.907402446993039	0.8500886173990418	0.5497746904445789	0.8543574620984425	0.8456487864090603	0.8777641774518005	0.4394178134776916	0.8078705037992379	0.7659778938460919	0.8254443100557861	0.8729077792949649	0.7493607389320284	0.6557672997680302	0.8609125824112748	0.8571450714533786	0.6124733772408044	1.0	0.7218576183111302	0.8895123403179376	0.6493507122571982	0.5930206593095738	0.8654178047588439	0.6012870956694937
ZellerG_2014__CCIS63910149ST-4-0__bin.6	0.8302326112563096	0.9492588350838725	0.9388698009964859	0.7800396114553457	0.9286171556103721	0.78426570346225	0.9234970324037367	0.9813173582356914	0.8915827288834073	0.9703410043820581	0.9390531752790585	0.5774253859180297	0.9398245219053958	0.933881498448497	0.9645617778821902	0.5301918251614314	0.9005073790202853	0.8731239212077905	0.907993095729859	0.963628592031376	0.8041047125885467	0.7169980129014575	0.9458974082883871	0.951703390466495	0.6778368360431615	0.9725166978272431	1.0	0.964320976778029	0.7344335790287689	0.6706819761352402	0.956114161911008	0.6867301624591731
XieH_2016__YSZC12003_35741__bin.73	0.7994085824195843	0.937994619156121	0.9338520558361562	0.7648455053584017	0.9139112503993388	0.7629534971524827	0.9104820845357504	0.9707517603913917	0.8668618696716313	0.9615631377870949	0.9174053665864909	0.5951588246631692	0.929707380310547	0.9111891453751937	0.9510443536782741	0.4785650730955166	0.8783295621661725	0.8258333311331191	0.8921322980005333	0.9469456186254294	0.8098592478963752	0.7016029000583497	0.925736961750596	0.9307407769220412	0.6675076765473886	0.9697093869059091	0.7803073787263928	1.0	0.7034568885626704	0.6386861024789373	0.9443307080377346	0.6600521186742742
NielsenHB_2014__O2_UC31_0__bin.50	0.8172751180612504	0.9504581059299267	0.933854593784464	0.738917088482312	0.8941308712496112	0.7476826061137347	0.8946419986992054	0.9415335237395017	0.8442475185928796	0.9518338376268982	0.9093049232248395	0.5311872578683935	0.9033686338828719	0.8938360716002601	0.9316418290303424	0.5392592540225659	0.8718575912677092	0.8428972372253485	0.8865233436077256	0.932349489579504	0.7519398806662331	0.7275521024799932	0.9581377428385601	0.9173033962050731	0.6250954387354014	0.9477278511438509	0.7956303198258067	0.9417859061731187	1.0	0.6903331165342307	0.9230389107258999	0.6925444673811612
LeChatelierE_2013__MH0448__bin.11	0.8547866518825443	0.9704934001541651	0.9529015168605156	0.773388420397306	0.9260039266671396	0.7869260955967282	0.9074905599765325	0.971060160271152	0.8935583049488282	0.9755097453246276	0.9373813769480884	0.589489509357919	0.9299680589621833	0.9311804951618136	0.9593503063772869	0.5399741251288362	0.8901330331869535	0.8710616748199879	0.9134036774839996	0.958241497203266	0.7891078430512898	0.7372233855905824	0.9663028826647132	0.9424128676069092	0.6737861090363564	0.9759170792483692	0.8192457706223759	0.9641418606152735	0.7783904172103764	1.0	0.9526679574874113	0.6881065668446129
XieH_2016__YSZC12003_37101__bin.76	0.7823003725667702	0.9083683298805275	0.9077493993273728	0.7443701225724183	0.8900804557178307	0.753378241701313	0.8900000683030321	0.9526455077883846	0.8471845752838648	0.9387595013458324	0.8917444226633664	0.5821882505124041	0.9036874705443174	0.8894856939299095	0.9342320611280613	0.46993169171373883	0.8589032739744956	0.806916785365077	0.8811306568702605	0.9370035880108213	0.8025112397893535	0.6764180628944828	0.9080898636724019	0.9063691526693614	0.651827920493169	0.938719570342403	0.7697935619663497	0.9396033064972471	0.6860025545334036	0.6279260624930711	1.0	0.6373923373455235
ZeeviD_2015__PNP_Main_140__bin.8	0.8062468254171609	0.9189748490142026	0.9025273070644925	0.758947990347761	0.8922699190471955	0.7594589380426935	0.8929451537590829	0.9402824229471283	0.8472010164693966	0.9324011677943187	0.9047233270984651	0.5496553740694798	0.9014021670814034	0.8967599284371783	0.9196606342684631	0.5361310859673265	0.8730453236228151	0.8404260610454382	0.8772399178263471	0.9228973899465389	0.7603610094156055	0.6778738547009449	0.9108893655054539	0.9082283679968891	0.6380432964114591	0.9354962447605253	0.7930503577387474	0.9419953788624406	0.7382500870419746	0.6505381530220521	0.9142331338276011	1.0
