	LeChatelierE_2013__MH0437__bin.78	LiJ_2014__MH0373__bin.33	LiJ_2014__V1.UC58-4__bin.26	FengQ_2015__SID31878__bin.55	HMP_2012__SRS052697__bin.46	BritoIL_2016__M2.37.ST__bin.66	XieH_2016__YSZC12003_37228__bin.61	CosteaPI_2017__SID713A078-11-90-0__bin.45	ChengpingW_2017__AS67raw__bin.73	CM_madagascar__A79_02_1FE__bin.52	BritoIL_2016__M1.48.ST__bin.85	LiuW_2016__SRR3992978__bin.70	XieH_2016__YSZC12003_36244__bin.10	LiuW_2016__SRR3993055__bin.86	BritoIL_2016__WL.17.ST__bin.10	HMP_2012__SRS051031__bin.19	CosteaPI_2017__SID713B046-11-0-0__bin.66	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.82	XieH_2016__YSZC12003_37100__bin.121	LeChatelierE_2013__MH0200__bin.81	CosteaPI_2017__SID713B055-11-0-0__bin.109	XieH_2016__YSZC12003_37314__bin.3	LiJ_2014__O2.UC31-1__bin.45	FengQ_2015__SID530373__bin.58	CosteaPI_2017__SID713A078-11-0-0__bin.19	XieH_2016__YSZC12003_35562__bin.33	ZellerG_2014__CCIS63910149ST-4-0__bin.6	XieH_2016__YSZC12003_35741__bin.73	NielsenHB_2014__O2_UC31_0__bin.50	LeChatelierE_2013__MH0448__bin.11	XieH_2016__YSZC12003_37101__bin.76	ZeeviD_2015__PNP_Main_140__bin.8
BritoIL_2016__M1.48.ST__bin.85	0.979329912140906	0.9797974454549048	0.9798555452195411	0.9784033112450544	0.9772741682906667	0.9848897292766369	0.9801151960784313	0.980986292736726	0.9820961118408778	0.9717181888133124	1.0	0.9797058628817167	0.9800302811454918	0.9804291256623769	0.9838195520280621	0.9799813716804108	0.9798813181252872	0.9812773373717206	0.9797665602907811	0.9801368878690195	0.9801165750955457	0.9718585692230157	0.9801303238654105	0.9801638156466246	0.9803332943781123	0.9869937470156729	0.9809929318529442	0.9815079480654633	0.978667889879726	0.9787898063173076	0.9805602265322211	0.9808091333831451
LiuW_2016__SRR3992978__bin.70	0.982876604469872	0.980000942069945	0.979751068513038	0.9802423010754021	0.9753724556287914	0.9793809586490908	0.9836373370402375	0.9815357497163977	0.9799559801442352	0.9693712081954095	0.9797058628817167	1.0	0.9839806027948388	0.9791704758784118	0.9799113389529298	0.9843753935008352	0.9955669483359493	0.9801055879953519	0.981650470930839	0.9817996419952087	0.9822982632591218	0.9699690337258536	0.9799573949586797	0.9819442190770503	0.9815751784816762	0.980018607831148	0.9821707476396809	0.9803581806163688	0.9788747296622858	0.9790524587769805	0.9799073884388066	0.9820706561753201
XieH_2016__YSZC12003_36244__bin.10	0.9911309977254797	0.9804827356028886	0.9801868089170186	0.9807555505634805	0.9766717104044532	0.9798480769026652	0.9944726632331344	0.9841009384387124	0.9806512885525944	0.9697262133528068	0.9800302811454918	0.9839806027948388	1.0	0.9799809107312224	0.98060706964144	0.9943129307348713	0.9846043248323992	0.9813911672378728	0.9832875377190989	0.9829560376672543	0.9839201665490039	0.9699510953009787	0.9804718615639529	0.9829087556743258	0.9832679026572558	0.980594336707648	0.9836422429805308	0.9811608064803782	0.9792343756969808	0.9794590294897157	0.9812119143730744	0.9825242117794989
LiuW_2016__SRR3993055__bin.86	0.9794427572003577	0.9795400151084774	0.9797296056517075	0.9785154706973824	0.9758008620502935	0.9802837729146419	0.9799334924642917	0.9798180935038985	0.9805446299377747	0.9696931095247194	0.9804291256623769	0.9791704758784118	0.9799809107312224	1.0	0.9803819652530308	0.9801321921773875	0.9795068377027314	0.9793848670090927	0.9793171889698241	0.9794809572903735	0.9796960852239622	0.9695255841376984	0.979720870187607	0.9799106315458447	0.9794406306939223	0.9814604579124271	0.9803132769557799	0.9804337004199775	0.9786467185879848	0.9787384487636592	0.9795273674305632	0.9802664309148604
BritoIL_2016__WL.17.ST__bin.10	0.9802107364538369	0.980106689304944	0.9801595834919655	0.9789252288033155	0.9766775886876243	0.9850194724120158	0.9805123470873801	0.9806948777286016	0.9851127094953467	0.9708641612964267	0.9838195520280621	0.9799113389529298	0.98060706964144	0.9803819652530308	1.0	0.9807758128294046	0.9803887897105922	0.980627917805394	0.9799949690788193	0.9802364536206052	0.9807049816370549	0.9707908533643678	0.9804282062946997	0.9804046698021476	0.9801169857952575	0.9842191930195162	0.9809130764234683	0.9817666965567212	0.9793827106158173	0.9792173519988301	0.9806299729825185	0.9813109461297671
HMP_2012__SRS051031__bin.19	0.9916346412974059	0.9813900954714289	0.9804646239222434	0.9812236369317294	0.977148545920825	0.9803397342432603	0.9941894101082727	0.9840312143747219	0.9805334945268034	0.9705228594190842	0.9799813716804108	0.9843753935008352	0.9943129307348713	0.9801321921773875	0.9807758128294046	1.0	0.9857746780560257	0.981501866955242	0.9840640426577516	0.9833358031602808	0.983374199690819	0.9699782631197599	0.9808389423962542	0.9831760576348935	0.9835540712511026	0.9807809959489624	0.984453350203949	0.9816117446498618	0.9801859744386747	0.9801800126070827	0.9818204789062771	0.9825896766593994
CosteaPI_2017__SID713B046-11-0-0__bin.66	0.9836433643293052	0.9798096315517115	0.979691132068764	0.9802444077214159	0.9757398321916111	0.9798438239399743	0.9846481580688873	0.9833325489780248	0.980138063783252	0.9697357129412076	0.9798813181252872	0.9955669483359493	0.9846043248323992	0.9795068377027314	0.9803887897105922	0.9857746780560257	1.0	0.9802816979196439	0.9823096567600915	0.9826626577716284	0.9825414209948392	0.9699948011828563	0.9800851759506711	0.9821546723578691	0.9829128095901258	0.9801054415793333	0.983077328896374	0.9807886657035448	0.9793312034769635	0.9793296324521725	0.9805136731557879	0.9817822257363934
VogtmannE_2016__MMRS93621581ST-27-0-0__bin.82	0.9805388907691893	0.9799423173528307	0.9799816820721616	0.9800956842652283	0.9764787081942577	0.9806776795765184	0.9815386332899109	0.98151474778479	0.9805276529594731	0.9706802805114141	0.9812773373717206	0.9801055879953519	0.9813911672378728	0.9793848670090927	0.980627917805394	0.981501866955242	0.9802816979196439	1.0	0.9817273461329594	0.9825493161680634	0.9809684013837566	0.9703655163639723	0.9799760427073819	0.9813564143833081	0.9809238901319843	0.9819471390376361	0.9825039874077142	0.9806365518573129	0.9788986785988367	0.9790994430544702	0.9806184565477984	0.98125
XieH_2016__YSZC12003_37100__bin.121	0.982460161981923	0.9795051279145961	0.9795921461786524	0.9810121545283229	0.9758598127196384	0.9798240448640301	0.9836016581629483	0.984400370361466	0.9798633736614925	0.9697098337352411	0.9797665602907811	0.981650470930839	0.9832875377190989	0.9793171889698241	0.9799949690788193	0.9840640426577516	0.9823096567600915	0.9817273461329594	1.0	0.9862130289229201	0.9819425947379674	0.9699446281828185	0.9800371467002645	0.982585208067445	0.9832753475777335	0.9805020057225883	0.9867370516639775	0.9799997632407604	0.9789897169469022	0.9788037672882646	0.9805156820852919	0.9813306988531421
LeChatelierE_2013__MH0200__bin.81	0.9826423550712364	0.9799391777804688	0.9801204170115396	0.9821969005169071	0.9763118412618658	0.9805146114305646	0.9832757703718418	0.9859200022574013	0.9804564432577456	0.9704900590407444	0.9801368878690195	0.9817996419952087	0.9829560376672543	0.9794809572903735	0.9802364536206052	0.9833358031602808	0.9826626577716284	0.9825493161680634	0.9862130289229201	1.0	0.9822257415453692	0.9707236078600328	0.9806093512521303	0.9822570988978189	0.9840475919517476	0.9811021734498189	0.9921572478244676	0.9808429567446968	0.9795386354692466	0.9796150611464979	0.9810764148811556	0.9812507400164131
CosteaPI_2017__SID713B055-11-0-0__bin.109	0.9826090340254646	0.9802468652619333	0.980291589558135	0.981029119084884	0.9766753746008864	0.9803842209700202	0.9837627941536624	0.9817049215703074	0.9811855365824863	0.9701344917530471	0.9801165750955457	0.9822982632591218	0.9839201665490039	0.9796960852239622	0.9807049816370549	0.983374199690819	0.9825414209948392	0.9809684013837566	0.9819425947379674	0.9822257415453692	1.0	0.9700860697470244	0.9806709558761654	0.9829949916527546	0.9816280653950954	0.980416276138457	0.9822731411672475	0.9814008834987856	0.9793556806194612	0.9793521796885654	0.9817789114354664	0.9835315246026098
XieH_2016__YSZC12003_37314__bin.3	0.9702028031765115	0.9707218178253251	0.9707314354538826	0.9684942044458962	0.9719375081969819	0.9709119365301231	0.9704955224561224	0.9701257191561901	0.970319619269094	0.9855309644035738	0.9718585692230157	0.9699690337258536	0.9699510953009787	0.9695255841376984	0.9707908533643678	0.9699782631197599	0.9699948011828563	0.9703655163639723	0.9699446281828185	0.9707236078600328	0.9700860697470244	1.0	0.9704097272201236	0.9708656781593958	0.9693257468063978	0.9714025499565306	0.9710780847115317	0.9708955763082314	0.9695978280831415	0.9700977243778964	0.9699514142681265	0.9707671578273311
LiJ_2014__O2.UC31-1__bin.45	0.9797046174479586	0.9893254189577656	0.990622896512432	0.9792089388876711	0.9761927357534835	0.9799098823208238	0.9804857924464366	0.9806372052165687	0.9805615333687605	0.9699541554407846	0.9801303238654105	0.9799573949586797	0.9804718615639529	0.979720870187607	0.9804282062946997	0.9808389423962542	0.9800851759506711	0.9799760427073819	0.9800371467002645	0.9806093512521303	0.9806709558761654	0.9704097272201236	1.0	0.9805223056413918	0.9798017243983835	0.9807347801330972	0.9803363829348338	0.9808666724848684	0.9988349485909076	0.9887875693146327	0.9806526679750421	0.9810184652780133
FengQ_2015__SID530373__bin.58	0.9823942347313177	0.9800107614290899	0.9798122562020106	0.9810687205795304	0.9766069197090925	0.979799192419648	0.9832639378524247	0.9822062993635241	0.9804166547231961	0.9707786355086997	0.9801638156466246	0.9819442190770503	0.9829087556743258	0.9799106315458447	0.9804046698021476	0.9831760576348935	0.9821546723578691	0.9813564143833081	0.982585208067445	0.9822570988978189	0.9829949916527546	0.9708656781593958	0.9805223056413918	1.0	0.9814514785943773	0.9806551874184124	0.9828309023187436	0.9814041228983402	0.9794211217500138	0.979557726922088	0.9807457869996528	0.9820963017665557
CosteaPI_2017__SID713A078-11-0-0__bin.19	0.9827337276324359	0.9798795370284455	0.979975825027938	0.9802791421109674	0.9761162834570615	0.980407846968944	0.9834792818478264	0.9994915371695673	0.9806154378166411	0.9698191922167464	0.9803332943781123	0.9815751784816762	0.9832679026572558	0.9794406306939223	0.9801169857952575	0.9835540712511026	0.9829128095901258	0.9809238901319843	0.9832753475777335	0.9840475919517476	0.9816280653950954	0.9693257468063978	0.9798017243983835	0.9814514785943773	1.0	0.9809379119884029	0.9844585624242448	0.9798464673569096	0.9782664751586162	0.9791083022582294	0.9807248513436503	0.9801736020476017
XieH_2016__YSZC12003_35562__bin.33	0.9803827488373724	0.9805239758422876	0.9803135729443044	0.9793302321231094	0.9773061287903323	0.9853506548805903	0.9808168302688867	0.9815780351014858	0.9823502047851742	0.9711038014739559	0.9869937470156729	0.980018607831148	0.980594336707648	0.9814604579124271	0.9842191930195162	0.9807809959489624	0.9801054415793333	0.9819471390376361	0.9805020057225883	0.9811021734498189	0.980416276138457	0.9714025499565306	0.9807347801330972	0.9806551874184124	0.9809379119884029	1.0	0.9813114402088212	0.9822080470836292	0.979547658476182	0.9791413287897364	0.9807388020814385	0.9811786010909065
ZellerG_2014__CCIS63910149ST-4-0__bin.6	0.9831139819970509	0.980100781642067	0.9801342869654065	0.9832764587922408	0.9769767933779293	0.9810059435994598	0.9840851130584467	0.9863175940777626	0.980915617076841	0.9710458284687438	0.9809929318529442	0.9821707476396809	0.9836422429805308	0.9803132769557799	0.9809130764234683	0.984453350203949	0.983077328896374	0.9825039874077142	0.9867370516639775	0.9921572478244676	0.9822731411672475	0.9710780847115317	0.9803363829348338	0.9828309023187436	0.9844585624242448	0.9813114402088212	1.0	0.9811350121911524	0.9793741975325096	0.9797498012635455	0.9819832302142806	0.9816218219483339
XieH_2016__YSZC12003_35741__bin.73	0.9808855896488766	0.980516029661122	0.9801434785780161	0.9793521260951513	0.976594766120999	0.9809910668742088	0.9810303729780829	0.9808085005923739	0.9812441825899232	0.9705853764350221	0.9815079480654633	0.9803581806163688	0.9811608064803782	0.9804337004199775	0.9817666965567212	0.9816117446498618	0.9807886657035448	0.9806365518573129	0.9799997632407604	0.9808429567446968	0.9814008834987856	0.9708955763082314	0.9808666724848684	0.9814041228983402	0.9798464673569096	0.9822080470836292	0.9811350121911524	1.0	0.9794201212303189	0.9798183569447257	0.9804605523250449	0.9820724701334504
NielsenHB_2014__O2_UC31_0__bin.50	0.9787769062291316	0.9882494001228762	0.9893486232698137	0.977811221253467	0.9754911185152036	0.9785356066307871	0.9791140025713381	0.9795482565936187	0.9793385557755997	0.9696053440761504	0.978667889879726	0.9788747296622858	0.9792343756969808	0.9786467185879848	0.9793827106158173	0.9801859744386747	0.9793312034769635	0.9788986785988367	0.9789897169469022	0.9795386354692466	0.9793556806194612	0.9695978280831415	0.9988349485909076	0.9794211217500138	0.9782664751586162	0.979547658476182	0.9793741975325096	0.9794201212303189	1.0	0.9883255332875913	0.9794984440783452	0.9799309526774722
LeChatelierE_2013__MH0448__bin.11	0.978971006099807	0.9876261105904559	0.9899039161328209	0.9779811691223079	0.9755188861562353	0.9789383689999372	0.9795159366364324	0.979846395565895	0.9796336737533988	0.9696251601600293	0.9787898063173076	0.9790524587769805	0.9794590294897157	0.9787384487636592	0.9792173519988301	0.9801800126070827	0.9793296324521725	0.9790994430544702	0.9788037672882646	0.9796150611464979	0.9793521796885654	0.9700977243778964	0.9887875693146327	0.979557726922088	0.9791083022582294	0.9791413287897364	0.9797498012635455	0.9798183569447257	0.9883255332875913	1.0	0.9796941062871458	0.9800261576012854
XieH_2016__YSZC12003_37101__bin.76	0.9807668413548171	0.9804168242829759	0.9803374883660627	0.9793061146414992	0.9763918362528223	0.9805103871142318	0.9819041254555995	0.9812685519266428	0.9804264613949611	0.9703440652590634	0.9805602265322211	0.9799073884388066	0.9812119143730744	0.9795273674305632	0.9806299729825185	0.9818204789062771	0.9805136731557879	0.9806184565477984	0.9805156820852919	0.9810764148811556	0.9817789114354664	0.9699514142681265	0.9806526679750421	0.9807457869996528	0.9807248513436503	0.9807388020814385	0.9819832302142806	0.9804605523250449	0.9794984440783452	0.9796941062871458	1.0	0.9807161262774722
ZeeviD_2015__PNP_Main_140__bin.8	0.9822301527509567	0.98075002255152	0.98055702840252	0.9808526208862626	0.9768461664501679	0.9805499518238947	0.9822641764214399	0.9815292729685887	0.9810708154315552	0.9701514492671627	0.9808091333831451	0.9820706561753201	0.9825242117794989	0.9802664309148604	0.9813109461297671	0.9825896766593994	0.9817822257363934	0.98125	0.9813306988531421	0.9812507400164131	0.9835315246026098	0.9707671578273311	0.9810184652780133	0.9820963017665557	0.9801736020476017	0.9811786010909065	0.9816218219483339	0.9820724701334504	0.9799309526774722	0.9800261576012854	0.9807161262774722	1.0
