	VatanenT_2016__G78493__bin.3	VatanenT_2016__G80455__bin.6	NielsenHB_2014__V1_CD35_1__bin.21	AsnicarF_2017__MV_FEI2_t1Q14__bin.9	VatanenT_2016__G69181__bin.6	FerrettiP_2018__CA_C10019IS2329FE_t5M16__bin.3	BackhedF_2015__SID577_4M__bin.20	BackhedF_2015__SID157_12M__bin.1	VincentC_2016__MM016.2__bin.3	XieH_2016__YSZC12003_35704__bin.15	LiJ_2014__V1.FI23__bin.11	VatanenT_2016__G78904__bin.1	VincentC_2016__MM016.1__bin.11	BackhedF_2015__SID150_12M__bin.6	BackhedF_2015__SID577_B__bin.1	NielsenHB_2014__V1_CD35_0__bin.13	VatanenT_2016__G78674__bin.5	QinJ_2012__T2D-020__bin.19	VatanenT_2016__G78739__bin.5	BackhedF_2015__SID157_4M__bin.11	HeQ_2017__SZAXPI029480-66__bin.27	FerrettiP_2018__CA_C10032IS2559FE_t5M16__bin.11	BackhedF_2015__SID87_4M__bin.11	VatanenT_2016__G80482__bin.6	FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.2	VatanenT_2016__G80489__bin.1	VatanenT_2016__G78749__bin.3	BackhedF_2015__SID591_4M__bin.12
VincentC_2016__MM016.1__bin.11	0.4175770945388491	0.9576549238172464	0.9641326709464507	0.7582972455234002	0.7860169326482846	0.9283651956531747	0.9454635586888706	0.864903527812105	0.9980022166118415	0.6307790363758042	0.9523138099166824	0.4790501853668209	1.0	0.8590418996292664	0.9361856571758382	0.9892724485062656	0.46316848020452317	0.9524264109655008	0.8907436980592253	0.9558547234015431	0.512834040925878	0.9629755004195982	0.9227670114336096	0.9764458434987058	0.45576018101149735	0.9330682369437667	0.8212801818613166	0.831444728110958
BackhedF_2015__SID150_12M__bin.6	0.4503127296815766	0.9078041578212941	0.9088273274858395	0.6341455482613371	0.7918492653441678	0.9759162371772325	0.9293537620372534	0.8287889423627764	0.9155342171451215	0.5073300475160993	0.9223646876880919	0.48237471425047695	0.6069087217583908	1.0	0.9458275441276315	0.9336991060649195	0.4992252429214921	0.9194853031308992	0.9195683574899772	0.9123496328346903	0.5298973177944964	0.9212419528581457	0.9033472407690833	0.9252805961501803	0.32239650851482293	0.9124572032395203	0.8603320873511714	0.8507212970889447
BackhedF_2015__SID577_B__bin.1	0.4456332582281085	0.9095017268565293	0.91008791397704	0.5991029646131799	0.7795602939014463	0.9394851041304116	0.9954861712915797	0.84360358532334	0.9206768582437026	0.4869467682912223	0.9107722686521876	0.4745588683582486	0.6209238741144371	0.887931168104657	1.0	0.9327256338970218	0.49149441548736433	0.9483121991270134	0.8894346817046209	0.9334809134561414	0.5409177867866471	0.9276002542022994	0.8841782553699766	0.9272733421543222	0.3211084197231299	0.938832219436894	0.8339794073591847	0.8255346491543264
NielsenHB_2014__V1_CD35_0__bin.13	0.4304580325260852	0.919367638861047	0.9825323553722413	0.5812314584197196	0.7668079053380529	0.9110946958151064	0.8983813846881902	0.8271743936027944	0.9320356401095858	0.488304559272186	0.9344045687003022	0.4584636564431105	0.6393347411432918	0.8541031069761652	0.9088452205401121	1.0	0.47476697449923433	0.9082960098931144	0.8676319959138727	0.9187763220644463	0.5109013736673632	0.9530324208198433	0.8910329462313623	0.9337825876425774	0.32114955280523066	0.891501605983467	0.8043189925279891	0.7987614384559125
VatanenT_2016__G78674__bin.5	0.5602162326842717	0.9716535462686792	0.9594756479646144	0.6216943555333225	0.8993242963692919	0.9883214039891526	0.9818304741773266	0.9223683666138842	0.9639656073810231	0.49377047515524447	0.9751251546802773	0.558237829624141	0.6149824538968146	0.9382341436260442	0.9839339378871709	0.9754204106502777	1.0	0.9784942697774485	0.974472582568238	0.9589124048880848	0.6048459591305558	0.9709840486551748	0.9706634044329769	0.9750348853391306	0.29896547573823395	0.9727678084484581	0.9489395233026543	0.8766413034892861
QinJ_2012__T2D-020__bin.19	0.4352035561941705	0.8978940094112166	0.9093398828494293	0.5929298456417547	0.7671380628896491	0.9202413556087425	0.9352497351093884	0.8409147973488198	0.9065965304086997	0.4915311582368101	0.9102806332127112	0.46563847803577635	0.6241755671304515	0.8529254922927623	0.9370230982756932	0.9210651503274526	0.4829585879555179	1.0	0.8551829218768782	0.9135363627629935	0.5313675502851258	0.9272818997680844	0.8968673987533086	0.9135423961891024	0.3207220804367087	0.9416948265227555	0.8064708959127251	0.8167128687873695
VatanenT_2016__G78739__bin.5	0.4773535386471135	0.93366693238568	0.9188475129600532	0.6347695496012714	0.8097475202614915	0.9532192841989872	0.9355708074490675	0.8603059802781148	0.9288789891608646	0.5087572251733592	0.9494745464856577	0.5187361910296329	0.6290179165295563	0.9191475720716982	0.9469955581249506	0.9480547667890574	0.5182700992095443	0.9214970349158784	1.0	0.9345165997701547	0.5536045600983394	0.9491714867828962	0.921581051467139	0.9332843570183326	0.32605473278235814	0.9275742321237284	0.8904889263184848	0.8677044377742416
BackhedF_2015__SID157_4M__bin.11	0.43430418117687414	0.9358398706944766	0.9223178798070112	0.5780796750210662	0.7676098612240028	0.8986127993079843	0.9147927681374486	0.869547486595924	0.9246827018441324	0.49766314196016437	0.9249455634186173	0.4600860545409803	0.6290636348722232	0.8498748145054846	0.9262575409579347	0.9356212854490272	0.47528914773193337	0.9173882931521763	0.8709223831291341	1.0	0.5300594328155643	0.9453229282406544	0.9004491017964071	0.9457684879307388	0.31593258066681085	0.9185683738376298	0.8028813170669868	0.8204268610972327
HeQ_2017__SZAXPI029480-66__bin.27	0.5060768912066126	0.9508635537187253	0.9421338542504853	0.591584802550257	0.8406654362795284	0.9588202664621348	0.9845582419388528	0.9256914079486661	0.9459868035843301	0.48186263264041307	0.9601719232046677	0.5135413920266805	0.6198916962564501	0.9066124177792083	0.9858114562967173	0.9555725237888163	0.5506302024660246	0.9800735493016582	0.9476072508380443	0.9735558074158789	1.0	0.9530472626168897	0.9458138873956082	0.958549763909481	0.317021287523669	0.9720654753140741	0.8840870881256228	0.8607305623371421
FerrettiP_2018__CA_C10032IS2559FE_t5M16__bin.11	0.426460754526005	0.9010970389357927	0.9332764823134558	0.5860927545552375	0.7566723060929555	0.9124661771449765	0.8968039799976979	0.8213367632738149	0.9153350677918722	0.4873770638564541	0.9159800086601125	0.4540771955851696	0.6210908453110241	0.8410165948949185	0.9020370448188227	0.9511196940824391	0.4716591423565372	0.9125913285599183	0.8669106053491724	0.9264402004615072	0.508528566495596	1.0	0.8762928506569079	0.91333401542377	0.3192713081702863	0.9050347409365711	0.7995362089535332	0.7949188525533629
BackhedF_2015__SID87_4M__bin.11	0.4680812695659732	0.9603048333042773	0.9543349479814235	0.6271701464772381	0.8073676707057013	0.9523463182876505	0.9405853794506267	0.8797710753036769	0.9555917659441295	0.5224925957137312	0.9919335864619325	0.4937396378705827	0.6508913366978357	0.9019077557557118	0.9403291204622053	0.9725183464951214	0.5156575240985852	0.9653156206587704	0.9205337380193928	0.9651013222064648	0.5519289108593368	0.9583536683748934	1.0	0.9696360572881205	0.33358676165066753	0.960051571497007	0.8531031564813293	0.8408351944995731
VatanenT_2016__G80482__bin.6	0.45033050011166187	0.9700006489750965	0.9614232023867013	0.6061713714179915	0.7942257440785794	0.9376019988432973	0.937869223883047	0.8643718398253112	0.9563177725647687	0.50691731102895	0.9532590002347763	0.4772209741116199	0.6579486088073555	0.8824868343949166	0.9420527273178432	0.9735924398218754	0.4948120167282875	0.9392845622185786	0.8905279221535284	0.9683357415399415	0.5343422351084075	0.9541871300603356	0.9262668852821991	1.0	0.3305597601082643	0.9327089174904515	0.8387263481980443	0.8275057596539818
FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.2	0.4467882493896374	0.9472262410706213	0.9652503051813003	0.8566481485667782	0.8272023917171535	0.993059951170992	0.9653054073605208	0.8669056311601411	0.9510692648521566	0.7905509652771499	0.9654650623926214	0.49980219730536213	0.9092749683515688	0.9104165724749074	0.9659044669499954	0.9914111244235464	0.44921698390451215	0.9763654037435573	0.9211685618048648	0.9577465186725743	0.5232488810018989	0.9875949452934262	0.943520266298942	0.9787347974500407	1.0	0.9435301564336739	0.8505431096844199	0.9038848449226874
VatanenT_2016__G80489__bin.1	0.4483887108010601	0.928891165859486	0.9146300414882131	0.601668146963556	0.7813113914232157	0.9422583664704376	0.9553282308975866	0.8575960776521454	0.9247667634645171	0.5050290992054277	0.9252814758599887	0.47477933202301126	0.6308473123633918	0.8732011998783842	0.9570231907859299	0.9326540725720538	0.4953319176747449	0.9715064793911551	0.8880742334974827	0.9436689178351436	0.5437100948267813	0.9487159721241343	0.9202143118774074	0.9358649203153392	0.3197479585069989	1.0	0.829463573923473	0.8216131325875191
VatanenT_2016__G78749__bin.3	0.4793603615906346	0.9322028270689576	0.9201731907749403	0.6194788746348346	0.8198553530355245	0.9596316616728386	0.9446967688727873	0.8555908113564736	0.9221594758221072	0.49122505428947066	0.9376625671756891	0.5258059074441508	0.6210560138809675	0.920866168087163	0.9508639456328773	0.9411424486090917	0.5404484002345626	0.9305780255501913	0.9535812307041431	0.9225461293147076	0.5530896131055184	0.9374274689994404	0.9145859942537508	0.9412736537416223	0.3223865410310581	0.9277391749071523	1.0	0.8595141125847143
BackhedF_2015__SID591_4M__bin.12	0.4682325063253919	0.9387324784888029	0.9213213677440417	0.5986039545252835	0.8182800447331282	0.9490001259402957	0.9371147132317847	0.846329056588272	0.9392708327139917	0.5554080546656556	0.9395978450696536	0.48944939227050893	0.6345953127508334	0.9190555234548936	0.9499973784959918	0.9433398393477482	0.5039200943957649	0.9511686772971807	0.9378319783490795	0.9514821767455839	0.5434902109797236	0.940689687976161	0.909825126764583	0.9373260551013116	0.34579421571897045	0.9275129818500035	0.8675151331048391	1.0
