	VatanenT_2016__G78493__bin.3	VatanenT_2016__G80455__bin.6	NielsenHB_2014__V1_CD35_1__bin.21	AsnicarF_2017__MV_FEI2_t1Q14__bin.9	VatanenT_2016__G69181__bin.6	FerrettiP_2018__CA_C10019IS2329FE_t5M16__bin.3	BackhedF_2015__SID577_4M__bin.20	BackhedF_2015__SID157_12M__bin.1	VincentC_2016__MM016.2__bin.3	XieH_2016__YSZC12003_35704__bin.15	LiJ_2014__V1.FI23__bin.11	VatanenT_2016__G78904__bin.1	VincentC_2016__MM016.1__bin.11	BackhedF_2015__SID150_12M__bin.6	BackhedF_2015__SID577_B__bin.1	NielsenHB_2014__V1_CD35_0__bin.13	VatanenT_2016__G78674__bin.5	QinJ_2012__T2D-020__bin.19	VatanenT_2016__G78739__bin.5	BackhedF_2015__SID157_4M__bin.11	HeQ_2017__SZAXPI029480-66__bin.27	FerrettiP_2018__CA_C10032IS2559FE_t5M16__bin.11	BackhedF_2015__SID87_4M__bin.11	VatanenT_2016__G80482__bin.6	FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.2	VatanenT_2016__G80489__bin.1	VatanenT_2016__G78749__bin.3	BackhedF_2015__SID591_4M__bin.12
LiJ_2014__V1.FI23__bin.11	0.4402526542306857	0.9175074333377155	0.9286152500668977	0.596232936422469	0.7685469817711902	0.9064644164794929	0.8923343151213063	0.8339165321719705	0.9138930923337557	0.4905326922341783	1.0	0.4663059318454537	0.624675884098671	0.8554240289109986	0.8977252914362541	0.9480472861907279	0.4814858843504116	0.9084783405265853	0.8812181070419278	0.9208108281982932	0.5195481164682113	0.9330561390651848	0.9214933246809189	0.9265402556378218	0.31779068802545	0.8953011236017913	0.8127358319044728	0.8067537315868136
VatanenT_2016__G78904__bin.1	0.472884565274038	0.862288717102406	0.8542682185355684	0.5687092851559108	0.7747442022062017	0.8855702249630852	0.8710058195083817	0.8090115521584297	0.8558360114653001	0.43904195257534967	0.8688065664900547	1.0	0.5846834013723617	0.8367514983062625	0.8729088856075742	0.8658716233822635	0.5152783809606531	0.8667280465560669	0.9006027968383566	0.8529627377746895	0.5181507860679232	0.8594927473291062	0.8544514896204292	0.8640832102840268	0.3068027447233562	0.8566038391383654	0.852458959437158	0.7859567445496396
VincentC_2016__MM016.1__bin.11	0.4161409000293895	0.9544709344116595	0.9622283676742927	0.7548229012120548	0.7834101121407301	0.923647990708643	0.9401890139618219	0.8616069373576997	0.9979193592362957	0.6295545884927394	0.9489442766444888	0.4767103497360249	1.0	0.8549344399868278	0.9309189024584563	0.9874170098401985	0.46098869386324287	0.9463388725023281	0.886426616338483	0.9526431148707744	0.5091344945168954	0.9604246263451045	0.9165456264407091	0.9732533559007553	0.45473473246628165	0.9276591375042933	0.8173278142295148	0.827857782750794
BackhedF_2015__SID150_12M__bin.6	0.44994899161501206	0.9028008831780401	0.9038530718355164	0.6337322777758043	0.7885706194704435	0.9747074460234223	0.9243459844468204	0.8236906055013006	0.9113379707018244	0.5054403106833423	0.9180713777167157	0.4819914634128037	0.6040068224653036	1.0	0.9407136971147616	0.9287193468124888	0.49889602744996603	0.9147011719170197	0.9185396842233242	0.907215272395783	0.5267692704875341	0.916718992580644	0.8985100748439854	0.9202763208519977	0.3219482151067874	0.9074514269589447	0.859499542450534	0.8503490534554867
BackhedF_2015__SID577_B__bin.1	0.44343787473350327	0.9046346828319037	0.9048300785387406	0.5953904461832784	0.7763202948972129	0.9329703482317864	0.9953790794137941	0.8378201542216981	0.9156773584755001	0.4847781577660635	0.9044942421676146	0.4720403304254131	0.6174307061535087	0.88313035195182	1.0	0.9273827825381996	0.4889838624752409	0.9422624474345624	0.8845173796496311	0.9275612690011756	0.5374171036062251	0.9204993111831633	0.8783210811770524	0.9224138133491904	0.3195438449647795	0.9327223459884932	0.8295590491932177	0.821584931609154
NielsenHB_2014__V1_CD35_0__bin.13	0.4287559371959318	0.9166879485792379	0.9823909336306395	0.5784886089135057	0.7642357688079474	0.9063691958732312	0.8933080513365499	0.8243592313613926	0.9301491015371491	0.4879027201487995	0.9307399606582107	0.4562466761313968	0.6381356312306803	0.8495478623348592	0.903639161282114	1.0	0.4725701319112439	0.9028116839073042	0.8633312188723423	0.9158403334807049	0.5076303665889533	0.9497225113206044	0.8854255055255168	0.9309335574112774	0.3203719620641899	0.8865468105964702	0.8003459111725005	0.7947361820889592
VatanenT_2016__G78674__bin.5	0.5597253931417868	0.9668645696597222	0.9549245686818043	0.6214028607858698	0.8954116846139669	0.9870124985425263	0.9768130032985921	0.9171948049994171	0.9599232334477998	0.491856953184063	0.9711655276431052	0.5578269160607964	0.6120881931463003	0.9376154225169349	0.978908004257704	0.9709069435929454	1.0	0.9739027573522497	0.9736291284118991	0.9542936235994147	0.6018068913119521	0.966817554377875	0.9665589703277153	0.9703455811276898	0.2985855922609085	0.9682458786403932	0.9481816369592772	0.8760169405463551
QinJ_2012__T2D-020__bin.19	0.43343437001517177	0.8930524170137047	0.9038318289217385	0.589693608698901	0.7633736691074197	0.9147903871742357	0.9293119155988663	0.8354304130158638	0.9016096716748745	0.48941110512409597	0.9044319227647201	0.4631183623610745	0.6201860801433914	0.8484876753348436	0.9310453653309125	0.9155037237841834	0.480692340287089	1.0	0.8507673821845921	0.9082236990192898	0.5303270163361974	0.9212159859801742	0.8925135856512133	0.9086149434969645	0.3197544117107873	0.9412172576407539	0.8025862977180191	0.8131429369697256
VatanenT_2016__G78739__bin.5	0.47727352288400815	0.928825478619288	0.9141395854983432	0.6344009769924674	0.8065063817572061	0.9516699789858603	0.9305093103341359	0.8553720082856323	0.9249552161775869	0.5069308653804799	0.9453217283804909	0.5185341512277919	0.6259693159552432	0.9181193695157946	0.9417600267252648	0.9433553410021773	0.5178215108376351	0.9167390976022276	1.0	0.9297461599935187	0.5505019488839301	0.9448211297625632	0.916606071396065	0.9284399026608242	0.3254771189924415	0.9225602443681404	0.8903724033634626	0.866782756202972
BackhedF_2015__SID157_4M__bin.11	0.4324506342234584	0.9352955048806497	0.9193243338975847	0.5750740113794826	0.7652459713201244	0.8937862133764849	0.9091109499556304	0.8690254919799256	0.9210222145994437	0.4970311556215092	0.9205747906428737	0.45768487930738766	0.6269500227440511	0.8450920388363994	0.9203837033280885	0.9326314680725721	0.4729998284874833	0.9120532285366999	0.8664765736273407	1.0	0.5264348327007256	0.940109973079992	0.8955185830083294	0.9451868367871976	0.3150470540860993	0.9131195889665252	0.7988032341294994	0.8162956465649026
HeQ_2017__SZAXPI029480-66__bin.27	0.5034163787583591	0.9448140551756726	0.9360980520392126	0.5879287379857491	0.8354103249797122	0.9532758201534675	0.9781894476611802	0.9187670562131697	0.9399124804399261	0.4790591647292064	0.9540051498207492	0.5106566021455303	0.6154198439302994	0.9012605761361964	0.9794315337494736	0.9494545435868639	0.5478635434464765	0.978154350810994	0.9422964981903721	0.9668985341500913	1.0	0.9470816541059891	0.940770213217645	0.9523050926385641	0.31568247109217973	0.9705528866731269	0.8792394426962599	0.8558735006796805
FerrettiP_2018__CA_C10032IS2559FE_t5M16__bin.11	0.424824194234996	0.897166188289847	0.9306912377566289	0.5835536424542832	0.7534060368657701	0.9076336882030631	0.8899307008296533	0.8167518366198522	0.9127708340565319	0.4860529253458107	0.9141840401799988	0.4519765701935005	0.6194456066372271	0.8368875117158168	0.8951317926615594	0.9478164275391577	0.469635252138993	0.9066215147157967	0.8629372763032647	0.9213313735413465	0.5053454270403792	1.0	0.8716791483126484	0.9091925998059697	0.31826141846796396	0.8991485136214069	0.7959913179631561	0.7912561182598655
BackhedF_2015__SID87_4M__bin.11	0.46582139497802316	0.9548179936769469	0.9482211979633155	0.623897224660207	0.8026705883116928	0.9475493298552712	0.9343352576901424	0.8744330956735191	0.9491927841864726	0.5195998163727014	0.9874033471520035	0.4914028356330871	0.6465029639623934	0.8970782978608619	0.9340999789697789	0.9663981025845193	0.51347707481114	0.9606295279289828	0.9155644116708236	0.9598167923068354	0.5489856789689297	0.9533079139069706	1.0	0.9640528083337621	0.3326106796557837	0.9554828683623052	0.8486793171022653	0.836823967058981
VatanenT_2016__G80482__bin.6	0.4484060026378929	0.9699562705309952	0.9583820859968353	0.6030453156404907	0.7916684958856887	0.9326282727909555	0.932905041582125	0.8632700137239145	0.9525575345054332	0.5064186500172742	0.948405525450322	0.47471526217639526	0.6557974472373702	0.8777140043099582	0.9371157447084669	0.9706219471925146	0.492432282311802	0.9342182617774665	0.8859054061534292	0.9677402114513564	0.5308611517780963	0.949860470354245	0.9209333598013372	1.0	0.3296459459098345	0.9275347726582974	0.8343853728648242	0.8233599540372931
FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.2	0.44617223528347955	0.9445446016818881	0.9628526539470115	0.8556464192060765	0.8245645514965187	0.9929907202278687	0.9605906388461887	0.8639272877294512	0.948667374988697	0.7887763925309702	0.963132403472285	0.4990590243240799	0.9072291233384574	0.9091506352292251	0.9611981756940049	0.989010647436477	0.4486461818428429	0.9734195564698436	0.9195366895741026	0.9550620535310606	0.521039142327516	0.9844710755945384	0.9407595058323538	0.9760291391626729	1.0	0.9407213581698164	0.8492008771136631	0.9030667894927208
VatanenT_2016__G80489__bin.1	0.4463734322219536	0.9238991738267551	0.9095451618231831	0.5983002520893732	0.7771515576633494	0.9364380465826688	0.9490899166644721	0.8520807547838328	0.9199471402339906	0.5029132721583687	0.9195301034931016	0.47219858801222864	0.6271902209432882	0.8684107835837868	0.9507949313996107	0.9274705596479846	0.493029357758631	0.9710137918981875	0.88327376235609	0.9380712409835555	0.5428640512892947	0.9425456478074449	0.9158351866969588	0.9306732677533881	0.3187960996770479	1.0	0.8252213861803313	0.8178167097189671
VatanenT_2016__G78749__bin.3	0.4792939557276395	0.9273803690345177	0.9155108565553028	0.6191843325005824	0.8166464503656339	0.9581482403785134	0.9397318595515998	0.8507335437970764	0.9183159687356912	0.4895365245634752	0.9336300175921984	0.5255895528582637	0.6180672145150364	0.9199750442482615	0.9458240619502438	0.9364935026682839	0.5400167621250946	0.9260956297980245	0.9534564519454508	0.91786023172433	0.550056900185026	0.9332712117195638	0.9098433303611354	0.9364019268410892	0.3218777864355314	0.9229943688899243	1.0	0.8587161711664673
BackhedF_2015__SID591_4M__bin.12	0.46778982348359505	0.9340770116800166	0.9165875260731545	0.5984277462146292	0.8154288213015308	0.9481601636250914	0.9326878848138165	0.8416406182857742	0.9352980379799176	0.5534621960203948	0.935385061102664	0.4890980566817813	0.6318575977402094	0.9186533793348731	0.9454521770104367	0.9385859985741181	0.5035611915789724	0.9470110259918069	0.936835806825964	0.9466910403479196	0.5404233215482765	0.9363552878438427	0.9054847809530707	0.9326300495707489	0.34548125678685765	0.9232272281838166	0.8667097638322173	1.0
