	VatanenT_2016__G78493__bin.3	VatanenT_2016__G80455__bin.6	NielsenHB_2014__V1_CD35_1__bin.21	AsnicarF_2017__MV_FEI2_t1Q14__bin.9	VatanenT_2016__G69181__bin.6	FerrettiP_2018__CA_C10019IS2329FE_t5M16__bin.3	BackhedF_2015__SID577_4M__bin.20	BackhedF_2015__SID157_12M__bin.1	VincentC_2016__MM016.2__bin.3	XieH_2016__YSZC12003_35704__bin.15	LiJ_2014__V1.FI23__bin.11	VatanenT_2016__G78904__bin.1	VincentC_2016__MM016.1__bin.11	BackhedF_2015__SID150_12M__bin.6	BackhedF_2015__SID577_B__bin.1	NielsenHB_2014__V1_CD35_0__bin.13	VatanenT_2016__G78674__bin.5	QinJ_2012__T2D-020__bin.19	VatanenT_2016__G78739__bin.5	BackhedF_2015__SID157_4M__bin.11	HeQ_2017__SZAXPI029480-66__bin.27	FerrettiP_2018__CA_C10032IS2559FE_t5M16__bin.11	BackhedF_2015__SID87_4M__bin.11	VatanenT_2016__G80482__bin.6	FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.2	VatanenT_2016__G80489__bin.1	VatanenT_2016__G78749__bin.3	BackhedF_2015__SID591_4M__bin.12
LiJ_2014__V1.FI23__bin.11	0.9959817798500498	0.994951721348769	0.9959475932053563	0.9961639836620754	0.9952825347531209	0.9954319479007592	0.993081536184318	0.9949324690739338	0.9960940993309106	0.9963874474451725	1.0	0.9959197694042445	0.9964617406183699	0.9953453227029566	0.9931069195882923	0.9960781355690622	0.995939365302836	0.9935748271087028	0.9956261933292074	0.9952745621487289	0.993577427922141	0.9980392929287388	0.9954329207400995	0.9949085455440138	0.9975839012604396	0.9937841916033805	0.9956993595301165	0.9955163967338843
VatanenT_2016__G78904__bin.1	0.9996474632039719	0.994582036364875	0.9950727901666246	0.9998488212639765	0.9960802838276531	0.99856614114695	0.9946635931079015	0.9940766197243227	0.9959044892942622	0.9961982506828959	0.9959197694042445	1.0	0.995115677433661	0.9992054914439934	0.9946928861712173	0.9951643270288563	0.9992639094996101	0.9945878276955707	0.9996105153152319	0.9947810301792602	0.994382556253615	0.9953738584273936	0.9952671366480239	0.9947493675442719	0.9985130657982518	0.994564329496429	0.9995885276623483	0.9992821819900566
VincentC_2016__MM016.1__bin.11	0.9965606482533588	0.9966752226439819	0.9980248534983378	0.995418229023175	0.9966835059153605	0.994918804618464	0.994421207799523	0.9961884876770655	0.9999169767620085	0.998058832312976	0.9964617406183699	0.995115677433661	1.0	0.9952185572738522	0.9943742411806756	0.998124441180113	0.9952937506880482	0.993608389694904	0.9951533962798182	0.996640066265154	0.9927860748044273	0.9973510498726268	0.9932579026820271	0.9967305021377207	0.9977500260269779	0.9942028897509246	0.9951875526536581	0.9956858883833282
BackhedF_2015__SID150_12M__bin.6	0.999192254532041	0.9944885969070005	0.994526731866565	0.9993483034191979	0.9958595075891126	0.9987613781718536	0.9946115485889299	0.9938484497066996	0.9954166142950046	0.9962751332352396	0.9953453227029566	0.9992054914439934	0.9952185572738522	1.0	0.9945932564085067	0.9946666338008848	0.9993405472255379	0.9947969465117178	0.9988813520405804	0.9943723762753598	0.9940968802786514	0.9950903665823412	0.9946452862124427	0.9945916132695272	0.9986094967029864	0.994513960476389	0.9990322982103332	0.9995624376223661
BackhedF_2015__SID577_B__bin.1	0.9950735645195461	0.9946486698365629	0.9942227169951935	0.9938032047090627	0.9958438121726053	0.9930656102263001	0.9998924225359689	0.9931443734921714	0.9945697562359289	0.995546514185177	0.9931069195882923	0.9946928861712173	0.9943742411806756	0.9945932564085067	1.0	0.9942717867241418	0.9948920009403688	0.9936205063079225	0.9944714298237554	0.993658526521931	0.9935282527845533	0.9923448241988219	0.9933755731297946	0.9947593351558649	0.9951275810217014	0.9934920496741522	0.9946996794801394	0.9952155641810814
NielsenHB_2014__V1_CD35_0__bin.13	0.9960458506949798	0.9970852897485832	0.9998560640361321	0.9952809685943853	0.9966456572601824	0.9948133822273572	0.994352806683098	0.9965966520927464	0.9979758943850957	0.9991770727597025	0.9960781355690622	0.9951643270288563	0.998124441180113	0.9946666338008848	0.9942717867241418	1.0	0.9953727982231545	0.9939619618207333	0.9950430861681162	0.9968044577192147	0.9935975762700933	0.9965269707232084	0.9937068087891	0.9969489362202687	0.9975787270004005	0.9944421912941696	0.9950603163764652	0.9949606275751938
VatanenT_2016__G78674__bin.5	0.9991238391288074	0.995071312581169	0.9952567016239917	0.9995311285282579	0.9956493872442669	0.9986756277448376	0.9948896769751024	0.994391002768818	0.9958065164335003	0.996124673168075	0.995939365302836	0.9992639094996101	0.9952937506880482	0.9993405472255379	0.9948920009403688	0.9953727982231545	1.0	0.9953075735167637	0.9991344506028933	0.9951833126100719	0.994975468096088	0.9957089982239455	0.995771516586989	0.9951906292975252	0.9987293399801852	0.9953514808273958	0.9992013333571149	0.9992877783188565
QinJ_2012__T2D-020__bin.19	0.9959348076231955	0.9946078352826002	0.9939427995718925	0.9945419564107943	0.9950929383323129	0.9940765882762342	0.9936510866695647	0.9934780736999197	0.9944993626530017	0.9956868388154292	0.9935748271087028	0.9945878276955707	0.993608389694904	0.9947969465117178	0.9936205063079225	0.9939619618207333	0.9953075735167637	1.0	0.994836730739904	0.9941845076340086	0.9980417811581266	0.9934583929769066	0.9951455330987086	0.9946062134470244	0.9969828434493696	0.9994928623705357	0.99518321341242	0.9956289022077681
VatanenT_2016__G78739__bin.5	0.99983237630681	0.9948145815188921	0.9948762690268993	0.999419359972394	0.9959973467986185	0.9983746602289642	0.9945899368870516	0.9942648637745288	0.9957757974622481	0.9964101545835405	0.9956261933292074	0.9996105153152319	0.9951533962798182	0.9988813520405804	0.9944714298237554	0.9950430861681162	0.9991344506028933	0.994836730739904	1.0	0.9948952862069981	0.9943956183925614	0.9954166796191086	0.994601690146348	0.9948092408052509	0.9982284759831959	0.9945945159083299	0.9998691472161211	0.9989377931803209
BackhedF_2015__SID157_4M__bin.11	0.9957321457316092	0.9994183130780452	0.9967543230214155	0.9948006066093328	0.996920453965887	0.9946288480030372	0.9937889559474912	0.9993996939511126	0.9960413585791229	0.998730092133876	0.9952745621487289	0.9947810301792602	0.996640066265154	0.9943723762753598	0.993658526521931	0.9968044577192147	0.9951833126100719	0.9941845076340086	0.9948952862069981	1.0	0.9931618986656162	0.9944855297539812	0.9945243781372637	0.9993849962744966	0.9971971026893062	0.9940681771479455	0.9949206902056394	0.994964554760183
HeQ_2017__SZAXPI029480-66__bin.27	0.9947428691282263	0.9936378899796993	0.9935934769947583	0.9938198808543642	0.9937488671794652	0.9942174289566017	0.9935313178983392	0.9925198055463853	0.9935788500205411	0.9941820184398927	0.993577427922141	0.994382556253615	0.9927860748044273	0.9940968802786514	0.9935282527845533	0.9935975762700933	0.994975468096088	0.9980417811581266	0.9943956183925614	0.9931618986656162	1.0	0.9937404903776544	0.9946673714087118	0.9934852925679646	0.9957768879120167	0.9984439436649486	0.9945167783870246	0.9943570475245201
FerrettiP_2018__CA_C10032IS2559FE_t5M16__bin.11	0.9961624597957953	0.9956377055121742	0.9972299263874961	0.9956677299263303	0.9956833768054091	0.9947039254024366	0.9923358065738488	0.9944177262494772	0.997198584621557	0.9972831333092167	0.9980392929287388	0.9953738584273936	0.9973510498726268	0.9950903665823412	0.9923448241988219	0.9965269707232084	0.9957089982239455	0.9934583929769066	0.9954166796191086	0.9944855297539812	0.9937404903776544	1.0	0.9947349766224831	0.9954656067245248	0.9968368917704822	0.9934961310887659	0.9955663158832835	0.9953923167355607
BackhedF_2015__SID87_4M__bin.11	0.9951720465336169	0.9942863563349452	0.9935937062442913	0.9947814451382694	0.9941822263084886	0.9949629789707126	0.9933550723867993	0.9939325356561475	0.993303644939495	0.9944635017514876	0.9954329207400995	0.9952671366480239	0.9932579026820271	0.9946452862124427	0.9933755731297946	0.9937068087891	0.995771516586989	0.9951455330987086	0.994601690146348	0.9945243781372637	0.9946673714087118	0.9947349766224831	1.0	0.9942419128162646	0.997073978625369	0.9952411898794375	0.9948144144756065	0.9952294724735214
VatanenT_2016__G80482__bin.6	0.9957264776130158	0.9999542490573092	0.9968368597904476	0.9948429504841376	0.9967801998210755	0.9946952693589841	0.9947069568181702	0.9987252869070569	0.9960680035787155	0.9990162872704749	0.9949085455440138	0.9947493675442719	0.9967305021377207	0.9945916132695272	0.9947593351558649	0.9969489362202687	0.9951906292975252	0.9946062134470244	0.9948092408052509	0.9993849962744966	0.9934852925679646	0.9954656067245248	0.9942419128162646	1.0	0.9972355552347613	0.9944525620639764	0.9948243245934191	0.994989997872133
FerrettiP_2018__CA_C10019IS2329FE_t4M15__bin.2	0.9986212392402902	0.9971689557653067	0.9975160316226593	0.998830640838508	0.9968111308102495	0.9999302852329895	0.9951157752993179	0.9965643971804587	0.9974745373946734	0.9977552709134224	0.9975839012604396	0.9985130657982518	0.9977500260269779	0.9986094967029864	0.9951275810217014	0.9975787270004005	0.9987293399801852	0.9969828434493696	0.9982284759831959	0.9971971026893062	0.9957768879120167	0.9968368917704822	0.997073978625369	0.9972355552347613	1.0	0.9970230964588624	0.998421911181839	0.9990949561389797
VatanenT_2016__G80489__bin.1	0.9955055099948744	0.9946258590713242	0.9944405066153783	0.9944024045627485	0.9946758311659979	0.9938230106572884	0.9934699781380341	0.9935688571671036	0.9947882823854196	0.9958104848802021	0.9937841916033805	0.994564329496429	0.9942028897509246	0.994513960476389	0.9934920496741522	0.9944421912941696	0.9953514808273958	0.9994928623705357	0.9945945159083299	0.9940681771479455	0.9984439436649486	0.9934961310887659	0.9952411898794375	0.9944525620639764	0.9970230964588624	1.0	0.9948856250274191	0.9953793060042798
VatanenT_2016__G78749__bin.3	0.999861469849583	0.9948268146218749	0.994933199242948	0.9995245323992268	0.9960860136388576	0.9984541763745692	0.9947444413014013	0.9943229082232705	0.9958320581339909	0.9965626148111728	0.9956993595301165	0.9995885276623483	0.9951875526536581	0.9990322982103332	0.9946996794801394	0.9950603163764652	0.9992013333571149	0.99518321341242	0.9998691472161211	0.9949206902056394	0.9945167783870246	0.9955663158832835	0.9948144144756065	0.9948243245934191	0.998421911181839	0.9948856250274191	1.0	0.9990716366298541
BackhedF_2015__SID591_4M__bin.12	0.9990545661913331	0.9950406884650663	0.9948618996187198	0.9997056345696982	0.9965155896811253	0.9991148975724613	0.9952761082976687	0.9944602654653051	0.9957703416355485	0.9964965242601097	0.9955163967338843	0.9992821819900566	0.9956858883833282	0.9995624376223661	0.9952155641810814	0.9949606275751938	0.9992877783188565	0.9956289022077681	0.9989377931803209	0.994964554760183	0.9943570475245201	0.9953923167355607	0.9952294724735214	0.994989997872133	0.9990949561389797	0.9953793060042798	0.9990716366298541	1.0
