	HeQ_2017__SZAXPI029466-158__bin.31	HeQ_2017__SZAXPI029601-32__bin.4	LiJ_2017__H3M415117__bin.20	VogtmannE_2016__MMRS57569834ST-27-0-0__bin.9	QinJ_2012__T2D-068__bin.13	LiJ_2017__H3M515935__bin.40	BackhedF_2015__SID26_12M__bin.39	LiJ_2017__H1M513738__bin.10	LiJ_2014__V1.FI35__bin.2	LiJ_2014__V1.FI18__bin.20	LeChatelierE_2013__MH0131__bin.71	VogtmannE_2016__MMRS95674036ST-27-0-0__bin.11	HeQ_2017__SZAXPI029486-84__bin.7	QinJ_2012__CON-039__bin.30	YuJ_2015__SZAXPI015228-14__bin.71	BackhedF_2015__SID229_12M__bin.11	WenC_2017__N030__bin.20	NielsenHB_2014__V1_CD17_0__bin.21	LoombaR_2017__SID1049_baw__bin.51	HeQ_2017__SZAXPI029602-33__bin.13	YuJ_2015__SZAXPI015219-129__bin.25	LiJ_2017__H2M413915__bin.4	QinJ_2012__CON-065__bin.52	QinJ_2012__NOM014__bin.9	QinJ_2012__CON-008__bin.32	BackhedF_2015__SID546_12M__bin.16	QinJ_2012__NOM004__bin.3	LiJ_2017__H3M518116__bin.33	LeChatelierE_2013__MH0088__bin.28	NielsenHB_2014__MH0088__bin.26	VogtmannE_2016__MMRS91297590ST-27-0-0__bin.10	WenC_2017__RA082__bin.7	HeQ_2017__SZAXPI029499-101__bin.44	QinN_2014__HD-45__bin.29	YuJ_2015__SZAXPI003422-11__bin.27	LoombaR_2017__SID5630_kod__bin.9	HeQ_2017__RSZAXPI003107-147__bin.9	HeQ_2017__SZAXPI029552-169__bin.11	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.33	NielsenHB_2014__V1_CD17_4__bin.54	XieH_2016__YSZC12003_35630__bin.12	HeQ_2017__SZAXPI029574-89__bin.29	BackhedF_2015__SID608_M__bin.38	QinJ_2012__T2D-102__bin.53	ChengpingW_2017__AS111raw__bin.2	ChengpingW_2017__AS15raw__bin.53	LiJ_2017__H1M512855__bin.10	HeQ_2017__RSZAXPI003102-140__bin.29	LeChatelierE_2013__MH0444__bin.45
LeChatelierE_2013__MH0131__bin.71	0.9896860147187707	0.9916841770375925	0.991542336655306	0.9700112693684321	0.9881097149033914	0.9915150164679785	0.9916504298497827	0.9920046024474474	0.9922262830859385	0.9893849276543435	1.0	0.9903946897708725	0.9895551087680744	0.9883691666734717	0.9878670399885132	0.9941315099649893	0.9903282488392307	0.9957242621163807	0.9709956655641571	0.9875980435398715	0.9916661194813877	0.9922733699840591	0.988497984011458	0.9907644028675352	0.9896330922160047	0.9713761748156631	0.9944131634460563	0.9891598128924167	0.971046095899686	0.9711538182805538	0.9925778086601814	0.9900172840431303	0.9953126906819619	0.9908123289644246	0.9872525959497447	0.9904034745098204	0.9898770506287798	0.9886697210212323	0.9933033059667045	0.9954725047903663	0.9919234322645469	0.9909438357406387	0.9702761778024397	0.9954455900275877	0.9911662130112678	0.9889935905362802	0.9926454844769427	0.987450212624295	0.9708475408375538
VogtmannE_2016__MMRS95674036ST-27-0-0__bin.11	0.9930269025969503	0.9881484743343482	0.9906253770325774	0.9685205195756948	0.9902454043896703	0.9898882512975151	0.9903745606079262	0.9906643068877867	0.9902909022329581	0.9920505669285778	0.9903946897708725	1.0	0.992841129006673	0.9892488215145657	0.9909225628237743	0.9899957512215766	0.9901328372300661	0.9900339178723472	0.9691453196334594	0.9892462870235684	0.9904804861016616	0.9900625584238153	0.9919737178702357	0.9900062460961899	0.9926981110292094	0.9701148506291657	0.9883411429793248	0.9919804279385837	0.9694191403393072	0.9693989503964165	0.9899219231076577	0.9867029295537696	0.990037092369155	0.9898839915095625	0.989761615307363	0.9898532570495125	0.9924000648067637	0.9899813404195055	0.9908403407099047	0.99091799907577	0.9877734275623379	0.9916999813802696	0.9688306045112024	0.9902800766964543	0.9902722715186076	0.9912243185203391	0.9910262449274668	0.989836040930712	0.9695169344327269
HeQ_2017__SZAXPI029486-84__bin.7	0.9912389257796723	0.9887654666293736	0.9903448765528183	0.9682112110287346	0.9900751182764217	0.9892358222174508	0.9887424919908099	0.9898578780817088	0.9894618524985852	0.9922944816358766	0.9895551087680744	0.992841129006673	1.0	0.9892917266873774	0.9914142234004046	0.9894144582407963	0.9891885614135111	0.9885496351103467	0.9681709589325324	0.9894615145182089	0.9891761061090134	0.9900060372833046	0.9926520408949713	0.9893802615476136	0.9908931327002997	0.9698493387851328	0.9867193170321755	0.9920967303408588	0.968843203436637	0.9689059531766441	0.9892117671389546	0.9850017302326396	0.9890800695206773	0.9882785089545032	0.9891950328835665	0.9885346514499475	0.9916756972074066	0.9903675081485414	0.9895422447196119	0.9892116609703056	0.9856407896317311	0.9912862288580228	0.9678208054524133	0.9896051983783505	0.989860403903278	0.9919234047561645	0.9901203988678454	0.9896915405086281	0.9690530896910104
QinJ_2012__CON-039__bin.30	0.9908288054115841	0.9879215691328272	0.9889730629851297	0.9682114636123436	0.9881373738534032	0.9887309540145057	0.9881178586632009	0.9891746529437523	0.9887940465804306	0.9890957572744277	0.9883691666734717	0.9892488215145657	0.9892917266873774	1.0	0.9887919686363664	0.9882195246535003	0.9884399165603184	0.9883916659736078	0.9692603935680336	0.9885369865909094	0.9883670667692592	0.9891338458769661	0.9888734115023542	0.9887987273602942	0.9906774752953096	0.9702791029529084	0.9873926217710779	0.9889687706997108	0.9691413511807011	0.9692004501629762	0.9882940499122165	0.9859286121234593	0.9884600238276829	0.9881215092332354	0.9885585552313771	0.9873324533149598	0.9897673826329124	0.9884383142063085	0.9899436968596372	0.9893679381888782	0.9863901180865466	0.9908739488199656	0.9690336693198682	0.9886625731193585	0.9878006552671688	0.9888020670230736	0.9890310405068952	0.9893652008810743	0.9683113281509802
YuJ_2015__SZAXPI015228-14__bin.71	0.9920321651433571	0.9865439164136619	0.9894698089475275	0.9685662792151221	0.9898050519006062	0.9887658172082212	0.9879116870687998	0.988878769875577	0.9883969542120754	0.991524119473129	0.9878670399885132	0.9909225628237743	0.9914142234004046	0.9887919686363664	1.0	0.9878839152112908	0.9885097628024682	0.9882268055974377	0.9689016243265164	0.9895297521221947	0.9881518430579065	0.9895759253053815	0.9903591850838588	0.9880252538328193	0.9910980207024389	0.9690722618892424	0.9863532096960722	0.9921745091747134	0.9687927451091443	0.9687578968648394	0.9876726025342374	0.9854515015620469	0.9880333082273637	0.9885622856489427	0.9905480776155069	0.9887543595172783	0.9912391945752885	0.9910017520760902	0.9893082505794184	0.988426393098997	0.9858641649021814	0.9908686849219968	0.9679252601654648	0.9887365210499772	0.9889273347583835	0.991267177174027	0.9896311929496432	0.9906011322028432	0.9687671858181554
BackhedF_2015__SID229_12M__bin.11	0.9887809006990187	0.99119880543496	0.9910723718742253	0.9687563329663292	0.9883053901941625	0.9918509566643933	0.9904033167439613	0.9915625928326283	0.9918307989798223	0.9895919561334171	0.9941315099649893	0.9899957512215766	0.9894144582407963	0.9882195246535003	0.9878839152112908	1.0	0.9899786206378933	0.9947063610642322	0.9699127323679252	0.9870118743234445	0.9908554691486818	0.9917197590283104	0.9880948336673907	0.9896787693699808	0.9890327936828603	0.9702805395779316	0.9933446638622605	0.9894993008039904	0.9699646138979778	0.9699115512715883	0.9919236374370405	0.9893047930672999	0.9943380959358381	0.9899144440991396	0.9871488317240755	0.9895268559572182	0.9890274565117915	0.9887854282688333	0.9929880200024543	0.9948569556388952	0.9910776182699412	0.9904116079552139	0.9690550086952181	0.994256838117941	0.9906859361078427	0.9886027557731504	0.9916544527192137	0.9876919035041692	0.9695804702134319
WenC_2017__N030__bin.20	0.9893751762918209	0.9899678880450027	0.9901493579245967	0.9689579356612805	0.9891384351441461	0.9903298632508951	0.9901245542604837	0.9908628267406894	0.9903369714378465	0.9897761428645273	0.9903282488392307	0.9901328372300661	0.9891885614135111	0.9884399165603184	0.9885097628024682	0.9899786206378933	1.0	0.9905552909198861	0.9695798900535423	0.9878199517302755	0.9955327631949488	0.9909442537832742	0.9886616278558092	0.9892876957876318	0.9897207787542806	0.9704190365942795	0.9892472795992046	0.9893829023791164	0.9701267028975096	0.9700968118210729	0.990392873188576	0.9870044145013813	0.9906110503166907	0.9899915689459662	0.987973971788956	0.9890560829710026	0.9896542000253897	0.9890436114934356	0.9917615449253018	0.9910469280328732	0.9896367602806605	0.9888496524489946	0.9691705856904494	0.990932029260483	0.9956265582249508	0.9897052934428417	0.9909500058449908	0.9876640110302408	0.9695867852522999
NielsenHB_2014__V1_CD17_0__bin.21	0.9897280775099474	0.992462532619791	0.9915386746085085	0.9689503205128205	0.9886456926663103	0.9927135118232434	0.990763967244193	0.9920920413847206	0.9923024547234401	0.9900301319142674	0.9957242621163807	0.9900339178723472	0.9885496351103467	0.9883916659736078	0.9882268055974377	0.9947063610642322	0.9905552909198861	1.0	0.9698722423919792	0.9874472927050394	0.9913923610507467	0.9922871924442038	0.988529745776119	0.9902593124228825	0.9900616913447089	0.9704116121782345	0.9958848921520908	0.9898046875996134	0.970115491630246	0.9699781385816113	0.9921307056733146	0.9890670217408465	0.9963344473780525	0.9909359211199893	0.9874043312809988	0.9898431882923633	0.9896904632607878	0.9892285602906605	0.9932524513071618	0.9997657839464519	0.9918729577728734	0.9904421327115113	0.9690215543971541	0.9962573239546388	0.9912050054549272	0.9891718366425785	0.9926204461754665	0.9880231077314926	0.9699737179039368
LoombaR_2017__SID1049_baw__bin.51	0.9713907924864562	0.9705823770336134	0.9708738305146962	0.9897441252602733	0.968378430073667	0.9687947592380687	0.9704921310035545	0.9710364078687324	0.9692242463375602	0.9701324330656951	0.9709956655641571	0.9691453196334594	0.9681709589325324	0.9692603935680336	0.9689016243265164	0.9699127323679252	0.9695798900535423	0.9698722423919792	1.0	0.9692677257518928	0.9709296606745348	0.9719494175996888	0.9677977603983025	0.9681089873814471	0.9702655179338483	0.9870715539664808	0.9694868280203521	0.9704678372981266	0.9871184323190774	0.9869078177850854	0.9683653273591628	0.9664963251497933	0.9696694112615742	0.9702454595175678	0.9682703915437167	0.9712308134333094	0.9690354593510859	0.969252147244389	0.971621227824333	0.9702755961151145	0.9706278170705935	0.9726767019612993	0.9871684519574737	0.9695625028287925	0.9705278004609174	0.9692336085557768	0.9718456199553339	0.9706342790516906	0.9886988341041271
HeQ_2017__SZAXPI029602-33__bin.13	0.9909961492163787	0.9870575057850426	0.9887670218810474	0.9681760270366411	0.9881565441809402	0.9882840792889402	0.9871461138359422	0.9879470441667523	0.9876543853792873	0.9901801987441516	0.9875980435398715	0.9892462870235684	0.9894615145182089	0.9885369865909094	0.9895297521221947	0.9870118743234445	0.9878199517302755	0.9874472927050394	0.9692677257518928	1.0	0.9876602629031109	0.9883753417671481	0.9882269342220084	0.9860878961319623	0.9907966075768649	0.9694283910981812	0.9858391660237217	0.9902539610580159	0.9691964708603654	0.9689759739807305	0.9866328515312155	0.9833976032479393	0.9879633024521823	0.9878481014945791	0.9901914867993202	0.9880827471165888	0.9901384651965174	0.9892023144361268	0.9881183360418566	0.988082884279576	0.9854917894198572	0.9901256578216179	0.9681100306998828	0.9878003110609619	0.9879243523592541	0.9893965235693291	0.9884033157622101	0.9917644178169086	0.9686874601685209
YuJ_2015__SZAXPI015219-129__bin.25	0.9896066845100842	0.9900613600540419	0.9894478033216909	0.9698964647851612	0.9883745571790429	0.9900101021438994	0.9901004363074015	0.9914030259064606	0.9896315767670796	0.9905083022903769	0.9916661194813877	0.9904804861016616	0.9891761061090134	0.9883670667692592	0.9881518430579065	0.9908554691486818	0.9955327631949488	0.9913923610507467	0.9709296606745348	0.9876602629031109	1.0	0.9914296938681187	0.9879141392934654	0.989430270477652	0.9897700452973159	0.970191462318981	0.9897304428416513	0.9910136021510806	0.9702673660437839	0.9703712131986915	0.990727080464083	0.9877942547045241	0.9909545509451982	0.9911015328746289	0.9863609725447233	0.989913982725013	0.9890618655128253	0.9887348971465733	0.992778761993588	0.9920174832726394	0.9896953016451764	0.9911756596391799	0.969164221591406	0.9917817828688118	0.9949103359749365	0.9898602388110463	0.9923299588954229	0.9888556198343812	0.9704167455106772
LiJ_2017__H2M413915__bin.4	0.9904093238958365	0.9917541382767582	0.9919684077873722	0.9708613949921675	0.9898827605251926	0.9924518587496465	0.9909267358155843	0.9927183702644746	0.9924399561747713	0.9907646935588975	0.9922733699840591	0.9900625584238153	0.9900060372833046	0.9891338458769661	0.9895759253053815	0.9917197590283104	0.9909442537832742	0.9922871924442038	0.9719494175996888	0.9883753417671481	0.9914296938681187	1.0	0.9887549524864259	0.9904173615521535	0.9904887035124447	0.9716086361953226	0.9903902639075159	0.9909562363378783	0.9714794082806962	0.9715521182566291	0.9923130805785288	0.989691164217432	0.9918326567357278	0.9908642397627416	0.9890434912715943	0.9896094729526951	0.9897536009982703	0.9895516483191433	0.9930518322513786	0.9926790877415016	0.9912344741893219	0.9908384217121916	0.9706012622432278	0.9919615985947751	0.9910782959260799	0.9909975352459824	0.9927877569530088	0.9891857069041605	0.9714963325873205
QinJ_2012__CON-065__bin.52	0.9926209537795319	0.9870839989385557	0.9894768655757854	0.9672171578877586	0.9897970374736957	0.9891105283724171	0.9888730197343822	0.9883472175453494	0.9884100516674496	0.9919441548208211	0.988497984011458	0.9919737178702357	0.9926520408949713	0.9888734115023542	0.9903591850838588	0.9880948336673907	0.9886616278558092	0.988529745776119	0.9677977603983025	0.9882269342220084	0.9879141392934654	0.9887549524864259	1.0	0.9888015744536208	0.9922785113286157	0.9690885613023954	0.9870265141636005	0.9913611896851493	0.9686240827548516	0.9685145195712301	0.9880332806043647	0.9849244954937719	0.9883413531922661	0.9882841278304173	0.9888719346387761	0.9891285237281884	0.9924458045451697	0.9896203992575776	0.9892025957486197	0.9888277893269141	0.9861589321896626	0.9901197378284882	0.9677923870890619	0.9887115384357072	0.9892595611129655	0.9914493342848288	0.9894767049855399	0.9887893878007773	0.9676137592590622
QinJ_2012__NOM014__bin.9	0.9901360469299502	0.9889182267649695	0.9900480095664085	0.9673847166184696	0.9892623541448539	0.9899581298900909	0.9905288668731181	0.9902909378661131	0.9899821260037646	0.9896007851456782	0.9907644028675352	0.9900062460961899	0.9893802615476136	0.9887987273602942	0.9880252538328193	0.9896787693699808	0.9892876957876318	0.9902593124228825	0.9681089873814471	0.9860878961319623	0.989430270477652	0.9904173615521535	0.9888015744536208	1.0	0.9895554178530227	0.9691199161858878	0.988596176808345	0.989560642954271	0.9686681958489533	0.9686210613610801	0.9901520315766663	0.9882702695922191	0.989833449226497	0.98939830916661	0.9882219574238724	0.9886706616585906	0.9905181122070794	0.9876711204080831	0.9910543165075637	0.9901970219129983	0.9892429013734155	0.9883921956038528	0.9679928584630751	0.9901181573853588	0.9898230269920244	0.9894974589538139	0.9904735594996696	0.9869287980060305	0.9677543868505968
QinJ_2012__CON-008__bin.32	0.9999583940426795	0.9892612807246953	0.991292459719368	0.9698457866272451	0.9899795970257549	0.9906788418540856	0.9888809708732682	0.9905483982008242	0.9903935572287437	0.9918812578635305	0.9896330922160047	0.9926981110292094	0.9908931327002997	0.9906774752953096	0.9910980207024389	0.9890327936828603	0.9897207787542806	0.9900616913447089	0.9702655179338483	0.9907966075768649	0.9897700452973159	0.9904887035124447	0.9922785113286157	0.9895554178530227	1.0	0.971698695536411	0.9885151234996847	0.9919321029805634	0.9707888887141579	0.9704553957731751	0.9889859697600654	0.9844533391902331	0.9905497830833566	0.9890651167372673	0.9886717408317637	0.9870616869673545	0.9998880366795014	0.9908808120497707	0.9906217486377343	0.9911711417982517	0.9851037310314532	0.9917809990593092	0.9704130398284183	0.9922429236223711	0.9898859197483264	0.9916210691572586	0.9898232847155274	0.991289533249808	0.9706819825732065
BackhedF_2015__SID546_12M__bin.16	0.9718334818408947	0.9698198458134413	0.9711349925159637	0.9863747450225562	0.9685090223194986	0.9697864774884172	0.9710427543326368	0.9706920763840028	0.9696840876326606	0.9709561903796539	0.9713761748156631	0.9701148506291657	0.9698493387851328	0.9702791029529084	0.9690722618892424	0.9702805395779316	0.9704190365942795	0.9704116121782345	0.9870715539664808	0.9694283910981812	0.970191462318981	0.9716086361953226	0.9690885613023954	0.9691199161858878	0.971698695536411	1.0	0.9702298755439778	0.9713901406179722	0.988219015647028	0.9884517682074986	0.9690116618996732	0.9670432166726108	0.970009727586495	0.9706413314601259	0.9685818512204	0.9714517023592691	0.9702588342429841	0.9691992208809626	0.9713021255008487	0.9701673057997081	0.9704846880945892	0.9723638778074464	0.9865091348947365	0.9704245507062871	0.9707181302250174	0.96965738216968	0.9719646478358016	0.9708430205610249	0.9872403090213543
