	HeQ_2017__SZAXPI029466-158__bin.31	HeQ_2017__SZAXPI029601-32__bin.4	LiJ_2017__H3M415117__bin.20	VogtmannE_2016__MMRS57569834ST-27-0-0__bin.9	QinJ_2012__T2D-068__bin.13	LiJ_2017__H3M515935__bin.40	BackhedF_2015__SID26_12M__bin.39	LiJ_2017__H1M513738__bin.10	LiJ_2014__V1.FI35__bin.2	LiJ_2014__V1.FI18__bin.20	LeChatelierE_2013__MH0131__bin.71	VogtmannE_2016__MMRS95674036ST-27-0-0__bin.11	HeQ_2017__SZAXPI029486-84__bin.7	QinJ_2012__CON-039__bin.30	YuJ_2015__SZAXPI015228-14__bin.71	BackhedF_2015__SID229_12M__bin.11	WenC_2017__N030__bin.20	NielsenHB_2014__V1_CD17_0__bin.21	LoombaR_2017__SID1049_baw__bin.51	HeQ_2017__SZAXPI029602-33__bin.13	YuJ_2015__SZAXPI015219-129__bin.25	LiJ_2017__H2M413915__bin.4	QinJ_2012__CON-065__bin.52	QinJ_2012__NOM014__bin.9	QinJ_2012__CON-008__bin.32	BackhedF_2015__SID546_12M__bin.16	QinJ_2012__NOM004__bin.3	LiJ_2017__H3M518116__bin.33	LeChatelierE_2013__MH0088__bin.28	NielsenHB_2014__MH0088__bin.26	VogtmannE_2016__MMRS91297590ST-27-0-0__bin.10	WenC_2017__RA082__bin.7	HeQ_2017__SZAXPI029499-101__bin.44	QinN_2014__HD-45__bin.29	YuJ_2015__SZAXPI003422-11__bin.27	LoombaR_2017__SID5630_kod__bin.9	HeQ_2017__RSZAXPI003107-147__bin.9	HeQ_2017__SZAXPI029552-169__bin.11	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.33	NielsenHB_2014__V1_CD17_4__bin.54	XieH_2016__YSZC12003_35630__bin.12	HeQ_2017__SZAXPI029574-89__bin.29	BackhedF_2015__SID608_M__bin.38	QinJ_2012__T2D-102__bin.53	ChengpingW_2017__AS111raw__bin.2	ChengpingW_2017__AS15raw__bin.53	LiJ_2017__H1M512855__bin.10	HeQ_2017__RSZAXPI003102-140__bin.29	LeChatelierE_2013__MH0444__bin.45
LeChatelierE_2013__MH0131__bin.71	0.48460311933465844	0.4525626348814371	0.9356098129230068	0.8165424012204268	0.7610788544880105	0.678434088348171	0.9183235749732004	0.8152892538976694	0.8496043335084998	0.4970605001197043	1.0	0.9319433077179057	0.7251247472612564	0.5701931671349908	0.9311150141696444	0.9524536376177182	0.8788631392668104	0.952985989675882	0.8617584920431998	0.9014287849567502	0.5691939898608989	0.6606146417801716	0.789803166788084	0.5695276199922824	0.44718857725807426	0.8879015606952013	0.8665119719253885	0.466774678886352	0.8936974741329579	0.8608856573734186	0.6803048154520003	0.5205597962415003	0.9221502569037667	0.8838684477975914	0.7370185115470717	0.605324120173659	0.815687982591274	0.8962016273783996	0.844192587243851	0.6138751589454204	0.7982454224361337	0.36511171041761153	0.7503821328430385	0.6887680568207661	0.9258998484317029	0.609695574282813	0.6314076579036293	0.5335435331645053	0.667383179131114
VogtmannE_2016__MMRS95674036ST-27-0-0__bin.11	0.4713387133917474	0.4503378779717864	0.8964871224991706	0.7763577304411579	0.7443461137593629	0.6608152668480524	0.878245902578422	0.784398215053937	0.8216280347408603	0.49695684919420224	0.8365787072866074	1.0	0.7218831972940545	0.5607267269414671	0.9074809877562726	0.9020774776083998	0.8458740518867689	0.8875404782692775	0.8206899653875476	0.8818970684179346	0.5513006677592868	0.6352175071422063	0.7662746382570056	0.5405028743752132	0.4297387976642073	0.8489985148516755	0.7925774877964482	0.45705199403172597	0.8606905497586202	0.8373422342274596	0.6477138211832206	0.49696261601399727	0.8522198603891373	0.8491238470685525	0.7199028713764668	0.5814776668369801	0.7959545374683739	0.8801385728351263	0.7975773205586741	0.5680048379773532	0.7508380150298701	0.348097545372377	0.7097528840826931	0.6447185349817212	0.8929905074301628	0.5907487907940027	0.6050216697865162	0.5316223563456355	0.6517198386674494
HeQ_2017__SZAXPI029486-84__bin.7	0.5847436255332004	0.5339533269589789	0.8151203462829826	0.7377613968557081	0.6414911134396835	0.5302015383861555	0.8014878588327738	0.827940081068482	0.7356432051764433	0.5986916839848616	0.7611055593990486	0.8440764580886198	1.0	0.46123533909722414	0.8483348684828632	0.8297098859583941	0.7581026900404982	0.8081710412809125	0.738356576351325	0.7902347407710092	0.6659779846521009	0.5418057404253195	0.6658237954021036	0.4440983053117972	0.5455674186876471	0.7811420703345727	0.7199150026140247	0.5527846443690131	0.7806574755488666	0.7598293399216647	0.5353954235012287	0.40434265256756563	0.8027685736235687	0.7470765853059892	0.6062896627121395	0.46281274457314525	0.852773990476229	0.7849783707995229	0.6886990967566763	0.6825409669149429	0.6565976141573603	0.4161698221519155	0.6240470497482848	0.5005877622284887	0.8155096404243756	0.4697732878587429	0.5074592983085484	0.6665394492971352	0.7449066975224979
QinJ_2012__CON-039__bin.30	0.403255368151918	0.39083153938216697	0.9128955455204752	0.7977238806445734	0.7894213599360678	0.728284268928256	0.893466066601154	0.754340214713331	0.8587864095612817	0.4259745010394083	0.848450319342426	0.9294763701899486	0.6538751257040383	1.0	0.9224375813332212	0.9185367731311362	0.871195580825944	0.9164216314185534	0.8507152225200457	0.906082992068378	0.4968919716383649	0.697003878503303	0.8093625769678339	0.604476147140958	0.38263034664362255	0.8510478841572764	0.8306707656698288	0.390107586087351	0.8774110002663842	0.8468411801968184	0.708863074685724	0.5558278877515515	0.8845766084062703	0.8760376557678557	0.7676224634550161	0.6401601619208215	0.7628230864627107	0.8991321482421828	0.8302871214062028	0.523818445769143	0.8023269745252561	0.27933572186938	0.769025760246552	0.7020568940619261	0.9053539405109224	0.6740999335951291	0.6652888611883285	0.45627283862341805	0.6123625221615104
YuJ_2015__SZAXPI015228-14__bin.71	0.4549812248604451	0.43452501917792163	0.8552144723279527	0.7404915040433833	0.7300590808145719	0.6266356158264083	0.8300515744204057	0.7685493069401191	0.7803500909006026	0.4836040212302797	0.7960732404371285	0.8643107573951713	0.6910108183617386	0.5300078176349	1.0	0.8632653546954326	0.8122628849086692	0.8555832010560215	0.7838502675754896	0.8490196832301662	0.5350378340574258	0.601221894504038	0.7367196325162348	0.5142381650711001	0.4181867114853323	0.8301910835022273	0.7570180208384826	0.448328362635733	0.826780617391766	0.8001343827638544	0.6196023075754163	0.4715937905642794	0.825228075378844	0.8103712735787741	0.7152077714980383	0.5485299367815145	0.7572937435120037	0.8466615769652565	0.7494548710090242	0.5433790857211905	0.7116193489210016	0.3313402941408017	0.6944275092868742	0.6030014591697929	0.8526040779859428	0.553627693834321	0.5703859934346514	0.5082993257061045	0.6185792409753919
BackhedF_2015__SID229_12M__bin.11	0.46608700384768253	0.43989064440920883	0.902440800535663	0.7786729768813266	0.7346107072047366	0.6599528650267926	0.8954426099697866	0.7816628933392051	0.8111274257857969	0.4875139080365934	0.8523634367826798	0.8993060067003871	0.7074163036108579	0.5524247222129598	0.9035986697343876	1.0	0.8442537531097852	0.9336591924504322	0.8197966887470521	0.8698265265878733	0.5544200439767998	0.6313238687778903	0.7580467310029539	0.5365675483106647	0.4214383257387692	0.8609893898401099	0.8227885215723565	0.44585859584692517	0.8729325749117609	0.8426819485470678	0.6542666196006827	0.512894661498607	0.8765123492633292	0.8570347740200368	0.7106112713833069	0.5834568432139321	0.7836631976583524	0.8670297799665249	0.7939571569232798	0.588889361592854	0.7654649893085861	0.35171206349461864	0.7141887460939641	0.6535042886386624	0.8932391707034947	0.5770393119781013	0.6008386790402678	0.5129598179910874	0.6364210228572809
WenC_2017__N030__bin.20	0.4472323985632336	0.42503145445653817	0.9007334780300029	0.7837825387561268	0.7616782510376167	0.6774917708396314	0.8859948183949856	0.7822479643547693	0.8281453531104643	0.48041021793753363	0.8440266146449646	0.9049472852510989	0.6936346215779011	0.56227159786994	0.9123927062678171	0.9059973438001919	1.0	0.9023457888456884	0.8360571926131487	0.8875055371771317	0.5525257548144136	0.6524779201848564	0.7762421065663415	0.5625072749356002	0.4079779771504298	0.8606128508575478	0.8145024067440658	0.4443417556008264	0.860936958235803	0.8401151157018096	0.6763816619387297	0.5239894985919015	0.8693937752463401	0.8567733300758075	0.7353342439599012	0.6074948597310156	0.782361895501694	0.8798779085860898	0.8111807174207305	0.5580902836474254	0.7849592788693095	0.3427628837824153	0.7398919011406688	0.6629168101088597	0.9340976180164217	0.6007560586074981	0.6275858154488168	0.5061742866861377	0.6440227483894372
NielsenHB_2014__V1_CD17_0__bin.21	0.4641665239397808	0.4431950173122309	0.8807330910600074	0.7694011612183141	0.7322350801451198	0.6539289437536548	0.883933097773575	0.7679787240941166	0.8033008628078657	0.48754194549269764	0.8487883345660613	0.8806102632900982	0.6857787185249071	0.5485343252120781	0.8913031454208319	0.9292237399377545	0.8368564940605907	1.0	0.8145014584844045	0.8616703737511715	0.5438168996516193	0.6291982207520188	0.7484178295570152	0.5360463266677017	0.41842462322963037	0.8485510709856776	0.8311972617799269	0.4441745878498922	0.8598352048038627	0.8342248518723796	0.6526098803115858	0.5066214467204032	0.883687823686458	0.8491472815582496	0.7047235669489543	0.5808204818739399	0.7681835641948659	0.8585966278818274	0.7815038925340932	0.6024541903914352	0.7591221552687963	0.34251324689869417	0.7122828151361958	0.653399105951158	0.8788899116059655	0.5734668366928508	0.5965187863548266	0.5104989134319796	0.6302716286542692
LoombaR_2017__SID1049_baw__bin.51	0.4253929615838206	0.41212561553294785	0.8406691145058467	0.8612587358670332	0.7050209550663898	0.6404445762686528	0.8249789741261774	0.7381238233181465	0.76525565810395	0.46256214335672863	0.7915240355830953	0.8397313093946516	0.6461190052657128	0.525119723567782	0.84209667102788	0.8414023648109087	0.7996126046671539	0.8399578931799067	1.0	0.8287038384709371	0.5047791083456001	0.6093872560782281	0.7169445333908185	0.5248927464078996	0.38963009410307836	0.9110418684350692	0.762063816379018	0.42898997917474724	0.9137978510730866	0.8835453753698704	0.6243661751319576	0.47875501650993313	0.8107620217252939	0.809491421679505	0.6777290168073242	0.5598224464282763	0.727818588209933	0.8215125569114742	0.7541656406145141	0.5266479839943732	0.726314717010227	0.32052990709278056	0.7750774357953603	0.6151541281126751	0.8466952204196049	0.5598550965223322	0.5909171372082832	0.4912151578258342	0.7033038748187527
HeQ_2017__SZAXPI029602-33__bin.13	0.4581899563516019	0.44095958133986796	0.8824046249313146	0.779311452706511	0.7498239413800403	0.6532888300084798	0.867898887168125	0.7783582027998918	0.8181260450105203	0.4869418116932774	0.8266860484983073	0.900968842828454	0.6904514366893988	0.5584351619209065	0.9107040106016159	0.8913758573652204	0.8475110436770701	0.8872325391678879	0.8274275960152818	1.0	0.5553315027688238	0.6363710989710635	0.7712738317386264	0.5505518990961211	0.41213977699372395	0.86328738854694	0.7964617028806058	0.4426948339510932	0.8639975145589579	0.8357275865495535	0.6503120351826591	0.5005143307592574	0.8540859935892274	0.8587897928812224	0.7266026636795289	0.5807031897147987	0.7687180850792235	0.8758862337280792	0.783314159669163	0.5587281674546264	0.750891879779751	0.3394107760836786	0.7342318050829784	0.6361079438670525	0.8871579130936161	0.5889819707332247	0.6040462257470167	0.5265788618895243	0.6471478896335349
YuJ_2015__SZAXPI015219-129__bin.25	0.6942456588199041	0.6595899748289374	0.9025316700971902	0.8057627794553625	0.679251781257403	0.5127096051949772	0.8892110712671727	0.9332407414931247	0.8212748296249718	0.7357719740501157	0.8307156970046623	0.8963204744435894	0.9260188279798206	0.4873597761794365	0.9133282870363715	0.9041699456137532	0.8396721448783107	0.8911112458457121	0.8020749406351708	0.8837618206172692	1.0	0.589959827559157	0.7323672862444237	0.4513577184903863	0.6136463787610487	0.882197926934537	0.7849877457491407	0.6747644939878852	0.8657739179787143	0.8529133614150799	0.5809339983110948	0.4259766366034879	0.8768455601858421	0.8488548635405878	0.6122818783975778	0.4844007543193031	0.9104198948278374	0.8666958776837622	0.754493069050719	0.8699186737781534	0.6990179722762028	0.5100631120484195	0.6856661205748278	0.4966475044894749	0.914670285332465	0.48754291800559174	0.5438393402393845	0.7751393409269476	0.8238181882960497
LiJ_2017__H2M413915__bin.4	0.45925460501460524	0.4466334325442533	0.9497312781622329	0.8516351372520111	0.8174995162315822	0.7193682445195949	0.9300085005021976	0.7998379375800522	0.8936256599983414	0.4929761433060273	0.8883387622900214	0.9515586557688231	0.6941316587267216	0.629884909189757	0.9456175188669683	0.9486404955631526	0.9136110547994434	0.9499593404163174	0.8921651401085484	0.9331074979497435	0.5435765920588261	1.0	0.8458241570911235	0.6098223418077273	0.4302584475180377	0.9157563373662725	0.8748249219059554	0.44514238917095916	0.9153503174442283	0.8811945394063931	0.7179543737272284	0.584196437621518	0.9130460823972799	0.9041620209540835	0.7537710899993549	0.6282084212563236	0.8149332399583498	0.9247976235452393	0.8896213245118546	0.5745947863586521	0.8265183417340104	0.34288468803848027	0.820334168793712	0.7545451194677626	0.9432009804373266	0.723614464214959	0.8270913769431365	0.5137787611842651	0.6742372584613401
QinJ_2012__CON-065__bin.52	0.43854695187333337	0.43022640172263077	0.9051617638994937	0.7933174789613159	0.7984659259255845	0.6776698035959411	0.8859853771756947	0.7776707712625146	0.8533003650867743	0.47740291193911627	0.8497623917768616	0.9184293942084695	0.6825049109078603	0.585217556789356	0.9271098241657678	0.9113677321904422	0.8696428711312344	0.904086271622164	0.8398189265444304	0.9048530321832078	0.5399026527427127	0.6767500595575736	1.0	0.587117408828529	0.4047412897336567	0.8776874059117055	0.8283341066986027	0.427475003098837	0.8787472312064176	0.8477519492721535	0.6826878459695996	0.5361084781876435	0.8632525853977271	0.8635341302912355	0.7331230885705214	0.6092087759063926	0.7734886084908594	0.8984811781939563	0.8174616815556761	0.5411606192881753	0.7883045053173278	0.3316893753435793	0.761027827786684	0.6783554644822593	0.8999377467837758	0.6427508641032104	0.6545868086771123	0.49673320372745167	0.6287238459308929
QinJ_2012__NOM014__bin.9	0.3527124053304599	0.34186435325248676	0.9116299932195588	0.8036104378255773	0.8123903572579817	0.7816259851091835	0.9062036786999338	0.7560715025967717	0.8593748263206659	0.39162049929416715	0.8694931800007716	0.919246710636008	0.6459491604218389	0.6201919839100196	0.9182607024066316	0.9153661013247688	0.894220540225278	0.9188419764888038	0.8724557816501776	0.9165168801601151	0.4721501714071998	0.6923477784410739	0.8331011070361626	1.0	0.32473213334126677	0.8890923820402655	0.8493846275563146	0.34782878764795844	0.8993349675264598	0.8660303818689563	0.7379395435723444	0.5666480754858607	0.8683881707781945	0.8757041164535873	0.8247743067701757	0.676380722100642	0.7514134637200626	0.9045553187886223	0.8503431740180293	0.4978504628288629	0.8310486668292577	0.24073770154158594	0.8047213317126531	0.743835977400273	0.9155034101630771	0.6711610246900908	0.6821954244771966	0.41968119503151236	0.6016330597836144
QinJ_2012__CON-008__bin.32	0.9743118726411945	0.8298599739915361	0.8945083351085648	0.7983883019143883	0.6344539017465097	0.41911542607141833	0.8835254822535158	0.8897819803950869	0.7720467834397943	0.8372014829275738	0.8299736417890516	0.8885069933516262	0.9646946231157377	0.4772529275419458	0.9078082622975839	0.8740306442023065	0.7884523056280662	0.8719226232302004	0.7873132430138023	0.8340823749733716	0.7803683790495146	0.5938442926047571	0.6981881512051966	0.39477303004963227	1.0	0.8383659816923307	0.7802173519059625	0.86138251836967	0.8341857093347492	0.8040947433015487	0.5251762248301343	0.41329054760852496	0.8550036087538512	0.7741174450658638	0.5010810363959519	0.4358285667047149	1.0009125218989359	0.8178445724024125	0.7144402616108079	0.7636019814761233	0.6577597746357067	0.6218335967034749	0.652400695678716	0.46405236031578984	0.8713987975059855	0.4438298257941643	0.531293619023697	0.9106690343483417	0.805366550826198
BackhedF_2015__SID546_12M__bin.16	0.4223043617842795	0.4070897432560238	0.806658944390938	0.7907165664506165	0.6690238407186633	0.583522051869398	0.7870766848009996	0.7252073734718137	0.7314734073167839	0.44327381107322283	0.7495162731776731	0.7983730437624547	0.6282233993631292	0.48279841389662564	0.8196805233794068	0.8121440739487438	0.7564655982739124	0.8042319950947642	0.8372902765847297	0.7946254262435901	0.510258407013099	0.574864860174749	0.6886165846717165	0.4915998559665426	0.3813083328271917	1.0	0.7246954473280058	0.41382757344115595	0.9026848646287957	0.8702223841875558	0.5877978643713866	0.45092631155767265	0.7682427918195938	0.7730655988523599	0.6397854827000778	0.5262170537927364	0.6995105610074244	0.783612145086232	0.7143528038802266	0.5167691965073332	0.6887416739695679	0.3197871746593667	0.7433174838685419	0.5768829193094492	0.7978900399996529	0.5216585250164134	0.5513816944466137	0.473281865956333	0.670633732751415
