	HeQ_2017__SZAXPI029466-158__bin.31	HeQ_2017__SZAXPI029601-32__bin.4	LiJ_2017__H3M415117__bin.20	VogtmannE_2016__MMRS57569834ST-27-0-0__bin.9	QinJ_2012__T2D-068__bin.13	LiJ_2017__H3M515935__bin.40	BackhedF_2015__SID26_12M__bin.39	LiJ_2017__H1M513738__bin.10	LiJ_2014__V1.FI35__bin.2	LiJ_2014__V1.FI18__bin.20	LeChatelierE_2013__MH0131__bin.71	VogtmannE_2016__MMRS95674036ST-27-0-0__bin.11	HeQ_2017__SZAXPI029486-84__bin.7	QinJ_2012__CON-039__bin.30	YuJ_2015__SZAXPI015228-14__bin.71	BackhedF_2015__SID229_12M__bin.11	WenC_2017__N030__bin.20	NielsenHB_2014__V1_CD17_0__bin.21	LoombaR_2017__SID1049_baw__bin.51	HeQ_2017__SZAXPI029602-33__bin.13	YuJ_2015__SZAXPI015219-129__bin.25	LiJ_2017__H2M413915__bin.4	QinJ_2012__CON-065__bin.52	QinJ_2012__NOM014__bin.9	QinJ_2012__CON-008__bin.32	BackhedF_2015__SID546_12M__bin.16	QinJ_2012__NOM004__bin.3	LiJ_2017__H3M518116__bin.33	LeChatelierE_2013__MH0088__bin.28	NielsenHB_2014__MH0088__bin.26	VogtmannE_2016__MMRS91297590ST-27-0-0__bin.10	WenC_2017__RA082__bin.7	HeQ_2017__SZAXPI029499-101__bin.44	QinN_2014__HD-45__bin.29	YuJ_2015__SZAXPI003422-11__bin.27	LoombaR_2017__SID5630_kod__bin.9	HeQ_2017__RSZAXPI003107-147__bin.9	HeQ_2017__SZAXPI029552-169__bin.11	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.33	NielsenHB_2014__V1_CD17_4__bin.54	XieH_2016__YSZC12003_35630__bin.12	HeQ_2017__SZAXPI029574-89__bin.29	BackhedF_2015__SID608_M__bin.38	QinJ_2012__T2D-102__bin.53	ChengpingW_2017__AS111raw__bin.2	ChengpingW_2017__AS15raw__bin.53	LiJ_2017__H1M512855__bin.10	HeQ_2017__RSZAXPI003102-140__bin.29	LeChatelierE_2013__MH0444__bin.45
LeChatelierE_2013__MH0131__bin.71	1143302.0	1065559.0	2203209.0	1965505.0	1798443.0	1597646.0	2162267.0	1918979.0	1999301.0	1173049.0	2334921.0	2197118.0	1710980.0	1347023.0	2200782.0	2237032.0	2072117.0	2234702.0	2072242.0	2131196.0	1340192.0	1554494.0	1865586.0	1342198.0	1055088.0	2134271.0	2034604.0	1101826.0	2148933.0	2069806.0	1600336.0	1227722.0	2163288.0	2082900.0	1743100.0	1427079.0	1924044.0	2116541.0	1984412.0	1439869.0	1879016.0	860298.0	1805757.0	1615577.0	2181171.0	1439434.0	1485210.0	1261615.0	1605079.0
VogtmannE_2016__MMRS95674036ST-27-0-0__bin.11	1234602.0	1185417.0	2353908.0	2085009.0	1955181.0	1736396.0	2306596.0	2059515.0	2158079.0	1302986.0	2197118.0	2601087.0	1891220.0	1474350.0	2382060.0	2370093.0	2222118.0	2331809.0	2202648.0	2318827.0	1447763.0	1668840.0	2009274.0	1420087.0	1126010.0	2276348.0	2085882.0	1198443.0	2309353.0	2246753.0	1701912.0	1310063.0	2239005.0	2231216.0	1891900.0	1527978.0	2086202.0	2312485.0	2093746.0	1490971.0	1977169.0	913010.0	1905523.0	1693429.0	2345563.0	1550193.0	1587964.0	1396995.0	1748479.0
HeQ_2017__SZAXPI029486-84__bin.7	1312282.0	1201296.0	1830945.0	1695063.0	1441327.0	1192288.0	1803241.0	1860656.0	1653896.0	1342155.0	1710980.0	1891220.0	2224539.0	1037142.0	1903497.0	1865469.0	1704861.0	1818632.0	1696501.0	1776631.0	1497705.0	1217435.0	1492115.0	998518.0	1224790.0	1791702.0	1623034.0	1239487.0	1792450.0	1744514.0	1203997.0	913172.0	1805506.0	1681612.0	1363447.0	1041486.0	1912953.0	1763199.0	1548229.0	1534898.0	1481906.0	933924.0	1434374.0	1125274.0	1832716.0	1053538.0	1140127.0	1498187.0	1709993.0
QinJ_2012__CON-039__bin.30	638630.0	620776.0	1448453.0	1292856.0	1253601.0	1155821.0	1418852.0	1196636.0	1362847.0	675792.0	1347023.0	1474350.0	1037142.0	1569162.0	1463861.0	1458515.0	1383035.0	1454903.0	1377246.0	1438278.0	788881.0	1105727.0	1284311.0	959266.0	606059.0	1376338.0	1320100.0	618970.0	1420639.0	1371059.0	1125496.0	884632.0	1404249.0	1391170.0	1218465.0	1017403.0	1209368.0	1427387.0	1316090.0	830789.0	1276352.0	442360.0	1245288.0	1114274.0	1438192.0	1069751.0	1055524.0	723662.0	992342.0
YuJ_2015__SZAXPI015228-14__bin.71	1252536.0	1202876.0	2360451.0	2087917.0	2014331.0	1730789.0	2294613.0	2122517.0	2156158.0	1332015.0	2200782.0	2382060.0	1903497.0	1463861.0	2731005.0	2386497.0	2244079.0	2364439.0	2209408.0	2343211.0	1478711.0	1659236.0	2031571.0	1421408.0	1152328.0	2339615.0	2096024.0	1234044.0	2330676.0	2255642.0	1713257.0	1306939.0	2280998.0	2238734.0	1971874.0	1515076.0	2086452.0	2333232.0	2068885.0	1501347.0	1971302.0	913231.0	1959330.0	1665560.0	2354537.0	1525280.0	1574048.0	1401339.0	1743807.0
BackhedF_2015__SID229_12M__bin.11	1229867.0	1157911.0	2375771.0	2097161.0	1939355.0	1736032.0	2358940.0	2056793.0	2133746.0	1285352.0	2237032.0	2370093.0	1865469.0	1458515.0	2386497.0	2609103.0	2225043.0	2448977.0	2205285.0	2299331.0	1459889.0	1660942.0	2001652.0	1414560.0	1111769.0	2315217.0	2161123.0	1175636.0	2348097.0	2266850.0	1720948.0	1352662.0	2299933.0	2258874.0	1878195.0	1538411.0	2067342.0	2287827.0	2086144.0	1544416.0	2015157.0	926537.0	1922896.0	1714909.0	2352464.0	1522912.0	1580843.0	1355043.0	1712584.0
WenC_2017__N030__bin.20	1099030.0	1043848.0	2211734.0	1966654.0	1872198.0	1663265.0	2175598.0	1919412.0	2033110.0	1180083.0	2072117.0	2222118.0	1704861.0	1383035.0	2244079.0	2225043.0	2431293.0	2214785.0	2096475.0	2184392.0	1349380.0	1600862.0	1908916.0	1382429.0	1002216.0	2156184.0	2001819.0	1091918.0	2157646.0	2105528.0	1660434.0	1290746.0	2133785.0	2104126.0	1809575.0	1493341.0	1922036.0	2162939.0	1988601.0	1369139.0	1928451.0	842754.0	1856117.0	1626494.0	2281041.0	1475807.0	1539780.0	1246029.0	1614923.0
NielsenHB_2014__V1_CD17_0__bin.21	1229468.0	1170685.0	2328595.0	2081664.0	1941642.0	1726895.0	2338883.0	2029348.0	2122235.0	1290990.0	2234702.0	2331809.0	1818632.0	1454903.0	2364439.0	2448977.0	2214785.0	2621557.0	2201591.0	2287634.0	1438025.0	1662300.0	1984786.0	1419099.0	1107935.0	2292352.0	2188035.0	1176423.0	2323545.0	2254657.0	1724424.0	1342818.0	2325161.0	2246450.0	1871040.0	1538278.0	2034815.0	2275369.0	2062675.0	1579738.0	2006388.0	906583.0	1926985.0	1719358.0	2324504.0	1519833.0	1575434.0	1354525.0	1703441.0
LoombaR_2017__SID1049_baw__bin.51	1113243.0	1079421.0	2201182.0	2212098.0	1850762.0	1680519.0	2160949.0	1932357.0	2007132.0	1212084.0	2072242.0	2202648.0	1696501.0	1377246.0	2209408.0	2205285.0	2096475.0	2201591.0	2542106.0	2173448.0	1321622.0	1593835.0	1883192.0	1378288.0	1020835.0	2346299.0	1998219.0	1123724.0	2353285.0	2275862.0	1639056.0	1259235.0	2125511.0	2120920.0	1779316.0	1465283.0	1909313.0	2154622.0	1973165.0	1379809.0	1902242.0	837710.0	1995940.0	1612879.0	2217751.0	1468388.0	1545692.0	1286500.0	1808309.0
HeQ_2017__SZAXPI029602-33__bin.13	1177163.0	1137416.0	2272149.0	2049367.0	1931953.0	1683009.0	2238467.0	2005898.0	2109008.0	1252062.0	2131196.0	2318827.0	1776631.0	1438278.0	2343211.0	2299331.0	2184392.0	2287634.0	2173448.0	2546027.0	1431554.0	1639274.0	1987078.0	1421496.0	1059066.0	2267267.0	2056941.0	1138206.0	2269675.0	2195911.0	1678144.0	1295837.0	2201019.0	2213399.0	1868275.0	1496318.0	1976670.0	2254372.0	2018320.0	1439694.0	1939936.0	872767.0	1930952.0	1639550.0	2286337.0	1515635.0	1555962.0	1351817.0	1700916.0
YuJ_2015__SZAXPI015219-129__bin.25	1122356.0	1065840.0	1459317.0	1329113.0	1099485.0	828537.0	1436831.0	1505995.0	1327685.0	1188407.0	1340192.0	1447763.0	1497705.0	788881.0	1478711.0	1459889.0	1349380.0	1438025.0	1321622.0	1431554.0	1599853.0	952008.0	1186014.0	729820.0	991891.0	1454751.0	1268896.0	1089313.0	1427556.0	1406200.0	938108.0	689921.0	1415629.0	1370236.0	993106.0	782866.0	1472646.0	1402384.0	1215858.0	1402941.0	1129970.0	823291.0	1131867.0	801147.0	1470824.0	787987.0	876788.0	1254085.0	1358167.0
LiJ_2017__H2M413915__bin.4	805157.0	781968.0	1662435.0	1523134.0	1433988.0	1258588.0	1629623.0	1399000.0	1563483.0	863967.0	1554494.0	1668840.0	1217435.0	1105727.0	1659236.0	1660942.0	1600862.0	1662300.0	1593835.0	1639274.0	952008.0	1736368.0	1485365.0	1069121.0	754261.0	1636554.0	1533757.0	779985.0	1636046.0	1574880.0	1256290.0	1024946.0	1598439.0	1584433.0	1323323.0	1102254.0	1429673.0	1622744.0	1555518.0	1005066.0	1447831.0	600879.0	1467546.0	1320785.0	1652487.0	1267875.0	1446568.0	901862.0	1205073.0
QinJ_2012__CON-065__bin.52	958796.0	945881.0	1985245.0	1779986.0	1750668.0	1486849.0	1944373.0	1707575.0	1873520.0	1044459.0	1865586.0	2009274.0	1492115.0	1284311.0	2031571.0	2001652.0	1908916.0	1984786.0	1883192.0	1987078.0	1186014.0	1485365.0	2170169.0	1288574.0	885192.0	1965486.0	1821253.0	935777.0	1968803.0	1899574.0	1499492.0	1181254.0	1895503.0	1896231.0	1608905.0	1336617.0	1691378.0	1970307.0	1793394.0	1187679.0	1734765.0	727005.0	1706522.0	1488954.0	1974221.0	1406908.0	1435672.0	1090217.0	1410105.0
QinJ_2012__NOM014__bin.9	544812.0	528706.0	1408261.0	1270478.0	1255955.0	1207544.0	1399199.0	1167672.0	1327627.0	605238.0	1342198.0	1420087.0	998518.0	959266.0	1421408.0	1414560.0	1382429.0	1419099.0	1378288.0	1421496.0	729820.0	1069121.0	1288574.0	1529399.0	501887.0	1403105.0	1314033.0	537581.0	1419931.0	1367414.0	1139829.0	876917.0	1341753.0	1353652.0	1276443.0	1046310.0	1160212.0	1400695.0	1312253.0	768950.0	1284826.0	372508.0	1271435.0	1148976.0	1414566.0	1037368.0	1053384.0	650361.0	950796.0
QinJ_2012__CON-008__bin.32	1225786.0	1055340.0	1135223.0	1035643.0	806255.0	532230.0	1124019.0	1130073.0	980696.0	1061864.0	1055088.0	1126010.0	1224790.0	606059.0	1152328.0	1111769.0	1002216.0	1107935.0	1020835.0	1059066.0	991891.0	754261.0	885192.0	501887.0	1258052.0	1085427.0	992958.0	1092478.0	1081027.0	1042390.0	668057.0	528152.0	1085901.0	984647.0	637609.0	555482.0	1259341.0	1038360.0	907312.0	969208.0	840009.0	788782.0	845778.0	588366.0	1107466.0	563079.0	675267.0	1155736.0	1043795.0
BackhedF_2015__SID546_12M__bin.16	1201959.0	1161061.0	2297557.0	2217353.0	1910706.0	1664321.0	2241995.0	2066506.0	2086528.0	1262782.0	2134271.0	2276348.0	1791702.0	1376338.0	2339615.0	2315217.0	2156184.0	2292352.0	2346299.0	2267267.0	1454751.0	1636554.0	1965486.0	1403105.0	1085427.0	2766024.0	2066031.0	1178370.0	2526614.0	2435178.0	1677857.0	1289780.0	2190677.0	2202995.0	1827065.0	1498303.0	1994172.0	2236372.0	2034297.0	1473350.0	1963015.0	909679.0	2084151.0	1644303.0	2273557.0	1488072.0	1569126.0	1348425.0	1878964.0
QinJ_2012__NOM004__bin.3	1095849.0	1032548.0	2088616.0	1870427.0	1762698.0	1553409.0	2087826.0	1810979.0	1915172.0	1140800.0	2034604.0	2085882.0	1623034.0	1320100.0	2096024.0	2161123.0	2001819.0	2188035.0	1998219.0	2056941.0	1268896.0	1533757.0	1821253.0	1314033.0	992958.0	2066031.0	2276672.0	1036671.0	2100802.0	2040578.0	1552261.0	1233602.0	2047406.0	1996272.0	1634332.0	1405307.0	1849341.0	2027628.0	1898892.0	1362161.0	1826711.0	832033.0	1783447.0	1578053.0	2076297.0	1401950.0	1448229.0	1209737.0	1552850.0
LiJ_2017__H3M518116__bin.33	1197608.0	1014501.0	1184417.0	1131527.0	873754.0	572755.0	1180798.0	1203500.0	1058902.0	1264171.0	1101826.0	1198443.0	1239487.0	618970.0	1234044.0	1175636.0	1091918.0	1176423.0	1123724.0	1138206.0	1089313.0	779985.0	935777.0	537581.0	1092478.0	1178370.0	1036671.0	1366408.0	1161077.0	1127002.0	717895.0	549252.0	1167203.0	1070243.0	762984.0	591009.0	1217182.0	1124079.0	946079.0	1043550.0	880874.0	943273.0	920106.0	567288.0	1217895.0	601636.0	707184.0	1225102.0	1156170.0
LeChatelierE_2013__MH0088__bin.28	1181839.0	1154981.0	2330577.0	2239550.0	1910639.0	1692963.0	2278772.0	2050896.0	2105123.0	1250174.0	2148933.0	2309353.0	1792450.0	1420639.0	2330676.0	2348097.0	2157646.0	2323545.0	2353285.0	2269675.0	1427556.0	1636046.0	1968803.0	1419931.0	1081027.0	2526614.0	2100802.0	1161077.0	2926219.0	2700290.0	1686675.0	1322988.0	2206645.0	2223727.0	1840776.0	1518640.0	2010023.0	2268975.0	2053450.0	1477331.0	1999685.0	891982.0	2070398.0	1657958.0	2278191.0	1494985.0	1567883.0	1341995.0	1884754.0
NielsenHB_2014__MH0088__bin.26	1149297.0	1122767.0	2252060.0	2172288.0	1864617.0	1641038.0	2233361.0	1970187.0	2044457.0	1210421.0	2069806.0	2246753.0	1744514.0	1371059.0	2255642.0	2266850.0	2105528.0	2254657.0	2275862.0	2195911.0	1406200.0	1574880.0	1899574.0	1367414.0	1042390.0	2435178.0	2040578.0	1127002.0	2700290.0	2831793.0	1638385.0	1277728.0	2131478.0	2161843.0	1774567.0	1493755.0	1952874.0	2214929.0	2003320.0	1457557.0	1953597.0	855292.0	2002595.0	1609624.0	2202960.0	1449890.0	1511513.0	1296823.0	1823312.0
VogtmannE_2016__MMRS91297590ST-27-0-0__bin.10	729775.0	716385.0	1694052.0	1524240.0	1496325.0	1367831.0	1665166.0	1439991.0	1597113.0	803132.0	1600336.0	1701912.0	1203997.0	1125496.0	1713257.0	1720948.0	1660434.0	1724424.0	1639056.0	1678144.0	938108.0	1256290.0	1499492.0	1139829.0	668057.0	1677857.0	1552261.0	717895.0	1686675.0	1638385.0	1848489.0	1032144.0	1639674.0	1670848.0	1431525.0	1205290.0	1400985.0	1668803.0	1549489.0	981821.0	1500584.0	531663.0	1494151.0	1340837.0	1698247.0	1205985.0	1207795.0	840372.0	1172633.0
WenC_2017__RA082__bin.7	566200.0	573957.0	1321397.0	1178624.0	1151779.0	1028546.0	1312498.0	1080933.0	1216360.0	634076.0	1227722.0	1310063.0	913172.0	884632.0	1306939.0	1352662.0	1290746.0	1342818.0	1259235.0	1295837.0	689921.0	1024946.0	1181254.0	876917.0	528152.0	1289780.0	1233602.0	549252.0	1322988.0	1277728.0	1032144.0	1423529.0	1264751.0	1290933.0	1093048.0	951831.0	1080383.0	1297317.0	1211795.0	727487.0	1182137.0	437140.0	1141377.0	1052635.0	1314894.0	973828.0	990704.0	644340.0	880859.0
HeQ_2017__SZAXPI029499-101__bin.44	1176314.0	1146324.0	2254537.0	2029432.0	1850783.0	1675652.0	2212379.0	1990521.0	2081542.0	1278801.0	2163288.0	2239005.0	1805506.0	1404249.0	2280998.0	2299933.0	2133785.0	2325161.0	2125511.0	2201019.0	1415629.0	1598439.0	1895503.0	1341753.0	1085901.0	2190677.0	2047406.0	1167203.0	2206645.0	2131478.0	1639674.0	1264751.0	2471014.0	2143941.0	1835303.0	1455634.0	1992323.0	2173904.0	1990371.0	1491519.0	1918200.0	878284.0	1842476.0	1638528.0	2251489.0	1467913.0	1521040.0	1348073.0	1705245.0
QinN_2014__HD-45__bin.29	1094192.0	1069549.0	2245402.0	1996254.0	1866652.0	1657064.0	2186969.0	1980402.0	2061772.0	1172780.0	2082900.0	2231216.0	1681612.0	1391170.0	2238734.0	2258874.0	2104126.0	2246450.0	2120920.0	2213399.0	1370236.0	1584433.0	1896231.0	1353652.0	984647.0	2202995.0	1996272.0	1070243.0	2223727.0	2161843.0	1670848.0	1290933.0	2143941.0	2441160.0	1800303.0	1467580.0	1890197.0	2191271.0	2016113.0	1390379.0	1932354.0	816213.0	1859580.0	1626784.0	2209870.0	1465514.0	1527300.0	1234210.0	1626412.0
YuJ_2015__SZAXPI003422-11__bin.27	729846.0	720529.0	1858376.0	1623683.0	1640996.0	1659795.0	1802365.0	1598770.0	1733362.0	842324.0	1743100.0	1891900.0	1363447.0	1218465.0	1971874.0	1878195.0	1809575.0	1871040.0	1779316.0	1868275.0	993106.0	1323323.0	1608905.0	1276443.0	637609.0	1827065.0	1634332.0	762984.0	1840776.0	1774567.0	1431525.0	1093048.0	1835303.0	1800303.0	2236566.0	1302813.0	1583799.0	1894893.0	1683198.0	1034693.0	1654783.0	436349.0	1563494.0	1464555.0	1896052.0	1321186.0	1293136.0	890835.0	1254954.0
LoombaR_2017__SID5630_kod__bin.9	599612.0	593943.0	1565103.0	1354416.0	1350900.0	1237582.0	1516461.0	1227418.0	1413631.0	680059.0	1427079.0	1527978.0	1041486.0	1017403.0	1515076.0	1538411.0	1493341.0	1538278.0	1465283.0	1496318.0	782866.0	1102254.0	1336617.0	1046310.0	555482.0	1498303.0	1405307.0	591009.0	1518640.0	1493755.0	1205290.0	951831.0	1455634.0	1467580.0	1302813.0	1642390.0	1236988.0	1470597.0	1415641.0	837455.0	1396573.0	418451.0	1306038.0	1201890.0	1527557.0	1090709.0	1077636.0	713819.0	1025469.0
HeQ_2017__RSZAXPI003107-147__bin.9	1348348.0	1178245.0	2053023.0	1844737.0	1632270.0	1410554.0	2034473.0	1937874.0	1851990.0	1309894.0	1924044.0	2086202.0	1912953.0	1209368.0	2086452.0	2067342.0	1922036.0	2034815.0	1909313.0	1976670.0	1472646.0	1429673.0	1691378.0	1160212.0	1259341.0	1994172.0	1849341.0	1217182.0	2010023.0	1952874.0	1400985.0	1080383.0	1992323.0	1890197.0	1583799.0	1236988.0	2244867.0	1963537.0	1787928.0	1520410.0	1710777.0	931337.0	1628987.0	1353652.0	2046671.0	1250527.0	1349782.0	1418256.0	1755009.0
HeQ_2017__SZAXPI029552-169__bin.11	1139791.0	1118822.0	2266549.0	2026912.0	1934899.0	1736895.0	2198914.0	1998251.0	2100118.0	1221280.0	2116541.0	2312485.0	1763199.0	1427387.0	2333232.0	2287827.0	2162939.0	2275369.0	2154622.0	2254372.0	1402384.0	1622744.0	1970307.0	1400695.0	1038360.0	2236372.0	2027628.0	1124079.0	2268975.0	2214929.0	1668803.0	1297317.0	2173904.0	2191271.0	1894893.0	1470597.0	1963537.0	2525943.0	2020148.0	1425200.0	1923450.0	836649.0	1886706.0	1642521.0	2258380.0	1515272.0	1554129.0	1302449.0	1654912.0
