	CosteaPI_2017__SID713A084-11-0-0__bin.68	ZeeviD_2015__PNP_Main_80__bin.38	ZeeviD_2015__PNP_Main_67__bin.56	NielsenHB_2014__O2_UC29_0__bin.43	RaymondF_2016__P13E0__bin.27	XieH_2016__YSZC12003_37797__bin.86	YuJ_2015__SZAXPI003409-8__bin.82	VincentC_2016__MM103.2__bin.7	ZeeviD_2015__PNP_Main_362__bin.20	BritoIL_2016__M2.40.ST__bin.6	LiJ_2014__MH0402__bin.31	ZeeviD_2015__PNP_Main_93__bin.48	ZeeviD_2015__PNP_Main_545__bin.12	BritoIL_2016__M2.3.ST__bin.56	XieH_2016__YSZC12003_37196__bin.27	LeChatelierE_2013__MH0183__bin.57	LiJ_2014__V1.FI04__bin.78	HMP_2012__SRS049959__bin.74	ZeeviD_2015__PNP_Main_418__bin.8	YuJ_2015__SZAXPI003420-4__bin.6	XieH_2016__YSZC12003_37176__bin.33	ZeeviD_2015__PNP_Main_499__bin.24	NielsenHB_2014__V1_UC36_0__bin.54	XieH_2016__YSZC12003_37100__bin.114	XieH_2016__YSZC12003_37138__bin.23	KarlssonFH_2013__S479__bin.12	XieH_2016__YSZC12003_36008__bin.29	HMP_2012__SRS011529__bin.40	ZeeviD_2015__PNP_Main_317__bin.26	ZeeviD_2015__PNP_Main_122__bin.60	ZeeviD_2015__PNP_Main_166__bin.51	ZeeviD_2015__PNP_Main_386__bin.18	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.70	ZeeviD_2015__PNP_Main_38__bin.1	ZeeviD_2015__PNP_Main_20__bin.22	LeChatelierE_2013__MH0144__bin.6	ZeeviD_2015__PNP_Main_722__bin.37	ZeeviD_2015__PNP_Main_456__bin.1	LiJ_2014__O2.UC29-1__bin.36	LeChatelierE_2013__MH0313__bin.17	ZellerG_2014__CCIS98832363ST-4-0__bin.77	BritoIL_2016__M2.49.ST__bin.36	ChengpingW_2017__AS78raw__bin.68	ZellerG_2014__CCIS20795251ST-4-0__bin.56	LeChatelierE_2013__MH0151__bin.14	XieH_2016__YSZC12003_37309R1__bin.49	NielsenHB_2014__MH0183__bin.20	NielsenHB_2014__O2_UC58_0__bin.25
XieH_2016__YSZC12003_37176__bin.33	980194.0	821897.0	1023914.0	751651.0	1013537.0	797598.0	1015633.0	961221.0	1022744.0	956868.0	1013402.0	1026328.0	1034124.0	1029960.0	842178.0	1020586.0	932501.0	1004398.0	915406.0	997774.0	1179066.0	972102.0	476436.0	992966.0	1025098.0	896540.0	1011788.0	1025356.0	1042100.0	1007316.0	937626.0	952325.0	1027195.0	898892.0	1032153.0	958590.0	985353.0	833982.0	1007455.0	972083.0	749546.0	1000349.0	672345.0	959029.0	947366.0	1026473.0	995012.0	1006877.0
ZeeviD_2015__PNP_Main_499__bin.24	924503.0	801676.0	1096278.0	735614.0	981984.0	734867.0	970341.0	917951.0	1024318.0	903283.0	992726.0	989973.0	1024172.0	980795.0	838381.0	970469.0	904186.0	967699.0	911229.0	974554.0	972102.0	1210344.0	477373.0	973542.0	980873.0	864908.0	967383.0	994595.0	980924.0	968295.0	935028.0	930877.0	992681.0	861281.0	1000308.0	934022.0	930178.0	827198.0	989652.0	932946.0	762138.0	962860.0	645521.0	940404.0	935684.0	979828.0	955046.0	966752.0
NielsenHB_2014__V1_UC36_0__bin.54	466035.0	395952.0	486784.0	376498.0	490229.0	295754.0	481977.0	458572.0	498442.0	475215.0	490963.0	486797.0	487012.0	482872.0	336549.0	472359.0	451532.0	482450.0	436439.0	477272.0	476436.0	477373.0	626886.0	481179.0	489309.0	454191.0	474795.0	483777.0	491049.0	488045.0	461523.0	470318.0	484638.0	458520.0	496356.0	454337.0	471424.0	399567.0	485409.0	467499.0	373593.0	472699.0	342899.0	480180.0	491718.0	483326.0	467109.0	488860.0
XieH_2016__YSZC12003_37100__bin.114	975441.0	819612.0	998302.0	753573.0	1003001.0	766283.0	999633.0	938446.0	1016977.0	919999.0	1010161.0	1012905.0	998677.0	993639.0	849424.0	998086.0	937668.0	992635.0	912124.0	996177.0	992966.0	973542.0	481179.0	1179816.0	1036097.0	890612.0	990933.0	1028232.0	1031276.0	984904.0	914761.0	982612.0	1036860.0	900400.0	1026193.0	954509.0	968534.0	844461.0	1015694.0	952485.0	739911.0	964464.0	661956.0	944957.0	959105.0	1022114.0	980641.0	987687.0
XieH_2016__YSZC12003_37138__bin.23	1002505.0	826082.0	1023805.0	775928.0	1045757.0	777400.0	1024745.0	961503.0	1041903.0	943703.0	1047084.0	1029825.0	1035669.0	1033772.0	877179.0	1024170.0	973156.0	1013132.0	946442.0	1016171.0	1025098.0	980873.0	489309.0	1036097.0	1172533.0	912941.0	1012683.0	1030975.0	1064194.0	1019696.0	945554.0	994850.0	1060673.0	912896.0	1078507.0	973909.0	997710.0	855020.0	1036080.0	985620.0	766230.0	993070.0	694923.0	947941.0	980025.0	1061836.0	1001279.0	1022542.0
KarlssonFH_2013__S479__bin.12	906998.0	747189.0	891361.0	690875.0	923189.0	666346.0	892697.0	876447.0	897355.0	851685.0	904052.0	913039.0	901700.0	893643.0	751665.0	898231.0	841348.0	902012.0	810947.0	891541.0	896540.0	864908.0	454191.0	890612.0	912941.0	1425647.0	892177.0	905399.0	929857.0	910427.0	825757.0	872511.0	915246.0	845784.0	905831.0	835757.0	867985.0	751792.0	915384.0	852576.0	663709.0	865265.0	648152.0	889565.0	866867.0	941358.0	875410.0	897975.0
XieH_2016__YSZC12003_36008__bin.29	957159.0	821418.0	1005531.0	739177.0	1012184.0	806170.0	1003067.0	1005575.0	1004596.0	922281.0	1008696.0	1002619.0	1020165.0	1020911.0	820597.0	1015137.0	929425.0	1011292.0	904940.0	1032556.0	1011788.0	967383.0	474795.0	990933.0	1012683.0	892177.0	1228727.0	1012652.0	1014818.0	984382.0	921183.0	953692.0	1020243.0	897191.0	1083605.0	944329.0	982127.0	823172.0	1009649.0	969402.0	728567.0	986096.0	673054.0	941900.0	978968.0	1014085.0	998189.0	1067156.0
HMP_2012__SRS011529__bin.40	975865.0	822836.0	1030359.0	777541.0	1028598.0	788880.0	1016289.0	957275.0	1015318.0	950329.0	1019071.0	1029176.0	1058111.0	1027473.0	856767.0	1016118.0	944151.0	1022270.0	934017.0	1014341.0	1025356.0	994595.0	483777.0	1028232.0	1030975.0	905399.0	1012652.0	1203740.0	1058077.0	1046323.0	939715.0	978991.0	1041410.0	903109.0	1033635.0	964579.0	1002837.0	833758.0	1043652.0	965967.0	739241.0	1000310.0	678027.0	954656.0	980287.0	1030552.0	998794.0	1020806.0
ZeeviD_2015__PNP_Main_317__bin.26	1008908.0	826199.0	1020698.0	790627.0	1039015.0	790483.0	1040549.0	964183.0	1033788.0	951272.0	1037379.0	1057624.0	1045151.0	1024832.0	885925.0	1025241.0	953158.0	1014952.0	928345.0	1019715.0	1042100.0	980924.0	491049.0	1031276.0	1064194.0	929857.0	1014818.0	1058077.0	1240398.0	1038933.0	952607.0	1032348.0	1046790.0	924442.0	1046757.0	970631.0	999767.0	839272.0	1061141.0	971457.0	754176.0	993824.0	693560.0	964866.0	988233.0	1068652.0	1003641.0	1023134.0
ZeeviD_2015__PNP_Main_122__bin.60	990169.0	804674.0	998108.0	786897.0	1024658.0	758103.0	1001844.0	922879.0	990858.0	959447.0	996307.0	1015561.0	1070266.0	1000560.0	838464.0	990014.0	919658.0	990958.0	902260.0	988213.0	1007316.0	968295.0	488045.0	984904.0	1019696.0	910427.0	984382.0	1046323.0	1038933.0	1226812.0	913954.0	955790.0	1016735.0	905762.0	1001792.0	939208.0	978927.0	823004.0	1022038.0	952972.0	740662.0	979813.0	693495.0	951983.0	966736.0	1002179.0	966900.0	983438.0
ZeeviD_2015__PNP_Main_166__bin.51	887346.0	755344.0	964798.0	715295.0	950801.0	693421.0	930027.0	875108.0	963124.0	857595.0	959124.0	946381.0	959000.0	966608.0	783418.0	931268.0	876552.0	929942.0	863688.0	921653.0	937626.0	935028.0	461523.0	914761.0	945554.0	825757.0	921183.0	939715.0	952607.0	913954.0	1189539.0	883617.0	950690.0	829719.0	958983.0	885355.0	897585.0	778890.0	943546.0	881448.0	718362.0	909531.0	620978.0	886353.0	894731.0	963694.0	911586.0	937141.0
ZeeviD_2015__PNP_Main_386__bin.18	924348.0	776386.0	969494.0	713059.0	988614.0	766680.0	964691.0	909988.0	993880.0	885200.0	976678.0	969924.0	1009985.0	954962.0	822450.0	952041.0	890794.0	1005132.0	875786.0	940990.0	952325.0	930877.0	470318.0	982612.0	994850.0	872511.0	953692.0	978991.0	1032348.0	955790.0	883617.0	1300032.0	985744.0	865219.0	986017.0	912761.0	932378.0	795994.0	969656.0	965585.0	713132.0	935555.0	651056.0	909191.0	939334.0	1010715.0	934346.0	950861.0
VogtmannE_2016__MMRS93621581ST-27-0-0__bin.70	983750.0	828561.0	1020506.0	774162.0	1038015.0	788293.0	1019304.0	972097.0	1053446.0	948151.0	1053220.0	1047288.0	1033285.0	1035918.0	868790.0	1021289.0	959259.0	1020828.0	944701.0	1015418.0	1027195.0	992681.0	484638.0	1036860.0	1060673.0	915246.0	1020243.0	1041410.0	1046790.0	1016735.0	950690.0	985744.0	1205784.0	915585.0	1055997.0	957034.0	1002764.0	846992.0	1049649.0	962747.0	747241.0	994029.0	686527.0	969846.0	989232.0	1054970.0	1002089.0	1025813.0
ZeeviD_2015__PNP_Main_38__bin.1	868981.0	755480.0	884167.0	670170.0	918807.0	685013.0	892810.0	836279.0	892896.0	843243.0	897554.0	921419.0	906736.0	907798.0	747801.0	886949.0	833383.0	887618.0	811434.0	890508.0	898892.0	861281.0	458520.0	900400.0	912896.0	845784.0	897191.0	903109.0	924442.0	905762.0	829719.0	865219.0	915585.0	1049679.0	902855.0	841311.0	867011.0	754720.0	914546.0	861328.0	674988.0	872002.0	605729.0	866768.0	874377.0	912283.0	872401.0	899428.0
ZeeviD_2015__PNP_Main_20__bin.22	995596.0	841610.0	1045677.0	764768.0	1056102.0	787757.0	1033640.0	1040552.0	1047686.0	944971.0	1056538.0	1049399.0	1041938.0	1043863.0	873164.0	1024718.0	975505.0	1041294.0	963682.0	1013624.0	1032153.0	1000308.0	496356.0	1026193.0	1078507.0	905831.0	1083605.0	1033635.0	1046757.0	1001792.0	958983.0	986017.0	1055997.0	902855.0	1256284.0	968996.0	986102.0	865904.0	1040716.0	998057.0	772582.0	996771.0	683872.0	962554.0	983997.0	1060871.0	1006144.0	1101760.0
LeChatelierE_2013__MH0144__bin.6	902243.0	812308.0	963897.0	698049.0	956382.0	734300.0	977039.0	884030.0	958845.0	885016.0	963379.0	953621.0	970233.0	983006.0	781502.0	970756.0	880757.0	963973.0	864669.0	967543.0	958590.0	934022.0	454337.0	954509.0	973909.0	835757.0	944329.0	964579.0	970631.0	939208.0	885355.0	912761.0	957034.0	841311.0	968996.0	1219456.0	926663.0	792513.0	955551.0	910393.0	721807.0	944736.0	664474.0	904014.0	905017.0	959993.0	952762.0	944253.0
ZeeviD_2015__PNP_Main_722__bin.37	962937.0	810707.0	975498.0	727650.0	980608.0	744932.0	1011101.0	919486.0	970004.0	931821.0	973590.0	979069.0	986955.0	988072.0	814645.0	1033299.0	900507.0	1005571.0	882166.0	1014298.0	985353.0	930178.0	471424.0	968534.0	997710.0	867985.0	982127.0	1002837.0	999767.0	978927.0	897585.0	932378.0	1002764.0	867011.0	986102.0	926663.0	1132076.0	796079.0	983903.0	931879.0	710065.0	965748.0	662286.0	926609.0	932777.0	995092.0	1005880.0	978823.0
ZeeviD_2015__PNP_Main_456__bin.1	827600.0	700381.0	850380.0	615037.0	840095.0	630116.0	834068.0	785923.0	849905.0	766677.0	838134.0	840946.0	850509.0	839590.0	700806.0	838521.0	782328.0	827824.0	766053.0	833476.0	833982.0	827198.0	399567.0	844461.0	855020.0	751792.0	823172.0	833758.0	839272.0	823004.0	778890.0	795994.0	846992.0	754720.0	865904.0	792513.0	796079.0	1124254.0	847427.0	808164.0	647847.0	806331.0	557162.0	796030.0	794716.0	846044.0	816625.0	827781.0
LiJ_2014__O2.UC29-1__bin.36	991747.0	830497.0	1018608.0	895458.0	1048184.0	767623.0	1013829.0	954372.0	1014822.0	955463.0	1034957.0	1032020.0	1037489.0	1029159.0	875889.0	1007472.0	973796.0	1007080.0	940230.0	1017442.0	1007455.0	989652.0	485409.0	1015694.0	1036080.0	915384.0	1009649.0	1043652.0	1061141.0	1022038.0	943546.0	969656.0	1049649.0	914546.0	1040716.0	955551.0	983903.0	847427.0	1311649.0	963920.0	752333.0	995408.0	680687.0	956265.0	979988.0	1044670.0	991355.0	1030233.0
LeChatelierE_2013__MH0313__bin.17	993392.0	782810.0	985112.0	719594.0	961523.0	744323.0	969226.0	873940.0	985112.0	889254.0	963753.0	979082.0	981466.0	979540.0	798560.0	966696.0	894549.0	1008892.0	881637.0	959127.0	972083.0	932946.0	467499.0	952485.0	985620.0	852576.0	969402.0	965967.0	971457.0	952972.0	881448.0	965585.0	962747.0	861328.0	998057.0	910393.0	931879.0	808164.0	963920.0	1444325.0	732848.0	943072.0	644498.0	908977.0	916902.0	965156.0	950461.0	961575.0
ZellerG_2014__CCIS98832363ST-4-0__bin.77	726964.0	645024.0	798661.0	596177.0	746150.0	577720.0	741121.0	686113.0	783983.0	694354.0	762099.0	741358.0	761085.0	763431.0	644040.0	748669.0	698288.0	741037.0	708435.0	734939.0	749546.0	762138.0	373593.0	739911.0	766230.0	663709.0	728567.0	739241.0	754176.0	740662.0	718362.0	713132.0	747241.0	674988.0	772582.0	721807.0	710065.0	647847.0	752333.0	732848.0	869558.0	722792.0	497413.0	693736.0	701908.0	765128.0	727607.0	739976.0
BritoIL_2016__M2.49.ST__bin.36	943306.0	814722.0	995443.0	753480.0	986954.0	741387.0	985985.0	919202.0	991916.0	939194.0	976827.0	994646.0	1008722.0	1049139.0	815005.0	1003849.0	909100.0	992279.0	898112.0	988793.0	1000349.0	962860.0	472699.0	964464.0	993070.0	865265.0	986096.0	1000310.0	993824.0	979813.0	909531.0	935555.0	994029.0	872002.0	996771.0	944736.0	965748.0	806331.0	995408.0	943072.0	722792.0	1116858.0	651171.0	932786.0	923938.0	986923.0	986023.0	976031.0
