	CosteaPI_2017__SID713A084-11-0-0__bin.68	ZeeviD_2015__PNP_Main_80__bin.38	ZeeviD_2015__PNP_Main_67__bin.56	NielsenHB_2014__O2_UC29_0__bin.43	RaymondF_2016__P13E0__bin.27	XieH_2016__YSZC12003_37797__bin.86	YuJ_2015__SZAXPI003409-8__bin.82	VincentC_2016__MM103.2__bin.7	ZeeviD_2015__PNP_Main_362__bin.20	BritoIL_2016__M2.40.ST__bin.6	LiJ_2014__MH0402__bin.31	ZeeviD_2015__PNP_Main_93__bin.48	ZeeviD_2015__PNP_Main_545__bin.12	BritoIL_2016__M2.3.ST__bin.56	XieH_2016__YSZC12003_37196__bin.27	LeChatelierE_2013__MH0183__bin.57	LiJ_2014__V1.FI04__bin.78	HMP_2012__SRS049959__bin.74	ZeeviD_2015__PNP_Main_418__bin.8	YuJ_2015__SZAXPI003420-4__bin.6	XieH_2016__YSZC12003_37176__bin.33	ZeeviD_2015__PNP_Main_499__bin.24	NielsenHB_2014__V1_UC36_0__bin.54	XieH_2016__YSZC12003_37100__bin.114	XieH_2016__YSZC12003_37138__bin.23	KarlssonFH_2013__S479__bin.12	XieH_2016__YSZC12003_36008__bin.29	HMP_2012__SRS011529__bin.40	ZeeviD_2015__PNP_Main_317__bin.26	ZeeviD_2015__PNP_Main_122__bin.60	ZeeviD_2015__PNP_Main_166__bin.51	ZeeviD_2015__PNP_Main_386__bin.18	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.70	ZeeviD_2015__PNP_Main_38__bin.1	ZeeviD_2015__PNP_Main_20__bin.22	LeChatelierE_2013__MH0144__bin.6	ZeeviD_2015__PNP_Main_722__bin.37	ZeeviD_2015__PNP_Main_456__bin.1	LiJ_2014__O2.UC29-1__bin.36	LeChatelierE_2013__MH0313__bin.17	ZellerG_2014__CCIS98832363ST-4-0__bin.77	BritoIL_2016__M2.49.ST__bin.36	ChengpingW_2017__AS78raw__bin.68	ZellerG_2014__CCIS20795251ST-4-0__bin.56	LeChatelierE_2013__MH0151__bin.14	XieH_2016__YSZC12003_37309R1__bin.49	NielsenHB_2014__MH0183__bin.20	NielsenHB_2014__O2_UC58_0__bin.25
LiJ_2014__MH0402__bin.31	0.8378966933693726	0.7068608587851558	0.8850218969065784	0.6625211274628646	0.9011492652027463	0.6758965523763345	0.8771056536488826	0.8195761955607826	0.9125464890154388	0.8139218589072352	1.0	0.8992449994755747	0.8906917084057642	0.879379596244083	0.7320616449073143	0.8744740701767055	0.8305229294226679	0.8637371064445855	0.806985689206639	0.8632083825519395	0.871235528870044	0.8534600895133849	0.422087591065168	0.8684491969414827	0.9001924039141043	0.7772258416166743	0.8671897164492451	0.876109245532498	0.891848882974059	0.8565387240817829	0.8245719915610509	0.8396634049130915	0.9054676068495106	0.7716394223412066	0.9083201367288584	0.8282300731272427	0.8370086091724568	0.7205552374615063	0.8897666565220457	0.8285516060310631	0.6551869103439026	0.8397915022464317	0.5775599263397347	0.8298867413241997	0.8384374532530705	0.9124570787961945	0.8539398097281757	0.884996105497181
ZeeviD_2015__PNP_Main_93__bin.48	0.8256001285461181	0.6984079732421107	0.8695552896304722	0.6445268530303478	0.8914022098092528	0.6633664706056467	0.8754514970971411	0.806959250034885	0.8746743005019219	0.8121213915117277	0.8845850370627212	1.0	0.8823371713934145	0.8640286522531513	0.7261578664727198	0.8581628899197009	0.8087817295372762	0.8602771352821038	0.7939946974726311	0.8559835258001361	0.8679636857216554	0.8372183296615939	0.41168331987263784	0.8566118795218423	0.8709210921345844	0.7721553885771552	0.8479130284027722	0.8703722340385046	0.8944306548663585	0.858858053794859	0.8003526561264488	0.8202629275532685	0.8856895188400404	0.7792423390319293	0.8874747876240533	0.8064755106959672	0.8279968370889379	0.7111864722124732	0.8727773995627741	0.8280078311648223	0.6269650853520853	0.8411702770929972	0.568438545230051	0.8317314400970861	0.8130761847173889	0.8684135971347747	0.8420760198062506	0.8701464326338
ZeeviD_2015__PNP_Main_545__bin.12	0.8024760092727298	0.6795364926133655	0.8512829078221914	0.6210332493365383	0.8734528976473636	0.6294038809585478	0.834078492221219	0.7663525460872905	0.8448931804446425	0.7728794440235192	0.8359601495320467	0.8418431527281207	1.0	0.8441435836857406	0.6818135238874459	0.8343633228518889	0.7708985397790585	0.8364878527401433	0.7561817526040217	0.8213329266629711	0.8344198048466392	0.8263896789644107	0.39296298896261134	0.805818129590675	0.8356664431593446	0.7275687809491073	0.8231564882077699	0.8537745706763235	0.8433173327911062	0.8635822656219111	0.7738033280805078	0.8149423923997828	0.8337428277952738	0.731632257028579	0.8407248092320627	0.7828670744666688	0.7963598161269005	0.6862634981881383	0.837134975022855	0.7919308208528297	0.614108556780139	0.8139232958373577	0.5465544772873796	0.7875437836320021	0.8047538474324496	0.8440927498904652	0.8192188862880275	0.8227449765317312
BritoIL_2016__M2.3.ST__bin.56	0.772031667304073	0.6692003902358351	0.812627961653843	0.599772919000621	0.8149122883737868	0.6090771972034689	0.8156119777276157	0.7441347347262982	0.8123775046692338	0.7519982889414892	0.8132894861338267	0.8123353642876964	0.8318153519795245	1.0	0.6623672876144648	0.8234930241766525	0.7532593199814582	0.8148773039060954	0.7375902539633824	0.8148383439307116	0.818922780533688	0.7798316133961888	0.38393227007054936	0.7900438975559374	0.8219537075982288	0.7105369241178945	0.8117279067123268	0.8169453630075829	0.8148454998445577	0.7955467953034943	0.7685515078703126	0.7592917553536175	0.8236599954997252	0.7217915863945406	0.8299770772226467	0.781589582897684	0.785617567291431	0.6675593006604909	0.818285904201396	0.7788337609654441	0.607005162594289	0.8341720329394665	0.5433350215989333	0.7604828174582035	0.772177170885608	0.8243239052843243	0.8095437627862266	0.8094165465400759
XieH_2016__YSZC12003_37196__bin.27	0.7803756979346409	0.6582437289489349	0.8215868076224635	0.6387269898201382	0.7978655067702486	0.6951250065931748	0.7883421367914221	0.7456287251437312	0.8099140626766029	0.7341010300422717	0.8020295675630873	0.8087461288645423	0.795884728700278	0.7846443076413011	1.0	0.7909210099990205	0.762482763557451	0.7851491564503854	0.7372798821517108	0.7999291704655912	0.7932323886883726	0.7896560623299903	0.3169894810606346	0.8000572664320752	0.8261992042979964	0.7079798135826935	0.7729056309479855	0.8069735067401084	0.8344369052014498	0.7897342385448298	0.7378873961104037	0.7746509384913309	0.8182977553065638	0.7043403811231755	0.822417547640397	0.7360827499943488	0.7672995486500945	0.6600766315281849	0.8249841763806108	0.7521493749670342	0.6066097518705779	0.7676386262084347	0.509450845056626	0.7393595578428639	0.7459602676452194	0.8194732241754764	0.7709031895895655	0.7789741773601682
LeChatelierE_2013__MH0183__bin.57	0.8278312384971236	0.7303882028104394	0.8520612901127842	0.627191511753522	0.8588158382624839	0.6537240390795841	0.8842959500584066	0.7895202725131193	0.860741606648293	0.8087382585141345	0.8591367996601188	0.8570843359857696	0.8733984659734464	0.8747954926884149	0.7092604964934968	1.0	0.790150370414792	0.9015104612299748	0.7742779846664916	0.879197731647554	0.8620229183330617	0.8196923331613093	0.3989710653300032	0.8430186250520506	0.8650500910939125	0.7586775714709239	0.8574205008180292	0.8582490880050814	0.8659546954540885	0.8362007292580809	0.7865817864542465	0.8041273946465328	0.8626166969186861	0.7491483965021964	0.8655129512147122	0.8199347434800492	0.8727607663544613	0.7082444002794054	0.8509463715736315	0.8165055243368979	0.6323522331733876	0.8478862580377603	0.583490083559766	0.8037253482642324	0.8062879716337695	0.8691550184426108	0.9458749281004237	0.8559119822491454
LiJ_2014__V1.FI04__bin.78	0.8164463241710198	0.7052325439745027	0.8457307757902687	0.6913902647448699	0.9123244110489181	0.656373088226934	0.8420978542662464	0.7939954827607677	0.8594440168236932	0.7885262484445483	0.871726106953715	0.8629749711017606	0.8621195290737493	0.854878049880933	0.7304924476560618	0.8441561488505224	1.0	0.8432817571573337	0.7786724225522672	0.8424569955396097	0.841456272745238	0.8159058075309579	0.4074466769957381	0.8461187927439024	0.878141922163799	0.759202995129936	0.8386805979792438	0.8519688250936881	0.860096426724803	0.8298671989417064	0.7909698528874327	0.8038213353377868	0.8656017556413604	0.7520156578376266	0.8802615775686496	0.7947642977479676	0.8125860066648679	0.7059454123311788	0.8787194357692075	0.807209715944519	0.6301106570209863	0.8203400291824844	0.5703768005565787	0.7904843805128863	0.808937744935702	0.8702678851000587	0.8290532657040839	0.8802480420935229
HMP_2012__SRS049959__bin.74	0.8211508553654744	0.746230011998301	0.8469353564036912	0.6255447042478047	0.8582152823492978	0.6507682127946903	0.8845430068859078	0.7782607371255185	0.8595555721023427	0.7975612480263725	0.8501024678592763	0.8607291717787777	0.8771849515244949	0.8671877776405147	0.7053410208201829	0.9031192197889044	0.7907404931657068	1.0	0.7722556636549633	0.8731006215762959	0.8498638556683934	0.8188112712952919	0.4082214591897001	0.8399106811954978	0.8572540644455989	0.7632307075274531	0.8556971622072135	0.8649861148012327	0.8587940438335672	0.8384917001880129	0.7868634681351188	0.8504849242787058	0.8637659772861501	0.7510513320821706	0.8810831301181046	0.8156585442625615	0.8508563808453641	0.7004570861897694	0.8521332099093443	0.8536664201571456	0.62702291523175	0.8396094544580711	0.5748184601221491	0.8065295126049852	0.8031559423743098	0.8546394840561364	0.8888033344784462	0.8465842072575336
ZeeviD_2015__PNP_Main_418__bin.8	0.8139709334844837	0.7039145701100142	0.8725304779382191	0.6643386142429293	0.884980741422497	0.6514852207487556	0.8610922484927053	0.8075255300083993	0.8747603200347197	0.799783750212789	0.8779703947306886	0.8781527853384141	0.8765608427007279	0.8676816937820704	0.7321561188775214	0.857423858936298	0.8071242706714032	0.8536610003984533	1.0	0.8472848118196596	0.8562125982337107	0.8523056978825854	0.4082173048467264	0.8531428240052229	0.885241700292012	0.7585082880162823	0.8464233669493253	0.8736201449023228	0.8683149165586354	0.843916665263662	0.8078388677191073	0.8191545680896876	0.8836132795327807	0.7589637968673711	0.9013669006878464	0.808756432776434	0.8251220146398861	0.7165172934356218	0.8794313902653924	0.8246272216579026	0.6626250778667595	0.840036889669583	0.580015227277404	0.81094605540559	0.8278101715968251	0.8776159022161862	0.8427343999910207	0.8768554736824383
YuJ_2015__SZAXPI003420-4__bin.6	0.8098923054675047	0.7103899708947173	0.8417635042028959	0.6210803029874885	0.8401195793281018	0.6547500120510166	0.871473831009842	0.7717429426753921	0.8346342890482024	0.792385087324159	0.8344830280132113	0.8412124818611424	0.8459855155092427	0.8517350970480827	0.7058471532174552	0.8651133875989222	0.7759275542752851	0.8575835800328785	0.7528652330666595	1.0	0.8292545490509616	0.8099563005207702	0.3966629488588103	0.8279272750241435	0.8445443801538873	0.7409638153684536	0.8581620288260315	0.843023458758097	0.8474898148132757	0.8213083580863983	0.7659900367182007	0.782061106133718	0.843918558399226	0.7401052843291905	0.8424275567685989	0.8041294262552589	0.8429877212608189	0.6927057274741568	0.8456007140850619	0.7971348500437992	0.6108111746998466	0.8217903987473592	0.5683766366527097	0.7730951498398462	0.788585277148447	0.875359244958104	0.8506820875352596	0.8213125136093377
XieH_2016__YSZC12003_37176__bin.33	0.8313309008995255	0.6970746336507032	0.8684110982760931	0.6374969679390297	0.8596100642372861	0.676465948471078	0.8613877425012679	0.8152393504689305	0.867418787413088	0.8115474451811858	0.8594955668300163	0.8704584815438661	0.8770704947814626	0.8735388858638956	0.7142755367384014	0.8655885251546563	0.7908810872334543	0.8518590138295905	0.7763823229573239	0.8462410077128846	1.0	0.8244678414948782	0.4040791609629995	0.8421632037561935	0.8694152829442966	0.7603815223236019	0.8581266867164349	0.8696341002115233	0.8838351712287522	0.8543338540845041	0.7952277480649939	0.8076943953943206	0.8711938093372211	0.762376321596925	0.8753988326353233	0.813007923220583	0.8357063981151183	0.7073242719237091	0.854451744007545	0.824451727044966	0.6357116565145632	0.8484249397404386	0.5702352540061371	0.8133802518264457	0.8034885239672758	0.8705814602405633	0.8438984755730383	0.8539615254786416
ZeeviD_2015__PNP_Main_499__bin.24	0.7638349097446676	0.6623538432049071	0.9057573714580318	0.6077726662833046	0.8113263667188833	0.6071554863741218	0.8017067874918206	0.7584215727099073	0.8463031997514756	0.7463027040246409	0.8202015294825273	0.8179269695227142	0.846182572888369	0.8103440013748158	0.6926799323167628	0.8018125425498867	0.7470487729108419	0.7995239369964242	0.7528677797386528	0.8051876160827005	0.803161745751621	1.0	0.3944110104234829	0.8043514901548651	0.8104084458633248	0.7145968418895785	0.7992628541968234	0.8217457185725711	0.810450582644273	0.8000163589855446	0.772530784636434	0.7691011811518048	0.8201643499699259	0.7116001731739076	0.8264658642501636	0.7716996159769454	0.7685236593893967	0.6834404103296253	0.8176617556661577	0.770810612520077	0.6296870972219468	0.7955259000746895	0.5333368034211762	0.7769724970752117	0.7730727793090229	0.8095450549595817	0.7890698842643084	0.798741514809013
NielsenHB_2014__V1_UC36_0__bin.54	0.7434126779031595	0.631617231841196	0.776511199803473	0.6005844762843643	0.7820066168330446	0.47178274837849304	0.7688431389439229	0.7315078020565142	0.7951078824539071	0.7580564887395794	0.783177483625412	0.7765319372262262	0.7768749022948351	0.7702708307411555	0.5368583761640873	0.7535006364793598	0.7202776900425276	0.7695976620948626	0.6962015422261782	0.7613377870936662	0.7600042112920052	0.7614989009165941	1.0	0.7675701802241556	0.7805390453766714	0.7245192905887194	0.7573865104660178	0.7717144744020444	0.7833146696528556	0.7785227298105237	0.736215197021468	0.7502448611071232	0.7730879298628459	0.7314248523655018	0.7917803236952173	0.7247521877981005	0.7520091372275023	0.6373838305529235	0.7743178185507413	0.7457480307424317	0.5959504598922292	0.7540429998436717	0.546987809585794	0.7659765890448981	0.7843818493314574	0.7709950453511484	0.7451259080598386	0.7798228066985066
XieH_2016__YSZC12003_37100__bin.114	0.8267738359201774	0.6946947659635062	0.8461505861931014	0.6387207835798124	0.8501334106335225	0.6494936498572659	0.8472787282084664	0.7954172515036243	0.861979325589753	0.7797817625799277	0.8562021535561477	0.8585279399499584	0.8464684323657248	0.8421982749852519	0.7199631128921798	0.8459675067976702	0.7947578266441547	0.8413472948324145	0.7731069929548336	0.844349457881568	0.8416278470541169	0.8251642629020118	0.4078424093248439	1.0	0.8781852424445846	0.7548736413135607	0.8399046970036006	0.8715189487174271	0.8740990120493365	0.8347945781376079	0.7753420872407223	0.8328519023305329	0.8788319534571493	0.7631698502139317	0.8697907131281488	0.8090320863592289	0.8209195332153488	0.7157565247462316	0.8608918678844837	0.8073165646168555	0.6271410118187921	0.8174698427551415	0.5610671494538131	0.8009359086501624	0.8129276090509029	0.8663333943597985	0.8311813028472236	0.8371534205333713
XieH_2016__YSZC12003_37138__bin.23	0.8549908616644478	0.7045277190492719	0.8731566616888394	0.6617536564002889	0.891878522821959	0.6630090581672328	0.8739583448824042	0.8200221230447245	0.8885916217283437	0.8048413136346696	0.8930102606920232	0.8782908455454985	0.8832749270169795	0.881657062104009	0.7481060234552034	0.8734679535671918	0.8299604360815431	0.8640541460240352	0.8071772820040033	0.8666459707317405	0.8742594025072216	0.8365419139589249	0.4173093635744154	0.8836399487263898	1.0	0.7786058046980341	0.8636712143709389	0.8792716281759234	0.9076026005238232	0.8696522827076082	0.806419947242423	0.8484622607636629	0.9045996999658006	0.7785674262472784	0.9198095064275377	0.8306026354908561	0.8509014245228066	0.7292076214486074	0.8836254502005487	0.8405904140864265	0.6534826738351927	0.8469441798226575	0.5926681807676202	0.8084557108414007	0.8358186933757941	0.9055915697042215	0.8539452620949688	0.8720795065042946
KarlssonFH_2013__S479__bin.12	0.6362009669995448	0.5241051957462121	0.6252326136834714	0.4846045339414315	0.6475579158094535	0.46739901251852667	0.6261697320584969	0.6147713985299306	0.6294370205247162	0.5974024425401239	0.6341345368103044	0.6404383413285336	0.6324847595512774	0.6268332904288368	0.5272448228769113	0.6300514783813945	0.5901516995441368	0.6327036075550259	0.5688273464609402	0.6253588721471725	0.6288653502585142	0.6066775295707844	0.31858587714911196	0.6247072381872932	0.6403696006094075	1.0	0.6258049853855828	0.6350793709803338	0.6522350904536677	0.6386061907330496	0.5792156122798982	0.6120105467903345	0.6419864103806903	0.5932632692384581	0.6353823912932164	0.5862299713744006	0.6088358478641628	0.5273339052374115	0.6420832085361945	0.598027421935444	0.4655493260253064	0.6069279421904581	0.45463708758198906	0.6239728347900988	0.6080516425173974	0.6603023048482549	0.6140440094918307	0.6298719107885753
