	XieH_2016__YSZC12003_37209__bin.2	QinJ_2012__NLM032__bin.4	ZeeviD_2015__PNP_Main_515__bin.19	ZeeviD_2015__PNP_Main_625__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.43	QinJ_2012__NOM007__bin.16	BritoIL_2016__M1.52.ST__bin.24	XieH_2016__YSZC12003_37136__bin.27	FengQ_2015__SID31282__bin.48	BritoIL_2016__M2.60.ST__bin.64	XieH_2016__YSZC12003_36019__bin.1	BritoIL_2016__M1.25.ST__bin.89	QinJ_2012__T2D-043__bin.19	XieH_2016__YSZC12003_37205__bin.56	XieH_2016__YSZC12003_37798__bin.29	BritoIL_2016__W3.19.ST__bin.49	XieH_2016__YSZC12003_36051__bin.40	CM_madagascar__V48_03_2FE__bin.32	XieH_2016__YSZC12003_37265R1__bin.12	XieH_2016__YSZC12003_36702__bin.50	XieH_2016__YSZC12003_37233__bin.26	XieH_2016__YSZC12003_36057__bin.33	NielsenHB_2014__O2_UC37_2__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.101	XieH_2016__YSZC12003_35734__bin.45	LeChatelierE_2013__MH0292__bin.40	HMP_2012__SRS020328__bin.68	BritoIL_2016__W1.26.ST__bin.34	XieH_2016__YSZC12003_35516__bin.8	ZellerG_2014__CCMD46947453ST-21-0__bin.72	ZeeviD_2015__PNP_Main_561__bin.55	LeChatelierE_2013__MH0125__bin.33	ZellerG_2014__CCIS41222843ST-4-0__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.23	NielsenHB_2014__MH0125__bin.43
XieH_2016__YSZC12003_36019__bin.1	0.7958557041915806	0.8321550136991814	0.8348116823667893	0.4897767553228949	0.7844711311130711	0.8437716512460051	0.8214250502191534	0.8027841029132139	0.6685240766885876	0.8727367845657007	1.0	0.8436301321627269	0.8136066238979452	0.8569953017005765	0.7752576351557549	0.8787966182975455	0.7911144795484804	0.6806584996965053	0.8140593508231246	0.7692132276746939	0.8139688054380888	0.6804894816444383	0.830505746278417	0.8381196071000996	0.8340973798848397	0.7976277109120603	0.799741107269453	0.8224230615742154	0.8386440996267518	0.8213921855979182	0.8659512463404574	0.8237088060417247	0.7237876140620336	0.5381910373482945	0.8141559325671629
BritoIL_2016__M1.25.ST__bin.89	0.687351817721337	0.7385848402860374	0.7277871184323873	0.4280672257581935	0.707828629125097	0.7155619049544405	0.7381878156682649	0.6859333110954622	0.5553700527756344	0.8544087702569597	0.7063461043854654	1.0	0.6857856201839004	0.7402414493700955	0.6607281442721197	0.855673970347259	0.6710013668428849	0.6014372628100807	0.716002169877119	0.6488174057389431	0.6899574672637198	0.592863328065878	0.6897075719951077	0.7332718984066229	0.7100052449928288	0.6893504183078328	0.7047102731102582	0.7117314878146574	0.7028088228192005	0.7250135617319933	0.7942682448816395	0.7511054355871079	0.6189568866081968	0.4772797468027445	0.7373095320725135
QinJ_2012__T2D-043__bin.19	0.7747107206680671	0.8457284888791552	0.8213802988107441	0.46733207284564815	0.7630209716986389	0.8526026392486836	0.8189543567819464	0.8260313169418098	0.6430917024229614	0.8235885280933677	0.7860071611942581	0.7912886391527864	1.0	0.8394517526524021	0.7768535065359181	0.8245714752241599	0.782919009562514	0.6847389844477937	0.8108490926691713	0.7679266359881761	0.8371929829108453	0.6711487846315536	0.8020667159976104	0.8104894778652229	0.8133249272023005	0.8072237866726105	0.8089492897769611	0.8053356469632311	0.79342105774701	0.8283846880552161	0.8050408276194537	0.8019980328098292	0.7230642032296649	0.5381334242197655	0.7838436407791525
XieH_2016__YSZC12003_37205__bin.56	0.751361455851663	0.7545408794577724	0.7808315788501672	0.431301595656269	0.7379015688773155	0.7425590291244205	0.7725479943487173	0.7411161975732727	0.6278377610947975	0.8086060862097623	0.7374312057916412	0.7607658319020444	0.7476989722422295	1.0	0.7398857508264539	0.7995624180471679	0.7264881941751159	0.622141462130866	0.7725404916246514	0.71427491366096	0.7471460791918296	0.6243126350490332	0.7960222865532717	0.7807657857314348	0.7875978816924298	0.7255440052080447	0.7558896383917854	0.7755583180970321	0.7769393964577909	0.7840156195172401	0.7809025661624837	0.7713077363473507	0.6854223225663472	0.4969492769682531	0.7564032864239939
XieH_2016__YSZC12003_37798__bin.29	0.6577850905065734	0.6804331097148113	0.6909841217754217	0.39538073306511434	0.6460428071943077	0.6760562566582935	0.691517362980697	0.7243801576499026	0.542791595702642	0.707450471540056	0.6677832186739568	0.6797461933626202	0.6926543279774271	0.7406466141783232	1.0	0.6972744037288754	0.6584356101134423	0.5839840455155744	0.6741197187167085	0.6397542584192026	0.6831692206012511	0.5937441505230733	0.7005304681199175	0.6876431316452947	0.6891221105028297	0.6741636259015416	0.6758020571671547	0.6843258282859328	0.6786571796335368	0.6988614173701445	0.6950056732704614	0.6902787181875114	0.6031397103512344	0.46969768747790197	0.6772931682731305
BritoIL_2016__W3.19.ST__bin.49	0.755737021682674	0.7854132733674724	0.7979513083091183	0.4479828275358466	0.7496142812861702	0.7752220567253206	0.7823025636798668	0.7186105071054669	0.5986348633992702	0.9004259449092675	0.7605566190956594	0.8844759391626682	0.7386852941620355	0.8041785323301357	0.7005795358373027	1.0	0.7180491978559961	0.6367597770551638	0.7869294468520825	0.699289743539139	0.7283745018162737	0.6295672404365558	0.7445189631973846	0.7920241844762874	0.769939248576991	0.7586196087900913	0.7561149041246652	0.7821551256763863	0.7545197874570891	0.7736240377348415	0.8610187849947584	0.8110454283190094	0.6662398317117088	0.5005108088309559	0.7946728443577101
XieH_2016__YSZC12003_36051__bin.40	0.7215971148956304	0.7536534161575531	0.7557664520928246	0.44102779359432814	0.7038825094894128	0.7572275080892082	0.766886746117149	0.7468212873312847	0.57699665751618	0.7744447459420458	0.732405700415839	0.7419426145885789	0.7502693298080881	0.7816239764691126	0.7076788955335649	0.7681099846691575	1.0	0.657957663527435	0.7454701365245993	0.724113136526462	0.7450038156349756	0.6467510597778673	0.7341536275853333	0.7465890582863856	0.7481550520062664	0.7338829006773762	0.7383716273232994	0.760634568969853	0.7327304485187326	0.7667296499985408	0.7550194693628417	0.7631810163311661	0.6840064353524634	0.5074297771035823	0.7470212278458769
CM_madagascar__V48_03_2FE__bin.32	0.7191073973792341	0.7713266692370415	0.7597280340044625	0.45352885608877525	0.7206002478886984	0.7735862756501996	0.7602813180940597	0.7377150238413164	0.5905748563603346	0.7847107711052104	0.7368683975309879	0.7776524054425147	0.7673149965401592	0.7827205457907933	0.733959662540271	0.7965134389220109	0.7693894488288457	1.0	0.737991665886115	0.6982038597737054	0.7465951608698904	0.6666100312874166	0.7409200054311876	0.7624436278300445	0.7612499282981576	0.7645413151461157	0.7313152259860546	0.7506867039734075	0.7347460229983206	0.7612412151628885	0.7689458050247199	0.7652891925900593	0.698746252444216	0.5297375676266364	0.748020484581018
XieH_2016__YSZC12003_37265R1__bin.12	0.8582614098962554	0.760891882121956	0.7623756352613461	0.4274998759601277	0.7328098456943989	0.7737034289346039	0.7537985734233351	0.7333650717895528	0.5882555504889534	0.8032071985653902	0.7169114780591186	0.7531098567989207	0.7391583244930313	0.7906561354846179	0.6892186905642278	0.8007594784182436	0.7091324060663767	0.6003441220457837	1.0	0.6973297168819448	0.746061438720759	0.6086855081263837	0.7293715785668551	0.7795959135359397	0.7452723088663701	0.7442132446231668	0.7398824810809661	0.7785191293109762	0.7282292304093788	0.7503313636589164	0.7764754247479628	0.7401671821212472	0.644136103635904	0.48903251262253367	0.7275139338123241
XieH_2016__YSZC12003_36702__bin.50	0.7527887123036439	0.7749129211153151	0.7745621889864887	0.4501395417492063	0.7319426837081987	0.7894980219883573	0.7938413528201933	0.7956551016502698	0.6191643431479548	0.7849881423802628	0.7490580197154563	0.7546155237828387	0.7740631957901695	0.8083343620169514	0.7232566751769826	0.7868332415682233	0.7616628229821636	0.6280443320185777	0.7710764210692693	1.0	0.8054612323433805	0.6461099757491919	0.7504498449790116	0.788914774705225	0.772156702151353	0.7676252691722134	0.7853747967941647	0.7741363466252319	0.7620416398065945	0.798856756949166	0.7668447758873947	0.7701574637037966	0.6818578744587981	0.5229925484118104	0.7578642046185609
XieH_2016__YSZC12003_37233__bin.26	0.771042408442313	0.8054007486492016	0.8228179732426754	0.46541454294181306	0.7550367826356621	0.821925590600322	0.8484455041801081	0.9447572037218854	0.6529287779569263	0.817176081828979	0.7808180839058436	0.790494677230281	0.8312959300402891	0.832922421258652	0.760818289790808	0.807334780533062	0.7719483022854517	0.6615560013536936	0.8126569068615025	0.7934471962971589	1.0	0.6681668388808608	0.8001603329159873	0.8040097383588137	0.7970308814578715	0.7847678582687906	0.8822839848520138	0.8248639550759008	0.7905249165844199	0.8916041398319207	0.8020950081903613	0.7972271155645173	0.7185423859236449	0.5317686933896771	0.782946419724809
XieH_2016__YSZC12003_36057__bin.33	0.6803769265361187	0.707918727770737	0.7243462382295627	0.5136557513320524	0.6721093441260237	0.707265988035376	0.7289821893354047	0.7335820285352194	0.5611163348459453	0.7233868879713286	0.6912949865772726	0.7193348595723805	0.7057465625553603	0.7370569477944483	0.7002480138451685	0.738994044942289	0.7096868484526389	0.6255372497717455	0.7021428668765245	0.6740307700693621	0.7075950833299266	1.0	0.6937485521169753	0.7100724963547416	0.7184586348336808	0.699833748960931	0.715448400855784	0.7027227014431136	0.7061465189485303	0.7312449749942085	0.7160214218551981	0.7196516904460161	0.7260475859531499	0.4849461046836461	0.7090872545412426
NielsenHB_2014__O2_UC37_2__bin.33	0.7337356462489429	0.7449660404606769	0.762930188491799	0.42047979510391403	0.714894947140396	0.746006149790282	0.7594470034916658	0.7587152317559857	0.6113771120216527	0.7805332968255161	0.7500993464939169	0.7440046814006401	0.7498503744878203	0.8355227927510983	0.7345370816846257	0.7769780250401627	0.7162270382387078	0.6181399428636506	0.7480239740051418	0.6960318344935873	0.7533747519366508	0.6167884670835989	1.0	0.765583466804944	0.7375035437621306	0.7064983510905095	0.7378506507195352	0.7591307908707842	0.7847664267004606	0.7605107379021413	0.7561546364524094	0.7502538181765315	0.6527555325093228	0.48417361890200317	0.7387895962413102
Bengtsson-PalmeJ_2015__TRAVELRES28__bin.101	0.7872388762338648	0.8115189066059225	0.8186411541381928	0.4667978739559605	0.9109430523917995	0.7994952164009111	0.7947802581624905	0.7618478359908883	0.6111356112376614	0.8244428246013668	0.7590627182991647	0.7931790432801822	0.7598135155656796	0.8217682611996963	0.7230116932422171	0.8288328018223234	0.7303665907365224	0.637850265755505	0.8017366742596811	0.7337245254365984	0.759085801063022	0.633041761579347	0.7676938496583143	1.0	0.7951501898253607	0.7585627942293091	0.7730296127562643	0.8009548974943053	0.773661351556568	0.7935720577069096	0.815978132118451	0.7717309035687168	0.6770454062262719	0.5198876233864844	0.7533430523917996
XieH_2016__YSZC12003_35734__bin.45	0.7496895056289228	0.7830246246512519	0.8116116582092742	0.46107782956275867	0.7565262314634706	0.7874057202391838	0.7913767231129116	0.7659823783283858	0.6082204500798326	0.8148923999229075	0.7657588593264997	0.778522841117398	0.7729071571030706	0.8403046015973912	0.7344834401975834	0.8167489007236967	0.7419156009490013	0.6455678275492404	0.7769280361177151	0.7279675226274505	0.7627958471031506	0.6492845236797755	0.7496581021327899	0.8060329194845147	1.0	0.7598974891365455	0.7942424460737317	0.7754754704828688	0.7769514348011081	0.8112760718290319	0.808410964623038	0.790653211192206	0.7156154808152347	0.5244285333397372	0.769974316866202
LeChatelierE_2013__MH0292__bin.40	0.7109538513408433	0.8144099256478655	0.733041646930051	0.42813972455401184	0.6970652097779646	0.803978901706312	0.7314027658566641	0.7384741132768955	0.5725227134314643	0.7759487524678189	0.7059089943170419	0.7286568535620288	0.7394867648926863	0.7462239254080583	0.6926667640141843	0.7757635547514492	0.701556847982354	0.6250126136265156	0.7478877369432642	0.6976362360701045	0.7240150390043011	0.6096791924429834	0.6922827161856868	0.7412562340994108	0.7325347275397315	1.0	0.7236523601430771	0.7240732100818787	0.7059493579218917	0.7464898503341275	0.7499160080869669	0.7224610402175836	0.6363921822820395	0.49086120499606456	0.7090638849019936
HMP_2012__SRS020328__bin.68	0.7211257848745579	0.766420492611782	0.7935290021561203	0.4477808979000898	0.7193226258406052	0.7680798303867953	0.7853425762462412	0.7979904574594694	0.6203568205434287	0.7827142427391238	0.7145435652570985	0.7520114002317919	0.7481497994292693	0.7848643705602677	0.7009860145810787	0.7805916806592766	0.7125935886879786	0.6035638907965181	0.7506415027403942	0.7205888521745175	0.8217611152859227	0.6292389817934271	0.7299138630510003	0.7626122255261162	0.7729601651068052	0.7305682497791745	1.0	0.7592438117907065	0.7362342081261408	0.8622977363732354	0.7682655995129254	0.7534568038841328	0.6747398333351311	0.5001006748812575	0.7363810256613081
BritoIL_2016__W1.26.ST__bin.34	0.7995105641908082	0.7899187040957387	0.816166601886548	0.45243755636813726	0.770026805132598	0.7864633451446986	0.8177596896592063	0.794714948609869	0.613170238378258	0.8375685694411426	0.7712003944668974	0.7971181023324616	0.781694144757779	0.845168598120496	0.7449814276028714	0.8474648332006284	0.770434353840329	0.6502345291869026	0.8289565872575619	0.7454537564292696	0.8063288289138199	0.6486552779444451	0.7881564332947169	0.8292936954479073	0.7920721713415271	0.7671953479069732	0.7968451453275924	1.0	0.7706513357912043	0.8017275536888818	0.8148030747285839	0.7905828575453744	0.6962170926431169	0.5268636233847424	0.7730676971108067
XieH_2016__YSZC12003_35516__bin.8	0.8098873538845824	0.8333217629491134	0.8624656511239337	0.48106691973231297	0.8074710532576922	0.8401568270097252	0.8547820173313122	0.8253260657840373	0.7111459196197545	0.901433806505881	0.8427658924843952	0.843530885848836	0.8253173037455018	0.9073468345113782	0.7917539781339958	0.8761061231147295	0.795355175972064	0.6820337095842548	0.8309748846275425	0.7863922845532675	0.828138006150951	0.6985252141138917	0.8731593821549627	0.8584371354065216	0.850448178271088	0.8015937474093011	0.8280679098426675	0.8258767262058418	1.0	0.8701998351388749	0.8612416617408284	0.8561637234080556	0.728231220760909	0.551252870410124	0.8455299786408461
ZellerG_2014__CCMD46947453ST-21-0__bin.72	0.6798081168827558	0.7280324862166037	0.7570318400069403	0.4223413922314699	0.6850111612977136	0.7120096008292839	0.7473047718301525	0.7633159787295807	0.5727981323317269	0.7608051038328797	0.6810599395610446	0.7179850938005025	0.7109757765916389	0.7554685909848747	0.672723167561832	0.7411763462794005	0.6866962002649348	0.5830373856203335	0.7064450794081565	0.6801973998124768	0.7706634159688307	0.5968369093604748	0.6981744855069966	0.7265231806862279	0.7327033252547857	0.6993751452859506	0.8002261177703208	0.7089075719978779	0.7180001089992203	1.0	0.7321672270487126	0.7222933435955728	0.6409504509564682	0.48463055381614056	0.7070239987364988
ZeeviD_2015__PNP_Main_561__bin.55	0.7698128895605363	0.8175518453107077	0.8204079650905207	0.47362610685262396	0.7736704113030971	0.7916307072325498	0.8026133556676317	0.7439700429085568	0.6174413876396653	0.8840206592259466	0.7835836838240203	0.858407831570259	0.7540459673846416	0.8211939139037077	0.7301142812058093	0.900246405573864	0.7379683071451547	0.642727697564469	0.7978296888370993	0.7125751810109912	0.756616232422361	0.6377874478815797	0.757576364486038	0.8152650073739599	0.7967991551808896	0.766754061747052	0.7780796144905898	0.7862716894561477	0.7755105632734313	0.7990380472054817	1.0	0.8684940735211114	0.6877695440283063	0.5173564202004017	0.8471702808173868
LeChatelierE_2013__MH0125__bin.33	0.7415065332479506	0.7635932130479203	0.7976587361721473	0.4481055291857515	0.7347190923355934	0.7681992383987799	0.7918184084587596	0.7516045930712865	0.6177536674667227	0.8506549135010681	0.7504320058268849	0.8172841437363433	0.7563083849459107	0.8166242197009322	0.7300837370276044	0.8537675552014234	0.7510222712141136	0.6440247544838172	0.7656988595535003	0.7205240041257474	0.7571424556017774	0.6453837091641451	0.7567801084230749	0.776304083218865	0.7846001838010647	0.7437099462772951	0.7682750074546975	0.7680916952226389	0.7761849302680269	0.7936270891484047	0.874404846286583	1.0	0.6817119162727491	0.5098426447800009	0.9296881492308219
ZellerG_2014__CCIS41222843ST-4-0__bin.24	0.5579311535597425	0.5954760535272228	0.6098657582334703	0.39257057146761326	0.5564508184478885	0.5958102544057845	0.5964966638172202	0.5886506229059482	0.48013332019833843	0.6018279887674608	0.5715534144101487	0.5837684300397333	0.59103134073342	0.6290147800470953	0.5529350887618466	0.6079013350027488	0.5834363477087379	0.5096881180200478	0.5775822711465474	0.5529308516667143	0.5915016582931074	0.5643763048928915	0.5707160584846241	0.5903258643938888	0.6155312840622725	0.567834833794647	0.5963520729458298	0.5862979758337279	0.5722498869225237	0.6104292918860688	0.6002009442366503	0.5908931055047281	1.0	0.39423416094394004	0.5776648945016276
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.23	0.7842265041321241	0.8571652619875552	0.8537378915728244	0.4993292103662222	0.7948422620444949	0.8280530917758094	0.8542733245493023	0.8382912495667089	0.6542002019860967	0.8707898335662534	0.8015751319352805	0.8490148932280714	0.8296324192679952	0.8601550957535969	0.8121509321628395	0.8613468337031084	0.8163404954153551	0.7287992016454574	0.827058145423996	0.7998979081153059	0.8256356518446964	0.7109830689300032	0.7984224706036308	0.8549595977859447	0.8507830207809929	0.8260721895512652	0.8336541602443013	0.836823803591996	0.8170137824044337	0.8705301086149767	0.8515412178502966	0.8335013220998962	0.7435605693570508	1.0	0.8178219265797521
NielsenHB_2014__MH0125__bin.43	0.7634137107951338	0.7855930137056619	0.8182126174221036	0.4638108926646476	0.7505248703865305	0.7934917355371901	0.8125956059750526	0.7767478568861969	0.6413454134798008	0.8644294440737128	0.7788858374826755	0.842462527590986	0.7762178532929521	0.8409623479287511	0.7522348698732098	0.8784386068476978	0.7719457420050305	0.6610267696730148	0.7903110723268826	0.744541476310251	0.7808293978748524	0.6677653867871259	0.7825477388224423	0.7957695960166316	0.8023561418818336	0.7664840100610851	0.7884778758790616	0.7886998870694523	0.8049445613674863	0.8157660027719317	0.8956637236281505	0.9762608438991838	0.6998363790359837	0.5253118423078897	1.0
