	NielsenHB_2014__V1_UC49_1__bin.38	LiJ_2014__MH0336__bin.23	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.68	LiJ_2014__MH0394__bin.50	LiJ_2014__MH0382__bin.29	ZeeviD_2015__PNP_Main_133__bin.19	ZeeviD_2015__PNP_Main_356__bin.21	ZeeviD_2015__PNP_DietIntervention_14__bin.9	NielsenHB_2014__O2_UC52_0__bin.19	KarlssonFH_2013__S263__bin.15	NielsenHB_2014__O2_UC51_2__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.93	LiJ_2014__O2.UC7-1__bin.35	ZeeviD_2015__PNP_Main_553__bin.45	HMP_2012__SRS053335__bin.32	ZeeviD_2015__PNP_Main_479__bin.14	FengQ_2015__SID530600__bin.13	BritoIL_2016__W2.43.ST__bin.65	ZeeviD_2015__PNP_Validation_38__bin.40	VincentC_2016__MM050.4__bin.57	HMP_2012__SRS019685__bin.31	BackhedF_2015__SID544_M__bin.47	HMP_2012__SRS024132__bin.20	LiJ_2014__V1.FI36__bin.98	ZeeviD_2015__PNP_Main_182__bin.5	HMP_2012__SRS014235__bin.69	LiJ_2014__MH0389__bin.71	HMP_2012__SRS013476__bin.46
Bengtsson-PalmeJ_2015__TRAVELRES69__bin.93	0.9171999631423523	0.8889436717053647	0.8394856871944939	0.917645821784356	0.9170546875348327	0.9351193935133513	0.9290259920726334	0.8246289341451923	0.9128327777439256	0.6820674911088356	0.894081077907853	1.0	0.8601579231309977	0.9323710465342665	0.912093395495936	0.9242214936561747	0.5600437833186448	0.9269222823801123	0.944479081055615	0.9296423916452036	0.8987228379199803	0.856771255196111	0.9176450786866194	0.8982896119395	0.6810598505779071	0.9190495334089311	0.9359000176857262	0.9201853582994357
LiJ_2014__O2.UC7-1__bin.35	0.9713071669151228	0.8717869855275696	0.7280976551759109	0.8875663383866661	0.901497588230092	0.9279013451642512	0.9179340242616718	0.7505356721912562	0.9040012652699398	0.6182947408897999	0.8632500353895278	0.6987537755117749	1.0	0.9170599255627689	0.8769253336802362	0.9091722110260186	0.507666322480243	0.9771916379903336	0.8768444433310284	0.9104338590099323	0.8624079306347145	0.8403327128721597	0.8812707753128691	0.8678221510977394	0.6209227717500717	0.8926159486189331	0.9172364959145847	0.876108884446627
ZeeviD_2015__PNP_Main_553__bin.45	0.9480404752132946	0.90995548878171	0.7749464505160464	0.9274717739649181	0.9542883801659351	0.997877410387792	0.9710314257838378	0.7948943861103611	0.9447198343293102	0.6508553081339102	0.9151507655571129	0.7372266376329704	0.8926145926640365	1.0	0.9104090913230594	0.9792288815553867	0.53777636630873	0.9565152631085699	0.9203022685121396	0.9408360094610209	0.9028432712146589	0.8941563712501773	0.9222509379789597	0.9288073161624403	0.6440950438340461	0.9287441525961254	0.9695005172067838	0.9221630965541777
HMP_2012__SRS053335__bin.32	0.923930271307915	0.9061544511566864	0.763028708580062	0.933297793247543	0.9305058844341596	0.9371532152223128	0.9463773018381236	0.7869830053047164	0.9236693983127224	0.6525171704035553	0.9062333405847858	0.7335644036556883	0.8681916032961438	0.9260262199771938	1.0	0.9240808783979231	0.5380441278773723	0.9314035505023822	0.9028853210680194	0.9787569297190819	0.9243202360945431	0.869659723600131	0.9701735208829878	0.8978803247375732	0.6392652406008028	0.9722823189666919	0.94939063893265	0.9525369525252984
ZeeviD_2015__PNP_Main_479__bin.14	0.9199815652934549	0.8897706581494043	0.75028424471729	0.9097516215634477	0.9328746821145227	0.9680101092812384	0.9394443391951611	0.7692508980184124	0.9239298942325909	0.6314789810812105	0.8950462744954173	0.7129356209718862	0.863325223247105	0.9553141796197326	0.8863092783150587	1.0	0.5176673102954913	0.9254277141393797	0.8957728289278148	0.9297108026749814	0.8750853737284222	0.8899816025526566	0.8955352298649125	0.9026293818612462	0.6236513960306339	0.9131295981079204	0.9498270456519802	0.8962187929107777
FengQ_2015__SID530600__bin.13	0.9156378725680865	0.8847588793855856	0.7878752481595989	0.9095490498888023	0.9205004353854602	0.9256512324796542	0.924207027050534	0.8214424052290754	0.9141567529245666	0.701105606004982	0.8945022092904481	0.7622138010617134	0.8505252437602335	0.925644658715446	0.9104870754738925	0.9133375607693933	1.0	0.9222505736873458	0.9174102605334458	0.9273998537590301	0.8969193318223789	0.8530394557327775	0.9179720645361602	0.8949578217174919	0.6593020280568257	0.9171154524924174	0.9320030057272657	0.9203487331345023
BritoIL_2016__W2.43.ST__bin.65	0.9818209829884613	0.8965644224624111	0.752637087657421	0.9134733478764698	0.925825378881273	0.9514792636012387	0.9419477955932967	0.7742006068343877	0.9201504338805172	0.6409748198704298	0.8892557592757299	0.7211114139726841	0.9358210633447345	0.9411063671362498	0.9009444174502608	0.9333129648487554	0.5271729940487219	1.0	0.9015502690634418	0.9317393693420006	0.8874598832868491	0.8672575068801446	0.9055348418152077	0.8932316604872307	0.6304348517296687	0.9168084222623875	0.9402765007328897	0.8996113126601887
ZeeviD_2015__PNP_Validation_38__bin.40	0.9256741211530788	0.9010626926980544	0.7952466714837436	0.9200413166197541	0.9299103328695998	0.9424700819981523	0.9397131442690565	0.7984002391762559	0.9261087964377597	0.6685734262717622	0.897653592257208	0.7615070620504212	0.8702783359755359	0.9384255947352464	0.9051389343235902	0.9362788799936731	0.5434884983301999	0.9343562432072625	1.0	0.9333970218002686	0.9029931182903931	0.8696678134185548	0.9186764781655804	0.9105147082612869	0.6810510933686106	0.9286311712806354	0.9473815232747496	0.9264239435083897
VincentC_2016__MM050.4__bin.57	0.8879287483356445	0.8608376623824603	0.7281506164152024	0.883885450945492	0.8940119074721803	0.8956016860870225	0.9005735731385088	0.73739456781947	0.8845808583590317	0.620969017116129	0.8534163958855061	0.6904603624673166	0.8323869445536768	0.8837400224903588	0.9038549578823188	0.8951513270001586	0.506098474656953	0.8895251498782347	0.8598202151071741	1.0	0.8781533069796	0.8363695317728059	0.9072853585004588	0.8629255403550166	0.6034966298956199	0.935359397313575	0.9088378831467185	0.9135318831881118
HMP_2012__SRS019685__bin.31	0.9406769453887813	0.9249441633395264	0.7855937092342966	0.9536741016721351	0.9461080488793138	0.9507794278965885	0.955267670079456	0.8030349448551212	0.9395694771119105	0.6715951990354587	0.919807067043523	0.7470176181958335	0.882412872573823	0.9490851805550066	0.9552753908566233	0.9429338829703127	0.5477767867731351	0.9481886439103451	0.9309104711032928	0.9827715489979049	1.0	0.8833214536308653	0.9708472719097127	0.9253400847926632	0.6511163008459501	0.9883122875242124	0.9654170949124402	0.9781647156777483
BackhedF_2015__SID544_M__bin.47	0.9243863283821139	0.924435211633342	0.7501757617536197	0.9550741126133111	0.9954083993257224	0.9597690842392302	0.985366160460362	0.7692782154437448	0.9782049198345816	0.638269856719143	0.926558986516318	0.7179750876006543	0.8668616392266607	0.9476451038597842	0.9061391759093375	0.9668325583625543	0.5252411936978592	0.9341863304993502	0.9038914804277066	0.9436693698793237	0.8905497777835898	1.0	0.9173384221731937	0.9363403071362697	0.6209994351960654	0.93009881889347	0.9990793135421551	0.9124320382696699
HMP_2012__SRS024132__bin.20	0.9278572220639746	0.9109290782028479	0.7795369000717643	0.9326362335089134	0.9412324164569679	0.9457714162570079	0.9545009057973722	0.7885802280020958	0.9324906722747096	0.6607538517684495	0.9115956111643972	0.7382025907508538	0.8726984811118607	0.938291302402418	0.9704011542079302	0.9339190852896175	0.5425945946269074	0.9363688180935902	0.9166041729745692	0.9827021246261214	0.9396079291717566	0.8806146808816527	1.0	0.9081478722803288	0.6470011546263814	0.9784512583574416	0.9569649854991719	0.9802248936013135
LiJ_2014__V1.FI36__bin.98	0.9221806815414426	0.9549872908451535	0.7651713932812735	0.9551327452589254	0.9704202455644703	0.957721049215195	0.9780059044835266	0.7807326013737295	0.9949133203349797	0.6507705915317165	0.9316207333497699	0.7295923987092581	0.8676582110978096	0.9540635647859089	0.9067413895966295	0.9503840509537071	0.5340865779676397	0.9325432523184438	0.9172110896617823	0.9436575387483618	0.9041911089933378	0.9075136257892487	0.916895133704896	1.0	0.643455019127859	0.9314752789359979	0.9893824313399339	0.9272601186630386
ZeeviD_2015__PNP_Main_182__bin.5	0.9112571967522696	0.8891618843189257	0.8145534581791134	0.9070921509519713	0.9111879271537249	0.9297158552620186	0.9276229841596478	0.8178116635643179	0.911756867088113	0.669165863097086	0.8915174730450451	0.774226725309295	0.8689093966322304	0.9260204911299011	0.9035767188258296	0.9190741019977944	0.550696687434875	0.9212214595526789	0.9602426294401707	0.9237084070906726	0.8905050387297307	0.8424218003253137	0.914296611576217	0.9006107973564356	1.0	0.9157094579611676	0.9316055637003651	0.9174217686471436
HMP_2012__SRS014235__bin.69	0.902541235872556	0.8893039966246852	0.7513636001517396	0.9176700434195022	0.9173677721282861	0.9206119397447634	0.9256001350586093	0.7641360721240583	0.9112124817623423	0.6411729161471829	0.8933905549281006	0.7114054061982583	0.8505442465061206	0.9092055844549152	0.9357755473166736	0.9162973118562535	0.521611822114927	0.912216218019568	0.8915381007066706	0.9748413075721115	0.9203804189175236	0.8591378394476402	0.9414919547231543	0.8877397211223784	0.6235238390237127	1.0	0.9371753136100597	0.9414393232804402
LiJ_2014__MH0389__bin.71	0.8992004167078406	0.9092295427100413	0.7374760144552511	0.9390573157516569	0.9527817649006272	0.9359331235278584	0.9610617675580887	0.754688381924125	0.9504218720253598	0.6290761468816978	0.9111003733286883	0.7031428391180577	0.8482999782825094	0.9211914695483376	0.8868702974514608	0.9250908477804892	0.5144895859328723	0.9080518294333968	0.8827900331791894	0.9193432496847056	0.8726177057285603	0.8957144524038024	0.8937361509125533	0.9151965488730074	0.6156916964933231	0.9096130881099251	1.0	0.892122692097904
HMP_2012__SRS013476__bin.46	0.9105433498903011	0.8966337840699309	0.7704353136821351	0.9139812414743035	0.9251537246384987	0.9290095027091744	0.9338735242183677	0.7840911943491116	0.9192844129521776	0.6571482067649177	0.898303262733651	0.7314106223496325	0.8572313706056578	0.9270036475731427	0.9413883931511505	0.9234762721690258	0.5375062719888768	0.9191402937963495	0.9133014007023447	0.9776576916068607	0.9353903192682291	0.865450001727658	0.9685250260846813	0.907451875867336	0.6414637308492074	0.966718516092469	0.9438357608649748	1.0
