	NielsenHB_2014__V1_UC49_1__bin.38	LiJ_2014__MH0336__bin.23	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.68	LiJ_2014__MH0394__bin.50	LiJ_2014__MH0382__bin.29	ZeeviD_2015__PNP_Main_133__bin.19	ZeeviD_2015__PNP_Main_356__bin.21	ZeeviD_2015__PNP_DietIntervention_14__bin.9	NielsenHB_2014__O2_UC52_0__bin.19	KarlssonFH_2013__S263__bin.15	NielsenHB_2014__O2_UC51_2__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.93	LiJ_2014__O2.UC7-1__bin.35	ZeeviD_2015__PNP_Main_553__bin.45	HMP_2012__SRS053335__bin.32	ZeeviD_2015__PNP_Main_479__bin.14	FengQ_2015__SID530600__bin.13	BritoIL_2016__W2.43.ST__bin.65	ZeeviD_2015__PNP_Validation_38__bin.40	VincentC_2016__MM050.4__bin.57	HMP_2012__SRS019685__bin.31	BackhedF_2015__SID544_M__bin.47	HMP_2012__SRS024132__bin.20	LiJ_2014__V1.FI36__bin.98	ZeeviD_2015__PNP_Main_182__bin.5	HMP_2012__SRS014235__bin.69	LiJ_2014__MH0389__bin.71	HMP_2012__SRS013476__bin.46
NielsenHB_2014__O2_UC51_2__bin.9	0.9116594863767737	0.9363125195510416	0.7550358652158736	0.9443343345882234	0.9587797613655715	0.9439771317731149	0.9681944560190636	0.7801354773956745	0.9785131787608353	0.6430493102936008	1.0	0.7185084804719063	0.8570485204013233	0.9339102324867958	0.9074557859609329	0.9362086499243322	0.5294002374507978	0.9219042322041738	0.8926918055319031	0.9253832608057626	0.8912412541170417	0.8979668124464799	0.9127105624540287	0.9320426928321502	0.6288855996840431	0.9294390073928602	0.9847954794972227	0.9101298249555232
Bengtsson-PalmeJ_2015__TRAVELRES69__bin.93	0.9069392695943727	0.8788739542757101	0.8392597854825453	0.9073197356355492	0.906755352904546	0.9245317369612356	0.918640829653761	0.8157277379064559	0.9027593448255875	0.6744466522703866	0.8841332285070127	1.0	0.8508327896334893	0.9217867339219659	0.9016595601753117	0.9136591024271058	0.5533852560491872	0.916455379210206	0.9348697126738292	0.9187586106450237	0.8884632590186058	0.8470389041389058	0.9071458507651678	0.8881429838940997	0.6742842854149235	0.9084960593527024	0.9253892717493561	0.909645260002467
LiJ_2014__O2.UC7-1__bin.35	0.971249517449829	0.8649837449635949	0.7202663827858093	0.8807027318904467	0.8944287375642407	0.920924552545073	0.9107707009118576	0.7453049641622551	0.8968786889243907	0.61262517253338	0.8567166305426868	0.6911784546743908	1.0	0.9101899806436639	0.868509417236345	0.9023360710289705	0.5030993378762723	0.9770893177351788	0.8656359988614986	0.9011344871476403	0.8542530968477816	0.8336981950888088	0.8727857398765578	0.8609081390480957	0.613129228067623	0.8839618885723367	0.9100372548350848	0.8675622757594261
ZeeviD_2015__PNP_Main_553__bin.45	0.9410689801963125	0.9031473376850582	0.76600013925363	0.9205931147012173	0.9472980829710732	0.9978448003605318	0.9639212647049924	0.7948050757654322	0.9377142603649209	0.6449399667025181	0.9086637204045641	0.7288576119882687	0.8859277743715153	1.0	0.9019099193533462	0.9792033223448313	0.5327268064118952	0.9494644464036575	0.908029146901122	0.9318018567738223	0.8945230137188329	0.8875656203352604	0.9136868397387554	0.9219794815358207	0.6355773634704825	0.920039919373911	0.9623674409736473	0.9135246709545425
HMP_2012__SRS053335__bin.32	0.9149978365171992	0.8979439741625169	0.7543556526665822	0.9247093044103971	0.9219798497275924	0.9283116228033478	0.9377296459299032	0.7798381332370723	0.9153050271690409	0.6496947815838606	0.8980700777180396	0.7251728395651997	0.859859505100321	0.9173812534812948	1.0	0.9153937777756528	0.534506953027322	0.9225362592545666	0.8911529092269553	0.9785259390830179	0.9241887537143773	0.8616162889934904	0.9701080785164962	0.8896321959709018	0.6310437071337559	0.9722171754237916	0.9406168794689068	0.9524024819092197
ZeeviD_2015__PNP_Main_479__bin.14	0.9132270452507272	0.8830766126570655	0.7415925327974122	0.9029042401258099	0.9259433241685251	0.9679017709871768	0.932515847341599	0.7691626223713992	0.9170140131857449	0.6257465096009798	0.888654028536536	0.704787893396265	0.8568338104899557	0.9552892446155439	0.8779772609958353	1.0	0.5128012585585103	0.9186144392017244	0.8837240629382433	0.9207984016375707	0.8669708928250528	0.8834156713921844	0.8871845829448585	0.895828717730307	0.6153850122281833	0.9044447648098878	0.9427546759581562	0.8877858891378249
FengQ_2015__SID530600__bin.13	0.9073822360709521	0.8768936233475833	0.7782937339890916	0.9014461269909656	0.9123186273171254	0.9169500970388732	0.9159802139810818	0.8137738564431486	0.9060902385669598	0.6963386156057118	0.8865939709480075	0.7531516142636524	0.842873887896082	0.9169531310838923	0.9045014103252597	0.9047522247135102	1.0	0.9139069498846557	0.9051592924202476	0.9211997827623766	0.8909827170682226	0.8454988425118252	0.9119135823070676	0.8870566628134295	0.6506453919429923	0.9110564645891549	0.9237059039482028	0.9142553593876892
BritoIL_2016__W2.43.ST__bin.65	0.9817209712240716	0.8895257332293135	0.7441222132198787	0.906366731577963	0.9185782836304733	0.9444576283973288	0.9345764082653654	0.7688517117475957	0.9129137444780355	0.6350952265194201	0.8825324250569359	0.7129685486125102	0.93572307493974	0.9341691349242526	0.8923671079228106	0.9264416363427721	0.5224036469029738	1.0	0.8897887699506849	0.9223099364578435	0.8790375052788002	0.860453238285544	0.8968572314720258	0.8861493245014659	0.6222795571617817	0.9079117110018432	0.9329337294878328	0.8909704118374618
ZeeviD_2015__PNP_Validation_38__bin.40	0.9135526421427125	0.888783640152373	0.7871744728476234	0.9076822790285801	0.917374848867208	0.9298243564349318	0.9271252356113793	0.7881948064242071	0.9137464635825392	0.6601042981027667	0.8856639238087022	0.7537592971381532	0.859153824123969	0.9259107810255102	0.8933772382332112	0.9236852795162792	0.5362308290524858	0.9221667619297546	1.0	0.9209927492208199	0.8911469436126399	0.8579004255084592	0.9067014886205546	0.8981155283626372	0.6809354595575239	0.9163682954857278	0.9346618040552118	0.9143288266103956
VincentC_2016__MM050.4__bin.57	0.878666307924747	0.8527770074025016	0.719652572248553	0.8753926499299763	0.8853529813523191	0.8868445198722327	0.8921202337341584	0.7306452525336148	0.8763825016729792	0.618149305627419	0.8457271767700809	0.6823768031955626	0.8238847610571849	0.875254120357914	0.9036416444177687	0.8865702202813365	0.5027149864436947	0.8805229353367691	0.8483937330546184	1.0	0.8779540672365144	0.8283375761464219	0.9070993646128691	0.8547994839635463	0.5955971328241958	0.9351742312919539	0.9001891673738022	0.9133301598471207
HMP_2012__SRS019685__bin.31	0.9317097259556469	0.9166613135944974	0.7765804739692455	0.9450524642250069	0.9375540454401708	0.941958903229632	0.9466546799027552	0.7958212683322133	0.9311643302565522	0.6686665538403763	0.9115618946910702	0.7384898653990591	0.8740688742736292	0.9403387753488557	0.9551395051784796	0.9341902572439419	0.5441511098153932	0.9391899237063683	0.9186980546112187	0.9825485729533145	1.0	0.8752899923904021	0.9707540049215323	0.9170522937502471	0.6426759472467091	0.9882292119618928	0.956666983733249	0.978078242973475
BackhedF_2015__SID544_M__bin.47	0.9170314229011494	0.9237860296027006	0.7416177678475241	0.9548135057261903	0.9951842213583068	0.9525723487686091	0.9853169658508457	0.763840654300761	0.9775582286702449	0.6327463606886499	0.9259565082288882	0.7098193686027547	0.8600176726964313	0.9406600920250556	0.897758344869158	0.959699651340989	0.5205982189060488	0.926856956398008	0.8916610155137381	0.9346069755465427	0.8824525941438487	1.0	0.9090014926516331	0.9358673538966801	0.6127135684337495	0.9214769965383186	0.9989840379060034	0.903973056299183
HMP_2012__SRS024132__bin.20	0.9188679938941994	0.902766291126653	0.7706546758482827	0.9242672097764544	0.9327390529433408	0.9369256570655033	0.9458960549318807	0.7814826980895611	0.9241509401253142	0.6578372469976875	0.9034824404431877	0.7297564524425743	0.8642959812844718	0.9295782520158139	0.9703356964865941	0.9252105183085845	0.5390135491505291	0.9273957301838704	0.904656196021665	0.9825006702691329	0.939517663272928	0.872611503043784	1.0	0.8999982365271421	0.6386611235832812	0.9783490367104237	0.9483147027905612	0.98016212592332
LiJ_2014__V1.FI36__bin.98	0.9149293867104761	0.9548530020191608	0.756432962867178	0.9542401017818769	0.9697427659816529	0.9505741677185957	0.9774026609708085	0.7752161974655323	0.9946335770952149	0.6451965490487673	0.9315057579729087	0.7213512896102999	0.8607455051719304	0.9470500667973745	0.898411861113366	0.9432235896881873	0.5293713804257589	0.9251492190274895	0.9047207199812418	0.9347712397393529	0.8960927383543674	0.9070552331450171	0.9086670008295731	1.0	0.6348707945341732	0.9228216466344956	0.9887800931451439	0.9187712542244398
ZeeviD_2015__PNP_Main_182__bin.5	0.8993732368458511	0.8772280840916032	0.8063918944432688	0.8951030195209332	0.8990632131548036	0.9173786863358536	0.9153745141096681	0.8074305160458379	0.8998243339875931	0.6608602692813406	0.8797116526247898	0.7665242838516093	0.8580032362418539	0.9137745553335267	0.8919558989187607	0.9068919449171531	0.5434660395233745	0.9093045543493916	0.9600795924582303	0.9116174831398219	0.8789615135576233	0.8311815408346395	0.9025110651848041	0.8885959010137436	1.0	0.903847461585995	0.919337241997144	0.9056298866217175
HMP_2012__SRS014235__bin.69	0.8937333783145226	0.8811420965548263	0.7427651179505144	0.9091377100260597	0.9089461660870017	0.9118469351100328	0.9170867834969654	0.757180956390967	0.9029125320066759	0.6383434727951525	0.8852887639922704	0.7032363160405969	0.8422980786072167	0.9006844675984446	0.935712849751036	0.9075823502326281	0.5181657568329562	0.9033640695206714	0.879765050938896	0.974648325615493	0.9203030535727691	0.8511738105941055	0.9413935943220164	0.8794924028094261	0.615446781989923	1.0	0.9284223883228372	0.9413234190650643
LiJ_2014__MH0389__bin.71	0.8922209511814259	0.908538658529028	0.7291396244828139	0.9388926201287082	0.9526536372888755	0.9289958089151137	0.9609104709010748	0.7493857411554263	0.9497323835699646	0.6236752470294772	0.9104287501612063	0.6952461027153563	0.8416418087934063	0.9144138259463159	0.8786743174762154	0.9182026627095053	0.5099093727441585	0.9009607058575254	0.8709375312293607	0.9105945623646495	0.8647086869404187	0.895629033995968	0.8856574118892374	0.9146393752062185	0.6075836472320248	0.901117585417012	1.0	0.8838365482477223
HMP_2012__SRS013476__bin.46	0.9016268631018636	0.8884429136049959	0.7616239629991787	0.9056137659782515	0.9166385860729509	0.9202111463763336	0.9252810102044041	0.7769682232027706	0.9109343616983261	0.6542179808138421	0.8901744107579044	0.7230328104387158	0.8488689156539687	0.9183198777822307	0.9412554963886043	0.9147868911814729	0.5339475920140268	0.9103118141973315	0.9013776078405547	0.9774418081992577	0.9353076279493114	0.8574265811835314	0.968463007595493	0.8991443515774994	0.633218815700837	0.9665994996584553	0.9350692997551451	1.0
