	NielsenHB_2014__V1_UC49_1__bin.38	LiJ_2014__MH0336__bin.23	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.68	LiJ_2014__MH0394__bin.50	LiJ_2014__MH0382__bin.29	ZeeviD_2015__PNP_Main_133__bin.19	ZeeviD_2015__PNP_Main_356__bin.21	ZeeviD_2015__PNP_DietIntervention_14__bin.9	NielsenHB_2014__O2_UC52_0__bin.19	KarlssonFH_2013__S263__bin.15	NielsenHB_2014__O2_UC51_2__bin.9	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.93	LiJ_2014__O2.UC7-1__bin.35	ZeeviD_2015__PNP_Main_553__bin.45	HMP_2012__SRS053335__bin.32	ZeeviD_2015__PNP_Main_479__bin.14	FengQ_2015__SID530600__bin.13	BritoIL_2016__W2.43.ST__bin.65	ZeeviD_2015__PNP_Validation_38__bin.40	VincentC_2016__MM050.4__bin.57	HMP_2012__SRS019685__bin.31	BackhedF_2015__SID544_M__bin.47	HMP_2012__SRS024132__bin.20	LiJ_2014__V1.FI36__bin.98	ZeeviD_2015__PNP_Main_182__bin.5	HMP_2012__SRS014235__bin.69	LiJ_2014__MH0389__bin.71	HMP_2012__SRS013476__bin.46
NielsenHB_2014__O2_UC51_2__bin.9	0.992520121445299	0.9998281451216107	0.9887067572435188	0.9992721500585028	0.9993041787042807	0.9928982623117218	0.999321529124383	0.9928909770477591	0.9998377148773806	0.9914919034578953	1.0	0.9888736607376613	0.9924316193698237	0.9929115011463715	0.9909920960737568	0.9928581949994877	0.9911590622579751	0.992439369496724	0.986643323714266	0.990990073365714	0.9910359762955999	0.9993497680167185	0.9911000331486387	0.9998765856396864	0.9867576118503526	0.9909314119215394	0.9992628439333986	0.9909508822766495
Bengtsson-PalmeJ_2015__TRAVELRES69__bin.93	0.9888130244654326	0.9886722660274563	0.9997309046295911	0.9887471986427968	0.9887691162039937	0.9886777489317844	0.9888214511676866	0.9892058162524173	0.9889646459198862	0.9888268552045196	0.9888736607376613	1.0	0.9891588122986014	0.9886479608610287	0.9885605625781874	0.9885715801876837	0.9881107022918793	0.9887078956144739	0.9898257477857046	0.9882925078524887	0.9885842681764719	0.9886406657574227	0.9885585089864171	0.9887045025228638	0.9900514394480393	0.9885169692463867	0.9887693709394719	0.9885456791918017
LiJ_2014__O2.UC7-1__bin.35	0.9999406475446107	0.9921962122893384	0.9892442005074038	0.9922669369044623	0.9921587691879137	0.9924811051783278	0.9921962546757367	0.9930307003080486	0.9921210548931895	0.9908303144415225	0.9924316193698237	0.9891588122986014	1.0	0.992508728461895	0.9904029269988452	0.9924809184507153	0.9910039638208451	0.9998952915158329	0.9872172942934435	0.9897857798562053	0.9905441108583832	0.992104891691441	0.9903718179769447	0.9920329159138218	0.9874484492483944	0.9903048337193772	0.9921511615471412	0.990244809932958
ZeeviD_2015__PNP_Main_553__bin.45	0.9926464162667594	0.9925181493154497	0.988455574889776	0.9925834300764812	0.9926748587322771	0.9999673206078014	0.9926777229963428	0.9998876450173891	0.9925844957310939	0.9909114339892959	0.9929115011463715	0.9886479608610287	0.992508728461895	1.0	0.9906644473888527	0.9999738986348986	0.990610297861368	0.9926286417197379	0.9866640319915112	0.9903977392485499	0.9907843833352912	0.9926290846580873	0.9907139175602555	0.9926488147672757	0.9867757399391537	0.9906279536749886	0.9926425245716346	0.9906324319072036
HMP_2012__SRS053335__bin.32	0.9903321332051702	0.9909392080084263	0.9886333819213439	0.9907976972630986	0.9908372049557195	0.9905654782213306	0.9908623591336939	0.9909211863286963	0.9909444102414123	0.9956746137148405	0.9909920960737568	0.9885605625781874	0.9904029269988452	0.9906644473888527	1.0	0.9905991988089494	0.9934258647817517	0.9904796462896961	0.9870056456038228	0.9997639959125191	0.9998577523513698	0.9907510553974569	0.9999325457095221	0.9908137771377471	0.9871390888399938	0.9999329993545809	0.9907585359451121	0.9998588289769524
ZeeviD_2015__PNP_Main_479__bin.14	0.9926579832710309	0.9924766619004256	0.9884154412396693	0.9924733506647999	0.992569893814369	0.999888081443548	0.9926249043562305	0.9998852446617345	0.9925147123282657	0.9909221499812779	0.9928581949994877	0.9885715801876837	0.9924809184507153	0.9999738986348986	0.9905991988089494	1.0	0.990600040527567	0.9926377016448102	0.9865493062521297	0.9904137921042029	0.9907272122846751	0.9926223967533264	0.9906752446564121	0.9924657181922042	0.9867451851225479	0.9904889368212044	0.9925540447324603	0.9905905747127172
FengQ_2015__SID530600__bin.13	0.9909837319485488	0.9911102830146623	0.9878387927620664	0.9910912744080956	0.9911115652379798	0.9905999850316494	0.9910985170760853	0.9906645326110376	0.9911760052837761	0.9932007526991071	0.9911590622579751	0.9881107022918793	0.9910039638208451	0.990610297861368	0.9934258647817517	0.990600040527567	1.0	0.9909529752100554	0.9866461400746983	0.9933145654794717	0.9933811051412013	0.9911602995966057	0.9934001453168906	0.9911714734344692	0.9868699992636952	0.9933934294893885	0.9910975589906081	0.993379277302789
BritoIL_2016__W2.43.ST__bin.65	0.9998981364565206	0.9921492655109313	0.9886866132732779	0.992220225893807	0.9921722871114672	0.9926202961299085	0.9921743143702689	0.9930910735026894	0.9921353192521328	0.9908271071362861	0.992439369496724	0.9887078956144739	0.9998952915158329	0.9926286417197379	0.9904796462896961	0.9926377016448102	0.9909529752100554	1.0	0.9869541394236673	0.9898797526492669	0.9905095676247863	0.9921542695904956	0.9904171436122909	0.9920711095463168	0.9870640169313101	0.9902959974575822	0.9921908382913605	0.9903948508637854
ZeeviD_2015__PNP_Validation_38__bin.40	0.986905241560316	0.9863726989862224	0.9898494405250897	0.9865668667613958	0.9865196852220056	0.9865823586289232	0.9866045199703272	0.9872176481778385	0.9866513168833169	0.9873325384524736	0.986643323714266	0.9898257477857046	0.9872172942934435	0.9866640319915112	0.9870056456038228	0.9865493062521297	0.9866461400746983	0.9869541394236673	1.0	0.9867106147869164	0.9868812126717188	0.9864691003524214	0.9869649546607119	0.9863822299781109	0.9998302127223455	0.98679467567517	0.9865738153984993	0.9869442958779868
VincentC_2016__MM050.4__bin.57	0.9895684868540868	0.990636265892863	0.9883292769722745	0.9903915139609654	0.9903145293172388	0.9902220302274655	0.9906133827857169	0.9908470775614561	0.990731930712065	0.9954591752390399	0.990990073365714	0.9882925078524887	0.9897857798562053	0.9903977392485499	0.9997639959125191	0.9904137921042029	0.9933145654794717	0.9898797526492669	0.9867106147869164	1.0	0.9997731150796768	0.9903966424872518	0.9997949995711415	0.9905831314389801	0.9869104537124086	0.9998020375674281	0.9904837640097358	0.9997791830315904
HMP_2012__SRS019685__bin.31	0.9904672698984578	0.9910450272856216	0.9885268489817259	0.9909595558566482	0.9909587457275357	0.9907228486353873	0.9909836892355162	0.9910169830477187	0.9910542572315201	0.9956392702043009	0.9910359762955999	0.9885842681764719	0.9905441108583832	0.9907843833352912	0.9998577523513698	0.9907272122846751	0.9933811051412013	0.9905095676247863	0.9868812126717188	0.9997731150796768	1.0	0.9909076574474103	0.9999039323785739	0.9910435188331076	0.9870371029134503	0.9999159419918499	0.9909364447498366	0.9999115969908878
BackhedF_2015__SID544_M__bin.47	0.9920434722419172	0.9992977528089888	0.9885920149084925	0.9997271343828934	0.999774787948778	0.9925015969061707	0.9999500747930158	0.9929316064931759	0.9993389001105759	0.991346143057914	0.9993497680167185	0.9886406657574227	0.992104891691441	0.9926290846580873	0.9907510553974569	0.9926223967533264	0.9911602995966057	0.9921542695904956	0.9864691003524214	0.9903966424872518	0.9909076574474103	1.0	0.9909118278270627	0.9994948917226087	0.9866572072489891	0.9907302082531309	0.9999046365640243	0.9907291922952108
HMP_2012__SRS024132__bin.20	0.990311841136744	0.9910390531255199	0.9886057680878687	0.9910264866067108	0.9909763376556896	0.9906470432078477	0.9909849735990526	0.9909996096015282	0.9910564980461932	0.9955859435961577	0.9911000331486387	0.9885585089864171	0.9903718179769447	0.9907139175602555	0.9999325457095221	0.9906752446564121	0.9934001453168906	0.9904171436122909	0.9869649546607119	0.9997949995711415	0.9999039323785739	0.9909118278270627	1.0	0.9910260916730188	0.9871097122725906	0.9998955270933071	0.9909607113743054	0.9999359660437077
LiJ_2014__V1.FI36__bin.98	0.9921367959922497	0.9998593815569274	0.9885797737724844	0.9990654246946516	0.9993018699002685	0.9925376167700859	0.9993831903161805	0.9929343236102978	0.9997188265208163	0.9914347044020082	0.9998765856396864	0.9887045025228638	0.9920329159138218	0.9926488147672757	0.9908137771377471	0.9924657181922042	0.9911714734344692	0.9920711095463168	0.9863822299781109	0.9905831314389801	0.9910435188331076	0.9994948917226087	0.9910260916730188	1.0	0.9866591691128296	0.9907097563433062	0.9993911978061161	0.9908452177897629
ZeeviD_2015__PNP_Main_182__bin.5	0.9869587203823761	0.9865785967237412	0.9899803215444087	0.98678289585192	0.9866935089484832	0.9867301726045233	0.9867958532085361	0.9873061879880324	0.986912593114183	0.9875881387952087	0.9867576118503526	0.9900514394480393	0.9874484492483944	0.9867757399391537	0.9871390888399938	0.9867451851225479	0.9868699992636952	0.9870640169313101	0.9998302127223455	0.9869104537124086	0.9870371029134503	0.9866572072489891	0.9871097122725906	0.9866591691128296	1.0	0.9870461135111748	0.9868309913752651	0.9871467165611136
HMP_2012__SRS014235__bin.69	0.990241046937298	0.9908221484432354	0.988556163487972	0.9907021772644462	0.9908198148036678	0.9904791538580733	0.9908023440801412	0.9908980664742626	0.9908913124855206	0.9955870822351128	0.9909314119215394	0.9885169692463867	0.9903048337193772	0.9906279536749886	0.9999329993545809	0.9904889368212044	0.9933934294893885	0.9902959974575822	0.98679467567517	0.9998020375674281	0.9999159419918499	0.9907302082531309	0.9998955270933071	0.9907097563433062	0.9870461135111748	1.0	0.9906603117259826	0.9998768861545192
LiJ_2014__MH0389__bin.71	0.9922381424688748	0.9992401432767417	0.9886960527406508	0.9998246160056622	0.9998655226028964	0.9925878094937002	0.9998425734306358	0.9929737347285256	0.9992745448356256	0.9914145531045923	0.9992628439333986	0.9887693709394719	0.9921511615471412	0.9926425245716346	0.9907585359451121	0.9925540447324603	0.9910975589906081	0.9921908382913605	0.9865738153984993	0.9904837640097358	0.9909364447498366	0.9999046365640243	0.9909607113743054	0.9993911978061161	0.9868309913752651	0.9906603117259826	1.0	0.990711878619861
HMP_2012__SRS013476__bin.46	0.9902075098461686	0.9908648652209427	0.98856315315968	0.9908450249125959	0.9907959743999571	0.9905293150315653	0.9907990602676574	0.990915634306729	0.990916792304749	0.9955409968087703	0.9909508822766495	0.9885456791918017	0.990244809932958	0.9906324319072036	0.9998588289769524	0.9905905747127172	0.993379277302789	0.9903948508637854	0.9869442958779868	0.9997791830315904	0.9999115969908878	0.9907291922952108	0.9999359660437077	0.9908452177897629	0.9871467165611136	0.9998768861545192	0.990711878619861	1.0
