	HMP_2012__SRS011306__bin.5	CM_cf__CF_TNFC022IS_t3M16__bin.22	CM_cf__CF_TNFC022SA_t1M16__bin.10	HMP_2012__SRS015209__bin.36	HMP_2012__SRS057205__bin.52	HMP_2012__SRS013948__bin.18	CM_cf__CF_TNFC008IS_t1M15__bin.2	HMP_2012__SRS023926__bin.20	HMP_2012__SRS050244__bin.68	HMP_2012__SRS016225__bin.33	FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.8	FerrettiP_2018__CA_C10020MS2331SA_t0M15__bin.7	HMP_2012__SRS019327__bin.41	HMP_2012__SRS019126__bin.45	HMP_2012__SRS020334__bin.15	HMP_2012__SRS019127__bin.40	HMP_2012__SRS047824__bin.72	CM_cf__CF_TNFC022IS_t1M15__bin.9	HMP_2012__SRS019122__bin.33	HMP_2012__SRS016569__bin.28	HMP_2012__SRS058336__bin.54	HMP_2012__SRS053603__bin.58	CM_cf__CF_FIFC013SS_t5M16__bin.5	HMP_2012__SRS024441__bin.54	HMP_2012__SRS016002__bin.44	HMP_2012__SRS023617__bin.17	HMP_2012__SRS023835__bin.51	HMP_2012__SRS018739__bin.54	HMP_2012__SRS054687__bin.35	HMP_2012__SRS024580__bin.26	CM_cf__CF_TNFC022IS_t2M15__bin.18	CM_cf__CF_TNFC018IS_t3M15__bin.20	CM_cf__CF_TNFC004SA_t1M15__bin.22	HMP_2012__SRS018439__bin.19	HMP_2012__SRS049147__bin.40	Castro-NallarE_2015__ES_116__bin.9	HMP_2012__SRS016037__bin.25	HMP_2012__SRS075404__bin.9
FerrettiP_2018__CA_C10029MS2491SA_t0M15__bin.8	0.7908277888967022	0.8714429959791565	0.8641658102089756	0.7862516002235805	0.8629983231459945	0.8567056129532464	0.7852472908890932	0.8439903716124845	0.6576233749842231	0.8360992409080255	1.0	0.7215854384161844	0.8518526532157733	0.8323100917762031	0.852580191485909	0.5446566055426336	0.7637465967075963	0.8649104776329312	0.7716422350841132	0.8031580750437244	0.8729801121508808	0.6289897405383963	0.8866113124537963	0.7772948558446476	0.443345774508213	0.533718288527073	0.6402219577721282	0.7245749265249455	0.6033816555777933	0.4363183137700366	0.8767656551450569	0.8464849173292945	0.6876444708894539	0.8645958421232939	0.6434936261517102	0.7504976469951857	0.877879050143344	0.8734335839598998
FerrettiP_2018__CA_C10020MS2331SA_t0M15__bin.7	0.7038396170380433	0.7920937645183866	0.7758187961607097	0.7247016604296822	0.7793146439430026	0.7596424956563275	0.6946216871941542	0.7617079862805944	0.5876742288061778	0.7380714812658498	0.5230030051222339	1.0	0.7778032615279665	0.7571274455415526	0.7665002381750499	0.49522506398708305	0.6864681939927613	0.7873792707334811	0.684954851289249	0.7052804290679416	0.7855104623863114	0.5775859308789214	0.7961665905421309	0.6917760017564184	0.41083137794557845	0.4969220203778521	0.5555856133121884	0.6566306430987717	0.546172308050186	0.4087266815517904	0.795949651950781	0.7847662061949036	0.581256897765075	0.7773484746015223	0.5779570788303874	0.6669796593933429	0.7831006144197513	0.7740022621729015
HMP_2012__SRS019327__bin.41	0.8012975360618401	0.887455644115274	0.8597378272696766	0.811965557700134	0.8836721555710515	0.8453957937174694	0.773376235479472	0.8561191486526045	0.6796208062715831	0.8436786765703351	0.5621934356860496	0.7082305006651896	1.0	0.8565177863825351	0.867743900842732	0.5374909860274502	0.7703912123584836	0.886933250194559	0.7773709425223891	0.8073853886777366	0.8924070817100249	0.6936010909584204	0.8904168679688039	0.8013784535711991	0.49086048631423124	0.6267900024037261	0.6254679530964037	0.7294005440512541	0.595984230605382	0.4905023073389801	0.8903490400565471	0.8757785335367376	0.6273123963244411	0.8854630504473072	0.6552075177126048	0.761054164752809	0.8979225619435434	0.8751121540478983
HMP_2012__SRS019126__bin.45	0.8108526295291641	0.920275672343587	0.8859884129801414	0.8188321941042881	0.8907394384103134	0.9503440012800047	0.7833064805202375	0.8694730026902426	0.6718003291795195	0.8511206863405383	0.5725385644845811	0.7185750768685031	0.8927599110446302	1.0	0.87742838112886	0.5923556924862976	0.7952786180909821	0.9150427846553227	0.883639256952274	0.819304133844839	0.8954079829134248	0.669108226139136	0.9204840452119513	0.801069647390936	0.46921166838450246	0.5721522064578225	0.6387360201030206	0.7662062618527572	0.605138995866031	0.4789822473758042	0.9242639042377832	0.8974110911420446	0.646221319273126	0.8805155243988505	0.6656620117656252	0.7622769449064617	0.9071072512517876	0.892278048786538
HMP_2012__SRS020334__bin.15	0.7237626952967651	0.7821914055996263	0.7616608751228576	0.7349850422415691	0.8020145979128959	0.748201577949525	0.6840448786461215	0.7825931435998518	0.5993990042483257	0.757887330751755	0.5079187501007031	0.6300207851077657	0.7833020930120146	0.7598906499240028	1.0	0.4758119350559372	0.6945529053498827	0.7802074214113465	0.6866513419015957	0.7232062774247949	0.8020333958139759	0.589293252627678	0.7898464480023202	0.7056307769978141	0.42941817810742733	0.5215805275228127	0.5687476838300455	0.6547921220681988	0.5224881976035362	0.42760606044330823	0.785967098302281	0.7775144878109038	0.563258696714664	0.7788872716726373	0.592372885907482	0.6813369067248148	0.8072473964907003	0.7829320429021811
HMP_2012__SRS019127__bin.40	0.7788780184731072	0.8685311362460013	0.8571978085694326	0.787796850502085	0.850421004697943	0.8816472875342825	0.7684130041473511	0.8288630751868853	0.6611711199545196	0.8138688780844687	0.5695833887224857	0.7145304366927915	0.8516956622987016	0.9005286246425631	0.8352391915729294	1.0	0.7552280288909818	0.868443456396245	0.8259074157354218	0.7794389809527311	0.8499354657449911	0.6230181289874297	0.8785181539714729	0.769140841179737	0.4022402673009785	0.5067046801241094	0.6139663629926925	0.750247247748372	0.6078938263015037	0.40460668045031617	0.8734261231270217	0.8589806321811447	0.6467341141553933	0.8511922102581653	0.6556340903027029	0.7339529376049447	0.8601610103735633	0.8475275696559839
HMP_2012__SRS047824__bin.72	0.8167554691264778	0.8937788152305047	0.8768702344863413	0.8514427694063849	0.9050003930320544	0.859526242579384	0.7959022136248834	0.8827199185227463	0.6818436279250984	0.8609890053554891	0.5790647204175026	0.7180948540142243	0.8850500859544015	0.8765517076388343	0.8839427608622098	0.5475469673304921	1.0	0.902106993578198	0.8101067338352752	0.8240576629288748	0.9088063103859574	0.6769447396931615	0.8970789174188388	0.788276024702919	0.46686534721818745	0.576750957802028	0.6544325471553024	0.7508600566649691	0.6036500716001872	0.4724518706616951	0.9032115845343596	0.8794218669364348	0.6375984716179591	0.881434874588598	0.6961192356722727	0.7856492035119977	0.9220586677238659	0.8901403637084455
CM_cf__CF_TNFC022IS_t1M15__bin.9	0.7474871765965841	0.9576309114480582	0.9169928414407306	0.7759393495293387	0.8308905924130545	0.8225590440223212	0.7399126317569471	0.8140099205230822	0.628011386054901	0.8062375288878869	0.5407677132066964	0.6792148131446931	0.8402513950735584	0.8316898709204668	0.8188241925483344	0.5192142494786088	0.7439090242940082	1.0	0.7670396257257202	0.775359337128685	0.8586855306916182	0.6309548503466547	0.8635189673637337	0.7577053153711741	0.46588861958175976	0.5589887830449242	0.5968417789301618	0.7117828758243617	0.565673862803675	0.47444901640268305	0.9582345978242489	0.8473248407643312	0.6117732935009301	0.8254196493996956	0.6195631587847359	0.7236198635928076	0.8494848091990305	0.8344704357138831
HMP_2012__SRS019122__bin.33	0.8029732505916624	0.9057184692386189	0.8849575129477766	0.8090925461678695	0.8748373729586891	0.9421395075292358	0.7812876217300078	0.8588602989032749	0.6575278531476973	0.8512767698104861	0.5772769303298674	0.7069907539487431	0.8812014943140393	0.9610005348397875	0.8622743707876308	0.5908333990923236	0.7993420054266343	0.917796541009667	1.0	0.8190926338465233	0.8770151758260509	0.7020557946484997	0.9129937741411369	0.8235204058577434	0.49230687259010164	0.5967334980343121	0.62736100066973	0.7384903219627608	0.6024865666185782	0.5004684063460461	0.9112907849060523	0.8864197231108117	0.6348130117819877	0.8716566611833786	0.6717189804726149	0.778820479305477	0.8920304824956313	0.8914207786269117
HMP_2012__SRS016569__bin.28	0.8048266718060411	0.8844130638943266	0.8598413970160259	0.8292848943001287	0.877342771562329	0.8495920836446071	0.7696131482041303	0.8629005279675859	0.6715546586000835	0.8537850138679315	0.5742342020637854	0.6957183124374364	0.8746768285333253	0.8515567341166582	0.8679430019317773	0.5328875914403634	0.7770837187326973	0.886648433919613	0.7828036361503422	1.0	0.8899873084095162	0.6502284035087832	0.8891854628756476	0.7900060654071333	0.4652876298567571	0.5678490880296193	0.6285199181911293	0.7365337970802251	0.5847516567069801	0.4664955547204788	0.8881051629441653	0.8619349615610463	0.6307481979424024	0.8634832195774067	0.6691826396574495	0.7715591061356009	0.8990963768055222	0.8810374488936272
HMP_2012__SRS058336__bin.54	0.8005490219040452	0.8670935306230112	0.8519351529586277	0.8076638038767927	0.872614748390793	0.8217159862158993	0.7527352071489954	0.8592319089418126	0.6498900406255543	0.8363255715964402	0.5558686044315552	0.6900862051645028	0.8610126136117708	0.828837082744214	0.8572376574835807	0.517510549613176	0.7632403314108381	0.8745050967074185	0.7464602610666892	0.7926173660611008	1.0	0.6381053577855886	0.8664017997631468	0.7766363740214591	0.5161270878934471	0.5717347863699743	0.629591040678941	0.7193966499560565	0.5706538492669663	0.4748626153626248	0.8849200950398018	0.861846134946645	0.6125354260918584	0.8495115117218243	0.6577327186400513	0.7537455360397519	0.8954849205542802	0.8669035199054883
HMP_2012__SRS053603__bin.58	0.8281657207478227	0.899833829835564	0.8846130987031238	0.8369586544857396	0.9039070749736008	0.8676264533783183	0.7897894499450034	0.8866297743391256	0.7088415391216348	0.8664084692235107	0.5680300327536781	0.7196609184219289	0.9491092676707438	0.8784246645047991	0.8933058906956921	0.5380143764466615	0.8063120237669743	0.911352573032235	0.8474833076737073	0.8213072324322477	0.905007820011903	1.0	0.9121089281658021	0.8416921838146515	0.5767594619701546	0.7248536342904875	0.6422480926254154	0.7480954749771832	0.589233215470027	0.5720145343938045	0.908121984044082	0.9010957786590613	0.629605807895566	0.9096485350402481	0.7060790924389726	0.7982249672096846	0.9146629497524544	0.8911947724380607
CM_cf__CF_FIFC013SS_t5M16__bin.5	0.7698540849668556	0.8792047616474663	0.8493125129748067	0.7835014489126756	0.8524776548943105	0.8455530182599966	0.7544776947074163	0.828637567077974	0.6403778832509108	0.8268442710362499	0.5593439937664052	0.6930000028437933	0.8511729225379149	0.8441942538313004	0.8364295606623763	0.5299829656782589	0.7464462537289239	0.871320629160825	0.7699194922122721	0.784603134428952	0.8584149265021627	0.6371837346399616	1.0	0.7740577801918423	0.467702755351308	0.5649263599730409	0.6191171159386082	0.7266824591986759	0.5805603979035556	0.46811965544600637	0.8838031753795753	0.8646513651629636	0.6316252562968693	0.8408476779005981	0.6409546045278878	0.7404265121159813	0.8638005022138932	0.8608992643106786
HMP_2012__SRS024441__bin.54	0.7856761568721563	0.8675608799006334	0.8483737794021786	0.7907411311062322	0.8641265043635055	0.839818000797787	0.7724101922147668	0.8399606943989518	0.6524476817154367	0.845994039299115	0.5592233576452962	0.6866707961330034	0.873606548339079	0.8378189931669223	0.8521538626184925	0.5291403034833454	0.7479972628772867	0.8718870904450419	0.7919644044325821	0.7949538353769867	0.8775046780799928	0.6705405817358677	0.8827285610971841	1.0	0.47905484947446597	0.5858850084156794	0.6209655816547918	0.7113165754832934	0.5873326998602252	0.47443871147678146	0.8746767503478157	0.8634169280013492	0.6221071304641109	0.8651383317172202	0.648351726754726	0.7604991681611658	0.8765414962721296	0.8739522560182648
HMP_2012__SRS016002__bin.44	0.7980321726252322	0.8903500815255334	0.8679110442634721	0.8254089195420498	0.8940860729320936	0.8192793868488265	0.7184955762915173	0.8927480206831873	0.6431193659149606	0.8651458828780988	0.5406830553329133	0.6912694564561296	0.9070619912900165	0.8318583973498429	0.8790662440312645	0.46908461613732794	0.7509551626057824	0.9087463758794367	0.8025421893261472	0.7936584899250273	0.9885281535208805	0.7788739471221982	0.9041165171940263	0.8120558837466783	1.0	0.9035107104650638	0.6149729915747786	0.727788277694768	0.5419815267429038	0.9083582637645117	0.8968710247369248	0.8877839238024873	0.5613299601662834	0.8854255654837493	0.70538992073937	0.8056327931648289	0.9221763744171447	0.8980584499044012
HMP_2012__SRS023617__bin.17	0.7755568256667794	0.8461937903178027	0.8265310745489459	0.783968892342972	0.870929884052011	0.792123064484089	0.7149812329449813	0.8382208413634953	0.6380824844304888	0.8314781190427234	0.5157986540693318	0.6625824652626517	0.9178440365373826	0.8038224152171716	0.8461171189695371	0.4682615468793019	0.7351545101920617	0.8640355615653501	0.7708685469733985	0.7675612238141208	0.8677506368949498	0.775694485587529	0.8653947354664232	0.7870113508446046	0.7159805742683986	1.0	0.6008132390508087	0.6956487267328597	0.5484075012459094	0.7105586901745667	0.8513821753055527	0.867199997211951	0.5562454040754307	0.8550806965940496	0.6749091270269988	0.7844986216582618	0.8755806983365803	0.8528267332081034
HMP_2012__SRS023835__bin.51	0.7999717050396739	0.8672494778034979	0.8460559020604098	0.8152168345257057	0.8896529070225977	0.8413815420915993	0.7794424104053904	0.8588122133407485	0.6622785085954073	0.8365697726890213	0.5774017583529081	0.6913247489025539	0.854734649374218	0.837431630675965	0.8610099512074549	0.5294897719409936	0.7784569652354133	0.8609286438501961	0.7563047757502434	0.7928272275573399	0.891740066883432	0.6413906485156122	0.8850639197789091	0.7784228161453646	0.4547821328708571	0.5606849657004914	1.0	0.7256470236222264	0.5996946095661359	0.4630120635725965	0.8759705049430808	0.8740711650775144	0.6365219639629531	0.860413155205175	0.6661853271116944	0.7593936422525064	0.8941581476883099	0.9451232253652936
HMP_2012__SRS018739__bin.54	0.6804929166445587	0.7704831248763969	0.7467278370804131	0.6825278438333566	0.744736321671643	0.7292865515129006	0.6668670441883685	0.7286070365671894	0.585317412464969	0.7203708571897143	0.4845918327971175	0.6058951991394821	0.7391585108794744	0.7449358952714925	0.7350844359121538	0.47980266934211857	0.6623293072926967	0.7613787098983683	0.6601906741849438	0.6889654490466292	0.7556025313891287	0.554015710240839	0.7703565071846495	0.6612355716125546	0.3991146408639909	0.48140950814453226	0.5381095134504165	1.0	0.5104779154627936	0.40888048254605264	0.7767187447242628	0.7504684854594654	0.5435607065508375	0.7383939811978757	0.7133212664663294	0.6369943130568164	0.7603657683643888	0.7374582161617234
HMP_2012__SRS054687__bin.35	0.7718417471346117	0.8571913381842055	0.8426182058155757	0.7852531662882621	0.8483156440626965	0.8328030541346391	0.7650561110047324	0.8308113015291189	0.649658410154006	0.8100201397817107	0.57212281505594	0.7145134652734086	0.8562698320431108	0.8341280397735044	0.8316003091063271	0.5511760743496458	0.7549263820882458	0.8578743469103045	0.7636182878792023	0.7754978526684356	0.8497714186065596	0.6186665686462237	0.8725671554011544	0.7740728519845721	0.42138731980195315	0.5380621358426566	0.6304922791804579	0.7237379298082446	1.0	0.4194605342342096	0.863740186557978	0.8459520406488498	0.6255658970922122	0.8539387121481522	0.6424239885658014	0.7221539308477173	0.8572682728342041	0.8480472276171458
HMP_2012__SRS024580__bin.26	0.740564262805809	0.8493745934316074	0.8164563421576501	0.7752876519702394	0.8355138972937365	0.77619692188423	0.6751030145081128	0.8082151815086253	0.5895429836218015	0.8146161530460028	0.49893660780466986	0.6448496869616672	0.8498879907299829	0.7962359112131949	0.8207800133813192	0.4424257919256419	0.7125603989241337	0.8677445260817167	0.7649805311084742	0.7461075103426875	0.8527900256595558	0.7243046198540426	0.8485024365753308	0.7540888795877152	0.8517240561685511	0.8407633331237132	0.5870656870193989	0.6991100082576553	0.5058664404144704	1.0	0.8564343217434065	0.8404200373398597	0.5261105824791317	0.8267376900626695	0.6467764732079806	0.7513352968889979	0.8570652437245427	0.8339984474370856
CM_cf__CF_TNFC022IS_t2M15__bin.18	0.7671587316546579	0.9844132774726766	0.9281750757517343	0.7891442981291249	0.8488518007636574	0.84216794180896	0.7542125389468154	0.8366989664636149	0.6401180042095402	0.8210911105589778	0.5554799704132717	0.6957513344014258	0.8547200255885218	0.8512581499156093	0.8358536313710707	0.5291472111081601	0.7547385886902162	0.9709952963956169	0.7717446745317101	0.7869755566788612	0.8804833260508859	0.6370907907024563	0.8875538686931862	0.7702522011554817	0.4659235714265315	0.5581376354035475	0.6153565400663131	0.735793372687109	0.5771262605060016	0.474500866754056	1.0	0.869709301827466	0.6291457831772606	0.8403756029438223	0.6391133120286043	0.7339604805844235	0.8687868584663451	0.8519178539912097
CM_cf__CF_TNFC018IS_t3M15__bin.20	0.7521688510599818	0.8559193385216207	0.8311195510266366	0.7607447848669301	0.835842135901479	0.8095638560617622	0.7454048616174118	0.8143746079112905	0.6284756721318887	0.8072788619678191	0.5306623261386821	0.6787704098068803	0.8319017503405166	0.8178447696072614	0.8181793519727361	0.51492960771348	0.7271407337074779	0.8495899670504191	0.7427971537892019	0.7557627856242618	0.8485178340313219	0.6255215133069962	0.8592001672911828	0.7523502715655854	0.45635847787630623	0.5625358178334662	0.6075727518834387	0.7034588582376778	0.5593035939345643	0.4607374376190395	0.8605741026467048	1.0	0.6070194475999932	0.8315355182918213	0.6261499855880907	0.7204168715418482	0.8458072647326449	0.8284462831403269
CM_cf__CF_TNFC004SA_t1M15__bin.22	0.7859502984867416	0.898315244465133	0.8785824533895191	0.7985733068737698	0.8631199418542927	0.8589476606969318	0.8026451396885285	0.8570097426725792	0.6589313276330941	0.8385476639635446	0.6229014054601432	0.7264522135384766	0.8610293096830569	0.8509754922377114	0.8564544185020947	0.560204489959249	0.761771647434484	0.886352091857151	0.768657667148492	0.7991408808421328	0.871402438526431	0.63153342969841	0.9069203191480674	0.7832871924279915	0.41693983715935357	0.5213791639104621	0.639324301149031	0.7362251022858123	0.5976284391307544	0.4167642567230974	0.8995426742125422	0.8771198275228458	1.0	0.8620011269814049	0.6331855191056014	0.7422471029228017	0.872344039656679	0.8653886044213605
HMP_2012__SRS018439__bin.19	0.8021064467676255	0.8762012992072653	0.8611941246773859	0.8156517434047669	0.8876313981882065	0.8429689007805073	0.7739351786919458	0.859426565060459	0.6832609886586086	0.8420272811948198	0.5748176998109568	0.7130439786094718	0.8920026468441059	0.8510095288785317	0.8692257621364635	0.5411405644443006	0.7729108452279487	0.8777123259262456	0.7746298553945632	0.8029395793100224	0.88698946656741	0.6696731363304528	0.8861119802062093	0.7994715901803042	0.4826906225238282	0.5882419225102823	0.6342733945416033	0.7340275305352069	0.5987513800630784	0.48066533125709515	0.8818719948789321	0.881858209232547	0.6326586757867708	1.0	0.6589389128039884	0.7567234994923286	0.9033044793760737	0.8729880448477045
HMP_2012__SRS049147__bin.40	0.5900538079234022	0.6318162884515529	0.6145007503437887	0.5988599339240983	0.6474297158964468	0.613055411319635	0.559300554056136	0.6381111878256006	0.4938597342128237	0.6148174353648725	0.4072831848812859	0.5046977797812306	0.6283618540053523	0.6124722543979276	0.6293444334761745	0.39680690202164876	0.5811095958414407	0.6271886929182382	0.5682921262403496	0.5923915710430064	0.6537833874455787	0.494854866963761	0.6430337854416187	0.5703788237576533	0.3660844607510285	0.44200726949039393	0.4675195289096335	0.6750634796551273	0.42882176054047577	0.35798474205862385	0.6384769447598615	0.6321666390874906	0.4424129686795661	0.6273073784756894	1.0	0.573845811483969	0.6559317101561742	0.6439273507443525
