	ZeeviD_2015__PNP_Main_587__bin.30	LiJ_2014__MH0381__bin.36	VogtmannE_2016__MMRS94549160ST-27-0-0__bin.73	NielsenHB_2014__V1_UC48_0__bin.17	ZeeviD_2015__PNP_Main_370__bin.19	XieH_2016__YSZC12003_37286__bin.39	ZeeviD_2015__PNP_Main_362__bin.44	XieH_2016__YSZC12003_36526__bin.18	ZeeviD_2015__PNP_Main_456__bin.45	ZeeviD_2015__PNP_Main_391__bin.36	LiJ_2014__MH0367__bin.73	LeChatelierE_2013__MH0009__bin.33	CosteaPI_2017__SID713A087-11-0-0__bin.51	FengQ_2015__SID31223__bin.25	ZeeviD_2015__PNP_Main_630__bin.20	ZeeviD_2015__PNP_Main_39__bin.63	XieH_2016__YSZC12003_35550__bin.129	LouisS_2016__AS66_12__bin.19	ZeeviD_2015__PNP_Main_696__bin.15	ZeeviD_2015__PNP_Main_575__bin.21	XieH_2016__YSZC12003_37315__bin.107	ZeeviD_2015__PNP_DietIntervention_15__bin.11	XieH_2016__YSZC12003_36051__bin.12	ZeeviD_2015__PNP_DietIntervention_46__bin.3	FerrettiP_2018__CA_C10009MS2134FE_t0M15__bin.20	ZeeviD_2015__PNP_Main_736__bin.22	LeChatelierE_2013__MH0422__bin.90	XieH_2016__YSZC12003_35740__bin.65	ZeeviD_2015__PNP_Main_145__bin.10	LeChatelierE_2013__MH0313__bin.71	NielsenHB_2014__MH0009__bin.20	XieH_2016__YSZC12003_35549__bin.15	ZeeviD_2015__PNP_Main_245__bin.6	BackhedF_2015__SID133_M__bin.53	KarlssonFH_2013__S195__bin.8	LouisS_2016__AS66_18__bin.31	ZellerG_2014__CCIS90443472ST-4-0__bin.48	NielsenHB_2014__V1_UC49_0__bin.29	ZeeviD_2015__PNP_Main_666__bin.37
CosteaPI_2017__SID713A087-11-0-0__bin.51	0.7746162314135421	0.7918052667943747	0.7958760397760101	0.6267481533779242	0.7898010004985518	0.7636147709647952	0.5523180773126234	0.42212689872482645	0.7527333904603715	0.7877464389380909	0.7804140180446836	0.8012821520337833	1.0	0.803490742842198	0.7965355364335753	0.4707888246436738	0.5785671759271774	0.8390777860275983	0.7898582113620775	0.745402855639388	0.789993379885792	0.7849324188815968	0.7913488372677852	0.6752723960098251	0.8257193637397547	0.7587600205456156	0.7628188484018994	0.7940578659593476	0.4573511873140254	0.7072941336232017	0.7852756840627508	0.5165424268848308	0.7895834734789926	0.43775175137541833	0.7619185631648798	0.8037246158227646	0.8021271124797011	0.6996178188578323	0.7927281849004814
FengQ_2015__SID31223__bin.25	0.8778555289980108	0.9042609818269657	0.9082474956619575	0.7095659579711092	0.9088057264863504	0.8693507499909483	0.6792955807897264	0.49555495871631766	0.8613507024359507	0.8955189682294789	0.7574279014898224	0.9175363917321313	0.6906487960749834	1.0	0.9100572875602071	0.5563734774970291	0.677444178268555	0.8122253090939746	0.9015206250888279	0.8449788137081604	0.8837572122828075	0.7631555767151277	0.9005252125249056	0.7818808974276529	0.8067564843671051	0.8652793937170121	0.8614620243622091	0.8893892371151625	0.5414974096036237	0.8050018130342844	0.8949937016648032	0.6070044188319952	0.8970985507074076	0.44049924101142995	0.8661980698074941	0.7182901384444869	0.7773880309474955	0.7966424010085983	0.8974130621689727
ZeeviD_2015__PNP_Main_630__bin.20	0.8639091403285052	0.838498000823041	0.8445900290096581	0.6837098830976828	0.8722604671012189	0.8175668466857354	0.6437608913230132	0.4728640305642912	0.8406998897531385	0.8956185763421413	0.7149392118111476	0.8511255848926236	0.6436867160152618	0.85558219995834	1.0	0.5515279605346719	0.6796358297219443	0.7611920886445732	0.9012076349761978	0.8410042117349401	0.8539493270877047	0.7175653225355763	0.8622696628071798	0.7630251332361264	0.7581585217775655	0.8811178117268114	0.8394907306267814	0.8758224060234414	0.5222373508238032	0.7679654119523855	0.8285000838282588	0.5610579634305571	0.8894721867998435	0.40981654312582877	0.8262316403412064	0.6708917802581911	0.7255340876183122	0.7674146856948346	0.8856298042483145
ZeeviD_2015__PNP_Main_39__bin.63	0.9329324511396607	0.9030297338519095	0.909966759708179	0.7587356227384907	0.9462123134466507	0.9061930248665557	0.7929024165809547	0.5768549681187584	0.9307697100662728	0.9706219393150206	0.777774968371605	0.9175006840402351	0.6762200523572974	0.9297194938373167	0.9803023502990362	1.0	0.7700694695911381	0.8341669744471465	0.9570404671881928	0.923541910671118	0.9245803875957092	0.7953757977083071	0.9350915801193977	0.8559930503318159	0.8285086297432434	0.9288227915885175	0.8909861105968895	0.9344242458174213	0.6145841893242766	0.8637780151725993	0.9020526625193811	0.6570371260015658	0.9458827099010196	0.4931853338161499	0.9128573376521933	0.713288260424728	0.8038082303359879	0.8388356054907435	0.9589323012377742
XieH_2016__YSZC12003_35550__bin.129	0.9084469952156388	0.8720219064366215	0.8778753268552245	0.7486811605786907	0.9096566450095345	0.8754253399865262	0.6912224385397993	0.5383883610993754	0.8918094933601288	0.9464464128709593	0.7561709980931066	0.8919443746645809	0.6567599084234446	0.8946434280690135	0.9546841636502734	0.6085844456877948	1.0	0.7962064811537276	0.9372944665836921	0.8809276408189365	0.8833276716489489	0.7592390125261199	0.9088837537252932	0.8310072850177558	0.7943202838644849	0.9097679756100346	0.8674566381584206	0.9033129417541135	0.5657656976146705	0.8273790492937644	0.8746981227947977	0.6374668862829281	0.9216368167441223	0.4588283738881213	0.8720440298251824	0.6908991516037316	0.7731639014809825	0.8268181143450906	0.927838502118136
LouisS_2016__AS66_12__bin.19	0.7892462245374994	0.8090513138538752	0.8141926586581346	0.6380486727036333	0.8137561858590432	0.7731326501790245	0.6029180546810075	0.44162992657787364	0.7749433047957041	0.8075002571488747	0.8029412388970191	0.8201699413918258	0.726353324186634	0.8179859447051006	0.8153997617359209	0.5027323088377034	0.6071815558132789	1.0	0.8099405863647421	0.7624298146840988	0.8149382543373804	0.8094959501093086	0.8096657500012245	0.7039217788497908	0.864810986053007	0.7762483693495956	0.780625070409811	0.7962956412041207	0.484399362815021	0.7217970270868924	0.8004421327954886	0.5375766616579327	0.810474476409516	0.4658411053972964	0.7837614703364487	0.8182803733638393	0.8554948496753938	0.7180739467644685	0.8120467581010059
ZeeviD_2015__PNP_Main_696__bin.15	0.9326762290563626	0.8970347757657452	0.8919655614939573	0.7262950148019536	0.9213739558390733	0.8525230121364614	0.6861187490869277	0.5026011358211622	0.8921398938039256	0.9522383779817749	0.7563757561867605	0.9109389994411591	0.6823149375635077	0.9060142474573822	0.9633657757977876	0.5755779441930233	0.7132782023243222	0.8082453208610604	1.0	0.8894586520147872	0.905398381913756	0.7576438743916698	0.9159701973213651	0.8112187457740707	0.8041455245746102	0.910222662005495	0.8891947096389474	0.9336293543024508	0.5513310896421083	0.8164134141380788	0.88636520392264	0.5947887130419576	0.9515991595118912	0.4357742934246306	0.8779038413391328	0.7123891618526148	0.7689369150567178	0.8065438157921176	0.9501382438925309
ZeeviD_2015__PNP_Main_575__bin.21	0.9229560554544416	0.8937554327688303	0.9059597911020277	0.7273332649746335	0.930734382173294	0.8653570538021808	0.7090820747176125	0.5200747362558231	0.8998914028836497	0.9447646169155156	0.7595552645132123	0.9116238531468694	0.6907586417437062	0.9109713382846782	0.9644152185109145	0.5958404507945534	0.7191552729026891	0.8161865633207414	0.9541689873668462	1.0	0.9147629157160535	0.7638671060266738	0.9271589502900196	0.823345000920512	0.8104846321097903	0.9208219822935432	0.8904619805224314	0.923915601863396	0.566293179588403	0.8297309075316528	0.8888033110468436	0.6132183198208381	0.9413284270430123	0.43966917496486907	0.8874773076304622	0.7216721159425694	0.7787292972181893	0.8111120950620938	0.9460276992559
XieH_2016__YSZC12003_37315__bin.107	0.8910684176779311	0.8821049689979549	0.9067077854979906	0.7292905952271155	0.9254249906251053	0.855591827853185	0.6940365728588099	0.49995112352383375	0.869995752993201	0.9125900832115104	0.7695957390758315	0.908650694460169	0.693973613330189	0.9031837087249204	0.9282868877945222	0.5654605130538851	0.6835786637889376	0.8269866630731871	0.9207113101270402	0.8671471104613884	1.0	0.7694532517215841	0.9143021405687455	0.7939848245444961	0.8199318822082448	0.8798119166923936	0.8652146947539802	0.901336343608807	0.5553013856066785	0.8025047951412917	0.8798329032019339	0.6025619005383039	0.9148052645211459	0.44453293142326644	0.8616072242193157	0.7285069147787553	0.7805142468024567	0.8195949935024662	0.9154829078686708
ZeeviD_2015__PNP_DietIntervention_15__bin.11	0.8869588505748621	0.9044019997802868	0.9098707787273405	0.7247123414473381	0.9076645460224433	0.8707046228830664	0.667644108793144	0.5049757242898161	0.8794216472120798	0.9061818068356812	0.907007356492493	0.9180313695868807	0.8115861669079395	0.9179923672408895	0.9181093742788629	0.572549238836716	0.6915570971593942	0.9668772576670487	0.9068422465611307	0.8522851149496642	0.9056598254385001	1.0	0.9055493187915253	0.8027267840160586	0.9580269753225656	0.8851244402350802	0.8726352390096265	0.8891696335534582	0.5541479319981096	0.8195718972496195	0.9000649389060752	0.6150312441293344	0.9034958452750933	0.5346168572039608	0.8841396309988045	0.8561905498615742	0.9292744458579184	0.8112175947383236	0.9085310481425458
XieH_2016__YSZC12003_36051__bin.12	0.841145172382738	0.8525367198565592	0.838245859293767	0.6795000245617769	0.8840013795531394	0.8102843230364906	0.6602338690529798	0.4700893843999967	0.8177787352322315	0.8587984378709852	0.7095994588221809	0.8622611367190378	0.6440942230700584	0.8527091639989848	0.8684706609574181	0.5298753080456194	0.6516838121515298	0.7612748790332484	0.863032274174929	0.8143298523837205	0.8471331289247673	0.7128385431591358	1.0	0.7495583997183582	0.7591134426605317	0.8292577840364824	0.8205455170663414	0.8547523968200686	0.5205909563537223	0.7743775636354705	0.8385610687647882	0.5651746751704997	0.8663655119902408	0.4098413923252634	0.8145882627455154	0.6728013115988898	0.7267706994375354	0.7643691512268608	0.8667886909391604
ZeeviD_2015__PNP_DietIntervention_46__bin.3	0.9641436093948741	0.9172158445450632	0.9221048815931283	0.7610954860717788	0.9530482851474381	0.8962427624062632	0.7124821588661939	0.5416306068089211	0.9282574431106523	0.9652310689792444	0.7858740294585034	0.9311799907436475	0.6952575758066134	0.9365499697388479	0.9721565035585173	0.6135854772361696	0.7537350676587578	0.8372312502225084	0.9668719678163746	0.9147729442644598	0.9305922447301903	0.7993410512756612	0.9481799616152659	1.0	0.8350686297038291	0.9479903034853727	0.9030846956245934	0.9522572877592831	0.5905455745896944	0.8614841881434541	0.9175025972807037	0.6451075646407338	0.959667548069921	0.46753447667625747	0.9075329231625655	0.729659489217644	0.8047608721684786	0.8492787489036401	0.9671444800098389
FerrettiP_2018__CA_C10009MS2134FE_t0M15__bin.20	0.8210182453045506	0.83744322495874	0.8441033521712049	0.671653852973671	0.8527776009675058	0.8018221435163926	0.6281769017081388	0.46121167826794635	0.8077042423856656	0.840735495369339	0.8384400560134941	0.8515352562208168	0.7464269801361237	0.8484396240912584	0.8480969278962659	0.5214227745775118	0.632554092576848	0.9030885849772899	0.8414993157442475	0.790613761497088	0.8437487212828545	0.8375875779164981	0.8431019745666002	0.7331794705088044	1.0	0.8101014107944187	0.8211296357758915	0.8267343951042752	0.5076859425225168	0.7552609264959286	0.8329949942486145	0.5549223221958017	0.8400114573056237	0.48015544653939357	0.8121189422906427	0.7934246659422497	0.8578646219316471	0.7539219675649134	0.8424063524394513
ZeeviD_2015__PNP_Main_736__bin.22	0.9207436166831973	0.8862436794504529	0.8936372097862634	0.7305989805692934	0.922712585909147	0.8677177260384588	0.673809316470241	0.5122034247171798	0.8977787177158599	0.9377139600031213	0.7633289942876142	0.9004986321262041	0.6824604538016035	0.9054261444280206	0.9807033099266133	0.5816262713196617	0.7208598774737932	0.8065439670488872	0.9477307092473697	0.8937446492328258	0.9008311289397762	0.7699721449098017	0.9163917536266468	0.8281523016356808	0.8060418290039006	1.0	0.8799420731741797	0.925110747450575	0.5615407495201981	0.8233542821405104	0.8843380429508979	0.609121722107306	0.9353994881358577	0.4410428864342431	0.8780415259115671	0.7156224871892597	0.7762890188969023	0.8133641100225171	0.936784891525742
LeChatelierE_2013__MH0422__bin.90	0.8576167355075232	0.8478462646317299	0.8480223628479362	0.6737837438047293	0.8681219423253959	0.8110888775824804	0.6344509880735452	0.4684158367022277	0.8456030442775937	0.8757239668588576	0.7300777378802434	0.8624125672356535	0.6574396619781194	0.863762292332792	0.8953255947649522	0.5346179291825087	0.6586116633370558	0.7771972858117396	0.8871470517636643	0.8281606514225214	0.8488654669230656	0.7273858734552799	0.8688718498061023	0.7559555062119323	0.7828730667802365	0.843170721531285	1.0	0.8704058007294259	0.5231785890577445	0.776070257228019	0.8433435687034999	0.569467495249412	0.8853405549857198	0.42136022596923106	0.825979742744889	0.7066480056741554	0.7425904643628686	0.7616134064384759	0.8818153396176014
XieH_2016__YSZC12003_35740__bin.65	0.9189464535727572	0.8927197769932214	0.8907423016392834	0.7188592698527327	0.9198521591354172	0.8495255971074234	0.6685303370393698	0.4950194388012348	0.8828875728784339	0.929085111741014	0.7444451788659233	0.9069504981107462	0.6899498912115424	0.8990438742784537	0.9416988916851532	0.5652591448675501	0.6914340902548157	0.7992709561858106	0.9390833800844196	0.8662882514474628	0.8915234590304799	0.747218560736626	0.9124819664626735	0.8036241332840239	0.7946512022995526	0.8936883029055231	0.8775112434769261	1.0	0.5413863194758926	0.8082564512402103	0.8837872695380847	0.591008933053719	0.9418545768994825	0.4234861797962108	0.8652077414336259	0.7026581748120989	0.7629662567320199	0.8033488162734204	0.9380520338224763
ZeeviD_2015__PNP_Main_145__bin.10	0.9030869276418475	0.9048108472080613	0.9026195012478371	0.7592908968481976	0.9410204473990409	0.8636126319932865	0.7371906489208646	0.5645162319054505	0.8936153928158477	0.9252864922883757	0.7684799712801561	0.909760282241715	0.6628397839086869	0.9130167772362435	0.9366067759515043	0.6201235718665803	0.7223414326573419	0.8109920829085038	0.9249867198056673	0.8856554766792498	0.916152998772664	0.7767515050127608	0.9269876327905539	0.8312763838509192	0.8139524500705695	0.9048299816218511	0.8797803004831896	0.9030267909127936	1.0	0.8359114678008818	0.8907552535355385	0.6505099321275007	0.9241220265348761	0.47564416915186253	0.8840263180194242	0.699523188631607	0.7753255356041326	0.837373883711967	0.9264628031551737
LeChatelierE_2013__MH0313__bin.71	0.9198938590030713	0.9169641470392248	0.9140619911519943	0.7553007871017521	0.9387616299168808	0.8916852043909356	0.7008293126512453	0.5347482126126668	0.8992280540900733	0.939692900051605	0.7807425611118627	0.9280968019920538	0.7045756865220724	0.9329278832423983	0.9466727290035222	0.599056580140586	0.7260713051058905	0.8306096656696377	0.9414602466018347	0.8919275726102619	0.9100300361235113	0.7896093550375013	0.9477611940298507	0.8335049325377143	0.8322805659517117	0.9118875661972113	0.8970035271778068	0.9266407138526902	0.5745517127354166	1.0	0.911984012465367	0.6379050116988071	0.9365039104577816	0.47101977524261873	0.91422294369041	0.7348610672718983	0.7927808089462055	0.8428758774105304	0.9378923609545425
NielsenHB_2014__MH0009__bin.20	0.9144886479283952	0.9377260079661447	0.9319208247545626	0.7407218838493209	0.9455740423167756	0.9092224150594193	0.701001243599248	0.51283418504688	0.8897502538513449	0.9317901006289092	0.7889361521582955	0.9971011351784929	0.7161532017950486	0.9495708751234856	0.9349899749502761	0.5727350755189834	0.7027310448584424	0.8432726670187044	0.9357519589984926	0.8746900318840729	0.9134073071346132	0.7938807348759926	0.9395871067024208	0.8126889551300905	0.8403715087914841	0.8966625786709829	0.8923882437729734	0.9276115154194267	0.5605100763646768	0.8349172166540243	1.0	0.6283255099530941	0.9352674770415754	0.4567965364986919	0.8976246623676777	0.7471044319492056	0.8037102717628435	0.8319759238268226	0.9361366778068849
XieH_2016__YSZC12003_35549__bin.15	0.9026701191855986	0.9048148234994606	0.9232721772977898	0.7683074506073173	0.938960090578375	0.8947696348056786	0.7214941077159108	0.5648720714443634	0.8912992503165553	0.918063250772127	0.7702185069307196	0.934134715234184	0.6880606714323041	0.9406676470391189	0.9248239684315605	0.6093246484393319	0.7480412091409123	0.8272093552990359	0.917165506522045	0.8814558865894428	0.9136984718248997	0.792347232736847	0.9249579601106771	0.8346149079142186	0.8177076703536711	0.9020939549653967	0.8801469553740713	0.9060441971553567	0.5978825964907579	0.8530002411850224	0.9177441830862303	1.0	0.9095070446125295	0.4609431004334631	0.8945200753033237	0.7253664672423843	0.8020641418167932	0.8514794356270475	0.9186754252560916
ZeeviD_2015__PNP_Main_245__bin.6	0.9166680945761572	0.8848324955074398	0.8801969658351235	0.7081988421081942	0.9108502558456829	0.8433793905539504	0.6689293677430962	0.4887343295857849	0.8721135702092387	0.925146664153546	0.7419321328898246	0.8989827215812098	0.672500926356282	0.8889116759445086	0.9374709509663021	0.5608803490381958	0.6915153261095393	0.7974224805786461	0.9382382738287751	0.8651685754246782	0.8869599021596417	0.7442496299929533	0.9065975844055149	0.7938691278114646	0.7914531049534894	0.8857658128481868	0.8749247670187178	0.923237192187336	0.5430819927048104	0.8007129195108839	0.8734677638723192	0.5815407714566605	1.0	0.4293645302998824	0.8587724333505397	0.7016458084787838	0.7571495428190789	0.7927799898475635	0.9269983057853894
