	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.41	LiuW_2016__SRR3992987__bin.37	BritoIL_2016__M2.46.ST__bin.22	LiJ_2014__MH0374__bin.24	ZeeviD_2015__PNP_Main_666__bin.22	BritoIL_2016__W1.41.ST__bin.20	LiJ_2014__O2.UC29-1__bin.21	BritoIL_2016__WL.43.ST__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.88	NielsenHB_2014__MH0117__bin.12	BritoIL_2016__W1.1.ST__bin.107	LiJ_2017__H2M614904__bin.51	CosteaPI_2017__SID713B063-11-0-0__bin.6	CM_madagascar__A94_03_1FE__bin.52	BritoIL_2016__W2.61.ST__bin.75	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.135	LeChatelierE_2013__MH0453__bin.19	ZeeviD_2015__PNP_Validation_66__bin.52	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.91	ZeeviD_2015__PNP_Validation_42__bin.79	CosteaPI_2017__SID713B040-11-90-0__bin.102	LeChatelierE_2013__MH0117__bin.8	XieH_2016__YSZC12003_35561__bin.73	LiJ_2014__MH0252__bin.98	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.105	XieH_2016__YSZC12003_37101__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.102	LeChatelierE_2013__MH0437__bin.41	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.18	CosteaPI_2017__SID713A028-11-0-0__bin.81	LiJ_2014__V1.CD6-0-PT__bin.11	BritoIL_2016__W1.2.ST__bin.59	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.5	LeChatelierE_2013__MH0448__bin.59	LeChatelierE_2013__MH0415__bin.94	XieH_2016__YSZC12003_37394__bin.51	BritoIL_2016__W1.5.ST__bin.20	LiuW_2016__SRR3993044__bin.27	XieH_2016__YSZC12003_37228__bin.62	ZeeviD_2015__PNP_Main_474__bin.41	XieH_2016__YSZC12003_36058__bin.52	XieH_2016__YSZC12003_37182R1__bin.71	LiJ_2017__H2M513938__bin.8	LiuW_2016__SRR3993055__bin.107	LiJ_2017__H3M517925__bin.78	BritoIL_2016__M2.49.ST__bin.104
BritoIL_2016__W1.1.ST__bin.107	0.9947809824205525	0.9955123560064364	0.9956454392816175	0.9939407676574419	0.9963241426165691	0.995145055939091	0.992963206130213	0.9960609380706422	0.9994363739181562	0.9945432636573522	1.0	0.9961339072836513	0.9939584414882633	0.9962502436802592	0.996574615851117	0.9939431662414665	0.9928533097952286	0.9717090956799461	0.994446547949003	0.9935087702850929	0.9947076005735822	0.994958638721015	0.9960131147998504	0.9958211571801647	0.993589480172591	0.9937678980127503	0.9954521470388703	0.984324696360718	0.9959834143361501	0.9944502677247344	0.9944884509565551	0.9964727991611135	0.9939059632506884	0.9934331674889054	0.9955354944604021	0.994190577192376	0.9968877039947304	0.9962361280277545	0.9951346431481245	0.9939455592564032	0.9958238587429612	0.9951449766988508	0.9959479534049257	0.9953219907535849	0.9961146313291259	0.9966387340790933
LiJ_2017__H2M614904__bin.51	0.9951208372360453	0.9962375860310069	0.9968641865373642	0.9942019690365952	0.9959099099446828	0.9956826064766111	0.9934699041409177	0.9967872453869232	0.996078856152513	0.9968150675583458	0.9961339072836513	1.0	0.9944564019108615	0.995676340644646	0.9965229716605566	0.9944126796744643	0.9933949480475563	0.9716637395475635	0.99455871713146	0.9946650196882851	0.9955998780499608	0.9971992106399161	0.9965229072672551	0.9953609622395212	0.9939267127391592	0.9941311309645958	0.9957633729792009	0.9844837584398124	0.9964188060624807	0.9947954510425612	0.9951537853472746	0.9964863202894247	0.9943396840384798	0.9941635722923424	0.996177480560667	0.9946735064165787	0.9962562721195058	0.9957944718047166	0.9958478257132543	0.9944299008078535	0.9960410998026343	0.9959221553727163	0.9967219195413795	0.9949777887378689	0.9969037880335795	0.996414961818372
CosteaPI_2017__SID713B063-11-0-0__bin.6	0.9946042318494421	0.9942819412613145	0.9945739923431954	0.9939165657177468	0.9940206038518268	0.9946947924826333	0.9928501796828583	0.9943884843122576	0.994037779597005	0.9922847311242591	0.9939584414882633	0.9944564019108615	1.0	0.9933927941628079	0.9942381556047762	0.9943731485072823	0.9923971902937421	0.9729039517402267	0.9944358476911943	0.9941395629264972	0.9950195039027526	0.9930625026882802	0.9944399049524293	0.99312147391142	0.9939460364805937	0.9939363019740057	0.9949436913950775	0.9846614797274441	0.9941123129281075	0.9940251378627305	0.9932783229487199	0.9941421737349797	0.9943117402827518	0.993763212216873	0.9941652763156394	0.9940877314746868	0.9943378320904614	0.9935117637845355	0.9933288935184394	0.9938186326323898	0.9939680918880877	0.9934567092385804	0.9945524782668063	0.992936350737036	0.9946482402223701	0.9941593770937669
CM_madagascar__A94_03_1FE__bin.52	0.9944761588552823	0.995481198714214	0.9953600521573366	0.9935377660056185	0.9960724058623878	0.9946371043182523	0.992862516738663	0.9956248986869833	0.9962476493506995	0.9945501301771368	0.9962502436802592	0.995676340644646	0.9933927941628079	1.0	0.9961412138975212	0.9935003726891275	0.9922504435632717	0.9721175084571301	0.9939262445578971	0.9938075879823587	0.9943893729309953	0.9951232417214907	0.9953861819912377	0.9952707003808978	0.9933166185290464	0.9933682639496552	0.9945700165674463	0.9844924773769471	0.995258288749784	0.9939022514606092	0.9948442636075085	0.9961242764941558	0.9933345502033848	0.9931682341234294	0.9950992421315262	0.9935937879155545	0.9961120744729397	0.9970887204918655	0.9942906711168821	0.9936367954140578	0.9955221370408264	0.9944482253430467	0.99559686155514	0.9968840294586399	0.995418085678437	0.9962679967652264
BritoIL_2016__W2.61.ST__bin.75	0.99514957422966	0.9962211938024731	0.9964503903156465	0.9940214834784966	0.9963078200060695	0.9953316660111671	0.9933062721144401	0.996544706551709	0.9963626604814323	0.994978281754037	0.996574615851117	0.9965229716605566	0.9942381556047762	0.9961412138975212	1.0	0.9942938699232142	0.9930668579405464	0.9718393658676344	0.9947707169379386	0.9941360594173868	0.9951085287823908	0.9954107698264986	0.9966025872992221	0.9956595947905057	0.993958315147345	0.994102622299939	0.9956138251603229	0.9843625534842466	0.9962743332229522	0.9948015506139198	0.9954754095550289	0.9997692607700428	0.9941738236134076	0.993786140244668	0.9961855230112717	0.9942950513591069	0.9965760001807555	0.9963214590637433	0.9954346131392721	0.9943707906134436	0.9963579695680341	0.9955646152143829	0.9965538627218138	0.9951057964221957	0.996486370791368	0.9995736171124522
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.135	0.9952075335458744	0.9943260949387066	0.9945589784982399	0.9955128586272994	0.993693059714916	0.9954526511387658	0.9947007923045541	0.9948369726997903	0.9939192400813986	0.9932596025300269	0.9939431662414665	0.9944126796744643	0.9943731485072823	0.9935003726891275	0.9942938699232142	1.0	0.9951623911837373	0.9723273513890309	0.9945167057924332	0.9953126531630679	0.9957332657660537	0.993388585609597	0.994524771893165	0.9934558602975835	0.9993698917672611	0.9955122748390148	0.9955229392032402	0.9839257321222388	0.9947341697218068	0.9944611686157874	0.9933964204896112	0.9941603095892664	0.9964317622520373	0.9949407642065271	0.9939071682546007	0.9964913826331149	0.9938987030825656	0.9934223082585817	0.9934416734924277	0.9960776632567563	0.9939041165881918	0.9937673189790193	0.994522738266164	0.9927651928280694	0.9947289704317489	0.9943815256502817
LeChatelierE_2013__MH0453__bin.19	0.9943060133526869	0.9930008662781541	0.9935893347713803	0.9943532450945777	0.9927142582679552	0.9941072487479169	0.9940084462131445	0.9939295619864985	0.9929088616198111	0.9924194157678408	0.9928533097952286	0.9933949480475563	0.9923971902937421	0.9922504435632717	0.9930668579405464	0.9951623911837373	1.0	0.9722225755975931	0.9932836875897354	0.9945040727953506	0.9945976668111838	0.9925908323124948	0.9937063177167715	0.9926732998220794	0.9945693548499336	0.9941619465797041	0.9941608944170528	0.9832218108225824	0.9937718020909617	0.9934156523970167	0.99286154900018	0.9930633434439987	0.9978663223169995	0.9935433094787369	0.9931668224235122	0.9952470120663794	0.9931828440095668	0.9922828671120987	0.992465369642222	0.9948449007521685	0.9931214663971961	0.9928036563261277	0.9932089821357712	0.992032294379693	0.9934847000982778	0.9931588352231042
ZeeviD_2015__PNP_Validation_66__bin.52	0.9720351770868374	0.972057172600149	0.9716421356476198	0.9722953121044516	0.9716998673496204	0.9715328360060341	0.9705456643701814	0.9711487359863732	0.9720634214068445	0.9702857749374713	0.9717090956799461	0.9716637395475635	0.9729039517402267	0.9721175084571301	0.9718393658676344	0.9723273513890309	0.9722225755975931	1.0	0.9720771843574121	0.9712079040554916	0.9717752747394618	0.9704245676022302	0.9717237026169436	0.9718654231135252	0.9718092595496133	0.9714397284800951	0.9722461705028471	0.9772964279523878	0.9720651872932073	0.9712234246486555	0.9710081098949838	0.9718891913446391	0.9723370260310521	0.9714623141794082	0.9713664087287565	0.9722736850701609	0.9716845995550778	0.9727276317395581	0.9705390256189323	0.9722666995114341	0.971549877221189	0.9701726236517996	0.9721985221184778	0.971268670908429	0.9716334009574272	0.9717630013105093
Bengtsson-PalmeJ_2015__TRAVELRES16__bin.91	0.9945598817995015	0.994597591142769	0.994787759989793	0.9942356185153598	0.9939784010249311	0.9951905315728261	0.9931855392993792	0.9950441264215297	0.9944385672139942	0.9935228228531847	0.994446547949003	0.99455871713146	0.9944358476911943	0.9939262445578971	0.9947707169379386	0.9945167057924332	0.9932836875897354	0.9720771843574121	1.0	0.9940401000615494	0.9949883004632062	0.9936502907755644	0.9948269253884342	0.9941446676270171	0.9944954281067975	0.9939845113367073	0.9950893626848508	0.9839422836529876	0.9949709950065877	0.9943474760508096	0.9934332090910359	0.9946241660447259	0.9942291250261875	0.9940448035924936	0.9944536338290653	0.9942789283445127	0.9945761367344954	0.9941002367110069	0.9938424323946269	0.9941622819163667	0.994318489505993	0.9939249761924742	0.9949934211556837	0.9935150892550175	0.9952336219236988	0.9949522660738069
ZeeviD_2015__PNP_Validation_42__bin.79	0.9949763700315549	0.9944561692170631	0.9945701954820048	0.9967999186358427	0.9937005767286997	0.99520076867981	0.9940181862427202	0.994731311696192	0.9942327919795715	0.9927911915060952	0.9935087702850929	0.9946650196882851	0.9941395629264972	0.9938075879823587	0.9941360594173868	0.9953126531630679	0.9945040727953506	0.9712079040554916	0.9940401000615494	1.0	0.9953729025429869	0.9933188771025024	0.9945987964563816	0.9936543231162387	0.9952277895397161	0.9971095744094034	0.9953112953726576	0.9834236982339319	0.9949970711008483	0.9943312975724479	0.9935343427762765	0.9942507903688674	0.9955724547652461	0.9944914365304053	0.994057465258507	0.9958492053067122	0.9940825398258044	0.9932896297156449	0.9935812899683064	0.9949090657963086	0.993958846855543	0.9938785160052223	0.994307352458371	0.9927919669574746	0.9948348610504875	0.9942851341624641
CosteaPI_2017__SID713B040-11-90-0__bin.102	0.997372647011386	0.9953415491751122	0.995616710313124	0.9950905586945379	0.9946542953102245	0.9977468924615834	0.9936536918155756	0.995789257001704	0.994926190971393	0.9939078389189843	0.9947076005735822	0.9955998780499608	0.9950195039027526	0.9943893729309953	0.9951085287823908	0.9957332657660537	0.9945976668111838	0.9717752747394618	0.9949883004632062	0.9953729025429869	1.0	0.9942789475950566	0.9956019813567458	0.9944218059181983	0.9951446837821046	0.9948970676078742	0.9974720678095905	0.9836049169995491	0.99576881010392	0.9964439085704822	0.9941544330834877	0.9950335349901189	0.9957087932674962	0.99492055541402	0.9951628602104967	0.9959500163404099	0.9948516817478477	0.9943663747377635	0.9945342587958833	0.9950312265362041	0.9948850222196592	0.9944574977079459	0.9956470904394423	0.9935762434338834	0.9955941331023457	0.9953282907084893
LeChatelierE_2013__MH0117__bin.8	0.994328992025145	0.9950719698329363	0.9953632393541929	0.9932297635900754	0.9949665769093984	0.9947149718395811	0.9924702469937693	0.9954622011006576	0.9953272015292461	0.9991967419333188	0.994958638721015	0.9971992106399161	0.9930625026882802	0.9951232417214907	0.9954107698264986	0.993388585609597	0.9925908323124948	0.9704245676022302	0.9936502907755644	0.9933188771025024	0.9942789475950566	1.0	0.9954867333275599	0.9943570296123302	0.9932912574693307	0.9929959560478485	0.994906775120917	0.9827944995172385	0.9954629468053661	0.9939418554452296	0.9945193049883327	0.9953062516711911	0.993470826939925	0.9929381084324853	0.9952902873568504	0.993712006206071	0.9951951999598058	0.9948579210408894	0.9947856617226867	0.9932901318591387	0.9949307237929956	0.9946541644059278	0.9954284665815121	0.9938051082339455	0.9957784591241444	0.9952454957055088
XieH_2016__YSZC12003_35561__bin.73	0.9952252030519321	0.9964382328446686	0.9964395368107841	0.9944570087837438	0.9959855956312025	0.9957773628145111	0.9935987199169676	0.9966043006340467	0.9957509630154503	0.9950949278817561	0.9960131147998504	0.9965229072672551	0.9944399049524293	0.9953861819912377	0.9966025872992221	0.994524771893165	0.9937063177167715	0.9717237026169436	0.9948269253884342	0.9945987964563816	0.9956019813567458	0.9954867333275599	1.0	0.9954140191218241	0.9941202694317987	0.9943086035290317	0.9957240876912252	0.9840698014137673	0.9966102472280609	0.9948107841172027	0.9952689676076144	0.9966534601471623	0.9945432321287279	0.9941769735203785	0.9963360217752641	0.9947290055887222	0.9961938408400033	0.9958694417865004	0.9960560034958627	0.9947623677856439	0.9959868243965113	0.9959369640635783	0.9966553516769735	0.9949334563839711	0.9969129475541725	0.996650703518569
LiJ_2014__MH0252__bin.98	0.9944905333471569	0.9949309428147431	0.9951688062859445	0.9935910506087767	0.9956208987020502	0.9945528742020386	0.9921292802787132	0.9954079386800126	0.9958828656867474	0.9940068008895907	0.9958211571801647	0.9953609622395212	0.99312147391142	0.9952707003808978	0.9956595947905057	0.9934558602975835	0.9926732998220794	0.9718654231135252	0.9941446676270171	0.9936543231162387	0.9944218059181983	0.9943570296123302	0.9954140191218241	1.0	0.9930451209960705	0.9933390661906147	0.9946488230778464	0.9841930652201071	0.9950975674917244	0.9938863446156988	0.9947506326469978	0.995722532369414	0.9935955963358134	0.9930301839723221	0.9947655485059171	0.9937241832134831	0.9963274594612374	0.9952993485450101	0.9943088069080173	0.9933847585447778	0.9954368312814036	0.9942077530158078	0.995146643630694	0.9945086202231942	0.9951700328942681	0.9957149038008676
Bengtsson-PalmeJ_2015__TRAVELRES49__bin.105	0.9949692904062531	0.9938850089792195	0.9942178494259422	0.9951265216076803	0.9936520127297584	0.9948578021971729	0.9939321497526591	0.9944864802581042	0.9938767154377709	0.9928501089507208	0.993589480172591	0.9939267127391592	0.9939460364805937	0.9933166185290464	0.993958315147345	0.9993698917672611	0.9945693548499336	0.9718092595496133	0.9944954281067975	0.9952277895397161	0.9951446837821046	0.9932912574693307	0.9941202694317987	0.9930451209960705	1.0	0.9951644612726634	0.9951610782380013	0.9832004717129601	0.9943353896694876	0.9937746468984402	0.9932488290313668	0.9938613222360296	0.995741010515361	0.9943337571197975	0.9940532281444794	0.9960369596809071	0.9936625246203213	0.9928376074410801	0.9930158010261239	0.9952027352066303	0.9937612223481854	0.9935448984419886	0.9940391790719793	0.9922522401937	0.994425929237589	0.9940213730173312
XieH_2016__YSZC12003_37101__bin.40	0.9948896134864285	0.99380812953973	0.9942657212272955	0.9961810944967805	0.9935657650406332	0.9948194361481678	0.9937077954683645	0.9946396508564763	0.9939255594367234	0.9925272986005669	0.9937678980127503	0.9941311309645958	0.9939363019740057	0.9933682639496552	0.994102622299939	0.9955122748390148	0.9941619465797041	0.9714397284800951	0.9939845113367073	0.9971095744094034	0.9948970676078742	0.9929959560478485	0.9943086035290317	0.9933390661906147	0.9951644612726634	1.0	0.9951361617146811	0.9833520210705607	0.994475280073077	0.9941394722250133	0.9932905314708524	0.9940369849003656	0.9951450056961562	0.9942658276762646	0.9939417110814378	0.9958678420022155	0.9937375014247081	0.9929952420512046	0.9932714143434057	0.9950257891860352	0.9939746994853429	0.9935827101032789	0.9941902349468987	0.9925759286766812	0.9944251080050133	0.9942181304237856
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.102	0.9996551597980154	0.9954532886854475	0.9957620434484723	0.9948896012791673	0.9951957380828234	0.9975923519175276	0.9937993857967181	0.9959885961103034	0.9954737931683448	0.9942676363696594	0.9954521470388703	0.9957633729792009	0.9949436913950775	0.9945700165674463	0.9956138251603229	0.9955229392032402	0.9941608944170528	0.9722461705028471	0.9950893626848508	0.9953112953726576	0.9974720678095905	0.994906775120917	0.9957240876912252	0.9946488230778464	0.9951610782380013	0.9951361617146811	1.0	0.9841354702435648	0.9959567661418719	0.996332776495263	0.9947322383787274	0.9954132006530358	0.9954944698852947	0.9946825688900238	0.9953574613572779	0.995787469953828	0.9954425596154419	0.9949196930516641	0.99469383323341	0.9948335077702353	0.9953132542205004	0.9947950477378998	0.9956223323199153	0.9942469179596096	0.9956759894677918	0.9956544570206678
