	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.41	LiuW_2016__SRR3992987__bin.37	BritoIL_2016__M2.46.ST__bin.22	LiJ_2014__MH0374__bin.24	ZeeviD_2015__PNP_Main_666__bin.22	BritoIL_2016__W1.41.ST__bin.20	LiJ_2014__O2.UC29-1__bin.21	BritoIL_2016__WL.43.ST__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.88	NielsenHB_2014__MH0117__bin.12	BritoIL_2016__W1.1.ST__bin.107	LiJ_2017__H2M614904__bin.51	CosteaPI_2017__SID713B063-11-0-0__bin.6	CM_madagascar__A94_03_1FE__bin.52	BritoIL_2016__W2.61.ST__bin.75	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.135	LeChatelierE_2013__MH0453__bin.19	ZeeviD_2015__PNP_Validation_66__bin.52	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.91	ZeeviD_2015__PNP_Validation_42__bin.79	CosteaPI_2017__SID713B040-11-90-0__bin.102	LeChatelierE_2013__MH0117__bin.8	XieH_2016__YSZC12003_35561__bin.73	LiJ_2014__MH0252__bin.98	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.105	XieH_2016__YSZC12003_37101__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.102	LeChatelierE_2013__MH0437__bin.41	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.18	CosteaPI_2017__SID713A028-11-0-0__bin.81	LiJ_2014__V1.CD6-0-PT__bin.11	BritoIL_2016__W1.2.ST__bin.59	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.5	LeChatelierE_2013__MH0448__bin.59	LeChatelierE_2013__MH0415__bin.94	XieH_2016__YSZC12003_37394__bin.51	BritoIL_2016__W1.5.ST__bin.20	LiuW_2016__SRR3993044__bin.27	XieH_2016__YSZC12003_37228__bin.62	ZeeviD_2015__PNP_Main_474__bin.41	XieH_2016__YSZC12003_36058__bin.52	XieH_2016__YSZC12003_37182R1__bin.71	LiJ_2017__H2M513938__bin.8	LiuW_2016__SRR3993055__bin.107	LiJ_2017__H3M517925__bin.78	BritoIL_2016__M2.49.ST__bin.104
BritoIL_2016__W1.1.ST__bin.107	1705685.0	1501456.0	1706946.0	1680906.0	1552835.0	1156347.0	1111870.0	881682.0	1602126.0	918681.0	1869769.0	1660074.0	1036322.0	1113139.0	1729733.0	1707823.0	1196358.0	1021353.0	1666531.0	1066670.0	1639521.0	1166550.0	1719889.0	1544686.0	949065.0	1523563.0	1233769.0	1640351.0	1594389.0	1444394.0	1562900.0	1413302.0	1718073.0	1384229.0	1705900.0	1706710.0	1026252.0	855502.0	1383249.0	975152.0	1730066.0	1350148.0	1011094.0	1459809.0	1582604.0	1346814.0
LiJ_2017__H2M614904__bin.51	1725296.0	1527211.0	1722679.0	1708856.0	1554489.0	1152084.0	1130305.0	879619.0	1569440.0	915875.0	1660074.0	1796260.0	1047695.0	1112021.0	1714395.0	1741622.0	1233147.0	1030023.0	1701437.0	1073481.0	1653136.0	1167528.0	1752326.0	1552046.0	956319.0	1544761.0	1249815.0	1667543.0	1616500.0	1453344.0	1558536.0	1421302.0	1751669.0	1404969.0	1729226.0	1738855.0	1036133.0	860534.0	1396136.0	977900.0	1726237.0	1345809.0	1029871.0	1463897.0	1595498.0	1338340.0
CosteaPI_2017__SID713B063-11-0-0__bin.6	1061758.0	993519.0	1059711.0	1056640.0	967489.0	774899.0	693444.0	587720.0	954007.0	543727.0	1036322.0	1047695.0	1085666.0	745701.0	1057821.0	1067382.0	783000.0	678992.0	1039152.0	693293.0	1014156.0	720721.0	1064730.0	977535.0	599442.0	976137.0	793662.0	1034650.0	995807.0	925377.0	979815.0	918088.0	1065528.0	885071.0	1052492.0	1056109.0	660701.0	632067.0	878415.0	634811.0	1055719.0	834901.0	703072.0	968338.0	1021720.0	855217.0
CM_madagascar__A94_03_1FE__bin.52	1120416.0	1035009.0	1128892.0	1115249.0	1030911.0	780362.0	766937.0	616900.0	1035884.0	626070.0	1113139.0	1112021.0	745701.0	1182587.0	1154249.0	1125603.0	839790.0	739317.0	1112162.0	724435.0	1089896.0	801352.0	1143088.0	1057239.0	656105.0	1036531.0	850463.0	1105399.0	1081677.0	975278.0	1061730.0	978914.0	1134057.0	926554.0	1120643.0	1133275.0	712205.0	632368.0	923401.0	667431.0	1141616.0	894849.0	734249.0	1006428.0	1071168.0	898981.0
BritoIL_2016__W2.61.ST__bin.75	1757990.0	1545197.0	1767800.0	1755954.0	1604743.0	1189932.0	1159593.0	913960.0	1669352.0	948281.0	1729733.0	1714395.0	1057821.0	1154249.0	1927558.0	1775459.0	1243592.0	1047100.0	1733316.0	1100284.0	1700102.0	1200855.0	1785182.0	1587179.0	973735.0	1564085.0	1274459.0	1703539.0	1636754.0	1479672.0	1633297.0	1469191.0	1782301.0	1425523.0	1764331.0	1784591.0	1062208.0	880784.0	1420033.0	998364.0	1827552.0	1391762.0	1040005.0	1519144.0	1628231.0	1400150.0
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.135	1797613.0	1552370.0	1784040.0	1765935.0	1584445.0	1192563.0	1164325.0	907026.0	1615752.0	946235.0	1707823.0	1741622.0	1067382.0	1125603.0	1775459.0	1864854.0	1252685.0	1055844.0	1758432.0	1122170.0	1720754.0	1198382.0	1807048.0	1586916.0	987132.0	1581202.0	1286335.0	1722629.0	1662226.0	1494178.0	1604130.0	1447337.0	1823309.0	1450812.0	1787018.0	1816100.0	1052727.0	880248.0	1429633.0	1010877.0	1781038.0	1394424.0	1041944.0	1498174.0	1636113.0	1379556.0
LeChatelierE_2013__MH0453__bin.19	1249037.0	1117424.0	1238717.0	1243369.0	1134682.0	888719.0	878737.0	668815.0	1150591.0	709444.0	1196358.0	1233147.0	783000.0	839790.0	1243592.0	1252685.0	1307306.0	786070.0	1223737.0	788402.0	1201703.0	896322.0	1252367.0	1157820.0	718515.0	1115269.0	949803.0	1214553.0	1177066.0	1075733.0	1144506.0	1062904.0	1260734.0	1053326.0	1242321.0	1256052.0	770996.0	656591.0	1026195.0	739462.0	1250848.0	1000786.0	773669.0	1076596.0	1167099.0	995006.0
ZeeviD_2015__PNP_Validation_66__bin.52	1040450.0	943319.0	1052477.0	1042856.0	962681.0	749741.0	719215.0	596473.0	943530.0	584131.0	1021353.0	1030023.0	678992.0	739317.0	1047100.0	1055844.0	786070.0	1150164.0	1032489.0	686230.0	1006954.0	747749.0	1055124.0	963583.0	631413.0	962876.0	798016.0	1055781.0	989518.0	910289.0	964994.0	910326.0	1053972.0	872145.0	1047022.0	1053079.0	671578.0	557084.0	877398.0	633282.0	1047412.0	851969.0	663382.0	920215.0	985349.0	859971.0
Bengtsson-PalmeJ_2015__TRAVELRES16__bin.91	1740771.0	1529688.0	1747809.0	1730628.0	1548592.0	1169360.0	1142130.0	898328.0	1610736.0	929726.0	1666531.0	1701437.0	1039152.0	1112162.0	1733316.0	1758432.0	1223737.0	1032489.0	1848171.0	1086931.0	1675280.0	1186826.0	1763748.0	1544575.0	961746.0	1536866.0	1264398.0	1679940.0	1629547.0	1475624.0	1577026.0	1412246.0	1766110.0	1403816.0	1751417.0	1791098.0	1038743.0	860543.0	1415494.0	993025.0	1754287.0	1370365.0	1021456.0	1457229.0	1585061.0	1368733.0
ZeeviD_2015__PNP_Validation_42__bin.79	1105376.0	967562.0	1105933.0	1101222.0	1009140.0	797211.0	784879.0	608121.0	980197.0	635750.0	1066670.0	1073481.0	693293.0	724435.0	1100284.0	1122170.0	788402.0	686230.0	1086931.0	1285224.0	1069569.0	801961.0	1119195.0	1009191.0	637650.0	997085.0	826241.0	1075270.0	1029397.0	943955.0	1016138.0	932476.0	1118001.0	924742.0	1108113.0	1141950.0	709088.0	568374.0	925108.0	666086.0	1102273.0	903049.0	673149.0	949080.0	1030950.0	876661.0
CosteaPI_2017__SID713B040-11-90-0__bin.102	1711228.0	1488263.0	1698496.0	1705082.0	1520286.0	1142866.0	1132627.0	874430.0	1557804.0	925944.0	1639521.0	1653136.0	1014156.0	1089896.0	1700102.0	1720754.0	1201703.0	1006954.0	1675280.0	1069569.0	1820092.0	1161150.0	1712362.0	1524687.0	948033.0	1505017.0	1232628.0	1638967.0	1586315.0	1424879.0	1536549.0	1387506.0	1726787.0	1389522.0	1694183.0	1722723.0	1015283.0	840844.0	1378770.0	968247.0	1716723.0	1347045.0	997264.0	1438255.0	1563143.0	1313866.0
LeChatelierE_2013__MH0117__bin.8	1196260.0	1058638.0	1197819.0	1194493.0	1102232.0	858652.0	872937.0	652519.0	1088641.0	923738.0	1166550.0	1167528.0	720721.0	801352.0	1200855.0	1198382.0	896322.0	747749.0	1186826.0	801961.0	1161150.0	1284381.0	1200904.0	1112003.0	732328.0	1084088.0	927703.0	1167243.0	1123196.0	1056264.0	1121938.0	1006019.0	1203062.0	1012335.0	1196039.0	1196248.0	756327.0	602869.0	997442.0	718494.0	1196226.0	1000779.0	708515.0	1018904.0	1116417.0	965190.0
XieH_2016__YSZC12003_35561__bin.73	1787720.0	1557373.0	1793306.0	1770885.0	1592017.0	1194751.0	1156175.0	911447.0	1639901.0	950037.0	1719889.0	1752326.0	1064730.0	1143088.0	1785182.0	1807048.0	1252367.0	1055124.0	1763748.0	1119195.0	1712362.0	1200904.0	1917437.0	1596605.0	984739.0	1585024.0	1284872.0	1718246.0	1657053.0	1506586.0	1610008.0	1451051.0	1818659.0	1445640.0	1792860.0	1825462.0	1064853.0	884142.0	1434839.0	1010953.0	1801815.0	1401169.0	1043159.0	1506155.0	1643963.0	1382977.0
LiJ_2014__MH0252__bin.98	1572203.0	1404995.0	1576215.0	1564531.0	1444817.0	1102967.0	1065468.0	836008.0	1438622.0	884002.0	1544686.0	1552046.0	977535.0	1057239.0	1587179.0	1586916.0	1157820.0	963583.0	1544575.0	1009191.0	1524687.0	1112003.0	1596605.0	1652871.0	892467.0	1423374.0	1158063.0	1552926.0	1485997.0	1351401.0	1450651.0	1326252.0	1590312.0	1310795.0	1578962.0	1585451.0	972896.0	813717.0	1277588.0	916671.0	1592972.0	1265830.0	949240.0	1367598.0	1473509.0	1252714.0
Bengtsson-PalmeJ_2015__TRAVELRES49__bin.105	974614.0	877025.0	974205.0	969123.0	887998.0	698534.0	700248.0	520720.0	876817.0	572736.0	949065.0	956319.0	599442.0	656105.0	973735.0	987132.0	718515.0	631413.0	961746.0	637650.0	948033.0	732328.0	984739.0	892467.0	999028.0	906414.0	760500.0	953122.0	911978.0	854570.0	901177.0	830472.0	987793.0	810943.0	969938.0	975766.0	622961.0	481543.0	811403.0	600759.0	972947.0	798903.0	574082.0	836758.0	922665.0	783792.0
XieH_2016__YSZC12003_37101__bin.40	1570527.0	1393117.0	1576833.0	1561704.0	1416330.0	1084824.0	1057499.0	839311.0	1412805.0	839054.0	1523563.0	1544761.0	976137.0	1036531.0	1564085.0	1581202.0	1115269.0	962876.0	1536866.0	997085.0	1505017.0	1084088.0	1585024.0	1423374.0	906414.0	1631914.0	1164718.0	1520605.0	1478989.0	1343565.0	1428131.0	1309237.0	1583524.0	1286149.0	1577178.0	1576174.0	965110.0	794460.0	1283182.0	920347.0	1565897.0	1258631.0	946682.0	1347778.0	1467293.0	1237489.0
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.102	1284653.0	1139285.0	1274199.0	1275830.0	1166048.0	907940.0	887654.0	688537.0	1168970.0	724483.0	1233769.0	1249815.0	793662.0	850463.0	1274459.0	1286335.0	949803.0	798016.0	1264398.0	826241.0	1232628.0	927703.0	1284872.0	1158063.0	760500.0	1164718.0	1296870.0	1256955.0	1207202.0	1112831.0	1178679.0	1080492.0	1286863.0	1065176.0	1274949.0	1277617.0	805496.0	666692.0	1059145.0	780607.0	1276152.0	1032094.0	804538.0	1110709.0	1205825.0	1030251.0
LeChatelierE_2013__MH0437__bin.41	1699272.0	1508852.0	1693213.0	1680413.0	1530928.0	1158527.0	1120543.0	881199.0	1543690.0	913683.0	1640351.0	1667543.0	1034650.0	1105399.0	1703539.0	1722629.0	1214553.0	1055781.0	1679940.0	1075270.0	1638967.0	1167243.0	1718246.0	1552926.0	953122.0	1520605.0	1256955.0	1916546.0	1588164.0	1447685.0	1536036.0	1408537.0	1722355.0	1388446.0	1692951.0	1713201.0	1035944.0	869517.0	1374859.0	980224.0	1714285.0	1346577.0	1018119.0	1463191.0	1581968.0	1341335.0
FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.18	1654578.0	1453512.0	1640835.0	1643912.0	1482822.0	1112507.0	1082052.0	855232.0	1505586.0	894633.0	1594389.0	1616500.0	995807.0	1081677.0	1636754.0	1662226.0	1177066.0	989518.0	1629547.0	1029397.0	1586315.0	1123196.0	1657053.0	1485997.0	911978.0	1478989.0	1207202.0	1588164.0	1687470.0	1403855.0	1490884.0	1349621.0	1668220.0	1339519.0	1661788.0	1653333.0	992540.0	823486.0	1338423.0	938475.0	1649166.0	1306261.0	990308.0	1405347.0	1546070.0	1297554.0
CosteaPI_2017__SID713A028-11-0-0__bin.81	1494351.0	1326193.0	1483333.0	1478606.0	1344933.0	1024117.0	1008608.0	801358.0	1364874.0	827437.0	1444394.0	1453344.0	925377.0	975278.0	1479672.0	1494178.0	1075733.0	910289.0	1475624.0	943955.0	1424879.0	1056264.0	1506586.0	1351401.0	854570.0	1343565.0	1112831.0	1447685.0	1403855.0	1582040.0	1370414.0	1257924.0	1487403.0	1220990.0	1482326.0	1491346.0	925395.0	767561.0	1237700.0	891163.0	1482008.0	1205254.0	913200.0	1279351.0	1395239.0	1186696.0
LiJ_2014__V1.CD6-0-PT__bin.11	1586478.0	1412440.0	1596054.0	1583342.0	1459654.0	1095305.0	1068667.0	837349.0	1508343.0	878083.0	1562900.0	1558536.0	979815.0	1061730.0	1633297.0	1604130.0	1144506.0	964994.0	1577026.0	1016138.0	1536549.0	1121938.0	1610008.0	1450651.0	901177.0	1428131.0	1178679.0	1536036.0	1490884.0	1370414.0	1783087.0	1328664.0	1607327.0	1308331.0	1607647.0	1618869.0	975874.0	814592.0	1301662.0	924320.0	1659296.0	1280543.0	956947.0	1377801.0	1486047.0	1268298.0
BritoIL_2016__W1.2.ST__bin.59	1436708.0	1293396.0	1445227.0	1430737.0	1333181.0	1004622.0	966652.0	775681.0	1311814.0	781352.0	1413302.0	1421302.0	918088.0	978914.0	1469191.0	1447337.0	1062904.0	910326.0	1412246.0	932476.0	1387506.0	1006019.0	1451051.0	1326252.0	830472.0	1309237.0	1080492.0	1408537.0	1349621.0	1257924.0	1328664.0	1522068.0	1445777.0	1200136.0	1445826.0	1437249.0	905348.0	746231.0	1196947.0	850994.0	1451806.0	1157729.0	890390.0	1263840.0	1359816.0	1163745.0
Bengtsson-PalmeJ_2015__TRAVELRES63__bin.5	1794934.0	1549062.0	1783009.0	1773418.0	1589041.0	1194265.0	1162999.0	908990.0	1637265.0	944843.0	1718073.0	1751669.0	1065528.0	1134057.0	1782301.0	1823309.0	1260734.0	1053972.0	1766110.0	1118001.0	1726787.0	1203062.0	1818659.0	1590312.0	987793.0	1583524.0	1286863.0	1722355.0	1668220.0	1487403.0	1607327.0	1445777.0	1923122.0	1445035.0	1787789.0	1831303.0	1055294.0	878504.0	1429239.0	1007669.0	1797616.0	1395894.0	1039117.0	1500650.0	1636552.0	1382193.0
LeChatelierE_2013__MH0448__bin.59	1443685.0	1262867.0	1431450.0	1426009.0	1304081.0	1001193.0	968390.0	743604.0	1281708.0	814661.0	1384229.0	1404969.0	885071.0	926554.0	1425523.0	1450812.0	1053326.0	872145.0	1403816.0	924742.0	1389522.0	1012335.0	1445640.0	1310795.0	810943.0	1286149.0	1065176.0	1388446.0	1339519.0	1220990.0	1308331.0	1200136.0	1445035.0	1534473.0	1426186.0	1444340.0	859282.0	714994.0	1167078.0	829626.0	1430335.0	1154653.0	873923.0	1217965.0	1329868.0	1135707.0
LeChatelierE_2013__MH0415__bin.94	1781863.0	1533734.0	1779576.0	1780097.0	1585873.0	1184214.0	1154224.0	899529.0	1623406.0	940513.0	1705900.0	1729226.0	1052492.0	1120643.0	1764331.0	1787018.0	1242321.0	1047022.0	1751417.0	1108113.0	1694183.0	1196039.0	1792860.0	1578962.0	969938.0	1577178.0	1274949.0	1692951.0	1661788.0	1482326.0	1607647.0	1445826.0	1787789.0	1426186.0	1896632.0	1807859.0	1054294.0	869871.0	1426419.0	993951.0	1778777.0	1395647.0	1037837.0	1488507.0	1633960.0	1374619.0
XieH_2016__YSZC12003_37394__bin.51	1789081.0	1550117.0	1783665.0	1789597.0	1583547.0	1196920.0	1173389.0	908024.0	1646296.0	944971.0	1706710.0	1738855.0	1056109.0	1133275.0	1784591.0	1816100.0	1256052.0	1053079.0	1791098.0	1141950.0	1722723.0	1196248.0	1825462.0	1585451.0	975766.0	1576174.0	1277617.0	1713201.0	1653333.0	1491346.0	1618869.0	1437249.0	1831303.0	1444340.0	1807859.0	2045785.0	1057241.0	879313.0	1425115.0	1011780.0	1802184.0	1389623.0	1033680.0	1494753.0	1625640.0	1367835.0
BritoIL_2016__W1.5.ST__bin.20	1048473.0	936539.0	1056513.0	1042460.0	957495.0	731831.0	737697.0	587169.0	969251.0	599950.0	1026252.0	1036133.0	660701.0	712205.0	1062208.0	1052727.0	770996.0	671578.0	1038743.0	709088.0	1015283.0	756327.0	1064853.0	972896.0	622961.0	965110.0	805496.0	1035944.0	992540.0	925395.0	975874.0	905348.0	1055294.0	859282.0	1054294.0	1057241.0	1118915.0	551376.0	874005.0	636654.0	1063582.0	867366.0	650908.0	923510.0	989651.0	851006.0
LiuW_2016__SRR3993044__bin.27	870304.0	822043.0	876097.0	865217.0	793329.0	628483.0	574277.0	486987.0	794108.0	471613.0	855502.0	860534.0	632067.0	632368.0	880784.0	880248.0	656591.0	557084.0	860543.0	568374.0	840844.0	602869.0	884142.0	813717.0	481543.0	794460.0	666692.0	869517.0	823486.0	767561.0	814592.0	746231.0	878504.0	714994.0	869871.0	879313.0	551376.0	908410.0	723196.0	530279.0	882841.0	681105.0	581519.0	811440.0	852109.0	699206.0
XieH_2016__YSZC12003_37228__bin.62	1422418.0	1263786.0	1418617.0	1416149.0	1296891.0	980145.0	972479.0	773328.0	1290194.0	798097.0	1383249.0	1396136.0	878415.0	923401.0	1420033.0	1429633.0	1026195.0	877398.0	1415494.0	925108.0	1378770.0	997442.0	1434839.0	1277588.0	811403.0	1283182.0	1059145.0	1374859.0	1338423.0	1237700.0	1301662.0	1196947.0	1429239.0	1167078.0	1426419.0	1425115.0	874005.0	723196.0	1487706.0	840036.0	1422779.0	1150038.0	856963.0	1215759.0	1325176.0	1140354.0
ZeeviD_2015__PNP_Main_474__bin.41	1007946.0	893198.0	992405.0	996364.0	908785.0	723200.0	697096.0	574856.0	910432.0	577026.0	975152.0	977900.0	634811.0	667431.0	998364.0	1010877.0	739462.0	633282.0	993025.0	666086.0	968247.0	718494.0	1010953.0	916671.0	600759.0	920347.0	780607.0	980224.0	938475.0	891163.0	924320.0	850994.0	1007669.0	829626.0	993951.0	1011780.0	636654.0	530279.0	840036.0	1042646.0	1002981.0	820131.0	616461.0	859013.0	952875.0	807848.0
XieH_2016__YSZC12003_36058__bin.52	1770727.0	1548255.0	1768651.0	1766278.0	1608866.0	1193004.0	1155516.0	916622.0	1677296.0	953390.0	1730066.0	1726237.0	1055719.0	1141616.0	1827552.0	1781038.0	1250848.0	1047412.0	1754287.0	1102273.0	1716723.0	1196226.0	1801815.0	1592972.0	972947.0	1565897.0	1276152.0	1714285.0	1649166.0	1482008.0	1659296.0	1451806.0	1797616.0	1430335.0	1778777.0	1802184.0	1063582.0	882841.0	1422779.0	1002981.0	2032584.0	1395639.0	1040537.0	1508022.0	1640762.0	1391899.0
