	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.41	LiuW_2016__SRR3992987__bin.37	BritoIL_2016__M2.46.ST__bin.22	LiJ_2014__MH0374__bin.24	ZeeviD_2015__PNP_Main_666__bin.22	BritoIL_2016__W1.41.ST__bin.20	LiJ_2014__O2.UC29-1__bin.21	BritoIL_2016__WL.43.ST__bin.50	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.88	NielsenHB_2014__MH0117__bin.12	BritoIL_2016__W1.1.ST__bin.107	LiJ_2017__H2M614904__bin.51	CosteaPI_2017__SID713B063-11-0-0__bin.6	CM_madagascar__A94_03_1FE__bin.52	BritoIL_2016__W2.61.ST__bin.75	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.135	LeChatelierE_2013__MH0453__bin.19	ZeeviD_2015__PNP_Validation_66__bin.52	Bengtsson-PalmeJ_2015__TRAVELRES16__bin.91	ZeeviD_2015__PNP_Validation_42__bin.79	CosteaPI_2017__SID713B040-11-90-0__bin.102	LeChatelierE_2013__MH0117__bin.8	XieH_2016__YSZC12003_35561__bin.73	LiJ_2014__MH0252__bin.98	Bengtsson-PalmeJ_2015__TRAVELRES49__bin.105	XieH_2016__YSZC12003_37101__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.102	LeChatelierE_2013__MH0437__bin.41	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.18	CosteaPI_2017__SID713A028-11-0-0__bin.81	LiJ_2014__V1.CD6-0-PT__bin.11	BritoIL_2016__W1.2.ST__bin.59	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.5	LeChatelierE_2013__MH0448__bin.59	LeChatelierE_2013__MH0415__bin.94	XieH_2016__YSZC12003_37394__bin.51	BritoIL_2016__W1.5.ST__bin.20	LiuW_2016__SRR3993044__bin.27	XieH_2016__YSZC12003_37228__bin.62	ZeeviD_2015__PNP_Main_474__bin.41	XieH_2016__YSZC12003_36058__bin.52	XieH_2016__YSZC12003_37182R1__bin.71	LiJ_2017__H2M513938__bin.8	LiuW_2016__SRR3993055__bin.107	LiJ_2017__H3M517925__bin.78	BritoIL_2016__M2.49.ST__bin.104
BritoIL_2016__W1.1.ST__bin.107	0.9122437049710419	0.8030168432571082	0.9129181198319151	0.898991265765985	0.8304956387660721	0.618443775674963	0.5946563452490655	0.4715459503286235	0.8568577187877219	0.49133395622667825	1.0	0.887849782513241	0.5542513540442696	0.5953350387133384	0.9251051867904538	0.913387161729604	0.6398426757529941	0.5462455522580597	0.8913031502822006	0.5704822360409227	0.8768575155540604	0.6239005994858189	0.9198403653071583	0.826137346378082	0.5075840919386299	0.8148402289266748	0.659851029726132	0.8773014206567763	0.8527197744748148	0.7724986348581028	0.8358786566682836	0.7558698427452804	0.9188691223354328	0.7403208631654499	0.9123586924374081	0.9127919010316248	0.5488656620149334	0.45754422070319917	0.7397967342489901	0.521536082799533	0.9252832836569651	0.7220934778574252	0.5407587782234062	0.7807429687838444	0.846416856841674	0.7203103698906121
LiJ_2017__H2M614904__bin.51	0.9604934697649561	0.8502171177891842	0.9590365537283021	0.9513411198824223	0.8654031153619186	0.6413793103448275	0.6292546735995903	0.48969469898567025	0.8737265206595927	0.5098788594078808	0.9241835814414394	1.0	0.5832646721521383	0.6190757462728113	0.9544247492011179	0.9695823544475745	0.6865080778951822	0.5734264527406946	0.947210871477403	0.5976200550031733	0.9203211116430806	0.6499771747965216	0.9755414026922606	0.8640430672619777	0.5323945308585617	0.8599874183024729	0.6957873581775467	0.9283416654604567	0.8999254005544854	0.809094451805418	0.8676561299589146	0.7912562769309566	0.9751756427243272	0.7821634952623785	0.9626813490251968	0.9680419315689266	0.5768279647712469	0.4790698451226437	0.7772460556934965	0.544408938572367	0.961017336020398	0.7492283967799762	0.5733418324741407	0.8149694364958302	0.8882333292507766	0.7450703127609589
CosteaPI_2017__SID713B063-11-0-0__bin.6	0.9779784943067205	0.9151239884089581	0.976093015715699	0.9732643372823686	0.8911479221049567	0.7137545064504185	0.6387268275878585	0.5413451282438614	0.8787297382436219	0.5008234576748282	0.9545495575987458	0.9650251550661069	1.0	0.6868604156342742	0.9743521488192501	0.9831587246906507	0.7212162856716522	0.6254151829383992	0.957156252475439	0.6385877424548618	0.9341325969497064	0.6638514976060778	0.9807159844740464	0.9004012283704196	0.552142187376228	0.8991135395232052	0.7310369855922539	0.9530094891062261	0.9172314505566168	0.8523588285900083	0.9025013217693103	0.8456449773687303	0.981451017163658	0.8152332301094444	0.9694436410461412	0.9727752365828901	0.6085674599738777	0.5821928659458803	0.8091024311344372	0.5847203467733171	0.9724160100804483	0.7690219643978903	0.6475951167301914	0.8919299305679648	0.9410997489098857	0.787734901894321
CM_madagascar__A94_03_1FE__bin.52	0.9474279693587025	0.8752074900197617	0.9545953067300756	0.9430587347907596	0.8717422058588501	0.6598770323029088	0.6485248019807422	0.5216529523832073	0.875947393299605	0.5294071387559647	0.9412745108816518	0.9403291258909493	0.6305675607798834	1.0	0.9760372809780591	0.9518141160016134	0.7101295718623661	0.625169226450147	0.9404483560194725	0.6125849514665729	0.9216201429577697	0.6776262549816631	0.9665994975422527	0.8940052613465225	0.5548048473389273	0.8764944989248148	0.7191547006689571	0.9347295378690955	0.9146701257497334	0.8246987325245415	0.8978028677805523	0.8277733477536959	0.9589628500905218	0.7834975354878753	0.9476199214095876	0.9583015879592791	0.6022432176237351	0.5347327511633394	0.7808313468691944	0.5643821553932185	0.9653547688246192	0.7566876686450976	0.6208837066532948	0.8510392892869616	0.9057836759578788	0.7601817033334546
BritoIL_2016__W2.61.ST__bin.75	0.9120296250488961	0.801634503345684	0.9171189660700223	0.9109733663007805	0.8325264401901266	0.6173261712488028	0.6015865670449346	0.47415434451259053	0.8660450165442493	0.4919597750106612	0.8973701439852912	0.8894129255773368	0.5487881557909022	0.5988141472266982	1.0	0.921092387362663	0.6451645034805698	0.543226196047019	0.8992289726171664	0.5708175836991676	0.8819978439040486	0.6229929268016838	0.9261365935551615	0.8234143927186627	0.5051650845266394	0.8114334302781032	0.6611780294030063	0.8837809290304105	0.849133463169461	0.7676407143131361	0.847340002220426	0.7622032644413294	0.9246419562991101	0.7395486932170134	0.9153192796273835	0.9258299879951731	0.5510640924942336	0.4569429298625515	0.736700529893264	0.5179423913573548	0.9481177738879971	0.722033785753788	0.539545372953758	0.7881184379406482	0.844711806337345	0.726385405782861
Bengtsson-PalmeJ_2015__TRAVELRES50__bin.135	0.9639430218129676	0.8324351396945819	0.9566647040465366	0.9469561692228989	0.84963487758291	0.6394940300956536	0.6243518259338264	0.48637909455646394	0.8664227869849329	0.5074043329933603	0.9157944804258135	0.9339186874682951	0.5723675955329479	0.6035877339459282	0.9520632714410887	1.0	0.6717335512592407	0.5661805160082237	0.9429327979563011	0.6017468391627441	0.9227285353169739	0.6426143816084262	0.9690023991154267	0.8509599142881963	0.5293347361241149	0.8478958674512858	0.6897778592854991	0.9237339759573672	0.8913437727564731	0.8012305520968398	0.860190663719519	0.7761127680772865	0.9777221165839256	0.7779761847308154	0.9582616119009852	0.9738563984097415	0.5645090714876339	0.47201979350662304	0.7666192634919409	0.5420676363940555	0.955054926551891	0.7477389650878835	0.5587268493941081	0.8033733471896459	0.8773410679870918	0.7397662229858208
LeChatelierE_2013__MH0453__bin.19	0.9554281859029179	0.8547532100365178	0.9475340891879942	0.9510925521645277	0.8679544039421528	0.6798094707742487	0.6721739210253759	0.5115978967433791	0.8801237047791413	0.5426763129672777	0.9151323408597528	0.9432734187711217	0.5989416402892667	0.6423821201769134	0.9512631319675731	0.9582186572998211	1.0	0.601289981075586	0.9360754100417193	0.603073802154966	0.9192209016098756	0.6856252476466872	0.9579754089708148	0.8856533971388489	0.549615009798777	0.853104781894981	0.7265345680353338	0.929050275910919	0.9003752755666997	0.8228624361855602	0.8754690944583747	0.8130491254534133	0.9643755937783502	0.8057226081728379	0.9502909035833997	0.9607941828462502	0.5897593983352023	0.5022473697818262	0.7849692420902222	0.5656380373072563	0.9568134774872906	0.7655330886571315	0.5918040611761898	0.8235225723740272	0.8927511997956102	0.7611117825512925
ZeeviD_2015__PNP_Validation_66__bin.52	0.9046101251647591	0.8201604292953005	0.9150668948080448	0.9067020007581528	0.8369945503423859	0.6518557353560014	0.625315172444973	0.5185982172977072	0.8203438813943055	0.5078675736677553	0.8880064060429643	0.8955444614854925	0.5903436379507618	0.6427926800004173	0.9103919093277133	0.9179943034210774	0.6834416657102813	1.0	0.8976885035525368	0.596636653555493	0.8754873218080205	0.6501238084307976	0.9173683057372688	0.8377787863296017	0.548976493786973	0.8371640913817507	0.6938280106141385	0.9179395286237441	0.8603277445651228	0.7914427855505823	0.839005567901621	0.7914749548760003	0.9163667094431751	0.7582788193683684	0.9103240929119674	0.9155902984270069	0.5838976006899885	0.4843517967872408	0.7628459941364883	0.5506014794411928	0.9106631749906969	0.7407369731620882	0.576771660389301	0.8000728591748655	0.8567030440876258	0.7476942418646384
Bengtsson-PalmeJ_2015__TRAVELRES16__bin.91	0.9418884940841513	0.8276766597895974	0.9456965832707038	0.9364003655505903	0.8379051505515452	0.6327120163664509	0.6179785312073396	0.48606324847646676	0.8715297448125742	0.5030519362115302	0.9017190508886894	0.9206058313868143	0.5622596610378585	0.6017635814002059	0.9378547764249088	0.9514444280318217	0.6621340774203253	0.5586544751540847	1.0	0.5881117061137741	0.9064529202113873	0.6421624405966764	0.954320785252014	0.8357316503721788	0.5203771728914695	0.8315604995425206	0.6841347472717622	0.9089743319205853	0.8817079155554329	0.798423955359109	0.8532900905814451	0.7641316739630695	0.9555988055217834	0.759570407716602	0.947648783581173	0.9691191994680146	0.5620383611689611	0.46561871168847474	0.7658890871028708	0.5373014726451179	0.9492016701917734	0.7414708920332588	0.5526847894485954	0.7884708720134663	0.8576376320156522	0.7405878568595655
ZeeviD_2015__PNP_Validation_42__bin.79	0.8600648602889457	0.7528353034179256	0.8604982477762632	0.8568327388844279	0.7851860842934772	0.6202895370768053	0.6106943225461087	0.4731634329891132	0.762666274517127	0.49466085289412587	0.8299487093300467	0.8352481746372616	0.5394335928989811	0.5636643884645789	0.8561029050188916	0.8731318431650825	0.6134354789515291	0.5339380528219205	0.8457132764405271	1.0	0.8322043472577543	0.6239853908734976	0.8708170715766279	0.7852257660921365	0.49613919441280274	0.775806396394714	0.6428770393332213	0.8366401498882685	0.8009475391060236	0.7344672990856068	0.7906310495291093	0.7255357820893479	0.869888050643312	0.7195181540338493	0.862194450150324	0.8885221564489926	0.5517232793660871	0.44223730649287596	0.7198029292948155	0.5182645204260113	0.8576504951666013	0.7026393842629767	0.5237600605030719	0.7384549308136169	0.8021558887789211	0.6821075547920051
CosteaPI_2017__SID713B040-11-90-0__bin.102	0.9401876388666067	0.8176855895196506	0.9331923880770863	0.9368108864826613	0.8352797550893032	0.6279166108086844	0.6222910710008066	0.4804317583946306	0.8558929988154445	0.5087347232997014	0.9007901798370632	0.9082705709381723	0.5572004052542399	0.59881368634113	0.9340747610560345	0.9454214402348893	0.6602429987055599	0.5532434624183833	0.9204369888994622	0.5876455695646154	1.0	0.6379622568529503	0.9408106842950796	0.8376977647283763	0.5208709230082875	0.826890618715977	0.6772338980666911	0.9004857996189204	0.871557591594271	0.7828609762583429	0.8442150177024018	0.7623273988347842	0.948736107845098	0.7634350351520692	0.930822727642339	0.946503253681682	0.5578196047232777	0.4619788450254163	0.7575276414598823	0.5319769550110653	0.9432067170230956	0.7400972038776061	0.547919555714766	0.7902100553158852	0.85882636701881	0.7218679055783993
LeChatelierE_2013__MH0117__bin.8	0.9313902961815848	0.8242398478333143	0.9326041104625497	0.9300145361851351	0.8581814897604372	0.6685337139057648	0.6796558030677813	0.5080416169345389	0.8475997387068167	0.7192087083194161	0.908258530763068	0.9090199870599145	0.561142682739779	0.6239207836304025	0.9349678950404903	0.9330424539135973	0.6978630172822551	0.5821862827307474	0.9240451236821473	0.6243949419992977	0.9040541708418296	1.0	0.9350060457138497	0.8657890454623667	0.5701797208149295	0.8440548404250764	0.7222957985208439	0.9087980902862935	0.874503749276889	0.8223914866383106	0.8735242891322746	0.7832714747415291	0.9366862325120039	0.7881890186790368	0.9312182288588822	0.9313809531595375	0.5888649863241515	0.4693848632142643	0.7765935497332956	0.5594087735648534	0.9313638242857843	0.7791916884475868	0.5516392721474391	0.7933035446647062	0.8692257204053937	0.7514826208111145
XieH_2016__YSZC12003_35561__bin.73	0.9323487551351101	0.8122159945802652	0.9352620190389567	0.9235688056504594	0.8302838633029404	0.6230979166460228	0.602979393847099	0.4753465172519358	0.8552567828825667	0.4954723414641524	0.896972886201737	0.9138897392717467	0.5552881268067739	0.5961541370068482	0.9310251132110208	0.9424288777154086	0.6531463615232208	0.5502783142288378	0.9198466494596693	0.58369323216356	0.893047333497789	0.6263068877882298	1.0	0.8326766407449111	0.5135704588990407	0.8266368073631624	0.6700986786006529	0.8961160131988691	0.8642020572253483	0.7857290748014146	0.8396667009137718	0.7567659328572465	0.9484843569827849	0.7539439366195604	0.9350294168726274	0.9520323223135884	0.5553522749378467	0.4611061536832762	0.7483108962641276	0.5272418337603791	0.939699713732446	0.7307509972948264	0.5440382135110566	0.785504295577899	0.8573752357965346	0.7212633322502904
LiJ_2014__MH0252__bin.98	0.9511952233416885	0.8500330636813157	0.9536225150057083	0.9465536027917484	0.8741256879695996	0.667303739977288	0.644616549022882	0.5057914380493094	0.8703776640766279	0.5348281868336973	0.9345472211685002	0.9390000792560339	0.5914163900268079	0.6396379390769152	0.9602558215371919	0.9600967044615097	0.7004902378951533	0.5829753199130483	0.9344800652924518	0.6105685198663416	0.9224476683298334	0.6727705912923634	0.9659586259302753	1.0	0.5399495786422533	0.8611525037344112	0.700637254812989	0.9395324862012825	0.8990399129756648	0.8176082706998913	0.8776553040134408	0.8023929272157355	0.9621513112638554	0.7930413202240223	0.9552844716859331	0.9592103678992493	0.5886097584142985	0.4923052071214269	0.772950823143488	0.5545931896681592	0.9637606322574478	0.7658371403454958	0.5742976917133884	0.8274075835319272	0.8914845744162733	0.7579018568297223
Bengtsson-PalmeJ_2015__TRAVELRES49__bin.105	0.9755622465036015	0.8778782977053696	0.9751528485688089	0.9700659040587452	0.8888619738385711	0.6992136356538555	0.7009293032827909	0.5212266322865825	0.8776700953326634	0.5732932410302815	0.9499883887138298	0.957249446461961	0.6000252245182317	0.6567433545406135	0.9746823912843283	0.9880924258379145	0.7192140760819516	0.6320273305653095	0.9626817266382924	0.6382703988276605	0.9489553846338641	0.7330405153809503	0.9856970975788466	0.8933353219329188	1.0	0.9072958916066417	0.7612399252073015	0.9540493359545478	0.9128653050765344	0.8554014502096038	0.9020537962899938	0.8312800041640475	0.9887540689550243	0.8117320035074091	0.9708816970094932	0.9767153673370517	0.6235671072282258	0.48201151519276736	0.8121924510624327	0.6013435058877229	0.9738936246031142	0.7996802892411424	0.5746405506151979	0.8375721201007379	0.9235627029472647	0.784554587058621
XieH_2016__YSZC12003_37101__bin.40	0.9623834344211766	0.8536705978378762	0.9662476086362394	0.9569768995179893	0.8678949993688393	0.6647556182494911	0.6480114760949413	0.5143108031428126	0.8657349590725982	0.5141533193538385	0.9336049571239661	0.9465946122160849	0.5981546821707516	0.6351627598022935	0.9584359224812092	0.9689248330488004	0.6834116258577352	0.5900286412151621	0.9417567347298939	0.6109911429156193	0.9222403876674874	0.6643046140911837	0.9712668682295759	0.8722114032969874	0.5554300042771861	1.0	0.7137128549666221	0.9317923616072906	0.9062910177864765	0.8233062526579219	0.8751263853364822	0.8022708304481732	0.970347702146069	0.7881230260908356	0.966459016835446	0.9658437883368854	0.5913975859021983	0.4868271244685688	0.7863049155776591	0.5639678316381869	0.9595462751100855	0.771260617900208	0.5801053241776221	0.8258878837977982	0.8991239734446791	0.7583052783418734
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.102	0.9905796263310894	0.8784882062195902	0.98251867959009	0.9837763229930525	0.8991248159029047	0.7001010124376383	0.6844587352625938	0.5309221433142874	0.9013779330233562	0.5586396477673167	0.9513436196380516	0.9637164866177798	0.6119826968007588	0.6557812271083455	0.9827191622907462	0.991876595186873	0.7323810405052164	0.6153400109494398	0.9749612528626617	0.6371039502802902	0.950463809017095	0.7153400109494398	0.9907484944520268	0.8929676837308288	0.5864118994193712	0.8980992697803172	1.0	0.969222050012723	0.9308581430675396	0.8580898625151326	0.9088644197182447	0.833153669990053	0.9922837292866671	0.8213436967467826	0.9830969950727521	0.9851542560164087	0.6211077440298565	0.5140777410226159	0.8166932691788691	0.6019161519658871	0.9840246131069421	0.7958345863502124	0.6203690423866695	0.8564536152428539	0.9297963558413719	0.7944134724374841
