	QinJ_2012__T2D-001__bin.17	VogtmannE_2016__MMRS92546335ST-27-0-0__bin.22	HMP_2012__SRS019601__bin.44	HMP_2012__SRS056259__bin.23	IjazUZ_2017__S48_a_WGS__bin.4	GeversD_2014__SKBSTL041__bin.6	IjazUZ_2017__S53_a_WGS__bin.7	SchirmerM_2016__G89004__bin.12	IjazUZ_2017__S15_a_WGS__bin.6	Obregon-TitoAJ_2015__NO11__bin.6	HeQ_2017__SZAXPI029473-40__bin.30	IjazUZ_2017__S16_a_WGS__bin.8	LiJ_2014__V1.CD2-0-PN__bin.3	XieH_2016__YSZC12003_37179__bin.52	BackhedF_2015__SID637_12M__bin.22	FengQ_2015__SID31137__bin.39	VatanenT_2016__G80291__bin.7	IjazUZ_2017__S57_a_WGS__bin.4	IjazUZ_2017__S54_a_WGS__bin.1	XieH_2016__YSZC12003_37297R1__bin.7	IjazUZ_2017__S56_a_WGS__bin.17	VogtmannE_2016__MMRS14602194ST-27-0-0__bin.25	Obregon-TitoAJ_2015__NO21__bin.9	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.58	GeversD_2014__SKBSTL016__bin.38	VogtmannE_2016__MMRS39415781ST-27-0-0__bin.25	LiJ_2014__MH0336__bin.26	IjazUZ_2017__S52_a_WGS__bin.9	CosteaPI_2017__pluto3-11-30-0__bin.40	VogtmannE_2016__MMRS65945127ST-27-0-0__bin.30	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.65	FengQ_2015__SID31450__bin.30	FengQ_2015__SID31416__bin.3	RaymondF_2016__P21E90__bin.79	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.30	LoombaR_2017__SID5639_uuc__bin.32	SchirmerM_2016__G89058__bin.13	LiJ_2014__O2.UC7-0__bin.29	VogtmannE_2016__MMRS47685461ST-27-0-0__bin.37	NielsenHB_2014__V1_UC11_5__bin.22	HMP_2012__SRS017521__bin.65	IjazUZ_2017__S14_a_WGS__bin.1
HeQ_2017__SZAXPI029473-40__bin.30	0.6659393216131078	0.9107534680811714	0.9532327532077896	0.5943933797646873	0.8949776659149667	0.5987829464857208	0.8350417189596556	0.5967341014726264	0.8727436637641361	0.9123799100547906	1.0	0.9586608225366863	0.9028210434344487	0.9121774610304655	0.5691637409230914	0.8441458363618236	0.588614449532731	0.8000111879723969	0.8963297361845665	0.6516346997627692	0.915369458053095	0.640402584345515	0.5137878440777192	0.7942615595729087	0.9712499552861648	0.8100738938938786	0.8614008102527493	0.9098306506300655	0.9183266598727007	0.727400105486597	0.7399553698842616	0.9551080704857483	0.919604524202933	0.49871833023697953	0.46682690075659616	0.7882672418451477	0.932920494614932	0.8694135295313	0.9660996825507968	0.574487921936874	0.8804199827842221	0.9610156243459413
IjazUZ_2017__S16_a_WGS__bin.8	0.6510086659677166	0.8891722796118584	0.9352678910593001	0.5789849740209092	0.8781609220352325	0.5821089045224095	0.8180801592969402	0.5827090898961198	0.8852278425235135	0.9003612689054774	0.911380947316097	1.0	0.8813785523630083	0.8913588500752131	0.5568899037894525	0.8336676137946404	0.5784220515124744	0.7807832871346159	0.8738879928918372	0.638564677842632	0.8915050073331872	0.6220510783439079	0.4981969114511317	0.7638084240123351	0.9772808672190253	0.7963645914506686	0.8362988062135647	0.8935121372025935	0.9071720524169129	0.7112222002745151	0.7266030810239401	0.9449960313239605	0.9033896907037472	0.4870958335775317	0.44229284560222215	0.7647334836871857	0.9311338836660582	0.8508403680558119	0.9557744055487662	0.5579734210855721	0.8530985700465894	0.9816268749914079
LiJ_2014__V1.CD2-0-PN__bin.3	0.677043065264138	0.9818204026245337	0.9176854296724234	0.5798789583958733	0.9705080745455771	0.5901536338518278	0.8890596186952073	0.6273218913305847	0.859599856643121	0.8871171789326651	0.9084066709959627	0.9328378382517812	1.0	0.9442340209154011	0.5711400854014912	0.823040789320525	0.6178811669495005	0.8226115610583904	0.9578728350967046	0.6425275226828565	0.9415020462050248	0.6290231055756025	0.5068002622083085	0.8259753168860925	0.9419278283883379	0.8159736474523521	0.866165019696255	0.9707351328501677	0.9025625042118741	0.7291378217106028	0.7283352682427755	0.927263231411085	0.9197749021313614	0.4861789265387891	0.4625617996802039	0.8098403929448812	0.9180935985639807	0.9030970293268965	0.9344954021650564	0.5916231950204928	0.857143951136134	0.9386146150500219
XieH_2016__YSZC12003_37179__bin.52	0.6099545237641576	0.8355520632923985	0.8130442773628842	0.5127163156323928	0.8348964770671284	0.5193838029059601	0.7832457925629408	0.5490349156995027	0.7597286601456521	0.787534419119916	0.8083674925007208	0.8308968615158407	0.8316306864264311	1.0	0.5070898750035832	0.7316011783015797	0.5388861441648948	0.7794903356675665	0.8311521489502696	0.5668584975811768	0.8945699991737724	0.5698582092446426	0.4577414987092303	0.726265772092733	0.8391244011958379	0.7306447778206817	0.784216019708055	0.8478706094017944	0.8168708909936144	0.6655744726055	0.643860202307704	0.8130152750916015	0.8380975184510089	0.43440883422672694	0.4123660963448707	0.7597913859881934	0.810760179881529	0.848880630360994	0.8324704033507739	0.5594767450683493	0.7570189711950116	0.8341690596350773
BackhedF_2015__SID637_12M__bin.22	0.7056034386721753	0.9093271814919661	0.9079433784905949	0.6082422389908475	0.891729157596374	0.6340702174642202	0.8455451840584449	0.6342388270553359	0.8533596364295474	0.889043447680745	0.9006528202061734	0.9269462815864475	0.8982230355627736	0.9054732479807495	1.0	0.8583799870050179	0.6229263278456932	0.8256564784321235	0.8984060974045565	0.6710420855561195	0.9100714724013197	0.6927547856520465	0.5484123299376565	0.817436158688121	0.9364757343700415	0.8449399960617616	0.8756793310534908	0.9069413557776785	0.9127487518373929	0.7642560914731119	0.7558340423968817	0.9201567346584842	0.9163810841717144	0.538931051322953	0.4026234448023384	0.8085727137894344	0.9165274132097184	0.8837430847486001	0.9229935910290064	0.6113579033638216	0.8790448989275829	0.934499991268432
FengQ_2015__SID31137__bin.39	0.6905568678726278	0.8898632243527673	0.919194024879887	0.5879827390901222	0.8817705795644478	0.6196362380426671	0.8319388508214146	0.6004650330888928	0.8682299343978521	0.9050518382375616	0.9120836648390168	0.9474911444295737	0.8838120378194019	0.891994317632813	0.5861065711107959	1.0	0.5921573464743215	0.8091555188243832	0.8829049971526489	0.6652802019666253	0.9016152807159289	0.6510520808277671	0.525910073044322	0.7899333288104651	0.9631970099729245	0.8185293688337373	0.860480616425824	0.890262059097441	0.90847030428624	0.732673816910182	0.7585401003665578	0.9419041686454216	0.9066788372939267	0.5193913864030245	0.43231671590425497	0.7933797544082546	0.9334056992251504	0.867484072308328	0.9447745452975533	0.5878174488144946	0.8853214423015643	0.950752132429582
VatanenT_2016__G80291__bin.7	0.6120097668172384	0.800847271395434	0.7585828348187035	0.4918461726284947	0.790790868025882	0.5168526431449151	0.7533790745940666	0.5685591502869003	0.7182458796239775	0.7461228177267732	0.755352948357954	0.7807803686973508	0.7880346722011965	0.7803447686485167	0.5051676230008546	0.7032972774996947	1.0	0.719925283848126	0.798704431693322	0.552947381272128	0.7939885239897448	0.5781438163838359	0.4642563789525089	0.7144343791966793	0.7780207544866317	0.7041342937370284	0.7448980588450739	0.8102883652789648	0.7563247466731778	0.6379328531314858	0.6346389940178244	0.7629168599682579	0.7691334391405201	0.4562378219997558	0.3372799413990966	0.7033988523989745	0.7690123306067636	0.7582825051886216	0.7735534122817728	0.5211852032718838	0.7301921621291662	0.7840976681723844
IjazUZ_2017__S57_a_WGS__bin.4	0.6719267304062626	0.8907584099950981	0.8571383787604163	0.5526576349906606	0.8852369715712283	0.5732610440982248	0.8398970134888879	0.5980680258150248	0.8064516391693984	0.83862189587028	0.8558950169445706	0.8786582277656454	0.8746626963770701	0.9410347669042652	0.5582177503537922	0.8011968680635962	0.6001956646000968	1.0	0.8845525933091338	0.6117975250015878	0.9778401494314084	0.6245405586741382	0.5042300357782044	0.783692499605088	0.8835331506153298	0.7878138328276831	0.8491656366387053	0.9020858676906691	0.8666211500160408	0.7181240951631841	0.6988418088756654	0.8638026189580514	0.8830649560874245	0.4806875864124248	0.404072640991693	0.8228852670988713	0.8653672029326077	0.9113259920431358	0.8746541467378649	0.6206879283979929	0.820620019835163	0.8829538107777566
IjazUZ_2017__S54_a_WGS__bin.1	0.65782358558548	0.9180735870501322	0.8631469368266261	0.5490684080403542	0.9286934131666365	0.5578779241778908	0.882197300353274	0.6039448939298958	0.8114384934002776	0.8555754178652403	0.8624585503459509	0.8844865515645413	0.9160087937711275	0.9024464816127578	0.5462895968691597	0.7862618563586405	0.5988768315474342	0.7955539753586933	1.0	0.6094490564711259	0.9040916520689676	0.6107284300687216	0.49355333384107936	0.8111993889471494	0.8925663047999579	0.7813446531410928	0.8324595463093696	0.96058438153601	0.8600587179021495	0.7110688152136341	0.6915548893015954	0.8680494935233085	0.8814170069541681	0.46489265564857724	0.4387771766194658	0.7809004973958485	0.8678803262073128	0.8588727158750711	0.881881667828624	0.5694131578484847	0.8107006749116815	0.8892345874660934
XieH_2016__YSZC12003_37297R1__bin.7	0.6987524156974204	0.9158037056339837	0.9283027479873235	0.6097641113956175	0.8971670923473511	0.6191754851087293	0.8493230652030588	0.6249958187258497	0.8757994326415618	0.9081846148533964	0.9238619650801563	0.9522978664171929	0.9053489017006725	0.9068762806838082	0.6012186660710375	0.8729518500654436	0.6108965622912735	0.8107485182103931	0.8979866220807963	1.0	0.9145093989647705	0.6597608203282219	0.523510630147688	0.7973463206406036	0.9674486458606465	0.8296678395815057	0.8670500490422993	0.9173904317340904	0.9134184910509943	0.7381162793458006	0.7679997108176846	0.9448174320826198	0.9173418750020232	0.5277124060292355	0.44001571080041996	0.8024658187582209	0.9425082897132023	0.8848692906724677	0.9477874855273963	0.5963538210371502	0.899003076338736	0.9620048966766693
IjazUZ_2017__S56_a_WGS__bin.17	0.6330803217870491	0.8618571457176651	0.8335516372100281	0.528417364790266	0.8547011055129267	0.5353027404098772	0.8031785136509545	0.5678101094603486	0.7763426724123049	0.8131944842424188	0.8304389944810663	0.8507464335452848	0.8488949358794217	0.9157905166586456	0.5217550112650324	0.7570339994766231	0.5613148498881783	0.829191313600136	0.8524194444885579	0.5851896067561194	1.0	0.5887096273045329	0.47567609182434145	0.7500271009820567	0.8579791160177506	0.7575863761809641	0.8132196864295543	0.869362218952459	0.841602527675799	0.6892608302083773	0.6655725004781511	0.8378080449524162	0.854142859806102	0.4495990780832804	0.4230238896019919	0.7988544397622847	0.8343802022665397	0.8848764091647582	0.8511292996484813	0.5843551726971242	0.7816627505459899	0.8547104268698125
VogtmannE_2016__MMRS14602194ST-27-0-0__bin.25	0.7115532994279591	0.8835521211835963	0.8981818124127092	0.5875488974054827	0.8761595368251602	0.6173524510708644	0.8378882772618405	0.6179479192722808	0.8377481359888607	0.8819555683416105	0.8899573706112646	0.9093000392924399	0.8687685389717016	0.8936211394384512	0.6083807654251913	0.8373647306193874	0.6260845744649909	0.8112455703458951	0.8820512874752308	0.646695389457886	0.9017911112356812	1.0	0.5606534073631811	0.808939849779132	0.9193066550181946	0.8218254432033862	0.8657991304895055	0.8894216607639868	0.9046103305800421	0.7491275544713263	0.7565931180587102	0.8972817352556837	0.9018201971602618	0.5205983873705743	0.39461191179666927	0.7968676045731534	0.898126813573502	0.8592632588187201	0.9110621174870396	0.5939319357634711	0.862831837347279	0.913383703103574
Obregon-TitoAJ_2015__NO21__bin.9	0.7198965442610699	0.9059044781978053	0.9100273829704003	0.5787169660152737	0.8897731259737623	0.6432316206766295	0.8614014381100509	0.6276688986184841	0.8514739350955043	0.8985499258629938	0.9074846785760855	0.9255961542856298	0.889638698038562	0.9123180349862143	0.6121283571696468	0.8597056297074982	0.6389904193210583	0.8324530544043297	0.9059811021208695	0.6521959475354654	0.9260948819252232	0.7125803038877903	1.0	0.8378987300592962	0.9366474748384512	0.8463925591449308	0.8750243650632551	0.9093418005008784	0.9123395434558464	0.7633181116101375	0.7711539159529665	0.9145596208056803	0.9201941677096034	0.5621588050969696	0.4012989771378411	0.8275726482168806	0.9203084314545237	0.8886741776034994	0.9293816449408718	0.6178408722759859	0.8889578205467722	0.9317509372987781
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.58	0.7164897222791049	0.9796232973442454	0.9232326450920441	0.6001605562891461	0.9529324692656954	0.6132808914184031	0.9027495816180261	0.6479876180119619	0.8567408044231978	0.8914832788436416	0.9211367632417012	0.9317728450680356	0.9520264163200746	0.9504442439820078	0.5990929761257475	0.8478788740052395	0.6456600372836594	0.8495360726466454	0.9777273385257419	0.65223587210575	0.9587959955372589	0.6750884427717011	0.550169647711786	1.0	0.9395036436303551	0.8361950719193317	0.9085539695093103	0.976401138281421	0.9149696011072117	0.7626286921767867	0.7506871526723486	0.921501302809691	0.9311488027567312	0.5078084728528355	0.4560720993948466	0.8575312285954371	0.9196146119463059	0.9127819223680772	0.9363035511273364	0.6213153258436487	0.8883904298212785	0.9368093166780825
GeversD_2014__SKBSTL016__bin.38	0.6238276383249048	0.8464036397319612	0.8969338009377866	0.5490281489987897	0.838335991524812	0.5615708662670197	0.7807599405012229	0.5535908169037025	0.8318800251709803	0.8617043518489687	0.8733440482231635	0.9243549765211146	0.8417697977664348	0.851434413958602	0.5321458671310317	0.8015899874521499	0.5451631921976805	0.742596272327012	0.8341120847737812	0.6135915765499265	0.8503931511391442	0.5948378959442078	0.4768425954853061	0.7284374248266757	1.0	0.7587986366061197	0.8000925947153944	0.8497604548022474	0.8784829522726596	0.6768701069971972	0.6915271729218286	0.9168440600284765	0.8598928351331587	0.466002922927047	0.424878687577697	0.7318383815018616	0.888786081912447	0.8114989222946928	0.9227583507190804	0.5328507640774934	0.8192367061055368	0.921559341544128
VogtmannE_2016__MMRS39415781ST-27-0-0__bin.25	0.6642301776119603	0.8585478482924612	0.8562214957356153	0.5489858848112382	0.8508000828205309	0.5653726884226575	0.7948291905879703	0.5816020219633068	0.8004985097857535	0.8326640524783885	0.8443608658711983	0.8731330673662516	0.845280697342524	0.8593701038509168	0.5565563477097822	0.7896243486014516	0.5719261405870579	0.7675428401889006	0.8464000437901659	0.6099648806043677	0.8704108580571922	0.616406080803962	0.49948197503167246	0.7515372172777589	0.879580613966683	1.0	0.836479825981689	0.8599825315316959	0.8615675451407593	0.7013229072544915	0.7002547286635987	0.8608523850964296	0.875952455938129	0.47572184359771114	0.41173544710790544	0.7482549380948263	0.857336875682734	0.8274020928843361	0.8731763022219542	0.561402221398953	0.8092073583344506	0.8760789873048184
LiJ_2014__MH0336__bin.26	0.6944082468975461	0.912335583491493	0.90617081717956	0.5729103842775521	0.9001235088862726	0.5898508362259512	0.8451476194186185	0.6117739601504887	0.8388385023430304	0.8709871970759677	0.8952151874404554	0.9142157027529075	0.8946314566811269	0.9196622745804632	0.5751049113666538	0.8276487475297234	0.6032537057609402	0.8248787947937228	0.8991142399853197	0.6355700846686438	0.9315769470643999	0.647475265595518	0.5148572529140069	0.8141648042781612	0.9247153422714798	0.8340156049107734	1.0	0.9094113929532307	0.9062866932720284	0.7423346778387567	0.7281728792203319	0.905470814846219	0.9227842058908557	0.494703513418491	0.45251986998148747	0.8139164418683655	0.896998413723526	0.8844054903911828	0.9197662862266038	0.5970885439674629	0.8497628890401386	0.9170501189806227
IjazUZ_2017__S52_a_WGS__bin.9	0.5554640494907427	0.7942266333678863	0.7362086116941676	0.47146701539392283	0.7922899428584076	0.4741556336789865	0.761578642545955	0.5150874338912231	0.6977948165554453	0.7189708365150391	0.7349811188045885	0.7592435471316691	0.7793593058901214	0.7728864558317747	0.4629932258869735	0.6656045609983732	0.5100775536955129	0.6811441967530001	0.8064560654072644	0.5227173796761854	0.7741142561325458	0.5170198206440142	0.41589844609790677	0.6801165211382084	0.7634098910165842	0.666502509090149	0.7068932656044995	1.0	0.7356866274901843	0.6037116212497372	0.5878396739965791	0.7490461030712838	0.7555377052123412	0.3936637019931312	0.3673068812150858	0.6600628594405362	0.7437318857955124	0.7356684902298575	0.7545610598554183	0.48692703164982665	0.6917529569882557	0.7640655990890791
CosteaPI_2017__pluto3-11-30-0__bin.40	0.6367648180211944	0.8702063169733286	0.9039761797117728	0.5541306942801602	0.8589983639633935	0.5575910544539624	0.8008256437444458	0.5701907408351051	0.8214118052671922	0.8498662656624213	0.872118820998369	0.9062189990578424	0.8518774306093884	0.8753916170019149	0.5477842310935136	0.7984946439406834	0.5597160589262294	0.7692780008189218	0.8488601410959602	0.6118505861651367	0.8809964969951786	0.6181927126079624	0.4905457177726628	0.7492462197146206	0.9278065870079106	0.7849903850775537	0.8281745958606502	0.8648797113752429	1.0	0.696810288780157	0.6978785733413853	0.8983441950696283	0.8902178599397987	0.47041383016516125	0.42657187990255335	0.7559378154303513	0.8784436004659109	0.8340049865326035	0.9162274810059655	0.5511809856912752	0.8152829020622301	0.9070086478285743
VogtmannE_2016__MMRS65945127ST-27-0-0__bin.30	0.670845057449675	0.8801349823551297	0.8707946693347686	0.5735418149112699	0.8672453774774156	0.5872260710634962	0.8258133436397196	0.6053734680387646	0.8162766253327602	0.8516896272724318	0.8630445618762439	0.8876263766430318	0.8597869431571494	0.8911011699433992	0.5730316126725206	0.8045505524632384	0.5898150087953449	0.7964067314187054	0.8768010590534259	0.617705914011508	0.901430281992841	0.639586817457766	0.5127550559687342	0.7802116481428639	0.8931221126165337	0.7983152489967528	0.8474955842673496	0.8866940159146978	0.8705544679267909	1.0	0.7082185002040808	0.8771938696266223	0.9023378098688464	0.48423339630342677	0.4260703410859993	0.7789537512958233	0.8725239388696447	0.8578851981751918	0.8854618549327978	0.5835372637266978	0.8259853675803953	0.89355194671502
