	QinJ_2012__T2D-001__bin.17	VogtmannE_2016__MMRS92546335ST-27-0-0__bin.22	HMP_2012__SRS019601__bin.44	HMP_2012__SRS056259__bin.23	IjazUZ_2017__S48_a_WGS__bin.4	GeversD_2014__SKBSTL041__bin.6	IjazUZ_2017__S53_a_WGS__bin.7	SchirmerM_2016__G89004__bin.12	IjazUZ_2017__S15_a_WGS__bin.6	Obregon-TitoAJ_2015__NO11__bin.6	HeQ_2017__SZAXPI029473-40__bin.30	IjazUZ_2017__S16_a_WGS__bin.8	LiJ_2014__V1.CD2-0-PN__bin.3	XieH_2016__YSZC12003_37179__bin.52	BackhedF_2015__SID637_12M__bin.22	FengQ_2015__SID31137__bin.39	VatanenT_2016__G80291__bin.7	IjazUZ_2017__S57_a_WGS__bin.4	IjazUZ_2017__S54_a_WGS__bin.1	XieH_2016__YSZC12003_37297R1__bin.7	IjazUZ_2017__S56_a_WGS__bin.17	VogtmannE_2016__MMRS14602194ST-27-0-0__bin.25	Obregon-TitoAJ_2015__NO21__bin.9	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.58	GeversD_2014__SKBSTL016__bin.38	VogtmannE_2016__MMRS39415781ST-27-0-0__bin.25	LiJ_2014__MH0336__bin.26	IjazUZ_2017__S52_a_WGS__bin.9	CosteaPI_2017__pluto3-11-30-0__bin.40	VogtmannE_2016__MMRS65945127ST-27-0-0__bin.30	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.65	FengQ_2015__SID31450__bin.30	FengQ_2015__SID31416__bin.3	RaymondF_2016__P21E90__bin.79	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.30	LoombaR_2017__SID5639_uuc__bin.32	SchirmerM_2016__G89058__bin.13	LiJ_2014__O2.UC7-0__bin.29	VogtmannE_2016__MMRS47685461ST-27-0-0__bin.37	NielsenHB_2014__V1_UC11_5__bin.22	HMP_2012__SRS017521__bin.65	IjazUZ_2017__S14_a_WGS__bin.1
HeQ_2017__SZAXPI029473-40__bin.30	0.9895020514142772	0.9873480073565388	0.9981976123045337	0.996529919950185	0.9873363092551785	0.9979717040666762	0.9873811243326427	0.987710550748226	0.9981746241418796	0.998142407642856	1.0	0.9981298857724721	0.9874634402367795	0.9864764037711824	0.9925390071298503	0.9974410464955242	0.9877417830482066	0.9865704883936582	0.9871879877483483	0.996788515260228	0.9865111933718244	0.9935622824377365	0.9950437330676234	0.9868449234775776	0.9979729856544941	0.9923473740248916	0.9898665416583399	0.9871441488680889	0.9945836137624514	0.988293384071309	0.9973160028394054	0.9981483469940465	0.990448230268761	0.9979926575127991	0.9896919359588227	0.9860069125290422	0.9982129027687181	0.9861363796264043	0.998009279024075	0.9845661399436646	0.9980703691880279	0.998167993603195
IjazUZ_2017__S16_a_WGS__bin.8	0.9892427425069446	0.9861696420654095	0.9998302171673262	0.9980629932553999	0.9861348433106073	0.9997514654220055	0.9861563507261331	0.9866981702479835	0.9998855825421843	0.9998240375900702	0.9981298857724721	1.0	0.9863975820442901	0.9849419191737484	0.9928970281945151	0.9991830940356758	0.9864755056723284	0.9851780437847981	0.9860249245853726	0.9983964215595607	0.9850770372816231	0.9939252544439171	0.9957633981899536	0.9860016476341878	0.9996865510026297	0.9918391622885671	0.9888819588285974	0.9861020112137353	0.9950923103602769	0.9876081903396432	0.9989341384078226	0.999607750393015	0.9897823082280205	0.9994811087199716	0.9895553580592262	0.9845780865369164	0.9996290894826478	0.9845233081800288	0.9998716997213348	0.9830419025498972	0.9997223098394739	0.9999152414329358
LiJ_2014__V1.CD2-0-PN__bin.3	0.9899798780139588	0.9993904314100873	0.9867896149945795	0.9873334124356696	0.9996095646409119	0.9863813491040041	0.9995484237016858	0.9995960991228884	0.9868426026784262	0.9866249904184374	0.9874634402367795	0.9863975820442901	1.0	0.9885365260186024	0.9874910709616086	0.9860974185376622	0.9992872398595782	0.9884785587362993	0.9995616802231475	0.9853871309274312	0.9884241728451041	0.9864231467604335	0.9891267145041408	0.9991662691005433	0.9866074006814813	0.9893205970326635	0.9884408975673189	0.9995659090774681	0.9870690557646971	0.9889773340458803	0.9850668279645345	0.9865001385018983	0.9880031801772788	0.9862877498564925	0.988333622402063	0.9880626034764345	0.9867020127428585	0.9882246961272725	0.986544590975696	0.9868506855360735	0.9867562484103751	0.9865619526581496
XieH_2016__YSZC12003_37179__bin.52	0.9864695715346139	0.9887285780130453	0.9856017346598379	0.9840962638842141	0.9886617856010428	0.9852814356853693	0.988283808090019	0.9885842322744399	0.9853674069421493	0.985128560562949	0.9864764037711824	0.9849419191737484	0.9885365260186024	1.0	0.985725439397525	0.9846694462826947	0.9893336899501541	0.9981267399877966	0.9883127725816723	0.9841138714695459	0.9980848426015287	0.9853370792413486	0.987139077452077	0.9885291991324604	0.9851860386481464	0.9877615443322602	0.9883132547530262	0.988145452258739	0.9863075668945006	0.9877236320833092	0.9840331552081014	0.9851807415023419	0.9872803923064211	0.9851381828554909	0.988085118074096	0.9979049734954787	0.985246717907001	0.997628367953322	0.9848163088139135	0.9964107763197725	0.9853469402267357	0.9851087640485237
BackhedF_2015__SID637_12M__bin.22	0.9898661034846885	0.9877123488735339	0.9931293591946774	0.9922550679990098	0.9876388577648302	0.9927113757596442	0.9877104820000873	0.9882275119864138	0.9930026417024617	0.9928067036115767	0.9925390071298503	0.9928970281945151	0.9874910709616086	0.985725439397525	1.0	0.9923761427779774	0.987742696893136	0.985615999666458	0.9877747211822073	0.9918832483740239	0.9855413264261409	0.9961639940182553	0.9941912826665299	0.9875144675189196	0.9928819465504352	0.9917080955618662	0.988805645387216	0.9877367764885038	0.9969540489575297	0.9881329526618328	0.9919383263393315	0.9929533808046558	0.9894583395373061	0.9924790934989959	0.9880844008062943	0.9850339287679273	0.9928479497869193	0.9849272401594857	0.992959448157556	0.9838179360334126	0.9928787524281618	0.9928797093790267
FengQ_2015__SID31137__bin.39	0.988582545073548	0.9854851716612048	0.9991664517616919	0.9975438510824565	0.9854127695473989	0.9993309093995625	0.9857454308062195	0.9857155874441883	0.9991676792683527	0.9991380179041716	0.9974410464955242	0.9991830940356758	0.9860974185376622	0.9846694462826947	0.9923761427779774	1.0	0.9856570307719894	0.9845794161071105	0.9856768615879804	0.9979732363578946	0.9845758516350666	0.9935601756190244	0.9949894943519987	0.9855172159075171	0.999054501163002	0.9909128422305946	0.9881348945720059	0.985512213572639	0.9943224698516219	0.9870563875539248	0.9984958971386324	0.9991534117376126	0.9888244257283046	0.9989742989527094	0.9890170979967209	0.9840140873082655	0.9993374792604596	0.9840571909387046	0.999126438560889	0.9826891008148165	0.999253753854793	0.999161283715552
VatanenT_2016__G80291__bin.7	0.9899304181467324	0.999718970297416	0.9871906981946486	0.9870374998162494	0.99950128074561	0.9865429679853694	0.9995257420969974	0.9996917465349391	0.987153741657315	0.9864226488037017	0.9877417830482066	0.9864755056723284	0.9992872398595782	0.9893336899501541	0.987742696893136	0.9856570307719894	1.0	0.9888413623518727	0.9991838146037316	0.9851089337697296	0.988826598194205	0.9867362111271136	0.9891345965765084	0.9994104571109256	0.9863506267493541	0.989399858234769	0.988680534265301	0.999270090576219	0.9875469777988056	0.9894265413504791	0.9850982496753815	0.986356852068854	0.9880858277121979	0.9860524171588515	0.988389731788923	0.9887165427783609	0.986456113447668	0.9888692954183758	0.9863428928309683	0.9874219597132632	0.986793703003177	0.9865622615216165
IjazUZ_2017__S57_a_WGS__bin.4	0.9862309063029966	0.9886933271153636	0.9857909890353783	0.9841387910159931	0.9885750631851882	0.9853016708721871	0.988263428075413	0.9886264293516189	0.9855955243129637	0.9852753505618365	0.9865704883936582	0.9851780437847981	0.9884785587362993	0.9981267399877966	0.985615999666458	0.9845794161071105	0.9888413623518727	1.0	0.9885807184906182	0.9840383629352124	0.9999454608660898	0.9858252880152125	0.9876026566533154	0.9883616150486212	0.985335561739519	0.9878384959614801	0.9881376560607202	0.9884331873708553	0.9864980788009086	0.9877464623103759	0.9842945327037155	0.9851826296270328	0.9874995447261072	0.9852745315989225	0.9883696150092612	0.9998812731671917	0.9854204981824302	0.9994476879691527	0.9853095425370174	0.9980916230435044	0.9854796899491626	0.9853515984390667
IjazUZ_2017__S54_a_WGS__bin.1	0.9896552161034665	0.999423213676413	0.9868434823598757	0.9869308189677868	0.9997934412064295	0.986407246533508	0.9999215601967386	0.9995981942376326	0.9863437691944773	0.9865177979590717	0.9871879877483483	0.9860249245853726	0.9995616802231475	0.9883127725816723	0.9877747211822073	0.9856768615879804	0.9991838146037316	0.9885807184906182	1.0	0.9851174710650374	0.9885355949059367	0.986595684900108	0.9892692034726651	0.999466296849031	0.9862406478644845	0.9893336523130434	0.9885331103612035	0.9998765104129546	0.9872427331452304	0.9891642246738647	0.9851640111731552	0.9861359829250751	0.9878726420166108	0.9861993164517633	0.9886271384444797	0.9883364089597586	0.9863898130014241	0.9883093419085612	0.9863532973320086	0.9870258872932273	0.9865613701440423	0.986147758863071
XieH_2016__YSZC12003_37297R1__bin.7	0.987505394479408	0.9852506450049482	0.9984106536687266	0.996545329979182	0.9851531017878364	0.9982742228566309	0.985115834911862	0.985601784653815	0.9984887003130242	0.9983701744292942	0.996788515260228	0.9983964215595607	0.9853871309274312	0.9841138714695459	0.9918832483740239	0.9979732363578946	0.9851089337697296	0.9840383629352124	0.9851174710650374	1.0	0.9838319206965461	0.9927552703703223	0.9944809590525082	0.9849086454901208	0.998380914838793	0.9905256038647343	0.9877244242962118	0.98515304943016	0.9935289457468971	0.9869128189738877	0.9974305541930946	0.9983342293074168	0.9884809625436528	0.9979716438255533	0.9888945338408132	0.9831017530130117	0.9984471250953043	0.9834633039213041	0.9983956116027459	0.9819013126744999	0.9983583416614541	0.9984041909864227
IjazUZ_2017__S56_a_WGS__bin.17	0.9862106352358068	0.988536783742024	0.9857524942423288	0.9841213505339177	0.9885023004582549	0.9853044157923834	0.9884150035645489	0.9885541491584958	0.9855157192793007	0.9851677644910518	0.9865111933718244	0.9850770372816231	0.9884241728451041	0.9980848426015287	0.9855413264261409	0.9845758516350666	0.988826598194205	0.9999454608660898	0.9885355949059367	0.9838319206965461	1.0	0.9855277925794755	0.9874086373737728	0.9884237743027262	0.9852611247248131	0.9876574604334809	0.9880803719178999	0.9884607639675314	0.9862358634606717	0.9875772219059176	0.984139462467138	0.9850935358098961	0.9873733251866624	0.9851273641068778	0.988064077566562	0.9998552463059721	0.9852773671624219	0.9994178436194608	0.9851446633114023	0.9980682868841633	0.9854121276323498	0.985283225965899
VogtmannE_2016__MMRS14602194ST-27-0-0__bin.25	0.989534771695492	0.9865884364828541	0.9943514997096128	0.9921708674468116	0.9864826805995921	0.9938769289972365	0.9868964353096751	0.9871214687523495	0.9939252902302078	0.9940377985571032	0.9935622824377365	0.9939252544439171	0.9864231467604335	0.9853370792413486	0.9961639940182553	0.9935601756190244	0.9867362111271136	0.9858252880152125	0.986595684900108	0.9927552703703223	0.9855277925794755	1.0	0.9953171134717482	0.9863282924970356	0.9939693831983254	0.9922568427047863	0.9897290003699736	0.9866659235706157	0.9990089174072532	0.9887511359844989	0.993155339772127	0.9938903806591594	0.9907570568293724	0.9936781307535774	0.9886034979126728	0.9855242323421861	0.9940461836341459	0.9850528470219063	0.9940958012791661	0.9842627680421225	0.9942226084243522	0.9940186066052585
Obregon-TitoAJ_2015__NO21__bin.9	0.9918865581355291	0.9892182061854762	0.9959409876390642	0.9938407766900639	0.9890234025957725	0.9952297161540717	0.9891970913345945	0.9892257269006195	0.9957718579771889	0.9958144284895964	0.9950437330676234	0.9957633981899536	0.9891267145041408	0.987139077452077	0.9941912826665299	0.9949894943519987	0.9891345965765084	0.9876026566533154	0.9892692034726651	0.9944809590525082	0.9874086373737728	0.9953171134717482	1.0	0.9890331686549982	0.9956765662890777	0.9930516015778408	0.9904684881126191	0.9893178424498762	0.9963884235762535	0.9892499531792386	0.9947510157226761	0.9955995647856891	0.9913368128971713	0.9951513896771599	0.9901621781189727	0.9870704894021785	0.9956978863212274	0.9868596064077052	0.9957626538864544	0.9856719605995001	0.9955251090684097	0.9957383353721038
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.58	0.9899714620225377	0.999452478413196	0.986361148085228	0.9866422210581456	0.9995033088058303	0.986089458061522	0.9994263906240762	0.9994220975205329	0.9863329478641008	0.9860141293805302	0.9868449234775776	0.9860016476341878	0.9991662691005433	0.9885291991324604	0.9875144675189196	0.9855172159075171	0.9994104571109256	0.9883616150486212	0.999466296849031	0.9849086454901208	0.9884237743027262	0.9863282924970356	0.9890331686549982	1.0	0.9860764090577686	0.9888914115120342	0.9882419073705777	0.9994836332522115	0.9868476105929309	0.9891441478571069	0.9848653812749696	0.9860964445812971	0.9879199105851438	0.9858483857203811	0.9889657786016492	0.9881592136452565	0.9860669174113608	0.9880974277659482	0.9859689971116332	0.9868040237003267	0.9860124857031596	0.9860456257867917
GeversD_2014__SKBSTL016__bin.38	0.9892382448458014	0.9863893683065409	0.999861914964794	0.9979661105502884	0.9863947988449752	0.9997782524096774	0.9863761219219287	0.9867608157718659	0.9996492526573326	0.9997078196357908	0.9979729856544941	0.9996865510026297	0.9866074006814813	0.9851860386481464	0.9928819465504352	0.999054501163002	0.9863506267493541	0.985335561739519	0.9862406478644845	0.998380914838793	0.9852611247248131	0.9939693831983254	0.9956765662890777	0.9860764090577686	1.0	0.9919038227822848	0.9890641245927546	0.9862586682584371	0.9951473151694563	0.9876534210229366	0.99893726292313	0.9993875508711362	0.990023968949101	0.9994906597717363	0.9897239118322476	0.9846093643899059	0.9998059974502522	0.9843514707567046	0.9998717105909581	0.9832956990876852	0.9997456944483303	0.9997067521614036
VogtmannE_2016__MMRS39415781ST-27-0-0__bin.25	0.9916392247614908	0.9893947884945729	0.9922833256489899	0.9904962013431272	0.9890538261809017	0.992317620947867	0.9893689452929243	0.9893994244245089	0.9919358287193023	0.9918900210498464	0.9923473740248916	0.9918391622885671	0.9893205970326635	0.9877615443322602	0.9917080955618662	0.9909128422305946	0.989399858234769	0.9878384959614801	0.9893336523130434	0.9905256038647343	0.9876574604334809	0.9922568427047863	0.9930516015778408	0.9888914115120342	0.9919038227822848	1.0	0.9918506735998887	0.9892931078459869	0.9928747020841086	0.9901013107909544	0.9907203200075423	0.9917101106765568	0.9930172376967541	0.9919673200938579	0.9908676888771372	0.987305639687422	0.9917624003336702	0.9872096605728061	0.9917323240810026	0.9862063679532873	0.9919693477647791	0.9919461176271923
LiJ_2014__MH0336__bin.26	0.9891015219676409	0.9885342949150582	0.9894124307105576	0.9872827642608873	0.9884651080375527	0.988923080187325	0.9884339377848905	0.9886455653730007	0.9890521670442156	0.9891311475262582	0.9898665416583399	0.9888819588285974	0.9884408975673189	0.9883132547530262	0.988805645387216	0.9881348945720059	0.988680534265301	0.9881376560607202	0.9885331103612035	0.9877244242962118	0.9880803719178999	0.9897290003699736	0.9904684881126191	0.9882419073705777	0.9890641245927546	0.9918506735998887	1.0	0.9885165485421179	0.9901413745128369	0.9915050377101952	0.9875702972261928	0.9887557183371575	0.9918836461825761	0.9889396535162652	0.9926356407573778	0.9876967377350114	0.9889002975703869	0.9879141185872445	0.9890942572926812	0.9863581455544906	0.9889519087690197	0.9890222331979986
IjazUZ_2017__S52_a_WGS__bin.9	0.9897530477384072	0.9996239218221684	0.986893974046739	0.986930960412567	0.9997028777031438	0.9864915166647906	0.9998724628790294	0.9997338919613296	0.9864387363853926	0.9866630442211165	0.9871441488680889	0.9861020112137353	0.9995659090774681	0.988145452258739	0.9877367764885038	0.985512213572639	0.999270090576219	0.9884331873708553	0.9998765104129546	0.98515304943016	0.9884607639675314	0.9866659235706157	0.9893178424498762	0.9994836332522115	0.9862586682584371	0.9892931078459869	0.9885165485421179	1.0	0.9871929676204462	0.9892609018041725	0.9852355784638118	0.9862770281182694	0.9877697460065092	0.9860703321174712	0.9889004758948893	0.988253715330372	0.9864404844664528	0.9881885260557299	0.9863180925936715	0.9867028466846819	0.9866588035147412	0.9862468176421665
CosteaPI_2017__pluto3-11-30-0__bin.40	0.9904616820223393	0.9871562243259775	0.995606174043908	0.9933318303552341	0.9870850953470379	0.9948281809653073	0.9872706502745826	0.9875590251523513	0.995187577636488	0.9951643044672737	0.9945836137624514	0.9950923103602769	0.9870690557646971	0.9863075668945006	0.9969540489575297	0.9943224698516219	0.9875469777988056	0.9864980788009086	0.9872427331452304	0.9935289457468971	0.9862358634606717	0.9990089174072532	0.9963884235762535	0.9868476105929309	0.9951473151694563	0.9928747020841086	0.9901413745128369	0.9871929676204462	1.0	0.9891751072613483	0.9940569707177759	0.9950208249523158	0.9911422954386886	0.994297717941373	0.9896561033769213	0.9860162111073661	0.9950222280441777	0.9859941201025244	0.9951026934989502	0.9846181954107657	0.9951151409017625	0.995158904815718
VogtmannE_2016__MMRS65945127ST-27-0-0__bin.30	0.9876348964201556	0.9893629763770576	0.9882611378021185	0.9864414150317027	0.9891378178307049	0.9883338589378735	0.9890031930051288	0.9892734135896657	0.9880498119427554	0.9878416126136789	0.988293384071309	0.9876081903396432	0.9889773340458803	0.9877236320833092	0.9881329526618328	0.9870563875539248	0.9894265413504791	0.9877464623103759	0.9891642246738647	0.9869128189738877	0.9875772219059176	0.9887511359844989	0.9892499531792386	0.9891441478571069	0.9876534210229366	0.9901013107909544	0.9915050377101952	0.9892609018041725	0.9891751072613483	1.0	0.986486010555603	0.9878030613100943	0.9908987282713088	0.9874361264305378	0.9990937195612586	0.9874165745679276	0.9877310083379462	0.9872302595618478	0.9877105799008727	0.9862112960542331	0.9877649686106112	0.9876420357429276
