	QinJ_2012__T2D-001__bin.17	VogtmannE_2016__MMRS92546335ST-27-0-0__bin.22	HMP_2012__SRS019601__bin.44	HMP_2012__SRS056259__bin.23	IjazUZ_2017__S48_a_WGS__bin.4	GeversD_2014__SKBSTL041__bin.6	IjazUZ_2017__S53_a_WGS__bin.7	SchirmerM_2016__G89004__bin.12	IjazUZ_2017__S15_a_WGS__bin.6	Obregon-TitoAJ_2015__NO11__bin.6	HeQ_2017__SZAXPI029473-40__bin.30	IjazUZ_2017__S16_a_WGS__bin.8	LiJ_2014__V1.CD2-0-PN__bin.3	XieH_2016__YSZC12003_37179__bin.52	BackhedF_2015__SID637_12M__bin.22	FengQ_2015__SID31137__bin.39	VatanenT_2016__G80291__bin.7	IjazUZ_2017__S57_a_WGS__bin.4	IjazUZ_2017__S54_a_WGS__bin.1	XieH_2016__YSZC12003_37297R1__bin.7	IjazUZ_2017__S56_a_WGS__bin.17	VogtmannE_2016__MMRS14602194ST-27-0-0__bin.25	Obregon-TitoAJ_2015__NO21__bin.9	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.58	GeversD_2014__SKBSTL016__bin.38	VogtmannE_2016__MMRS39415781ST-27-0-0__bin.25	LiJ_2014__MH0336__bin.26	IjazUZ_2017__S52_a_WGS__bin.9	CosteaPI_2017__pluto3-11-30-0__bin.40	VogtmannE_2016__MMRS65945127ST-27-0-0__bin.30	VogtmannE_2016__MMRS72980899ST-27-0-0__bin.65	FengQ_2015__SID31450__bin.30	FengQ_2015__SID31416__bin.3	RaymondF_2016__P21E90__bin.79	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.30	LoombaR_2017__SID5639_uuc__bin.32	SchirmerM_2016__G89058__bin.13	LiJ_2014__O2.UC7-0__bin.29	VogtmannE_2016__MMRS47685461ST-27-0-0__bin.37	NielsenHB_2014__V1_UC11_5__bin.22	HMP_2012__SRS017521__bin.65	IjazUZ_2017__S14_a_WGS__bin.1
IjazUZ_2017__S54_a_WGS__bin.1	1815311.0	2508728.0	2388702.0	1519376.0	2536808.0	1544573.0	2409491.0	1650051.0	2246740.0	2368530.0	2385964.0	2449790.0	2502739.0	2493748.0	1510395.0	2178503.0	1636883.0	2197774.0	2731024.0	1689565.0	2497731.0	1690575.0	1362527.0	2216588.0	2471628.0	2156877.0	2299839.0	2623703.0	2379193.0	1963219.0	1917095.0	2403993.0	2436722.0	1287400.0	1212096.0	2157826.0	2402906.0	2373348.0	2441762.0	1575522.0	2244202.0	2462634.0
XieH_2016__YSZC12003_37297R1__bin.7	1311526.0	1722855.0	1723350.0	1134117.0	1687962.0	1149627.0	1598007.0	1175354.0	1625753.0	1686070.0	1717897.0	1767921.0	1702951.0	1708031.0	1123479.0	1621304.0	1149414.0	1527099.0	1689565.0	1853502.0	1722901.0	1231792.0	975713.0	1500528.0	1796076.0	1552500.0	1627052.0	1726011.0	1704050.0	1386242.0	1427156.0	1754143.0	1720109.0	980104.0	824729.0	1512938.0	1749658.0	1667685.0	1759549.0	1125717.0	1669044.0	1785928.0
IjazUZ_2017__S56_a_WGS__bin.17	1859404.0	2525382.0	2449341.0	1555296.0	2504501.0	1573670.0	2353734.0	1663747.0	2281784.0	2390941.0	2438318.0	2501581.0	2487684.0	2657745.0	1533474.0	2227157.0	1644262.0	2401945.0	2497731.0	1722901.0	2896574.0	1730282.0	1395401.0	2197953.0	2522377.0	2221828.0	2383967.0	2547569.0	2471786.0	2021609.0	1958950.0	2463495.0	2505727.0	1321958.0	1240122.0	2314276.0	2452958.0	2564603.0	2502535.0	1695904.0	2297662.0	2512711.0
VogtmannE_2016__MMRS14602194ST-27-0-0__bin.25	1359741.0	1693464.0	1708064.0	1119792.0	1679475.0	1174574.0	1605441.0	1183753.0	1593821.0	1677736.0	1693768.0	1729949.0	1665408.0	1714938.0	1154847.0	1593677.0	1199808.0	1556081.0	1690575.0	1231792.0	1730282.0	1890949.0	1065155.0	1550867.0	1748909.0	1566157.0	1654172.0	1704580.0	1712269.0	1432678.0	1440539.0	1707144.0	1721205.0	990688.0	754793.0	1528969.0	1708484.0	1649478.0	1733004.0	1141052.0	1641052.0	1737555.0
Obregon-TitoAJ_2015__NO21__bin.9	1079813.0	1362482.0	1359444.0	866343.0	1338484.0	961578.0	1295577.0	944008.0	1272190.0	1342469.0	1356868.0	1382948.0	1338142.0	1375018.0	916037.0	1285499.0	961124.0	1254059.0	1362527.0	975713.0	1395401.0	1065155.0	1487786.0	1260437.0	1399582.0	1268062.0	1314377.0	1367514.0	1362286.0	1147995.0	1153366.0	1366683.0	1381016.0	840447.0	602979.0	1247379.0	1375138.0	1339762.0	1388605.0	932577.0	1328524.0	1392179.0
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.58	1639920.0	2220917.0	2120853.0	1378298.0	2160296.0	1409219.0	2046689.0	1469106.0	1968164.0	2048639.0	2115001.0	2141252.0	2158970.0	2178575.0	1374631.0	1949418.0	1463846.0	1947607.0	2216588.0	1500528.0	2197953.0	1550867.0	1260437.0	2265872.0	2158854.0	1915995.0	2083161.0	2213543.0	2100835.0	1746984.0	1727100.0	2117444.0	2135663.0	1167146.0	1044931.0	1966339.0	2113172.0	2093161.0	2151735.0	1426647.0	2041535.0	2152730.0
GeversD_2014__SKBSTL016__bin.38	1842915.0	2507672.0	2621573.0	1607757.0	2483756.0	1641506.0	2313218.0	1639527.0	2431950.0	2518992.0	2557456.0	2702194.0	2493392.0	2525658.0	1566299.0	2344794.0	1615239.0	2202471.0	2471628.0	1796076.0	2522377.0	1748909.0	1399582.0	2158854.0	2922413.0	2235623.0	2364054.0	2517951.0	2579809.0	2002822.0	2023078.0	2681039.0	2538284.0	1362547.0	1254563.0	2172165.0	2597904.0	2409236.0	2697027.0	1583664.0	2394757.0	2693967.0
VogtmannE_2016__MMRS39415781ST-27-0-0__bin.25	1688719.0	2187698.0	2175419.0	1397336.0	2168703.0	1436404.0	2025387.0	1481995.0	2034555.0	2116405.0	2145146.0	2219380.0	2154053.0	2193414.0	1414874.0	2008989.0	1457339.0	1958886.0	2156877.0	1552500.0	2221828.0	1566157.0	1268062.0	1915995.0	2235623.0	2521114.0	2126188.0	2191579.0	2187698.0	1785792.0	1781958.0	2188449.0	2223905.0	1209061.0	1047599.0	1910691.0	2179397.0	2113001.0	2219729.0	1435155.0	2056620.0	2226628.0
LiJ_2014__MH0336__bin.26	1775202.0	2333655.0	2315829.0	1467300.0	2302579.0	1508181.0	2162015.0	1564675.0	2144534.0	2226546.0	2286781.0	2337642.0	2288586.0	2352922.0	1470652.0	2117891.0	1542829.0	2110797.0	2299839.0	1627052.0	2383967.0	1654172.0	1314377.0	2083161.0	2364054.0	2126188.0	2528563.0	2326217.0	2314420.0	1893122.0	1864405.0	2315577.0	2352411.0	1264879.0	1152714.0	2083675.0	2293575.0	2263633.0	2351330.0	1530657.0	2172683.0	2344557.0
IjazUZ_2017__S52_a_WGS__bin.9	1825616.0	2584569.0	2426670.0	1553978.0	2578063.0	1563536.0	2477710.0	1676011.0	2301113.0	2370406.0	2422010.0	2504607.0	2536335.0	2544340.0	1524803.0	2197023.0	1660480.0	2241672.0	2623703.0	1726011.0	2547569.0	1704580.0	1367514.0	2213543.0	2517951.0	2191579.0	2326217.0	3252972.0	2424215.0	1985176.0	1940882.0	2470529.0	2488174.0	1298667.0	1208250.0	2172687.0	2452595.0	2421713.0	2488615.0	1605306.0	2280680.0	2520144.0
CosteaPI_2017__pluto3-11-30-0__bin.40	1778930.0	2439236.0	2512389.0	1543602.0	2407993.0	1550905.0	2244498.0	1597624.0	2283881.0	2363052.0	2426341.0	2519923.0	2388070.0	2455882.0	1520379.0	2222093.0	1568294.0	2157767.0	2379193.0	1704050.0	2471786.0	1712269.0	1362286.0	2100835.0	2579809.0	2187698.0	2314420.0	2424215.0	2767053.0	1949211.0	1942612.0	2498205.0	2485294.0	1309125.0	1192684.0	2121385.0	2442860.0	2340517.0	2547727.0	1548973.0	2267005.0	2521950.0
VogtmannE_2016__MMRS65945127ST-27-0-0__bin.30	1504395.0	1970288.0	1951552.0	1287745.0	1941875.0	1315945.0	1849355.0	1355324.0	1829762.0	1909546.0	1934120.0	1990589.0	1925487.0	1998148.0	1284397.0	1805292.0	1320287.0	1785770.0	1963219.0	1386242.0	2021609.0	1432678.0	1147995.0	1746984.0	2002822.0	1785792.0	1893122.0	1985176.0	1949211.0	2214808.0	1590056.0	1966805.0	2016861.0	1086130.0	944520.0	1747219.0	1956477.0	1924628.0	1985529.0	1310493.0	1852059.0	2003809.0
VogtmannE_2016__MMRS72980899ST-27-0-0__bin.65	1511182.0	1945211.0	1966453.0	1282886.0	1918275.0	1337276.0	1804450.0	1318730.0	1862051.0	1924395.0	1949704.0	2010580.0	1931003.0	1940208.0	1265370.0	1847613.0	1319241.0	1743915.0	1917095.0	1427156.0	1958950.0	1440539.0	1153366.0	1727100.0	2023078.0	1781958.0	1864405.0	1940882.0	1942612.0	1590056.0	2093045.0	1987839.0	1941786.0	1096611.0	912724.0	1727731.0	1989990.0	1882923.0	2010992.0	1288926.0	1885028.0	2022345.0
FengQ_2015__SID31450__bin.30	1804295.0	2475942.0	2578568.0	1584792.0	2411106.0	1610185.0	2248042.0	1597458.0	2368166.0	2439791.0	2514510.0	2613132.0	2454840.0	2447086.0	1538894.0	2292732.0	1583872.0	2153621.0	2403993.0	1754143.0	2463495.0	1707144.0	1366683.0	2117444.0	2681039.0	2188449.0	2315577.0	2470529.0	2498205.0	1966805.0	1987839.0	2700967.0	2472918.0	1327691.0	1242403.0	2135588.0	2537065.0	2371001.0	2615202.0	1548264.0	2349565.0	2616353.0
FengQ_2015__SID31416__bin.3	1826156.0	2465972.0	2469959.0	1551325.0	2445656.0	1573869.0	2295167.0	1621961.0	2288132.0	2375886.0	2439862.0	2522879.0	2431311.0	2517216.0	1537993.0	2230042.0	1593984.0	2196480.0	2436722.0	1720109.0	2505727.0	1721205.0	1381016.0	2135663.0	2538284.0	2223905.0	2352411.0	2488174.0	2485294.0	2016861.0	1941786.0	2472918.0	2716767.0	1313566.0	1247208.0	2140132.0	2453270.0	2381700.0	2516911.0	1570516.0	2286287.0	2535001.0
RaymondF_2016__P21E90__bin.79	1043837.0	1298903.0	1326315.0	850752.0	1276836.0	960193.0	1236973.0	932955.0	1238513.0	1287851.0	1313179.0	1347103.0	1287389.0	1307579.0	901753.0	1264501.0	947476.0	1198332.0	1287400.0	980104.0	1321958.0	990688.0	840447.0	1167146.0	1362547.0	1209061.0	1264879.0	1298667.0	1309125.0	1086130.0	1096611.0	1327691.0	1313566.0	1545282.0	570553.0	1188527.0	1336644.0	1275622.0	1340066.0	890119.0	1292042.0	1352883.0
VogtmannE_2016__MMRS68910755ST-27-0-0__bin.30	805922.0	1234022.0	1245293.0	653590.0	1145447.0	696022.0	1060318.0	728927.0	1133966.0	1179538.0	1239515.0	1235466.0	1222316.0	1237528.0	676676.0	1063107.0	698778.0	1004180.0	1212096.0	824729.0	1240122.0	754793.0	602979.0	1044931.0	1254563.0	1047599.0	1152714.0	1208250.0	1192684.0	944520.0	912724.0	1242403.0	1247208.0	570553.0	1322890.0	1020599.0	1229810.0	1187922.0	1249988.0	666273.0	1167507.0	1257802.0
LoombaR_2017__SID5639_uuc__bin.32	1643262.0	2180234.0	2114031.0	1356103.0	2132844.0	1423631.0	2023905.0	1460601.0	1968019.0	2037081.0	2100823.0	2146945.0	2140584.0	2257728.0	1363150.0	1960914.0	1456823.0	2021447.0	2157826.0	1512938.0	2314276.0	1528969.0	1247379.0	1966339.0	2172165.0	1910691.0	2083675.0	2172687.0	2121385.0	1747219.0	1727731.0	2135588.0	2140132.0	1188527.0	1020599.0	2389441.0	2120477.0	2204278.0	2154028.0	1490251.0	2013074.0	2158246.0
SchirmerM_2016__G89058__bin.13	1802967.0	2445884.0	2476496.0	1559882.0	2397122.0	1603116.0	2239268.0	1608609.0	2361127.0	2415296.0	2455938.0	2574745.0	2430067.0	2440135.0	1532987.0	2271627.0	1596366.0	2157001.0	2402906.0	1749658.0	2452958.0	1708484.0	1375138.0	2113172.0	2597904.0	2179397.0	2293575.0	2452595.0	2442860.0	1956477.0	1989990.0	2537065.0	2453270.0	1336644.0	1229810.0	2120477.0	3009724.0	2357360.0	2552791.0	1545460.0	2344055.0	2576558.0
LiJ_2014__O2.UC7-0__bin.29	1786111.0	2418940.0	2328392.0	1486737.0	2364734.0	1532803.0	2208086.0	1589609.0	2198459.0	2268462.0	2316783.0	2388818.0	2386690.0	2523157.0	1490039.0	2143976.0	1570251.0	2239676.0	2373348.0	1667685.0	2564603.0	1649478.0	1339762.0	2093161.0	2409236.0	2113001.0	2263633.0	2421713.0	2340517.0	1924628.0	1882923.0	2371001.0	2381700.0	1275622.0	1187922.0	2204278.0	2357360.0	2628509.0	2370494.0	1629179.0	2222662.0	2405632.0
VogtmannE_2016__MMRS47685461ST-27-0-0__bin.37	1822615.0	2492379.0	2595066.0	1603131.0	2461777.0	1605866.0	2290956.0	1625659.0	2387090.0	2515059.0	2543802.0	2642239.0	2473875.0	2506571.0	1543629.0	2299781.0	1605977.0	2180395.0	2441762.0	1759549.0	2502535.0	1733004.0	1388605.0	2151735.0	2697027.0	2219729.0	2351330.0	2488615.0	2547727.0	1985529.0	2010992.0	2615202.0	2516911.0	1340066.0	1249988.0	2154028.0	2552791.0	2370494.0	2811245.0	1568487.0	2359868.0	2648158.0
NielsenHB_2014__V1_UC11_5__bin.22	1216305.0	1597895.0	1536434.0	1041292.0	1585512.0	1058473.0	1507319.0	1131086.0	1453849.0	1507374.0	1533317.0	1568926.0	1565709.0	1664984.0	1031945.0	1454806.0	1080852.0	1527476.0	1575522.0	1125717.0	1695904.0	1141052.0	932577.0	1426647.0	1583664.0	1435155.0	1530657.0	1605306.0	1548973.0	1310493.0	1288926.0	1548264.0	1570516.0	890119.0	666273.0	1490251.0	1545460.0	1629179.0	1568487.0	1872927.0	1463091.0	1573941.0
HMP_2012__SRS017521__bin.65	1719135.0	2297238.0	2333967.0	1476841.0	2229307.0	1548624.0	2118248.0	1521911.0	2184052.0	2251158.0	2318060.0	2358744.0	2268617.0	2278159.0	1470248.0	2154785.0	1515262.0	2045342.0	2244202.0	1669044.0	2297662.0	1641052.0	1328524.0	2041535.0	2394757.0	2056620.0	2172683.0	2280680.0	2267005.0	1852059.0	1885028.0	2349565.0	2286287.0	1292042.0	1167507.0	2013074.0	2344055.0	2222662.0	2359868.0	1463091.0	2421470.0	2378455.0
IjazUZ_2017__S14_a_WGS__bin.1	1832890.0	2506556.0	2578281.0	1611392.0	2470895.0	1620889.0	2307479.0	1642844.0	2449913.0	2505999.0	2530013.0	2713590.0	2484736.0	2510940.0	1562998.0	2314251.0	1627506.0	2200991.0	2462634.0	1785928.0	2512711.0	1737555.0	1392179.0	2152730.0	2693967.0	2226628.0	2344557.0	2520144.0	2521950.0	2003809.0	2022345.0	2616353.0	2535001.0	1352883.0	1257802.0	2158246.0	2576558.0	2405632.0	2648158.0	1573941.0	2378455.0	2761486.0
