	HMP_2012__SRS049995__bin.33	XieH_2016__YSZC12003_37798__bin.54	NielsenHB_2014__V1_UC40_0__bin.36	RaymondF_2016__P13E7__bin.15	XieH_2016__YSZC12003_37126__bin.6	QinN_2014__HD-33__bin.90	NielsenHB_2014__V1_CD34_0__bin.57	XieH_2016__YSZC12003_35515__bin.86	LeChatelierE_2013__MH0149__bin.28	CosteaPI_2017__donald2-11-0-0__bin.26	XieH_2016__YSZC12003_37228__bin.59	NielsenHB_2014__MH0024__bin.6	RaymondF_2016__P15E90__bin.17	ZeeviD_2015__PNP_DietIntervention_28__bin.85	ZeeviD_2015__PNP_Main_252__bin.56	HeQ_2017__SZAXPI029560-51__bin.79	NielsenHB_2014__MH0145__bin.35	ZeeviD_2015__PNP_Main_162__bin.52	FengQ_2015__SID532915__bin.5	LiJ_2014__MH0376__bin.6	ZeeviD_2015__PNP_Main_259__bin.30	QinN_2014__HV-8__bin.27	LeChatelierE_2013__MH0024__bin.13	ZeeviD_2015__PNP_Main_27__bin.49	ZeeviD_2015__PNP_Main_536__bin.28	ZellerG_2014__CCIS21126322ST-4-0__bin.18	KarlssonFH_2013__S487__bin.24	XieH_2016__YSZC12003_37332__bin.97	RaymondF_2016__P3E90__bin.26	LeChatelierE_2013__MH0435__bin.9	XieH_2016__YSZC12003_35519__bin.35	NielsenHB_2014__MH0149__bin.40	LeChatelierE_2013__MH0253__bin.35	ZeeviD_2015__PNP_Validation_57__bin.41	LeChatelierE_2013__MH0429__bin.10	XieH_2016__YSZC12003_37877__bin.22	ZeeviD_2015__PNP_Main_506__bin.17	XieH_2016__YSZC12003_36005__bin.68	KarlssonFH_2013__S54__bin.4	ZeeviD_2015__PNP_Main_616__bin.34	LiJ_2014__MH0389__bin.18	XieH_2016__YSZC12003_35550__bin.52	LiJ_2014__MH0293__bin.70	LeChatelierE_2013__MH0145__bin.8
XieH_2016__YSZC12003_37228__bin.59	0.8414795835641611	0.8511262143793322	0.7382590293072464	0.3467281006364091	0.8327374035590266	0.8531555283816833	0.8738633139212798	0.6384476887946061	0.860437581915713	0.8645080328068208	1.0	0.7816692902214596	0.8270531286735398	0.6727619276033996	0.8475742815063033	0.8599275088164953	0.519672438487211	0.6075215514329338	0.6421229174830089	0.7886963072058804	0.7422771217014147	0.8563173060033239	0.8288164277317623	0.6132269386155738	0.8365570403599563	0.8420487710954073	0.7328078341823292	0.8318717993757516	0.6976423475523247	0.6362359645448527	0.838397188179816	0.8609104973719413	0.36320244835087623	0.8144245970084719	0.7111449283195287	0.6044813806428948	0.809134699833804	0.888121714926563	0.8572302017322218	0.8225663432825737	0.6358931008390871	0.7845506965369077	0.8662628869461823	0.7125434068829467
NielsenHB_2014__MH0024__bin.6	0.7114879409088142	0.695617018686089	0.6340681228215043	0.3197536202248699	0.6923343484687896	0.7250002731656149	0.7246685720618696	0.570544629798154	0.7140135521363893	0.7151538234600874	0.7224130045564024	1.0	0.7050310862469699	0.5838470147681136	0.7215981905509672	0.7263684426594156	0.44260478242749013	0.509535821377785	0.5281454240076674	0.6778003768124539	0.6309079868942943	0.7284835249915319	0.9885340684350108	0.548063880169269	0.6956896026923203	0.7669054394298175	0.6405085875464577	0.7693522228656791	0.6018884329191102	0.587113295048522	0.7221749602348913	0.7141228183823288	0.3545674071275933	0.6704569046121283	0.6150347232520132	0.5302464578224486	0.6978881956552618	0.7445745406525068	0.7315554674488048	0.696646462817477	0.5739646632960631	0.7109915599629744	0.70979275315038	0.5881216664039074
RaymondF_2016__P15E90__bin.17	0.8763083485160499	0.8489948603748765	0.7819305892403992	0.3661237731896932	0.87797172798491	0.8781302745029114	0.8814987085253634	0.6730181911744855	0.8992024657154479	0.9097317664709448	0.887271613740819	0.8184062541618461	1.0	0.7043750685147453	0.8834003607612769	0.8791875532829548	0.5317740811776291	0.6477476881652725	0.6547255469175386	0.839146856656734	0.7693265940493415	0.8818937158502125	0.862894407113031	0.647570116065111	0.871107116745502	0.8853572777834653	0.7533007120097629	0.8628617918293279	0.7256384215289864	0.6659062473669953	0.8833931129204541	0.8997505836776812	0.3928619639655474	0.841952677035307	0.7770337667844138	0.6372845239572849	0.8634633626176302	0.9042569287093317	0.8682025445357169	0.8936823289486916	0.6698590385557952	0.8210861433061207	0.9012336731060713	0.7300478266896302
ZeeviD_2015__PNP_DietIntervention_28__bin.85	0.8577720564175866	0.8293512235865466	0.7862350818881637	0.3195134499801953	0.8314716189918543	0.845895689462173	0.8411350250572615	0.658231009006837	0.8419390531627258	0.8494465445089293	0.8574652987066664	0.8051776396231939	0.8368275009902354	1.0	0.9328372827940138	0.8413847365973789	0.5195646838996332	0.6237869616133087	0.6375458522052112	0.801879725145091	0.7225758606437391	0.8492990855391186	0.8306579038007819	0.6599886768732671	0.8416602803657843	0.8907296743417087	0.7181843818347771	0.8598020390238862	0.6840643136376944	0.6259514870752751	0.8529608038989444	0.8417636092789365	0.3491936039402759	0.7852857474985793	0.7166355244803416	0.5986220658894036	0.8265624192742866	0.8725082663130521	0.8597310003960942	0.8613541254068576	0.6344933438958444	0.8571617700242823	0.8422296657309659	0.6979340675426662
ZeeviD_2015__PNP_Main_252__bin.56	0.8657008536156665	0.8162519509302709	0.781963946549477	0.34723233495799294	0.8352270420744511	0.8634016277689822	0.854874972037026	0.6484343757584552	0.8542539564909081	0.8643318555063523	0.8668737870115333	0.7985663955445805	0.8421946810320777	0.7485638475670269	1.0	0.8620162189567803	0.5118852356361004	0.6175399319905923	0.631405248488272	0.8121207724085988	0.7544043303526314	0.866724363243135	0.8432985167315753	0.6643501663958901	0.8549881195148306	0.9044301124305892	0.7218809083928653	0.8764343170254133	0.6857134466708298	0.6370488028392244	0.8705912430761948	0.8541321718010574	0.36813525183087303	0.791844917130269	0.7339790513059032	0.6114092388802372	0.8405596567917422	0.8799254781344659	0.882061460673478	0.8781954445616226	0.6696689615739073	0.8437899740970011	0.8545959900879354	0.7033843187960417
HeQ_2017__SZAXPI029560-51__bin.79	0.879240005989445	0.8563198713845512	0.7578889483357837	0.3560068265661654	0.8517060723689568	0.9612209711131874	0.8951619470599619	0.6487181799793171	0.877567514791915	0.8745973105290764	0.8916549694441988	0.8149471676668048	0.8497542488719441	0.6845016107578837	0.8739213088513313	1.0	0.5373180071260384	0.6332533281261357	0.6742608858599188	0.8214856450343211	0.7617146624939033	0.9604460210033371	0.8622856737556359	0.6361613612502178	0.8652357380721167	0.8791953478475213	0.7518609748259427	0.8646665656750516	0.699690632910949	0.646915216955383	0.8775044680033169	0.8778319610440899	0.37015382540768066	0.8222649733933796	0.7483539972101796	0.6162315708545204	0.8319575414904786	0.8928300915316779	0.8723862946789386	0.848608023229239	0.6674133040983039	0.8128797583906957	0.8796568153140649	0.7299215680436845
NielsenHB_2014__MH0145__bin.35	0.8314590384180776	0.8193065085705491	0.7875185962129584	0.2910811661437312	0.8031054462467192	0.8368607790097456	0.8496843669800582	0.6918581516230872	0.8247456842227857	0.8445155556541499	0.8531963302548773	0.7862721473443984	0.8138104870855973	0.6692737182304586	0.8217009659632111	0.8507769161551697	1.0	0.507717861653881	0.6858352663227263	0.804799729358377	0.7363684386390831	0.8418396420653617	0.8041952224543812	0.5657214082792489	0.82779317544981	0.8358930133698625	0.6474615562725217	0.8116628237959429	0.6775440936486568	0.61324452442915	0.81767877667768	0.8238791318948102	0.37058491588896486	0.7710554884651486	0.6833548469391292	0.5548624677469224	0.8095692333715541	0.8390528097785924	0.8168177702846036	0.8112177625202946	0.5884333981745555	0.7902818582764066	0.8195699404782537	0.7474034626044542
ZeeviD_2015__PNP_Main_162__bin.52	0.8699276540829471	0.8010986339879028	0.717604329717016	0.37786268953960944	0.839519118650357	0.8493300281938885	0.8512558081641328	0.591820367001995	0.848186302772536	0.8527940836281694	0.8447516037402405	0.766618952727973	0.8395566948448984	0.6805318910337329	0.8395649146374543	0.8491996857690731	0.4300020079778958	1.0	0.6470526759534666	0.8438568206077245	0.7123225258717971	0.8487194150325915	0.8243277677509356	0.6162789468801777	0.8424700241779327	0.8380008055396705	0.732037111189134	0.8513802793085511	0.6693517989016009	0.6440583229509524	0.862540409087333	0.8480160356410206	0.36732961250723634	0.9034009978828162	0.7486481376885709	0.617723281857861	0.8705335702199264	0.8615434656759077	0.8533647720827663	0.8389343391228072	0.6704415085433001	0.7922564857098906	0.8493781726931445	0.8340435625520343
FengQ_2015__SID532915__bin.5	0.7922028076870655	0.803580755077007	0.7138514379174049	0.327998909636091	0.7825421834537277	0.8159825541774567	0.82861005860706	0.5803810821861797	0.8010958157284994	0.8226675753032575	0.8290756439961837	0.7378481668256781	0.7879743764481396	0.6458508927354505	0.7970876379991823	0.8395932942619599	0.5393572304756713	0.6008254054790786	1.0	0.7615439552950797	0.6969529780564263	0.8192536459043206	0.78757748398528	0.6098612511925855	0.783376311844078	0.8232727272727273	0.7135788469401663	0.8046307755213302	0.6468529371677797	0.6157623006678479	0.8046667575303258	0.8013073463268365	0.3365266457680251	0.7577080550633774	0.6947602562355186	0.6165680795965653	0.776913724955704	0.81186970151288	0.8076369088183181	0.7889938667030121	0.6213362409704238	0.7358004634046613	0.8018416246422243	0.7126378628867385
LiJ_2014__MH0376__bin.6	0.833308164903552	0.7886779156301248	0.7306315686290094	0.34512982052701807	0.8028517155596532	0.8161159196058536	0.8308796322053461	0.6447666003456465	0.8223002885096845	0.8441385376347504	0.8247561973946701	0.7669288598877929	0.8179571889424933	0.6579151179251324	0.8303444719089415	0.8284775925911207	0.5126067340120861	0.634625047797939	0.6167863712511182	1.0	0.7216654259072336	0.8194001789166272	0.8137686323651877	0.6260677816722611	0.8246246150775673	0.8369218215584822	0.7000170438840274	0.8343334472535945	0.6554380145729624	0.6170186272873467	0.8328568993730853	0.8224265722099913	0.3678926782830009	0.8130259429109364	0.7154130580878528	0.5885217830552001	0.8611373834193917	0.8264853126757926	0.8319340569477671	0.8208219744235767	0.6352979721310419	0.7727202480459143	0.8197569524475635	0.6746490328699692
ZeeviD_2015__PNP_Main_259__bin.30	0.9009843991660922	0.860043030309983	0.7731459995682368	0.34827122653069953	0.8757825707429351	0.9049443140232297	0.9221553951102299	0.6833434321417434	0.8934076855929808	0.8905553371246451	0.9166759659136536	0.843049916619649	0.8855994468425493	0.7001290074974527	0.9109107804171416	0.9072084633924279	0.5538926995522804	0.6326435899334522	0.6666183453458746	0.8522556496836344	1.0	0.9087895091979112	0.8946602159441587	0.7097247874817882	0.9107699880795821	0.9249149249263969	0.7574346176027966	0.901890684657494	0.7104078910455031	0.6749021493253962	0.9038044175420995	0.8931626026350068	0.3877671273878641	0.8405375555738643	0.7608032046421841	0.6543360389796623	0.863270825011811	0.9375935356501842	0.9025091280365518	0.912059020147905	0.6838481987445495	0.8604309914179249	0.8871168753695798	0.7365399918027572
QinN_2014__HV-8__bin.27	0.8114128181709566	0.7646623456705977	0.684595886901416	0.3708949401365901	0.7786829969633282	0.9906462169099398	0.8128377365208097	0.5962317043931908	0.7972927353220179	0.8523946566764682	0.8130959378199952	0.7484525964065115	0.7805489423770076	0.6327214817867851	0.8046554816857497	0.8795186229691706	0.48687463364683675	0.5795672963196693	0.6024894774951908	0.744024684685696	0.6987480444459057	1.0	0.7904479952914347	0.5806923162661205	0.7993936278806084	0.8177876639117176	0.6852004949125523	0.7892115157779437	0.6327856311778871	0.5917757273137683	0.7950034039270654	0.7958549870939444	0.3343321928106174	0.808620715923242	0.687286151990756	0.5701261096842326	0.7616890213930201	0.828041944079372	0.7889861910416979	0.7794672232695501	0.6037548242346777	0.7510755046351945	0.7971419842529283	0.7235313598307739
LeChatelierE_2013__MH0024__bin.13	0.7075132442778046	0.6775745387148044	0.6120634962546363	0.31999554062250857	0.6879154537233235	0.7194501470201017	0.721769316695748	0.5582231140977205	0.7087454406899126	0.7106663468823597	0.7198359418491308	0.9289756120458934	0.6985695519865867	0.5660336257599461	0.7161078142522584	0.7222563276586288	0.4254194785315446	0.5148820722023091	0.5297762463336656	0.6758655996432498	0.6291924932834294	0.7230051803590826	1.0	0.5459649601479809	0.695058525662324	0.7572162336009693	0.6384442346776743	0.7635151043076266	0.577724822670067	0.5656419633289547	0.7168309961941267	0.7089119338955963	0.3375572732960301	0.665433003354068	0.6077984830782026	0.5326865769070257	0.6918071407248982	0.7401158411317431	0.7214642013937022	0.6922032038573616	0.5689688936416465	0.6842005282308666	0.7048148808253369	0.5857267648463165
ZeeviD_2015__PNP_Main_27__bin.49	0.8882701612854339	0.8260425721771412	0.8051262652898664	0.3796736464474892	0.8487617163204662	0.8740656950501388	0.8764504838078057	0.7154232909114937	0.8706358183874852	0.8690451509497328	0.8803822936406037	0.8513707988860478	0.8665900430522872	0.7434151581392586	0.9325433341698887	0.8808102704740843	0.49469029874722814	0.636297285075005	0.6781177748599376	0.8595193323076438	0.8250690158108949	0.8779890180902049	0.9024843267124226	1.0	0.8818056500216414	0.9435494919442151	0.7234481596389961	0.9005699487518959	0.7177438225241904	0.6857158791529211	0.8925838767911679	0.8702987714761321	0.39925995167377737	0.8390322146528114	0.7678171120414252	0.6337269992761978	0.8950741442585028	0.881839597192569	0.8995939675877261	0.9108510919471249	0.7001349400044374	0.8783660741672941	0.870400612988915	0.7274587754043047
ZeeviD_2015__PNP_Main_536__bin.28	0.8459002203883562	0.8134033663104765	0.7539193670613263	0.34307323567649495	0.8302505613993618	0.8623546097318493	0.8523033016539555	0.6453155307744183	0.8457072936726989	0.8560749320411299	0.8608737668332904	0.7746346558952147	0.8355882005325472	0.6795565466465513	0.8602524037625924	0.8587037758017756	0.5188555448180927	0.6234922168843899	0.6243647323011464	0.8114923489783574	0.7589319855113774	0.8663582736013682	0.8235502687069391	0.6320722414955818	1.0	0.856674569130335	0.7222620049083337	0.8391755945966615	0.6776698624137044	0.6392218274852784	0.8475913707877667	0.8449025633182005	0.3805505537518163	0.7988148042575971	0.7203640231651105	0.6086907402128798	0.8215167168391999	0.8753919367061327	0.8427768932889312	0.8447643860759053	0.6399605108560384	0.7976381250999395	0.8515489755765207	0.7023992435882284
ZellerG_2014__CCIS21126322ST-4-0__bin.18	0.7998604431932331	0.7624386628562894	0.7240693737047033	0.34388708264444895	0.7731423005674615	0.8172383972326319	0.7959330994538977	0.6243681601707443	0.7838178342036228	0.7895414298229202	0.8006505691878163	0.7890146791598648	0.7846954843175247	0.6645023852329949	0.8408193221136513	0.8062248117227717	0.4841023277400871	0.573037271624279	0.6062803774939356	0.7609828717707414	0.7121275507459223	0.8189158090239776	0.8289923243756279	0.6249141821995212	0.7915488637522473	1.0	0.7050132049003871	0.8196625744456872	0.6318245727578368	0.6306088707702363	0.8067917110644137	0.7836090610749729	0.3728511423503518	0.7398502133099293	0.672251883173769	0.5700309385717188	0.7824359166866741	0.8441564802777646	0.8134748601019295	0.816217817822962	0.6212269275581332	0.7969143331585528	0.7827153514896364	0.6601390268442094
KarlssonFH_2013__S487__bin.24	0.7569305049034051	0.72119266193877	0.6360887410840099	0.33769003643394224	0.767472581077316	0.7576541988938965	0.7832994927020847	0.5795355718295215	0.7811791494236707	0.7455036171347237	0.7724298404045565	0.7305187897842538	0.7401404482630008	0.5939498114211907	0.7439716646653071	0.764313429819931	0.415684309192694	0.5549255253902651	0.5825522986853338	0.7056052013391454	0.6464937337714071	0.7606406605643745	0.7748483847737633	0.5311611238353467	0.7398093115293444	0.7815565740878385	1.0	0.7483280710484127	0.6212125123397392	0.6079002815552389	0.756387511872409	0.7815681460704662	0.3741898499469914	0.7038969986727827	0.6484663117331892	0.5419221775266756	0.7202375282957229	0.8075855236277631	0.7547193660689886	0.7320632043888079	0.5793797951403014	0.6927959067226988	0.7808275391822881	0.6078237284393935
XieH_2016__YSZC12003_37332__bin.97	0.8554774333848975	0.8003090395801753	0.7582618937986862	0.3409998258203259	0.8210071034265108	0.8449050720776186	0.8533553730980356	0.644111261147068	0.8370195615845867	0.8424372392694112	0.8493897675477399	0.8499890490996981	0.8212373310155365	0.6888012816864731	0.8749674490955591	0.851460091297742	0.5047856296595219	0.625182586861334	0.6363137027666975	0.8146564435269832	0.7456838794124799	0.8486663183073184	0.8976211540351912	0.6404983263230326	0.832644375117485	0.88019715069646	0.7248926897997968	1.0	0.6754239378057845	0.6356911397731525	0.9245983089050652	0.83645045967913	0.3689711844735204	0.799567482551853	0.7186567125569748	0.6391885296648679	0.84693141977129	0.8419974787061038	0.9303859028284365	0.8476255516408243	0.7187653592843802	0.8150832699560757	0.8344827467272329	0.6904042520535094
RaymondF_2016__P3E90__bin.26	0.8848554557330742	0.9082130238774433	0.8140408693294837	0.4208646216011486	0.9167664209717203	0.8785834851495311	0.9138613673609863	0.6960939077545073	0.9616430287080432	0.8834185474955069	0.9216171018854958	0.8603421135715313	0.8935416106536482	0.7090216194446707	0.8856910491103552	0.8914331040006962	0.5451750339424947	0.635923375306375	0.661831232450029	0.8280061001663378	0.7599336880235706	0.8803740423865618	0.8787463644994417	0.6604456423638033	0.8699453015443417	0.8778259846112483	0.7785543676767046	0.8738633308380812	1.0	0.7670245178046095	0.8844125577747557	0.9627028600944477	0.45571410881009944	0.8317132787947821	0.8096152365822558	0.641718979572029	0.8513670151466639	0.9060063433697506	0.877579434362411	0.8813345843062399	0.7271659327799154	0.8536796787929971	0.9643617751171671	0.7322687420024566
