	Bengtsson-PalmeJ_2015__TRAVELRES38__bin.55	LiJ_2017__nHM612836__bin.3	LiJ_2014__V1.FI20__bin.60	FerrettiP_2018__CA_C10055MS2958FE_t0M16__bin.33	QinN_2014__LD-11__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES32__bin.14	LiJ_2014__O2.UC32-1__bin.49	WenC_2017__RA070__bin.15	LiJ_2017__H1M512854__bin.8	WenC_2017__N310__bin.77	QinN_2014__HD-6__bin.17	WenC_2017__RA040__bin.13	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.82	LiJ_2017__nHM511615__bin.9	LiJ_2014__MH0327__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.8	LiJ_2017__nHF512818__bin.30	LiJ_2017__H1M412743__bin.8	LiJ_2017__nHM512834__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES31__bin.89	LouisS_2016__AS53_12__bin.8	ChengpingW_2017__AS71raw__bin.15	RaymondF_2016__P15E90__bin.53	ZeeviD_2015__PNP_Main_716__bin.31	QinJ_2012__T2D-048__bin.26	LiuW_2016__SRR3993026__bin.33	WenC_2017__RA051__bin.40	LiJ_2017__H2F514923__bin.31	ChengpingW_2017__AS42raw__bin.92	WenC_2017__N274__bin.13	ChengpingW_2017__AS68raw__bin.70	LiJ_2017__H2M411920__bin.37	WenC_2017__RA070__bin.9
QinN_2014__HD-6__bin.17	0.7196850646895278	0.827727622163376	0.8394459930126853	0.6276751011862476	0.925384483921852	0.8735661683922566	0.5420027880183097	0.3756744509265308	0.6467398585982854	0.8366633339863719	1.0	0.6075545649482621	0.8175181873236275	0.8492725368286976	0.7053543409302168	0.7787646137236955	0.6240998636955594	0.6555523069035312	0.7560537571851614	0.7737947716022292	0.6175085406135427	0.8984118061440016	0.843641716423643	0.7219109537202061	0.8460093287259376	0.6294924937281497	0.7815049939588967	0.7976632333509396	0.8368961650754557	0.8537219329863297	0.7180528651622166	0.6766005946422649	0.5165003403144947
WenC_2017__RA040__bin.13	0.646815436649779	0.779559281189246	0.7461408039546552	0.5763126575447778	0.7840227838897256	0.7726698157141907	0.42950293299571457	0.30372919535317244	0.6050438521332009	0.7588895407403824	0.6856429372562698	1.0	0.718862498983582	0.7752570613325054	0.6240295308886886	0.6961061617438439	0.609171348909224	0.6490814606043134	0.7034861958686055	0.6697102083303933	0.5581522093397551	0.7859528019198034	0.7709911301156062	0.6739546351681273	0.7186111665520886	0.5979064142858966	0.7174264096624552	0.7320540915777427	0.7320057067246211	0.7769579233221041	0.6433868321966253	0.6510860719496206	0.47497663078795405
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.82	0.7089561951664205	0.7976635723649559	0.8238756918148603	0.5936933179809003	0.8589497983193185	0.8593673933595743	0.5275316422395722	0.35056217486155394	0.6253696186869904	0.7994303206121921	0.7603563846903234	0.5924516096516516	1.0	0.8189038739416817	0.6812193553639639	0.7764470858899952	0.5978576377523639	0.6317603735537172	0.7404491749728757	0.7588028646798226	0.5935171969957526	0.8569581912042522	0.821434366964134	0.7069651418909301	0.7968145362950458	0.5908881205287838	0.7491555331065913	0.7576231863830787	0.80803144922648	0.8090588216398414	0.6833505300521662	0.6550753581818997	0.5034041749534913
LiJ_2017__nHM511615__bin.9	0.7315493685152167	0.8820974470056357	0.8557547261231983	0.6477716964190189	0.9205209168306505	0.8932091369381208	0.5387654412271312	0.366009106914096	0.6726339415999109	0.8625667068294014	0.7988900073211568	0.6462088787091014	0.8282340103862961	1.0	0.7239884676376303	0.798913533609263	0.6614107818737792	0.6966122705276666	0.7765702817048941	0.7912187569493574	0.6249792044417631	0.9366493076269424	0.8750210756330952	0.7593322343195889	0.86055240844773	0.6471213625977951	0.811556672867524	0.8526884665733457	0.8545537651303441	0.89738617337642	0.7324696944999459	0.7023123540459894	0.5628698038411707
LiJ_2014__MH0327__bin.22	0.6260634365082794	0.777103827891323	0.7583364540273757	0.581304282072333	0.798814256290599	0.7940323928041596	0.48770746614046967	0.310832529154484	0.5931587184989942	0.7465114241407289	0.7108712977766255	0.5572833398147748	0.7381605669100808	0.7756671083649003	1.0	0.7020241301665491	0.571841377522361	0.6037984847830158	0.6751699577986144	0.705825975696995	0.553746753277929	0.8033296605164988	0.7642309649666086	0.6567662648172953	0.7587175387806249	0.5788419344462209	0.7099320888965706	0.7267334255138344	0.7473384080619531	0.7719744871259369	0.6687533307407567	0.6218240936784342	0.4923404965264275
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.8	0.7419352508066405	0.8375128920989271	0.8294323382308759	0.6342726026415784	0.8992450483201587	0.8866663335141589	0.5196829913402424	0.33956147898038475	0.6504469562002793	0.8326980355843003	0.7874051493737435	0.623669923734166	0.8440810138593451	0.8587206582451332	0.7043044708865851	1.0	0.6339992570297688	0.6670608302361188	0.7751340989017407	0.7757301609186821	0.615300370100325	0.881366800308989	0.843080352170298	0.7201621288686081	0.831154897251552	0.6305896618762948	0.7783654775329777	0.7958529737774859	0.8345921882159141	0.8532037731327755	0.7167164087444103	0.6934121901305377	0.5432744034713688
LiJ_2017__nHF512818__bin.30	0.7163541285114011	0.8757493321897921	0.8373007364524612	0.6401098573849238	0.8755416186468691	0.8563843251468886	0.4612603075053827	0.3309330879484454	0.7075214637327687	0.8521794287654222	0.7802800187016637	0.6748747018305593	0.803663798879687	0.8790787048204433	0.709395352576988	0.7839585585424614	1.0	0.7566356659787552	0.7747424798763546	0.7507042903641762	0.6237883376662825	0.9061149675847754	0.8706927358330431	0.754592777226853	0.809476055616604	0.705550790800449	0.8205950583533602	0.8828622181721804	0.8337830070965071	0.9062258970395981	0.7215425001265637	0.7364107695377294	0.5658139244012043
LiJ_2017__H1M412743__bin.8	0.6525432423662971	0.8093943696111361	0.7551790164068982	0.5853445987280261	0.8043740613774202	0.7757584968187828	0.424146470650851	0.2787197668945652	0.6459287987041719	0.7713852049355356	0.7059390842762843	0.6193645773617379	0.7314632059948726	0.7974640037038319	0.645161228266599	0.7104496026203841	0.6517038524725772	1.0	0.7082276881958312	0.6830665112288438	0.5737463978054026	0.8139138653872544	0.7867276362549744	0.6811164847454192	0.7460912902237048	0.6379690227295753	0.7441874333906606	0.7705073403331654	0.7523068794061557	0.7916434215301904	0.6704609141847273	0.6704224394760772	0.5219055753700305
LiJ_2017__nHM512834__bin.36	0.6550365372379899	0.7530409104592324	0.7344310126003023	0.5632170853351535	0.7900578134114323	0.7565727883310196	0.4661880308705753	0.30774752641741	0.5850302629997475	0.7407835409859928	0.7000147758861948	0.5771615522619786	0.737106109608406	0.7643554901789977	0.6202746109476084	0.709805454507362	0.5737404935366525	0.6089302589198387	1.0	0.6701184165983924	0.5506256044054194	0.7735617494208183	0.7521918483420683	0.6503209344535072	0.7281694551557367	0.577763063151476	0.7043328632249144	0.7249584566035531	0.7467087816179154	0.7579263256671478	0.6467427441026019	0.632766850850661	0.45971034852345893
Bengtsson-PalmeJ_2015__TRAVELRES31__bin.89	0.6880078561918984	0.7954602500054943	0.8165211366493896	0.6067491304634482	0.8488741424640358	0.8967353775008935	0.5252018122911464	0.3457435795410513	0.6253856092423611	0.7944458388902319	0.7515294242841	0.576360750964963	0.7923724843587522	0.8169149872591353	0.6801961965944936	0.7451416416341157	0.5831666745706681	0.6160604297540545	0.7029383221848355	1.0	0.574322096927734	0.8505600081430494	0.7983762482056952	0.6948964826422345	0.8045853233102883	0.5787412048705614	0.7388406102197582	0.7515132307201162	0.7777757214521925	0.8098736786340961	0.684704947480802	0.6393583415939789	0.5074848966098774
LouisS_2016__AS53_12__bin.8	0.6586986805673181	0.7553916298813305	0.7503959680736697	0.5762004348562519	0.8038680774721647	0.7657784030612774	0.47712372662820485	0.3068149372085547	0.5944713108945664	0.7444192871537656	0.7169251722314209	0.5742100514706644	0.7408740679799924	0.7713589430711636	0.6379085419179995	0.7065224981074419	0.579257564182778	0.6185729939749249	0.6904507917633109	0.6865405422221914	1.0	0.7994330967779848	0.7595258753296853	0.6657739093162249	0.7389189432094326	0.5792001825151837	0.7064139568807879	0.7310092605715353	0.7458510634620503	0.775297537773384	0.6504585348317092	0.6320355628070006	0.4797895544624617
ChengpingW_2017__AS71raw__bin.15	0.6122625655650048	0.7378982588026739	0.7337949550100082	0.5428573656918109	0.7926817686964349	0.779444668480672	0.48120917169142463	0.3620835277401963	0.5681548024573945	0.738563485826306	0.6921705531982051	0.5365638592709937	0.7098678859131067	0.767140262429767	0.6141123554679596	0.6715870527552557	0.558373212546457	0.5823126686293157	0.6436920191567032	0.6747182075389032	0.5305043292515921	1.0	0.75529050464122	0.6586701790653515	0.7421694750716497	0.5422008554360747	0.698279631161436	0.712815988570941	0.7365916611728089	0.7920082836821646	0.6392473850843254	0.5880960147395957	0.47431420828579257
RaymondF_2016__P15E90__bin.53	0.6616345482356286	0.7888239456385485	0.7843290585725861	0.5784103801104327	0.8302569525794545	0.8134329392097311	0.489360304708189	0.341019282347152	0.6045823218554648	0.7822683888857246	0.7269566484562167	0.5886906383714552	0.7610331261888232	0.801547144233024	0.6534185514662004	0.7185010269995963	0.6000935921690447	0.6295279188416327	0.7000427424763236	0.7083336540301846	0.5637183594072701	0.8447473191026029	1.0	0.6995214176750659	0.7814007114852061	0.5797388347467085	0.7401242046076697	0.7500565709245459	0.765752244493122	0.8060466493336432	0.6579503828094173	0.6358284574584081	0.48914120461947136
ZeeviD_2015__PNP_Main_716__bin.31	0.6182070064094405	0.7300026603575586	0.7204778155132169	0.5580785553876064	0.7636012828713944	0.747570306913488	0.463241451757666	0.30703257599636397	0.5596119483377135	0.7133423759997508	0.6622629645997637	0.547853932713166	0.6973086686685812	0.7405233638937583	0.5978249528428405	0.653408945028928	0.5536854146306556	0.5802409180473302	0.6443473410900693	0.6563670222732564	0.5260690458384524	0.78429088906746	0.7447274936208778	1.0	0.717527386114026	0.5564260745632125	0.6795771397168441	0.6936377030024894	0.7053831543100251	0.7471824519100766	0.612490788443669	0.5880111287072247	0.45228919124583944
QinJ_2012__T2D-048__bin.26	0.6980157390389611	0.8104269776116567	0.812544984579042	0.6061902037563955	0.9026438719468837	0.8529705834778086	0.5462216210406786	0.3688561785335489	0.6082685862981994	0.8150668350071486	0.7711716562684213	0.5804397551319058	0.7809322921698879	0.8338987503650332	0.6862342574328366	0.7493174285593319	0.5901786790193552	0.6315503789289246	0.7168921640255811	0.7551405907187653	0.5801520709461769	0.8780946404978999	0.8266073132576814	0.7129639178895053	1.0	0.5886452680293851	0.7449191173197821	0.7695296852083647	0.8071332650852359	0.8400307659238625	0.6873003173210849	0.6371743333597496	0.5163279773413422
LiuW_2016__SRR3993026__bin.33	0.7086764237294136	0.8794870423504934	0.8390988589976626	0.6441732949559215	0.8962777877797422	0.854081717974233	0.46349613601935047	0.32834607767734797	0.712279390772397	0.8408103248395312	0.7963174859530989	0.6702181591648166	0.8036763371015211	0.8702449761471981	0.7265609404625327	0.7889518552304791	0.7138838899991489	0.7494374836631094	0.7893887611232097	0.753806542590415	0.6310932364707947	0.8902627988944775	0.8510941856111823	0.767284336095131	0.8169085593630816	1.0	0.8130954255199746	0.8561728399711642	0.8493262233176675	0.8826726889373168	0.7541507943024458	0.7387958120310323	0.5490227243794242
WenC_2017__RA051__bin.40	0.7000679754813743	0.852075624799069	0.8263469644143017	0.6273834422166887	0.8736474599353937	0.8563617576822377	0.4983065445085183	0.35465762541357676	0.6568021154254517	0.8325495788011403	0.7784580598397772	0.6332396544994905	0.8023348925382376	0.8593743883096407	0.7016760167554222	0.7668227453315792	0.6537865190266101	0.6883763113158416	0.7577516368092571	0.7577640930492995	0.6060826785898588	0.9028075178747045	0.8555740487881264	0.7378963901816358	0.8140229977780441	0.6402495518719357	1.0	0.8238124161428126	0.8172224720060834	0.8710340221436359	0.7154710060252614	0.6967558019386655	0.5471106861490169
LiJ_2017__H2F514923__bin.31	0.709874366257539	0.864731924405491	0.8312616361051512	0.6327180493906518	0.877675761287203	0.8572211171240035	0.5030712078964816	0.34507845232200923	0.6607084017384305	0.8407529338186115	0.7757146703960113	0.6308307925725818	0.792165480978316	0.8815215030880015	0.701251704698453	0.7654612892297804	0.686718842745006	0.6958238869151545	0.7614493483781115	0.7524867605372805	0.6123143652151757	0.8997507014236947	0.8464980933436411	0.7353062955853015	0.8209787213096716	0.6581853032553587	0.8042800598779856	1.0	0.8192704035394027	0.8997993450483396	0.7153757285685745	0.6988154698308187	0.5466402601275736
ChengpingW_2017__AS42raw__bin.92	0.5937698183083386	0.6959024624961688	0.6943177040494204	0.5131792486098052	0.7589185035850099	0.7339140661671963	0.45418772184146483	0.321542592384214	0.5342961784534057	0.6947258994069161	0.6616926783312297	0.5128454417949673	0.6868995655803272	0.718264223395385	0.5862980070932771	0.6526299880931251	0.5272801147655137	0.5523570574717406	0.6376487005781118	0.6331679679168808	0.5079325022846228	0.7559165963192737	0.7026233260812351	0.6079431897524603	0.7000903491223799	0.5308399361011835	0.6486666795355707	0.6660848980429692	1.0	0.7209134913038381	0.5977157067641313	0.5625642954769412	0.4305590016492599
WenC_2017__N274__bin.13	0.6453684419567076	0.7834195381365192	0.7678817169641672	0.5855094100118655	0.8262618117877875	0.8114669519425269	0.4910620105760969	0.3563934092494444	0.5994061299049668	0.7847662490981178	0.7153584925619043	0.5768887633710585	0.7288994492406227	0.799368008853664	0.6418397498780027	0.7070791391029179	0.6073616540145359	0.6159947748213449	0.6859299390961319	0.6987219468480776	0.5595576560942289	0.8613890632500093	0.7838212062817904	0.6824755930468	0.772194285634451	0.5846706470898768	0.7327215337036996	0.7753013509022814	0.7640217110364436	1.0	0.6618009103147383	0.6259326933919852	0.5023196959097709
ChengpingW_2017__AS68raw__bin.70	0.6263513093654196	0.7691587574719458	0.7458455312928841	0.5661750315487	0.7863242701114614	0.770381215151971	0.46085144612968737	0.30684500804615256	0.6105087224242876	0.7514711595809612	0.7002835753373664	0.5560027898749144	0.7165413913717137	0.7593941952714988	0.6471423817656935	0.6913099810039949	0.562837518823235	0.607199085218367	0.6812312384686815	0.6875444629055234	0.5463944467319147	0.809186842057887	0.7446637254121947	0.6511338077204736	0.7353399448645453	0.5814066800198149	0.7004967069138839	0.7174130820974701	0.737271486072984	0.7702604212339448	1.0	0.6256637132166549	0.479921785938078
LiJ_2017__H2M411920__bin.37	0.7188809280015582	0.8753673442374704	0.8421199903161715	0.6349855051193299	0.8759900720183307	0.858581127096134	0.4752194806806936	0.3174567468234368	0.6982630147019995	0.8486209117201071	0.7792567181560125	0.6644676877664853	0.8111845475724933	0.8598814485416305	0.7106112676693864	0.7898554352544851	0.6783782467744004	0.7170292044241106	0.7871135127127682	0.758179988903375	0.6269874309118504	0.8791414312177277	0.8498409918105809	0.7382218378562253	0.8050642582372551	0.6726310454488407	0.8056108596043757	0.8276148222928316	0.8194747826110812	0.8603368353769733	0.738876113520257	1.0	0.5553511039358727
WenC_2017__RA070__bin.9	0.719190560605123	0.8825599426327073	0.8402579344134594	0.6458370492244859	0.9275947233738957	0.873931188369291	0.4501321340560059	0.007020759243013821	0.7093205470277117	0.8755956042676023	0.7893226218599961	0.6431961881326873	0.8271437203562888	0.9144331885804143	0.7465619665041988	0.8211285267598764	0.6916098514492885	0.740655064592805	0.7587761765573073	0.7985219550016199	0.6315443668303479	0.9408326993568019	0.8674964782452015	0.7534480436515592	0.8656327692458895	0.6632519902009676	0.8393743106642739	0.8590196963464751	0.8322079491556889	0.9161294549743194	0.7520329716330386	0.7368912460277881	1.0
