	Bengtsson-PalmeJ_2015__TRAVELRES38__bin.55	LiJ_2017__nHM612836__bin.3	LiJ_2014__V1.FI20__bin.60	FerrettiP_2018__CA_C10055MS2958FE_t0M16__bin.33	QinN_2014__LD-11__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES32__bin.14	LiJ_2014__O2.UC32-1__bin.49	WenC_2017__RA070__bin.15	LiJ_2017__H1M512854__bin.8	WenC_2017__N310__bin.77	QinN_2014__HD-6__bin.17	WenC_2017__RA040__bin.13	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.82	LiJ_2017__nHM511615__bin.9	LiJ_2014__MH0327__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.8	LiJ_2017__nHF512818__bin.30	LiJ_2017__H1M412743__bin.8	LiJ_2017__nHM512834__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES31__bin.89	LouisS_2016__AS53_12__bin.8	ChengpingW_2017__AS71raw__bin.15	RaymondF_2016__P15E90__bin.53	ZeeviD_2015__PNP_Main_716__bin.31	QinJ_2012__T2D-048__bin.26	LiuW_2016__SRR3993026__bin.33	WenC_2017__RA051__bin.40	LiJ_2017__H2F514923__bin.31	ChengpingW_2017__AS42raw__bin.92	WenC_2017__N274__bin.13	ChengpingW_2017__AS68raw__bin.70	LiJ_2017__H2M411920__bin.37	WenC_2017__RA070__bin.9
QinN_2014__HD-6__bin.17	0.9886588594071587	0.9895783054477008	0.9870370111047317	0.9876061204852239	0.9974492923294559	0.9865070238791718	0.9867372768812979	0.9885503958081318	0.9884436201010751	0.9887962515297832	1.0	0.988051774996078	0.9867407444675239	0.989666227187565	0.9853829944937704	0.9842244371460996	0.9893323390316886	0.9871823612647981	0.9936887926763698	0.9869890762927754	0.987067230034257	0.9879583634008636	0.9875733577586177	0.9868833535893927	0.9907364791926427	0.9932864780553807	0.98855080279963	0.9892321212300239	0.9887255971015513	0.9886943700804235	0.9868436881865715	0.9885272771880128	0.9885944646624443
WenC_2017__RA040__bin.13	0.9875664871786453	0.9875117901640238	0.9852572003588532	0.9863308789871624	0.9877810063736546	0.9845558655343023	0.9846008325040131	0.9853753613646175	0.9868492730271992	0.9860829990447234	0.988051774996078	1.0	0.9861369618024346	0.986511990244645	0.9842567507408962	0.9841974145024257	0.9874317422036607	0.9845178769645702	0.9880425292943403	0.9848182398526392	0.9863818174044815	0.9866406611168663	0.985621442838427	0.9844773359091552	0.9877380571909944	0.9867206387933902	0.9862826903960356	0.9872138082533423	0.9879203043005857	0.985372401626141	0.985202472977534	0.9881920121415123	0.9880242952898171
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.82	0.9883787368950975	0.987947699739267	0.985831216520616	0.987930565731691	0.9871942905810118	0.986056141474686	0.9850061737459643	0.9875019111420361	0.9872565854818628	0.9874975029212401	0.9867407444675239	0.9861369618024346	1.0	0.9878103204083268	0.9839676489058307	0.9852514651199891	0.9877053567752295	0.9867722968244342	0.9888214358619343	0.9864226907666666	0.9858802618977744	0.9862242553302693	0.9858997922725384	0.9856859021927897	0.9879506158597006	0.9868067387005415	0.9874684631018291	0.9880933033137802	0.9874223967156375	0.987400791370894	0.9856991411176256	0.9874942392850702	0.986972979546807
LiJ_2017__nHM511615__bin.9	0.9888814263636797	0.9883724068414885	0.986557032356888	0.9882783457050511	0.9899495913331792	0.9870028744952302	0.9862818164852	0.9884621202952922	0.9875301610067321	0.9883849749226885	0.989666227187565	0.986511990244645	0.9878103204083268	1.0	0.9864762137367292	0.9850690808830639	0.9890281553999836	0.9868018355073711	0.991020949687724	0.9869886397779662	0.9867037623002358	0.987601682797512	0.986889030263325	0.9867447761606873	0.9887983090621448	0.9888402238118023	0.9882405984471314	0.9889235438682883	0.9885917834920742	0.988707953372864	0.9876583492702262	0.9887099788583176	0.9885615401339718
LiJ_2014__MH0327__bin.22	0.9877264076805817	0.985581076380564	0.9876212531781209	0.985807626937521	0.9859791450152556	0.9858158300611715	0.9837701798390455	0.9856005449985348	0.9852478675248735	0.9855945297086579	0.9853829944937704	0.9842567507408962	0.9839676489058307	0.9864762137367292	1.0	0.9839170797232065	0.9856617958908389	0.983676230906636	0.9880376303951859	0.9859639621815841	0.9845557950447086	0.9847598140514867	0.9842374842425081	0.9843749156725775	0.98604751286329	0.9846663032315103	0.985414830574127	0.9865446703745675	0.9855041611137667	0.9860517242172301	0.9838821609823803	0.9850419773414573	0.9861332987146616
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.8	0.9869096110444601	0.9855884299324201	0.9844845624576579	0.9854584947367141	0.9850269742656272	0.9848586175672405	0.9854242849428423	0.9859962097106932	0.9853348254799541	0.9854950708465603	0.9842244371460996	0.9841974145024257	0.9852514651199891	0.9850690808830639	0.9839170797232065	1.0	0.9852614520351585	0.9838619299437437	0.9873920512938505	0.9846781595755006	0.9852105574697241	0.9853025410934516	0.9846356468462996	0.9843741898848247	0.9855663272846176	0.9845976097340399	0.9850879104634559	0.9857598618270332	0.9853257597459233	0.9851595554610083	0.9838064643562875	0.9853736875248121	0.9853215938115263
LiJ_2017__nHF512818__bin.30	0.9892104340602796	0.9884193145867732	0.9875417856832392	0.9877625812084624	0.989700091646378	0.9875454906812249	0.9863720959111512	0.9895745907642851	0.9885123946310735	0.9913127070387772	0.9893323390316886	0.9874317422036607	0.9877053567752295	0.9890281553999836	0.9856617958908389	0.9852614520351585	1.0	0.9871553537814196	0.9907657593327811	0.9873760691711506	0.9864837817154295	0.9894067331587706	0.9868208550960654	0.9868951583457073	0.9888130623707468	0.9881591034451838	0.9895640682178115	0.9994850261448265	0.9892029204404332	0.9952056368106366	0.9877365201598849	0.9885785330790787	0.9903944642089214
LiJ_2017__H1M412743__bin.8	0.9871381482580868	0.9859283976885548	0.9842296075537422	0.9862056000855668	0.9867111150266501	0.9851322487209158	0.9830437942427075	0.986464465818464	0.986318109582415	0.9862646777655526	0.9871823612647981	0.9845178769645702	0.9867722968244342	0.9868018355073711	0.983676230906636	0.9838619299437437	0.9871553537814196	1.0	0.9881064745189224	0.984913123557607	0.9844921833738248	0.9850412790851083	0.9843183001570095	0.9845072680979485	0.9862418254947085	0.9855235981991174	0.9859565954301589	0.9867238432942147	0.9871324117157065	0.9859314766439032	0.9841954307003994	0.9856113141094532	0.9869521035488823
LiJ_2017__nHM512834__bin.36	0.9895859188762821	0.9906062698362045	0.9889426717545917	0.9892997531457215	0.9946414937183313	0.9883194666912501	0.9872800513748613	0.9910074975987444	0.9905676934164293	0.9898991982718862	0.9936887926763698	0.9880425292943403	0.9888214358619343	0.991020949687724	0.9880376303951859	0.9873920512938505	0.9907657593327811	0.9881064745189224	1.0	0.9886979270042592	0.9887365691730283	0.9900379486557087	0.9885823556563244	0.9887505763024436	0.9912800494165559	0.9925017332105879	0.9900483284973837	0.9904159972401928	0.9899278945425707	0.9894619179438899	0.9887373756955905	0.989660949864661	0.9908026527335966
Bengtsson-PalmeJ_2015__TRAVELRES31__bin.89	0.9883134264747788	0.9870396045572367	0.9872198552697732	0.9869862420880717	0.9876324981344451	0.9991796633848906	0.986364292999345	0.988369094029303	0.9861607378994235	0.9866900542453915	0.9869890762927754	0.9848182398526392	0.9864226907666666	0.9869886397779662	0.9859639621815841	0.9846781595755006	0.9873760691711506	0.984913123557607	0.9886979270042592	1.0	0.9863987134750378	0.986031056845922	0.9864564448900287	0.9864001201872754	0.9874551767802235	0.9866509568835471	0.9865483595701715	0.9872947612354215	0.9873682402097438	0.9868304033893671	0.9855076203612523	0.986448527246607	0.9864868359072426
LouisS_2016__AS53_12__bin.8	0.9888523215421803	0.986716033774326	0.9863866942204338	0.9887136074935762	0.9871725864018719	0.9869131965729112	0.9862298399197456	0.9876860282155312	0.9862467555257854	0.9871496333836335	0.987067230034257	0.9863818174044815	0.9858802618977744	0.9867037623002358	0.9845557950447086	0.9852105574697241	0.9864837817154295	0.9844921833738248	0.9887365691730283	0.9863987134750378	1.0	0.9864926542663779	0.9862479004685176	0.9876509276931613	0.9871053542979843	0.9862223378470166	0.9867191219343556	0.987138110570985	0.9869166128462725	0.9869875323221424	0.9858089297707572	0.9861506930586268	0.9869056117587834
ChengpingW_2017__AS71raw__bin.15	0.9888573649350062	0.987343916799006	0.9863674822578695	0.987633608939592	0.9883258600304423	0.9852036298541529	0.9839651103014293	0.9930032448537174	0.9872410747311896	0.9884099810342911	0.9879583634008636	0.9866406611168663	0.9862242553302693	0.987601682797512	0.9847598140514867	0.9853025410934516	0.9894067331587706	0.9850412790851083	0.9900379486557087	0.986031056845922	0.9864926542663779	1.0	0.9851206753559465	0.9851355625986794	0.9882210930522654	0.9873283949049588	0.9917107938859775	0.9897170025855595	0.9873909709192236	0.9880852559263217	0.9857476169387301	0.9867233715000481	0.9928303365305206
RaymondF_2016__P15E90__bin.53	0.9884349507180342	0.9870459069020867	0.9860672626473879	0.9873391445098046	0.9878743513928836	0.9858044713303551	0.9845601299112899	0.985724477219232	0.9864538917433205	0.987069121798358	0.9875733577586177	0.985621442838427	0.9858997922725384	0.986889030263325	0.9842374842425081	0.9846356468462996	0.9868208550960654	0.9843183001570095	0.9885823556563244	0.9864564448900287	0.9862479004685176	0.9851206753559465	1.0	0.9854867962881706	0.986908463583352	0.9865590904923444	0.9860664098069724	0.9873588807999535	0.9874801575616977	0.986148994979764	0.9856813852627501	0.9865459498922418	0.9869783766714465
ZeeviD_2015__PNP_Main_716__bin.31	0.9919777705705495	0.9855122590846137	0.9858803601782652	0.9930759353028148	0.9869039659470638	0.9859025860628101	0.9831622076603086	0.9863432953687942	0.9858372179857804	0.9871704155270403	0.9868833535893927	0.9844773359091552	0.9856859021927897	0.9867447761606873	0.9843749156725775	0.9843741898848247	0.9868951583457073	0.9845072680979485	0.9887505763024436	0.9864001201872754	0.9876509276931613	0.9851355625986794	0.9854867962881706	1.0	0.9868237380074077	0.9854053860568519	0.9863639859532722	0.9868429744872304	0.9864861148248596	0.986072351104501	0.9847234517937692	0.9864261272307724	0.9867131608709798
QinJ_2012__T2D-048__bin.26	0.9887299123258223	0.9886392906923233	0.9871865891135467	0.9877126603907751	0.9904347769117194	0.9869625621159364	0.987186140391322	0.9874150687877432	0.9880659209079599	0.9884624220685224	0.9907364791926427	0.9877380571909944	0.9879506158597006	0.9887983090621448	0.98604751286329	0.9855663272846176	0.9888130623707468	0.9862418254947085	0.9912800494165559	0.9874551767802235	0.9871053542979843	0.9882210930522654	0.986908463583352	0.9868237380074077	1.0	0.9897390077420615	0.9883909190036313	0.9891015569403707	0.9883424536346832	0.988396652094357	0.9870419812368699	0.9875748127682701	0.9878362478360609
LiuW_2016__SRR3993026__bin.33	0.9881789936073712	0.987229386531962	0.9866141850843777	0.9870710750364747	0.9942060132457857	0.9868149982984568	0.9851546101243894	0.986913158162861	0.9876290856448721	0.988151285351823	0.9932864780553807	0.9867206387933902	0.9868067387005415	0.9888402238118023	0.9846663032315103	0.9845976097340399	0.9881591034451838	0.9855235981991174	0.9925017332105879	0.9866509568835471	0.9862223378470166	0.9873283949049588	0.9865590904923444	0.9854053860568519	0.9897390077420615	1.0	0.9875454135411263	0.9888541363064917	0.9884419718430865	0.9878125474195343	0.9863167549557307	0.9864618033763015	0.9887630236596484
WenC_2017__RA051__bin.40	0.988973567229901	0.9873627227125951	0.9868751009444147	0.9878132833250526	0.9888498897610729	0.9862386919208928	0.9857481795076986	0.9940812465293826	0.9875955662265476	0.9883177438479976	0.98855080279963	0.9862826903960356	0.9874684631018291	0.9882405984471314	0.985414830574127	0.9850879104634559	0.9895640682178115	0.9859565954301589	0.9900483284973837	0.9865483595701715	0.9867191219343556	0.9917107938859775	0.9860664098069724	0.9863639859532722	0.9883909190036313	0.9875454135411263	1.0	0.9894653525726426	0.9889502286543239	0.9882957380495858	0.9866878038884636	0.9875524183920878	0.9947983062948799
LiJ_2017__H2F514923__bin.31	0.9891334694305702	0.9883568774907353	0.9872740915690427	0.9882587259075948	0.9897001599208036	0.9868586666666667	0.9871314276104453	0.9906470741767148	0.9883899326283435	0.9908669753322341	0.9892321212300239	0.9872138082533423	0.9880933033137802	0.9889235438682883	0.9865446703745675	0.9857598618270332	0.9994850261448265	0.9867238432942147	0.9904159972401928	0.9872947612354215	0.987138110570985	0.9897170025855595	0.9873588807999535	0.9868429744872304	0.9891015569403707	0.9888541363064917	0.9894653525726426	1.0	0.9886491646377767	0.9952811365242082	0.987853179404302	0.9884846379926672	0.9904965268304967
ChengpingW_2017__AS42raw__bin.92	0.9888898995237296	0.9885044480142101	0.9872450414119424	0.9884315537374596	0.9886132808666811	0.9862453900861783	0.9855853517995579	0.9863375942900965	0.9884271981312107	0.9886415028351018	0.9887255971015513	0.9879203043005857	0.9874223967156375	0.9885917834920742	0.9855041611137667	0.9853257597459233	0.9892029204404332	0.9871324117157065	0.9899278945425707	0.9873682402097438	0.9869166128462725	0.9873909709192236	0.9874801575616977	0.9864861148248596	0.9883424536346832	0.9884419718430865	0.9889502286543239	0.9886491646377767	1.0	0.9880023383632232	0.9877221141210859	0.9884075570088618	0.9885984171615064
WenC_2017__N274__bin.13	0.9885304149976651	0.9878370420330486	0.9865816171167562	0.9869225470629348	0.9883530493118308	0.9860791606386887	0.9846739691598397	0.9873475289460006	0.9877502995001616	0.9903688609753425	0.9886943700804235	0.985372401626141	0.987400791370894	0.988707953372864	0.9860517242172301	0.9851595554610083	0.9952056368106366	0.9859314766439032	0.9894619179438899	0.9868304033893671	0.9869875323221424	0.9880852559263217	0.986148994979764	0.986072351104501	0.988396652094357	0.9878125474195343	0.9882957380495858	0.9952811365242082	0.9880023383632232	1.0	0.9861425551736419	0.9872095228576757	0.9894073501864377
ChengpingW_2017__AS68raw__bin.70	0.9874759549138039	0.9867731983111298	0.9865426967301957	0.985974748884493	0.9868028265914153	0.9858940448046162	0.98414692525008	0.986440317232727	0.9864567000064747	0.9868384827572532	0.9868436881865715	0.985202472977534	0.9856991411176256	0.9876583492702262	0.9838821609823803	0.9838064643562875	0.9877365201598849	0.9841954307003994	0.9887373756955905	0.9855076203612523	0.9858089297707572	0.9857476169387301	0.9856813852627501	0.9847234517937692	0.9870419812368699	0.9863167549557307	0.9866878038884636	0.987853179404302	0.9877221141210859	0.9861425551736419	1.0	0.985733094590873	0.9867261920397749
LiJ_2017__H2M411920__bin.37	0.9880206615075737	0.9930792697871029	0.9866255912822478	0.987542037623473	0.9879866616440274	0.9869307736212589	0.9855254268626572	0.9880802957726035	0.9933266860361881	0.9918463993741318	0.9885272771880128	0.9881920121415123	0.9874942392850702	0.9887099788583176	0.9850419773414573	0.9853736875248121	0.9885785330790787	0.9856113141094532	0.989660949864661	0.986448527246607	0.9861506930586268	0.9867233715000481	0.9865459498922418	0.9864261272307724	0.9875748127682701	0.9864618033763015	0.9875524183920878	0.9884846379926672	0.9884075570088618	0.9872095228576757	0.985733094590873	1.0	0.9874808542189009
WenC_2017__RA070__bin.9	0.9885868824201213	0.9881956275422451	0.9867105800282544	0.9880589243425586	0.9884257530872578	0.986883332151559	0.9857864580738379	0.8833295168307763	0.9881755300537026	0.9886754918572666	0.9885944646624443	0.9880242952898171	0.986972979546807	0.9885615401339718	0.9861332987146616	0.9853215938115263	0.9903944642089214	0.9869521035488823	0.9908026527335966	0.9864868359072426	0.9869056117587834	0.9928303365305206	0.9869783766714465	0.9867131608709798	0.9878362478360609	0.9887630236596484	0.9947983062948799	0.9904965268304967	0.9885984171615064	0.9894073501864377	0.9867261920397749	0.9874808542189009	1.0
