	Bengtsson-PalmeJ_2015__TRAVELRES38__bin.55	LiJ_2017__nHM612836__bin.3	LiJ_2014__V1.FI20__bin.60	FerrettiP_2018__CA_C10055MS2958FE_t0M16__bin.33	QinN_2014__LD-11__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES32__bin.14	LiJ_2014__O2.UC32-1__bin.49	WenC_2017__RA070__bin.15	LiJ_2017__H1M512854__bin.8	WenC_2017__N310__bin.77	QinN_2014__HD-6__bin.17	WenC_2017__RA040__bin.13	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.82	LiJ_2017__nHM511615__bin.9	LiJ_2014__MH0327__bin.22	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.8	LiJ_2017__nHF512818__bin.30	LiJ_2017__H1M412743__bin.8	LiJ_2017__nHM512834__bin.36	Bengtsson-PalmeJ_2015__TRAVELRES31__bin.89	LouisS_2016__AS53_12__bin.8	ChengpingW_2017__AS71raw__bin.15	RaymondF_2016__P15E90__bin.53	ZeeviD_2015__PNP_Main_716__bin.31	QinJ_2012__T2D-048__bin.26	LiuW_2016__SRR3993026__bin.33	WenC_2017__RA051__bin.40	LiJ_2017__H2F514923__bin.31	ChengpingW_2017__AS42raw__bin.92	WenC_2017__N274__bin.13	ChengpingW_2017__AS68raw__bin.70	LiJ_2017__H2M411920__bin.37	WenC_2017__RA070__bin.9
QinN_2014__HD-6__bin.17	0.7279407429991384	0.836444794319636	0.8504706344021927	0.63555205680364	0.9277509052722843	0.8855143929509941	0.5492878405601285	0.3800255935555213	0.6543012119721627	0.8461433108104487	1.0	0.6149015469869216	0.8285035273016782	0.8581403643955413	0.7158174485166396	0.7912469801926841	0.6308293371936053	0.6640640398635408	0.7608556750940405	0.7839952743030103	0.6255992720902217	0.9093620130421138	0.8542572658484431	0.7315058573989969	0.853919630995475	0.6337471692562923	0.7905562281125378	0.8063458679031923	0.8464392623482355	0.8634841654017765	0.7276257362315544	0.6844531357464797	0.5224592679576188
WenC_2017__RA040__bin.13	0.6549588762349058	0.7894176950127985	0.7573056088124945	0.5842995183691079	0.7937212588932369	0.7847902214211842	0.43622036343744813	0.3082370508356803	0.6131066502964581	0.7696000655883565	0.6939342194481574	1.0	0.7289682131675346	0.7858567042254089	0.6340109228805922	0.7072830628149636	0.6169250216219813	0.6592886485774517	0.7119999139824833	0.6800343263652425	0.5658581692112395	0.7965947815591885	0.7822385924308617	0.6845811585349872	0.7275321238464076	0.60595308416478	0.7274044415951142	0.7415355067540551	0.7409562325402922	0.7884916626849965	0.6530503625839931	0.6588659531244855	0.480733756297591
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.82	0.717292034623835	0.8073945337141534	0.8357167819483744	0.6009464010673596	0.8700919429080012	0.8715197413347645	0.5355617622510699	0.35499898370437816	0.6334418305062592	0.8095517388624246	0.7705736171871927	0.6007802491945788	1.0	0.8290092308442121	0.6923188543052996	0.7880699632305905	0.6052995801342175	0.6402291345093563	0.7488199063235741	0.7692471714028258	0.6020175268072201	0.8689283259589594	0.8331824120488908	0.7172316661100578	0.8065327593339968	0.5987880882399366	0.7586627432671107	0.7667526779528095	0.8183240039056767	0.8193823913352906	0.6932648123009986	0.6633713211898468	0.5100485883459969
LiJ_2017__nHM511615__bin.9	0.7397746069569474	0.8924747806593747	0.8674153627781633	0.6554547099348714	0.9298664547060138	0.9049711606918297	0.5462591241386998	0.370281368804254	0.6811274917559965	0.8727031761049093	0.8072317569039853	0.6550441201924451	0.8384545021193265	1.0	0.7339137604698984	0.8110228501873981	0.6687481830143561	0.7059292407674723	0.7836063222978238	0.8016493048261939	0.6334010554340964	0.9484079704823505	0.8866458627061841	0.769532560662814	0.870301254119201	0.6544245946056462	0.8212136539854372	0.8622390192450639	0.8644152008948952	0.9076352327450081	0.7416225408727245	0.7103320175416485	0.5693826645985939
LiJ_2014__MH0327__bin.22	0.6338429666757887	0.7884727563410102	0.7678413679202255	0.5896731433070715	0.8101735826047713	0.8054571336665274	0.49575345556851846	0.3153737391195802	0.6020400937168426	0.7574224507530475	0.7214162429724371	0.5661971222399862	0.7501878417760109	0.786300873314225	1.0	0.7134992822403703	0.5801598275456461	0.6138183131928541	0.6833443757891755	0.7158740103799085	0.5624330851181303	0.8157620254744655	0.7764700869473371	0.6671911833191702	0.7694533264197958	0.5878559391608694	0.7204398258172617	0.7366452298991296	0.7583310528261485	0.7828945157403007	0.6797087672298319	0.6312665936904368	0.49926363623269815
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.8	0.7517762949146276	0.8497592571742687	0.8425041588872546	0.6436319804732492	0.9129141351591696	0.9002980912167552	0.527369783027405	0.3443841625720016	0.6601278462713912	0.8449540339851683	0.800026009978921	0.6336837656187816	0.8567163244528121	0.8717364851968902	0.7158168969733898	1.0	0.6434832660104365	0.6780024817854887	0.785031738797195	0.7878007178031683	0.6245369230315353	0.894513881321042	0.8562358623421865	0.7315938758541298	0.84332720613691	0.6404541872152525	0.7901482388173648	0.8073497457103103	0.8470215864762559	0.8660564356334303	0.7285136200170871	0.7037047963725713	0.5513676010791733
LiJ_2017__nHF512818__bin.30	0.7241675823930387	0.886009934514397	0.8478636029291332	0.648040196665267	0.8846534682950217	0.8671846848858991	0.4676331674602962	0.33441954859901313	0.7157436442633838	0.8596474379018401	0.7886935339295233	0.6834646618959556	0.8136675511243333	0.8888308184360287	0.7197147698474385	0.7956858120482789	1.0	0.766480841217514	0.781963317341624	0.7603022939317866	0.6323351171385263	0.9158164556773546	0.882320971771804	0.7646129083171779	0.8186340638298506	0.7140052531425048	0.8292490448154998	0.8833171033862519	0.8428836893498789	0.910591603905908	0.7305009842197266	0.7449188353747331	0.5713015821964925
LiJ_2017__H1M412743__bin.8	0.6610455117328624	0.8209464008833793	0.7672793122774078	0.5935320167288033	0.8152072568430475	0.7874663506610596	0.4314624365006996	0.2825441529344019	0.6548889171036752	0.7821279848358348	0.7151050423670666	0.6291044498565534	0.7412684854943936	0.8081298341868306	0.6558674571936804	0.7221029506254064	0.6601836782590964	1.0	0.7167524011424423	0.6935297082462843	0.5827841068673507	0.8262738655411532	0.7992614138429437	0.69183489733024	0.7564993401587466	0.6473401792664925	0.7547872156238097	0.7808743505789802	0.762113441395965	0.8029395959899094	0.6812274201553609	0.6802097641115613	0.528805373121312
LiJ_2017__nHM512834__bin.36	0.6619299292190944	0.7601818536680035	0.7426426562191595	0.5693088303562863	0.7943141507779945	0.7655144048350229	0.47219431834095466	0.31054005864042	0.5906009926308025	0.7483423991849004	0.7044607738815261	0.584146466523245	0.7454390478154294	0.7712808598242552	0.6277843999722125	0.7188689169385687	0.5790879308576741	0.6162597600793046	1.0	0.6777787211801302	0.5568981886307275	0.7813455539468708	0.7608792975499595	0.6577199043316503	0.7345749120889905	0.5821280143083507	0.7114126078005653	0.731973694511861	0.7543062335494215	0.7659984805096137	0.6541097363165921	0.6393774059057232	0.4639777126707635
Bengtsson-PalmeJ_2015__TRAVELRES31__bin.89	0.6961433870689765	0.8059050987749569	0.8270914855397257	0.6147493294129486	0.8595040605361689	0.8974716063205793	0.5324623123715359	0.3498122124919466	0.6341619425799355	0.8051625081979917	0.7614364153926766	0.5852458125178563	0.8032788497017492	0.827684285649842	0.6898793695151532	0.7567362334464184	0.5906226541020032	0.6254972291655341	0.7109737999701575	1.0	0.582241328057316	0.8626097547716072	0.8093375559979226	0.7044772891048545	0.8148069322334047	0.5865713713982332	0.7489147420423091	0.7611842584677881	0.7877260881785826	0.8206817259100494	0.6947738742292153	0.6481416150304035	0.5144365622914355
LouisS_2016__AS53_12__bin.8	0.6661244214303245	0.7655613206079691	0.7607523220563377	0.5827778949224137	0.8143136150104912	0.7759328841892765	0.48378553083227616	0.3106401512663719	0.6027612334984497	0.754109875523262	0.7263184820820557	0.5821377090887722	0.7514848370671746	0.7817533210504302	0.6479150751319606	0.7171284277768751	0.5871942092909908	0.6283168159396594	0.6983162282960755	0.6960071346844526	1.0	0.8103791683806271	0.770116595400479	0.6740983991897432	0.7485715075823306	0.5872916889913616	0.7159220300666111	0.7405339260467834	0.7557386852684667	0.7855190794044751	0.6598221168304579	0.6409117463038947	0.4861554628384568
ChengpingW_2017__AS71raw__bin.15	0.619161657965956	0.7473568695242067	0.7439366850682225	0.5496546095415576	0.8020449537483708	0.7911508289875657	0.4890510513569026	0.3646347880701397	0.5754975324665196	0.7472238241194803	0.7006070081896328	0.5438290559235713	0.719783438783286	0.7767709146229287	0.6236163851380024	0.681604912953897	0.5643515389912498	0.5911556002710456	0.6501690364805912	0.6842768317026096	0.5377681495723966	1.0	0.7666984599306237	0.6686086707984147	0.7510156181541832	0.5491595888805239	0.7041161954336065	0.7202220298416255	0.7459979712869665	0.8015586498552328	0.6484899117174923	0.5960090048800137	0.4777394392916112
RaymondF_2016__P15E90__bin.53	0.669375913665329	0.7991765531091944	0.7954113155190081	0.5858274568842325	0.8404479288371122	0.8251463275592507	0.4970344520778847	0.3459580138551302	0.6128845219384867	0.7925163209041496	0.736103948881435	0.5972786434882376	0.7719173207599643	0.8121958190366677	0.6638830179985336	0.729712588916409	0.6081079347584588	0.639557263886302	0.7081278949304755	0.7180587219024661	0.5715787675081239	0.8575064357444092	1.0	0.709823226764487	0.7917661468298988	0.5876372133547405	0.7505825137604605	0.759659517435903	0.7754608926866238	0.8173680178522957	0.66750817520413	0.6444995871990131	0.49559465149488346
ZeeviD_2015__PNP_Main_716__bin.31	0.6232065120308798	0.7407342259096975	0.7307963974279205	0.5619696697387332	0.7737341314041826	0.7582598093173697	0.4711749985387153	0.31128368534361495	0.5676514724013851	0.7226132031305907	0.6710650880785937	0.5564921737961882	0.7074349619055371	0.7504710253192839	0.6073142898347573	0.6637810618595954	0.5610377251812403	0.589371898867081	0.651678346929199	0.6654166081697559	0.5326467389315196	0.7961248368687318	0.7556950498229797	1.0	0.7271079509729425	0.5646671739737275	0.688971971193845	0.7028855865979162	0.715046206641498	0.7577359319254379	0.6219926897525977	0.596102548862902	0.45837960734870514
QinJ_2012__T2D-048__bin.26	0.705972106575592	0.819739803224017	0.823091595387934	0.613731329024946	0.9113612455748201	0.8642380331520741	0.5533116792180202	0.3735573723686396	0.6156153890412952	0.8245804967491687	0.7783822161235587	0.5876454297838895	0.7904568099189165	0.8433456476639501	0.6959444129017129	0.7602912232440138	0.5968556661300181	0.6403605714167849	0.723198418496899	0.7647340441122988	0.5877306494389073	0.8885609168549279	0.8375724231367564	0.7224835504353802	1.0	0.594747972369291	0.753668516168394	0.7780087694824616	0.8166534404314612	0.8498923626905094	0.6963232875463145	0.6451909517352784	0.522685797845951
LiuW_2016__SRR3993026__bin.33	0.7171539046204305	0.8908639211399929	0.8504832706473815	0.652610851687775	0.9015010730559383	0.8654932479207422	0.47048060401486386	0.33270007088421466	0.7212013104163638	0.8508923049573	0.8016997145799263	0.679238005991637	0.8144212089186051	0.8800663193013724	0.7378752965122104	0.8012936934140956	0.7224382060644045	0.7604460055878757	0.7953525265589819	0.7640052820415859	0.6399096960716887	0.9016886412754036	0.8626895173470471	0.7786484090222573	0.825377754107857	1.0	0.8233499081367697	0.865823187198356	0.8592575462310463	0.8935629449566371	0.764613183861299	0.7489350418864692	0.5552621924992298
WenC_2017__RA051__bin.40	0.7078732927536713	0.8629813595333536	0.8373369270574447	0.6351235125173349	0.8834985663460866	0.8683108508086472	0.5055109964873403	0.35676925467791126	0.6650517052592618	0.8423906015889417	0.7874740050133401	0.6420468093637709	0.8125169790414863	0.8696003682301818	0.7120615551793639	0.7784307747425414	0.6606813444672347	0.6981811516920913	0.7653683310180545	0.768096247587345	0.6142403295090699	0.9103536267232615	0.867663719480729	0.7480974576220919	0.8235840517420349	0.648324161190864	1.0	0.8325833885955412	0.8263534891114668	0.8813495683616248	0.7251239989038509	0.705538044322861	0.54997146927876
LiJ_2017__H2F514923__bin.31	0.717672981651509	0.8749187101332199	0.8419765526147396	0.6402352266706045	0.8868097599958306	0.8686361543740173	0.5096294108620055	0.3483364169916814	0.6684693762323776	0.8485023264971668	0.7841583929072963	0.6390011842406238	0.8017112132241168	0.8913950007093862	0.7108159678488805	0.7765190274749616	0.6870726672052211	0.7051860473869976	0.7688176993302815	0.762170316386242	0.6202924987477162	0.9090989637170679	0.857335777096381	0.7451097232235667	0.8300246982213227	0.6656040351044824	0.8128430750878046	1.0	0.8286765749097342	0.9040655067478552	0.7241721173585354	0.7069563278696119	0.551885085227684
ChengpingW_2017__AS42raw__bin.92	0.6004407756559257	0.7039952767983548	0.7032881148295443	0.5191854172090832	0.7676596281608657	0.7441495529860644	0.46083043037538435	0.3259964886724611	0.5405518782400801	0.7027076017086765	0.6692379364618267	0.5191162076155976	0.6956491648002833	0.7265528961389992	0.5949218990924127	0.6623494632489997	0.5330353397367117	0.5595572092620327	0.6441365114504212	0.6412683152360448	0.5146660778358395	0.7655696867630296	0.7115315894712905	0.6162714108352091	0.7083479481709599	0.537047142091062	0.6559143834955364	0.6737323227163305	1.0	0.7296677986594055	0.6051456155722527	0.5691622767225538	0.43552467227845043
WenC_2017__N274__bin.13	0.6528564343245139	0.7930655612227078	0.778325587707857	0.5932678422985996	0.835998646802472	0.8229227270323161	0.49870518156897065	0.3609604509061733	0.6068397349090034	0.7923979438582696	0.7235385516595132	0.5854525278148953	0.73820018741187	0.808497601467361	0.6509189468610508	0.7177305799688845	0.6102875943920142	0.6247845711531418	0.6932353096736659	0.7080466354180492	0.5669348778679355	0.871776051796729	0.7948304062287004	0.6921151295666674	0.7812595115515767	0.5918842078056346	0.7413990625414766	0.7789772381398125	0.7732994967422469	1.0	0.6711006505527054	0.6340423981933416	0.5076975583566434
ChengpingW_2017__AS68raw__bin.70	0.6342952516956156	0.7794686345234825	0.7560195151866411	0.5742287337371025	0.7968403098596294	0.7814036601718642	0.46827504542838577	0.31106292259723184	0.6188905427073286	0.7614935703371951	0.7096195514248165	0.5643538309384584	0.7269372179418458	0.7688834867164438	0.6577437902924664	0.7026890003780617	0.5698255631290503	0.6169497096590417	0.6889910862218857	0.6976551461403149	0.5542599891633918	0.8208864299067158	0.7554811692154377	0.6612351991154168	0.7449935857268049	0.5894725777480181	0.7099476695194551	0.7262345225533279	0.7464361438632334	0.7810842531770833	1.0	0.6347191918886884	0.48637787241258557
LiJ_2017__H2M411920__bin.37	0.727597059462959	0.8814677446898397	0.8535355232593627	0.642995924150659	0.8866415975299379	0.8699507098616626	0.4821991069205768	0.3212863855110174	0.7029540477648668	0.8555971088422544	0.7883006732729763	0.6724074669724526	0.8214574984860445	0.8697003842669335	0.7214020153610758	0.8015795887939176	0.6862158382718344	0.7274969292250674	0.7953365370437302	0.7685955911147444	0.6357927194343876	0.8909705157598822	0.8614307239347617	0.7483802562373937	0.8151931862058939	0.6818622303941908	0.8157651630442609	0.837256129719409	0.8290859138015817	0.8714835254896609	0.7495701600917907	1.0	0.562391768471457
WenC_2017__RA070__bin.9	0.7274935297993237	0.8931024566742258	0.851574870504985	0.6536422406732649	0.9384566523855111	0.8855466091052376	0.45662235504384446	0.007948063671870734	0.717808249096356	0.8856248703229822	0.7984291335573181	0.650992279439868	0.8380611602316532	0.9250139232166452	0.7570598898518861	0.8333609370961812	0.6983175658213242	0.7504468169524717	0.7658196861543166	0.8094603252026602	0.6399237772139734	0.9476268650740205	0.8789417263332617	0.763593791519396	0.876291765099865	0.6707896374867593	0.8437633089570874	0.8672616945919679	0.8418058684993138	0.9259375875888629	0.7621495990477611	0.7462334513925036	1.0
